# 20230817_M6.1_ElCalvario median gmf, Stations:None, gmlt:Adjusted, Rupture:GFZ
custom_site_id,lon,lat,AbrahamsonEtAl2014,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,CauzziEtAl2014,ChiouYoungs2014
t_1090,-72.88228,6.29584,0.0039335876,0.0034510645,0.0031904045,0.004495319,0.005208872,0.004061489
t_1091,-72.97211,6.38512,0.003526625,0.0032094899,0.002821872,0.004089038,0.0048641437,0.0036284702
t_1092,-73.24161,6.38512,0.005020415,0.0043010614,0.004373649,0.00527017,0.0061420905,0.005337618
t_1093,-73.15177,6.38512,0.0046846378,0.004073614,0.004024382,0.005008758,0.005872163,0.0049583944
t_1094,-73.06194,6.38512,0.003531797,0.0031782961,0.0028034458,0.0041272994,0.0048559746,0.0036165968
t_1095,-72.88228,6.38512,0.0034458332,0.0031820906,0.0027631933,0.003987843,0.0048025474,0.0035528182
t_1096,-72.97211,6.47439,0.0044165254,0.0040847817,0.0038788398,0.0045878743,0.0057139276,0.004735318
t_1097,-73.24161,6.47439,0.0029860504,0.0028035715,0.0023009337,0.003624364,0.0043661664,0.0030289346
t_1098,-73.15177,6.47439,0.0027720013,0.002644245,0.0021060104,0.0034382802,0.004166928,0.0028006362
t_1099,-73.06194,6.47439,0.0035425331,0.0033267816,0.0029058813,0.004003879,0.004918092,0.0036956472
t_11,-71.26531,2.26554,0.0012617931,0.002122419,0.0010075689,0.0014980125,0.0029085993,0.0012990857
t_110,-71.53481,6.20654,0.0027500663,0.0034380278,0.0024565575,0.0028002274,0.0045056823,0.0029798874
t_1100,-72.88228,6.47439,0.002490922,0.0024778808,0.0018759167,0.0031310208,0.003910385,0.0025146848
t_1101,-72.97211,6.56364,0.0033213634,0.0033049749,0.0027687645,0.0036900009,0.0047725723,0.0034999617
t_1102,-73.06194,6.56364,0.0032759889,0.0032318537,0.0027020627,0.0036834334,0.0047158026,0.0034351167
t_1103,-73.15177,6.56364,0.003113682,0.0030587174,0.0025132583,0.0035845018,0.004544663,0.003232408
t_1104,-73.24161,6.56364,0.0029989954,0.0029335364,0.0023794146,0.0035131108,0.004420134,0.003087393
t_1105,-72.88228,6.56364,0.0035178894,0.0035178196,0.0030019113,0.0037989153,0.004974772,0.0037433
t_1106,-72.97211,6.65287,0.0020428945,0.002226999,0.0015227348,0.0026073956,0.0034923886,0.0020616562
t_1107,-73.06194,6.65287,0.0034924005,0.0035636926,0.0030105982,0.003723248,0.004977531,0.0037332857
t_1108,-72.88228,6.65287,0.0022517582,0.0024490084,0.0017281221,0.002747942,0.003726783,0.002294247
t_1109,-73.15177,6.65287,0.0035736084,0.003608635,0.003085067,0.0038020054,0.005043275,0.003820963
t_111,-71.26531,6.20654,0.00258841,0.0035371967,0.0023986083,0.002718602,0.004501541,0.002833726
t_1110,-73.24161,6.65287,0.002758206,0.002840458,0.0021982393,0.0032213468,0.004228219,0.0028524208
t_1111,-73.15177,2.17577,0.0046704933,0.00426861,0.0041415542,0.00476354,0.005927891,0.0050238073
t_1112,-72.97211,2.17577,0.005686422,0.005029432,0.0053867083,0.0056230575,0.0067983023,0.0062751053
t_1113,-72.88228,2.17577,0.004157471,0.003980379,0.0036486045,0.0043034307,0.00552871,0.004464413
t_1114,-73.06194,2.17577,0.006105198,0.005232365,0.005860749,0.006111011,0.007116367,0.0067688953
t_1115,-73.24161,2.17577,0.0055620726,0.0048841946,0.005141222,0.0053634862,0.006651246,0.0060692243
t_1116,-72.79245,2.26554,0.0047051334,0.004322097,0.0041995593,0.004757546,0.0059670294,0.0050753374
t_1117,-72.88228,2.26554,0.0052853217,0.004696843,0.0048199296,0.0051888716,0.006427576,0.0057391254
t_1118,-73.06194,2.26554,0.0050887903,0.0044671674,0.0045243064,0.0051682647,0.006235054,0.005465749
t_1119,-72.97211,2.26554,0.00479685,0.004290569,0.004229504,0.0049280524,0.0060081827,0.00514177
t_112,-71.44497,6.20654,0.0028248627,0.0036018367,0.0025864083,0.0028733613,0.0046434687,0.0030863814
t_1120,-73.15177,2.26554,0.0053253775,0.0046037477,0.004762028,0.005365391,0.0064149857,0.0057268045
t_1121,-73.24161,2.26554,0.006448592,0.005315656,0.0060380143,0.0062173037,0.0072847996,0.007045978
t_1122,-73.06194,2.35529,0.0061604804,0.005064949,0.005609577,0.006051455,0.007032719,0.006647479
t_1123,-72.88228,2.35529,0.006582184,0.0053957943,0.0062081176,0.006397978,0.007390693,0.0072135814
t_1124,-72.79245,2.35529,0.0049881637,0.00439169,0.0044111405,0.0051029804,0.00615241,0.005347464
t_1125,-72.97211,2.35529,0.006119718,0.005079265,0.0056062564,0.005963916,0.007016014,0.006625742
t_1126,-73.24161,2.35529,0.006371939,0.0051373737,0.0057834066,0.006284736,0.007172801,0.006854064
t_1127,-73.15177,2.35529,0.005487526,0.00456326,0.0048158136,0.005667887,0.006498755,0.0058386875
t_1128,-73.06194,2.44505,0.00851331,0.006209998,0.00825025,0.008433312,0.00871279,0.009365393
t_1129,-72.88228,2.44505,0.007040432,0.0055580665,0.006582901,0.0067379745,0.007678516,0.0076590036
t_113,-71.8043,6.20654,0.0025971914,0.002998064,0.0021719893,0.0028746913,0.0042020925,0.002749708
t_1130,-72.97211,2.44505,0.0072269635,0.005625584,0.0067393486,0.0068832226,0.0077979835,0.007841138
t_1131,-73.15177,2.44505,0.008789909,0.00631634,0.008531345,0.008709026,0.008893137,0.009662831
t_1132,-73.24161,2.44505,0.007171126,0.0054914826,0.0065293773,0.0070379274,0.0077235154,0.0076823845
t_1133,-72.79245,2.44505,0.00600975,0.0049710176,0.005442722,0.005947301,0.0069187665,0.006473572
t_1134,-72.97211,2.53479,0.008827251,0.0063365176,0.008462892,0.008613661,0.008893518,0.009630823
t_1135,-73.24161,2.53479,0.009384215,0.0065508373,0.008927391,0.00904737,0.009239836,0.010155341
t_1136,-72.88228,2.53479,0.009262807,0.006458895,0.009127414,0.0093185315,0.009225981,0.010248724
t_1137,-72.79245,2.53479,0.0058528623,0.0047157123,0.0051321015,0.006050165,0.006758976,0.006206434
t_1138,-73.15177,2.53479,0.009546699,0.0066173603,0.009194551,0.009335706,0.009361964,0.010398257
t_1139,-73.06194,2.53479,0.007831231,0.0058096386,0.0071916785,0.007594204,0.008178599,0.008389487
t_114,-71.98396,6.29584,0.0029309113,0.0032561983,0.0024982581,0.0031634725,0.004518399,0.003124922
t_1140,-72.97211,2.62453,0.009407392,0.006554013,0.008909999,0.00902104,0.009249113,0.010151775
t_1141,-72.79245,2.62453,0.00935839,0.0065360502,0.009084195,0.009246031,0.009255948,0.010254154
t_1142,-73.24161,2.62453,0.010548891,0.0070074536,0.010048704,0.010147627,0.0099870395,0.011339964
t_1143,-72.88228,2.62453,0.008333152,0.0060548848,0.0077190627,0.00798588,0.008522132,0.0089396695
t_1144,-73.15177,2.62453,0.00827565,0.0058782888,0.0074332524,0.008270794,0.008460176,0.0087225
t_1145,-73.06194,2.62453,0.009649633,0.006644399,0.009109777,0.009209648,0.009401642,0.01037603
t_1146,-72.97211,2.71427,0.008505149,0.0059562814,0.0076156757,0.008536635,0.008614642,0.008931303
t_1147,-73.15177,2.71427,0.010425623,0.0069022677,0.009657575,0.009982698,0.009892548,0.011020495
t_1148,-73.24161,2.71427,0.011403937,0.0073307403,0.010743901,0.010814741,0.010526207,0.012105364
t_1149,-72.88228,2.71427,0.010207816,0.0068746195,0.009720428,0.0098249465,0.009768995,0.010995046
t_115,-72.0738,6.29584,0.0017391936,0.0021352042,0.0012625165,0.0022979185,0.0031722086,0.0017820706
t_1150,-72.79245,2.71427,0.009145826,0.006421794,0.008559694,0.008656495,0.009066255,0.009816048
t_1151,-73.06194,2.71427,0.011824363,0.0074655046,0.011479194,0.011592277,0.010812608,0.01276695
t_1152,-72.88228,2.804,0.011613084,0.007413048,0.011133117,0.0112285465,0.010667764,0.012451467
t_1153,-72.79245,2.804,0.011091345,0.0072124037,0.010655443,0.010761328,0.010339654,0.011947026
t_1154,-73.24161,2.804,0.012183367,0.0076068225,0.011306733,0.0116345305,0.011028824,0.012739145
t_1155,-73.06194,2.804,0.011670191,0.0074216295,0.01090896,0.011037776,0.010696229,0.012303222
t_1156,-72.97211,2.804,0.009173825,0.0061830063,0.008141059,0.009325138,0.009068998,0.009528247
t_1157,-73.15177,2.804,0.0140351355,0.008234781,0.0137232365,0.013830345,0.012200018,0.01503375
t_1158,-72.88228,2.89372,0.013303599,0.008022707,0.01286438,0.012961323,0.011736053,0.014200827
t_1159,-73.24161,2.89372,0.011707658,0.007235181,0.010408806,0.011881191,0.010772933,0.011933461
t_116,-71.71447,6.29584,0.0033196525,0.0038789154,0.0030671083,0.0033518465,0.0050485255,0.003644669
t_1160,-72.97211,2.89372,0.011125692,0.007091735,0.0100783985,0.010988837,0.010360019,0.0115341665
t_1161,-73.06194,2.89372,0.015377435,0.008673661,0.01510565,0.015218838,0.01303755,0.0164038
t_1162,-73.15177,2.89372,0.01606562,0.008900732,0.015800936,0.015919596,0.013465633,0.017089846
t_1163,-72.79245,2.89372,0.012202067,0.0076363664,0.011691811,0.011781117,0.011039326,0.013031093
t_1164,-73.24161,2.98343,0.015567349,0.008926517,0.014413263,0.014918497,0.013203587,0.015901973
t_1165,-72.97211,2.98343,0.015780225,0.008911007,0.015277955,0.015389194,0.0132843265,0.01662233
t_1166,-72.88228,2.98343,0.011137853,0.0070226034,0.009941124,0.011235895,0.010385598,0.011432573
t_1167,-73.06194,2.98343,0.014210839,0.008394114,0.013132692,0.013650997,0.012337395,0.014620453
t_1168,-73.15177,2.98343,0.017868863,0.009566094,0.01747492,0.01762419,0.014586826,0.018752063
t_1169,-72.79245,2.98343,0.013397612,0.008091501,0.012789831,0.012870539,0.01179209,0.014168173
t_117,-71.62464,6.29584,0.0035471015,0.004094119,0.003400038,0.003755151,0.0053409203,0.0039504436
t_1170,-73.24161,3.07314,0.021430403,0.010688757,0.021084085,0.021338519,0.016815871,0.022207327
t_1171,-72.97211,3.07314,0.017014865,0.009424781,0.016248634,0.016376257,0.014066856,0.017625542
t_1172,-73.06194,3.07314,0.018083489,0.009804771,0.017291233,0.017448392,0.01473726,0.0186426
t_1173,-73.15177,3.07314,0.015971275,0.009051175,0.014530316,0.015695298,0.013514719,0.016069874
t_1174,-72.79245,3.07314,0.012529307,0.0076757194,0.011394497,0.012308605,0.011275915,0.012892976
t_1175,-72.88228,3.07314,0.016385272,0.009158242,0.015773356,0.015891043,0.013664559,0.017131567
t_1176,-72.97211,3.16283,0.01880112,0.010105287,0.01783687,0.018019287,0.015203516,0.019197332
t_1177,-72.88228,3.16283,0.017446201,0.009615192,0.016523886,0.016661573,0.01435081,0.017921548
t_1178,-73.24161,3.16283,0.020010088,0.010645729,0.018409304,0.019367848,0.01607712,0.019839099
t_1179,-73.06194,3.16283,0.016340367,0.009154025,0.014656451,0.016402485,0.013811415,0.016233707
t_118,-71.35514,6.29584,0.0029318768,0.003790658,0.002809087,0.0031841898,0.004885119,0.0032546092
t_1180,-73.15177,3.16283,0.018631587,0.010109435,0.017035158,0.018189682,0.0152167035,0.018523803
t_1181,-72.9272,5.04438,0.016088653,0.008549261,0.012100707,0.02079601,0.014897537,0.013953332
t_1182,-73.06194,5.08912,0.019315982,0.0098931,0.014855272,0.024243012,0.017091524,0.016710844
t_1183,-72.9272,5.08912,0.014528885,0.008113172,0.010837175,0.01896855,0.013758408,0.012663356
t_1184,-73.24161,5.08912,0.033738684,0.01650231,0.029239975,0.036795683,0.02607946,0.030090567
t_1185,-72.83736,5.08912,0.017211389,0.009061512,0.013813721,0.020123702,0.0150456475,0.015586899
t_1186,-73.15177,5.08912,0.020885902,0.010631683,0.016065342,0.026497368,0.018367961,0.017898152
t_1187,-72.97211,5.08912,0.019506952,0.010002608,0.015437738,0.023300322,0.016835516,0.017220398
t_1188,-72.88228,5.08912,0.014390358,0.007767666,0.010857841,0.018429138,0.013519787,0.012669676
t_1189,-73.19669,5.08912,0.03152434,0.0154999215,0.027051782,0.034756172,0.024658298,0.028133107
t_119,-71.89413,6.29584,0.0030403358,0.0034497958,0.0026573513,0.003176776,0.0046693347,0.0032718354
t_1190,-73.01703,5.08912,0.017814772,0.009218232,0.013589397,0.022555325,0.016043682,0.015441714
t_1191,-73.10686,5.08912,0.01842106,0.009592834,0.013876046,0.024021536,0.016769635,0.01576617
t_1192,-72.97211,5.13385,0.017272558,0.009010353,0.013484371,0.02098847,0.0153247835,0.0152912885
t_1193,-72.83736,5.13385,0.014339467,0.0077338656,0.011120263,0.01751782,0.013186938,0.0129002035
t_1194,-73.24161,5.13385,0.022748787,0.011516753,0.01802711,0.02774175,0.019365987,0.01969279
t_1195,-72.9272,5.13385,0.016816298,0.008827018,0.013211637,0.020200921,0.014913232,0.01500813
t_1196,-73.06194,5.13385,0.01675361,0.008764265,0.01270809,0.0214725,0.015337418,0.014569921
t_1197,-73.10686,5.13385,0.01636602,0.008998336,0.012234378,0.021552192,0.015259593,0.014100707
t_1198,-73.15177,5.13385,0.018543476,0.009594676,0.014167275,0.02373284,0.016688023,0.01600777
t_1199,-73.01703,5.13385,0.015147556,0.008336727,0.0113253305,0.019756705,0.014232887,0.0131762065
t_12,-71.71447,2.26554,0.0026309728,0.0034050273,0.0023604806,0.002666971,0.004425757,0.0028529912
t_120,-71.53481,6.29584,0.0033615911,0.004006796,0.003230626,0.0035977205,0.005215021,0.0037451538
t_1200,-72.88228,5.13385,0.016378205,0.008658837,0.012962126,0.019442677,0.014522126,0.014747272
t_1201,-73.19669,5.13385,0.02442545,0.012307632,0.01998616,0.028606651,0.020235313,0.02155598
t_1202,-72.9272,5.17859,0.017041054,0.00900133,0.013724109,0.019839665,0.0149014415,0.015493189
t_1203,-72.97211,5.17859,0.016047664,0.008482106,0.012520231,0.01948348,0.014415032,0.014329456
t_1204,-72.83736,5.17859,0.013199002,0.0072313757,0.010182199,0.016233169,0.012369367,0.0119373975
t_1205,-73.10686,5.17859,0.01780949,0.009272499,0.013863911,0.021976173,0.015830487,0.015671318
t_1206,-73.06194,5.17859,0.017290412,0.009035768,0.013476889,0.021198215,0.015398294,0.015292588
t_1207,-73.24161,5.17859,0.019600745,0.010114755,0.015311176,0.024393931,0.017231612,0.017051317
t_1208,-73.15177,5.17859,0.024452271,0.012393268,0.020729525,0.02724224,0.01984644,0.022211809
t_1209,-73.01703,5.17859,0.015171882,0.008069059,0.011563084,0.019194448,0.014032933,0.013392596
t_121,-71.26531,6.29584,0.0025423265,0.0035483881,0.0023804079,0.0027225944,0.004502466,0.002791021
t_1210,-72.88228,5.17859,0.013350374,0.0072741793,0.010201533,0.01669207,0.0125748925,0.011971126
t_1211,-73.19669,5.17859,0.022903968,0.011662274,0.018881632,0.026524186,0.019059362,0.020466674
t_1212,-72.88228,5.22332,0.01366989,0.0074645486,0.010670291,0.016497245,0.012625147,0.012425778
t_1213,-72.9272,5.22332,0.012048041,0.006961787,0.0090197725,0.015540739,0.011740072,0.010760111
t_1214,-73.19669,5.22332,0.01597793,0.00847666,0.012205449,0.020466764,0.014739723,0.013991237
t_1215,-72.83736,5.22332,0.014577148,0.007963269,0.011759353,0.016856499,0.013099013,0.01350489
t_1216,-73.24161,5.22332,0.016942775,0.008927295,0.013056933,0.021494966,0.015399304,0.014821903
t_1217,-72.97211,5.22332,0.012858102,0.00721091,0.009682779,0.016495995,0.012342419,0.011456789
t_1218,-73.15177,5.22332,0.01780043,0.009306664,0.014043429,0.021571927,0.015691528,0.0158012
t_1219,-73.01703,5.22332,0.013718327,0.007463345,0.01039858,0.017490828,0.01297132,0.012193296
t_122,-71.44497,6.29584,0.0031470058,0.003900447,0.0030217618,0.0033943453,0.0050537577,0.0035012036
t_1220,-73.10686,5.22332,0.019112766,0.009952866,0.015554403,0.022240253,0.016384024,0.01727709
t_1221,-73.06194,5.22332,0.01860698,0.009733897,0.015174787,0.021530285,0.015989836,0.016916238
t_1222,-72.88228,5.26804,0.012389529,0.0068931724,0.009588093,0.015128213,0.011726573,0.011311826
t_1223,-73.06194,5.26804,0.016444663,0.008753532,0.013199598,0.019315436,0.014513104,0.014957238
t_1224,-73.01703,5.26804,0.020450108,0.010726671,0.017700892,0.02186707,0.016821183,0.019300738
t_1225,-73.15177,5.26804,0.0154672805,0.0082666185,0.012026959,0.019146765,0.014106842,0.013789289
t_1226,-73.10686,5.26804,0.013947311,0.0075610424,0.010649628,0.01770012,0.013118307,0.012417644
