# 20190618_M6.4_Yamagata median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2014,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014,ZhaoEtAl2016SInter
s_13,140.7226,38.7513,0.11617,0.11617,0.11617,0.11617,0.11617,0.11617,0.11617
s_130,141.31060000000002,38.7348,0.01075,0.01075,0.01075,0.01075,0.01075,0.01075,0.01075
s_131,141.43759999999997,39.6336,0.01068,0.01068,0.01068,0.01068,0.01068,0.01068,0.01068
s_132,141.12630000000001,38.9346,0.01068,0.01068,0.01068,0.01068,0.01068,0.01068,0.01068
s_133,141.85609999999997,39.2701,0.01044,0.01044,0.01044,0.01044,0.01044,0.01044,0.01044
s_134,138.20690000000002,36.8069,0.01042,0.01042,0.01042,0.01042,0.01042,0.01042,0.01042
s_135,136.90390000000002,37.2307,0.00989,0.00989,0.00989,0.00989,0.00989,0.00989,0.00989
s_136,140.43259999999998,40.9676,0.00975,0.00975,0.00975,0.00975,0.00975,0.00975,0.00975
s_137,140.29650000000004,40.5758,0.0097,0.0097,0.0097,0.0097,0.0097,0.0097,0.0097
s_138,138.2507,37.0228,0.0097,0.0097,0.0097,0.0097,0.0097,0.0097,0.0097
s_139,138.36599999999999,36.8514,0.00968,0.00968,0.00968,0.00968,0.00968,0.00968,0.00968
s_14,139.9921,38.3856,0.11364,0.11364,0.11364,0.11364,0.11364,0.11364,0.11364
s_140,137.147,37.308,0.00941,0.00941,0.00941,0.00941,0.00941,0.00941,0.00941
s_141,139.42039999999997,36.8061,0.00933,0.00933,0.00933,0.00933,0.00933,0.00933,0.00933
s_142,141.52279999999996,38.7194,0.00872,0.00872,0.00872,0.00872,0.00872,0.00872,0.00872
s_143,137.28769999999997,37.4443,0.00852,0.00852,0.00852,0.00852,0.00852,0.00852,0.00852
s_144,140.3569,36.7761,0.00842,0.00842,0.00842,0.00842,0.00842,0.00842,0.00842
s_145,138.72109999999998,36.3467,0.00812,0.00812,0.00812,0.00812,0.00812,0.00812,0.00812
s_146,139.98270000000002,40.3888,0.00812,0.00812,0.00812,0.00812,0.00812,0.00812,0.00812
s_147,139.9284,40.6363,0.00798,0.00798,0.00798,0.00798,0.00798,0.00798,0.00798
s_148,137.86239999999998,37.0235,0.00791,0.00791,0.00791,0.00791,0.00791,0.00791,0.00791
s_149,139.9264,36.8061,0.00783,0.00783,0.00783,0.00783,0.00783,0.00783,0.00783
s_15,139.9294,37.4774,0.112,0.112,0.112,0.112,0.112,0.112,0.112
s_150,140.7068,36.7061,0.00759,0.00759,0.00759,0.00759,0.00759,0.00759,0.00759
s_151,140.75009999999997,40.8193,0.00754,0.00754,0.00754,0.00754,0.00754,0.00754,0.00754
s_152,139.7153,36.8144,0.00754,0.00754,0.00754,0.00754,0.00754,0.00754,0.00754
s_153,140.23720000000003,36.3851,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
s_154,140.44730000000004,40.8152,0.00716,0.00716,0.00716,0.00716,0.00716,0.00716,0.00716
s_155,140.64530000000002,36.5915,0.00711,0.00711,0.00711,0.00711,0.00711,0.00711,0.00711
s_156,140.63980000000004,41.0473,0.00694,0.00694,0.00694,0.00694,0.00694,0.00694,0.00694
s_157,140.63059999999996,40.4738,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069
s_158,141.97479999999996,39.485,0.00687,0.00687,0.00687,0.00687,0.00687,0.00687,0.00687
s_159,141.96709999999996,39.7357,0.00675,0.00675,0.00675,0.00675,0.00675,0.00675,0.00675
s_16,140.1902,39.1939,0.103,0.103,0.103,0.103,0.103,0.103,0.103
s_160,140.3775,37.0217,0.0064,0.0064,0.0064,0.0064,0.0064,0.0064,0.0064
s_161,138.7523,36.5103,0.00634,0.00634,0.00634,0.00634,0.00634,0.00634,0.00634
s_162,141.8861,40.0083,0.00624,0.00624,0.00624,0.00624,0.00624,0.00624,0.00624
s_163,141.94640000000004,39.6472,0.00622,0.00622,0.00622,0.00622,0.00622,0.00622,0.00622
s_164,141.50440000000003,38.3052,0.00616,0.00616,0.00616,0.00616,0.00616,0.00616,0.00616
s_165,139.7144,36.7489,0.00599,0.00599,0.00599,0.00599,0.00599,0.00599,0.00599
s_166,139.76750000000004,36.56,0.00599,0.00599,0.00599,0.00599,0.00599,0.00599,0.00599
s_167,140.48919999999998,36.1587,0.00578,0.00578,0.00578,0.00578,0.00578,0.00578,0.00578
s_168,140.31060000000002,41.1281,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057
s_169,140.0919,40.0376,0.00562,0.00562,0.00562,0.00562,0.00562,0.00562,0.00562
s_17,139.1442,37.8013,0.10297,0.10297,0.10297,0.10297,0.10297,0.10297,0.10297
s_170,140.19759999999997,40.7782,0.00558,0.00558,0.00558,0.00558,0.00558,0.00558,0.00558
s_171,140.1297,36.7639,0.00509,0.00509,0.00509,0.00509,0.00509,0.00509,0.00509
s_172,138.41290000000004,36.7403,0.00505,0.00505,0.00505,0.00505,0.00505,0.00505,0.00505
s_173,138.1938,36.6486,0.00491,0.00491,0.00491,0.00491,0.00491,0.00491,0.00491
s_174,140.41660000000002,36.8864,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462
s_175,140.59550000000002,36.3523,0.00459,0.00459,0.00459,0.00459,0.00459,0.00459,0.00459
s_176,140.41020000000003,36.5516,0.00451,0.00451,0.00451,0.00451,0.00451,0.00451,0.00451
s_177,139.6481,35.9065,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045
s_178,141.4502,40.0366,0.00448,0.00448,0.00448,0.00448,0.00448,0.00448,0.00448
s_179,141.71910000000003,40.4099,0.00441,0.00441,0.00441,0.00441,0.00441,0.00441,0.00441
s_18,139.6467,37.6002,0.10167,0.10167,0.10167,0.10167,0.10167,0.10167,0.10167
s_180,141.7083,39.0815,0.00438,0.00438,0.00438,0.00438,0.00438,0.00438,0.00438
s_181,140.08280000000002,36.9417,0.00431,0.00431,0.00431,0.00431,0.00431,0.00431,0.00431
s_182,140.1947,36.0729,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042
s_183,140.4801,41.1795,0.00416,0.00416,0.00416,0.00416,0.00416,0.00416,0.00416
s_184,138.1191,36.5339,0.00415,0.00415,0.00415,0.00415,0.00415,0.00415,0.00415
s_185,138.1116,36.0454,0.00412,0.00412,0.00412,0.00412,0.00412,0.00412,0.00412
s_186,139.6968,36.072,0.00405,0.00405,0.00405,0.00405,0.00405,0.00405,0.00405
s_187,136.97469999999998,36.866,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399,0.00399
s_188,141.76409999999998,40.1819,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395
s_189,139.36090000000002,36.2914,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392
s_19,139.8127,38.914,0.09794,0.09794,0.09794,0.09794,0.09794,0.09794,0.09794
s_190,141.20799999999997,40.6152,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392
s_191,141.4805,40.5138,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.00376
s_192,140.99720000000002,41.1976,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375
s_193,139.8861,36.5692,0.00372,0.00372,0.00372,0.00372,0.00372,0.00372,0.00372
s_194,139.10450000000003,36.1179,0.00367,0.00367,0.00367,0.00367,0.00367,0.00367,0.00367
s_195,136.9083,37.3919,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351
s_196,140.4543,36.3665,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035
s_197,141.0025,41.7162,0.00348,0.00348,0.00348,0.00348,0.00348,0.00348,0.00348
s_198,139.9653,36.1843,0.00345,0.00345,0.00345,0.00345,0.00345,0.00345,0.00345
s_199,141.0523,40.1011,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034
s_2,139.4961,38.4501,0.25546,0.25546,0.25546,0.25546,0.25546,0.25546,0.25546
s_20,139.01080000000002,37.9146,0.09486,0.09486,0.09486,0.09486,0.09486,0.09486,0.09486
s_200,139.1368,36.3478,0.00339,0.00339,0.00339,0.00339,0.00339,0.00339,0.00339
s_201,140.43290000000002,41.68,0.00336,0.00336,0.00336,0.00336,0.00336,0.00336,0.00336
s_202,138.59180000000003,36.6172,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032
s_203,137.9785,36.2564,0.00314,0.00314,0.00314,0.00314,0.00314,0.00314,0.00314
s_204,137.1764,37.4999,0.00314,0.00314,0.00314,0.00314,0.00314,0.00314,0.00314
s_205,136.7025,36.7334,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312,0.00312
s_206,139.74559999999997,35.9829,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311
s_207,140.2713,36.1954,0.00309,0.00309,0.00309,0.00309,0.00309,0.00309,0.00309
s_208,141.1972,41.2948,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302
s_209,136.7783,36.8918,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302,0.00302
s_21,139.9085,39.2022,0.09466,0.09466,0.09466,0.09466,0.09466,0.09466,0.09466
s_210,141.2908,40.2612,0.003,0.003,0.003,0.003,0.003,0.003,0.003
s_211,140.82190000000003,41.1453,0.00295,0.00295,0.00295,0.00295,0.00295,0.00295,0.00295
s_212,139.32510000000002,36.4106,0.00292,0.00292,0.00292,0.00292,0.00292,0.00292,0.00292
s_213,139.3884,36.1476,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029
s_214,140.247,41.4862,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028
s_215,139.5331,36.2343,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278
s_216,139.70370000000003,36.1848,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278,0.00278
s_217,139.19370000000004,36.2428,0.00267,0.00267,0.00267,0.00267,0.00267,0.00267,0.00267
s_218,140.31939999999997,35.9537,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266
s_219,140.91899999999998,40.7002,0.00254,0.00254,0.00254,0.00254,0.00254,0.00254,0.00254
s_22,138.4398,38.0745,0.08846,0.08846,0.08846,0.08846,0.08846,0.08846,0.08846
s_220,137.5274,36.8624,0.00254,0.00254,0.00254,0.00254,0.00254,0.00254,0.00254
s_221,141.65840000000003,39.803,0.00253,0.00253,0.00253,0.00253,0.00253,0.00253,0.00253
s_222,137.48609999999996,36.0378,0.00253,0.00253,0.00253,0.00253,0.00253,0.00253,0.00253
s_223,138.801,35.9954,0.00252,0.00252,0.00252,0.00252,0.00252,0.00252,0.00252
s_224,137.6257,36.976,0.00251,0.00251,0.00251,0.00251,0.00251,0.00251,0.00251
s_225,139.9828,36.3062,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025
s_226,138.7579,36.2287,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247
s_227,140.02250000000004,36.4368,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247,0.00247
s_228,139.8121,35.7313,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242
s_229,137.385,36.5781,0.00237,0.00237,0.00237,0.00237,0.00237,0.00237,0.00237
s_23,139.40549999999996,38.053,0.08623,0.08623,0.08623,0.08623,0.08623,0.08623,0.08623
s_230,138.9251,36.1162,0.00228,0.00228,0.00228,0.00228,0.00228,0.00228,0.00228
s_231,136.9681,37.0427,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227
s_232,140.0494,35.9112,0.00226,0.00226,0.00226,0.00226,0.00226,0.00226,0.00226
s_233,139.61450000000002,36.3867,0.00222,0.00222,0.00222,0.00222,0.00222,0.00222,0.00222
s_234,139.9176,35.6947,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216
s_235,139.89120000000003,35.6926,0.00209,0.00209,0.00209,0.00209,0.00209,0.00209,0.00209
s_236,137.85069999999996,36.5086,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195
s_237,139.63400000000001,35.4371,0.00193,0.00193,0.00193,0.00193,0.00193,0.00193,0.00193
s_238,141.1411,41.8345,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192
s_239,140.11149999999998,41.4339,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019
s_24,138.27949999999998,37.8205,0.08137,0.08137,0.08137,0.08137,0.08137,0.08137,0.08137
s_240,140.9155,40.9924,0.00189,0.00189,0.00189,0.00189,0.00189,0.00189,0.00189
s_241,139.8635,35.6704,0.00186,0.00186,0.00186,0.00186,0.00186,0.00186,0.00186
s_242,137.21230000000003,36.6687,0.00185,0.00185,0.00185,0.00185,0.00185,0.00185,0.00185
s_243,139.83429999999998,35.6596,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181
s_244,139.8093,35.6474,0.00179,0.00179,0.00179,0.00179,0.00179,0.00179,0.00179
s_245,137.08029999999997,36.7824,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178
s_246,139.8249,35.7254,0.00174,0.00174,0.00174,0.00174,0.00174,0.00174,0.00174
s_247,139.78930000000003,35.6685,0.00171,0.00171,0.00171,0.00171,0.00171,0.00171,0.00171
s_248,139.8193,35.6876,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166,0.00166
s_249,139.43759999999997,36.6347,0.00163,0.00163,0.00163,0.00163,0.00163,0.00163,0.00163
s_25,140.5629,39.2975,0.07713,0.07713,0.07713,0.07713,0.07713,0.07713,0.07713
s_250,140.3333,35.5727,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162
s_251,140.15570000000002,36.5287,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016
s_252,137.8544,36.6981,0.00155,0.00155,0.00155,0.00155,0.00155,0.00155,0.00155
s_253,140.0489,35.4769,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015
s_254,136.68970000000002,37.1602,0.00149,0.00149,0.00149,0.00149,0.00149,0.00149,0.00149
s_255,140.4971,35.5877,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148
s_256,139.89710000000002,35.7138,0.00142,0.00142,0.00142,0.00142,0.00142,0.00142,0.00142
s_257,138.20410000000004,36.5457,0.00142,0.00142,0.00142,0.00142,0.00142,0.00142,0.00142
s_258,136.1565,36.2193,0.00139,0.00139,0.00139,0.00139,0.00139,0.00139,0.00139
s_259,140.8132,41.328,0.00138,0.00138,0.00138,0.00138,0.00138,0.00138,0.00138
s_26,140.0428,38.1074,0.07366,0.07366,0.07366,0.07366,0.07366,0.07366,0.07366
s_260,139.8087,35.6657,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126
s_261,141.06470000000002,40.7895,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045,0.00045
s_262,138.183,34.6777,0.00027,0.00027,0.00027,0.00027,0.00027,0.00027,0.00027
s_263,143.1572,42.015,9e-05,9e-05,9e-05,9e-05,9e-05,9e-05,9e-05
s_264,137.3542,35.604,6e-05,6e-05,6e-05,6e-05,6e-05,6e-05,6e-05
s_265,140.7129,39.174,0.35371,0.35371,0.35371,0.35371,0.35371,0.35371,0.35371
s_266,139.7606,38.4704,0.24534,0.24534,0.24534,0.24534,0.24534,0.24534,0.24534
s_267,139.54859999999996,38.2799,0.19136,0.19136,0.19136,0.19136,0.19136,0.19136,0.19136
s_268,140.178,38.7498,0.16921,0.16921,0.16921,0.16921,0.16921,0.16921,0.16921
s_269,139.5428,38.1313,0.14985,0.14985,0.14985,0.14985,0.14985,0.14985,0.14985
s_27,139.7575,38.0621,0.07268,0.07268,0.07268,0.07268,0.07268,0.07268,0.07268
s_270,140.471,39.1913,0.14302,0.14302,0.14302,0.14302,0.14302,0.14302,0.14302
s_271,140.0333,38.9701,0.11643,0.11643,0.11643,0.11643,0.11643,0.11643,0.11643
s_272,139.9916,38.386,0.10673,0.10673,0.10673,0.10673,0.10673,0.10673,0.10673
s_273,140.00549999999998,38.6357,0.09795,0.09795,0.09795,0.09795,0.09795,0.09795,0.09795
s_274,140.25829999999996,38.2693,0.0913,0.0913,0.0913,0.0913,0.0913,0.0913,0.0913
s_275,140.12490000000003,38.4257,0.08998,0.08998,0.08998,0.08998,0.08998,0.08998,0.08998
s_276,139.06759999999997,37.6527,0.07467,0.07467,0.07467,0.07467,0.07467,0.07467,0.07467
s_277,140.12829999999997,39.2223,0.07395,0.07395,0.07395,0.07395,0.07395,0.07395,0.07395
s_278,139.3648,37.5438,0.07081,0.07081,0.07081,0.07081,0.07081,0.07081,0.07081
s_279,140.2978,38.0813,0.06898,0.06898,0.06898,0.06898,0.06898,0.06898,0.06898
s_28,138.4337,38.2584,0.06227,0.06227,0.06227,0.06227,0.06227,0.06227,0.06227
s_280,140.1836,37.9633,0.06796,0.06796,0.06796,0.06796,0.06796,0.06796,0.06796
s_281,140.64049999999997,38.1802,0.06558,0.06558,0.06558,0.06558,0.06558,0.06558,0.06558
s_282,140.57209999999998,39.6634,0.06385,0.06385,0.06385,0.06385,0.06385,0.06385,0.06385
s_283,139.4289,38.1327,0.06365,0.06365,0.06365,0.06365,0.06365,0.06365,0.06365
s_284,140.3481,39.545,0.06347,0.06347,0.06347,0.06347,0.06347,0.06347,0.06347
s_285,141.00130000000001,38.969,0.06345,0.06345,0.06345,0.06345,0.06345,0.06345,0.06345
s_286,139.46479999999997,37.6708,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993
s_287,139.2788,37.9759,0.05804,0.05804,0.05804,0.05804,0.05804,0.05804,0.05804
s_288,140.1553,38.1035,0.05746,0.05746,0.05746,0.05746,0.05746,0.05746,0.05746
s_289,141.4176,38.6993,0.05552,0.05552,0.05552,0.05552,0.05552,0.05552,0.05552
s_29,140.2674,38.1502,0.05992,0.05992,0.05992,0.05992,0.05992,0.05992,0.05992
s_290,141.00009999999997,39.4559,0.05079,0.05079,0.05079,0.05079,0.05079,0.05079,0.05079
s_291,140.8084,40.0622,0.05005,0.05005,0.05005,0.05005,0.05005,0.05005,0.05005
s_292,139.80169999999998,37.9883,0.04999,0.04999,0.04999,0.04999,0.04999,0.04999,0.04999
s_293,140.7804,38.5793,0.04922,0.04922,0.04922,0.04922,0.04922,0.04922,0.04922
s_294,141.0473,39.3434,0.04719,0.04719,0.04719,0.04719,0.04719,0.04719,0.04719
s_295,140.5544,38.7132,0.04715,0.04715,0.04715,0.04715,0.04715,0.04715,0.04715
s_296,140.579,39.8147,0.04514,0.04514,0.04514,0.04514,0.04514,0.04514,0.04514
s_297,140.6116,39.5575,0.04277,0.04277,0.04277,0.04277,0.04277,0.04277,0.04277
s_298,140.9767,38.566,0.0417,0.0417,0.0417,0.0417,0.0417,0.0417,0.0417
s_299,139.88210000000004,37.7317,0.04077,0.04077,0.04077,0.04077,0.04077,0.04077,0.04077
s_3,139.86969999999997,37.9207,0.25168,0.25168,0.25168,0.25168,0.25168,0.25168,0.25168
s_300,140.4072,39.9819,0.04046,0.04046,0.04046,0.04046,0.04046,0.04046,0.04046
s_301,139.31470000000002,37.3421,0.03976,0.03976,0.03976,0.03976,0.03976,0.03976,0.03976
s_302,139.26099999999997,37.6658,0.03965,0.03965,0.03965,0.03965,0.03965,0.03965,0.03965
s_303,140.72270000000003,37.4703,0.03796,0.03796,0.03796,0.03796,0.03796,0.03796,0.03796
s_304,140.2221,39.9155,0.03792,0.03792,0.03792,0.03792,0.03792,0.03792,0.03792
s_305,140.95510000000002,38.34,0.03736,0.03736,0.03736,0.03736,0.03736,0.03736,0.03736
s_306,140.9871,37.4911,0.03587,0.03587,0.03587,0.03587,0.03587,0.03587,0.03587
s_307,140.09299999999996,37.1616,0.03558,0.03558,0.03558,0.03558,0.03558,0.03558,0.03558
s_308,140.5974,37.6636,0.03552,0.03552,0.03552,0.03552,0.03552,0.03552,0.03552
s_309,139.8725,37.2544,0.03418,0.03418,0.03418,0.03418,0.03418,0.03418,0.03418
s_31,140.2957,38.7679,0.05896,0.05896,0.05896,0.05896,0.05896,0.05896,0.05896
s_310,141.0929,39.6148,0.03262,0.03262,0.03262,0.03262,0.03262,0.03262,0.03262
s_311,140.8924,37.9411,0.03071,0.03071,0.03071,0.03071,0.03071,0.03071,0.03071
s_312,139.0627,36.862,0.02823,0.02823,0.02823,0.02823,0.02823,0.02823,0.02823
s_313,141.38260000000002,39.825,0.02736,0.02736,0.02736,0.02736,0.02736,0.02736,0.02736
s_314,140.17809999999997,36.7342,0.02644,0.02644,0.02644,0.02644,0.02644,0.02644,0.02644
s_315,137.24360000000001,37.3458,0.02623,0.02623,0.02623,0.02623,0.02623,0.02623,0.02623
s_316,140.60270000000003,38.0091,0.0252,0.0252,0.0252,0.0252,0.0252,0.0252,0.0252
s_317,140.2341,40.3188,0.02503,0.02503,0.02503,0.02503,0.02503,0.02503,0.02503
s_318,140.538,37.4894,0.02401,0.02401,0.02401,0.02401,0.02401,0.02401,0.02401
s_319,140.57029999999997,37.2169,0.02263,0.02263,0.02263,0.02263,0.02263,0.02263,0.02263
s_32,139.84659999999997,39.8879,0.05865,0.05865,0.05865,0.05865,0.05865,0.05865,0.05865
s_320,138.8521,37.0303,0.02196,0.02196,0.02196,0.02196,0.02196,0.02196,0.02196
s_321,140.94650000000001,39.6436,0.02177,0.02177,0.02177,0.02177,0.02177,0.02177,0.02177
s_322,140.45960000000002,40.2755,0.01969,0.01969,0.01969,0.01969,0.01969,0.01969,0.01969
s_323,138.9821,37.2239,0.01922,0.01922,0.01922,0.01922,0.01922,0.01922,0.01922
s_324,138.39660000000003,37.0544,0.01908,0.01908,0.01908,0.01908,0.01908,0.01908,0.01908
s_325,141.07100000000003,38.5907,0.01768,0.01768,0.01768,0.01768,0.01768,0.01768,0.01768
s_326,140.3499,40.6199,0.01676,0.01676,0.01676,0.01676,0.01676,0.01676,0.01676
s_327,139.4534,36.8817,0.01665,0.01665,0.01665,0.01665,0.01665,0.01665,0.01665
s_328,140.2726,40.5488,0.01625,0.01625,0.01625,0.01625,0.01625,0.01625,0.01625
s_329,138.74400000000003,37.1728,0.01614,0.01614,0.01614,0.01614,0.01614,0.01614,0.01614
s_33,139.53859999999997,37.266,0.05484,0.05484,0.05484,0.05484,0.05484,0.05484,0.05484
s_330,139.5199,37.1723,0.01545,0.01545,0.01545,0.01545,0.01545,0.01545,0.01545
s_331,140.86400000000003,39.0094,0.01465,0.01465,0.01465,0.01465,0.01465,0.01465,0.01465
s_332,141.30150000000003,39.334,0.01462,0.01462,0.01462,0.01462,0.01462,0.01462,0.01462
s_333,140.84410000000003,38.1133,0.01441,0.01441,0.01441,0.01441,0.01441,0.01441,0.01441
s_334,141.3909,39.1809,0.01381,0.01381,0.01381,0.01381,0.01381,0.01381,0.01381
s_335,141.3512,38.8654,0.01274,0.01274,0.01274,0.01274,0.01274,0.01274,0.01274
s_336,140.33860000000004,37.2006,0.01188,0.01188,0.01188,0.01188,0.01188,0.01188,0.01188
s_337,141.09230000000002,40.4624,0.01144,0.01144,0.01144,0.01144,0.01144,0.01144,0.01144
s_338,138.7849,36.8114,0.01061,0.01061,0.01061,0.01061,0.01061,0.01061,0.01061
s_339,140.8395,40.4563,0.01028,0.01028,0.01028,0.01028,0.01028,0.01028,0.01028
s_34,140.10019999999997,39.7225,0.05442,0.05442,0.05442,0.05442,0.05442,0.05442,0.05442
s_340,140.33010000000002,35.9521,0.01019,0.01019,0.01019,0.01019,0.01019,0.01019,0.01019
