# 20090930_M7.6_Padang median gmf, Stations:All, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,KuehnEtAl2020SSlab,ParkerEtAl2020SSlab,ZhaoEtAl2006SSlab
m_1043,100.35602,-0.91239,0.4746599,0.475844,0.48486418,0.47395915
m_1044,100.35212999999999,-0.92863,0.47137302,0.47094643,0.46898523,0.4709304
m_1045,100.39272,-0.94729,0.29066166,0.29177967,0.30165732,0.28932494
m_1046,100.29160000000002,-0.67874,0.49860924,0.49585292,0.4763071,0.50273186
m_1047,100.37596000000002,-0.93765,0.45596096,0.45717365,0.46668258,0.45557424
m_1048,100.35807,-0.92345,0.4727241,0.4739081,0.4827107,0.4719854
m_1049,100.36361999999997,-0.94387,0.469267,0.4703326,0.47873452,0.46911982
m_105,100.37551000000002,-0.948,0.46596515,0.46517128,0.45722267,0.46690464
m_1050,100.36234000000002,-0.96332,0.46458355,0.46441668,0.4646907,0.45841706
m_1051,100.36237,-0.95892,0.46097678,0.46227276,0.4755215,0.452937
m_1052,100.64638000000002,-0.90144,0.23956597,0.241446,0.24303313,0.24158852
m_1053,100.36412000000001,-0.96126,0.46602562,0.46605092,0.46633866,0.4652649
m_1054,100.36358000000001,-0.91686,0.47325146,0.47235516,0.46453348,0.47396365
m_1055,100.64624000000003,-0.90184,0.2396092,0.2414696,0.24306208,0.24162778
m_1056,100.26926000000003,-0.56601,0.51259816,0.5105579,0.50435144,0.5105443
m_1057,100.37790000000001,-0.94858,0.46029186,0.45955354,0.4516181,0.4612113
m_1058,100.35953,-0.95936,0.45655653,0.4580745,0.4760342,0.43756548
m_1059,100.28172,-0.65793,0.5065237,0.51017845,0.5260563,0.5055561
m_106,100.36336,-0.89487,0.4744362,0.47452527,0.47487327,0.47440335
m_1060,100.32862,-0.55132,0.5022045,0.50561243,0.5105178,0.50445086
m_1061,100.36397,-0.94431,0.4692613,0.47005275,0.47630012,0.46942985
m_1062,100.36171000000002,-0.89446,0.4744607,0.47460517,0.47551987,0.47438893
m_1063,100.35910000000001,-0.93976,0.46837908,0.46713066,0.45647293,0.46874684
m_1064,100.38697000000002,-0.97009,0.45427275,0.45469183,0.45811927,0.45535147
m_1065,100.35627999999997,-0.95957,0.47122458,0.47234622,0.47884265,0.48886073
m_1066,100.41395,-1.06447,0.45417807,0.45408848,0.45383456,0.4625948
m_1067,100.38434999999998,-0.93886,0.37085646,0.37127855,0.37651193,0.3708069
m_1068,100.36401000000001,-0.94461,0.4692866,0.46991646,0.47486696,0.46969742
m_1069,100.35656,-0.92348,0.4722349,0.47294274,0.47906604,0.47176504
m_107,100.34771999999998,-0.91028,0.47490132,0.4760746,0.48568547,0.47385147
m_1070,100.29113999999998,-0.67795,0.49902445,0.49620134,0.47669947,0.50287914
m_1071,100.37326000000002,-0.92339,0.4605354,0.45900348,0.4452935,0.4610917
m_1072,100.15685000000002,-0.65333,0.5130962,0.5126941,0.51071715,0.51363045
m_1073,100.37592000000001,-0.94812,0.46532452,0.46456292,0.45673257,0.46627122
m_1074,100.36274000000003,-0.96004,0.46398365,0.46446002,0.4693282,0.4603022
m_1075,100.38493,-0.95351,0.4504352,0.44942626,0.4372668,0.45139036
m_1076,100.37383,-0.92289,0.45723915,0.455503,0.44089592,0.45786452
m_1077,100.46166,-0.95174,0.24828409,0.24838808,0.24784975,0.25167274
m_1078,100.46263999999996,-0.95083,0.24758966,0.2477465,0.24737938,0.25026762
m_1079,100.37437,-0.94799,0.46790037,0.46825263,0.4690711,0.4693214
m_108,100.34884,-0.90575,0.473859,0.4733577,0.46962264,0.4742805
m_1080,100.24094000000002,-0.66525,0.508641,0.5079932,0.5063078,0.5085964
m_1081,100.36252999999999,-0.96167,0.4649838,0.46498796,0.4657429,0.46169502
m_1082,100.40127999999999,-0.92131,0.24599579,0.24667032,0.2500176,0.24535505
m_1083,100.34636999999998,-0.90647,0.47394925,0.47324806,0.46851858,0.47436416
m_1084,100.37319000000002,-0.90111,0.45962438,0.45872015,0.4504355,0.46000552
m_1085,100.46242000000001,-0.94643,0.2455313,0.2462613,0.24703164,0.24785672
m_1086,100.38407999999998,-0.97214,0.46396813,0.46396697,0.4635478,0.46528518
m_1087,100.35820999999999,-0.93949,0.46923292,0.46912163,0.46664873,0.4686984
m_1088,100.36702000000002,-0.89573,0.47391796,0.47390184,0.47256175,0.4739536
m_1089,100.46251999999998,-0.95042,0.24731733,0.24749868,0.24724743,0.24969459
m_109,100.36012,-0.94388,0.46904522,0.47028297,0.48038903,0.4687583
m_1090,100.36756000000003,-0.95936,0.46245342,0.46361113,0.4749368,0.45562562
m_1091,100.16904,-0.63481,0.5143939,0.51429516,0.51382047,0.51436305
m_1092,100.26913000000002,-0.56594,0.512612,0.51057523,0.50437176,0.51055807
m_1093,100.38725999999997,-0.97011,0.45261094,0.45305333,0.456639,0.45360523
m_1094,100.34956999999997,-0.90535,0.47398064,0.4735577,0.4702927,0.4743687
m_1095,100.35958,-0.96556,0.45768887,0.4576858,0.4657148,0.43146068
m_1096,100.34821999999997,-0.91012,0.47485375,0.4760841,0.48592305,0.4738282
m_1097,100.16084999999998,-0.63566,0.5156124,0.51641726,0.5213807,0.5145369
m_1098,100.41203999999999,-1.0536,0.44222915,0.44159883,0.44564903,0.42745042
m_1099,100.36400000000003,-0.9365,0.46979564,0.4693272,0.4643058,0.46977577
m_11,100.37164000000001,-0.89383,0.4587281,0.45857972,0.45516226,0.45899162
m_110,100.36338999999998,-0.89465,0.47413802,0.47423628,0.4746267,0.4741046
m_1100,100.35667000000001,-0.91133,0.47515085,0.47661343,0.4872578,0.47427318
m_1101,100.36091999999996,-0.89371,0.4739082,0.47413117,0.47551292,0.47379357
m_1102,100.38704999999999,-0.93947,0.33494467,0.33523747,0.3408452,0.33494452
m_1103,100.22998999999999,-0.5745,0.518072,0.5067394,0.4652351,0.5177337
m_1104,100.15858000000003,-0.6547,0.51248384,0.5118245,0.50791425,0.51345146
m_1105,100.39669000000004,-0.95537,0.28398928,0.28438583,0.28829074,0.28244314
m_1106,100.35289999999998,-0.94396,0.46721253,0.46656013,0.46078852,0.46502656
m_1107,100.35693000000003,-0.94072,0.4685568,0.46787456,0.4615857,0.4681233
m_1108,100.34663,-0.90414,0.47465578,0.47439477,0.47244358,0.47475448
m_1109,100.26929000000001,-0.56554,0.51263756,0.51050246,0.503958,0.51057094
m_111,100.36327,-0.96134,0.46565515,0.46567714,0.46612474,0.46423587
m_1110,100.36271999999997,-0.94757,0.47136807,0.47109973,0.46671832,0.4757248
m_1111,100.36439999999999,-0.92206,0.47261253,0.47203642,0.4660412,0.47310454
m_1112,100.43228999999997,-0.94093,0.2473188,0.24753284,0.24791998,0.24729791
m_1113,100.13695999999999,-0.61598,0.51588494,0.51543987,0.5119346,0.5164333
m_1114,100.41410000000002,-1.06319,0.4554558,0.45560038,0.45449907,0.46720552
m_1115,100.33758,-0.50381,0.4925136,0.49785647,0.5049067,0.500469
m_1116,100.36764,-0.95929,0.46217668,0.46341544,0.47556132,0.45491084
m_1117,100.21555000000001,-0.56233,0.5101476,0.5147712,0.53069544,0.5145866
m_1118,100.34604999999999,-0.90659,0.47399074,0.47325313,0.4683564,0.4743989
m_1119,100.29106999999999,-0.67818,0.49905705,0.496265,0.47688872,0.5028706
m_112,100.37004000000002,-0.89389,0.46506462,0.4650149,0.46236858,0.46523386
m_1120,100.36382000000003,-0.94456,0.46925622,0.4699144,0.47511607,0.46961835
m_1121,100.36313999999999,-0.89507,0.47473484,0.4748208,0.47519475,0.47469875
m_1122,100.37170000000003,-0.89654,0.46495542,0.46463856,0.4597493,0.46520698
m_1123,100.50371999999999,-1.20077,0.4227104,0.421423,0.42455694,0.42352676
m_1124,100.36572000000001,-0.95963,0.4641616,0.46480203,0.47085795,0.46093908
m_1125,100.37634000000003,-0.92173,0.4304837,0.43383816,0.45527261,0.42924476
m_1126,100.37531000000001,-0.93483,0.45528546,0.4570844,0.4706309,0.45479158
m_1127,100.36347,-0.94525,0.46945468,0.46983472,0.47261533,0.47047
m_1128,100.35696999999999,-0.92342,0.47233075,0.4731364,0.4798074,0.4718128
m_1129,100.22865000000002,-0.57573,0.5139234,0.51726675,0.52987003,0.5124085
m_113,100.36342000000002,-0.96256,0.46594408,0.46579078,0.46504644,0.46381253
m_1130,100.35762,-0.91308,0.47497568,0.47635603,0.48630655,0.4741575
m_1131,100.12443999999999,-0.56992,0.51910293,0.5202963,0.5281799,0.51746625
m_1132,100.46251000000001,-0.94672,0.2456886,0.24635747,0.247026,0.24794328
m_1133,100.44659999999999,-1.0763,0.44595852,0.44621652,0.4455971,0.4472507
m_1134,100.37428999999997,-0.89865,0.4538194,0.45304754,0.44548514,0.45425594
m_1135,100.28400999999997,-0.61307,0.50644106,0.5041579,0.4917953,0.50818545
m_1136,100.37387000000001,-0.89972,0.45706773,0.45626304,0.4483785,0.45746765
m_1137,100.35663999999997,-0.95604,0.47865364,0.47292426,0.418505,0.48909152
m_1138,100.36207999999999,-0.96349,0.46411067,0.4639501,0.46465784,0.4565708
m_1139,100.36252999999999,-0.9594,0.46257138,0.4634395,0.4722662,0.45686048
m_114,100.34703999999999,-0.90299,0.4749175,0.47479576,0.4738056,0.4749388
m_1140,100.36442999999997,-0.92207,0.47261584,0.47204238,0.4660547,0.47310507
m_1141,100.38743999999997,-0.93961,0.33084422,0.3311098,0.33666337,0.33086288
m_1142,100.41372999999999,-1.06291,0.456288,0.45643905,0.4551306,0.4692848
m_1143,100.31768,-0.5513,0.5074177,0.5053667,0.4979007,0.50611734
m_1144,100.28190000000001,-0.6577,0.506453,0.51009375,0.525803,0.5055522
m_1145,100.35941000000003,-0.93922,0.46859047,0.4675205,0.45814973,0.46888843
m_1146,100.43029999999999,-0.94125,0.2468262,0.24711871,0.24789682,0.2470748
m_1147,100.16862000000003,-0.6373,0.5144895,0.5146807,0.5159786,0.51419616
m_1148,100.37788999999998,-0.90969,0.4110345,0.4132601,0.42701542,0.41044328
m_1149,100.46147000000002,-0.95166,0.24821916,0.24832799,0.24782996,0.25152156
m_115,100.28089,-0.65683,0.5065535,0.5098071,0.5242568,0.50574654
m_1150,100.28460999999999,-0.60918,0.506561,0.5037294,0.48989743,0.50834864
m_1151,100.35958,-0.95959,0.45714223,0.4584586,0.47439265,0.43878546
m_1152,100.23118,-0.55326,0.5044605,0.5119544,0.53428274,0.51373917
m_1153,100.20465999999999,-0.64499,0.5125771,0.5121213,0.5096109,0.512518
m_1154,100.36295000000001,-0.93574,0.4698289,0.46955565,0.46620136,0.46981707
m_1155,100.50380999999999,-1.20113,0.42296645,0.4217161,0.42487067,0.42351958
m_1156,100.37957,-0.95798,0.4809923,0.47662848,0.435281,0.4904439
m_1157,100.35250000000002,-0.96281,0.4686671,0.4694288,0.48118594,0.4729428
m_1158,100.44839000000002,-1.07839,0.4450831,0.44539857,0.44526196,0.4468095
m_1159,100.37630999999999,-0.91014,0.42930296,0.43208894,0.44898665,0.4284893
m_116,100.35257999999999,-0.89233,0.47617045,0.47677648,0.4801005,0.47568923
m_1160,100.44465000000002,-1.07569,0.4471468,0.44733837,0.44611531,0.44825298
m_1161,100.64639,-0.90142,0.23956387,0.24144712,0.2430364,0.24158888
m_1162,100.35711000000003,-0.96301,0.47676727,0.47609696,0.46561894,0.5005866
m_1163,100.37281000000002,-0.92194,0.46138626,0.4600257,0.44744268,0.46191648
m_1164,100.38979,-0.91528,0.26773965,0.26739153,0.26992333,0.26784843
m_1165,100.29120999999998,-0.68128,0.49765116,0.49448413,0.47356862,0.5025495
m_1166,100.35680000000002,-0.9549,0.47613445,0.47143286,0.42536357,0.4851737
m_1167,100.36410999999998,-0.92772,0.4719482,0.47198346,0.47100407,0.47189546
m_1168,100.38808,-0.95304,0.41518375,0.4140032,0.40324154,0.41545054
m_1169,100.34733,-0.91397,0.4744639,0.4749346,0.48065153,0.47359848
m_117,100.22874000000002,-0.57558,0.51390505,0.5172772,0.52994466,0.5123934
m_1170,100.3845,-0.91238,0.30252692,0.30331805,0.3122621,0.30219653
m_1171,100.35363999999998,-0.93789,0.46930823,0.4690083,0.4665358,0.46820948
m_1172,100.38587999999999,-0.97067,0.4594595,0.459715,0.46178403,0.46062762
m_1173,100.39291000000003,-0.94786,0.29022032,0.2913194,0.3010056,0.28892174
m_1174,100.36442999999997,-0.93695,0.46975532,0.46913958,0.46294692,0.46974626
m_1175,100.35678000000001,-0.96303,0.4756538,0.47508824,0.46628636,0.49649695
m_1176,100.35861,-0.96593,0.4549206,0.45505714,0.46684688,0.4215805
m_1177,100.36736000000002,-0.94818,0.47338054,0.4728068,0.4653229,0.47939885
m_1178,100.35257999999999,-0.9443,0.4669865,0.4662496,0.45984572,0.46462226
m_1179,100.38731999999999,-0.95371,0.43027723,0.42916566,0.41757342,0.43060064
m_118,100.36522000000002,-0.92905,0.47146985,0.4714158,0.4697645,0.4713849
m_1180,100.37110999999999,-0.91182,0.46113968,0.4594216,0.44630718,0.4618661
m_1181,100.35804000000002,-0.91642,0.47412288,0.47532415,0.4840443,0.473401
m_1182,100.34964000000002,-0.91354,0.4740715,0.47465187,0.48052388,0.47346938
m_1183,100.34809999999999,-0.90938,0.47507903,0.47655496,0.4877972,0.47389436
m_1184,100.36415999999997,-0.93647,0.46982953,0.4693496,0.46423072,0.46980515
m_1185,100.50076999999999,-1.16461,0.43264025,0.4337974,0.43794927,0.4238477
m_1186,100.35377,-0.93553,0.4700943,0.47004113,0.46966457,0.46916464
m_1187,100.37421,-0.89832,0.4541612,0.4534294,0.44607654,0.4545939
m_1188,100.36619000000002,-0.95937,0.463539,0.46435925,0.4722046,0.45928785
m_1189,100.35795999999999,-0.96508,0.48362425,0.48218393,0.4632885,0.52158105
m_119,100.35586999999998,-0.96045,0.47066516,0.47125044,0.47402865,0.4837104
m_1190,100.36277999999999,-0.95962,0.463284,0.46398643,0.47105578,0.45873544
m_1191,100.38647000000003,-0.95442,0.44286075,0.44174147,0.42907134,0.44333416
m_1192,100.36806999999999,-0.93271,0.47007364,0.46911687,0.4608184,0.47003105
m_1193,100.28264999999999,-0.59284,0.50910187,0.50736374,0.5007886,0.51092005
m_1194,100.36553000000004,-0.92968,0.47130322,0.4711803,0.46901372,0.47121665
m_1195,100.3551,-0.94986,0.4675785,0.46529824,0.44342044,0.46791613
m_1196,100.43165999999997,-0.94091,0.24712995,0.24736887,0.247884,0.2471995
m_1197,100.37585999999999,-0.93754,0.4565566,0.45779833,0.46750608,0.45616403
m_1198,100.36757,-0.95038,0.47755274,0.47600234,0.45826542,0.48967454
m_1199,100.36478,-0.90958,0.47410992,0.4733566,0.46669668,0.47464308
m_12,100.34875,-0.8793,0.47126365,0.47101632,0.46746537,0.4716624
m_120,100.35590000000002,-0.96046,0.4707831,0.4713511,0.4739057,0.4840904
m_1200,100.27828,-0.57511,0.5126732,0.5068066,0.48839754,0.50929564
m_1201,100.35352999999998,-0.93686,0.46967041,0.46947744,0.46796453,0.46861398
m_1202,100.35198000000003,-0.89041,0.47442046,0.47358763,0.4679944,0.47536033
m_1203,100.34408000000002,-0.87915,0.47608805,0.47550872,0.47094157,0.47629133
m_1204,100.37941000000001,-0.95803,0.4815488,0.47709844,0.43500456,0.49143153
m_1205,100.34365000000003,-0.9061,0.47510016,0.4742931,0.46971172,0.4751588
m_1206,100.27544999999998,-0.56588,0.5095724,0.51071817,0.51477647,0.51006323
m_1207,100.34521000000001,-0.89757,0.47682706,0.4768357,0.4776586,0.47653097
m_1208,100.36590000000001,-0.92912,0.47142914,0.4713065,0.4689851,0.4713237
m_1209,100.34807,-0.87774,0.47013494,0.4697967,0.46571875,0.47060198
m_121,100.37297999999998,-0.92121,0.45839715,0.45684314,0.44368535,0.45899358
m_1210,100.35888999999997,-0.94376,0.46898478,0.47055495,0.4831408,0.4683928
m_1211,100.35602,-0.93828,0.46936682,0.46931514,0.46794903,0.46863487
m_1212,100.36442,-0.90365,0.47662252,0.4765156,0.47461548,0.4766443
m_1213,100.36365999999998,-0.89623,0.47584298,0.47589305,0.47589085,0.47581494
m_1214,100.38351,-0.97221,0.46510673,0.46507558,0.46420345,0.4669658
m_1215,100.33776999999998,-0.50233,0.4903504,0.49658206,0.5041087,0.49933293
m_1216,100.3594,-0.95946,0.45626044,0.45774686,0.4756319,0.4363399
m_1217,100.37110999999999,-0.89282,0.45712996,0.45709518,0.4546084,0.4573744
m_1218,100.64633000000003,-0.90254,0.23966114,0.24161327,0.24334925,0.24178718
m_1219,100.36360000000002,-0.96357,0.46578678,0.46554103,0.46471298,0.46153808
m_122,100.35833000000002,-0.89943,0.47574195,0.47562084,0.4750522,0.47590086
m_1220,100.3734,-0.92298,0.45997578,0.4584487,0.4447609,0.4605378
m_1221,100.34411999999998,-0.9034,0.4757838,0.47536415,0.47323197,0.47563848
m_1222,100.22866999999997,-0.57575,0.5139148,0.5172682,0.5299102,0.51240504
m_1223,100.46197999999998,-0.95092,0.2476058,0.24774744,0.24741577,0.25020134
m_1224,100.36349999999999,-0.92922,0.4713623,0.47134617,0.4703559,0.47136265
m_1225,100.35252000000003,-0.94626,0.46595114,0.4647308,0.45406067,0.4634152
m_1226,100.41134999999997,-1.05244,0.44177544,0.44112867,0.4454095,0.42690971
m_1227,100.37401,-0.92255,0.4554649,0.4536015,0.43855092,0.45613575
m_1228,100.36394999999999,-0.96331,0.46608016,0.4658504,0.4648656,0.4627458
m_1229,100.36585000000002,-0.9594,0.46364766,0.4644334,0.4719297,0.45971042
m_123,100.37151,-0.91171,0.45913482,0.45724353,0.4433889,0.4599183
m_1230,100.36723,-0.95929,0.4626759,0.46376014,0.47430518,0.4565071
m_1231,100.38725999999997,-0.97,0.45223188,0.4527098,0.45655337,0.4533075
m_1232,100.35703000000001,-0.96292,0.47637907,0.475756,0.4658562,0.49933237
m_1233,100.36367000000001,-0.92797,0.47180974,0.4718242,0.47085223,0.47179216
m_1234,100.35579000000001,-0.92451,0.47205347,0.47270316,0.4786105,0.4715684
m_1235,100.41376000000002,-1.0656,0.45385265,0.45351985,0.45403132,0.4611799
m_1236,100.25914999999998,-0.55843,0.51374114,0.5115124,0.5036661,0.5116036
m_1237,100.25824,-0.55848,0.5055605,0.51285625,0.5363895,0.51165307
m_1238,100.36836,-0.90069,0.47506523,0.47480553,0.4710034,0.47515425
m_1239,100.37543,-0.94871,0.46776888,0.46682355,0.45715553,0.46956536
m_124,100.4624,-0.94668,0.2456493,0.24632256,0.24701199,0.24788417
m_1240,100.35928000000001,-0.89965,0.47603962,0.4761726,0.4771537,0.47596526
m_1241,100.41253,-1.05428,0.44123188,0.44056705,0.44486475,0.42473942
m_1242,100.36277000000001,-0.96388,0.46489483,0.464653,0.46452966,0.45833278
m_1243,100.16877,-0.63678,0.5144518,0.5145757,0.51545906,0.5142286
m_1244,100.37234000000001,-0.94805,0.47046134,0.47047117,0.46854305,0.47304568
m_1245,100.50457,-1.20249,0.4219762,0.42073083,0.4245078,0.421664
m_1246,100.37605000000002,-0.94801,0.4647279,0.46398953,0.4564116,0.4655437
m_1247,100.22944999999999,-0.57504,0.5137021,0.5175096,0.53158784,0.5122064
m_1248,100.35393999999997,-0.90606,0.47407484,0.47341973,0.46891707,0.47467852
m_1249,100.36381,-0.95349,0.48655844,0.4828102,0.44265425,0.51445514
m_125,100.16910999999999,-0.63463,0.51438665,0.5142623,0.51363856,0.51437485
m_1250,100.36261000000002,-0.92939,0.4712971,0.4712462,0.47013605,0.47135714
m_1251,100.38715000000002,-0.9537,0.43240982,0.43132478,0.41976914,0.43275842
m_1252,100.35611,-0.942,0.46856475,0.46837747,0.4659448,0.46748653
m_1253,100.34681999999998,-0.90901,0.47548303,0.47711447,0.4894664,0.47404778
m_1254,100.35771,-0.9234,0.4725677,0.47360373,0.48157543,0.471919
m_1255,100.13680999999997,-0.61631,0.515884,0.51545525,0.51211816,0.51642084
m_1256,100.36301000000003,-0.9606,0.46490023,0.46513456,0.46758515,0.46255928
m_1257,100.35549000000003,-0.91542,0.47364795,0.47434917,0.48041904,0.47323316
m_1258,100.16895999999997,-0.63639,0.5144219,0.51449126,0.5150394,0.5142514
m_1259,100.47089,-0.95906,0.2439692,0.24548087,0.25109702,0.2218019
m_126,100.36034000000001,-0.94387,0.46906695,0.47029012,0.48026627,0.4688022
m_1260,100.36457000000001,-0.92277,0.47257844,0.4719983,0.46596766,0.47307402
m_1261,100.35597000000001,-0.96004,0.47052702,0.47135508,0.4760353,0.4845171
m_1262,100.37376,-0.94795,0.4686721,0.46892217,0.4690375,0.47030208
m_1263,100.13263999999998,-0.57643,0.51922303,0.52020335,0.5256692,0.5167747
m_1264,100.36487999999997,-0.91027,0.47391865,0.47314888,0.46626985,0.47446018
m_1265,100.36529999999999,-0.95988,0.46461213,0.4651199,0.46987307,0.46211916
m_1266,100.36265000000003,-0.95949,0.46290308,0.46369618,0.47172034,0.4577419
m_1267,100.3671,-0.95932,0.462879,0.46390244,0.47382784,0.45709455
m_1268,100.27780999999999,-0.5664,0.5093101,0.5104263,0.51433057,0.50984097
m_1269,100.36316999999997,-0.94457,0.46921524,0.46990034,0.47534677,0.46957186
m_127,100.37455999999997,-0.92267,0.45084408,0.44859618,0.43203548,0.4516268
m_1270,100.32936999999998,-0.55165,0.5017541,0.50539994,0.51038057,0.5042918
m_1271,100.34582,-0.90655,0.47407144,0.4733423,0.4685262,0.47444758
m_1272,100.36257,-0.93939,0.46875128,0.46741536,0.45623088,0.46903738
m_1273,100.34881999999999,-0.90289,0.47478426,0.47470725,0.47381303,0.47488412
m_1274,100.36333000000002,-0.94401,0.46922433,0.47021165,0.47804782,0.46916655
m_1275,100.29030999999998,-0.67794,0.49931157,0.49630624,0.47656524,0.50301033
m_1276,100.28217000000001,-0.59072,0.50906014,0.51136255,0.51956195,0.50621104
m_1277,100.38779,-0.95399,0.4241333,0.42289677,0.4108835,0.424375
m_1278,100.36786000000001,-0.95925,0.46174043,0.4631119,0.4766264,0.45363417
m_1279,100.38339000000002,-0.97222,0.46535963,0.46532103,0.46433634,0.4673676
m_128,100.27569,-0.56552,0.5095956,0.5106499,0.51437306,0.5100638
m_1280,100.36293,-0.93544,0.4698897,0.46965706,0.4666598,0.46987417
m_1281,100.36376999999999,-0.96161,0.46605873,0.4660184,0.46582305,0.46515575
m_1282,100.34447,-0.87979,0.4764027,0.4758924,0.47163308,0.476588
m_1283,100.38686999999999,-0.96998,0.45439127,0.45484203,0.45849505,0.45559612
m_1284,100.64603999999997,-0.9002,0.23958528,0.24160726,0.2432809,0.24177115
m_1285,100.43042000000003,-0.94135,0.24696743,0.24724124,0.247961,0.24719703
m_1286,100.37185,-0.94731,0.47001618,0.47016868,0.4697266,0.47197813
m_1287,100.50432999999998,-1.20204,0.42267832,0.42148352,0.4249337,0.4226569
m_1288,100.38367,-0.92094,0.3265368,0.32697538,0.33398345,0.32615575
m_1289,100.16910000000001,-0.63517,0.5143909,0.5143253,0.51404995,0.5143354
m_129,100.27868999999998,-0.57444,0.5077005,0.51187754,0.5265356,0.509323
m_1290,100.37176999999997,-0.95102,0.47739503,0.47613943,0.460868,0.48747885
m_1291,100.35887000000002,-0.94401,0.46894225,0.47040188,0.48206848,0.46845782
m_1292,100.35897999999997,-0.94293,0.4692203,0.47126678,0.4875495,0.46828964
