# 20090930_M7.6_Padang median gmf, Stations:All, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,KuehnEtAl2020SSlab,ParkerEtAl2020SSlab,ZhaoEtAl2006SSlab
m_1041,100.36469999999997,-0.90405,0.4764212,0.47637555,0.4740049,0.47648585
m_1042,100.37536,-0.94809,0.46561158,0.46630868,0.45617187,0.46754816
m_1043,100.35602,-0.91239,0.47562814,0.4752623,0.48635128,0.47390854
m_1044,100.35212999999999,-0.92863,0.47106242,0.4711219,0.46867734,0.4711247
m_1045,100.39272,-0.94729,0.29149547,0.2911074,0.3027483,0.28932244
m_1046,100.29160000000002,-0.67874,0.49647793,0.4956172,0.4724625,0.5033675
m_1047,100.37596000000002,-0.93765,0.45726153,0.45622367,0.468567,0.4555681
m_1048,100.35807,-0.92345,0.47374564,0.47325248,0.48418272,0.4719679
m_1049,100.36361999999997,-0.94387,0.47022623,0.46967313,0.48007846,0.4691045
m_105,100.37551000000002,-0.948,0.46515065,0.46578807,0.45607087,0.46689776
m_1050,100.36234000000002,-0.96332,0.46478257,0.4642081,0.46475688,0.45842418
m_1051,100.36237,-0.95892,0.46301442,0.46071428,0.47765595,0.45291123
m_1052,100.64638000000002,-0.90144,0.2401222,0.24007164,0.24233204,0.24073122
m_1053,100.36412000000001,-0.96126,0.46611917,0.46595582,0.46634993,0.46525517
m_1054,100.36358000000001,-0.91686,0.47250643,0.47279188,0.46330658,0.47393075
m_1055,100.64624000000003,-0.90184,0.24016261,0.24008524,0.24235348,0.24076289
m_1056,100.26926000000003,-0.56601,0.511397,0.5100528,0.5030057,0.51060176
m_1057,100.37790000000001,-0.94858,0.45958582,0.46009043,0.45056432,0.46120447
m_1058,100.35953,-0.95936,0.4595419,0.455773,0.4790814,0.43754607
m_1059,100.28172,-0.65793,0.50864893,0.51067185,0.5297414,0.5056641
m_106,100.36336,-0.89487,0.47451144,0.47447744,0.47498155,0.47438726
m_1060,100.32862,-0.55132,0.5031683,0.50548905,0.511379,0.50484276
m_1061,100.36397,-0.94431,0.46993926,0.4695901,0.4772735,0.4694152
m_1062,100.36171000000002,-0.89446,0.47457343,0.47453746,0.47568777,0.47436446
m_1063,100.35910000000001,-0.93976,0.46723005,0.4678999,0.45470503,0.46874237
m_1064,100.38697000000002,-0.97009,0.4547693,0.45427883,0.45870742,0.45534042
m_1065,100.35627999999997,-0.95957,0.4716765,0.47212645,0.4796642,0.48890617
m_1066,100.41395,-1.06447,0.45378724,0.45429096,0.4536853,0.46263862
m_1067,100.38434999999998,-0.93886,0.3713523,0.37087634,0.37719655,0.3708015
m_1068,100.36401000000001,-0.94461,0.46979356,0.4695754,0.47561842,0.46968266
m_1069,100.35656,-0.92348,0.47284752,0.4725471,0.4800534,0.47176483
m_107,100.34771999999998,-0.91028,0.47592703,0.47552103,0.4873963,0.4739349
m_1070,100.29113999999998,-0.67795,0.49691585,0.4959257,0.4728496,0.50342876
m_1071,100.37326000000002,-0.92339,0.45937586,0.45979908,0.4435316,0.46108449
m_1072,100.15685000000002,-0.65333,0.51280224,0.51291704,0.5108512,0.5145238
m_1073,100.37592000000001,-0.94812,0.4645487,0.46515167,0.45561808,0.4662645
m_1074,100.36274000000003,-0.96004,0.46479166,0.4638326,0.47008365,0.46028417
m_1075,100.38493,-0.95351,0.44956177,0.45013317,0.43598256,0.4513847
m_1076,100.37383,-0.92289,0.45592055,0.45640457,0.43896973,0.45785856
m_1077,100.46166,-0.95174,0.24825387,0.24841085,0.24780816,0.25164023
m_1078,100.46263999999996,-0.95083,0.24757338,0.24774602,0.24732235,0.25022742
m_1079,100.37437,-0.94799,0.46811056,0.46811113,0.46926346,0.4693132
m_108,100.34884,-0.90575,0.4734154,0.47360337,0.46892253,0.47425166
m_1080,100.24094000000002,-0.66525,0.5083177,0.5084008,0.50674224,0.50961
m_1081,100.36252999999999,-0.96167,0.46520522,0.4647953,0.46585935,0.46168533
m_1082,100.40127999999999,-0.92131,0.24624129,0.24649893,0.2502425,0.24531952
m_1083,100.34636999999998,-0.90647,0.47335526,0.4735876,0.4677039,0.47444615
m_1084,100.37319000000002,-0.90111,0.45901376,0.4591192,0.44953376,0.4599956
m_1085,100.46242000000001,-0.94643,0.24583183,0.24592574,0.24712202,0.2477689
m_1086,100.38407999999998,-0.97214,0.46387368,0.46404395,0.46346688,0.46528202
m_1087,100.35820999999999,-0.93949,0.46914247,0.4691836,0.46627465,0.4687057
m_1088,100.36702000000002,-0.89573,0.47394183,0.47388387,0.47255787,0.4739459
m_1089,100.46251999999998,-0.95042,0.24732886,0.24747185,0.24721253,0.24965666
m_109,100.36012,-0.94388,0.47018862,0.46950752,0.48203272,0.4687506
m_1090,100.36756000000003,-0.95936,0.46420786,0.46218082,0.47671497,0.4556108
m_1091,100.16904,-0.63481,0.51432025,0.51420766,0.5137046,0.51432806
m_1092,100.26913000000002,-0.56594,0.5114122,0.5100709,0.50302786,0.51061743
m_1093,100.38725999999997,-0.97011,0.45313868,0.45261508,0.45725968,0.45359284
m_1094,100.34956999999997,-0.90535,0.47360176,0.4737657,0.46966383,0.4743207
m_1095,100.35958,-0.96556,0.45937264,0.45624658,0.46727693,0.43156978
m_1096,100.34821999999997,-0.91012,0.4759168,0.47550413,0.48765704,0.4738784
m_1097,100.16084999999998,-0.63566,0.5162723,0.5169307,0.5227398,0.5146
m_1098,100.41203999999999,-1.0536,0.44320983,0.44034815,0.4462158,0.4274517
m_1099,100.36400000000003,-0.9365,0.46939322,0.46960163,0.46349385,0.46976006
m_11,100.37164000000001,-0.89383,0.45860505,0.45865354,0.45483997,0.45896292
m_110,100.36338999999998,-0.89465,0.47421777,0.47418568,0.47473848,0.4740873
m_1100,100.35667000000001,-0.91133,0.476351,0.4758965,0.489046,0.47421834
m_1101,100.36091999999996,-0.89371,0.47407517,0.47403342,0.47574574,0.4737582
m_1102,100.38704999999999,-0.93947,0.3351558,0.3350543,0.3411544,0.33493987
m_1103,100.22998999999999,-0.5745,0.5106199,0.5019014,0.45580053,0.5177564
m_1104,100.15858000000003,-0.6547,0.511977,0.51184565,0.50751954,0.51422024
m_1105,100.39669000000004,-0.95537,0.2840303,0.28439838,0.2883743,0.28243396
m_1106,100.35289999999998,-0.94396,0.46660915,0.46698955,0.45989856,0.46529952
m_1107,100.35693000000003,-0.94072,0.4679264,0.46830004,0.46056458,0.4681621
m_1108,100.34663,-0.90414,0.47444612,0.4745205,0.47212356,0.47482893
m_1109,100.26929000000001,-0.56554,0.511375,0.50997937,0.5025446,0.51064765
m_111,100.36327,-0.96134,0.46578494,0.4655607,0.46617383,0.46422607
m_1110,100.36271999999997,-0.94757,0.47064838,0.47169355,0.4659199,0.47569683
m_1111,100.36439999999999,-0.92206,0.47212783,0.4723295,0.4651197,0.473081
m_1112,100.43228999999997,-0.94093,0.24737407,0.24751565,0.24795088,0.24728408
m_1113,100.13695999999999,-0.61598,0.5155301,0.5152088,0.5112536,0.5166183
m_1114,100.41410000000002,-1.06319,0.45489603,0.4560934,0.4542126,0.46723154
m_1115,100.33758,-0.50381,0.49446145,0.49837202,0.507133,0.50187933
m_1116,100.36764,-0.95929,0.46404934,0.4618915,0.47747424,0.45489568
m_1117,100.21555000000001,-0.56233,0.51350296,0.5174767,0.5347148,0.51471347
m_1118,100.34604999999999,-0.90659,0.47337022,0.47360983,0.46752378,0.47450423
m_1119,100.29106999999999,-0.67818,0.49697125,0.49600407,0.47307995,0.5034358
m_112,100.37004000000002,-0.89389,0.46504116,0.46502474,0.46221218,0.46521035
m_1120,100.36382000000003,-0.94456,0.46979427,0.46955147,0.4759102,0.46960348
m_1121,100.36313999999999,-0.89507,0.47480938,0.47477365,0.47530538,0.47468293
m_1122,100.37170000000003,-0.89654,0.46477604,0.4647516,0.45938239,0.465193
m_1123,100.50371999999999,-1.20077,0.42307928,0.41932422,0.4239684,0.42273465
m_1124,100.36572000000001,-0.95963,0.46511704,0.46403664,0.4717847,0.46092448
m_1125,100.37634000000003,-0.92173,0.43347645,0.4318449,0.4595039,0.4292396
m_1126,100.37531000000001,-0.93483,0.45706448,0.45583454,0.47323975,0.45478392
m_1127,100.36347,-0.94525,0.46967474,0.46970373,0.4729976,0.47045305
m_1128,100.35696999999999,-0.92342,0.47302553,0.47268856,0.48089182,0.47180662
m_1129,100.22865000000002,-0.57573,0.5161039,0.5186277,0.53306395,0.5124448
m_113,100.36342000000002,-0.96256,0.4659113,0.46577817,0.4649119,0.46381015
m_1130,100.35762,-0.91308,0.47611243,0.4756621,0.48798266,0.474109
m_1131,100.12443999999999,-0.56992,0.51987576,0.52337307,0.53355527,0.52206993
m_1132,100.46251000000001,-0.94672,0.24595681,0.24605541,0.24710023,0.24786068
m_1133,100.44659999999999,-1.0763,0.44581732,0.4461549,0.44526398,0.44704404
m_1134,100.37428999999997,-0.89865,0.45327547,0.45340258,0.44463095,0.4542391
m_1135,100.28400999999997,-0.61307,0.5049371,0.50363827,0.4890774,0.5083136
m_1136,100.37387000000001,-0.89972,0.4565206,0.45662117,0.4475308,0.4574551
m_1137,100.35663999999997,-0.95604,0.47101477,0.47871715,0.41043723,0.4891443
m_1138,100.36207999999999,-0.96349,0.4644015,0.4636647,0.464807,0.45658147
m_1139,100.36252999999999,-0.9594,0.4639653,0.46236813,0.4736669,0.45683864
m_114,100.34703999999999,-0.90299,0.47482416,0.47485486,0.4736431,0.47499242
m_1140,100.36442999999997,-0.92207,0.47213382,0.4723339,0.4651362,0.4730816
m_1141,100.38743999999997,-0.93961,0.33101645,0.3309571,0.33692214,0.3308583
m_1142,100.41372999999999,-1.06291,0.4556421,0.45702183,0.4548004,0.4693207
m_1143,100.31768,-0.5513,0.5061114,0.5051214,0.49639407,0.5064806
m_1144,100.28190000000001,-0.6577,0.50855535,0.51057583,0.5294382,0.50565714
m_1145,100.35941000000003,-0.93922,0.4676137,0.46817124,0.45659187,0.46888018
m_1146,100.43029999999999,-0.94125,0.2469907,0.24700107,0.24805458,0.24706346
m_1147,100.16862000000003,-0.6373,0.5146433,0.51477516,0.5163261,0.514187
m_1148,100.37788999999998,-0.90969,0.41296133,0.41203824,0.42985564,0.41043052
m_1149,100.46147000000002,-0.95166,0.24820209,0.24833968,0.24780285,0.2514916
m_115,100.28089,-0.65683,0.50844795,0.51027215,0.52759975,0.5058443
m_1150,100.28460999999999,-0.60918,0.5047805,0.50311303,0.48683026,0.50845796
m_1151,100.35958,-0.95959,0.45984688,0.45636478,0.47710064,0.43876666
m_1152,100.23118,-0.55326,0.5093994,0.5157091,0.5401105,0.51435924
m_1153,100.20465999999999,-0.64499,0.51235074,0.51249737,0.5099676,0.5137491
m_1154,100.36295000000001,-0.93574,0.46959764,0.46970728,0.46564385,0.46980128
m_1155,100.50380999999999,-1.20113,0.42331347,0.4196506,0.42427686,0.42272756
m_1156,100.37957,-0.95798,0.47536165,0.48121208,0.4295621,0.4904208
m_1157,100.35250000000002,-0.96281,0.46973237,0.4686992,0.4832177,0.47351182
m_1158,100.44839000000002,-1.07839,0.44499147,0.44506335,0.44481876,0.44646356
m_1159,100.37630999999999,-0.91014,0.43176597,0.43052414,0.45258513,0.4284786
m_116,100.35257999999999,-0.89233,0.47665802,0.47652072,0.48071456,0.47561988
m_1160,100.44465000000002,-1.07569,0.4468734,0.44744098,0.4457339,0.4480887
m_1161,100.64639,-0.90142,0.2401209,0.24007146,0.24233459,0.24073075
m_1162,100.35711000000003,-0.96301,0.47466093,0.47781458,0.46377665,0.5006791
m_1163,100.37281000000002,-0.92194,0.4603807,0.46070495,0.44586265,0.46190846
m_1164,100.38979,-0.91528,0.26715663,0.2678405,0.2692467,0.26783445
m_1165,100.29120999999998,-0.68128,0.49515647,0.49434295,0.46950755,0.5035421
m_1166,100.35680000000002,-0.9549,0.46990636,0.47615123,0.4184,0.48522648
m_1167,100.36410999999998,-0.92772,0.47197998,0.4719561,0.47088492,0.47187504
m_1168,100.38808,-0.95304,0.41427284,0.41475132,0.40194452,0.4154472
m_1169,100.34733,-0.91397,0.47493652,0.4746973,0.4817094,0.47383654
m_117,100.22874000000002,-0.57558,0.5161021,0.5186468,0.5331533,0.51242745
m_1170,100.3845,-0.91238,0.3028665,0.30311936,0.31280246,0.30218333
m_1171,100.35363999999998,-0.93789,0.46910232,0.46912983,0.46617708,0.4683896
m_1172,100.38587999999999,-0.97067,0.4597411,0.45948038,0.4621277,0.4606196
m_1173,100.39291000000003,-0.94786,0.29103097,0.29066622,0.30206573,0.28891927
m_1174,100.36442999999997,-0.93695,0.46922207,0.469506,0.4619511,0.46973026
m_1175,100.35678000000001,-0.96303,0.47384098,0.47657028,0.46473777,0.4966095
m_1176,100.35861,-0.96593,0.4572539,0.45310006,0.46914327,0.42174134
m_1177,100.36736000000002,-0.94818,0.47221467,0.47374547,0.46404353,0.4793702
m_1178,100.35257999999999,-0.9443,0.46629766,0.46673906,0.4588547,0.464924
m_1179,100.38731999999999,-0.95371,0.42941523,0.4298791,0.4163131,0.4305968
m_118,100.36522000000002,-0.92905,0.4714338,0.4714416,0.46955904,0.47136799
m_1180,100.37110999999999,-0.91182,0.4598851,0.46022695,0.4445398,0.46185312
m_1181,100.35804000000002,-0.91642,0.47512305,0.47469836,0.4855036,0.4733663
m_1182,100.34964000000002,-0.91354,0.47458282,0.47436893,0.48151833,0.47354427
m_1183,100.34809999999999,-0.90938,0.4763507,0.47586134,0.48979405,0.47393227
m_1184,100.36415999999997,-0.93647,0.46941805,0.46963096,0.46340626,0.46978953
m_1185,100.50076999999999,-1.16461,0.4329059,0.4321424,0.4371434,0.42285958
m_1186,100.35377,-0.93553,0.47011817,0.4700046,0.46964526,0.4693214
m_1187,100.37421,-0.89832,0.45364636,0.45376468,0.44525698,0.4545764
m_1188,100.36619000000002,-0.95937,0.46476132,0.46338087,0.47342104,0.4592731
m_1189,100.35795999999999,-0.96508,0.47990096,0.48519176,0.46004978,0.52176017
m_119,100.35586999999998,-0.96045,0.47069559,0.47131643,0.4743395,0.48378548
m_1190,100.36277999999999,-0.95962,0.46441075,0.46311784,0.472166,0.45871535
m_1191,100.38647000000003,-0.95442,0.44192126,0.44252294,0.42771634,0.4433294
m_1192,100.36806999999999,-0.93271,0.46928346,0.46967643,0.4596137,0.4700146
m_1193,100.28264999999999,-0.59284,0.50806206,0.506929,0.49929544,0.5109482
m_1194,100.36553000000004,-0.92968,0.47121173,0.47124568,0.46873194,0.47119993
m_1195,100.3551,-0.94986,0.4649355,0.46723315,0.43990266,0.46807665
m_1196,100.43165999999997,-0.94091,0.24722277,0.2473151,0.24795647,0.24718662
m_1197,100.37585999999999,-0.93754,0.45788097,0.45683363,0.46942708,0.45615786
m_1198,100.36757,-0.95038,0.47485664,0.4781566,0.4554096,0.48963818
m_1199,100.36478,-0.90958,0.4735252,0.4736993,0.46572202,0.47461772
m_12,100.34875,-0.8793,0.4710029,0.47110677,0.46691996,0.47173563
m_120,100.35590000000002,-0.96046,0.47077766,0.4714449,0.47417763,0.48416397
m_1200,100.27828,-0.57511,0.50923175,0.50533015,0.48423806,0.50927025
m_1201,100.35352999999998,-0.93686,0.46956837,0.46952727,0.4677653,0.46879387
m_1202,100.35198000000003,-0.89041,0.47375128,0.4739262,0.46697396,0.47530714
m_1203,100.34408000000002,-0.87915,0.47565123,0.475728,0.47044212,0.47672635
m_1204,100.37941000000001,-0.95803,0.47578505,0.48178896,0.42917585,0.49140802
m_1205,100.34365000000003,-0.9061,0.47448698,0.47467712,0.46907443,0.4755483
m_1206,100.27544999999998,-0.56588,0.5102537,0.5110932,0.515779,0.5101506
m_1207,100.34521000000001,-0.89757,0.47687975,0.47683892,0.477903,0.47674584
m_1208,100.36590000000001,-0.92912,0.47134072,0.47137183,0.4687028,0.4713067
m_1209,100.34807,-0.87774,0.46976918,0.46992487,0.4650653,0.47076172
m_121,100.37297999999998,-0.92121,0.4572361,0.45762286,0.44195515,0.4589851
m_1210,100.35888999999997,-0.94376,0.4704672,0.46955404,0.4852227,0.46839884
m_1211,100.35602,-0.93828,0.46935767,0.46930987,0.46775225,0.4686962
m_1212,100.36442,-0.90365,0.47658128,0.4765352,0.4744716,0.47662622
m_1213,100.36365999999998,-0.89623,0.4759034,0.47585368,0.4759778,0.4758029
m_1214,100.38351,-0.97221,0.46492937,0.46521923,0.46404225,0.46696442
m_1215,100.33776999999998,-0.50233,0.4924542,0.49716997,0.5065855,0.5011968
m_1216,100.3594,-0.95946,0.45926306,0.45542803,0.47868243,0.43632162
m_1217,100.37110999999999,-0.89282,0.4570599,0.4571327,0.45434082,0.4573377
m_1218,100.64633000000003,-0.90254,0.24024712,0.240101,0.24255529,0.240831
m_1219,100.36360000000002,-0.96357,0.46578014,0.46547544,0.464572,0.4615463
m_122,100.35833000000002,-0.89943,0.4756365,0.4756729,0.47487727,0.4758503
m_1220,100.3734,-0.92298,0.4588275,0.45923415,0.44301125,0.46053118
m_1221,100.34411999999998,-0.9034,0.47550067,0.47556195,0.47301453,0.47598618
m_1222,100.22866999999997,-0.57575,0.5161023,0.51863366,0.5331139,0.5124416
m_1223,100.46197999999998,-0.95092,0.2476097,0.24773479,0.24739327,0.25017077
m_1224,100.36349999999999,-0.92922,0.47134793,0.47134644,0.4701929,0.4713438
m_1225,100.35252000000003,-0.94626,0.4647108,0.46561426,0.45234722,0.4637424
m_1226,100.41134999999997,-1.05244,0.44279087,0.43982658,0.44601625,0.4269197
m_1227,100.37401,-0.92255,0.45404416,0.45456988,0.43652698,0.45612994
m_1228,100.36394999999999,-0.96331,0.4660351,0.46581772,0.46468982,0.46275014
m_1229,100.36585000000002,-0.9594,0.46481308,0.46350595,0.47309083,0.45969507
m_123,100.37151,-0.91171,0.4577442,0.4581381,0.44148394,0.45990577
m_1230,100.36723,-0.95929,0.4643093,0.46243596,0.47595742,0.45649242
m_1231,100.38725999999997,-0.97,0.45279557,0.4522415,0.45721775,0.45329496
m_1232,100.35703000000001,-0.96292,0.47437626,0.47739124,0.46411097,0.49942464
m_1233,100.36367000000001,-0.92797,0.47182065,0.47180784,0.47071278,0.47177145
m_1234,100.35579000000001,-0.92451,0.4726321,0.4723274,0.47956556,0.47158644
m_1235,100.41376000000002,-1.0656,0.45352164,0.45351082,0.4539652,0.46124923
m_1236,100.25914999999998,-0.55843,0.5122906,0.51087064,0.50205654,0.51190853
m_1237,100.25824,-0.55848,0.5100338,0.51549673,0.54223233,0.5119533
m_1238,100.36836,-0.90069,0.47495237,0.4748755,0.47077212,0.47514844
m_1239,100.37543,-0.94871,0.4667088,0.46763933,0.45574075,0.4695573
m_124,100.4624,-0.94668,0.24592496,0.2460145,0.24709459,0.24780293
m_1240,100.35928000000001,-0.89965,0.4761439,0.47610846,0.47727466,0.4759262
m_1241,100.41253,-1.05428,0.44231468,0.43919864,0.44548187,0.42473257
m_1242,100.36277000000001,-0.96388,0.46503592,0.4644697,0.46452773,0.45834824
m_1243,100.16877,-0.63678,0.5145523,0.5146291,0.515697,0.5142148
m_1244,100.37234000000001,-0.94805,0.47020036,0.47069857,0.46822292,0.4730331
m_1245,100.50457,-1.20249,0.42233422,0.41830686,0.42369738,0.42064542
m_1246,100.37605000000002,-0.94801,0.4639931,0.4645451,0.4553408,0.4655371
m_1247,100.22944999999999,-0.57504,0.5161783,0.5190481,0.5351479,0.51223356
m_1248,100.35393999999997,-0.90606,0.47348854,0.47374493,0.468026,0.47460037
m_1249,100.36381,-0.95349,0.48022103,0.4878577,0.43654513,0.5143999
m_125,100.16910999999999,-0.63463,0.51429313,0.51415884,0.51348495,0.51433843
m_1250,100.36261000000002,-0.92939,0.47125006,0.47126192,0.46993065,0.47133636
m_1251,100.38715000000002,-0.9537,0.43157265,0.43201688,0.41853327,0.43275455
m_1252,100.35611,-0.942,0.46839157,0.46850798,0.46558005,0.46755904
m_1253,100.34681999999998,-0.90901,0.47691515,0.47634903,0.49172148,0.4741534
m_1254,100.35771,-0.9234,0.47346026,0.47303015,0.4828949,0.47190467
m_1255,100.13680999999997,-0.61631,0.5155432,0.5152585,0.51150125,0.5166491
m_1256,100.36301000000003,-0.9606,0.465339,0.46478686,0.46795157,0.46254474
m_1257,100.35549000000003,-0.91542,0.4742193,0.47399583,0.48137793,0.47320497
m_1258,100.16895999999997,-0.63639,0.51447946,0.5145117,0.51519096,0.51423556
m_1259,100.47089,-0.95906,0.24545513,0.24348132,0.25156254,0.22147207
m_126,100.36034000000001,-0.94387,0.4701941,0.469525,0.48188654,0.46879283
m_1260,100.36457000000001,-0.92277,0.47209057,0.472296,0.465046,0.47305077
m_1261,100.35597000000001,-0.96004,0.47080573,0.47124305,0.4766265,0.48457953
m_1262,100.37376,-0.94795,0.46875355,0.46888044,0.46909156,0.470293
m_1263,100.13263999999998,-0.57643,0.5198356,0.5220435,0.5291591,0.5194386
m_1264,100.36487999999997,-0.91027,0.47332063,0.4735001,0.46526816,0.47443405
m_1265,100.36529999999999,-0.95988,0.46537173,0.46451032,0.47059005,0.46210462
m_1266,100.36265000000003,-0.95949,0.46417463,0.4627177,0.47298792,0.45772088
m_1267,100.3671,-0.95932,0.4644207,0.46265304,0.4753791,0.45708007
m_1268,100.27780999999999,-0.5664,0.5099541,0.51074564,0.5152779,0.5099231
m_1269,100.36316999999997,-0.94457,0.46978027,0.46952033,0.47618222,0.46955627
m_127,100.37455999999997,-0.92267,0.44910002,0.44978604,0.42968923,0.45162138
m_1270,100.32936999999998,-0.55165,0.50275886,0.5052291,0.51121736,0.50469583
m_1271,100.34582,-0.90655,0.47346264,0.4736944,0.46771803,0.4745707
m_1272,100.36257,-0.93939,0.46752903,0.46824926,0.45438313,0.46901834
m_1273,100.34881999999999,-0.90289,0.47471103,0.4747458,0.47361937,0.4748523
m_1274,100.36333000000002,-0.94401,0.47010478,0.46960825,0.47929376,0.4691511
m_1275,100.29030999999998,-0.67794,0.4971442,0.49602026,0.47268206,0.5035699
m_1276,100.28217000000001,-0.59072,0.51036835,0.5117794,0.5214846,0.50622743
m_1277,100.38779,-0.95399,0.42312437,0.42373678,0.4094723,0.4243708
m_1278,100.36786000000001,-0.95925,0.46381307,0.46142477,0.47876403,0.4536184
m_1279,100.38339000000002,-0.97222,0.4651614,0.4654814,0.46415523,0.46736658
m_128,100.27569,-0.56552,0.5102174,0.51100534,0.51530594,0.51016784
m_1280,100.36293,-0.93544,0.46969476,0.46978357,0.4661598,0.46985865
m_1281,100.36376999999999,-0.96161,0.4660831,0.4659765,0.46576464,0.46514785
m_1282,100.34447,-0.87979,0.47602823,0.4760836,0.47118104,0.47695595
m_1283,100.38686999999999,-0.96998,0.45491612,0.45440525,0.45911938,0.4555852
m_1284,100.64603999999997,-0.9002,0.24017577,0.24024238,0.24261014,0.24093941
m_1285,100.43042000000003,-0.94135,0.24711819,0.2471359,0.24810615,0.24718618
m_1286,100.37185,-0.94731,0.4699543,0.47024056,0.46964207,0.47196504
m_1287,100.50432999999998,-1.20204,0.42301786,0.41927442,0.42422807,0.42175248
m_1288,100.38367,-0.92094,0.32678562,0.32683527,0.3344715,0.32615268
m_1289,100.16910000000001,-0.63517,0.514343,0.51426005,0.5139868,0.51430583
m_129,100.27868999999998,-0.57444,0.51016194,0.51286393,0.5299299,0.50930744
m_1290,100.37176999999997,-0.95102,0.4751629,0.47794145,0.45848477,0.48745486
m_1291,100.35887000000002,-0.94401,0.47031137,0.46947944,0.4839894,0.46846464
m_1292,100.35897999999997,-0.94293,0.47117522,0.4699429,0.49028316,0.46829274
