# 20170403_M6.5_Moijabana median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AtkinsonBoore2006Modified2011,PezeshkEtAl2011NEHRPBC
t_10189,26.8626,-21.5967,0.020406062,0.013334389
t_1019,24.93122,-24.73453,0.022752719,0.011859993
t_10190,26.90751,-21.5967,0.02052781,0.0129695395
t_10191,26.95243,-21.5967,0.019678185,0.012616547
t_10192,26.95243,-21.55493,0.017766112,0.012366194
t_10193,26.90751,-21.55493,0.018506715,0.012703879
t_10194,26.8626,-21.55493,0.020559734,0.013052367
t_10195,26.8626,-21.51315,0.022465548,0.0127734365
t_10196,26.95243,-21.51315,0.01959108,0.012117833
t_10197,26.99735,-21.5967,0.02430737,0.012275196
t_10198,27.04226,-21.5967,0.018306818,0.011945245
t_10199,27.04226,-21.55493,0.01998702,0.011722603
t_102,23.40409,-24.57124,0.017778901,0.008550123
t_1020,24.84139,-24.73453,0.023275228,0.011742245
t_10200,26.99735,-21.55493,0.019366829,0.012039162
t_10201,27.08718,-21.55493,0.017010752,0.011416112
t_10202,27.04226,-21.51315,0.02111636,0.011501115
t_10203,27.08718,-21.51315,0.018237015,0.011206816
t_10204,26.99735,-21.51315,0.01866441,0.011804672
t_10205,26.99735,-21.47136,0.017951785,0.011572111
t_10206,27.08718,-21.47136,0.017780688,0.010998693
t_10207,27.31176,-21.5967,0.01663412,0.010184546
t_10208,27.26684,-21.55493,0.0152722,0.010286067
t_10209,27.31176,-21.55493,0.018475227,0.01002604
t_1021,24.93122,-24.69373,0.02041427,0.012243769
t_10210,27.40159,-21.55493,0.015707295,0.009531055
t_10211,27.35667,-21.55493,0.016048545,0.0097745005
t_10212,27.40159,-21.51315,0.01562664,0.00938836
t_10213,27.31176,-21.51315,0.015626904,0.009867234
t_10214,27.26684,-21.51315,0.01580339,0.010118408
t_10215,27.35667,-21.51315,0.015670413,0.009624003
t_10216,27.26684,-21.47136,0.01509756,0.009950908
t_10217,26.90751,-21.51315,0.018482488,0.012440722
t_10218,26.90751,-21.47136,0.019093707,0.012180479
t_10219,26.8626,-21.47136,0.019209694,0.012498014
t_1022,24.88631,-24.69373,0.019359497,0.012184501
t_10220,26.95243,-21.47136,0.018092452,0.011871861
t_10221,26.90751,-21.42955,0.018393125,0.011923445
t_10222,26.8626,-21.42955,0.01680044,0.012226393
t_10223,26.95243,-21.42955,0.017848158,0.011628573
t_10224,26.8626,-21.38774,0.019117063,0.011959013
t_10225,26.95243,-21.38774,0.016018638,0.011388392
t_10226,26.90751,-21.38774,0.018041914,0.011670053
t_10227,27.13209,-21.51315,0.018155226,0.010921684
t_10228,27.13209,-21.47136,0.016938895,0.010724681
t_10229,27.17701,-21.47136,0.016624993,0.010458807
t_1023,24.84139,-24.69373,0.019344114,0.012117556
t_10230,27.22193,-21.47136,0.01580055,0.010200933
t_10231,27.13209,-21.42955,0.016218783,0.010528808
t_10232,27.17701,-21.42955,0.016229173,0.010273106
t_10233,27.22193,-21.42955,0.018065076,0.010024808
t_10234,27.22193,-21.38774,0.02015092,0.009849636
t_10235,27.13209,-21.38774,0.0151333595,0.0103344405
t_10236,27.17701,-21.38774,0.015682058,0.010088617
t_10237,27.31176,-21.47136,0.015032817,0.00970841
t_10238,27.35667,-21.47136,0.01813637,0.009473336
t_10239,27.31176,-21.42955,0.015916739,0.009549791
t_1024,24.84139,-24.65291,0.021252345,0.0125115495
t_10240,27.35667,-21.42955,0.015223747,0.009322711
t_10241,27.26684,-21.42955,0.014678336,0.009783798
t_10242,27.26684,-21.38774,0.015408469,0.0096174115
t_10243,27.35667,-21.38774,0.015211708,0.009172432
t_10244,27.31176,-21.38774,0.015119624,0.009391694
t_10245,27.26684,-21.34591,0.013971924,0.009451901
t_10246,27.31176,-21.34591,0.0141398385,0.009234266
t_10247,27.04226,-21.47136,0.01698951,0.011281152
t_10248,27.08718,-21.42955,0.016343897,0.010792017
t_10249,26.99735,-21.42955,0.016679335,0.011341769
t_1025,24.88631,-24.65291,0.021169951,0.012583388
t_10250,27.04226,-21.42955,0.015702883,0.011062998
t_10251,27.04226,-21.38774,0.013523792,0.010847056
t_10252,27.08718,-21.38774,0.016200114,0.010587177
t_10253,26.99735,-21.38774,0.015670953,0.011114061
t_10254,26.99735,-21.34591,0.021748146,0.010889145
t_10255,27.08718,-21.34591,0.015728896,0.010384337
t_10256,27.04226,-21.34591,0.016699394,0.010633486
t_10257,26.90751,-21.34591,0.017973084,0.011420446
t_10258,26.8626,-21.34591,0.023790902,0.011696003
t_10259,26.95243,-21.34591,0.016874192,0.011151474
t_1026,24.93122,-24.65291,0.021921868,0.012647018
t_10260,26.90751,-21.30407,0.022585822,0.011174911
t_10261,26.95243,-21.30407,0.017967518,0.010918103
t_10262,26.8626,-21.30407,0.019848745,0.011437644
t_10263,26.90751,-21.26222,0.01929602,0.010933633
t_10264,26.95243,-21.26222,0.017474925,0.010688477
t_10265,26.8626,-21.26222,0.019512195,0.011184112
t_10266,26.8626,-21.22035,0.017614994,0.010935485
t_10267,27.35667,-21.34591,0.015312664,0.00902264
t_10268,27.26684,-21.30407,0.01799395,0.009287516
t_10269,27.35667,-21.30407,0.013264151,0.008873568
t_1027,24.88631,-24.61208,0.021046976,0.013002607
t_10270,27.31176,-21.30407,0.017928513,0.009077749
t_10271,27.31176,-21.26222,0.014113608,0.00892233
t_10272,27.35667,-21.26222,0.013491589,0.008725397
t_10273,27.26684,-21.26222,0.015011694,0.0091244485
t_10274,27.26684,-21.22035,0.01419009,0.008962833
t_10275,27.35667,-21.22035,0.013251665,0.008578258
t_10276,27.31176,-21.22035,0.013926191,0.008768141
t_10277,26.72785,-21.34591,0.023005547,0.012562216
t_10278,26.81768,-21.30407,0.023211366,0.011706366
t_10279,26.72785,-21.30407,0.023360739,0.012261153
t_1028,24.79647,-24.69373,0.021047665,0.012043231
t_10280,26.77277,-21.30407,0.023614587,0.01198087
t_10281,26.81768,-21.26222,0.020946898,0.011439947
t_10282,26.72785,-21.26222,0.019208653,0.011966994
t_10283,26.77277,-21.26222,0.02123746,0.011700918
t_10284,26.72785,-21.22035,0.022442074,0.0116797425
t_10285,26.77277,-21.22035,0.022713294,0.011427144
t_10286,26.81768,-21.22035,0.022269119,0.011179041
t_10287,26.41344,-21.30407,0.018331952,0.014362715
t_10288,26.50327,-21.30407,0.02230058,0.013740706
t_10289,26.45836,-21.30407,0.02261556,0.014049969
t_1029,24.79647,-24.65291,0.022350648,0.012431835
t_10290,26.54819,-21.26222,0.022942208,0.013077326
t_10291,26.50327,-21.26222,0.024475096,0.01336497
t_10292,26.45836,-21.26222,0.021202808,0.013655763
t_10293,26.41344,-21.26222,0.0250109,0.013949327
t_10294,26.45836,-21.22035,0.022008102,0.013274435
t_10295,26.41344,-21.22035,0.020890035,0.01355047
t_10296,26.50327,-21.22035,0.024365738,0.013000904
t_10297,26.63802,-21.26222,0.020939697,0.012513457
t_10298,26.5931,-21.26222,0.025972676,0.012793404
t_10299,26.5931,-21.22035,0.023950323,0.0124619715
t_103,23.449,-24.57124,0.0162785,0.008693019
t_1030,24.75156,-24.65291,0.02350306,0.012344608
t_10300,26.68294,-21.22035,0.023620509,0.011936531
t_10301,26.63802,-21.22035,0.024703618,0.0121973865
t_10302,26.5931,-21.17848,0.024875386,0.012140128
t_10303,26.68294,-21.17848,0.023434853,0.011643033
t_10304,26.63802,-21.17848,0.021615129,0.011889999
t_10305,26.68294,-21.13659,0.019484868,0.011357205
t_10306,26.5931,-21.13659,0.020087238,0.011827593
t_10307,26.54819,-21.22035,0.02367039,0.012729897
t_10308,26.54819,-21.17848,0.020220771,0.012393037
t_10309,26.50327,-21.17848,0.022920342,0.012648463
t_1031,24.70664,-24.65291,0.02417607,0.0122502
t_10310,26.45836,-21.17848,0.022185158,0.012905872
t_10311,26.41344,-21.17848,0.019286511,0.01316849
t_10312,26.54819,-21.13659,0.019488737,0.012066402
t_10313,26.41344,-21.13659,0.020017592,0.012802803
t_10314,26.45836,-21.13659,0.019483937,0.012551254
t_10315,26.50327,-21.13659,0.021394165,0.012307235
t_10316,26.41344,-21.09469,0.01976755,0.01245254
t_10317,26.72785,-21.17848,0.020223336,0.011399568
t_10318,26.77277,-21.17848,0.01801503,0.011159739
t_10319,26.81768,-21.17848,0.018480008,0.010923857
t_1032,24.66173,-24.65291,0.024258157,0.0121490415
t_10320,26.81768,-21.13659,0.01837056,0.010674329
t_10321,26.77277,-21.13659,0.017585771,0.010898608
t_10322,26.72785,-21.13659,0.019244226,0.011126337
t_10323,26.72785,-21.09469,0.018547272,0.010860089
t_10324,26.81768,-21.09469,0.01959277,0.010430545
t_10325,26.77277,-21.09469,0.019628875,0.010643816
t_10326,26.72785,-21.05278,0.015109897,0.010600773
t_10327,26.63802,-21.13659,0.020990452,0.0115910685
t_10328,26.5931,-21.09469,0.022484541,0.011524294
t_10329,26.63802,-21.09469,0.01883059,0.011300568
t_1033,24.75156,-24.61208,0.025049917,0.012746182
t_10330,26.68294,-21.09469,0.019961732,0.011079056
t_10331,26.5931,-21.05278,0.019890176,0.011230058
t_10332,26.68294,-21.05278,0.015539244,0.0108084995
t_10333,26.63802,-21.05278,0.017311132,0.011018368
t_10334,26.63802,-21.01085,0.017171768,0.010744262
t_10335,26.68294,-21.01085,0.015181214,0.010545366
t_10336,26.5931,-21.01085,0.01604401,0.010944629
t_10337,26.50327,-21.09469,0.019223921,0.011977602
t_10338,26.45836,-21.09469,0.01969849,0.0122114215
t_10339,26.54819,-21.09469,0.021045333,0.011749868
t_1034,24.79647,-24.61208,0.021176241,0.012839803
t_10340,26.50327,-21.05278,0.018435711,0.011661149
t_10341,26.45836,-21.05278,0.019309243,0.011885534
t_10342,26.41344,-21.05278,0.018404003,0.012116814
t_10343,26.54819,-21.05278,0.021733476,0.01144328
t_10344,26.41344,-21.01085,0.018031763,0.011794723
t_10345,26.54819,-21.01085,0.016348794,0.01114796
t_10346,26.50327,-21.01085,0.015946664,0.011357266
t_10347,26.77277,-21.05278,0.014922761,0.010395342
t_10348,26.81768,-21.05278,0.015710762,0.01019251
t_10349,26.72785,-21.01085,0.014559817,0.010348257
t_1035,24.66173,-24.61208,0.023912001,0.012536499
t_10350,26.81768,-21.01085,0.014540864,0.009960152
t_10351,26.77277,-21.01085,0.019986503,0.010153085
t_10352,26.81768,-20.96892,0.0145433815,0.0097335465
t_10353,26.72785,-20.96892,0.016353028,0.01010257
t_10354,26.77277,-20.96892,0.020350225,0.009917101
t_10355,26.81768,-20.92697,0.015255714,0.009512533
t_10356,26.77277,-20.92697,0.015448582,0.009687201
t_10357,26.90751,-21.09469,0.014805247,0.010013528
t_10358,26.90751,-21.05278,0.020346776,0.009795188
t_10359,26.8626,-21.05278,0.015374467,0.009992375
t_1036,24.70664,-24.61208,0.02434936,0.012644922
t_10360,26.8626,-21.01085,0.015250865,0.00976956
t_10361,26.90751,-21.01085,0.014353306,0.009581556
t_10362,26.8626,-20.96892,0.0155424755,0.00955201
t_10363,26.90751,-20.96892,0.015277026,0.00937274
t_10364,26.8626,-20.92697,0.015847962,0.009339595
t_10365,26.90751,-20.92697,0.015162882,0.0091686305
t_10366,26.8626,-20.88501,0.014660902,0.009132324
t_10367,26.45836,-21.01085,0.017704621,0.011572735
t_10368,26.45836,-20.96892,0.016740074,0.011272447
t_10369,26.50327,-20.96892,0.016276242,0.011065409
t_1037,24.70664,-24.57124,0.026258405,0.013059097
t_10370,26.54819,-20.96892,0.016268399,0.010864204
t_10371,26.41344,-20.96892,0.017854173,0.011485656
t_10372,26.41344,-20.92697,0.01798209,0.011188754
t_10373,26.45836,-20.92697,0.020665772,0.010983852
t_10374,26.54819,-20.92697,0.015973978,0.010591264
t_10375,26.50327,-20.92697,0.018107291,0.010784794
t_10376,26.45836,-20.88501,0.021890078,0.010706392
t_10377,27.17701,-21.34591,0.016620958,0.0099054985
t_10378,27.22193,-21.34591,0.01574665,0.009675572
t_10379,27.13209,-21.34591,0.016501447,0.010141739
t_1038,25.02105,-24.65291,0.020619415,0.012748596
t_10380,27.17701,-21.30407,0.014963032,0.009724017
t_10381,27.13209,-21.30407,0.017666548,0.009950978
t_10382,27.22193,-21.30407,0.014618174,0.009502876
t_10383,27.17701,-21.26222,0.013796635,0.0095443735
t_10384,27.22193,-21.26222,0.014702572,0.009331741
t_10385,27.13209,-21.26222,0.016144754,0.00976236
t_10386,27.13209,-21.22035,0.014957508,0.009576018
t_10387,27.08718,-21.30407,0.016703578,0.010183777
t_10388,27.04226,-21.30407,0.020394552,0.010422575
t_10389,26.99735,-21.30407,0.020611556,0.010667306
t_1039,25.06597,-24.65291,0.022344697,0.012786073
t_10390,26.99735,-21.26222,0.020440841,0.010448748
t_10391,27.08718,-21.26222,0.015715426,0.009985698
t_10392,27.04226,-21.26222,0.01612439,0.0102145225
t_10393,26.99735,-21.22035,0.01992114,0.010233588
t_10394,27.04226,-21.22035,0.015342237,0.010009456
t_10395,27.08718,-21.22035,0.01565963,0.009790233
t_10396,26.99735,-21.17848,0.020322442,0.010022068
t_10397,26.95243,-21.22035,0.020324064,0.010462702
t_10398,26.90751,-21.22035,0.02017789,0.010696709
t_10399,26.90751,-21.17848,0.020980844,0.010464372
t_104,23.13459,-24.65291,0.015637064,0.0074354764
t_1040,25.06597,-24.61208,0.021268899,0.013220624
t_10400,26.95243,-21.17848,0.0175895,0.0102410205
t_10401,26.8626,-21.17848,0.020654598,0.010691987
t_10402,26.8626,-21.13659,0.016843114,0.010453578
t_10403,26.90751,-21.13659,0.016481562,0.010236604
t_10404,26.95243,-21.13659,0.01756594,0.010023432
t_10405,26.95243,-21.09469,0.016428107,0.0098100705
t_10406,26.8626,-21.09469,0.014411381,0.010220366
t_10407,27.22193,-21.22035,0.015047447,0.009162307
t_10408,27.17701,-21.22035,0.018257704,0.009366702
t_10409,27.13209,-21.17848,0.01477046,0.009392196
t_1041,24.97614,-24.61208,0.026192961,0.013130345
t_10410,27.22193,-21.17848,0.014595185,0.008994807
t_10411,27.17701,-21.17848,0.014925755,0.009191245
t_10412,27.13209,-21.13659,0.014260764,0.009210942
t_10413,27.22193,-21.13659,0.0142922355,0.0088293
t_10414,27.17701,-21.13659,0.013971363,0.009018053
t_10415,27.13209,-21.09469,0.0140947765,0.009032413
t_10416,27.17701,-21.09469,0.013647266,0.008847289
t_10417,27.26684,-21.17848,0.016793922,0.008802901
t_10418,27.31176,-21.17848,0.012896761,0.008615409
t_10419,27.35667,-21.17848,0.0117717525,0.008432368
t_1042,25.02105,-24.61208,0.018092817,0.0131802885
t_10420,27.31176,-21.13659,0.012862595,0.008464197
t_10421,27.35667,-21.13659,0.012218806,0.008287796
t_10422,27.26684,-21.13659,0.013313782,0.008644715
t_10423,27.35667,-21.09469,0.016942855,0.008144696
t_10424,27.26684,-21.09469,0.014695941,0.008488433
t_10425,27.31176,-21.09469,0.014505922,0.008314663
t_10426,27.26684,-21.05278,0.012387648,0.0083341645
t_10427,27.04226,-21.17848,0.01585448,0.009807622
t_10428,27.08718,-21.17848,0.0156099,0.0095976265
t_10429,26.99735,-21.13659,0.018480022,0.0098142065
t_1043,25.06597,-24.57124,0.021291347,0.013678458
t_10430,27.04226,-21.13659,0.0145406155,0.009609047
t_10431,27.08718,-21.13659,0.014849505,0.009407917
t_10432,26.99735,-21.09469,0.014679791,0.009610146
t_10433,27.04226,-21.09469,0.015172404,0.009413883
t_10434,27.08718,-21.09469,0.014713481,0.009221261
t_10435,26.95243,-21.05278,0.017262107,0.009600996
t_10436,26.99735,-21.05278,0.0155477505,0.0094099585
t_10437,27.22193,-21.09469,0.01312775,0.008665947
t_10438,27.17701,-21.05278,0.013507467,0.008679052
