STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,REFERENCES,STATION_TYPE,SOIL_TYPE,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA
THZ,THZ,-41.762,172.905,Stations_GeoNet,seismic, ,0.002915245,0.00539736,0.007076246,0.00443085,0.004558326,0.010588213,0.011215435,0.008384721,0.003889703,0.008438539,0.008825649,0.011727394,0.004558326,0.010588213,0.011215435,0.011727394,0,0,0,0
APPS,APPS,-42.949,171.568,Stations_GeoNet,seismic, ,0.026425856,0.111244803,0.024212245,0.022084752,0.076938192,0.223644069,0.087651648,0.031671427,0.080114633,0.184311806,0.131385843,0.037665376,0.080114633,0.223644069,0.131385843,0.037665376,0,0,0,0
FXBS,FXBS,-40.461,175.226,Stations_GeoNet,seismic, ,0.002170872,0.003695873,0.002488456,0.003705687,0.00452055,0.013766572,0.007111005,0.006077745,0.003822793,0.009026191,0.006518849,0.007234615,0.00452055,0.013766572,0.007111005,0.007234615,0,0,0,0
FTPS,FTPS,-41.119,175.327,Stations_GeoNet,seismic, ,0.010632847,0.015983652,0.015172465,0.014361912,0.007043379,0.010402115,0.009979522,0.010357636,0.010696669,0.017448561,0.016004181,0.016912546,0.010696669,0.017448561,0.016004181,0.016912546,0,0,0,0
WVZ,WVZ,-43.074,170.737,Stations_GeoNet,seismic, ,0.010063468,0.01856904,0.034107063,0.020680274,0.014317886,0.030699963,0.030296035,0.026165591,0.015175384,0.034215052,0.030752369,0.054878625,0.015175384,0.034215052,0.030752369,0.054878625,0,0,0,0
EBPS,EBPS,-41.289,174.9,Stations_GeoNet,seismic, ,0.004572187,0.007312788,0.007081738,0.007153625,0.011905021,0.018694787,0.018575472,0.017170271,0.0052881,0.007836284,0.007037223,0.007465299,0.011905021,0.018694787,0.018575472,0.017170271,0,0,0,0
FGPS,FGPS,-43.463,170.02,Stations_GeoNet,seismic, ,0.013128158,0.022370446,0.038973021,0.024003007,0.0222718,0.064013091,0.051281032,0.045980133,0.024252149,0.041239781,0.082362014,0.050491571,0.024252149,0.064013091,0.082362014,0.050491571,0,0,0,0
PPHS,PPHS,-43.493,172.607,Stations_GeoNet,seismic, ,0.280744026,0.315335106,0.122909525,0.064122338,0.183148182,0.516346981,0.591215457,0.378681327,0.226928845,0.621824299,0.506235742,0.311427896,0.226928845,0.621824299,0.591215457,0.378681327,0,0,0,0
LINC,LINC,-43.623,172.468,Stations_GeoNet,seismic, ,0.904261446,0.503715475,0.551071083,0.375908487,0.381735074,0.462558212,0.542880018,0.639272587,0.466054854,0.56391475,0.980311781,0.537936629,0.466054854,0.56391475,0.980311781,0.639272587,0,0,0,0
FKPS,FKPS,-41.288,174.779,Stations_GeoNet,seismic, ,0.001583558,0.002436758,0.003134468,0.001478964,0.002911283,0.008666662,0.005490033,0.003873347,0.002928824,0.008209914,0.005270008,0.003313101,0.002928824,0.008666662,0.005490033,0.003873347,0,0,0,0
FAHS,FAHS,-40.214,175.573,Stations_GeoNet,seismic, ,0.003656249,0.006481719,0.006204432,0.006018705,0.004478722,0.006563603,0.006202527,0.005154289,0.002646128,0.003041693,0.003023314,0.005202989,0.004478722,0.006563603,0.006202527,0.005202989,0,0,0,0
ARPS,ARPS,-42.524,171.408,Stations_GeoNet,seismic, ,0.01515576,0.025004123,0.03041736,0.02137695,0.015841327,0.034561538,0.046378885,0.027613324,0.017911756,0.039443401,0.030256255,0.040442222,0.017911756,0.039443401,0.046378885,0.040442222,0,0,0,0
CACS,CACS,-43.483,172.53,Stations_GeoNet,seismic, ,0.298026019,0.17859471,0.157358148,0.068005478,0.191502955,0.567643549,0.277123002,0.161211591,0.189778917,0.572753744,0.177671507,0.149442208,0.191502955,0.572753744,0.277123002,0.161211591,0,0,0,0
FJDS,FJDS,-43.389,170.184,Stations_GeoNet,seismic, ,0.014020042,0.028224114,0.033463963,0.040040357,0.015871459,0.033938876,0.046902753,0.038747641,0.021159313,0.058962835,0.062879108,0.046303131,0.021159313,0.058962835,0.062879108,0.046303131,0,0,0,0
CRLZ,CRLZ,-43.575,172.623,Stations_GeoNet,seismic, ,0.15746383,0.362534158,0.1175285,0.071196845,0.153753274,0.367541128,0.22974348,0.120899952,0.216670406,0.29217002,0.385033162,0.278513445,0.216670406,0.367541128,0.385033162,0.278513445,0,0,0,0
CBGS,CBGS,-43.529,172.62,Stations_GeoNet,seismic, ,0.121266592,0.161065128,0.107639891,0.074753428,0.175794561,0.332355172,0.48396859,0.351191244,0.15497938,0.487265256,0.246408029,0.212172084,0.175794561,0.487265256,0.48396859,0.351191244,0,0,0,0
WAKC,WAKC,-42.963,172.705,Stations_GeoNet,seismic, ,0.065446337,0.127108593,0.133565442,0.09691926,0.126217119,0.28925871,0.248568028,0.223211749,0.15410197,0.428051092,0.709865356,0.211216342,0.15410197,0.428051092,0.709865356,0.223211749,0,0,0,0
BTWS,BTWS,-41.389,173.129,Stations_GeoNet,seismic, ,0.002810171,0.003786403,0.006018016,0.007646722,0.006772757,0.010587417,0.011460631,0.013029906,0.005722777,0.008709716,0.012176469,0.00987961,0.006772757,0.010587417,0.012176469,0.013029906,0,0,0,0
LSRC,LSRC,-42.87,172.543,Stations_GeoNet,seismic, ,0.049887948,0.118897683,0.062412333,0.055627937,0.098635856,0.215892034,0.270441727,0.110029215,0.077861256,0.159821847,0.190633927,0.179115039,0.098635856,0.215892034,0.270441727,0.179115039,0,0,0,0
AVIS,AVIS,-44.655,170.357,Stations_GeoNet,seismic, ,0.008367462,0.019451773,0.016240059,0.024511988,0.01700107,0.02576128,0.032069421,0.067541871,0.010800154,0.017414984,0.021611218,0.03210624,0.01700107,0.02576128,0.032069421,0.067541871,0,0,0,0
BDCS,BDCS,-46.249,169.719,Stations_GeoNet,seismic, ,0.007087993,0.010786877,0.010359567,0.009085752,0.01106311,0.016435692,0.016351052,0.016746543,0.008953247,0.012531037,0.01321371,0.013031235,0.01106311,0.016435692,0.016351052,0.016746543,0,0,0,0
DORC,DORC,-43.897,172.094,Stations_GeoNet,seismic, ,0.077303512,0.111378968,0.065863246,0.047527353,0.081988115,0.231576313,0.118475774,0.095003083,0.085068636,0.152961548,0.141679446,0.077171484,0.085068636,0.231576313,0.141679446,0.095003083,0,0,0,0
OXZ,OXZ,-43.326,172.038,Stations_GeoNet,seismic, ,0.127123535,0.215970064,0.297472232,0.075455862,0.140783631,0.260351945,0.331898347,0.213586201,0.144844804,0.258484205,0.226087391,0.179598129,0.144844804,0.260351945,0.331898347,0.213586201,0,0,0,0
SPFS,SPFS,-43.338,171.929,Stations_GeoNet,seismic, ,0.103196444,0.327430954,0.115565556,0.099365043,0.159986814,0.379439697,0.429946197,0.373421987,0.162616138,0.350673849,0.373516473,0.307565818,0.162616138,0.379439697,0.429946197,0.373421987,0,0,0,0
FDCS,FDCS,-44.099,170.829,Stations_GeoNet,seismic, ,0.05254099,0.124609283,0.14847949,0.154297786,0.12479882,0.330603818,0.22598092,0.153307396,0.102591053,0.197092032,0.263209526,0.253987441,0.12479882,0.330603818,0.263209526,0.253987441,0,0,0,0
DVHS,DVHS,-40.202,176.101,Stations_GeoNet,seismic, ,0.000891696,0.001244804,0.001760863,0.002579761,0.002506198,0.002632468,0.003487472,0.005136759,0.001753687,0.001920124,0.002633339,0.004912019,0.002506198,0.002632468,0.003487472,0.005136759,0,0,0,0
CCCC,CCCC,-43.538,172.647,Stations_GeoNet,seismic, ,0.20005878,0.221116381,0.079487325,0.100451998,0.200778106,0.435792548,0.450908867,0.396790035,0.230397653,0.898030055,0.445123438,0.312158336,0.230397653,0.898030055,0.450908867,0.396790035,0,0,0,0
ADCS,ADCS,-43.902,171.748,Stations_GeoNet,seismic, ,0.055571276,0.113443646,0.03386456,0.031455615,0.111860019,0.421182769,0.172599452,0.111038672,0.077552095,0.203613696,0.111146399,0.07423843,0.111860019,0.421182769,0.172599452,0.111038672,0,0,0,0
TRCS,TRCS,-44.403,171.244,Stations_GeoNet,seismic, ,0.036543483,0.060294109,0.066303974,0.055390988,0.068108411,0.131701086,0.113631534,0.066481069,0.076787752,0.144813124,0.134038343,0.130182634,0.076787752,0.144813124,0.134038343,0.130182634,0,0,0,0
REHS,REHS,-43.522,172.635,Stations_GeoNet,seismic, ,0.219056098,0.340479827,0.157000367,0.091590256,0.256930676,0.888153243,0.638939893,0.413099235,0.242137617,0.719250517,0.996794453,0.3751241,0.256930676,0.888153243,0.996794453,0.413099235,0,0,0,0
DUNS,DUNS,-45.905,170.471,Stations_GeoNet,seismic, ,0.0076425,0.016207739,0.018015182,0.012143853,0.015924789,0.048728053,0.01931958,0.016629232,0.014450665,0.029292057,0.031180084,0.014582581,0.015924789,0.048728053,0.031180084,0.016629232,0,0,0,0
EKTS,EKTS,-40.649,175.709,Stations_GeoNet,seismic, ,0.005907395,0.008023713,0.008142023,0.008101755,0.003226207,0.004352451,0.00467776,0.004062957,0.003021169,0.005542662,0.003439688,0.004922735,0.003226207,0.005542662,0.00467776,0.004922735,0,0,0,0
DGNS,DGNS,-45.863,170.514,Stations_GeoNet,seismic, ,0.004547077,0.015091806,0.015724043,0.009054994,0.009503446,0.021149249,0.022859359,0.013501366,0.009468021,0.019371001,0.023174815,0.014578993,0.009503446,0.021149249,0.023174815,0.014578993,0,0,0,0
SWNC,SWNC,-43.369,172.495,Stations_GeoNet,seismic, ,0.155263647,0.152382547,0.059298558,0.060560157,0.246467479,0.753478595,0.333166841,0.220289914,0.206193064,0.478275627,0.230644847,0.153739092,0.246467479,0.753478595,0.333166841,0.220289914,0,0,0,0
DKHS,DKHS,-45.902,170.493,Stations_GeoNet,seismic, ,0.012142153,0.038991834,0.018188706,0.014814761,0.040745687,0.108203867,0.141732612,0.037916521,0.033047513,0.093848036,0.130606146,0.029431528,0.040745687,0.108203867,0.141732612,0.037916521,0,0,0,0
CSHS,CSHS,-43.227,171.724,Stations_GeoNet,seismic, ,0.070012023,0.145123397,0.131425866,0.141256387,0.117394671,0.308060033,0.229506032,0.15597392,0.089761205,0.256770973,0.216870222,0.199582343,0.117394671,0.308060033,0.229506032,0.199582343,0,0,0,0
LTZ,LTZ,-42.782,172.271,Stations_GeoNet,seismic, ,0.019595665,0.046686081,0.030844833,0.03216798,0.02950192,0.046210806,0.052054728,0.06714675,0.022505395,0.051563691,0.047628622,0.055397399,0.02950192,0.051563691,0.052054728,0.06714675,0,0,0,0
CMHS,CMHS,-43.566,172.624,Stations_GeoNet,seismic, ,0.291189141,0.361052005,0.185849574,0.142074531,0.229386452,0.648630823,0.580809836,0.521098641,0.246529064,0.600652192,0.622606646,0.329111006,0.246529064,0.648630823,0.622606646,0.521098641,0,0,0,0
DCDS,DCDS,-45.874,170.502,Stations_GeoNet,seismic, ,0.007964261,0.027671784,0.01553678,0.01083163,0.011194569,0.024498793,0.02291644,0.017998204,0.011236246,0.042848973,0.031193131,0.022470488,0.011236246,0.042848973,0.031193131,0.022470488,0,0,0,0
GDLC,GDLC,-43.586,172.089,Stations_GeoNet,seismic, ,1.331075421,1.405966834,0.436118,0.28908861,0.713907421,1.085092386,0.882227494,0.816230779,0.791420825,1.168557571,1.073603822,1.060935535,0.791420825,1.168557571,1.073603822,1.060935535,0,0,0,0
DSLC,DSLC,-43.667,172.198,Stations_GeoNet,seismic, ,0.315107021,0.326037064,0.271562849,0.110036731,0.256128462,0.771685312,0.428445295,0.294132357,0.261784135,0.721981206,0.513891314,0.300264415,0.261784135,0.771685312,0.513891314,0.300264415,0,0,0,0
DFHS,DFHS,-43.49,172.102,Stations_GeoNet,seismic, ,0.365442651,0.550716131,0.337237463,0.110046991,0.475512854,0.804752072,0.544404472,0.466536087,0.518786919,1.032581362,0.672433729,0.334699501,0.518786919,1.032581362,0.672433729,0.466536087,0,0,0,0
KOKS,KOKS,-42.892,171.136,Stations_GeoNet,seismic, ,0.0370484,0.06724853,0.136335645,0.082830083,0.044390243,0.102849088,0.10657797,0.098694286,0.053082353,0.101550145,0.145309399,0.08967522,0.053082353,0.102849088,0.145309399,0.098694286,0,0,0,0
