# 19900530_Sequence_Vrancea/19900530_M6.95_Vrancea median gmf, Stations:None, gmlt:USGS, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlab,LinLee2008SSlab,ZhaoEtAl2016SSlab
t_1146,21.001229999999993,46.70406,0.009160762,0.0024779711,0.0055563007,0.0075903153
t_1147,20.662109999999984,46.72067,0.007912666,0.0020067105,0.0050530205,0.00649069
t_1148,20.843760000000003,46.82901,0.0085355155,0.0022003585,0.0052718176,0.0069625843
t_1149,20.504189999999994,46.84533,0.007646782,0.0017879776,0.0048075574,0.005989461
t_115,24.032430000000005,42.58903,0.0072535384,0.0028083827,0.0060528587,0.009843006
t_1150,21.02582000000001,46.93709,0.009077938,0.0024050737,0.0054957657,0.0074273613
t_1151,20.685900000000004,46.95369,0.008057915,0.0019528709,0.005004219,0.006385064
t_1152,20.86802,47.0618,0.008312652,0.0021261275,0.0052045295,0.0067912634
t_1153,20.527629999999988,47.07813,0.0075107575,0.0017326558,0.004752789,0.00585458
t_1154,21.05053000000001,47.16964,0.008389087,0.0023065093,0.005407272,0.007181068
t_1155,20.709810000000004,47.18625,0.007775282,0.0018794191,0.0049322248,0.00620999
t_1158,20.34586999999999,46.96975,0.0071025724,0.0015921996,0.0045758397,0.0055068117
t_116,24.210399999999993,42.69778,0.007921395,0.0032708168,0.0064963284,0.011000911
t_117,23.88490999999999,42.72029,0.0063893483,0.0029689253,0.006205129,0.008127948
t_118,24.388739999999984,42.80629,0.006866813,0.0024639766,0.006987082,0.009764555
t_1186,20.892380000000003,47.29412,0.008046238,0.0020313428,0.005112997,0.0065483986
t_1187,20.551199999999994,47.31046,0.0073776594,0.0016614788,0.0046777683,0.005679332
t_1188,21.07535999999999,47.40172,0.008683203,0.0021870176,0.0052938294,0.0069319084
t_1189,20.73383000000001,47.41834,0.007521219,0.0017896298,0.0048392713,0.005973597
t_119,23.529930000000007,42.50198,0.00552419,0.002187339,0.005401666,0.006506875
t_1190,20.916859999999986,47.52596,0.007979805,0.0019202475,0.0050001247,0.006307526
t_1191,20.574870000000004,47.54231,0.0071860496,0.0015773727,0.004584625,0.0054696295
t_1192,21.100310000000007,47.63332,0.008367923,0.0020518424,0.005159013,0.006618222
t_1193,20.757959999999997,47.64995,0.0069295396,0.0016871925,0.0047280528,0.0057238247
t_1194,20.941460000000006,47.75733,0.0076092193,0.0017973075,0.0048691696,0.0060120975
t_12,24.909940000000006,41.79674,0.0043076794,0.0011623778,0.0049890694,0.005648836
t_120,23.707240000000013,42.61126,0.006771556,0.0025457921,0.0057832985,0.009163681
t_121,23.3819,42.63293,0.006760321,0.0022854118,0.005506068,0.008471774
t_1215,21.125370000000004,47.86444,0.0077806,0.0019062646,0.005006684,0.006253382
t_1216,20.782209999999992,47.88107,0.006576734,0.0015759147,0.0046015475,0.005447839
t_1218,20.96618000000001,47.98821,0.006956751,0.0016669353,0.004723592,0.0056739566
t_122,23.55928,42.74224,0.007353359,0.0026666138,0.0059034065,0.009478401
t_1220,21.150559999999984,48.09508,0.007173356,0.0017552822,0.004840805,0.0058902847
t_123,23.233509999999995,42.76365,0.00848368,0.0026628561,0.0056159664,0.0079715885
t_1233,21.17586,48.32523,0.0056175,0.001428925,0.0046532,0.0060253623
t_1239,26.59604999999999,46.46672,0.13547772,0.15664881,0.064655304,0.21681227
t_124,23.73702,42.85132,0.0059552807,0.0020135087,0.0063440297,0.008424856
t_1240,26.25891999999999,46.49245,0.10477045,0.12102494,0.05715011,0.13944125
t_1241,26.446159999999992,46.59604,0.09598448,0.11842488,0.055204462,0.13696234
t_1242,26.633790000000005,46.69937,0.09980081,0.112344176,0.051466323,0.16486569
t_1243,26.295870000000008,46.72512,0.08125993,0.08951249,0.04682676,0.10889711
t_1244,26.483589999999992,46.82847,0.0839826,0.0857873,0.044204626,0.13240404
t_1245,26.14519999999999,46.85395,0.06621795,0.06821363,0.039765116,0.0874388
t_1246,26.671699999999987,46.93156,0.06945555,0.07855619,0.040751558,0.09796223
t_1247,26.333,46.95732,0.06280312,0.06586994,0.03792136,0.08502244
t_1248,26.521199999999993,47.06043,0.06250976,0.061257057,0.035426352,0.10105814
t_1249,25.77077,46.64642,0.07124399,0.07104364,0.04052821,0.11376034
t_125,23.410950000000014,42.873,0.0063019604,0.0027752013,0.0060096225,0.007737737
t_1250,25.95778999999999,46.75031,0.071981266,0.069610864,0.0406859,0.11191875
t_1251,25.619529999999997,46.77496,0.05618303,0.054621033,0.034474693,0.07322999
t_1252,25.806629999999984,46.87887,0.052925676,0.05360074,0.03458705,0.07214246
t_1253,25.99412000000001,46.98252,0.055498,0.05259046,0.033942748,0.07106231
t_1254,25.655069999999995,47.00717,0.046725497,0.04195804,0.029635293,0.059470028
t_1255,25.842659999999995,47.11085,0.045218054,0.041227497,0.02917628,0.058656447
t_1256,26.030630000000002,47.21426,0.044459138,0.040227734,0.028230155,0.057538986
t_1257,25.690789999999993,47.23892,0.034379374,0.021182515,0.025271818,0.049081154
t_1258,25.878860000000003,47.34235,0.03805252,0.032115716,0.024577744,0.06085539
t_1259,25.50313,47.13523,0.036849134,0.033353,0.025604695,0.0497135
t_126,23.588760000000008,42.98211,0.0059917145,0.0021006188,0.0064671333,0.008689444
t_1260,25.163430000000005,47.15905,0.033827074,0.02715174,0.02225676,0.053450927
t_1261,25.350779999999986,47.26302,0.037984084,0.02676376,0.022304123,0.05286183
t_1262,25.01060000000001,47.28658,0.030852364,0.021933801,0.019542903,0.045377918
t_1263,25.53853000000001,47.36674,0.030080609,0.017010335,0.022058323,0.041424986
t_1264,25.19802999999999,47.39057,0.029908188,0.021644076,0.019580102,0.044919174
t_1265,25.385860000000008,47.4943,0.026573276,0.021321712,0.019395795,0.03522057
t_1266,25.04489000000001,47.51786,0.022948803,0.017633798,0.017313454,0.030478783
t_1267,25.232799999999997,47.62161,0.02561672,0.017382946,0.017173085,0.038015455
t_1268,25.421120000000002,47.7251,0.024827639,0.01711085,0.01687167,0.03756344
t_1269,26.182019999999994,47.08592,0.055514745,0.051079817,0.03263174,0.08749626
t_127,23.262259999999998,43.00353,0.005547484,0.001852225,0.006100116,0.007927032
t_1270,26.370299999999986,47.18905,0.061568428,0.053955387,0.03130957,0.08342688
t_1271,26.558989999999994,47.29192,0.047544543,0.044016443,0.02869262,0.07781931
t_1272,26.219009999999997,47.31741,0.043263514,0.038238596,0.026897743,0.069702365
t_1273,26.407780000000002,47.4203,0.03992195,0.035462845,0.025301501,0.065726385
t_1274,26.596959999999996,47.52293,0.042703282,0.032203633,0.023561494,0.060984492
t_1275,26.25618,47.54843,0.033579484,0.028806949,0.022376014,0.044378407
t_1276,26.44543999999999,47.65108,0.038425814,0.029706184,0.021274835,0.05242333
t_1277,26.635109999999997,47.75346,0.031477153,0.023944099,0.01962348,0.04852867
t_1278,26.293530000000004,47.77897,0.028515467,0.021820206,0.018817341,0.0451982
t_1279,26.067319999999995,47.44552,0.04160156,0.030749654,0.023585783,0.058840748
t_128,23.766930000000002,43.09098,0.008758828,0.0038245437,0.006977606,0.0123336455
t_1280,25.726679999999988,47.47019,0.033022348,0.025849039,0.021540666,0.051466342
t_1281,25.915230000000008,47.57338,0.030355068,0.024889883,0.020791916,0.039652906
t_1282,25.574099999999987,47.59777,0.026656741,0.020957591,0.019003687,0.0347603
t_1283,26.104179999999985,47.67631,0.03285792,0.023507217,0.019865174,0.047848567
t_1284,25.762730000000005,47.70098,0.024248026,0.020273492,0.018430676,0.033891156
t_1285,25.95177000000001,47.80393,0.029300945,0.019276101,0.01771272,0.041121174
t_1286,25.60983999999999,47.82833,0.02324871,0.016615773,0.01642737,0.036737088
t_1287,25.798959999999994,47.93129,0.027522312,0.017825464,0.016008755,0.035511058
t_1288,25.988490000000013,48.03399,0.025515731,0.01497435,0.015212303,0.03395879
t_1289,25.079340000000002,47.74867,0.020138659,0.014268996,0.0153030865,0.025968313
t_129,24.71439000000001,42.78296,0.0082909,0.0041430267,0.007277454,0.013077815
t_1290,25.267740000000003,47.85218,0.02215541,0.014062111,0.015068244,0.032386705
t_1291,25.45653999999999,47.95542,0.018353703,0.01369902,0.014719514,0.025182836
t_1292,25.11394999999999,47.97899,0.018147875,0.011627382,0.013532677,0.02226451
t_1293,25.302840000000003,48.08225,0.016822403,0.011357711,0.013255746,0.021876497
t_1294,25.492130000000003,48.18525,0.018260686,0.010954061,0.012899293,0.026849322
t_1295,25.14873,48.20883,0.014669898,0.009465847,0.011994138,0.019092126
t_1296,25.33811,48.31184,0.015770355,0.009160587,0.011706181,0.023495022
t_1297,24.99421000000001,48.33515,0.0138644865,0.007927579,0.0109008355,0.021101015
t_1298,25.52789999999999,48.41459,0.020798547,0.009837968,0.011438557,0.020819062
t_1299,26.483280000000008,47.88137,0.032507677,0.022387205,0.017878477,0.04221547
t_13,24.58734000000001,41.82056,0.004287384,0.0011085973,0.0048795748,0.005458019
t_130,24.893380000000008,42.89094,0.008226631,0.0031165164,0.007839299,0.011600582
t_1300,26.14121,47.90661,0.026002709,0.018042024,0.01688948,0.039104283
t_1301,26.67344,47.98351,0.02133274,0.018016573,0.016563125,0.030979805
t_1302,26.331050000000005,48.00903,0.022349007,0.01665369,0.015999498,0.029185401
t_1303,26.521299999999997,48.11118,0.020517342,0.015189389,0.015077299,0.027222615
t_1304,26.17841999999999,48.13642,0.020389182,0.013933739,0.01449765,0.03216373
t_1305,26.36876000000001,48.23859,0.017903795,0.012819541,0.013746972,0.023956683
t_1306,26.559500000000014,48.3405,0.015133147,0.0075413366,0.012982698,0.022340195
t_1307,26.215810000000005,48.36575,0.015791237,0.010837623,0.012559497,0.021122282
t_1308,26.406650000000013,48.46767,0.015604869,0.0099532,0.011926521,0.024994347
t_1309,25.645749999999992,48.0584,0.02432591,0.014765505,0.014391595,0.03080975
t_131,24.567440000000005,42.91456,0.00883531,0.004460701,0.007531358,0.013805898
t_1310,25.83537000000001,48.16111,0.01769749,0.012477821,0.013752028,0.023475338
t_1311,26.025390000000016,48.26356,0.016890168,0.01169098,0.013173909,0.022355722
t_1312,25.68182999999999,48.28798,0.018604644,0.010439159,0.01247788,0.025900047
t_1313,25.871939999999995,48.39044,0.0152796395,0.009839236,0.012006827,0.01965099
t_1314,26.062459999999987,48.49264,0.013208584,0.0059279767,0.0115010785,0.01866291
t_1315,25.71808999999999,48.51707,0.015633352,0.008306805,0.010976399,0.021846004
t_1316,25.90870000000001,48.61928,0.017511569,0.008747433,0.010622862,0.020840904
t_1317,25.563829999999996,48.64343,0.012426786,0.007035182,0.010064838,0.015315319
t_1318,26.099710000000016,48.72123,0.011799615,0.007254934,0.010117425,0.015668143
t_1319,25.18368000000001,48.43817,0.014204066,0.007694468,0.010666097,0.020638924
t_132,24.74651,43.02258,0.009876209,0.005223347,0.008136251,0.015503526
t_1320,25.373549999999994,48.54094,0.014472291,0.007392588,0.010384488,0.02003557
t_1321,25.028840000000002,48.56425,0.0168529,0.0072814953,0.0098110465,0.016656566
t_1322,25.218790000000013,48.66702,0.012534876,0.0062556337,0.0095224185,0.01770756
t_1323,25.409159999999986,48.76953,0.015181119,0.006705859,0.009306559,0.015674032
t_1324,25.06362999999999,48.79285,0.012903628,0.0053118193,0.008760148,0.015696347
t_1325,25.254079999999988,48.89538,0.010192464,0.0050924397,0.008537199,0.01521674
t_1326,25.444940000000003,48.99763,0.0095651,0.0048441174,0.008290706,0.011630951
t_1327,25.09858,49.02095,0.009036871,0.0043516187,0.007895764,0.010750515
t_1328,25.289530000000013,49.12322,0.011458354,0.004660814,0.007721274,0.013103089
t_1329,26.597890000000007,48.56932,0.016951254,0.009067669,0.011289811,0.023317343
t_133,24.42013,43.04593,0.009688182,0.004770329,0.007771463,0.014503173
t_1330,26.253379999999993,48.59458,0.013728619,0.008491266,0.010974457,0.017608752
t_1331,26.44471999999999,48.69625,0.0128335785,0.0077918298,0.010439103,0.016519729
t_1332,26.63646,48.79765,0.011646461,0.007101745,0.00990502,0.0154224625
t_1333,26.29113000000001,48.82291,0.015183263,0.0075179674,0.009720487,0.0186294
t_1334,26.482969999999995,48.92433,0.010239573,0.006147142,0.009210783,0.013861448
t_1335,26.137139999999988,48.94932,0.014127328,0.006471586,0.009010587,0.016678032
t_1336,26.675219999999996,49.02547,0.01084544,0.0056071025,0.008759597,0.016334297
t_1337,26.32907,49.05074,0.011884438,0.00532304,0.008574939,0.015720744
t_1338,26.521410000000003,49.1519,0.008924862,0.004884444,0.00818624,0.011702032
t_1339,22.209519999999998,48.27198,0.009344267,0.0027486575,0.0059783547,0.008157672
t_134,24.92595,43.13035,0.012407286,0.006127069,0.008809812,0.017438183
t_1340,22.395820000000015,48.3775,0.010350694,0.002827999,0.0060756626,0.008356075
t_1341,22.051050000000004,48.39608,0.008944694,0.002372747,0.005588645,0.007330312
t_1342,22.237419999999986,48.50162,0.009232405,0.0024375839,0.0056732474,0.0074753403
t_1343,22.424199999999985,48.60689,0.0070561506,0.0022183536,0.0057252827,0.008290303
t_1344,22.26545999999999,48.73076,0.0064259064,0.0019147597,0.0053551956,0.007449694
t_1345,22.45272,48.83578,0.0062386794,0.0019417302,0.0054034144,0.0075257276
t_1346,22.92750000000001,48.46333,0.007059031,0.0030502174,0.00666537,0.00828972
t_1347,22.58252999999999,48.48275,0.0089759985,0.0028910085,0.00615707,0.008463096
t_1348,23.11497,48.56804,0.006891705,0.0030784672,0.006717707,0.008345676
t_1349,22.769659999999988,48.58774,0.0071385503,0.0026167592,0.0061990903,0.009348998
t_135,24.59926999999999,43.15398,0.011503192,0.005612709,0.008418619,0.01634633
t_1350,22.957189999999997,48.69246,0.006020856,0.001704418,0.0062443186,0.0074608764
t_1351,22.61139,48.71189,0.0075374143,0.002251169,0.0057805106,0.008379284
t_1352,23.14515,48.79692,0.0072008856,0.0026452472,0.0062703756,0.00942302
t_1353,22.799000000000007,48.81663,0.0053556575,0.0014657225,0.0058198418,0.006685032
t_1354,22.987030000000004,48.9211,0.0068799965,0.0022748096,0.005842634,0.008443177
t_1355,22.6404,48.94053,0.005198829,0.0019574184,0.0054378174,0.006002504
t_1356,23.17546999999999,49.0253,0.0063260975,0.0022651001,0.0058485097,0.008416956
t_1357,22.828489999999988,49.04501,0.00530123,0.0019614648,0.005457865,0.006011511
t_1358,23.01701,49.14923,0.0056717456,0.0019538028,0.005463262,0.007559671
t_1359,23.205929999999995,49.25318,0.005476096,0.001937429,0.005453946,0.005957935
t_136,24.778780000000012,43.2618,0.012726527,0.0066194944,0.009143803,0.018462842
t_1360,22.85812999999999,49.2729,0.004852238,0.0016894243,0.00511547,0.0053942767
t_1361,23.04713000000001,49.37686,0.0050707697,0.0016758898,0.005107657,0.005362906
t_1362,22.698829999999987,49.3963,0.0051482045,0.0014641902,0.0048004445,0.0061327005
t_1363,22.887900000000002,49.50027,0.004565158,0.0014529853,0.0047938772,0.0048359386
t_1364,23.07740000000001,49.60397,0.0052263625,0.0014411426,0.0047762566,0.006062629
t_1368,24.461430000000007,48.25433,0.011890122,0.0068664746,0.010192438,0.015042669
t_1369,24.650149999999996,48.3579,0.011593169,0.0067870826,0.010095646,0.01491381
t_137,24.451660000000004,43.28516,0.01282119,0.0067146663,0.008724846,0.017137757
t_1370,24.839290000000005,48.46121,0.013082106,0.0066693355,0.009948304,0.018565511
t_1371,24.494740000000007,48.48368,0.010598468,0.0057252864,0.009235636,0.0131532615
t_1372,24.683960000000013,48.58701,0.01153691,0.005634305,0.009114101,0.016392648
t_1373,24.873590000000007,48.69006,0.012278102,0.0054946872,0.008954136,0.016092421
t_1374,24.52821,48.71254,0.010917977,0.004778409,0.008379937,0.014521214
t_1375,24.717919999999992,48.81562,0.013495611,0.005238741,0.008286105,0.013069732
t_1376,24.908050000000003,48.91842,0.00961269,0.00452515,0.00808366,0.013952004
t_1377,24.561849999999993,48.94091,0.011322511,0.0044666305,0.00765229,0.012700838
t_1378,23.42929000000001,48.31841,0.009224335,0.0042261523,0.007843936,0.013269643
t_1379,23.617019999999997,48.42282,0.008095612,0.0027342818,0.007884499,0.010538292
t_138,24.95866000000001,43.36936,0.017286643,0.008779912,0.010016435,0.019131688
t_1380,23.27233000000001,48.44335,0.0075680595,0.0036010074,0.0072478014,0.009358471
t_1381,23.80516,48.52697,0.008134395,0.0027175117,0.0078931805,0.010490866
t_1382,23.460139999999996,48.54778,0.00885144,0.0036084123,0.007282546,0.011819708
t_1383,23.648359999999997,48.65195,0.008396561,0.0035882164,0.0072903316,0.0117712915
t_1384,23.302850000000007,48.67248,0.0088569615,0.0030847858,0.006747696,0.010540523
t_1385,23.49114,48.77666,0.006503353,0.0019815254,0.0067547383,0.008326977
t_1386,23.679849999999988,48.88057,0.006703537,0.0019626946,0.00673878,0.008269159
t_1387,23.33350999999999,48.90111,0.006724091,0.0026328897,0.0062767845,0.007446582
t_1388,24.02602999999999,48.85948,0.008124681,0.0035173683,0.0072252997,0.009199024
t_1389,24.21548999999999,48.96284,0.0106558325,0.0038970567,0.0071838526,0.0114943525
t_139,24.06295,42.82908,0.0068513574,0.0034696779,0.006672684,0.009107676
t_1390,23.86896999999999,48.98422,0.0071930005,0.0030106106,0.006700186,0.008211043
t_1391,24.40536,49.06594,0.007511031,0.0034048627,0.007059183,0.008983014
t_1392,24.05850000000001,49.08759,0.007952791,0.0029753598,0.0066398797,0.010266392
t_1393,24.24844999999999,49.1907,0.008323428,0.002920792,0.0065591126,0.010128722
t_1394,23.901099999999985,49.21209,0.008567076,0.002868116,0.006201285,0.009190971
t_1395,24.091129999999993,49.31521,0.009567414,0.0028190045,0.0061316974,0.008309109
t_1396,24.28157999999999,49.41806,0.0075352904,0.0024537914,0.006024864,0.008921421
t_1397,23.933390000000003,49.43945,0.00879731,0.0024311717,0.0057246536,0.007461043
t_1398,23.522289999999998,49.00504,0.005866072,0.0016844162,0.006263475,0.0073970044
t_1399,23.711489999999998,49.1087,0.0064751105,0.0025846004,0.006230782,0.0073468653
t_14,24.76459,41.92935,0.0046642404,0.0012657831,0.005173785,0.006009288
t_140,24.24135000000001,42.93762,0.0071732183,0.002623761,0.007192302,0.01022437
t_1400,23.364319999999992,49.12924,0.005586113,0.0014496711,0.0058373893,0.006631721
t_1401,23.553589999999986,49.23291,0.0060072485,0.002225087,0.0058095497,0.0065883156
t_1402,23.74328,49.33631,0.007878213,0.0024707774,0.0057844603,0.008246055
t_1403,23.395280000000014,49.35686,0.0062438864,0.0019205787,0.005430141,0.0074661225
t_1404,23.585049999999995,49.46028,0.0073439647,0.0021338605,0.0054086708,0.0074130725
t_1405,23.236549999999994,49.48055,0.0053761904,0.0016617791,0.005087211,0.0067218943
t_1406,23.775239999999997,49.56342,0.006878947,0.0021018062,0.0053570624,0.0073320777
t_1407,23.426389999999998,49.58398,0.0076900735,0.0018472623,0.0050687594,0.006112436
t_1408,24.752049999999997,49.04372,0.0086007845,0.0038669107,0.00748115,0.012433518
t_1409,24.942669999999993,49.14627,0.008491174,0.0037287544,0.0073218127,0.012106803
t_141,23.91512,42.96014,0.007134312,0.0036558802,0.0068340814,0.009462569
t_1410,24.595650000000006,49.16877,0.008800465,0.0033140155,0.0069425777,0.011106847
t_1411,24.78635,49.27133,0.007032369,0.0032034132,0.0068067284,0.008591605
t_1412,24.438819999999993,49.29354,0.008804842,0.003195495,0.0064835944,0.009944004
t_1413,24.97747000000001,49.37362,0.007828551,0.0030761685,0.0066542784,0.010519027
t_1414,24.629610000000014,49.39612,0.0067286156,0.0027589593,0.0063431114,0.0077047064
t_1415,24.820809999999994,49.49842,0.0070521426,0.0026560964,0.0062119304,0.009451156
t_1416,24.47245000000001,49.52064,0.005937883,0.0023818056,0.0059245965,0.0069226455
t_1417,24.663729999999987,49.62296,0.005711243,0.00229825,0.005811177,0.006745138
t_1418,24.12392,49.54231,0.005923976,0.0021193104,0.005632453,0.00801961
t_1419,24.314869999999985,49.64491,0.005675562,0.0020608038,0.005545677,0.0062311296
t_142,24.09360000000001,43.06873,0.009575163,0.0042968355,0.0073809507,0.013432015
t_1420,23.965840000000014,49.6663,0.0051112804,0.0018346168,0.005277113,0.00572674
t_1421,24.156869999999998,49.7689,0.004767802,0.0011537119,0.005201722,0.0056182505
t_1422,24.34832,49.87124,0.006789813,0.0019423051,0.005130559,0.0069240327
t_1423,23.99844999999999,49.89263,0.005039435,0.0015525101,0.004888637,0.006398535
t_1424,24.18997999999999,49.99498,0.005435771,0.001506633,0.0048135207,0.00626097
t_1426,24.38193000000001,50.09705,0.0060655163,0.0016324562,0.004742503,0.006104577
t_1428,23.616659999999996,49.68713,0.00735071,0.0018211998,0.005024014,0.006049796
t_1429,23.267320000000012,49.70741,0.0047463896,0.0014284375,0.0047478443,0.0060238736
t_143,24.27243999999999,43.17707,0.011342018,0.0050637536,0.007993127,0.015153654
t_1430,23.80734000000001,49.79002,0.0070873606,0.0017858201,0.004968116,0.005964378
t_1431,23.457660000000004,49.81058,0.0051862556,0.0014094639,0.0047090864,0.005965824
t_1438,24.855439999999987,49.72501,0.005772154,0.0022051109,0.005686445,0.0065452633
t_1439,24.50623999999999,49.74723,0.0066018817,0.0019926752,0.0054472354,0.0076685916
t_144,23.945480000000003,43.1996,0.010101769,0.004508919,0.0075492137,0.013915257
t_1440,24.69802999999999,49.84929,0.0073837754,0.0021502404,0.0053546326,0.0068243896
t_1441,24.890240000000006,49.95107,0.004986471,0.0018336026,0.005221215,0.005724443
t_1442,24.540189999999996,49.9733,0.0058031715,0.0016684015,0.005020862,0.006741306
t_1443,24.732489999999984,50.0751,0.006169125,0.0017953028,0.004931348,0.0065399883
t_1444,24.925209999999993,50.17662,0.0060993093,0.0017137174,0.0048210486,0.0063232346
t_1445,24.574309999999997,50.19886,0.0063979332,0.001568978,0.004651307,0.0054304646
t_145,24.124390000000005,43.30797,0.010436651,0.0053322087,0.008191631,0.015740672
t_1457,25.754520000000014,48.74566,0.011441604,0.006636101,0.009715869,0.014667757
t_1458,25.945629999999994,48.84762,0.013669241,0.0062093465,0.009346165,0.017610732
t_1459,25.599940000000004,48.87178,0.010461117,0.005662713,0.008963847,0.013047156
t_146,24.303679999999986,43.4161,0.014525772,0.0070987237,0.008963081,0.016346702
t_1460,25.79113000000001,48.97375,0.0118029695,0.005324394,0.008651763,0.015723689
t_1461,25.982730000000004,49.07546,0.01054091,0.004971365,0.008326321,0.014949872
t_1462,25.63622000000001,49.09962,0.012759707,0.0051326314,0.008063555,0.012874844
t_1463,25.827910000000003,49.20134,0.010558366,0.0042909808,0.0077479915,0.013418591
t_1464,26.020019999999988,49.30279,0.009695821,0.0040005688,0.007461623,0.012746798
t_1465,25.672680000000014,49.32696,0.0073350985,0.002394941,0.007222733,0.009563575
t_1466,25.86488,49.42842,0.009963365,0.0038972744,0.0070038363,0.011494822
t_1467,26.17474999999999,49.1769,0.008204339,0.0029781181,0.007993288,0.011219917
t_1468,26.36717999999999,49.27807,0.0112922685,0.004774847,0.007691831,0.013337342
t_1469,26.560030000000012,49.37897,0.009906821,0.003906686,0.007323603,0.012527028
t_147,23.97596999999999,43.43865,0.0132745085,0.006246104,0.008403339,0.014874529
t_1470,26.212549999999993,49.40398,0.0072054407,0.0023948967,0.0071709845,0.009563445
t_1471,26.40548000000001,49.50489,0.008930909,0.0034222214,0.006879776,0.011370666
t_1472,26.598839999999996,49.60553,0.008755789,0.0031435492,0.0065910206,0.010686701
t_1473,26.250519999999995,49.63054,0.007857948,0.0029984927,0.006468832,0.010324557
t_1474,26.443970000000007,49.7312,0.008380415,0.0031046611,0.0062371143,0.009737163
t_1475,26.63784000000001,49.83158,0.009033347,0.0028538562,0.0059842365,0.00838377
t_1476,26.288690000000003,49.85659,0.0084467735,0.0027329796,0.005884609,0.008123785
t_1477,25.48089999999999,49.22522,0.0128612,0.004418477,0.0074935225,0.0115354955
t_1478,25.133710000000008,49.24855,0.008619204,0.0035705771,0.007143792,0.011728947
t_1479,25.32516000000001,49.35057,0.008844439,0.0033967022,0.006950449,0.011308642
t_148,24.155329999999992,43.54681,0.013667456,0.007436134,0.009168836,0.018479265
t_1480,25.517030000000005,49.45231,0.010189924,0.00360344,0.006771514,0.009937655
t_1481,25.169010000000014,49.47564,0.009424726,0.0032937946,0.0065122214,0.01016614
t_1482,25.360960000000006,49.5774,0.008250308,0.0027850324,0.006310486,0.0097832875
t_1483,25.012429999999995,49.60046,0.0064009945,0.0025418992,0.006068186,0.007258284
t_1484,25.20447999999999,49.70222,0.00790907,0.0027141846,0.0059341425,0.0088292435
t_1485,25.39694,49.80372,0.0063435985,0.0022899597,0.005752016,0.00848403
t_1486,25.047570000000007,49.82678,0.004949703,0.0013587298,0.0055522546,0.006326676
t_1487,26.05749,49.52962,0.008398062,0.003235095,0.006723268,0.010913039
t_1488,25.70931999999999,49.55379,0.007956349,0.003019291,0.006531208,0.010376753
t_1489,25.902019999999993,49.65499,0.009312768,0.0031682972,0.0063343616,0.009047083
t_149,23.44013000000001,43.11268,0.0064299935,0.0021758806,0.0065722144,0.008915788
