# 20230206_M7.8_KahramanmarasGaziantep median gmf, Stations:None, gmlt:Adjusted, Rupture:USGS
custom_site_id,lon,lat,AkkarEtAlRjb2014,CauzziEtAl2014,KaleEtAl2015Turkey,ZhaoEtAl2016Asc
t_10115,41.51048,34.675,0.013686927,0.017252643,0.006331031,0.0019918687
t_10116,41.51048,34.74885,0.01330343,0.016897876,0.006202995,0.0021094333
t_10117,41.51048,34.82262,0.013105215,0.0167491,0.006168043,0.0022330715
t_10118,41.51048,34.89634,0.013679201,0.017399477,0.0065174145,0.0023630557
t_10119,41.51048,34.96998,0.013782216,0.017563364,0.0066343993,0.00249955
t_1012,36.47990999999999,38.49649,0.041330375,0.055354856,0.033859678,0.054069582
t_10120,41.51048,35.04356,0.013628092,0.017462563,0.006621513,0.0026428374
t_10121,41.51048,35.11707,0.013546386,0.017440185,0.0066454858,0.0027930795
t_10122,41.51048,35.19052,0.014969395,0.018993132,0.0074557085,0.0029504816
t_10123,41.51048,35.2639,0.014995062,0.019074947,0.007538308,0.0031152014
t_10124,41.51048,35.33722,0.016027257,0.02027938,0.008179389,0.002782743
t_10125,41.51048,35.41046,0.017034927,0.021566955,0.008846893,0.0029350016
t_10126,41.51048,35.48365,0.01660647,0.021040417,0.008653534,0.0030938569
t_10127,41.51048,35.55676,0.01716779,0.021762429,0.009059326,0.0032593189
t_10128,41.51048,35.62981,0.017063936,0.02166035,0.0090649845,0.0034314785
t_10129,41.51048,35.70279,0.016286824,0.020819876,0.008683011,0.004265134
t_1013,36.47990999999999,38.56676,0.03321059,0.046075955,0.026802957,0.037170827
t_10130,41.51048,35.77571,0.017513031,0.022272646,0.009477883,0.0037959418
t_10131,41.51048,35.84855,0.017950056,0.022842154,0.009818433,0.0039881207
t_10132,41.51048,35.92133,0.018140016,0.023106337,0.010007504,0.0041868216
t_10133,41.51048,35.99405,0.018310087,0.023346366,0.010184936,0.004391884
t_10134,41.51048,36.0667,0.01913147,0.024435107,0.010787015,0.004603059
t_10135,41.51048,36.13928,0.018440384,0.023576181,0.010409643,0.004820071
t_10136,41.51048,36.21179,0.018382406,0.02355399,0.010446086,0.0059571774
t_10137,41.51048,36.28424,0.01765778,0.022806227,0.010077207,0.0062260996
t_10138,41.51048,36.35661,0.012329804,0.017381225,0.007049665,0.0048699966
t_10139,41.51048,36.42893,0.018273719,0.023602448,0.010597373,0.006779386
t_1014,36.47990999999999,38.63696,0.036824893,0.0494626,0.02939762,0.045549344
t_10140,41.51048,36.50117,0.019653033,0.02522795,0.01153801,0.005978045
t_10141,41.51048,36.57335,0.020724121,0.02661986,0.012322419,0.0062200506
t_10142,41.51048,36.64546,0.02162659,0.027943661,0.0130333435,0.006463727
t_10143,41.51048,36.7175,0.022437332,0.02936853,0.013731667,0.006708141
t_10144,41.51048,36.78947,0.022404404,0.029138481,0.013731279,0.0069522965
t_10145,41.51048,36.86138,0.022386944,0.029012492,0.013756445,0.0071950415
t_10146,41.51048,36.93322,0.022491043,0.02912273,0.0138805695,0.0074351295
t_10147,41.51048,37.00499,0.022322545,0.028828839,0.013801241,0.0076712705
t_10148,41.51048,37.0767,0.02184874,0.028183443,0.013514665,0.007902138
t_10149,41.51048,37.14833,0.01800564,0.023967268,0.011069681,0.009600096
t_1015,36.47990999999999,38.7071,0.03626423,0.048455786,0.028613405,0.041966725
t_10150,41.51048,37.2199,0.016815556,0.022798633,0.01037491,0.009855247
t_10151,41.51048,37.2914,0.020535259,0.026748972,0.012787974,0.0100989975
t_10152,41.51048,37.36283,0.021523505,0.027899813,0.0134906145,0.010329599
t_10153,41.51048,37.4342,0.018903362,0.025105357,0.011822366,0.010545349
t_10154,41.51048,37.5055,0.021808222,0.028289987,0.013764575,0.010744531
t_10155,41.51048,37.57672,0.019527435,0.025836887,0.0122959055,0.010925511
t_10156,41.51048,37.64788,0.01608834,0.02231065,0.010130299,0.008306215
t_10157,41.51048,37.71898,0.018912178,0.025259046,0.011955088,0.0112271225
t_10158,41.51048,37.79,0.01774527,0.024078077,0.011227316,0.011345116
t_10159,41.51048,37.86096,0.015468735,0.02174434,0.009794316,0.008570677
t_1016,36.47990999999999,38.77717,0.035141185,0.046920143,0.027459357,0.0393798
t_10160,41.51048,37.93185,0.020747459,0.027245732,0.013203155,0.011510385
t_10161,41.51048,38.00267,0.02225868,0.02892748,0.014225869,0.011556211
t_10162,41.51048,38.07342,0.019716818,0.026169114,0.012539912,0.011576925
t_10163,41.51048,38.1441,0.019915927,0.026376756,0.012668911,0.011572403
t_10164,41.51048,38.21472,0.015062762,0.02134196,0.00955244,0.0086477995
t_10165,41.51048,38.28526,0.015106633,0.021377036,0.009572235,0.00860704
t_10166,41.51048,38.35574,0.015453414,0.021722343,0.009780048,0.008548166
t_10167,41.51048,38.42615,0.016622324,0.022909993,0.010504906,0.00847179
t_10168,41.51048,38.49649,0.015541999,0.021767763,0.009801179,0.008378672
t_10169,41.51048,38.56676,0.014812056,0.020979086,0.009319139,0.008269706
t_1017,36.47990999999999,38.84716,0.031182757,0.042306833,0.024084987,0.03698824
t_10170,41.51048,38.63696,0.0147636365,0.020895103,0.009263768,0.008145899
t_10171,41.51048,38.7071,0.014636499,0.020724911,0.009156163,0.008008335
t_10172,41.51048,38.77717,0.022904348,0.029620497,0.014479514,0.0088785775
t_10173,41.51048,38.84716,0.024274537,0.03192107,0.015523948,0.008696187
t_10174,41.51048,38.91709,0.019465948,0.02558829,0.012084266,0.010044461
t_10175,41.51048,38.98695,0.015544538,0.0214762,0.009575846,0.0073449365
t_10176,41.51048,39.05674,0.015719647,0.02160239,0.00964007,0.0071571055
t_10177,41.51048,39.12646,0.014704283,0.020497289,0.008971057,0.0069630067
t_10178,41.51048,39.19612,0.016703494,0.022495637,0.010147614,0.00902816
t_10179,41.51048,39.2657,0.016683409,0.022411702,0.010081133,0.008757159
t_1018,36.47990999999999,38.91709,0.031144006,0.04197274,0.023833547,0.034761302
t_10180,41.51048,39.33521,0.015905507,0.021548508,0.009551713,0.006354981
t_10181,41.51048,39.40466,0.01607853,0.021659601,0.009600177,0.008205399
t_10182,41.51048,39.47404,0.016122747,0.021637077,0.0095684,0.007927331
t_10183,41.51048,39.54334,0.015535852,0.020967351,0.009157704,0.007649544
t_10184,41.51048,39.61258,0.01504575,0.020396363,0.0088077895,0.005523789
t_10185,41.51048,39.68175,0.01649562,0.021810602,0.009604944,0.0070987595
t_10186,41.51048,39.75085,0.017017262,0.022279827,0.009849794,0.0068276534
t_10187,41.51048,39.81988,0.016133158,0.021297034,0.009260075,0.0065604867
t_10188,41.51048,39.88884,0.013147297,0.018171215,0.007473616,0.004718348
t_10189,41.51048,39.95774,0.017750593,0.022863274,0.010082697,0.0060405917
t_1019,36.47990999999999,38.98695,0.03644568,0.048317675,0.027893985,0.027626378
t_10190,41.51048,40.02656,0.0118850805,0.016736047,0.006652307,0.0043370496
t_10191,41.51048,40.09531,0.015123915,0.019980766,0.008413959,0.005543602
t_10192,41.51048,40.164,0.014047643,0.018815454,0.007744417,0.005304697
t_10193,41.51048,40.23261,0.015208037,0.019926965,0.008329173,0.0050725965
t_10194,41.51048,40.30116,0.013115697,0.017730344,0.007107865,0.0036316419
t_10195,41.51048,40.36963,0.01209748,0.01662407,0.0064973054,0.0034683312
t_10196,41.51048,40.43804,0.0109551605,0.015387089,0.005832787,0.0033104185
t_10197,41.51048,40.50638,0.011124247,0.01549957,0.0058710584,0.0031579735
t_10198,41.51048,40.57464,0.010660099,0.014959141,0.005576328,0.0030110558
t_10199,41.51048,40.64284,0.012599118,0.016875714,0.006536697,0.003830241
t_102,34.95276999999999,35.41046,0.029541451,0.040348783,0.02265098,0.03539774
t_1020,36.569739999999996,35.41046,0.051992897,0.069364935,0.04393923,0.06454579
t_10200,41.51048,40.71097,0.010492317,0.014666511,0.00539022,0.0027334723
t_1021,36.569739999999996,35.48365,0.054652106,0.0727232,0.046798296,0.07170977
t_1022,36.569739999999996,35.55676,0.051519595,0.069031864,0.04456246,0.07992092
t_1023,36.569739999999996,35.62981,0.061668452,0.08171058,0.054289058,0.08938564
t_1024,36.569739999999996,35.70279,0.06961156,0.092615105,0.062204234,0.10035393
t_1025,36.569739999999996,35.77571,0.070898324,0.09331632,0.06335383,0.11313326
t_1026,36.569739999999996,35.84855,0.08337994,0.10998326,0.074998565,0.12808274
t_1027,36.569739999999996,35.92133,0.09032523,0.11758197,0.081431754,0.14561063
t_1028,36.569739999999996,35.99405,0.09697392,0.124583945,0.08762919,0.16610003
t_1029,36.569739999999996,36.0667,0.103170596,0.13127607,0.09349109,0.14278789
t_103,34.95276999999999,35.48365,0.030528422,0.04169269,0.023631277,0.037602577
t_1030,36.569739999999996,36.13928,0.13522351,0.17320621,0.123817526,0.21600749
t_1031,36.569739999999996,36.21179,0.13708405,0.16739929,0.12529281,0.24289668
t_1032,36.569739999999996,36.28424,0.17179635,0.22342196,0.1589685,0.2736063
t_1033,36.569739999999996,36.35661,0.17597117,0.28433686,0.1646283,0.26585776
t_1034,36.569739999999996,36.42893,0.21944128,0.26860842,0.2040265,0.36665684
t_1035,36.569739999999996,36.50117,0.24925266,0.3106112,0.2327913,0.42461196
t_1036,36.569739999999996,36.57335,0.24879088,0.26972565,0.23040171,0.4468498
t_1037,36.569739999999996,36.64546,0.3290686,0.39194134,0.30784467,0.56309897
t_1038,36.569739999999996,36.7175,0.37332004,0.36117673,0.34407842,0.5290258
t_1039,36.569739999999996,36.78947,0.43872634,0.5828265,0.40770817,0.65568924
t_104,34.95276999999999,35.55676,0.031532265,0.04305678,0.024631066,0.03985984
t_1040,36.569739999999996,36.86138,0.54868174,0.61072046,0.5005964,0.94768137
t_1041,36.569739999999996,36.93322,0.54593325,0.5807608,0.49611712,0.9506949
t_1042,36.569739999999996,37.00499,0.49220577,0.47716412,0.44932196,0.6837811
t_1043,36.569739999999996,37.0767,0.44365555,0.45507437,0.41034865,0.7262958
t_1044,36.569739999999996,37.14833,0.36114457,0.3687077,0.3350502,0.609639
t_1045,36.569739999999996,37.2199,0.26083475,0.2745811,0.24136117,0.3777687
t_1046,36.569739999999996,37.2914,0.19373535,0.21872258,0.1787832,0.306051
t_1047,36.569739999999996,37.36283,0.15719578,0.18646035,0.14456835,0.25305328
t_1048,36.569739999999996,37.4342,0.13665824,0.16674085,0.12521638,0.212585
t_1049,36.569739999999996,37.5055,0.117089495,0.1472633,0.10689683,0.18426043
t_105,34.95276999999999,35.62981,0.032544207,0.04442868,0.02564154,0.042147502
t_1050,36.569739999999996,37.57672,0.10377951,0.13325228,0.0944194,0.16601758
t_1051,36.569739999999996,37.64788,0.107858144,0.13644387,0.09787505,0.14885314
t_1052,36.569739999999996,37.71898,0.08141891,0.10824904,0.07352723,0.13206534
t_1053,36.569739999999996,37.79,0.090500675,0.11696778,0.08158962,0.15556715
t_1054,36.569739999999996,37.86096,0.06474052,0.08827756,0.05803277,0.10371522
t_1055,36.569739999999996,37.93185,0.05855208,0.0805571,0.052310508,0.09249631
t_1056,36.569739999999996,38.00267,0.053455114,0.074066244,0.04761094,0.08297171
t_1057,36.569739999999996,38.07342,0.049184654,0.06853414,0.043683976,0.07480064
t_1058,36.569739999999996,38.1441,0.053159926,0.07171878,0.046699762,0.06772746
t_1059,36.569739999999996,38.21472,0.04786255,0.06524374,0.04149512,0.061450843
t_106,34.95276999999999,35.70279,0.03355254,0.04579243,0.026650857,0.044437002
t_1060,36.569739999999996,38.28526,0.039557926,0.055746306,0.03384054,0.05581918
t_1061,36.569739999999996,38.35574,0.03740061,0.052707702,0.031576972,0.05077324
t_1062,36.569739999999996,38.42615,0.045377716,0.060626995,0.037907097,0.06175128
t_1063,36.569739999999996,38.49649,0.043893747,0.05850313,0.03621655,0.05638397
t_1064,36.569739999999996,38.56676,0.038047817,0.051469766,0.030919636,0.051556837
t_1065,36.569739999999996,38.63696,0.03718736,0.050112855,0.029894516,0.047822375
t_1066,36.569739999999996,38.7071,0.036292575,0.04879044,0.028894588,0.04477663
t_1067,36.569739999999996,38.77717,0.039030004,0.05175296,0.030892255,0.0419716
t_1068,36.569739999999996,38.84716,0.036950313,0.049027987,0.028928187,0.039368507
t_1069,36.569739999999996,38.91709,0.040376544,0.05488813,0.031760573,0.031225447
t_107,34.95276999999999,35.77571,0.034543082,0.047128916,0.027644621,0.046693973
t_1070,36.569739999999996,38.98695,0.03488099,0.046182133,0.026770297,0.0345358
t_1071,36.65957,35.41046,0.04909602,0.0652452,0.041209638,0.06268012
t_1072,36.65957,35.48365,0.052180015,0.069326304,0.044416763,0.06940982
t_1073,36.65957,35.55676,0.05840324,0.0780307,0.050572474,0.07705405
t_1074,36.65957,35.62981,0.06326385,0.08478371,0.055596806,0.08576785
t_1075,36.65957,35.70279,0.06396849,0.08461506,0.056782912,0.09572637
t_1076,36.65957,35.77571,0.06850488,0.09033096,0.061135747,0.107126266
t_1077,36.65957,35.84855,0.074594855,0.09791634,0.06677893,0.12016296
t_1078,36.65957,35.92133,0.08588924,0.11258215,0.077310435,0.13500337
t_1079,36.65957,35.99405,0.09918885,0.13442914,0.09006951,0.12831342
t_108,34.95276999999999,35.84855,0.03549852,0.048414957,0.02860515,0.048876744
t_1080,36.65957,36.0667,0.1090205,0.1455355,0.09925586,0.16997404
t_1081,36.65957,36.13928,0.10449186,0.13277113,0.09470432,0.18901509
t_1082,36.65957,36.21179,0.11518654,0.14448442,0.104719765,0.20699231
t_1083,36.65957,36.28424,0.13713951,0.17107718,0.12541667,0.22525702
t_1084,36.65957,36.35661,0.1524594,0.18841888,0.13993956,0.24605028
t_1085,36.65957,36.42893,0.15993217,0.19098,0.14680699,0.27761602
t_1086,36.65957,36.50117,0.18425208,0.22025152,0.17000157,0.3073286
t_1087,36.65957,36.57335,0.19475982,0.22413918,0.17966203,0.3445797
t_1088,36.65957,36.64546,0.21376744,0.2373668,0.19743533,0.30602655
t_1089,36.65957,36.7175,0.22118278,0.24151082,0.20448667,0.3561156
t_109,34.95276999999999,35.92133,0.03639949,0.0496249,0.02951263,0.050939098
t_1090,36.65957,36.78947,0.31506324,0.3803759,0.29486135,0.54106
t_1091,36.65957,36.86138,0.33440858,0.32960427,0.3085701,0.4980847
t_1092,36.65957,36.93322,0.41552904,0.39763185,0.38199288,0.57744646
t_1093,36.65957,37.00499,0.47508895,0.57865715,0.43963155,0.8248359
t_1094,36.65957,37.0767,0.5270618,0.6577949,0.4839949,0.9386693
t_1095,36.65957,37.14833,0.46284202,0.45443702,0.42022198,0.7216216
t_1096,36.65957,37.2199,0.35073137,0.3433057,0.32280037,0.54284155
t_1097,36.65957,37.2914,0.28499445,0.29198688,0.26357818,0.42298895
t_1098,36.65957,37.36283,0.20939092,0.23205578,0.19348729,0.33840427
t_1099,36.65957,37.4342,0.20617566,0.2348844,0.19044837,0.3633503
t_11,34.77311,36.21179,0.034592465,0.047195457,0.02769422,0.046806663
t_110,34.95276999999999,35.99405,0.037224386,0.050730266,0.030344859,0.052829813
t_1100,36.65957,37.5055,0.14458968,0.17459774,0.13272406,0.23103705
t_1101,36.65957,37.57672,0.1526614,0.18483636,0.13997367,0.25614348
t_1102,36.65957,37.64788,0.12818134,0.15880077,0.11690268,0.22270454
t_1103,36.65957,37.71898,0.10085435,0.12881586,0.09140068,0.14586426
t_1104,36.65957,37.79,0.07853489,0.10487951,0.07084145,0.12735564
t_1105,36.65957,37.86096,0.06957646,0.09419186,0.06251542,0.112216935
t_1106,36.65957,37.93185,0.07531974,0.09894899,0.06751307,0.13269608
t_1107,36.65957,38.00267,0.05912815,0.08066805,0.052767877,0.089038536
t_1108,36.65957,38.07342,0.06582022,0.08701479,0.058675043,0.10656616
t_1109,36.65957,38.1441,0.053418443,0.07250245,0.047278333,0.07191735
t_111,34.95276999999999,36.0667,0.03795041,0.05170123,0.03107839,0.054495316
t_1110,36.65957,38.21472,0.044076823,0.061803922,0.038474604,0.064816445
t_1111,36.65957,38.28526,0.0409471,0.05761889,0.03526224,0.058599297
t_1112,36.65957,38.35574,0.038200762,0.053908166,0.032454293,0.053093076
t_1113,36.65957,38.42615,0.035776876,0.050603595,0.029985618,0.048204135
t_1114,36.65957,38.49649,0.043610726,0.058357794,0.036164153,0.058752913
t_1115,36.65957,38.56676,0.04374158,0.058218796,0.03595623,0.05475509
t_1116,36.65957,38.63696,0.042848848,0.05694041,0.034901485,0.051138125
t_1117,36.65957,38.7071,0.03691397,0.049814608,0.029670686,0.04782187
t_1118,36.65957,38.77717,0.033276718,0.04553927,0.026456956,0.033538774
t_1119,36.65957,38.84716,0.03509794,0.047144175,0.027658591,0.04184307
t_112,34.95276999999999,36.13928,0.03855521,0.052508682,0.031690158,0.055883367
t_1120,36.65957,38.91709,0.039203763,0.052006193,0.030793965,0.039081648
t_1121,36.65957,38.98695,0.037695933,0.049929757,0.029285459,0.036476288
t_1122,36.74941000000001,35.41046,0.05169453,0.06987491,0.04347235,0.051182732
t_1123,36.74941000000001,35.48365,0.055085056,0.07484951,0.046987288,0.05646235
t_1124,36.74941000000001,35.55676,0.055676706,0.074088745,0.04785697,0.07372635
t_1125,36.74941000000001,35.62981,0.06262672,0.08536691,0.054860014,0.06907842
t_1126,36.74941000000001,35.70279,0.06251748,0.08283789,0.0551376,0.09051069
t_1127,36.74941000000001,35.77571,0.067160524,0.08877159,0.059892543,0.10049336
t_1128,36.74941000000001,35.84855,0.07589897,0.10108344,0.068066984,0.11164295
t_1129,36.74941000000001,35.92133,0.083093174,0.111105375,0.074822284,0.12396638
t_113,34.95276999999999,36.21179,0.039018337,0.05312614,0.032159053,0.056946516
t_1130,36.74941000000001,35.99405,0.091423966,0.1343227,0.08327963,0.11617551
t_1131,36.74941000000001,36.0667,0.09851175,0.13212177,0.08935052,0.15131523
t_1132,36.74941000000001,36.13928,0.100438416,0.12946598,0.09088442,0.16513294
t_1133,36.74941000000001,36.21179,0.11427418,0.1604155,0.10463588,0.15069832
t_1134,36.74941000000001,36.28424,0.11826413,0.15111491,0.107669964,0.19261569
