# 20230206_M7.8_KahramanmarasGaziantep median gmf, Stations:None, gmlt:Adjusted, Rupture:AFAD
custom_site_id,lon,lat,AkkarEtAlRjb2014,CauzziEtAl2014,KaleEtAl2015Turkey,ZhaoEtAl2016Asc
t_10131,41.51048,35.84855,0.015319375,0.019125767,0.008275161,0.0031512922
t_10132,41.51048,35.92133,0.015429168,0.019282,0.008389978,0.003274412
t_10133,41.51048,35.99405,0.015518284,0.019414162,0.008491897,0.003398806
t_10134,41.51048,36.0667,0.016184784,0.020245634,0.008954292,0.0035241093
t_10135,41.51048,36.13928,0.015503983,0.019460235,0.008577263,0.0036499407
t_10136,41.51048,36.21179,0.015387291,0.019365804,0.008553246,0.0044607017
t_10137,41.51048,36.28424,0.014700932,0.018675083,0.008193263,0.0046091243
t_10138,41.51048,36.35661,0.010198377,0.014173312,0.0056869434,0.0035635661
t_10139,41.51048,36.42893,0.01509031,0.01916352,0.008508826,0.0049025384
t_1014,36.47990999999999,38.63696,0.032205738,0.042740744,0.025822436,0.03962053
t_10140,41.51048,36.50117,0.016191935,0.020392772,0.009216778,0.0042715985
t_10141,41.51048,36.57335,0.017039927,0.021420415,0.009795523,0.004390948
t_10142,41.51048,36.64546,0.017754296,0.0223815,0.010314719,0.0045073587
t_10143,41.51048,36.7175,0.01841005,0.023411652,0.0108297225,0.0046202545
t_10144,41.51048,36.78947,0.0182613,0.023116678,0.010737663,0.0047290507
t_10145,41.51048,36.86138,0.018134732,0.022904651,0.010670302,0.004833174
t_10146,41.51048,36.93322,0.018122075,0.022878595,0.010686665,0.004932026
t_10147,41.51048,37.00499,0.017868577,0.022535574,0.010536199,0.005025035
t_10148,41.51048,37.0767,0.017363116,0.021921631,0.010225377,0.0051116575
t_10149,41.51048,37.14833,0.014154652,0.018549697,0.0082787145,0.0061328695
t_1015,36.47990999999999,38.7071,0.031928565,0.042146396,0.025344882,0.03692829
t_10150,41.51048,37.2199,0.013146317,0.017558074,0.0077006673,0.0062182397
t_10151,41.51048,37.2914,0.016022397,0.020499572,0.009445495,0.006294288
t_10152,41.51048,37.36283,0.01673894,0.02127835,0.009907533,0.006360524
t_10153,41.51048,37.4342,0.014582001,0.019056398,0.008600784,0.0064165224
t_10154,41.51048,37.5055,0.016807036,0.021374393,0.009975584,0.0064619095
t_10155,41.51048,37.57672,0.0149338525,0.019433307,0.008831537,0.0064963875
t_10156,41.51048,37.64788,0.012231033,0.01670829,0.007221774,0.0048845215
t_10157,41.51048,37.71898,0.014335002,0.018837662,0.008478909,0.0065318556
t_10158,41.51048,37.79,0.013389859,0.017885799,0.007913492,0.0065326462
t_10159,41.51048,37.86096,0.011623751,0.016091742,0.006863524,0.00488632
t_1016,36.47990999999999,38.77717,0.030832509,0.040678114,0.02421752,0.034457285
t_10160,41.51048,37.93185,0.015579151,0.020092173,0.009224488,0.0065004746
t_10161,41.51048,38.00267,0.016702678,0.021262703,0.009911373,0.0064678094
t_10162,41.51048,38.07342,0.014699706,0.0191774,0.00867342,0.0064244205
t_10163,41.51048,38.1441,0.014811907,0.019276703,0.008728289,0.0063706446
t_10164,41.51048,38.21472,0.011155701,0.015558853,0.0065474594,0.0047250376
t_10165,41.51048,38.28526,0.011165103,0.015550575,0.0065391846,0.0046701366
t_10166,41.51048,38.35574,0.011401139,0.015771974,0.006661437,0.004608482
t_10167,41.51048,38.42615,0.012246859,0.016607715,0.00713745,0.004540502
t_10168,41.51048,38.49649,0.011435771,0.015758991,0.0066440576,0.004466647
t_10169,41.51048,38.56676,0.010888722,0.01517236,0.006305782,0.0043873866
t_1017,36.47990999999999,38.84716,0.027241353,0.036565457,0.0211371,0.032185204
t_10170,41.51048,38.63696,0.010846208,0.015100193,0.0062591806,0.0043032095
t_10171,41.51048,38.7071,0.010748828,0.014969868,0.006179651,0.0042146
t_10172,41.51048,38.77717,0.016982898,0.02139028,0.009841452,0.0046573705
t_10173,41.51048,38.84716,0.018189108,0.023051914,0.010643488,0.0045489813
t_10174,41.51048,38.91709,0.014335251,0.018483208,0.008160193,0.005242043
t_10175,41.51048,38.98695,0.011427442,0.015520127,0.006455822,0.0038259663
t_10176,41.51048,39.05674,0.011566314,0.0156217795,0.0065025,0.003722696
t_10177,41.51048,39.12646,0.010828248,0.01483538,0.0060548815,0.0036179146
t_10178,41.51048,39.19612,0.012322716,0.016298607,0.006858904,0.0046878047
t_10179,41.51048,39.2657,0.012324976,0.016257482,0.006822357,0.004545837
t_1018,36.47990999999999,38.91709,0.02713649,0.036176775,0.020843763,0.030091623
t_10180,41.51048,39.33521,0.011763945,0.015653018,0.006471553,0.0032993446
t_10181,41.51048,39.40466,0.011912631,0.015758077,0.0065153223,0.0042624166
t_10182,41.51048,39.47404,0.011967048,0.015768332,0.006505541,0.004121794
t_10183,41.51048,39.54334,0.011549872,0.015308053,0.0062370915,0.0039824196
t_10184,41.51048,39.61258,0.011205198,0.014919961,0.006010291,0.0028803078
t_10185,41.51048,39.68175,0.012320663,0.015986923,0.0065727555,0.0037086043
t_10186,41.51048,39.75085,0.012744581,0.0163655,0.006758675,0.003574746
t_10187,41.51048,39.81988,0.012098623,0.01567796,0.0063648126,0.0034432432
t_10188,41.51048,39.88884,0.009871569,0.013407105,0.005147757,0.002483026
t_10189,41.51048,39.95774,0.013411682,0.01690791,0.0069841365,0.0031879924
t_1019,36.47990999999999,38.98695,0.03187014,0.041575104,0.024440493,0.023835886
t_10190,41.51048,40.02656,0.008966445,0.012405446,0.004608157,0.0022957476
t_10191,41.51048,40.09531,0.011449282,0.014845086,0.0058496497,0.002943435
t_10192,41.51048,40.164,0.010654326,0.014011888,0.005397795,0.0028254434
t_10193,41.51048,40.23261,0.011572278,0.014874161,0.0058259126,0.0027104982
t_10194,41.51048,40.30116,0.0099926265,0.013265199,0.004982287,0.0019468752
t_10195,41.51048,40.36963,0.009236454,0.01246616,0.004566874,0.0018654875
t_10196,41.51048,40.43804,0.0083837295,0.011564908,0.0041116765,0.0017865157
t_10197,41.51048,40.50638,0.008532901,0.011675768,0.0041506533,0.0017099961
t_10198,41.51048,40.57464,0.008195637,0.011293776,0.003953635,0.0016359518
t_10199,41.51048,40.64284,0.009711882,0.012768759,0.0046488903,0.0020880855
t_102,34.95276999999999,35.41046,0.021617262,0.029271884,0.015744694,0.021853335
t_1020,36.569739999999996,35.41046,0.033976085,0.044606604,0.026751779,0.03430887
t_10200,41.51048,40.71097,0.008102942,0.011121245,0.0038434207,0.0014952297
t_1021,36.569739999999996,35.48365,0.034928367,0.045944944,0.027845534,0.037591334
t_1022,36.569739999999996,35.55676,0.031809375,0.042762976,0.025599591,0.041259672
t_1023,36.569739999999996,35.62981,0.037464995,0.049519636,0.030656427,0.04537482
t_1024,36.569739999999996,35.70279,0.04147213,0.054772567,0.034485433,0.050008632
t_1025,36.569739999999996,35.77571,0.04037479,0.05370271,0.033928953,0.05524987
t_1026,36.569739999999996,35.84855,0.04642191,0.061405562,0.039667822,0.06120505
t_1027,36.569739999999996,35.92133,0.04794855,0.06349621,0.041490678,0.06800949
t_1028,36.569739999999996,35.99405,0.048745442,0.06491074,0.042722255,0.075830586
t_1029,36.569739999999996,36.0667,0.048963983,0.0659466,0.0434906,0.06364722
t_103,34.95276999999999,35.48365,0.022315005,0.03023288,0.016428592,0.023345592
t_1030,36.569739999999996,36.13928,0.06369557,0.08421404,0.05761452,0.09541974
t_1031,36.569739999999996,36.21179,0.059989892,0.079859704,0.05420721,0.10779799
t_1032,36.569739999999996,36.28424,0.080160126,0.107173055,0.07309293,0.12245385
t_1033,36.569739999999996,36.35661,0.08906923,0.13771063,0.08226525,0.118386984
t_1034,36.569739999999996,36.42893,0.10014113,0.13115034,0.0917788,0.1609559
t_1035,36.569739999999996,36.50117,0.11664457,0.15445843,0.107499406,0.18626447
t_1036,36.569739999999996,36.57335,0.11955094,0.14876051,0.10979568,0.21650776
t_1037,36.569739999999996,36.64546,0.1604575,0.20720191,0.1490137,0.25488594
t_1038,36.569739999999996,36.7175,0.16759183,0.19537805,0.1548335,0.24644338
t_1039,36.569739999999996,36.78947,0.24356751,0.3277778,0.228536,0.35833222
t_104,34.95276999999999,35.55676,0.023042172,0.03123323,0.017143643,0.024920048
t_1040,36.569739999999996,36.86138,0.34760574,0.36530024,0.32261142,0.5794138
t_1041,36.569739999999996,36.93322,0.49842006,0.50125945,0.45355,0.82282853
t_1042,36.569739999999996,37.00499,0.54285914,0.519107,0.48866177,0.7222841
t_1043,36.569739999999996,37.0767,0.5115133,0.39324602,0.46703145,0.61734515
t_1044,36.569739999999996,37.14833,0.35304552,0.28645864,0.32704917,0.45559603
t_1045,36.569739999999996,37.2199,0.22910787,0.20822157,0.21218064,0.2651769
t_1046,36.569739999999996,37.2914,0.1589599,0.16281919,0.1468564,0.207684
t_1047,36.569739999999996,37.36283,0.12346181,0.13685222,0.11368195,0.17259762
t_1048,36.569739999999996,37.4342,0.10413398,0.121057115,0.09555254,0.15016432
t_1049,36.569739999999996,37.5055,0.087271586,0.10595996,0.07981645,0.13201249
t_105,34.95276999999999,35.62981,0.023798546,0.03227243,0.017889742,0.02657635
t_1050,36.569739999999996,37.57672,0.07605558,0.095126584,0.06934763,0.117058806
t_1051,36.569739999999996,37.64788,0.0791263,0.097716436,0.07199854,0.10454864
t_1052,36.569739999999996,37.71898,0.06047828,0.078876,0.05485082,0.09394816
t_1053,36.569739999999996,37.79,0.069019094,0.08715446,0.06254789,0.113099545
t_1054,36.569739999999996,37.86096,0.0501956,0.067285605,0.045319926,0.07701388
t_1055,36.569739999999996,37.93185,0.04626513,0.062634274,0.041687354,0.07013115
t_1056,36.569739999999996,38.00267,0.042907774,0.058552556,0.038278155,0.06406007
t_1057,36.569739999999996,38.07342,0.040007018,0.054946188,0.035281666,0.058678526
t_1058,36.569739999999996,38.1441,0.043768946,0.058194354,0.0381809,0.05388617
t_1059,36.569739999999996,38.21472,0.03982383,0.05355504,0.034340713,0.04959961
t_106,34.95276999999999,35.70279,0.024582973,0.03334868,0.018665861,0.028311836
t_1060,36.569739999999996,38.28526,0.033271756,0.04629408,0.02836402,0.045751326
t_1061,36.569739999999996,38.35574,0.031805936,0.04427233,0.026814738,0.042282876
t_1062,36.569739999999996,38.42615,0.03906749,0.05146418,0.032645527,0.052234408
t_1063,36.569739999999996,38.49649,0.03817322,0.050164588,0.03157156,0.048441153
t_1064,36.569739999999996,38.56676,0.033345386,0.04456035,0.027231786,0.044990297
t_1065,36.569739999999996,38.63696,0.032634784,0.04345249,0.026373273,0.0418427
t_1066,36.569739999999996,38.7071,0.031739987,0.042170025,0.025381703,0.038964357
t_1067,36.569739999999996,38.77717,0.03410182,0.044594366,0.027074775,0.036326732
t_1068,36.569739999999996,38.84716,0.03216913,0.042133007,0.025246453,0.033905007
t_1069,36.569739999999996,38.91709,0.03539153,0.047098693,0.027852913,0.026812747
t_107,34.95276999999999,35.77571,0.02539371,0.034459364,0.019470347,0.030122215
t_1070,36.569739999999996,38.98695,0.03030804,0.039610144,0.023300823,0.029621566
t_1071,36.65957,35.41046,0.03225536,0.04243443,0.025278151,0.033843145
t_1072,36.65957,35.48365,0.03367908,0.044385664,0.026752273,0.03704414
t_1073,36.65957,35.55676,0.037281442,0.049108256,0.030108891,0.040612876
t_1074,36.65957,35.62981,0.039660674,0.0523683,0.03249455,0.04460515
t_1075,36.65957,35.70279,0.038657546,0.05121185,0.03197407,0.049085915
t_1076,36.65957,35.77571,0.040264465,0.053486723,0.033747897,0.05413442
t_1077,36.65957,35.84855,0.042604715,0.05664812,0.036201578,0.05984408
t_1078,36.65957,35.92133,0.0480576,0.06359722,0.04147549,0.0663315
t_1079,36.65957,35.99405,0.055369448,0.07420382,0.04867343,0.06240675
t_108,34.95276999999999,35.84855,0.026227664,0.03560101,0.020300183,0.032001477
t_1080,36.65957,36.0667,0.059018135,0.07877376,0.052536387,0.08223159
t_1081,36.65957,36.13928,0.05307957,0.07106759,0.047628716,0.09202329
t_1082,36.65957,36.21179,0.058363892,0.07776792,0.05269532,0.10336434
t_1083,36.65957,36.28424,0.07128447,0.09349955,0.06464883,0.11655424
t_1084,36.65957,36.35661,0.080143824,0.10462083,0.072917044,0.13192248
t_1085,36.65957,36.42893,0.08284822,0.10756183,0.075441,0.14980331
t_1086,36.65957,36.50117,0.10073942,0.12928587,0.092190765,0.17039388
t_1087,36.65957,36.57335,0.108280756,0.13674179,0.09922609,0.19458812
t_1088,36.65957,36.64546,0.11938279,0.14835112,0.10966011,0.16928317
t_1089,36.65957,36.7175,0.12761588,0.15767363,0.117571875,0.20371768
t_109,34.95276999999999,35.92133,0.027080962,0.036770694,0.021151533,0.03394421
t_1090,36.65957,36.78947,0.20676549,0.2623033,0.1930371,0.34532335
t_1091,36.65957,36.86138,0.22917339,0.24825126,0.212137,0.35139602
t_1092,36.65957,36.93322,0.3574495,0.3523071,0.32926628,0.49481398
t_1093,36.65957,37.00499,0.5048836,0.6626167,0.46272853,0.8997375
t_1094,36.65957,37.0767,0.53323394,0.557117,0.48640418,0.7984815
t_1095,36.65957,37.14833,0.41567218,0.2979616,0.37813413,0.44656283
t_1096,36.65957,37.2199,0.27081156,0.22588816,0.25021455,0.32639918
t_1097,36.65957,37.2914,0.20534818,0.1927196,0.1900484,0.24927284
t_1098,36.65957,37.36283,0.14618452,0.15367639,0.13495283,0.19661392
t_1099,36.65957,37.4342,0.1430948,0.15592141,0.13191256,0.22116639
t_11,34.77311,36.21179,0.02798873,0.037867006,0.022059577,0.035779297
t_110,34.95276999999999,35.99405,0.027947348,0.0379618,0.02201813,0.03593857
t_1100,36.65957,37.5055,0.098256,0.1159372,0.09008577,0.14545318
t_1101,36.65957,37.57672,0.105083324,0.12368884,0.09623091,0.17044194
t_1102,36.65957,37.64788,0.09060161,0.10947206,0.08267681,0.15153508
t_1103,36.65957,37.71898,0.07343844,0.09190671,0.06674931,0.10185094
t_1104,36.65957,37.79,0.059027523,0.07728968,0.05350398,0.09165097
t_1105,36.65957,37.86096,0.053662155,0.07128256,0.048528872,0.08289139
t_1106,36.65957,37.93185,0.059453793,0.07655495,0.05369808,0.10036916
t_1107,36.65957,38.00267,0.047368757,0.06356274,0.042633075,0.068615735
t_1108,36.65957,38.07342,0.05369194,0.069659024,0.04784081,0.08364435
t_1109,36.65957,38.1441,0.04410552,0.0589593,0.03879704,0.057488523
t_111,34.95276999999999,36.0667,0.028863551,0.039165378,0.022936806,0.03796842
t_1110,36.65957,38.21472,0.036915697,0.05102904,0.032099016,0.052823704
t_1111,36.65957,38.28526,0.034752563,0.048235014,0.029879458,0.04864819
t_1112,36.65957,38.35574,0.032830533,0.0457197,0.027913155,0.044895053
t_1113,36.65957,38.42615,0.03111171,0.043444794,0.02615995,0.04150998
t_1114,36.65957,38.49649,0.038303953,0.050545797,0.031917844,0.05130112
t_1115,36.65957,38.56676,0.03832209,0.050282694,0.031626783,0.04759335
t_1116,36.65957,38.63696,0.03742439,0.049025662,0.030576913,0.044218037
t_1117,36.65957,38.7071,0.032059763,0.04276375,0.025838612,0.04113705
t_1118,36.65957,38.77717,0.028799795,0.03899337,0.022945302,0.02871292
t_1119,36.65957,38.84716,0.030358927,0.040318385,0.023959577,0.03573461
t_112,34.95276999999999,36.13928,0.029788388,0.04037027,0.023866324,0.0400135
t_1120,36.65957,38.91709,0.034050006,0.044469178,0.026758771,0.033352874
t_1121,36.65957,38.98695,0.032728553,0.04269743,0.025437992,0.031121476
t_1122,36.74941000000001,35.41046,0.034915753,0.046037123,0.027475705,0.028135814
t_1123,36.74941000000001,35.48365,0.03675163,0.048652623,0.02933114,0.03075728
t_1124,36.74941000000001,35.55676,0.03604909,0.047467325,0.028982403,0.039779484
t_1125,36.74941000000001,35.62981,0.04049969,0.053860635,0.033191446,0.03691861
t_1126,36.74941000000001,35.70279,0.0389054,0.051431384,0.03209116,0.047905836
t_1127,36.74941000000001,35.77571,0.040960293,0.05421275,0.03423932,0.052714672
t_1128,36.74941000000001,35.84855,0.045863125,0.06072976,0.03896139,0.05812171
t_1129,36.74941000000001,35.92133,0.049498606,0.06574502,0.042656917,0.06422258
t_113,34.95276999999999,36.21179,0.030708583,0.041562725,0.024793223,0.042048793
t_1130,36.74941000000001,35.99405,0.055858754,0.07851542,0.04922781,0.06019951
t_1131,36.74941000000001,36.0667,0.057453293,0.07672903,0.050892245,0.0789679
t_1132,36.74941000000001,36.13928,0.057077304,0.075456746,0.051021058,0.0878896
t_1133,36.74941000000001,36.21179,0.06892542,0.09499235,0.06273897,0.08298009
t_1134,36.74941000000001,36.28424,0.0691945,0.09104522,0.06271213,0.1096456
