calc_id,description,cal_time,gmpe,imt,nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations,abs_bias
475,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:Quintero_Quintero_et_al_2021, GMPEs:GEM, Recording Stations:all)",18,AbrahamsonEtAl2015SInter,PGA,0.168,0.66574216,Quintero_Quintero_et_al_2021,GEM,all,0.168
475,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:Quintero_Quintero_et_al_2021, GMPEs:GEM, Recording Stations:all)",18,Campbell2003,PGA,-0.787,0.6592972,Quintero_Quintero_et_al_2021,GEM,all,0.787
475,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:Quintero_Quintero_et_al_2021, GMPEs:GEM, Recording Stations:all)",18,ZhaoEtAl2006SInter,PGA,-0.229,0.66277015,Quintero_Quintero_et_al_2021,GEM,all,0.229
474,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:Quintero_Quintero_et_al_2021, GMPEs:GEM, Recording Stations:seismic)",14,AbrahamsonEtAl2015SInter,PGA,0.075,0.14423765,Quintero_Quintero_et_al_2021,GEM,seismic,0.075
474,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:Quintero_Quintero_et_al_2021, GMPEs:GEM, Recording Stations:seismic)",14,Campbell2003,PGA,-0.875,0.17286098,Quintero_Quintero_et_al_2021,GEM,seismic,0.875
474,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:Quintero_Quintero_et_al_2021, GMPEs:GEM, Recording Stations:seismic)",14,ZhaoEtAl2006SInter,PGA,-0.305,0.1724592,Quintero_Quintero_et_al_2021,GEM,seismic,0.305
477,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:Quintero_Quintero_et_al_2021, GMPEs:USGS, Recording Stations:all)",25,AbrahamsonEtAl2014,PGA,-0.809,0.6758111,Quintero_Quintero_et_al_2021,USGS,all,0.809
477,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:Quintero_Quintero_et_al_2021, GMPEs:USGS, Recording Stations:all)",25,AbrahamsonEtAl2015SInter,PGA,0.168,0.66574216,Quintero_Quintero_et_al_2021,USGS,all,0.168
477,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:Quintero_Quintero_et_al_2021, GMPEs:USGS, Recording Stations:all)",25,AtkinsonBoore2003SInter,PGA,0.312,0.6672559,Quintero_Quintero_et_al_2021,USGS,all,0.312
477,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:Quintero_Quintero_et_al_2021, GMPEs:USGS, Recording Stations:all)",25,BooreEtAl2014,PGA,-0.217,0.6847435,Quintero_Quintero_et_al_2021,USGS,all,0.217
477,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:Quintero_Quintero_et_al_2021, GMPEs:USGS, Recording Stations:all)",25,CampbellBozorgnia2014,PGA,-0.452,0.67310697,Quintero_Quintero_et_al_2021,USGS,all,0.452
477,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:Quintero_Quintero_et_al_2021, GMPEs:USGS, Recording Stations:all)",25,ChiouYoungs2014,PGA,-0.785,0.6760125,Quintero_Quintero_et_al_2021,USGS,all,0.785
477,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:Quintero_Quintero_et_al_2021, GMPEs:USGS, Recording Stations:all)",25,ZhaoEtAl2016SInter,PGA,-0.404,0.65372765,Quintero_Quintero_et_al_2021,USGS,all,0.404
476,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:Quintero_Quintero_et_al_2021, GMPEs:USGS, Recording Stations:seismic)",31,AbrahamsonEtAl2014,PGA,-0.907,0.15021725,Quintero_Quintero_et_al_2021,USGS,seismic,0.907
476,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:Quintero_Quintero_et_al_2021, GMPEs:USGS, Recording Stations:seismic)",31,AbrahamsonEtAl2015SInter,PGA,0.075,0.14423765,Quintero_Quintero_et_al_2021,USGS,seismic,0.075
476,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:Quintero_Quintero_et_al_2021, GMPEs:USGS, Recording Stations:seismic)",31,AtkinsonBoore2003SInter,PGA,0.227,0.15529127,Quintero_Quintero_et_al_2021,USGS,seismic,0.227
476,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:Quintero_Quintero_et_al_2021, GMPEs:USGS, Recording Stations:seismic)",31,BooreEtAl2014,PGA,-0.304,0.19369842,Quintero_Quintero_et_al_2021,USGS,seismic,0.304
476,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:Quintero_Quintero_et_al_2021, GMPEs:USGS, Recording Stations:seismic)",31,CampbellBozorgnia2014,PGA,-0.538,0.15893984,Quintero_Quintero_et_al_2021,USGS,seismic,0.538
476,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:Quintero_Quintero_et_al_2021, GMPEs:USGS, Recording Stations:seismic)",31,ChiouYoungs2014,PGA,-0.878,0.15080036,Quintero_Quintero_et_al_2021,USGS,seismic,0.878
476,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:Quintero_Quintero_et_al_2021, GMPEs:USGS, Recording Stations:seismic)",31,ZhaoEtAl2016SInter,PGA,-0.479,0.20271938,Quintero_Quintero_et_al_2021,USGS,seismic,0.479
471,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",12,AbrahamsonEtAl2015SInter,PGA,-0.07,0.6698138,USGS,GEM,all,0.07
471,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",12,Campbell2003,PGA,-0.978,0.66632175,USGS,GEM,all,0.978
471,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",12,ZhaoEtAl2006SInter,PGA,-0.332,0.6666625,USGS,GEM,all,0.332
470,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",13,AbrahamsonEtAl2015SInter,PGA,-0.161,0.15256041,USGS,GEM,seismic,0.161
470,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",13,Campbell2003,PGA,-1.063,0.18019027,USGS,GEM,seismic,1.063
470,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",13,ZhaoEtAl2006SInter,PGA,-0.407,0.1771466,USGS,GEM,seismic,0.407
473,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",40,AbrahamsonEtAl2014,PGA,-0.867,0.68010336,USGS,USGS,all,0.867
473,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",40,AbrahamsonEtAl2015SInter,PGA,-0.07,0.6698138,USGS,USGS,all,0.07
473,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",40,AtkinsonBoore2003SInter,PGA,0.128,0.67036897,USGS,USGS,all,0.128
473,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",40,BooreEtAl2014,PGA,-0.363,0.6846712,USGS,USGS,all,0.363
473,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",40,CampbellBozorgnia2014,PGA,-0.575,0.67843246,USGS,USGS,all,0.575
473,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",40,ChiouYoungs2014,PGA,-0.713,0.6822995,USGS,USGS,all,0.713
473,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",40,ZhaoEtAl2016SInter,PGA,-0.6,0.66649866,USGS,USGS,all,0.6
472,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",21,AbrahamsonEtAl2014,PGA,-0.964,0.16122222,USGS,USGS,seismic,0.964
472,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",21,AbrahamsonEtAl2015SInter,PGA,-0.161,0.15256041,USGS,USGS,seismic,0.161
472,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",21,AtkinsonBoore2003SInter,PGA,0.044,0.15868689,USGS,USGS,seismic,0.044
472,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",21,BooreEtAl2014,PGA,-0.453,0.24255587,USGS,USGS,seismic,0.453
472,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",21,CampbellBozorgnia2014,PGA,-0.66,0.16456957,USGS,USGS,seismic,0.66
472,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",21,ChiouYoungs2014,PGA,-0.805,0.16351092,USGS,USGS,seismic,0.805
472,"Median gmf - 20171113_M6.5_Puntarenas (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",21,ZhaoEtAl2016SInter,PGA,-0.664,0.21174555,USGS,USGS,seismic,0.664
