calc_id,description,cal_time,gmpe,imt,nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations
267,"Median gmf - 20080524_M5.9_Quetame (Rupture:RSNC, GMPEs:GEM, Recording Stations:seismic)",335,CauzziEtAl2014,PGA,1.068,0.5452461,RSNC,GEM,seismic
268,"Median gmf - 20080524_M5.9_Quetame (Rupture:RSNC, GMPEs:USGS, Recording Stations:all)",439,AbrahamsonEtAl2014,PGA,1.156,0.70165503,RSNC,USGS,all
268,"Median gmf - 20080524_M5.9_Quetame (Rupture:RSNC, GMPEs:USGS, Recording Stations:all)",439,BooreEtAl2014,PGA,0.772,0.71915793,RSNC,USGS,all
268,"Median gmf - 20080524_M5.9_Quetame (Rupture:RSNC, GMPEs:USGS, Recording Stations:all)",439,CampbellBozorgnia2014,PGA,0.994,0.6756564,RSNC,USGS,all
268,"Median gmf - 20080524_M5.9_Quetame (Rupture:RSNC, GMPEs:USGS, Recording Stations:all)",439,ChiouYoungs2014,PGA,1.104,0.6665238,RSNC,USGS,all
269,"Median gmf - 20080524_M5.9_Quetame (Rupture:RSNC, GMPEs:USGS, Recording Stations:seismic)",474,AbrahamsonEtAl2014,PGA,1.146,0.6989549,RSNC,USGS,seismic
269,"Median gmf - 20080524_M5.9_Quetame (Rupture:RSNC, GMPEs:USGS, Recording Stations:seismic)",474,BooreEtAl2014,PGA,0.748,0.71173203,RSNC,USGS,seismic
269,"Median gmf - 20080524_M5.9_Quetame (Rupture:RSNC, GMPEs:USGS, Recording Stations:seismic)",474,CampbellBozorgnia2014,PGA,0.985,0.67413765,RSNC,USGS,seismic
269,"Median gmf - 20080524_M5.9_Quetame (Rupture:RSNC, GMPEs:USGS, Recording Stations:seismic)",474,ChiouYoungs2014,PGA,1.099,0.6654324,RSNC,USGS,seismic
235,"Median gmf - 20080524_M5.9_Quetame (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",746,AbrahamsonEtAl2014,PGA,1.29,0.7990323,USGS,GEM,all
235,"Median gmf - 20080524_M5.9_Quetame (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",746,AkkarEtAlRjb2014,PGA,1.273,0.864155,USGS,GEM,all
235,"Median gmf - 20080524_M5.9_Quetame (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",746,CauzziEtAl2014,PGA,1.13,0.64895284,USGS,GEM,all
236,"Median gmf - 20080524_M5.9_Quetame (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",650,AbrahamsonEtAl2014,PGA,1.285,0.7972263,USGS,GEM,seismic
236,"Median gmf - 20080524_M5.9_Quetame (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",650,AkkarEtAlRjb2014,PGA,1.27,0.8639038,USGS,GEM,seismic
236,"Median gmf - 20080524_M5.9_Quetame (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",650,CauzziEtAl2014,PGA,1.127,0.6488533,USGS,GEM,seismic
237,"Median gmf - 20080524_M5.9_Quetame (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",853,AbrahamsonEtAl2014,PGA,1.29,0.7990323,USGS,USGS,all
237,"Median gmf - 20080524_M5.9_Quetame (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",853,BooreEtAl2014,PGA,0.851,0.8215762,USGS,USGS,all
237,"Median gmf - 20080524_M5.9_Quetame (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",853,CampbellBozorgnia2014,PGA,1.137,0.8347601,USGS,USGS,all
237,"Median gmf - 20080524_M5.9_Quetame (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",853,ChiouYoungs2014,PGA,1.21,0.7707893,USGS,USGS,all
238,"Median gmf - 20080524_M5.9_Quetame (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",546,AbrahamsonEtAl2014,PGA,1.285,0.7972263,USGS,USGS,seismic
238,"Median gmf - 20080524_M5.9_Quetame (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",546,BooreEtAl2014,PGA,0.828,0.813517,USGS,USGS,seismic
238,"Median gmf - 20080524_M5.9_Quetame (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",546,CampbellBozorgnia2014,PGA,1.131,0.8327077,USGS,USGS,seismic
238,"Median gmf - 20080524_M5.9_Quetame (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",546,ChiouYoungs2014,PGA,1.208,0.7699577,USGS,USGS,seismic
