calc_id,description,cal_time,gmpe,imt,nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations,abs_bias
2,"Median gmf - 19850919_M8.1_Michoacan (Rupture:Eissler_et_al_1986, GMPEs:USGS, Recording Stations:seismic)",33,AtkinsonBoore2003SInter,SA(1.0),0.395,0.42936602,Eissler_et_al_1986,USGS,seismic,0.395
1,"Median gmf - 19850919_M8.1_Michoacan (Rupture:Eissler_et_al_1986, GMPEs:GEM, Recording Stations:seismic)",32,ZhaoEtAl2006SInter,PGA,0.423,0.8408303,Eissler_et_al_1986,GEM,seismic,0.423
4,"Median gmf - 19850919_M8.1_Michoacan (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",33,AbrahamsonEtAl2015SInter,SA(1.0),0.44,0.9853474,GCMT,USGS,seismic,0.44
6,"Median gmf - 19850919_M8.1_Michoacan (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",37,AbrahamsonEtAl2015SInter,SA(1.0),0.462,1.159039,USGS,USGS,seismic,0.462
2,"Median gmf - 19850919_M8.1_Michoacan (Rupture:Eissler_et_al_1986, GMPEs:USGS, Recording Stations:seismic)",33,ZhaoEtAl2016SInter,SA(0.3),0.465,4.159815,Eissler_et_al_1986,USGS,seismic,0.465
1,"Median gmf - 19850919_M8.1_Michoacan (Rupture:Eissler_et_al_1986, GMPEs:GEM, Recording Stations:seismic)",32,MontalvaEtAl2017SInter,SA(1.0),0.469,0.91553557,Eissler_et_al_1986,GEM,seismic,0.469
5,"Median gmf - 19850919_M8.1_Michoacan (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",35,MontalvaEtAl2017SInter,SA(0.3),-0.475,1.1707765,USGS,GEM,seismic,0.475
3,"Median gmf - 19850919_M8.1_Michoacan (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",33,MontalvaEtAl2017SInter,SA(0.3),-0.49,0.8678402,GCMT,GEM,seismic,0.49
1,"Median gmf - 19850919_M8.1_Michoacan (Rupture:Eissler_et_al_1986, GMPEs:GEM, Recording Stations:seismic)",32,YoungsEtAl1997SInter,SA(1.0),0.491,0.6994731,Eissler_et_al_1986,GEM,seismic,0.491
1,"Median gmf - 19850919_M8.1_Michoacan (Rupture:Eissler_et_al_1986, GMPEs:GEM, Recording Stations:seismic)",32,ZhaoEtAl2006SInter,SA(1.0),0.639,1.2365334,Eissler_et_al_1986,GEM,seismic,0.639
2,"Median gmf - 19850919_M8.1_Michoacan (Rupture:Eissler_et_al_1986, GMPEs:USGS, Recording Stations:seismic)",33,ZhaoEtAl2016SInter,PGA,0.677,2.2804458,Eissler_et_al_1986,USGS,seismic,0.677
4,"Median gmf - 19850919_M8.1_Michoacan (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",33,ZhaoEtAl2016SInter,SA(1.0),0.829,1.3205092,GCMT,USGS,seismic,0.829
2,"Median gmf - 19850919_M8.1_Michoacan (Rupture:Eissler_et_al_1986, GMPEs:USGS, Recording Stations:seismic)",33,AbrahamsonEtAl2015SInter,SA(1.0),0.832,1.5753715,Eissler_et_al_1986,USGS,seismic,0.832
6,"Median gmf - 19850919_M8.1_Michoacan (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",37,ZhaoEtAl2016SInter,SA(1.0),0.846,1.4187635,USGS,USGS,seismic,0.846
2,"Median gmf - 19850919_M8.1_Michoacan (Rupture:Eissler_et_al_1986, GMPEs:USGS, Recording Stations:seismic)",33,ZhaoEtAl2016SInter,SA(1.0),1.239,2.2414079,Eissler_et_al_1986,USGS,seismic,1.239
