STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES,GMICE
UTM:(29R 0596 3496 1000),,-7.9828,31.5996,macroseismic,288.49,7.5,0.5298,0.51,0.150228401,0.47,9.088465564,0.73,0.358756183,0.64,0.097181613,0.74,0.015339817,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0594 3503 1000),,-8.0032,31.6629,macroseismic,324.2,7.5,0.5106,0.51,0.150228401,0.47,9.088465564,0.73,0.358756183,0.64,0.097181613,0.74,0.015339817,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0587 3502 1000),,-8.0771,31.6544,macroseismic,281.46,7.4,0.5298,0.51,0.138568439,0.47,8.332104669,0.73,0.329324979,0.64,0.088326359,0.74,0.013884496,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29S 0650 3547 1000),,-7.4058,32.0537,macroseismic,277.54,7.4,0.5298,0.51,0.138568439,0.47,8.332104669,0.73,0.329324979,0.64,0.088326359,0.74,0.013884496,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0595 3497 1000),,-7.9932,31.6087,macroseismic,276.7,7.4,0.5298,0.51,0.138568439,0.47,8.332104669,0.73,0.329324979,0.64,0.088326359,0.74,0.013884496,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0519 3375 1000),,-8.7968,30.5116,macroseismic,326.04,7.4,0.5298,0.51,0.138568439,0.47,8.332104669,0.73,0.329324979,0.64,0.088326359,0.74,0.013884496,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0452 3357 1000),,-9.4942,30.3484,macroseismic,299.29,7.3,0.5298,0.51,0.127813464,0.47,7.638689691,0.73,0.302308217,0.64,0.080278002,0.74,0.012567245,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0597 3500 1000),,-7.9718,31.6356,macroseismic,273.02,7.3,0.52,0.51,0.127813464,0.47,7.638689691,0.73,0.302308217,0.64,0.080278002,0.74,0.012567245,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0606 3503 1000),,-7.8766,31.6618,macroseismic,278.49,7.3,0.5298,0.51,0.127813464,0.47,7.638689691,0.73,0.302308217,0.64,0.080278002,0.74,0.012567245,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0570 3499 1000),,-8.2566,31.6285,macroseismic,260.16,7.3,0.5298,0.51,0.127813464,0.47,7.638689691,0.73,0.302308217,0.64,0.080278002,0.74,0.012567245,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0595 3499 1000),,-7.993,31.6267,macroseismic,279.36,7.3,0.5016,0.51,0.127813464,0.47,7.638689691,0.73,0.302308217,0.64,0.080278002,0.74,0.012567245,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0595 3498 1000),,-7.9931,31.6177,macroseismic,276.7,7.3,0.52,0.51,0.127813464,0.47,7.638689691,0.73,0.302308217,0.64,0.080278002,0.74,0.012567245,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0604 3503 1000),,-7.8977,31.662,macroseismic,285.65,7.3,0.5298,0.51,0.127813464,0.47,7.638689691,0.73,0.302308217,0.64,0.080278002,0.74,0.012567245,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0592 3495 1000),,-8.025,31.5909,macroseismic,306.45,7.3,0.5298,0.51,0.127813464,0.47,7.638689691,0.73,0.302308217,0.64,0.080278002,0.74,0.012567245,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0446 3347 1000),,-9.5561,30.2579,macroseismic,355.76,7.2,0.5298,0.51,0.117893236,0.47,7.002982142,0.73,0.277507823,0.64,0.072963016,0.74,0.011374964,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0424 3459 1000),,-9.7931,31.2673,macroseismic,493.47,7.2,0.5298,0.51,0.117893236,0.47,7.002982142,0.73,0.277507823,0.64,0.072963016,0.74,0.011374964,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0538 3404 1000),,-8.5977,30.7729,macroseismic,843.85,7.2,0.5298,0.51,0.117893236,0.47,7.002982142,0.73,0.277507823,0.64,0.072963016,0.74,0.011374964,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0597 3496 1000),,-7.9722,31.5995,macroseismic,284.98,7.1,0.5298,0.51,0.108742964,0.47,6.420179489,0.73,0.254741974,0.64,0.066314577,0.74,0.010295798,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0594 3501 1000),,-8.0034,31.6448,macroseismic,291.65,7.1,0.5106,0.51,0.108742964,0.47,6.420179489,0.73,0.254741974,0.64,0.066314577,0.74,0.010295798,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0445 3364 1000),,-9.5674,30.4113,macroseismic,531.87,7.1,0.5106,0.51,0.108742964,0.47,6.420179489,0.73,0.254741974,0.64,0.066314577,0.74,0.010295798,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0678 3435 1000),,-7.1296,31.0397,macroseismic,548.42,7.1,0.5298,0.51,0.108742964,0.47,6.420179489,0.73,0.254741974,0.64,0.066314577,0.74,0.010295798,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0444 3364 1000),,-9.5778,30.4113,macroseismic,527.77,7.1,0.5298,0.51,0.108742964,0.47,6.420179489,0.73,0.254741974,0.64,0.066314577,0.74,0.010295798,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0598 3504 1000),,-7.9609,31.6715,macroseismic,321.33,7.1,0.5298,0.51,0.108742964,0.47,6.420179489,0.73,0.254741974,0.64,0.066314577,0.74,0.010295798,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0589 3494 1000),,-8.0567,31.5821,macroseismic,302.13,7.1,0.5298,0.51,0.108742964,0.47,6.420179489,0.73,0.254741974,0.64,0.066314577,0.74,0.010295798,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0617 3469 1000),,-7.7646,31.354,macroseismic,660.17,7.1,0.5298,0.51,0.108742964,0.47,6.420179489,0.73,0.254741974,0.64,0.066314577,0.74,0.010295798,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0576 3504 1000),,-8.1929,31.6732,macroseismic,266.65,7.1,0.5298,0.51,0.108742964,0.47,6.420179489,0.73,0.254741974,0.64,0.066314577,0.74,0.010295798,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0593 3499 1000),,-8.0141,31.6269,macroseismic,277.96,7,0.493,0.51,0.100302891,0.47,5.885878878,0.73,0.233843761,0.64,0.060271948,0.74,0.009319014,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0698 3423 1000),,-6.9225,30.9282,macroseismic,357.27,7,0.5298,0.51,0.100302891,0.47,5.885878878,0.73,0.233843761,0.64,0.060271948,0.74,0.009319014,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0601 3502 1000),,-7.9295,31.6532,macroseismic,275.51,7,0.5298,0.51,0.100302891,0.47,5.885878878,0.73,0.233843761,0.64,0.060271948,0.74,0.009319014,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0590 3502 1000),,-8.0455,31.6542,macroseismic,296.85,6.9,0.5298,0.51,0.092517892,0.47,5.396043868,0.73,0.214659971,0.64,0.054779927,0.74,0.008434899,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0569 3506 1000),,-8.2667,31.6917,macroseismic,238.42,6.9,0.5298,0.51,0.092517892,0.47,5.396043868,0.73,0.214659971,0.64,0.054779927,0.74,0.008434899,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0587 3500 1000),,-8.0773,31.6364,macroseismic,283.87,6.8,0.52,0.51,0.085337126,0.47,4.946973941,0.73,0.197049958,0.64,0.049788343,0.74,0.007634663,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0595 3500 1000),,-7.9929,31.6357,macroseismic,279.36,6.8,0.493,0.51,0.085337126,0.47,4.946973941,0.73,0.197049958,0.64,0.049788343,0.74,0.007634663,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0448 3359 1000),,-9.5359,30.3663,macroseismic,288.07,6.8,0.5298,0.51,0.085337126,0.47,4.946973941,0.73,0.197049958,0.64,0.049788343,0.74,0.007634663,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0601 3497 1000),,-7.93,31.6081,macroseismic,286.59,6.8,0.5298,0.51,0.085337126,0.47,4.946973941,0.73,0.197049958,0.64,0.049788343,0.74,0.007634663,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0583 3500 1000),,-8.1194,31.6367,macroseismic,276.28,6.7,0.5298,0.51,0.078713693,0.47,4.535276541,0.73,0.180884613,0.64,0.045251596,0.74,0.006910346,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0701 3422 1000),,-6.8913,30.9187,macroseismic,328.44,6.7,0.5298,0.51,0.078713693,0.47,4.535276541,0.73,0.180884613,0.64,0.045251596,0.74,0.006910346,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0589 3497 1000),,-8.0565,31.6091,macroseismic,279.24,6.7,0.5298,0.51,0.078713693,0.47,4.535276541,0.73,0.180884613,0.64,0.045251596,0.74,0.006910346,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0445 3365 1000),,-9.5675,30.4203,macroseismic,531.87,6.6,0.5106,0.51,0.072604338,0.47,4.157841451,0.73,0.166045421,0.64,0.04112824,0.74,0.006254747,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0593 3500 1000),,-8.014,31.6359,macroseismic,277.96,6.6,0.4847,0.51,0.072604338,0.47,4.157841451,0.73,0.166045421,0.64,0.04112824,0.74,0.006254747,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0595 3494 1000),,-7.9935,31.5816,macroseismic,303.24,6.6,0.5298,0.51,0.072604338,0.47,4.157841451,0.73,0.166045421,0.64,0.04112824,0.74,0.006254747,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0601 3486 1000),,-7.9311,31.5089,macroseismic,331.75,6.6,0.5298,0.51,0.072604338,0.47,4.157841451,0.73,0.166045421,0.64,0.04112824,0.74,0.006254747,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0433 3484 1000),,-9.7002,31.4934,macroseismic,297.58,6.6,0.5298,0.51,0.072604338,0.47,4.157841451,0.73,0.166045421,0.64,0.04112824,0.74,0.006254747,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0602 3499 1000),,-7.9192,31.6261,macroseismic,265.38,6.5,0.5298,0.51,0.06696916,0.47,3.811817289,0.73,0.152423589,0.64,0.037380607,0.74,0.005661347,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0592 3500 1000),,-8.0246,31.636,macroseismic,277.96,6.5,0.5298,0.51,0.06696916,0.47,3.811817289,0.73,0.152423589,0.64,0.037380607,0.74,0.005661347,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0479 3361 1000),,-9.2134,30.3853,macroseismic,312.67,6.4,0.5298,0.51,0.061771356,0.47,3.494589973,0.73,0.139919248,0.64,0.033974461,0.74,0.005124243,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0585 3513 1000),,-8.0972,31.7538,macroseismic,277.49,6.4,0.5298,0.51,0.061771356,0.47,3.494589973,0.73,0.139919248,0.64,0.033974461,0.74,0.005124243,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0590 3499 1000),,-8.0457,31.6271,macroseismic,289.83,6.4,0.5298,0.51,0.061771356,0.47,3.494589973,0.73,0.139919248,0.64,0.033974461,0.74,0.005124243,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0594 3500 1000),,-8.0035,31.6358,macroseismic,279.36,6.4,0.493,0.51,0.061771356,0.47,3.494589973,0.73,0.139919248,0.64,0.033974461,0.74,0.005124243,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0447 3358 1000),,-9.5463,30.3573,macroseismic,278.02,6.3,0.5298,0.51,0.056976978,0.47,3.20376297,0.73,0.128440722,0.64,0.030878685,0.74,0.004638095,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29S 0693 3641 1000),,-6.9313,32.8946,macroseismic,251.63,6.3,0.5298,0.51,0.056976978,0.47,3.20376297,0.73,0.128440722,0.64,0.030878685,0.74,0.004638095,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0616 3469 1000),,-7.7752,31.3542,macroseismic,752.32,6.3,0.5298,0.51,0.056976978,0.47,3.20376297,0.73,0.128440722,0.64,0.030878685,0.74,0.004638095,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0733 3439 1000),,-6.5528,31.0661,macroseismic,338.05,6.3,0.5298,0.51,0.056976978,0.47,3.20376297,0.73,0.128440722,0.64,0.030878685,0.74,0.004638095,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0455 3351 1000),,-9.4628,30.2944,macroseismic,347.23,6.3,0.5298,0.51,0.056976978,0.47,3.20376297,0.73,0.128440722,0.64,0.030878685,0.74,0.004638095,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0444 3345 1000),,-9.5768,30.2398,macroseismic,389.16,6.3,0.5298,0.51,0.056976978,0.47,3.20376297,0.73,0.128440722,0.64,0.030878685,0.74,0.004638095,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0596 3503 1000),,-7.9821,31.6627,macroseismic,320.17,6.2,0.52,0.51,0.052554716,0.47,2.937139192,0.73,0.117903859,0.64,0.028064998,0.74,0.004198069,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0603 3503 1000),,-7.9083,31.6621,macroseismic,285.65,6.2,0.52,0.51,0.052554716,0.47,2.937139192,0.73,0.117903859,0.64,0.028064998,0.74,0.004198069,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0460 3361 1000),,-9.4111,30.3848,macroseismic,341.52,6.1,0.5298,0.51,0.048475687,0.47,2.692704395,0.73,0.108231405,0.64,0.025507697,0.74,0.00379979,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29S 0554 3612 1000),,-8.4189,32.6488,macroseismic,218.51,6.1,0.52,0.51,0.048475687,0.47,2.692704395,0.73,0.108231405,0.64,0.025507697,0.74,0.00379979,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0599 3496 1000),,-7.9512,31.5993,macroseismic,281.65,6.1,0.5298,0.51,0.048475687,0.47,2.692704395,0.73,0.108231405,0.64,0.025507697,0.74,0.00379979,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0594 3490 1000),,-8.0044,31.5456,macroseismic,324.06,6.1,0.5298,0.51,0.048475687,0.47,2.692704395,0.73,0.108231405,0.64,0.025507697,0.74,0.00379979,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0583 3513 1000),,-8.1183,31.7539,macroseismic,267.48,6.1,0.5298,0.51,0.048475687,0.47,2.692704395,0.73,0.108231405,0.64,0.025507697,0.74,0.00379979,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0592 3502 1000),,-8.0244,31.654,macroseismic,301.55,6.1,0.5298,0.51,0.048475687,0.47,2.692704395,0.73,0.108231405,0.64,0.025507697,0.74,0.00379979,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0588 3498 1000),,-8.0669,31.6182,macroseismic,282.75,6.1,0.5298,0.51,0.048475687,0.47,2.692704395,0.73,0.108231405,0.64,0.025507697,0.74,0.00379979,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0706 3535 1000),,-6.8155,31.9367,macroseismic,518.51,6.1,0.5298,0.51,0.048475687,0.47,2.692704395,0.73,0.108231405,0.64,0.025507697,0.74,0.00379979,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29S 0543 3568 1000),,-8.5382,32.2523,macroseismic,308.77,6.1,0.5298,0.51,0.048475687,0.47,2.692704395,0.73,0.108231405,0.64,0.025507697,0.74,0.00379979,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0584 3513 1000),,-8.1078,31.7539,macroseismic,277.49,6.1,0.5298,0.51,0.048475687,0.47,2.692704395,0.73,0.108231405,0.64,0.025507697,0.74,0.00379979,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0598 3490 1000),,-7.9623,31.5453,macroseismic,316.27,6.1,0.5298,0.51,0.048475687,0.47,2.692704395,0.73,0.108231405,0.64,0.025507697,0.74,0.00379979,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0433 3378 1000),,-9.6932,30.537,macroseismic,615.62,6.1,0.52,0.51,0.048475687,0.47,2.692704395,0.73,0.108231405,0.64,0.025507697,0.74,0.00379979,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0521 3490 1000),,-8.7735,31.5493,macroseismic,302.07,6.1,0.5298,0.51,0.048475687,0.47,2.692704395,0.73,0.108231405,0.64,0.025507697,0.74,0.00379979,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0600 3502 1000),,-7.94,31.6533,macroseismic,275.51,6.1,0.5106,0.51,0.048475687,0.47,2.692704395,0.73,0.108231405,0.64,0.025507697,0.74,0.00379979,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0511 3371 1000),,-8.8802,30.4757,macroseismic,297.59,6.1,0.52,0.51,0.048475687,0.47,2.692704395,0.73,0.108231405,0.64,0.025507697,0.74,0.00379979,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0593 3502 1000),,-8.0138,31.6539,macroseismic,301.55,6,0.52,0.51,0.044713252,0.47,2.468611968,0.73,0.099352449,0.64,0.023183418,0.74,0.003439296,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0699 3422 1000),,-6.9122,30.9191,macroseismic,373.53,6,0.52,0.51,0.044713252,0.47,2.468611968,0.73,0.099352449,0.64,0.023183418,0.74,0.003439296,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0589 3498 1000),,-8.0564,31.6182,macroseismic,279.24,6,0.5106,0.51,0.044713252,0.47,2.468611968,0.73,0.099352449,0.64,0.023183418,0.74,0.003439296,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0473 3360 1000),,-9.2758,30.3761,macroseismic,335.46,6,0.5298,0.51,0.044713252,0.47,2.468611968,0.73,0.099352449,0.64,0.023183418,0.74,0.003439296,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29S 0478 3571 1000),,-9.2283,32.28,macroseismic,328.46,6,0.52,0.51,0.044713252,0.47,2.468611968,0.73,0.099352449,0.64,0.023183418,0.74,0.003439296,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0430 3284 1000),,-9.7184,29.6886,macroseismic,388.07,6,0.5298,0.51,0.044713252,0.47,2.468611968,0.73,0.099352449,0.64,0.023183418,0.74,0.003439296,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0450 3363 1000),,-9.5153,30.4025,macroseismic,495.25,6,0.5298,0.51,0.044713252,0.47,2.468611968,0.73,0.099352449,0.64,0.023183418,0.74,0.003439296,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0447 3363 1000),,-9.5465,30.4024,macroseismic,469.73,6,0.5298,0.51,0.044713252,0.47,2.468611968,0.73,0.099352449,0.64,0.023183418,0.74,0.003439296,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0447 3368 1000),,-9.5468,30.4475,macroseismic,714.23,6,0.5298,0.51,0.044713252,0.47,2.468611968,0.73,0.099352449,0.64,0.023183418,0.74,0.003439296,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0448 3362 1000),,-9.5361,30.3934,macroseismic,451.6,6,0.5298,0.51,0.044713252,0.47,2.468611968,0.73,0.099352449,0.64,0.023183418,0.74,0.003439296,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0621 3507 1000),,-7.7179,31.6964,macroseismic,287.5,6,0.5298,0.51,0.044713252,0.47,2.468611968,0.73,0.099352449,0.64,0.023183418,0.74,0.003439296,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0447 3359 1000),,-9.5463,30.3663,macroseismic,277.34,6,0.5298,0.51,0.044713252,0.47,2.468611968,0.73,0.099352449,0.64,0.023183418,0.74,0.003439296,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
