Rupture,Country,Event,strike,dip,longitude,latitude,depth,rake,mag,geometry,Reference
../Chile/20140401_M8.2_Iquique/Rupture/earthquake_rupture_model_GCMT.xml,Chile,20140401_M8.2_Iquique,355.05252621576824,15.000538775583522,-70.81,-19.7,21.6,106.0,8.1,"POLYGON((-70.96816 -20.56902 14.94779,-71.1236 -18.86956 14.94779,-70.65354 -18.83084 28.25221,-70.49313 -20.52989 28.25221,-70.96816 -20.56902 14.94779))",GCMT
../Chile/20140401_M8.2_Iquique/Rupture/earthquake_rupture_model_GFZ.xml,Chile,20140401_M8.2_Iquique,346.0026117520293,13.000396559607486,-70.79,-19.58,34.0,84.0,8.1,"POLYGON((-70.80302 -20.46203 28.21827,-71.23881 -18.8064 28.21827,-70.77712 -18.69797 39.78173,-70.33686 -20.35248 39.78173,-70.80302 -20.46203 28.21827))",GFZ
../Chile/20140401_M8.2_Iquique/Rupture/earthquake_rupture_model_Hayes_2017.xml,Chile,20140401_M8.2_Iquique,347.0061677247949,13.50059085395323,-70.8634,-19.6298,25.0,103.16,8.18,"POLYGON((-70.88764 -20.60904 18.52924,-71.33828 -18.75899 18.52924,-70.83945 -18.65056 31.47076,-70.38335 -20.49935 31.47076,-70.88764 -20.60904 18.52924))",Hayes 2017
../Chile/20140401_M8.2_Iquique/Rupture/earthquake_rupture_model_IISEE_CMT.xml,Chile,20140401_M8.2_Iquique,327.92336154314665,12.000261321706489,-70.195,-19.972,20.0,80.0,7.95,"POLYGON((-69.97752 -20.66784 15.36181,-70.7639 -19.48311 15.36181,-70.41057 -19.2759 24.63819,-69.62257 -20.45906 24.63819,-69.97752 -20.66784 15.36181))",IISEE CMT
../Chile/20140401_M8.2_Iquique/Rupture/earthquake_rupture_model_JMA.xml,Chile,20140401_M8.2_Iquique,346.0022919217202,14.000386368159338,-70.32,-19.351,22.0,87.0,8.1,"POLYGON((-70.33203 -20.2328 15.78208,-70.76724 -18.57718 15.78208,-70.3081 -18.4692 28.21792,-69.8685 -20.12372 28.21792,-70.33203 -20.2328 15.78208))",JMA
../Chile/20140401_M8.2_Iquique/Rupture/earthquake_rupture_model_SCARDEC.xml,Chile,20140401_M8.2_Iquique,352.0293268689561,23.00078712762581,-70.769,-19.61,25.0,97.0,7.9,"POLYGON((-70.85809 -20.2811 16.68527,-71.04958 -18.9877 16.68527,-70.68065 -18.93886 33.31473,-70.48624 -20.23186 33.31473,-70.85809 -20.2811 16.68527))",SCARDEC
../Chile/20140401_M8.2_Iquique/Rupture/earthquake_rupture_model_USGS.xml,Chile,20140401_M8.2_Iquique,347.0988800264622,13.426987074164936,-70.7691,-19.6097,25.0,103.16,8.2,"POLYGON((-70.93 -20.07 20.61,-71.23 -18.83 20.61,-70.35 -18.64 43.38,-70.04 -19.88 43.38,-70.93 -20.07 20.61))",USGS
../Chile/20140401_M8.2_Iquique/Rupture/earthquake_rupture_model_Wei_Caltech_Iquique_2014.xml,Chile,20140401_M8.2_Iquique,357.0624060238042,18.000757947431925,-70.817,-19.6423,21.55,113.73,8.1,"POLYGON((-71.00372 -20.50541 13.60759,-71.09605 -18.80189 13.60759,-70.63228 -18.779 29.49241,-70.53502 -20.48228 29.49241,-71.00372 -20.50541 13.60759))",Wei Caltech Iquique 2014
../Chile/20150916_M8.3_Illapel/Rupture/earthquake_rupture_model_GCMT.xml,Chile,20150916_M8.3_Illapel,7.244138912536698,19.001089198406383,-72.09,-31.13,17.4,109.0,8.3,"POLYGON((-72.56005 -32.20267 7.29324,-72.23575 -29.99205 7.29324,-71.63047 -30.05566 27.50676,-71.94071 -32.26778 27.50676,-72.56005 -32.20267 7.29324))",GCMT
../Chile/20150916_M8.3_Illapel/Rupture/earthquake_rupture_model_GFZ.xml,Chile,20150916_M8.3_Illapel,358.1273956240199,19.00088440632407,-71.57,-31.52,23.0,92.0,8.2,"POLYGON((-71.81428 -32.50229 13.80373,-71.88824 -30.55385 13.80373,-71.33081 -30.53726 32.19627,-71.24512 -32.48535 32.19627,-71.81428 -32.50229 13.80373))",GFZ
../Chile/20150916_M8.3_Illapel/Rupture/earthquake_rupture_model_Hayes_2017.xml,Chile,20150916_M8.3_Illapel,6.115368010822351,19.1505759872858,-71.57,-31.52,23.0,100.86965984625554,8.23,"POLYGON((-72.6094 -32.38 1.78,-72.2913 -29.8024 1.78,-70.805 -29.9355 50.485,-71.1231 -32.5131 50.485,-72.6094 -32.38 1.78))",Hayes 2017
../Chile/20150916_M8.3_Illapel/Rupture/earthquake_rupture_model_JMA.xml,Chile,20150916_M8.3_Illapel,3.2034714819194505,14.000981364352699,-71.453,-31.388,28.0,99.0,8.3,"POLYGON((-71.84279 -32.48571 20.48991,-71.69868 -30.26112 20.48991,-71.07222 -30.28914 35.51009,-71.20136 -32.5144 35.51009,-71.84279 -32.48571 20.48991))",JMA
../Chile/20150916_M8.3_Illapel/Rupture/earthquake_rupture_model_Matthew_Herman_et_al_2017.xml,Chile,20150916_M8.3_Illapel,353.0772148610031,19.001278094695067,-71.67277,-31.59525,25.4471,83.0,8.3,"POLYGON((-71.82283 -32.73303 15.34034,-72.13449 -30.52089 15.34034,-71.52633 -30.4573 35.55386,-71.20029 -32.66791 35.55386,-71.82283 -32.73303 15.34034))",Matthew Herman et al 2017
../Chile/20150916_M8.3_Illapel/Rupture/earthquake_rupture_model_Okuwaki_et_al_2016.xml,Chile,20150916_M8.3_Illapel,3.0554453001093975,15.025423227915333,-71.741,-31.637,25.0,65.2,8.3,"POLYGON((-72.515 -31.784 5.589,-72.415 -30.164 5.589,-71.213 -30.213 36.647,-71.292 -31.835 36.647,-72.515 -31.784 5.589))",Okuwaki et al 2016
../Chile/20150916_M8.3_Illapel/Rupture/earthquake_rupture_model_SCARDEC.xml,Chile,20150916_M8.3_Illapel,12.30524893070492,20.001239991747205,-71.674,-31.573,17.0,110.0,8.3,"POLYGON((-72.25354 -32.60681 6.38251,-71.70299 -30.4288 6.38251,-71.10719 -30.53664 27.61749,-71.64429 -32.7172 27.61749,-72.25354 -32.60681 6.38251))",SCARDEC
../Chile/20150916_M8.3_Illapel/Rupture/earthquake_rupture_model_USGS.xml,Chile,20150916_M8.3_Illapel,,,-71.89279,-30.91008,15.05,83.0,8.3,"POLYGON((-72.4 -31.6 0.1,-72.32965 -30.18731 0.1,-71.39284 -30.2182 30.0,-71.47626 -31.6604 30.0,-72.4 -31.6 0.1,-72.49442 -32.51163 0.1,-72.4 -31.6 0.1,-71.88247 -31.64838 17.5,-71.96364 -32.54699 17.5,-72.49442 -32.51163 0.1))",USGS
../Colombia/19830331_M5.6_Popayan/Rupture/earthquake_rupture_model_GCMT.xml,Colombia,19830331_M5.6_Popayan,25.99755038626995,76.00594342583562,-76.81,2.45,56.8,175.0,5.6,"POLYGON((-76.83127 2.42044 54.05922,-76.79978 2.48495 54.05922,-76.78873 2.47956 59.54078,-76.82022 2.41505 59.54078,-76.83127 2.42044 54.05922))",GCMT
../Colombia/19830331_M5.6_Popayan/Rupture/earthquake_rupture_model_USGS.xml,Colombia,19830331_M5.6_Popayan,25.991776075662358,76.00231524699984,-76.686,2.461,22.2,175.0,5.5,"POLYGON((-76.70484 2.43557 19.62443,-76.67755 2.49149 19.62443,-76.66715 2.48643 24.77557,-76.69445 2.43051 24.77557,-76.70484 2.43557 19.62443))",USGS
../Colombia/19940606_M6.8_Cauca/Rupture/earthquake_rupture_model_GCMT.xml,Colombia,19940606_M6.8_Cauca,206.00401374858035,76.00437052575874,-75.94,2.93,15.0,-170.0,6.8,"POLYGON((-75.84097 3.10319 9.22071,-76.01568 2.74544 9.22071,-76.039 2.7568 20.77929,-75.86429 3.11455 20.77929,-75.84097 3.10319 9.22071))",GCMT
../Colombia/19940606_M6.8_Cauca/Rupture/earthquake_rupture_model_ISC.xml,Colombia,19940606_M6.8_Cauca,214.00459261672145,86.9997514320992,-76.057,2.917,12.1,-169.0,6.76,"POLYGON((-75.94947 3.0713 6.29804,-76.15996 2.75963 6.29804,-76.1645 2.76269 17.90196,-75.95401 3.07436 17.90196,-75.94947 3.0713 6.29804))",ISC
../Colombia/19940606_M6.8_Cauca/Rupture/earthquake_rupture_model_RSNC.xml,Colombia,19940606_M6.8_Cauca,228.90801335780085,81.99976566463894,-76.08,2.85,10.0,-146.0,6.8,"POLYGON((-75.92492 2.9752 4.10176,-76.22523 2.71355 4.10176,-76.23505 2.72478 15.89824,-75.93473 2.98644 15.89824,-75.92492 2.9752 4.10176))",RSNC
../Colombia/19940606_M6.8_Cauca/Rupture/earthquake_rupture_model_USGS.xml,Colombia,19940606_M6.8_Cauca,207.00409411211226,87.0007588036036,-76.057,2.917,12.1,-169.0,6.76,"POLYGON((-75.97398 3.08572 6.29804,-76.14487 2.75076 6.29804,-76.13999 2.74827 17.90196,-75.9691 3.08324 17.90196,-75.97398 3.08572 6.29804))",USGS
../Colombia/19990125_M6.1_Armenia/Rupture/earthquake_rupture_model_GCMT.xml,Colombia,19990125_M6.1_Armenia,7.99615184592659,65.00315706754212,-75.75,4.58,27.7,-21.0,6.1,"POLYGON((-75.77478 4.50949 24.20662,-75.75433 4.65459 24.20662,-75.72521 4.65051 31.19338,-75.74568 4.50541 31.19338,-75.77478 4.50949 24.20662))",GCMT
../Colombia/19990125_M6.1_Armenia/Rupture/earthquake_rupture_model_ISC.xml,Colombia,19990125_M6.1_Armenia,15.998075001488246,75.99840423276572,-75.724,4.461,17.0,-16.0,6.1,"POLYGON((-75.75234 4.39289 13.25998,-75.71183 4.53374 13.25998,-75.69566 4.52911 20.74002,-75.73617 4.38826 20.74002,-75.75234 4.39289 13.25998))",ISC
../Colombia/19990125_M6.1_Armenia/Rupture/earthquake_rupture_model_Monsalve_Jaramillo_et_al_2002.xml,Colombia,19990125_M6.1_Armenia,355.99887034302105,67.30308586649791,-75.73,4.45,19.0,-33.0,6.2,"POLYGON((-75.73833 4.36471 15.21597,-75.75016 4.53331 15.21597,-75.72167 4.53529 22.78403,-75.70985 4.36669 22.78403,-75.73833 4.36471 15.21597))",Monsalve Jaramillo et al 2002
../Colombia/19990125_M6.1_Armenia/Rupture/earthquake_rupture_model_RSNC.xml,Colombia,19990125_M6.1_Armenia,39.99655572502621,85.00163077516517,-75.73,4.45,10.0,-20.0,6.2,"POLYGON((-75.78695 4.38733 5.91385,-75.67798 4.5168 5.91385,-75.67304 4.51267 14.08615,-75.78201 4.3832 14.08615,-75.78695 4.38733 5.91385))",RSNC
../Colombia/19990125_M6.1_Armenia/Rupture/earthquake_rupture_model_Sanchez_Silva_et_al_2000.xml,Colombia,19990125_M6.1_Armenia,18.001183219026075,80.99594289069883,-75.72,4.41,20.0,-9.0,6.1,"POLYGON((-75.74788 4.342 16.19294,-75.70246 4.48135 16.19294,-75.69212 4.478 23.80706,-75.73753 4.33865 23.80706,-75.74788 4.342 16.19294))",Sanchez Silva et al 2000
../Colombia/19990125_M6.1_Armenia/Rupture/earthquake_rupture_model_USGS.xml,Colombia,19990125_M6.1_Armenia,,,-75.724,4.461,17.0,-16.0,6.1,"POLYGON((-75.688 4.499 1.0,-75.69133351533132 4.479000015197504 1.0,-75.69466684836873 4.459000015296079 1.0,-75.6979999999393 4.439000000364237 1.0,-75.69799999993931 4.439000000364237 3.0,-75.69799999993931 4.439000000364237 5.0,-75.69799999993931 4.439000000364237 7.0,-75.69799999993931 4.439000000364237 9.0,-75.69799999993931 4.439000000364237 11.0,-75.69799999993931 4.439000000364237 13.0,-75.69799999993931 4.439000000364237 15.0,-75.69799999993931 4.439000000364237 17.0,-75.69799999993931 4.439000000364237 19.0,-75.69466684836873 4.459000015296079 19.0,-75.69133351533132 4.479000015197504 19.0,-75.688 4.499 19.0,-75.688 4.499 17.0,-75.688 4.499 15.0,-75.688 4.499 13.0,-75.688 4.499 11.0,-75.688 4.499 9.0,-75.688 4.499 7.0,-75.688 4.499 5.0,-75.688 4.499 3.0,-75.688 4.499 1.0))",USGS
../Colombia/19990125_M6.1_Armenia/Rupture/earthquake_rupture_model_Vargas_Jimenez_et_al_2009.xml,Colombia,19990125_M6.1_Armenia,7.9982189006603335,64.99721760506016,-75.669,4.465,18.6,-21.0,6.2,"POLYGON((-75.69628 4.38349 14.88255,-75.67269 4.55085 14.88255,-75.64172 4.54651 22.31745,-75.66531 4.37915 22.31745,-75.69628 4.38349 14.88255))",Vargas Jimenez et al 2009
../Colombia/20041115_M7.2_Pizarro/Rupture/earthquake_rupture_model_GCMT.xml,Colombia,20041115_M7.2_Pizarro,20.984965740074983,10.999691399773905,-77.57,4.72,16.0,114.0,7.2,"POLYGON((-77.75302 4.51539 13.90314,-77.56869 4.99412 13.90314,-77.38688 4.92456 18.09686,-77.57131 4.44588 18.09686,-77.75302 4.51539 13.90314))",GCMT
../Colombia/20041115_M7.2_Pizarro/Rupture/earthquake_rupture_model_ISC.xml,Colombia,20041115_M7.2_Pizarro,42.62054872167562,33.0601926010284,-77.4512,4.6916,11.4,123.74,7.2,"POLYGON((-77.68654 4.55907 5.40515,-77.33804 4.9363 5.40515,-77.21577 4.82405 17.39485,-77.56428 4.44688 17.39485,-77.68654 4.55907 5.40515))",ISC
../Colombia/20041115_M7.2_Pizarro/Rupture/earthquake_rupture_model_RSNC.xml,Colombia,20041115_M7.2_Pizarro,21.985741269849314,15.999980818022564,-77.79,4.81,10.0,113.0,7.1,"POLYGON((-77.95472 4.63437 7.24382,-77.7861 5.05038 7.24382,-77.62519 4.98559 12.75618,-77.7939 4.56962 12.75618,-77.95472 4.63437 7.24382))",RSNC
../Colombia/20041115_M7.2_Pizarro/Rupture/earthquake_rupture_model_USGS.xml,Colombia,20041115_M7.2_Pizarro,,,-77.508,4.695,15.0,116.0,7.2,"POLYGON((-77.86687 4.53189 1.27148,-77.86018586091565 4.548393803308276 1.27148,-77.85350141549738 4.564897544971598 1.27148,-77.84681666261598 4.581401224762502 1.27148,-77.84013160114208 4.5979048424534765 1.27148,-77.83344622994606 4.614408397816981 1.27148,-77.82676054789819 4.630911890625423 1.27148,-77.82007455386851 4.647415320651176 1.27148,-77.81338824672683 4.663918687666571 1.27148,-77.80670162534284 4.680421991443893 1.27148,-77.80001468858599 4.69692523175539 1.27148,-77.79332743532554 4.713428408373269 1.27148,-77.78663986443058 4.729931521069693 1.27148,-77.77995197476997 4.746434569616783 1.27148,-77.77326376521239 4.762937553786617 1.27148,-77.76657523462636 4.779440473351234 1.27148,-77.75988638188012 4.795943328082629 1.27148,-77.75319720584177 4.812446117752752 1.27148,-77.74650770537922 4.8289488421335145 1.27148,-77.73981787936015 4.845451500996782 1.27148,-77.73312772665203 4.861954094114377 1.27148,-77.72643724612217 4.878456621258081 1.27148,-77.71974643663765 4.894959082199631 1.27148,-77.71305529706537 4.911461476710719 1.27148,-77.70636382627198 4.927963804562996 1.27148,-77.69967202312398 4.944466065528068 1.27148,-77.69297988648763 4.960968259377495 1.27148,-77.68628741522902 4.977470385882798 1.27148,-77.67959460821397 4.993972444815447 1.27148,-77.67290146430818 5.0104744359468745 1.27148,-77.66620798237706 5.026976359048463 1.27148,-77.65951416128587 5.043478213891553 1.27148,-77.65281999989963 5.05998000024744 1.27148,-77.63666239987951 5.05348311441026 1.8251107690758663,-77.62050512389656 5.046985828779431 2.3787415381517327,-77.60434817154544 5.040488143879645 2.9323723072275993,-77.58819154242069 5.033990060235577 3.4860030763034655,-77.57203523611682 5.027491578371901 4.039633845379332,-77.55587925222825 5.020992698813277 4.593264614455198,-77.53972359034931 5.014493422084359 5.146895383531065,-77.5235682500743 5.007993748709787 5.7005261526069315,-77.50741323099743 5.001493679214198 6.254156921682798,-77.49125853271283 4.994993214122212 6.807787690758664,-77.47510415481457 4.988492353958446 7.36141845983453,-77.45895009689667 4.981991099247506 7.915049228910398,-77.44279635855303 4.975489450513987 8.468679997986264,-77.42664293937753 4.9689874082824765 9.02231076706213,-77.41048983896395 4.962484973077554 9.575941536137995,-77.39433705690602 4.955982145423787 10.129572305213863,-77.37818459279738 4.949478925845734 10.683203074289729,-77.36203244623162 4.9429753148679465 11.236833843365597,-77.34588061680225 4.936471313014963 11.790464612441463,-77.32972910410271 4.929966920811319 12.344095381517329,-77.31357790772637 4.923462138781534 12.897726150593195,-77.29742702726655 4.916956967450121 13.451356919669061,-77.28127646231647 4.910451407341586 14.00498768874493,-77.2651262124693 4.903945458980424 14.558618457820796,-77.24897627731815 4.897439122891119 15.11224922689666,-77.23282665645604 4.890932399598149 15.665879995972528,-77.21667734947592 4.884425289625979 16.219510765048394,-77.2005283559707 4.877917793499071 16.773141534124257,-77.1843796755332 4.87140991174187 17.326772303200126,-77.16823130775617 4.864901644878817 17.880403072275993,-77.1520832522323 4.858392993434345 18.43403384135186,-77.13593550855421 4.8518839579328725 18.987664610427725,-77.11978807631446 4.845374538898815 19.54129537950359,-77.10364095510552 4.838864736856571 20.094926148579457,-77.08749414451981 4.83235455233054 20.648556917655327,-77.0713476441497 4.825843985845104 21.202187686731193,-77.05520145358743 4.81933303792464 21.75581845580706,-77.03905557242524 4.812821709093514 22.309449224882925,-77.02291000025527 4.806309999876084 22.86307999395879,-77.02960420816251 4.789807848254481 22.86307999090574,-77.03629809279704 4.773305631489413 22.863079993536182,-77.0429916552929 4.756803349809843 22.863080001800256,-77.04968489758814 4.740301003769017 22.863079988073956,-77.05637781920821 4.7237985929471895 22.863080007452755,-77.06307042289484 4.707296118221821 22.863080004740947,-77.06976270897712 4.690793579497371 22.86308000746303,-77.0764546793922 4.6742909773268835 22.863079987998145,-77.0831463336649 4.657788311290501 22.863080001436888,-77.08983767453599 4.6412855822654295 22.863079992590624,-77.09652870233386 4.624782790156001 22.863079988981,-77.10321941819082 4.608279935190794 22.863079990558358,-77.10990982323891 4.591777017598322 22.86307999727538,-77.11659991861009 4.575274037607093 22.8630800090817,-77.12328970623993 4.558770995769752 22.863079998364565,-77.12997918645596 4.542267891990461 22.863079992643232,-77.13666836038952 4.525764726497579 22.863079991868965,-77.14335722917166 4.509261499519404 22.863079995995648,-77.15004579393333 4.492758211284216 22.863080004975206,-77.15673405660905 4.476254862344413 22.86307999119799,-77.16342201672168 4.4597514522798045 22.863080009743964,-77.1701096770092 4.443247981966893 22.863080005440743,-77.17679703779788 4.426744451309586 22.863080005805273,-77.18348410021773 4.410240860535942 22.86308001079143,-77.19017086620222 4.393737210198118 22.863079992792933,-77.19685733527338 4.377233499875773 22.8630800068864,-77.2035435101681 4.360729730445134 22.86307999790523,-77.21022939121185 4.34422590180994 22.863079993364767,-77.21691497953357 4.3277220141980255 22.86307999322092,-77.22360027626213 4.311218067837201 22.86307999742827,-77.23028528252613 4.294714062955221 22.863080005943402,-77.23697000025768 4.278210000103923 22.863079991163858,-77.2531159626143 4.284721178908923 22.309449222159657,-77.26926219990837 4.2912320187197865 21.755818453155456,-77.28540871254957 4.297742519013681 21.202187684151255,-77.30155550094753 4.304252679267767 20.648556915147054,-77.31770256551182 4.310762498959194 20.094926146142853,-77.33384990665196 4.317271977565103 19.541295377138653,-77.3499975247774 4.32378111456263 18.98766460813445,-77.36614542029751 4.330289909428901 18.434033839130247,-77.38229359362164 4.336798361641033 17.880403070126047,-77.39844204515906 4.343306470676135 17.326772301121846,-77.41459077531898 4.34981423601131 16.773141532117645,-77.43073978451055 4.356321657123651 16.21951076311344,-77.44688907314284 4.362828733490244 15.66587999410924,-77.46303864162489 4.369335464588166 15.112249225105039,-77.47918849036569 4.375841849894484 14.558618456100836,-77.4953386197741 4.382347888886259 14.004987687096635,-77.511489030259 4.388853581040548 13.451356918092435,-77.52763972222917 4.395358925834389 12.897726149088234,-77.54379069609332 4.4018639227448215 12.344095380084031,-77.55994195226012 4.4083685712488725 11.790464611079829,-77.57609349113817 4.414872870823562 11.236833842075628,-77.59224531313599 4.421376820945902 10.683203073071427,-77.6083974186621 4.427880421092893 10.129572304067224,-77.62454980812485 4.434383670741532 9.575941535063025,-77.64070248193266 4.440886569368806 9.022310766058823,-77.65685544049379 4.447389116451693 8.468679997054618,-77.67300868421646 4.453891311467162 7.915049228050417,-77.68916221350885 4.460393153892175 7.361418459046217,-77.70531602877908 4.466894643203686 6.807787690042016,-77.72147013043515 4.47339577887864 6.254156921037813,-77.7376245188851 4.479896560393974 5.700526152033612,-77.75377919453679 4.486396987226617 5.1468953830294115,-77.7699341577981 4.4928970588534884 4.593264614025209,-77.78608940907684 4.4993967747515 4.039633845021008,-77.80224494878071 4.505896134397556 3.486003076016806,-77.8184007773174 4.512395137268551 2.9323723070126047,-77.83455689509448 4.518893782841372 2.378741538008403,-77.85071330251952 4.5253920705929 1.8251107690042014,-77.86687 4.53189 1.27148))",USGS
../Colombia/20080524_M5.9_Quetame/Rupture/earthquake_rupture_model_GCMT.xml,Colombia,20080524_M5.9_Quetame,195.99906333062464,82.00358537544848,-73.79,4.32,14.7,-179.0,5.9,"POLYGON((-73.77067 4.37176 11.32928,-73.80111 4.26589 11.32928,-73.80933 4.26824 18.07072,-73.77888 4.37411 18.07072,-73.77067 4.37176 11.32928))",GCMT
../Colombia/20080524_M5.9_Quetame/Rupture/earthquake_rupture_model_RSNC.xml,Colombia,20080524_M5.9_Quetame,198.00496835407142,82.99943045096131,-73.814,4.399,10.0,-177.0,5.9,"POLYGON((-73.79337 4.45022 6.62152,-73.82751 4.34548 6.62152,-73.83462 4.34778 13.37848,-73.80049 4.45252 13.37848,-73.79337 4.45022 6.62152))",RSNC
../Colombia/20080524_M5.9_Quetame/Rupture/earthquake_rupture_model_USGS.xml,Colombia,20080524_M5.9_Quetame,195.99886567170688,82.0036828108009,-73.764,4.33,8.9,-179.0,5.9,"POLYGON((-73.74467 4.38176 5.52928,-73.77511 4.27589 5.52928,-73.78333 4.27824 12.27072,-73.75288 4.38411 12.27072,-73.74467 4.38176 5.52928))",USGS
../Costa_Rica/20171113_M6.5_Puntarenas/Rupture/earthquake_rupture_model_GCMT.xml,Costa_Rica,20171113_M6.5_Puntarenas,294.01406296467843,23.99970281062733,-84.58,9.45,29.6,86.0,6.6,"POLYGON((-84.4946 9.35638 27.06322,-84.70768 9.44996 27.06322,-84.66544 9.5436 32.13678,-84.45232 9.44999 32.13678,-84.4946 9.35638 27.06322))",GCMT
../Costa_Rica/20171113_M6.5_Puntarenas/Rupture/earthquake_rupture_model_GFZ.xml,Costa_Rica,20171113_M6.5_Puntarenas,291.01527821508785,20.000413425239415,-84.47,9.63,25.0,79.0,6.6,"POLYGON((-84.38024 9.53955 22.86685,-84.5981 9.622 22.86685,-84.55981 9.72042 27.13315,-84.3419 9.63795 27.13315,-84.38024 9.53955 22.86685))",GFZ
../Costa_Rica/20171113_M6.5_Puntarenas/Rupture/earthquake_rupture_model_IPGP.xml,Costa_Rica,20171113_M6.5_Puntarenas,302.01176153553763,22.000534421695324,-84.505,9.526,20.0,93.0,6.6,"POLYGON((-84.43403 9.42092 17.66361,-84.63188 9.54284 17.66361,-84.57601 9.63106 22.33639,-84.37813 9.50911 22.33639,-84.43403 9.42092 17.66361))",IPGP
../Costa_Rica/20171113_M6.5_Puntarenas/Rupture/earthquake_rupture_model_Quintero_Quintero_et_al_2021.xml,Costa_Rica,20171113_M6.5_Puntarenas,289.00902620668444,17.000920245194827,-84.546,9.463,27.0,85.0,6.4,"POLYGON((-84.47624 9.39233 25.49025,-84.64509 9.44967 25.49025,-84.61579 9.53366 28.50975,-84.44691 9.4763 28.50975,-84.47624 9.39233 25.49025))",Quintero Quintero et al 2021
../Costa_Rica/20171113_M6.5_Puntarenas/Rupture/earthquake_rupture_model_USGS.xml,Costa_Rica,20171113_M6.5_Puntarenas,316.00543139712283,28.001545894140815,-84.487,9.515,19.4,123.0,6.5,"POLYGON((-84.44897 9.41128 16.73572,-84.59078 9.55609 16.73572,-84.52505 9.61871 22.06428,-84.38324 9.47387 22.06428,-84.44897 9.41128 16.73572))",USGS
../Costa_Rica/DRAFT_19910422_M7.6_Limon/Rupture/earthquake_rupture_model_GCMT.xml,Costa_Rica,DRAFT_19910422_M7.6_Limon,102.92765774657039,25.000826951683507,-82.77,10.1,15.0,58.0,7.6,"POLYGON((-83.17333 10.32546 8.22486,-82.3072 10.1286 8.22486,-82.36723 9.87405 21.77514,-83.23272 10.07076 21.77514,-83.17333 10.32546 8.22486))",GCMT
../Costa_Rica/DRAFT_19910422_M7.6_Limon/Rupture/earthquake_rupture_model_USGS.xml,Costa_Rica,DRAFT_19910422_M7.6_Limon,101.46066798949158,16.142237420537363,-83.073,9.685,10.0,58.0,7.6,"POLYGON((-83.40917 10.06292 3.0,-82.70078 9.9207 3.0,-82.80807 9.40594 20.0,-83.51775 9.54565 20.0,-83.40917 10.06292 3.0))",USGS
../Costa_Rica/DRAFT_20090108_M6.1_Cinchona/Rupture/earthquake_rupture_model_GCMT.xml,Costa_Rica,DRAFT_20090108_M6.1_Cinchona,127.9897202835869,79.00621822347557,-84.11,10.23,12.0,-174.0,6.1,"POLYGON((-84.16454 10.28031 8.2163,-84.04721 10.1901 8.2163,-84.05548 10.17968 15.7837,-84.17281 10.26989 15.7837,-84.16454 10.28031 8.2163))",GCMT
../Costa_Rica/DRAFT_20090108_M6.1_Cinchona/Rupture/earthquake_rupture_model_SCARDEC.xml,Costa_Rica,DRAFT_20090108_M6.1_Cinchona,128.98923047948858,68.99611782105391,-84.2,10.16,16.0,-174.0,6.0,"POLYGON((-84.24269 10.20904 12.6184,-84.14239 10.1291 12.6184,-84.15732 10.11095 19.3816,-84.25762 10.19089 19.3816,-84.24269 10.20904 12.6184))",SCARDEC
../Costa_Rica/DRAFT_20120905_M7.6_Nicoya/Rupture/earthquake_rupture_model_GCMT.xml,Costa_Rica,DRAFT_20120905_M7.6_Nicoya,308.04410915780574,17.0000296046824,-85.64,10.0,29.7,102.0,7.6,"POLYGON((-85.3765 9.62196 25.01289,-86.07641 10.16036 25.01289,-85.90412 10.37783 34.38711,-85.20402 9.83907 34.38711,-85.3765 9.62196 25.01289))",GCMT
../Costa_Rica/DRAFT_20120905_M7.6_Nicoya/Rupture/earthquake_rupture_model_GFZ.xml,Costa_Rica,DRAFT_20120905_M7.6_Nicoya,297.0574876265028,15.000162568864072,-85.34,10.23,33.0,82.0,7.6,"POLYGON((-85.00855 9.90717 28.85078,-85.80038 10.30417 28.85078,-85.67212 10.55249 37.14922,-84.87984 10.15518 37.14922,-85.00855 9.90717 28.85078))",GFZ
../Costa_Rica/DRAFT_20120905_M7.6_Nicoya/Rupture/earthquake_rupture_model_JMA.xml,Costa_Rica,DRAFT_20120905_M7.6_Nicoya,297.0538843319675,15.999617517251986,-85.259,9.504,36.0,78.0,7.6,"POLYGON((-84.92795 9.18178 31.58116,-85.71805 9.5788 31.58116,-85.59068 9.8259 40.41884,-84.80015 9.42861 40.41884,-84.92795 9.18178 31.58116))",JMA
../Costa_Rica/DRAFT_20120905_M7.6_Nicoya/Rupture/earthquake_rupture_model_RSN_2012.xml,Costa_Rica,DRAFT_20120905_M7.6_Nicoya,307.04475309407394,20.999946709462534,-85.63,9.688,15.0,93.0,7.6,"POLYGON((-85.35809 9.31716 9.25488,-86.06676 9.84347 9.25488,-85.90251 10.05862 20.74512,-85.19364 9.53198 20.74512,-85.35809 9.31716 9.25488))",RSN 2012
../Costa_Rica/DRAFT_20120905_M7.6_Nicoya/Rupture/earthquake_rupture_model_SCARDEC.xml,Costa_Rica,DRAFT_20120905_M7.6_Nicoya,298.04912581933536,23.99964741323862,-85.315,10.085,29.0,87.0,7.5,"POLYGON((-85.02917 9.79938 23.06688,-85.71547 10.15862 23.06688,-85.60134 10.37037 34.93312,-84.91472 10.0109 34.93312,-85.02917 9.79938 23.06688))",SCARDEC
