# 19890310_M6.2_Salima median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AkkarEtAlRjb2014,AtkinsonBoore2006Modified2011,ChiouYoungs2014,PezeshkEtAl2011NEHRPBC
t_129,34.22651,-13.92173,0.046004992,0.06441283,0.09030358,0.054166507
t_13,35.66381,-15.65875,0.003719964,0.012189264,0.0057208366,0.008051332
t_130,33.68752,-13.92173,0.015335937,0.031147156,0.037955094,0.022961704
t_131,34.31634,-13.92173,0.047529787,0.06107451,0.07976019,0.069704644
t_132,34.496,-13.92173,0.09989697,0.12513603,0.14967269,0.096028514
t_133,34.40617,-13.92173,0.079770595,0.097012125,0.124081045,0.08611641
t_134,34.31634,-13.83452,0.08041854,0.10114096,0.12858312,0.084364474
t_135,34.04684,-13.83452,0.030254235,0.042763516,0.06572814,0.03683149
t_136,34.58583,-13.83452,0.15011874,0.16418406,0.18425292,0.12220838
t_137,34.13667,-13.83452,0.033519372,0.04612216,0.066472955,0.0473484
t_138,34.22651,-13.83452,0.04101505,0.054215435,0.07213979,0.06252296
t_139,34.496,-13.83452,0.17309193,0.16653958,0.1888813,0.12944587
t_14,35.48415,-15.65875,0.0047218986,0.017254194,0.00799523,0.0085571995
t_140,34.40617,-13.83452,0.12699257,0.13103242,0.15833528,0.11118309
t_141,34.58583,-13.74727,0.27934453,0.16785619,0.19435333,0.13981497
t_142,34.40617,-13.74727,0.16911606,0.16431697,0.18689734,0.12793225
t_143,34.31634,-13.74727,0.09749202,0.11068206,0.13818558,0.09715056
t_144,34.496,-13.74727,0.3000351,0.1816908,0.20686589,0.14968406
t_145,33.68752,-13.74727,0.01622543,0.030149024,0.039626386,0.023451503
t_146,34.04684,-13.74727,0.031513374,0.04404093,0.065917134,0.04116264
t_147,34.22651,-13.74727,0.06326628,0.08341523,0.1102521,0.0717344
t_148,33.86718,-13.74727,0.022286719,0.031069243,0.051953442,0.025723318
t_149,33.32819,-13.74727,0.0117048565,0.03973846,0.029825889,0.020747932
t_15,34.58583,-15.65875,0.004504358,0.015003648,0.008117006,0.0101437
t_150,34.13667,-13.74727,0.045132097,0.063043155,0.08867257,0.053704172
t_151,33.50785,-13.74727,0.012838328,0.03069686,0.031909328,0.021984348
t_152,34.31634,-13.66,0.12827994,0.13809237,0.16390102,0.11132466
t_153,34.04684,-13.66,0.03701003,0.052419566,0.07702091,0.044411093
t_154,34.40617,-13.66,0.23512277,0.17023271,0.19466458,0.14061874
t_155,34.496,-13.66,0.31662145,0.18215652,0.20807607,0.15032035
t_156,34.22651,-13.66,0.07511987,0.09401471,0.12115146,0.08197306
t_157,34.13667,-13.66,0.049933128,0.06836861,0.094131716,0.059664227
t_158,34.40617,-13.57269,0.26851878,0.17700347,0.20173295,0.1457958
t_159,34.04684,-13.57269,0.035936598,0.050340775,0.07383711,0.045158967
t_16,34.76549,-15.65875,0.004254723,0.014122938,0.0075299013,0.0100285215
t_160,34.31634,-13.57269,0.14178662,0.14779782,0.17228693,0.11717826
t_161,34.22651,-13.57269,0.08173264,0.10306683,0.13048112,0.08492876
t_162,34.496,-13.57269,0.27672297,0.18227549,0.2067525,0.14408134
t_163,33.86718,-13.57269,0.021218523,0.029312015,0.048233323,0.027091248
t_164,33.50785,-13.57269,0.013205284,0.031127019,0.032901593,0.022081183
t_165,33.68752,-13.57269,0.016728248,0.030329108,0.040781476,0.023597693
t_166,34.13667,-13.57269,0.05214244,0.071437724,0.09766011,0.06111077
t_167,33.32819,-13.57269,0.011594867,0.03753868,0.029326629,0.020816252
t_168,34.13667,-13.48535,0.04847971,0.06715341,0.09310715,0.057253484
t_169,34.496,-13.48535,0.16295825,0.11574743,0.13994195,0.12146231
t_17,34.94516,-15.65875,0.004961193,0.016958151,0.009028457,0.009791858
t_170,34.22651,-13.48535,0.072979644,0.09719744,0.12442686,0.077247754
t_171,34.31634,-13.48535,0.11029045,0.13624899,0.15870106,0.10227828
t_172,34.40617,-13.48535,0.13984758,0.116839305,0.13879363,0.12263851
t_173,34.04684,-13.48535,0.033593252,0.046985097,0.06962918,0.043123163
t_174,34.04684,-13.39798,0.028838672,0.04015219,0.060671434,0.03903107
t_175,34.40617,-13.39798,0.07772964,0.0869879,0.11047202,0.09038308
t_176,34.22651,-13.39798,0.05937957,0.08664792,0.11222938,0.06396847
t_177,33.68752,-13.39798,0.01649499,0.03131948,0.040611673,0.02335829
t_178,34.496,-13.39798,0.083128735,0.086428955,0.11107187,0.089780845
t_179,33.86718,-13.39798,0.022056075,0.030779406,0.05180905,0.025093062
t_18,35.66381,-15.48568,0.0051380317,0.019819293,0.009126912,0.009003553
t_180,34.31634,-13.39798,0.07700472,0.12619936,0.13911332,0.07937513
t_181,33.50785,-13.39798,0.013561272,0.034365132,0.034256533,0.0219196
t_182,33.32819,-13.39798,0.010822995,0.03324089,0.026888518,0.020699903
t_183,34.13667,-13.39798,0.042507317,0.060098946,0.085745424,0.049956035
t_184,34.04684,-13.31058,0.024041878,0.03329211,0.051582165,0.034045946
t_185,34.22651,-13.31058,0.043333113,0.061235674,0.087012894,0.050759304
t_186,34.13667,-13.31058,0.03783012,0.055402465,0.08148497,0.041800484
t_187,34.31634,-13.31058,0.05629589,0.10052619,0.11521136,0.05947631
t_188,34.40617,-13.31058,0.049827006,0.063335784,0.08619197,0.06506617
t_189,34.496,-13.31058,0.05154895,0.063059784,0.08642282,0.06477298
t_19,35.12482,-15.48568,0.0033767791,0.011238579,0.00582987,0.010833127
t_190,34.04684,-13.22315,0.022454714,0.031122435,0.050365835,0.029098442
t_191,34.13667,-13.22315,0.029735802,0.042403173,0.06610228,0.034387663
t_192,33.86718,-13.22315,0.016714476,0.02672756,0.039326176,0.024237385
t_193,33.32819,-13.22315,0.010465683,0.034503117,0.025946217,0.020414837
t_194,34.22651,-13.22315,0.035557922,0.051540587,0.07701754,0.03996997
t_195,34.40617,-13.22315,0.035244502,0.04702876,0.06833808,0.047847148
t_196,33.68752,-13.22315,0.015201145,0.031856507,0.037847117,0.022798512
t_197,33.50785,-13.22315,0.012273965,0.031826075,0.030693546,0.021530135
t_198,34.31634,-13.22315,0.041959107,0.06516748,0.08958047,0.04491042
t_199,34.40617,-13.04819,0.021079935,0.028315356,0.04611705,0.028377615
t_2,34.94516,-16.69404,0.0027021158,0.0084199915,0.0026246568,0.0049005677
t_20,34.58583,-15.48568,0.0040144594,0.013282029,0.0074228733,0.011776457
t_200,33.32819,-13.04819,0.009456448,0.032159485,0.02295797,0.019996228
t_201,33.50785,-13.04819,0.010926185,0.030900296,0.027015727,0.02097611
t_202,34.22651,-13.04819,0.023757894,0.033518422,0.056104332,0.025623277
t_203,33.86718,-13.04819,0.012918263,0.024757124,0.030590437,0.023169402
t_204,34.04684,-13.04819,0.018744279,0.030085664,0.04492025,0.024287252
t_205,33.68752,-13.04819,0.012989925,0.030772332,0.032294694,0.022041043
t_206,34.04684,-12.8731,0.012603019,0.025500063,0.030128777,0.022864617
t_207,34.40617,-12.8731,0.014476143,0.024503885,0.033411246,0.023766594
t_208,34.22651,-12.8731,0.018035492,0.03471504,0.04484887,0.02347577
t_209,33.68752,-12.8731,0.011193921,0.030467173,0.027674638,0.021197578
t_21,34.94516,-15.48568,0.005362722,0.018065719,0.010475132,0.01129328
t_210,33.32819,-12.8731,0.007947398,0.026820755,0.0185112,0.018435825
t_211,33.50785,-12.8731,0.009015447,0.028034765,0.021581123,0.02032535
t_212,33.86718,-12.8731,0.011859052,0.027639307,0.028913103,0.022067338
t_213,34.04684,-12.69789,0.01095514,0.02760127,0.026687728,0.021598356
t_214,33.86718,-12.69789,0.008974828,0.02472004,0.021263562,0.021014402
t_215,33.68752,-12.69789,0.009138782,0.028378144,0.021937203,0.020340977
t_216,33.32819,-12.69789,0.0073971646,0.025079858,0.016822778,0.016406234
t_217,33.50785,-12.69789,0.007536902,0.025242658,0.01737,0.01899811
t_218,34.22651,-12.69789,0.01030106,0.0237519,0.024282245,0.022022292
t_219,33.50785,-12.52256,0.00734843,0.024890823,0.016688503,0.016439937
t_22,35.30448,-15.48568,0.0036663702,0.012081597,0.0063269124,0.010273738
t_220,33.86718,-12.52256,0.0064766724,0.02071352,0.014433698,0.020038564
t_221,33.32819,-12.52256,0.006846836,0.023317128,0.015060273,0.014512207
t_222,33.68752,-12.52256,0.0077413744,0.026045674,0.017929118,0.018526811
t_223,34.04684,-12.52256,0.00858901,0.025819076,0.020299481,0.020479435
t_224,34.22651,-12.52256,0.0081853345,0.023118395,0.018958434,0.020788413
t_225,33.50785,-12.34711,0.006521653,0.022090554,0.014131243,0.014248602
t_226,34.22651,-12.34711,0.0067129554,0.022103412,0.014984839,0.01934561
t_227,34.04684,-12.34711,0.007592375,0.025411608,0.017462881,0.018435476
t_228,33.68752,-12.34711,0.005561085,0.018525865,0.011799495,0.015735323
t_229,33.32819,-12.34711,0.005999267,0.020298468,0.012468945,0.012812437
t_23,34.76549,-15.48568,0.0054940386,0.018528113,0.010889893,0.011617484
t_230,33.86718,-12.34711,0.006049805,0.020142507,0.013209542,0.017177153
t_231,34.04684,-12.17155,0.0054350975,0.01802636,0.011394027,0.015330562
t_232,33.68752,-12.17155,0.0061383527,0.02074937,0.012971425,0.013475028
t_233,33.86718,-12.17155,0.00616177,0.020716527,0.013208757,0.014481504
t_234,34.22651,-12.17155,0.005640823,0.018643262,0.011945602,0.015928054
t_235,33.32819,-12.17155,0.005527994,0.018701859,0.010888608,0.011320774
t_236,33.50785,-12.17155,0.0055489843,0.018674603,0.011226272,0.012398647
t_237,34.22651,-11.99587,0.004831545,0.015963307,0.009581853,0.013360307
t_238,34.04684,-11.99587,0.0058476743,0.01962836,0.012063782,0.0129513005
t_239,33.86718,-11.99587,0.0046681524,0.015509962,0.009056027,0.012358409
t_24,35.48415,-15.48568,0.004591125,0.015303211,0.008139665,0.009652683
t_240,33.68752,-11.99587,0.0051568714,0.01729758,0.010072633,0.011637534
t_241,33.32819,-11.99587,0.0050480394,0.017221387,0.009313908,0.010027087
t_242,33.50785,-11.99587,0.0048549604,0.016240118,0.009131779,0.010844506
t_243,34.22651,-11.82007,0.004202749,0.013837216,0.007721868,0.011377586
t_244,34.04684,-11.82007,0.003961839,0.013039481,0.0071329423,0.011087752
t_245,33.68752,-11.82007,0.0042365487,0.014048439,0.0075209807,0.010132754
t_246,34.40617,-11.82007,0.004252237,0.013980049,0.007848615,0.011509186
t_247,33.50785,-11.82007,0.00475046,0.015898395,0.008453593,0.0095382575
t_248,33.32819,-11.82007,0.0044873827,0.01495121,0.0076311543,0.008911022
t_249,33.86718,-11.82007,0.0033860705,0.011210199,0.00580444,0.0106613375
t_25,34.58583,-15.31247,0.0047883214,0.015919099,0.009612879,0.013855033
t_250,34.22651,-11.64416,0.005213013,0.018614037,0.009568503,0.009812478
t_251,34.40617,-11.64416,0.0037385828,0.012229437,0.006342481,0.009913015
t_252,33.32819,-11.64416,0.0041308184,0.013754972,0.0064802975,0.007949414
t_253,33.50785,-11.64416,0.0039033722,0.012862125,0.006236502,0.0084366
t_254,34.04684,-11.64416,0.0036232094,0.0118641155,0.0060346834,0.009600144
t_255,33.86718,-11.64416,0.0035312509,0.011563418,0.0057680947,0.009285558
t_256,33.68752,-11.64416,0.0034574256,0.011318425,0.0055111796,0.008889699
t_257,34.40617,-11.46814,0.0033235871,0.010794637,0.0051436145,0.008633307
t_258,33.50785,-11.46814,0.0035778945,0.01168003,0.005230554,0.0075027756
t_259,33.86718,-11.46814,0.003657382,0.011954964,0.00563259,0.008155571
t_26,35.12482,-15.31247,0.0061525605,0.02140331,0.012808457,0.012532985
t_260,34.04684,-11.46814,0.0039084377,0.012816195,0.0062036426,0.008392839
t_261,33.32819,-11.46814,0.003562414,0.011606862,0.0050303023,0.0071198163
t_262,33.68752,-11.46814,0.00424294,0.014680161,0.0066525685,0.007853467
t_263,34.22651,-11.46814,0.0029270488,0.009490949,0.0043758885,0.008554518
t_264,33.59768,-11.02761,0.002614103,0.0082456125,0.0029388666,0.0058199232
t_265,34.04684,-11.02761,0.002653784,0.0084034195,0.0031496393,0.0062104715
t_266,33.59768,-10.58642,0.0022188497,0.006765128,0.0018942727,0.004538142
t_267,34.04684,-10.58642,0.0020480352,0.006256289,0.0018063759,0.004774493
t_268,33.59768,-10.14459,0.0017039548,0.004973398,0.001050974,0.003623877
t_269,34.04684,-10.14459,0.0017037384,0.0050041187,0.0011051979,0.0037735815
t_27,34.76549,-15.31247,0.005170965,0.017266328,0.010531876,0.0136286365
t_270,33.59768,-9.70216,0.0012761605,0.0035496713,0.00055358285,0.002948314
t_271,34.496,-16.26333,0.0032350465,0.010426796,0.0041860705,0.0065015117
t_272,34.40617,-15.83167,0.003596249,0.011809552,0.005768467,0.00882319
t_273,34.40617,-15.65875,0.004381842,0.014570286,0.007840204,0.010128052
t_274,34.40617,-15.48568,0.0048106164,0.016060852,0.009274038,0.011754812
t_275,34.40617,-15.31247,0.00516651,0.017242244,0.010552028,0.013824119
t_276,34.58583,-14.96562,0.009312854,0.031817783,0.02253563,0.019934447
t_277,33.14853,-11.64416,0.0037936948,0.012437372,0.0056019677,0.007448152
t_278,32.96886,-13.57269,0.007693567,0.027390124,0.017637048,0.015941262
t_279,33.14853,-13.57269,0.009217747,0.033147346,0.02228646,0.019393347
t_28,35.30448,-15.31247,0.0038704127,0.012798641,0.007096321,0.011772303
t_280,32.7892,-13.57269,0.0054958663,0.018428648,0.011300304,0.013361485
t_281,33.14853,-13.39798,0.009487633,0.036415484,0.023194378,0.019046267
t_282,32.96886,-13.39798,0.007905445,0.02968429,0.018261604,0.015714038
t_283,32.96886,-13.22315,0.0072461665,0.025258457,0.016268225,0.015163602
t_284,33.14853,-13.22315,0.008412675,0.028884048,0.019857988,0.018213341
t_285,32.96886,-13.04819,0.0070352396,0.02506138,0.015566764,0.014360979
t_286,33.14853,-13.04819,0.008640534,0.033382565,0.020581929,0.017027795
t_287,33.14853,-12.8731,0.008150534,0.032186367,0.019040408,0.015645357
t_288,32.96886,-12.8731,0.006471964,0.022366647,0.013843872,0.013394881
t_289,33.14853,-12.69789,0.0069776005,0.024894992,0.015380538,0.014202121
t_29,35.66381,-15.31247,0.0037844537,0.012441281,0.0065173106,0.010104188
t_290,33.14853,-13.92173,0.008623213,0.030051613,0.020490844,0.018483853
t_291,32.7892,-13.74727,0.0049535106,0.016515953,0.009931695,0.01327653
t_292,32.96886,-13.74727,0.006791513,0.022909723,0.015084777,0.015813777
t_293,33.14853,-13.74727,0.008963505,0.031436525,0.021509893,0.019193428
t_3,34.94516,-16.26333,0.0040764385,0.016368555,0.0055713993,0.0063600517
t_30,35.48415,-15.31247,0.00553027,0.019261776,0.010770061,0.010946787
t_31,34.94516,-15.31247,0.0065932972,0.023741432,0.014135365,0.013171519
t_32,34.94516,-15.13911,0.0073444042,0.025313022,0.01659385,0.015565248
t_33,35.66381,-15.13911,0.0066891075,0.029056061,0.014088639,0.011373686
t_34,35.48415,-15.13911,0.0040864483,0.013487311,0.007693537,0.012479439
t_35,35.12482,-15.13911,0.0072290134,0.02608953,0.016161334,0.014653145
t_36,34.76549,-15.13911,0.0061592115,0.020599982,0.013427488,0.016232314
t_37,35.30448,-15.13911,0.005086533,0.016947843,0.010311106,0.013594982
t_38,34.58583,-15.13911,0.007015329,0.023643587,0.015777394,0.016567219
t_39,34.94516,-14.96562,0.008399493,0.02848889,0.019827986,0.01868046
t_4,35.12482,-15.83167,0.0031635263,0.010306716,0.004770611,0.0083153155
t_40,35.66381,-14.96562,0.0066825277,0.024810582,0.014227023,0.012828233
t_41,35.48415,-14.96562,0.0064563784,0.021718713,0.01390336,0.014292835
t_42,34.76549,-14.96562,0.009123022,0.031763453,0.02197991,0.019695012
t_43,35.30448,-14.96562,0.007840243,0.028665168,0.018029453,0.015824959
t_44,35.12482,-14.96562,0.007802388,0.02646275,0.01805302,0.01733344
t_45,35.12482,-14.79198,0.008459193,0.027314706,0.019991368,0.020065852
t_46,35.30448,-14.79198,0.008937867,0.03210571,0.021355953,0.018558973
t_47,34.58583,-14.79198,0.008793173,0.024080474,0.02073425,0.021041367
t_48,35.48415,-14.79198,0.006775642,0.02259542,0.015003681,0.016424144
t_49,34.94516,-14.79198,0.00985508,0.029833397,0.02400545,0.020531854
t_5,35.48415,-15.83167,0.0043990463,0.01640485,0.006872118,0.0076258783
t_50,35.66381,-14.79198,0.0070225717,0.024240375,0.015408643,0.014472665
t_51,34.76549,-14.79198,0.010098178,0.028816752,0.024592869,0.0208711
t_52,35.30448,-14.6182,0.0075153643,0.0228564,0.017166333,0.020324722
t_53,35.66381,-14.6182,0.0063844724,0.021113604,0.013873265,0.016287029
t_54,35.48415,-14.6182,0.007989448,0.026579507,0.018458318,0.018886717
t_55,34.58583,-14.6182,0.011053945,0.024404055,0.02630593,0.02233766
t_56,35.12482,-14.6182,0.010172438,0.028120501,0.024653353,0.021018729
t_57,34.94516,-14.6182,0.01187055,0.030006906,0.029372381,0.021633534
t_58,34.76549,-14.6182,0.013399777,0.03156702,0.033478294,0.02209817
t_59,35.12482,-14.44428,0.011828721,0.027399028,0.028613636,0.022038212
t_6,35.66381,-15.83167,0.0028091092,0.009037533,0.0037821804,0.0072271028
t_60,34.76549,-14.44428,0.018334443,0.03584293,0.04585551,0.023538943
t_61,35.48415,-14.44428,0.008064965,0.024693934,0.01858956,0.020267246
t_62,34.94516,-14.44428,0.014893518,0.03050965,0.03672585,0.022871869
t_63,34.58583,-14.44428,0.014835802,0.02507254,0.034772996,0.023898173
t_64,35.30448,-14.44428,0.011449582,0.031066308,0.028134318,0.02114855
t_65,35.48415,-14.27023,0.010664016,0.029850561,0.025749873,0.020882709
t_66,34.94516,-14.27023,0.017869119,0.028350964,0.04217187,0.024245586
t_67,34.76549,-14.27023,0.026945619,0.050418172,0.06828506,0.025814082
t_68,34.58583,-14.27023,0.028805718,0.046697274,0.06850823,0.029274812
t_69,35.12482,-14.27023,0.012725941,0.024231035,0.029655395,0.023090543
t_7,35.30448,-15.83167,0.0041329223,0.0137057435,0.006505446,0.007994219
t_70,35.30448,-14.27023,0.009490555,0.021769108,0.021723982,0.021949017
t_71,34.85533,-14.09604,0.02468385,0.033460192,0.052457977,0.03369757
t_72,34.94516,-14.09604,0.021114632,0.02824761,0.046062633,0.02830773
t_73,35.30448,-14.09604,0.013710296,0.028126312,0.032703906,0.022653602
t_74,35.12482,-14.09604,0.01556821,0.024625704,0.035379402,0.024087505
t_75,34.67566,-14.09604,0.03233222,0.044652212,0.0650267,0.04535646
t_76,34.76549,-14.09604,0.028560558,0.039188165,0.059103195,0.039649587
t_77,34.85533,-14.0089,0.02930602,0.039084334,0.058899228,0.04036001
t_78,34.76549,-14.0089,0.03648587,0.048712146,0.07018046,0.04961442
t_79,34.94516,-14.0089,0.02443791,0.03248733,0.05143951,0.032689802
t_8,34.76549,-15.83167,0.003839697,0.012650598,0.0062284656,0.008749146
t_80,34.67566,-14.0089,0.04349123,0.05800204,0.0799309,0.059410512
t_81,35.12482,-13.92173,0.023969155,0.034396995,0.055754226,0.024855753
t_82,34.67566,-13.92173,0.062429406,0.075189665,0.09855848,0.07770938
t_83,34.94516,-13.92173,0.027869897,0.036553025,0.056481406,0.03690741
t_84,34.76549,-13.92173,0.047332946,0.059661,0.08255933,0.06116725
t_85,34.85533,-13.92173,0.035850592,0.046527356,0.068081945,0.04732124
t_86,34.67566,-13.83452,0.0933525,0.09308698,0.11756427,0.09696548
t_87,34.76549,-13.83452,0.060109165,0.06966512,0.09372956,0.07180486
t_88,34.94516,-13.83452,0.030764196,0.039661605,0.06030535,0.040142957
t_89,34.85533,-13.83452,0.041596137,0.05201133,0.07450544,0.053085122
t_9,34.58583,-15.83167,0.0037015255,0.012173595,0.0059819464,0.008834809
t_90,34.67566,-13.74727,0.12413754,0.10247277,0.12775557,0.10712487
t_91,34.76549,-13.74727,0.06869055,0.0743988,0.099156894,0.07686287
t_92,34.85533,-13.74727,0.04479529,0.054421842,0.07740798,0.055626772
t_93,34.94516,-13.74727,0.0322258,0.04096166,0.061948683,0.041498847
t_94,34.58583,-13.66,0.21670738,0.17130812,0.19504662,0.13057284
t_95,34.76549,-13.66,0.06519498,0.070987076,0.095717974,0.07321587
t_96,34.85533,-13.66,0.051798902,0.06510779,0.09317407,0.05379746
t_97,34.94516,-13.66,0.04080236,0.056583952,0.08313735,0.040520865
t_98,34.67566,-13.66,0.110366344,0.09570998,0.12137124,0.09980215
t_99,34.22651,-14.44428,0.015469729,0.02883115,0.037532136,0.023403382
