STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V
CIBA3,IBAGUE,4.4319,-75.188,seismic,SGS_Recording_Stations,SUELO,0.0092966234,0.0100562544,0.0112192794,0.0150532832,0,0,0,0,0.0092966234,0.0100562544,0.0112192794,0.0150532832,0.0039106964,0.0047184293,0.0061545071,0.0068688403,0.004983945,0.0064049491,0.0067930702,0.0100301851
CNEIV,NEIVA,2.942,-75.276,seismic,SGS_Recording_Stations,SUELO,0.0428054915,0.0476894389,0.0575944669,0.0599420318,0,0,0,0,0.0318552497,0.043390276,0.0447930153,0.0400579069,0.0428054915,0.0476894389,0.0575944669,0.0599420318,0.020905008,0.0249717374,0.0258415143,0.0272694827
CPENS,PENSILVANIA,5.393,-75.161,seismic,SGS_Recording_Stations,ROCA,0.0184163164,0.0412443301,0.0228504193,0.013147278,0,0,0,0,0.0184163164,0.0412443301,0.0126098365,0.0083133599,0.0179185778,0.0376765738,0.0228504193,0.013147278,0.013936672,0.0160346579,0.0153133508,0.0144279377
CPLAT,LA PLATA,2.387,-75.91,seismic,SGS_Recording_Stations,SUELO,0.0095834063,0.0108282363,0.0167861165,0.0247278316,0,0,0,0,0.0095834063,0.0108282363,0.0146241808,0.0232419482,0.0066489859,0.0083620603,0.0167861165,0.0247278316,0.0136464864,0.0153657537,0.0239543013,0.0244173074
CPMGU,BUESACO,1.289,-77.237,seismic,SGS_Recording_Stations,SUELO,0.004256537,0.0044147636,0.0047691691,0.0068575444,0,0,0,0,0.0021134434,0.0021577465,0.0026858721,0.003855879,0.004256537,0.0044147636,0.0047691691,0.0068575444,0.0047263262,0.0048776218,0.0055266436,0.0069134952
CPOP2,POPAYAN,2.459,-76.596,seismic,SGS_Recording_Stations,SUELO,0.0457919217,0.0460842408,0.0588555297,0.1152365866,0,0,0,0,0.0457919217,0.0460842408,0.0588555297,0.1152365866,0.0268778667,0.0319828343,0.0524426614,0.0871343468,0.0159276249,0.0180281333,0.0293032271,0.0262275851
CPTEJ,PUERTO,3.228,-76.414,seismic,SGS_Recording_Stations,SUELO,0.0408145386,0.0600878193,0.0657161271,0.0705864037,0,0,0,0,0.0338462027,0.0600878193,0.0657161271,0.0493649609,0.0408145386,0.0499210608,0.0578820177,0.0705864037,0.0547512106,0.057706958,0.061440615,0.0671318421
CRIOS,RIOSUCIO,5.423,-75.719,seismic,SGS_Recording_Stations,ROCA,0.0087658324,0.0092557919,0.0105215158,0.0126279313,0,0,0,0,0.0087658324,0.0092557919,0.0105215158,0.0126279313,0.0073941358,0.0086291595,0.008263944,0.0109645447,0.003893927,0.0048708557,0.0059695621,0.0072475695
CTRUJ,TRUJILLO,4.219,-76.322,seismic,SGS_Recording_Stations,ROCA,0.0180405823,0.0362143868,0.0513476211,0.0421640004,0,0,0,0,0.0180405823,0.0317132695,0.0513476211,0.0365260199,0.0168735217,0.0362143868,0.0492664839,0.0421640004,0.0213269187,0.026439985,0.0240147349,0.0176350015
CVERS,VERSALLES,4.574,-76.208,seismic,SGS_Recording_Stations,SUELO,0.0561161019,0.1285242511,0.2376072733,0.0415732872,0,0,0,0,0.0481464571,0.1007848602,0.2295501041,0.0415732872,0.0561161019,0.1285242511,0.2376072733,0.0321820053,0.0336731613,0.0869985776,0.033520844,0.0201332129
CVHER,VILLAHERMOSA,5.032,-75.12,seismic,SGS_Recording_Stations,ROCA,0.0036484608,0.0047303862,0.0058882953,0.0050219852,0,0,0,0,0.0036484608,0.0047303862,0.0058882953,0.0050219852,0.0025518809,0.003750604,0.0040017003,0.0041930105,0.0062124934,0.0087038759,0.0055328113,0.00595802
CVIL1,VILLAVICENCIO,4.174,-73.639,seismic,SGS_Recording_Stations,ROCA,0.0224040555,0.0245053492,0.0231659157,0.0224570942,0,0,0,0,0.0224040555,0.0245053492,0.0231659157,0.0224570942,0.0050298789,0.0068994148,0.0054266212,0.0047035157,0.0092548208,0.0117661002,0.0102534233,0.0098078101
CBMAL,BAHIA,4.013,-77.335,seismic,SGS_Recording_Stations,ROCA,0.1165723458,0.4944204047,0.1174924976,0.0628278425,0,0,0,0,0.1165723458,0.4944204047,0.1174924976,0.0628278425,0.0690636167,0.1761945922,0.0908886351,0.0489331127,0.0265823348,0.0979917431,0.0286159128,0.0284929113
CMAN1,MANIZALES,5.043,-75.314,seismic,SGS_Recording_Stations,SUELO,0.0250254442,0.0337103254,0.0720828099,0.0477841227,0,0,0,0,0.0250254442,0.0337103254,0.0720828099,0.046722468,0.0175156241,0.0251721148,0.0698407088,0.0477841227,0.0074461456,0.0183683374,0.0128513792,0.0099290426
MCOLO,MANIZALES,5.079,-75.53,seismic,SGS_Recording_Stations,SUELO,0.021128115,0.0363501164,0.0670827907,0.0470905274,0,0,0,0,0.0089772738,0.0140149482,0.0152277895,0.0111817706,0.021128115,0.0363501164,0.0670827907,0.0470905274,0.0189155131,0.0441635177,0.0381463518,0.03468573
MEMTE,MANIZALES,5.326,-75.29,seismic,SGS_Recording_Stations,SUELO,0.0096874259,0.021144766,0.0406900249,0.0175559383,0,0,0,0,0.0091960065,0.0204823928,0.0088388229,0.0076060513,0.0096874259,0.021144766,0.0406900249,0.0175559383,0.0120074495,0.0210672662,0.0632839432,0.0134523768
MPALE,PALERMO,5.055,-75.493,seismic,SGS_Recording_Stations,SUELO,0.0073790671,0.0097269876,0.0104132473,0.0101087293,0,0,0,0,0.0073790671,0.0097269876,0.0104132473,0.0101087293,0.0039396175,0.0095515439,0.0083886499,0.0061583618,0.0096106259,0.0184275277,0.0129323678,0.0121572014
MUNAL,UNIVERSIDAD,5.058,-75.489,seismic,SGS_Recording_Stations,SUELO,0.0170446198,0.0267664976,0.0511486291,0.0150656891,0,0,0,0,0.0109682267,0.01687297,0.0131774812,0.0149940653,0.0170446198,0.0267664976,0.0511486291,0.0150656891,0.013621211,0.0362448945,0.0363434316,0.020862677
CPAS2,PASTO,1.221,-77.251,seismic,SGS_Recording_Stations,ROCA,0.0044796444,0.0051094471,0.0066367108,0.0152539215,0,0,0,0,0.003484168,0.0040955526,0.0064711184,0.0152539215,0.0044796444,0.0051094471,0.0066367108,0.0127022355,0.0044796444,0.0049967335,0.0054179993,0.0062545151
RAC03,SEMINARIO,3.4089,-76.5526,seismic,SGS_Recording_Stations,SUELO,0.0689527918,0.0846398474,0.1114002808,0.1660760981,0,0,0,0,0.0689527918,0.0846398474,0.1114002808,0.1660760981,0.0503537125,0.0829493814,0.0854564681,0.1542776555,0.0345738536,0.048229866,0.0987614057,0.0763674787
RAC04,"LA REFORMA, CALI",3.3942,-76.5769,seismic,SGS_Recording_Stations,SUELO,0.0324361068,0.0664437925,0.0855017325,0.0297812193,0,0,0,0,0.0227409036,0.0423111883,0.083937584,0.0297812193,0.0324361068,0.0664437925,0.0855017325,0.0239779836,0.0106819303,0.0197046529,0.0209811704,0.0209979142
RAC05,HOSPITAL,3.4296,-76.5467,seismic,SGS_Recording_Stations,SUELO,0.0586004192,0.0858108319,0.1420499932,0.1350126001,0,0,0,0,0.0508514504,0.0858108319,0.1420499932,0.1350126001,0.0586004192,0.0764041623,0.0911725888,0.1000411263,0.0430597081,0.0637159871,0.0831085052,0.0842992515
RAC06,CANCHAS,3.4226,-76.5354,seismic,SGS_Recording_Stations,SUELO,0.111659611,0.142941667,0.1792228236,0.2565766114,0,0,0,0,0.0766857199,0.0988648806,0.1381056232,0.2017841537,0.111659611,0.142941667,0.1792228236,0.2565766114,0.0447040913,0.0689605236,0.1113865752,0.1058956435
RAC07,PARQUE,3.467,-76.5402,seismic,SGS_Recording_Stations,SUELO,0.0621550671,0.117138092,0.0946213679,0.0583204277,0,0,0,0,0.0411586781,0.0995491589,0.0946213679,0.0560065691,0.0621550671,0.117138092,0.0715213384,0.0583204277,0.0227209745,0.0549533255,0.0422148479,0.06193245
RAC08,ESTACION,3.466,-76.4965,seismic,SGS_Recording_Stations,SUELO,0.0679461358,0.0805316456,0.1346695428,0.1246759705,0,0,0,0,0.0558667466,0.0738701986,0.0864030651,0.1240654693,0.0679461358,0.0805316456,0.1346695428,0.1246759705,0.0317609517,0.0388559332,0.0608160665,0.0927003919
RAC10,PUERTO,3.4315,-76.4616,seismic,SGS_Recording_Stations,SUELO,0.0769569484,0.144229103,0.1797081473,0.1484908605,0,0,0,0,0.0706574483,0.144229103,0.1797081473,0.1426424053,0.0769569484,0.1077862646,0.1304476073,0.1484908605,0.0246079078,0.0405120362,0.04737069,0.0623593518
RAC11,NAVARRO,3.3855,-76.4691,seismic,SGS_Recording_Stations,SUELO,0.0852809403,0.1231601048,0.2326877659,0.1636189542,0,0,0,0,0.0581945484,0.0722451522,0.1802745031,0.1557574726,0.0852809403,0.1231601048,0.2326877659,0.1636189542,0.026347076,0.0673919416,0.0437150076,0.0454057531
RAC02,CALI,3.3723,-76.5295,seismic,SGS_Recording_Stations,SUELO,0.0601247421,0.0718664254,0.1404186378,0.1140566412,0,0,0,0,0.0601247421,0.0718664254,0.1404186378,0.1140566412,0.0493567772,0.0617545438,0.1391294183,0.0868307651,0.0207659906,0.03908509,0.0527126238,0.0222837243
