STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,VS30,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE
CGUAD,GUADUAS,5.067,-74.593,seismic,SGS_Recording_Stations,ROCA,0.017831571,0.0348628296,0.0237207394,0.0237128855,0.0,0.0,0.0,0.0,0.017831571,0.0348628296,0.0237207394,0.0237128855,0.0104952783,0.0199930728,0.0127767769,0.0125413749,0.0063471356,0.0095544084,0.0090471031,0.0064236402,,,,,,,,
CCOLO,COLOMBIA,3.38,-74.804,seismic,SGS_Recording_Stations,SUELO,0.0159276249,0.0817675364,0.0223210128,0.0129666099,0.0,0.0,0.0,0.0,0.0159276249,0.0817675364,0.0177698161,0.0129666099,0.0159276249,0.064564621,0.0223210128,0.012574288,0.0109502418,0.0261814062,0.0134221429,0.011400485,,,,,,,,
CFILA,FILADELFIA,5.297,-75.568,seismic,SGS_Recording_Stations,ROCA,0.0153793354,0.039503597,0.0363066714,0.0244260821,0.0,0.0,0.0,0.0,0.0144835034,0.039503597,0.0359175461,0.0193246995,0.0153793354,0.0296623784,0.0363066714,0.0244260821,0.0066110728,0.0151360181,0.0129138205,0.0156182101,,,,,,,,
CTUTU,TUTUNENDO,5.746,-76.546,seismic,SGS_Recording_Stations,ROCA,0.0129411955,0.0196528469,0.0152180339,0.0184438873,0.0,0.0,0.0,0.0,0.0079638124,0.0191676665,0.0106719626,0.0141133186,0.0129411955,0.0196528469,0.0152180339,0.0184438873,0.0119457191,0.0150480609,0.0137651856,0.017400164,,,,,,,,
CANDE,ANDES,5.663,-75.897,seismic,SGS_Recording_Stations,ROCA,0.0114479804,0.0154291499,0.0080820046,0.0053668105,0.0,0.0,0.0,0.0,0.0114479804,0.0147913635,0.0077140939,0.0049440805,0.0079638124,0.0154291499,0.0080820046,0.0053668105,0.0084615507,0.0118934857,0.0102724689,0.0093245563,,,,,,,,
CGARZ,GARZON,2.193,-75.608,seismic,SGS_Recording_Stations,SUELO,0.0109502418,0.0226193111,0.0119464854,0.0123921457,0.0,0.0,0.0,0.0,0.0059728595,0.0150159077,0.0099026367,0.0118421516,0.0109502418,0.0226193111,0.0119464854,0.0123921457,0.0059728595,0.0116233529,0.0098518807,0.0127187316,,,,,,,,
CVIL1,VILLAVICENCIO,4.174,-73.639,seismic,SGS_Recording_Stations,ROCA,0.0102916135,0.0185209073,0.0114818698,0.0114258333,0.0,0.0,0.0,0.0,0.0102916135,0.0185209073,0.0114818698,0.0114258333,0.0032357847,0.0109709703,0.0050369203,0.0041417784,0.0088139531,0.0112873043,0.0095006798,0.0108903564,,,,,,,,
CARBE,ARBELAEZ,4.253,-74.437,seismic,SGS_Recording_Stations,ROCA,0.0101589162,0.0224781355,0.0165677859,0.0125497899,0.0,0.0,0.0,0.0,0.0101589162,0.0157179102,0.0150081925,0.0119441846,0.0099081028,0.0224781355,0.0165677859,0.0125497899,0.0031337093,0.0107276005,0.0062006723,0.0039956549,,,,,,,,
CSJGU,SAN JOSE DEL GUAVIARE,2.545,-72.627,seismic,SGS_Recording_Stations,SUELO,0.0094570271,0.0186409306,0.0096639753,0.0075137437,0.0,0.0,0.0,0.0,0.0094570271,0.0186409306,0.0096639753,0.0075137437,0.0054751209,0.0130308145,0.0048302065,0.0036616378,0.0014932147,0.0035537606,0.0009476845,0.000770264,,,,,,,,
CECAL,EMBALSE,3.884,-76.561,seismic,SGS_Recording_Stations,ROCA,0.0094434169,0.0106660455,0.009931382,0.0119022604,0.0,0.0,0.0,0.0,0.0094434169,0.0106660455,0.009931382,0.0104296119,0.0086914634,0.0095581466,0.0089253876,0.0119022604,0.0034063967,0.0054366241,0.004092865,0.0049976877,,,,,,,,
CCUC1,CUCUTA,7.878,-72.508,seismic,SGS_Recording_Stations,ROCA,0.0093957823,0.0100810706,0.0080862591,0.0078842238,0.0,0.0,0.0,0.0,0.0012686491,0.0012885193,0.0007848536,0.0004706188,0.0093957823,0.0100810706,0.0080862591,0.0078842238,0.0037597708,0.0033947236,0.0031553065,0.0031176727,,,,,,,,
CVHER,VILLAHERMOSA,5.032,-75.12,seismic,SGS_Recording_Stations,ROCA,0.009019076,0.0141514381,0.010322764,0.0073685401,0.0,0.0,0.0,0.0,0.0061677741,0.0118956021,0.0078501671,0.0035299326,0.009019076,0.0141514381,0.010322764,0.0073685401,0.0127462801,0.021678509,0.0075099548,0.0041076967,,,,,,,,
CPOP2,POPAYAN,2.459,-76.596,seismic,SGS_Recording_Stations,SUELO,0.0089592889,0.0128638124,0.013370442,0.0205476305,0.0,0.0,0.0,0.0,0.0089592889,0.0126221555,0.013370442,0.019760599,0.0059728595,0.0128638124,0.012823537,0.0205476305,0.006968336,0.0087655874,0.0093655647,0.01347591,,,,,,,,
CPLAT,LA PLATA,2.387,-75.91,seismic,SGS_Recording_Stations,SUELO,0.0084843963,0.0208964601,0.0103790618,0.0108021907,0.0,0.0,0.0,0.0,0.0084843963,0.0208964601,0.0103790618,0.0108021907,0.0055874039,0.0164934278,0.0095032045,0.0090582615,0.0051927127,0.0098961486,0.0060641238,0.0046853993,,,,,,,,
CNORC,NORCASIA,5.56,-74.89,seismic,SGS_Recording_Stations,ROCA,0.0079638124,0.0221887944,0.0048185318,0.0048566143,0.0,0.0,0.0,0.0,0.0079638124,0.0221887944,0.0048185318,0.0048566143,0.0079638124,0.0129611362,0.0042508003,0.0045542684,0.0159276249,0.0231393678,0.0156630479,0.0177360632,,,,,,,,
CSONS,SONSON,5.687,-75.329,seismic,SGS_Recording_Stations,ROCA,0.0079220102,0.0185360846,0.0076706858,0.0077241656,0.0,0.0,0.0,0.0,0.0079220102,0.0185360846,0.0071642645,0.0052335454,0.0072711592,0.016418421,0.0076706858,0.0077241656,0.0028726891,0.0068713336,0.0049533351,0.0039554667,,,,,,,,
CRIOS,RIOSUCIO,5.423,-75.719,seismic,SGS_Recording_Stations,ROCA,0.0078986789,0.01968089,0.0166622745,0.0150867896,0.0,0.0,0.0,0.0,0.007191443,0.0171557058,0.0141980772,0.012401989,0.0078986789,0.01968089,0.0166622745,0.0150867896,0.0068973692,0.0250149081,0.0154942393,0.012130631,,,,,,,,
CBETA,EMBALSE,2.708,-75.438,seismic,SGS_Recording_Stations,ROCA,0.006839527,0.0145753389,0.0098277577,0.0116858367,0.0,0.0,0.0,0.0,0.0062533235,0.0145753389,0.0098277577,0.0116858367,0.006839527,0.0132264142,0.0067812855,0.0057233757,0.00325863,0.0076325827,0.0049135036,0.0032819085,,,,,,,,
CPOP4,POPAYAN,2.455,-76.602,seismic,SGS_Recording_Stations,SUELO,0.0064705978,0.0099548618,0.0138924951,0.0176388169,0.0,0.0,0.0,0.0,0.0054751209,0.0099548618,0.0100083246,0.0128054972,0.0064705978,0.0097856058,0.0138924951,0.0176388169,0.0004977382,4.919694473277135e-05,2.4334940860736926e-05,1.600240387596916e-05,,,,,,,,
CFLOR,FLORENCIA,1.585,-75.656,seismic,SGS_Recording_Stations,ROCA,0.0060812534,0.0139266142,0.0077454001,0.0086531469,0.0,0.0,0.0,0.0,0.0060812534,0.0139266142,0.0077454001,0.0086531469,0.0044261766,0.0081995235,0.0046771703,0.0053111213,0.0071054084,0.0135585533,0.0068070552,0.0079597702,,,,,,,,
CBOG2,GAVIOTAS,4.601,-74.06,seismic,SGS_Recording_Stations,COLUVION,0.005737114,0.0160033615,0.0098646459,0.0070276364,0.0,0.0,0.0,0.0,0.005737114,0.0160033615,0.0064518015,0.0046953924,0.0055854597,0.0110285176,0.0098646459,0.0070276364,0.0046789341,0.0071985039,0.0057066332,0.0053336899,,,,,,,,
CDAGU,DAGUA,3.655,-76.705,seismic,SGS_Recording_Stations,ROCA,0.0043206989,0.0090384445,0.0052349606,0.0031358805,0.0,0.0,0.0,0.0,0.0043206989,0.007041656,0.0051344667,0.0031358805,0.0035983951,0.0090384445,0.0052349606,0.0027045859,0.0042891042,0.0090845159,0.0037290075,0.0025004705,,,,,,,,
CTOCH,EL TOCHE,3.621,-76.088,seismic,SGS_Recording_Stations,ROCA,0.0040378047,0.0085232139,0.0041577721,0.0042681851,0.0,0.0,0.0,0.0,0.0034569476,0.0078964107,0.0041182959,0.0042681851,0.0040378047,0.0085232139,0.0041577721,0.0029339374,0.0028153321,0.0074710706,0.0031422564,0.0023347726,,,,,,,,
COCAN,OCANA,8.241,-73.323,seismic,SGS_Recording_Stations,ROCA,0.0039819062,0.0046090998,0.0053467779,0.0081373749,0.0,0.0,0.0,0.0,0.0039819062,0.0046090998,0.0053467779,0.0059620079,0.0039819062,0.0042730314,0.0052471835,0.0081373749,0.0054751209,0.005732203,0.0061141784,0.0070204598,,,,,,,,
CROSA,EL ROSAL,4.848,-74.321,seismic,SGS_Recording_Stations,ROCA,0.0032411319,0.0042292144,0.0040740916,0.0032174991,0.0,0.0,0.0,0.0,0.0032411319,0.0042292144,0.0040740916,0.0032174991,0.0018995719,0.0030485496,0.0028231085,0.0016727763,0.0018096481,0.0030562861,0.0020862091,0.001678735,,,,,,,,
CPRAD,EMBALSE,3.755,-74.891,seismic,SGS_Recording_Stations,ROCA,0.0025518809,0.0055500034,0.0062510558,0.0031337293,0.0,0.0,0.0,0.0,0.0020643498,0.0050428263,0.005617703,0.0026249083,0.0025518809,0.0055500034,0.0062510558,0.0031337293,0.001936999,0.0040215625,0.00525884,0.003447389,,,,,,,,
CBUC1,FLORIDABLANCA,7.072,-73.074,seismic,SGS_Recording_Stations,ROCA,0.0014820355,0.0020218957,0.0008578204,0.0006178026,0.0,0.0,0.0,0.0,0.0014820355,0.0020218957,0.0008578204,0.0006178026,0.0012108069,0.0009772671,0.0002465875,0.000103558,0.0022942622,0.0023745256,0.0019581258,0.0019128306,,,,,,,,
CPER2,PEREIRA:CASTAÑARES,4.84,-75.75,seismic,BMF_1999,SOIL,0.2078,,,,0.0,,,,0.1415,,,,0.2078,,,,0.09584,,,,,,,,,,,
CBOG1,SANTA FE DE BOGOTÁ: INGEOMINAS ,4.624,-74.064,seismic,BMF_1999,SOIL,0.003782,,,,0.0,,,,0.000599,,,,0.003782,,,,0.001937,,,,,,,,,,,
CSNBA,SANTA FE DE BOGOTÁ: SAN BARTOLOMÉ,4.64,-74.08,seismic,BMF_1999,ROCK,0.001572,,,,0.0,,,,0.001174,,,,0.001572,,,,0.001212,,,,,,,,,,,
TOVAR.1,1,4.413,-75.70517,macroseismic,Stations_USGS,,1.329647,1.964966,,1.094008,0.8059,1.0131,,1.0822,,,,,,,,,,,,,557.24,9.0,0.5,0.875,99.1294,1.4737,0.207794,inferred
TOVAR.3,3,4.46,-75.66556,macroseismic,Stations_USGS,,1.329647,1.964966,,1.094008,0.8059,1.0131,,1.0822,,,,,,,,,,,,,709.66,9.0,0.5,0.875,99.1294,1.4737,0.207794,inferred
TOVAR.4,4,4.489,-75.6668,macroseismic,Stations_USGS,,1.329647,1.964966,,1.094008,0.8059,1.0131,,1.0822,,,,,,,,,,,,,432.6,9.0,0.5,0.875,99.1294,1.4737,0.207794,inferred
TOVAR.5,5,4.487,-75.71006,macroseismic,Stations_USGS,,1.329647,1.964966,,1.094008,0.8059,1.0131,,1.0822,,,,,,,,,,,,,379.8,9.0,0.5,0.875,99.1294,1.4737,0.207794,inferred
TOVAR.6,6,4.53,-75.69329,macroseismic,Stations_USGS,,1.329647,1.964966,,1.094008,0.8059,1.0131,,1.0822,,,,,,,,,,,,,472.39,9.0,0.5,0.875,99.1294,1.4737,0.207794,inferred
TOVAR.2,2,4.44,-75.70159,macroseismic,Stations_USGS,,1.329647,1.964966,,1.094008,0.8059,1.0131,,1.0822,,,,,,,,,,,,,489.2,9.0,0.5,0.875,99.1294,1.4737,0.207794,inferred
TOVAR.13,13,4.463,-75.6872,macroseismic,Stations_USGS,,0.713619,1.126702,,0.49453,0.8059,1.0131,,1.0822,,,,,,,,,,,,,514.3,8.0,0.5,0.875,47.8351,1.4737,0.096696,inferred
TOVAR.18,18,4.522,-75.60434,macroseismic,Stations_USGS,,0.713619,1.126702,,0.49453,0.8059,1.0131,,1.0822,,,,,,,,,,,,,900.0,8.0,0.5,0.875,47.8351,1.4737,0.096696,inferred
TOVAR.17,17,4.521,-75.62357,macroseismic,Stations_USGS,,0.713619,1.126702,,0.49453,0.8059,1.0131,,1.0822,,,,,,,,,,,,,765.95,8.0,0.5,0.875,47.8351,1.4737,0.096696,inferred
TOVAR.16,16,4.517,-75.65842,macroseismic,Stations_USGS,,0.713619,1.126702,,0.49453,0.8059,1.0131,,1.0822,,,,,,,,,,,,,281.41,8.0,0.5,0.875,47.8351,1.4737,0.096696,inferred
TOVAR.14,14,4.47,-75.77615,macroseismic,Stations_USGS,,0.713619,1.126702,,0.49453,0.8059,1.0131,,1.0822,,,,,,,,,,,,,296.09,8.0,0.5,0.875,47.8351,1.4737,0.096696,inferred
TOVAR.11,11,4.394,-75.68231,macroseismic,Stations_USGS,,0.713619,1.126702,,0.49453,0.8059,1.0131,,1.0822,,,,,,,,,,,,,764.84,8.0,0.5,0.875,47.8351,1.4737,0.096696,inferred
TOVAR.12,12,4.425,-75.67754,macroseismic,Stations_USGS,,0.713619,1.126702,,0.49453,0.8059,1.0131,,1.0822,,,,,,,,,,,,,611.06,8.0,0.5,0.875,47.8351,1.4737,0.096696,inferred
TOVAR.23,23,4.569,-75.69814,macroseismic,Stations_USGS,,0.713619,1.126702,,0.49453,0.8059,1.0131,,1.0822,,,,,,,,,,,,,443.16,8.0,0.5,0.875,47.8351,1.4737,0.096696,inferred
TOVAR.10,10,4.388,-75.72197,macroseismic,Stations_USGS,,0.713619,1.126702,,0.49453,0.8059,1.0131,,1.0822,,,,,,,,,,,,,637.61,8.0,0.5,0.875,47.8351,1.4737,0.096696,inferred
TOVAR.9,9,4.374,-75.70392,macroseismic,Stations_USGS,,0.713619,1.126702,,0.49453,0.8059,1.0131,,1.0822,,,,,,,,,,,,,858.06,8.0,0.5,0.875,47.8351,1.4737,0.096696,inferred
TOVAR.8,8,4.358,-75.68948,macroseismic,Stations_USGS,,0.713619,1.126702,,0.49453,0.8059,1.0131,,1.0822,,,,,,,,,,,,,900.0,8.0,0.5,0.875,47.8351,1.4737,0.096696,inferred
TOVAR.24,24,4.567,-75.72098,macroseismic,Stations_USGS,,0.713619,1.126702,,0.49453,0.8059,1.0131,,1.0822,,,,,,,,,,,,,445.21,8.0,0.5,0.875,47.8351,1.4737,0.096696,inferred
TOVAR.15,15,4.497,-75.78099,macroseismic,Stations_USGS,,0.709914,1.123624,,0.496111,0.8059,1.0131,,1.0822,,,,,,,,,,,,,442.43,8.0,0.5,0.875,47.8351,1.4737,0.097042,inferred
TOVAR.25,25,4.599,-75.7102,macroseismic,Stations_USGS,,0.688762,1.105897,,0.505394,0.8059,1.0131,,1.0822,,,,,,,,,,,,,439.8,8.0,0.5,0.875,47.8351,1.4737,0.09908,inferred
TOVAR.7,7,4.33,-75.68103,macroseismic,Stations_USGS,,0.67495,1.094182,,0.511708,0.8059,1.0131,,1.0822,,,,,,,,,,,,,900.0,8.0,0.5,0.875,47.8351,1.4737,0.100468,inferred
TOVAR.19,19,4.518,-75.57308,macroseismic,Stations_USGS,,0.664348,1.085113,,0.516698,0.8059,1.0131,,1.0822,,,,,,,,,,,,,881.99,8.0,0.5,0.875,47.8351,1.4737,0.101567,inferred
TOVAR.21,21,4.492,-75.54421,macroseismic,Stations_USGS,,0.626826,1.052449,,0.535442,0.8059,1.0131,,1.0822,,,,,,,,,,,,,900.0,8.0,0.5,0.875,47.8351,1.4737,0.105705,inferred
TOVAR.22,22,4.462,-75.54177,macroseismic,Stations_USGS,,0.619434,1.045906,,0.539349,0.8059,1.0131,,1.0822,,,,,,,,,,,,,610.4,8.0,0.5,0.875,47.8351,1.4737,0.10657,inferred
TOVAR.20,20,4.504,-75.52379,macroseismic,Stations_USGS,,0.60449,1.032564,,0.547482,0.8059,1.0131,,1.0822,,,,,,,,,,,,,362.98,8.0,0.5,0.875,47.8351,1.4737,0.108372,inferred
CARME,Armenia,4.5,-75.8,seismic,Stations_USGS,,0.59133,1.2,,0.23,0.0,0.0,,0.0,,,,,,,,,,,,,303.08,7.2,0.63,0.0,25.61,0.0,0.05,inferred
TOVAR.27,27,4.69,-75.68988,macroseismic,Stations_USGS,,0.580523,1.010836,,0.561227,0.8059,1.0131,,1.0822,,,,,,,,,,,,,509.51,8.0,0.5,0.875,47.8351,1.4737,0.111426,inferred
TOVAR.26,26,4.696,-75.71512,macroseismic,Stations_USGS,,0.574118,1.004957,,0.565057,0.8059,1.0131,,1.0822,,,,,,,,,,,,,527.72,8.0,0.5,0.875,47.8351,1.4737,0.112279,inferred
CFLAN,Filandia,4.69,-75.62,seismic,Stations_USGS,,0.56565,1.35,,0.47,0.0,0.0,,0.0,,,,,,,,,,,,,443.38,7.6,0.63,0.0,35.75,,,inferred
TOVAR.28,28,4.709,-75.7536,macroseismic,Stations_USGS,,0.558334,0.990336,,0.574795,0.8059,1.0131,,1.0822,,,,,,,,,,,,,469.36,8.0,0.5,0.875,47.8351,1.4737,0.11445,inferred
TOVAR.29,29,4.793,-76.07341,macroseismic,Stations_USGS,,0.448929,0.883056,,0.657,0.8059,1.0131,,1.0822,,,,,,,,,,,,,472.36,,,0.875,47.8351,1.4737,0.132947,inferred
TOVAR.32,32,4.435,-75.81938,macroseismic,Stations_USGS,,0.352479,0.61845,,0.235217,0.8059,1.0131,,1.0822,,,,,,,,,,,,,339.17,7.0,0.5,0.875,23.0829,1.4737,0.047638,inferred
TOVAR.33,33,4.376,-75.8169,macroseismic,Stations_USGS,,0.342775,0.60944,,0.239276,0.8059,1.0131,,1.0822,,,,,,,,,,,,,311.98,7.0,0.5,0.875,23.0829,1.4737,0.04856,inferred
TOVAR.35,35,4.522,-75.55266,macroseismic,Stations_USGS,,0.340843,0.607632,,0.240107,0.8059,1.0131,,1.0822,,,,,,,,,,,,,900.0,7.0,0.5,0.875,23.0829,1.4737,0.048749,inferred
TOVAR.45,45,4.644,-75.75473,macroseismic,Stations_USGS,,0.327276,0.594794,,0.246159,0.8059,1.0131,,1.0822,,,,,,,,,,,,,418.82,7.0,0.5,0.875,23.0829,1.4737,0.050129,inferred
TOVAR.36,36,4.618,-75.55638,macroseismic,Stations_USGS,,0.317775,0.585653,,0.250644,0.8059,1.0131,,1.0822,,,,,,,,,,,,,900.0,7.0,0.5,0.875,23.0829,1.4737,0.051153,inferred
TOVAR.31,31,4.257,-75.70738,macroseismic,Stations_USGS,,0.315618,0.583559,,0.251693,0.8059,1.0131,,1.0822,,,,,,,,,,,,,900.0,7.0,0.5,0.875,23.0829,1.4737,0.051393,inferred
TOVAR.40,40,4.678,-75.5877,macroseismic,Stations_USGS,,0.305419,0.573569,,0.256811,0.8059,1.0131,,1.0822,,,,,,,,,,,,,581.01,7.0,0.5,0.875,23.0829,1.4737,0.052566,inferred
TOVAR.34,34,4.475,-75.46606,macroseismic,Stations_USGS,,0.298191,0.566392,,0.260609,0.8059,1.0131,,1.0822,,,,,,,,,,,,,900.0,7.0,0.5,0.875,23.0829,1.4737,0.053438,inferred
TOVAR.37,37,4.706,-75.57091,macroseismic,Stations_USGS,,0.29326,0.561449,,0.263286,0.8059,1.0131,,1.0822,,,,,,,,,,,,,565.46,7.0,0.5,0.875,23.0829,1.4737,0.054054,inferred
TOVAR.39,39,4.725,-75.59857,macroseismic,Stations_USGS,,0.291539,0.559715,,0.264238,0.8059,1.0131,,1.0822,,,,,,,,,,,,,510.41,7.0,0.5,0.875,23.0829,1.4737,0.054273,inferred
TOVAR.41,41,4.744,-75.62985,macroseismic,Stations_USGS,,0.288735,0.556878,,0.265808,0.8059,1.0131,,1.0822,,,,,,,,,,,,,565.83,7.0,0.5,0.875,23.0829,1.4737,0.054634,inferred
TOVAR.38,38,4.737,-75.57815,macroseismic,Stations_USGS,,0.285526,0.553615,,0.267635,0.8059,1.0131,,1.0822,,,,,,,,,,,,,585.05,7.0,0.5,0.875,23.0829,1.4737,0.055055,inferred
TOVAR.30,30,4.183,-75.76018,macroseismic,Stations_USGS,,0.285164,0.553246,,0.267843,0.8059,1.0131,,1.0822,,,,,,,,,,,,,877.27,7.0,0.5,0.875,23.0829,1.4737,0.055103,inferred
TOVAR.42,42,4.776,-75.62748,macroseismic,Stations_USGS,,0.279455,0.547395,,0.271184,0.8059,1.0131,,1.0822,,,,,,,,,,,,,592.34,7.0,0.5,0.875,23.0829,1.4737,0.055874,inferred
TOVAR.43,43,4.789,-75.64913,macroseismic,Stations_USGS,,0.277052,0.544916,,0.272623,0.8059,1.0131,,1.0822,,,,,,,,,,,,,461.34,7.0,0.5,0.875,23.0829,1.4737,0.056207,inferred
TOVAR.44,44,4.814,-75.672,macroseismic,Stations_USGS,,0.271385,0.539028,,0.276098,0.8059,1.0131,,1.0822,,,,,,,,,,,,,449.05,7.0,0.5,0.875,23.0829,1.4737,0.05701,inferred
TOVAR.50,50,4.467,-75.42759,macroseismic,Stations_USGS,,0.153078,0.317263,,0.121059,0.8059,1.0131,,1.0822,,,,,,,,,,,,,900.0,6.0,0.5,0.875,11.1387,1.4737,0.025638,inferred
TOVAR.51,51,4.426,-75.4011,macroseismic,Stations_USGS,,0.148216,0.311924,,0.123478,0.8059,1.0131,,1.0822,,,,,,,,,,,,,900.0,6.0,0.5,0.875,11.1387,1.4737,0.026213,inferred
TOVAR.49,49,4.035,-75.78044,macroseismic,Stations_USGS,,0.135282,0.297305,,0.130586,0.8059,1.0131,,1.0822,,,,,,,,,,,,,900.0,6.0,0.5,0.875,11.1387,1.4737,0.02791,inferred
TOVAR.48,48,4.825,-76.06504,macroseismic,Stations_USGS,,0.128331,0.289173,,0.134877,0.8059,1.0131,,1.0822,,,,,,,,,,,,,900.0,6.0,0.5,0.875,11.1387,1.4737,0.02894,inferred
TOVAR.47,47,5.026,-75.5761,macroseismic,Stations_USGS,,0.125671,0.286007,,0.136619,0.8059,1.0131,,1.0822,,,,,,,,,,,,,588.63,6.0,0.5,0.875,11.1387,1.4737,0.029359,inferred
TOVAR.46,46,5.079,-75.60621,macroseismic,Stations_USGS,,0.12281,0.282565,,0.138561,0.8059,1.0131,,1.0822,,,,,,,,,,,,,511.16,6.0,0.5,0.875,11.1387,1.4737,0.029827,inferred
CMAN,Manizales,5.02,-75.42,seismic,Stations_USGS,,0.10448,0.2,,0.14,0.0,0.0,,0.0,,,,,,,,,,,,,661.37,5.7,0.63,0.0,9.082,0.0,0.015,inferred
CPERE,Pereira-Altolibare,4.78,-75.64,seismic,Stations_USGS,,0.084342,0.25,,0.065,0.0,0.0,,0.0,,,,,,,,,,,,,439.36,4.6,0.63,0.0,3.89,0.0,0.01,inferred
