# 20010113_M7.7_Subduction median gmf, Stations:Seismic, gmlt:MARN, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2018SSlabHigh,MontalvaEtAl2016SSlab,SiEtAl2020SSlab,ZhaoEtAl2006SSlabCascadia
t_1197,-88.84817,13.33908,0.45560274,0.3593997,0.41867435,0.42959556
t_1198,-88.8841,13.35656,0.46579343,0.33733493,0.42655775,0.45822397
t_1199,-88.84817,13.35656,0.45747444,0.33327702,0.41924754,0.44277537
t_12,-87.89595,13.18169,0.14750811,0.16967376,0.14978305,0.17851709
t_120,-88.07562,13.3216,0.2284751,0.21231326,0.2199234,0.18520242
t_1200,-88.7763,13.33908,0.45012292,0.3543046,0.41489375,0.41137758
t_1201,-88.79427,13.35656,0.44193375,0.3453931,0.4080031,0.40004358
t_1202,-88.7763,13.35656,0.4407104,0.3459314,0.40755597,0.39696556
t_1203,-88.81224,13.35656,0.4411359,0.34955668,0.4074447,0.40405408
t_1204,-88.7763,13.37404,0.42694426,0.3421635,0.39706334,0.38202894
t_1205,-88.81224,13.37404,0.43599328,0.33310106,0.40280172,0.38869396
t_1206,-88.79427,13.37404,0.43495756,0.33124432,0.40207118,0.4106845
t_1207,-88.7763,13.39152,0.41566828,0.33239937,0.38797423,0.36659163
t_1208,-88.81224,13.39152,0.42382073,0.32572192,0.39325896,0.37279424
t_1209,-88.79427,13.39152,0.41412058,0.33498946,0.3866956,0.36911753
t_121,-88.07562,13.33908,0.22463292,0.20409052,0.2153031,0.17791517
t_1210,-88.86613,13.35656,0.45104268,0.3517931,0.4156506,0.42172447
t_1211,-88.8302,13.35656,0.4539583,0.33229205,0.41635916,0.43647668
t_1212,-88.86613,13.37404,0.44396004,0.3411302,0.41024393,0.4067833
t_1213,-88.8302,13.37404,0.4458621,0.3212373,0.4098718,0.42006195
t_1214,-88.8841,13.37404,0.45314527,0.3376852,0.4175744,0.41491523
t_1215,-88.84817,13.37404,0.4462089,0.3292984,0.41074187,0.4265049
t_1216,-88.8302,13.39152,0.4362694,0.3115949,0.4021362,0.40305474
t_1217,-88.8841,13.39152,0.43663394,0.33923203,0.40602738,0.40005124
t_1218,-88.86613,13.39152,0.43427983,0.33273596,0.40300223,0.39134878
t_1219,-88.84817,13.39152,0.43305844,0.3255752,0.40090308,0.38387185
t_122,-88.03968,13.33908,0.2104596,0.19543312,0.20340987,0.16739395
t_1220,-88.938,13.35656,0.4827484,0.3413472,0.4414878,0.45612255
t_1221,-88.92003,13.37404,0.4620878,0.34601068,0.4262558,0.43355232
t_1222,-88.90207,13.37404,0.45231888,0.3481426,0.41828847,0.42390853
t_1223,-88.938,13.37404,0.46597672,0.35071838,0.4301651,0.44362593
t_1224,-88.90207,13.39152,0.4418264,0.34337038,0.41105276,0.40978467
t_1225,-88.938,13.39152,0.45999193,0.3448486,0.42653713,0.43114898
t_1226,-88.92003,13.39152,0.45326236,0.341754,0.4204374,0.42025644
t_1227,-88.92003,13.409,0.44708708,0.33473635,0.41660386,0.4070566
t_1228,-88.90207,13.409,0.44161662,0.32789385,0.4109226,0.39553735
t_1229,-88.938,13.409,0.45065188,0.34258592,0.42074543,0.41895014
t_123,-87.94985,13.33908,0.16069831,0.15930533,0.15934235,0.13578042
t_1230,-88.84817,13.409,0.40481353,0.33342478,0.38081583,0.36755
t_1231,-88.8302,13.409,0.4070558,0.32594833,0.38127294,0.36122406
t_1232,-88.86613,13.409,0.41498268,0.33239996,0.38919955,0.37544623
t_1233,-88.8841,13.409,0.41847458,0.33820856,0.39316818,0.38486037
t_1234,-88.84817,13.42647,0.3794233,0.33017913,0.36164498,0.35072795
t_1235,-88.8841,13.42647,0.41152096,0.32708424,0.38814503,0.36942622
t_1236,-88.86613,13.42647,0.39146727,0.33037013,0.37191504,0.35910544
t_1237,-88.8302,13.42647,0.37721077,0.32690683,0.3590964,0.3442904
t_1238,-88.84817,13.44395,0.36505157,0.31830123,0.35032168,0.33342198
t_1239,-88.8302,13.44395,0.34989306,0.31970584,0.33735606,0.32339498
t_124,-87.96782,13.33908,0.1347983,0.1624046,0.13951729,0.14144388
t_1240,-88.79427,13.409,0.3993054,0.32695284,0.37504265,0.35293
t_1241,-88.81224,13.409,0.4023932,0.32624316,0.37741244,0.35639727
t_1242,-88.7763,13.409,0.4097712,0.3142578,0.38208678,0.35070285
t_1243,-88.81224,13.42647,0.37608236,0.32465786,0.35760868,0.33959296
t_1244,-88.79427,13.42647,0.38769367,0.3142196,0.3652263,0.33637828
t_1245,-88.7763,13.42647,0.37395218,0.32467493,0.355844,0.33445793
t_1246,-88.7763,13.44395,0.35024044,0.3169464,0.33679488,0.3179712
t_1247,-88.79427,13.44395,0.34284854,0.31953356,0.3309205,0.31610116
t_1248,-88.81224,13.44395,0.3575221,0.31428134,0.34271434,0.32251063
t_1249,-88.7763,13.46142,0.3257201,0.3064963,0.3163021,0.29814664
t_125,-87.93189,13.33908,0.10530233,0.13439041,0.10929574,0.12665614
t_1250,-88.90207,13.42647,0.4190093,0.33320028,0.39548624,0.38134727
t_1251,-88.92003,13.42647,0.41992238,0.34322578,0.3977363,0.39423624
t_1252,-88.938,13.42647,0.43676072,0.34355512,0.41181356,0.40729827
t_1253,-88.90207,13.44395,0.39977002,0.3314813,0.38192227,0.36744782
t_1254,-88.92003,13.44395,0.41172245,0.33804083,0.39283082,0.3821799
t_1255,-88.938,13.44395,0.42439917,0.3431631,0.40405357,0.3965839
t_1256,-88.92003,13.46142,0.39645603,0.33649766,0.38236,0.36735898
t_1257,-88.938,13.46142,0.41482535,0.34260052,0.39862916,0.38331538
t_1258,-88.90207,13.46142,0.37784877,0.32847157,0.36555088,0.35038778
t_1259,-88.92003,13.47889,0.37663716,0.336073,0.3672258,0.35899583
t_126,-87.94985,13.35656,0.11998182,0.14867285,0.12510847,0.13087603
t_1260,-88.95597,13.3216,0.48542327,0.37188357,0.44340307,0.4888856
t_1261,-89.00987,13.35656,0.5072263,0.34088442,0.46284938,0.52621996
t_1262,-88.9919,13.33908,0.48889434,0.3678987,0.4477678,0.49581876
t_1263,-88.95597,13.33908,0.4997811,0.33267507,0.45456538,0.5095429
t_1264,-88.97393,13.33908,0.49441752,0.35620385,0.4511274,0.48668075
t_1265,-88.97393,13.35656,0.5004585,0.32936713,0.45658815,0.5074274
t_1266,-88.95597,13.35656,0.48518735,0.34833413,0.4442128,0.46575668
t_1267,-88.9919,13.35656,0.5049574,0.3335003,0.46059105,0.5172662
t_1268,-88.9919,13.37404,0.49235287,0.34455273,0.45189986,0.473214
t_1269,-88.97393,13.37404,0.48079628,0.35103193,0.4427194,0.46397296
t_127,-87.93189,13.35656,0.114230976,0.13926506,0.11901293,0.12378267
t_1270,-88.95597,13.37404,0.4726712,0.35194024,0.43596515,0.45390698
t_1271,-89.06376,13.37404,0.50395983,0.35292125,0.46358997,0.50146663
t_1272,-89.08173,13.39152,0.5008842,0.350769,0.46299985,0.49406844
t_1273,-89.02783,13.35656,0.50085765,0.35654715,0.45882753,0.5006421
t_1274,-89.02783,13.37404,0.4983906,0.34988868,0.45783648,0.48894128
t_1275,-89.00987,13.37404,0.4922612,0.35137028,0.4526088,0.48153386
t_1276,-89.0458,13.37404,0.5011431,0.3515526,0.46063268,0.4955367
t_1277,-89.0458,13.39152,0.49513632,0.3480684,0.45695034,0.48314902
t_1278,-89.02783,13.39152,0.49105507,0.34802568,0.45327425,0.47687066
t_1279,-89.00987,13.39152,0.47502735,0.3570024,0.44070277,0.46973345
t_128,-87.96782,13.35656,0.12186017,0.15582635,0.12719063,0.13750511
t_1280,-89.00987,13.409,0.48484546,0.34054348,0.44911927,0.45795467
t_1281,-89.0458,13.409,0.4852516,0.34732178,0.45034307,0.47036287
t_1282,-89.06376,13.39152,0.49627525,0.3506524,0.45854995,0.48878837
t_1283,-89.0997,13.39152,0.49881762,0.35636708,0.4625512,0.49928212
t_1284,-89.08173,13.409,0.4938549,0.3467232,0.45822495,0.48030415
t_1285,-89.06376,13.409,0.49173495,0.34491038,0.45578617,0.475464
t_1286,-89.0997,13.409,0.49822375,0.34803158,0.4627494,0.48526716
t_1287,-89.0997,13.42647,0.48905295,0.34375098,0.45595065,0.47007838
t_1288,-89.06376,13.42647,0.47807053,0.34509906,0.44601095,0.4615834
t_1289,-89.08173,13.42647,0.4848399,0.3428138,0.45172015,0.465672
t_129,-87.93189,13.37404,0.108196676,0.13706943,0.11357182,0.12180649
t_1290,-89.06376,13.44395,0.45984855,0.34504005,0.4324501,0.44720304
t_1291,-89.0997,13.44395,0.46954894,0.34307268,0.44087607,0.45366105
t_1292,-88.97393,13.39152,0.47416294,0.34798756,0.43884432,0.45233995
t_1293,-88.95597,13.39152,0.4731255,0.3402181,0.4370396,0.4420981
t_1294,-88.9919,13.39152,0.48091954,0.34798765,0.4445469,0.46157438
t_1295,-88.9919,13.409,0.47479272,0.3452419,0.44120687,0.45009026
t_1296,-88.97393,13.409,0.45884088,0.35191175,0.42874217,0.4409174
t_1297,-88.95597,13.409,0.45992446,0.34407187,0.4286788,0.43047196
t_1298,-88.95597,13.42647,0.45011336,0.3439157,0.42292887,0.4194337
t_1299,-88.97393,13.42647,0.4611431,0.3434541,0.43197006,0.43010354
t_13,-88.05765,13.1642,0.20500715,0.25163892,0.2012606,0.25494084
t_130,-87.94985,13.37404,0.0886957,0.1286773,0.09196906,0.10157079
t_1300,-88.9919,13.42647,0.45477852,0.35213006,0.42754182,0.43911082
t_1301,-88.97393,13.44395,0.46257693,0.3369524,0.43489948,0.42036232
t_1302,-89.02783,13.409,0.48346108,0.34601068,0.44856906,0.46463016
t_1303,-89.0458,13.42647,0.47882512,0.34320933,0.44628942,0.45732954
t_1304,-89.02783,13.42647,0.47207505,0.34649342,0.44107488,0.4524366
t_1305,-89.00987,13.42647,0.47239095,0.34418857,0.44117364,0.44648245
t_1306,-89.02783,13.44395,0.46729895,0.3424052,0.43860802,0.4404855
