# 20010113_M7.7_Subduction median gmf, Stations:None, gmlt:MARN, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2018SSlabHigh,MontalvaEtAl2016SSlab,SiEtAl2020SSlab,ZhaoEtAl2006SSlabCascadia
t_1068,-88.11155,13.54877,0.13566115,0.32993647,0.23034889,0.14376503
t_1069,-88.09358,13.54877,0.17010958,0.34262177,0.28187084,0.14159003
t_107,-88.02172,13.30411,0.23316534,0.37460393,0.36175206,0.19844238
t_1070,-88.12952,13.56623,0.15742089,0.34513485,0.26451027,0.14216748
t_1071,-88.09358,13.56623,0.14901358,0.33137465,0.25262636,0.1379239
t_1072,-88.11155,13.56623,0.13772345,0.32851517,0.23464419,0.14002399
t_1073,-88.14748,13.5313,0.15623847,0.3582935,0.2614909,0.1522932
t_1074,-88.18342,13.5313,0.16891973,0.3745633,0.27966225,0.15714511
t_1075,-88.20138,13.5313,0.14510585,0.3658135,0.24191853,0.15964861
t_1076,-88.16545,13.5313,0.1883948,0.37082428,0.30559906,0.15640435
t_1077,-88.20138,13.54877,0.14569123,0.36207578,0.24404137,0.15534401
t_1078,-88.16545,13.54877,0.15613666,0.3590724,0.2616138,0.15056619
t_1079,-88.14748,13.54877,0.1531176,0.3523763,0.25737718,0.1482512
t_108,-88.00375,13.3216,0.17791244,0.35283893,0.28807446,0.18739657
t_1080,-88.18342,13.54877,0.18033557,0.37091458,0.29538324,0.15293044
t_1081,-88.14748,13.56623,0.13547613,0.33569673,0.22988763,0.14435427
t_1082,-88.18342,13.56623,0.14392203,0.35179132,0.2427225,0.14886889
t_1083,-88.25528,13.54877,0.1775903,0.39250925,0.29143357,0.1629058
t_1084,-88.23731,13.54877,0.15961483,0.38100153,0.26524898,0.16033015
t_1085,-88.21935,13.56623,0.13442613,0.35218447,0.22550182,0.15357557
t_1086,-88.25528,13.56623,0.17479068,0.3855392,0.28784642,0.15848656
t_1087,-88.23731,13.56623,0.15051389,0.37026337,0.25174958,0.15600413
t_1088,-88.25528,13.5837,0.16896673,0.3779565,0.27999398,0.15422526
t_1089,-88.21935,13.5837,0.18649109,0.3684861,0.30287486,0.15114304
t_109,-88.02172,13.3216,0.17431907,0.35731658,0.28158423,0.19056825
t_1090,-88.23731,13.5837,0.14540218,0.36167145,0.24443613,0.15183172
t_1091,-88.23731,13.60116,0.18075998,0.3676145,0.29570994,0.14944528
t_1092,-88.25528,13.60116,0.17277984,0.37232614,0.28544307,0.15011922
t_1093,-88.20138,13.56623,0.17705995,0.37021655,0.2911057,0.15119675
t_1094,-88.16545,13.56623,0.13163719,0.336471,0.22276123,0.14658806
t_1095,-88.16545,13.5837,0.1458575,0.34436303,0.24707949,0.14274766
t_1096,-88.18342,13.5837,0.13067394,0.33616728,0.22157902,0.14494881
t_1097,-88.14748,13.5837,0.12581643,0.32287082,0.21446122,0.14059141
t_1098,-88.20138,13.5837,0.15565518,0.35903144,0.26137698,0.14719486
t_1099,-88.16545,13.60116,0.14348808,0.33859566,0.24402893,0.139043
t_11,-87.91392,13.18169,0.25342402,0.344736,0.38561642,0.21296307
t_110,-87.98579,13.3216,0.17176977,0.3421803,0.2791083,0.18423767
t_1100,-88.20138,13.60116,0.16419631,0.35675097,0.27396196,0.14333615
t_1101,-88.14748,13.60116,0.14589576,0.33568513,0.24805765,0.13696079
t_1102,-88.18342,13.60116,0.13918185,0.33979815,0.23676084,0.14116815
t_1103,-88.11155,13.5837,0.14794359,0.33176443,0.25120768,0.13641012
t_1104,-88.09358,13.5837,0.15814409,0.33120778,0.26588482,0.13438164
t_1105,-88.12952,13.5837,0.17627107,0.3433279,0.28945273,0.14001176
t_1106,-88.12952,13.60116,0.16648231,0.33790955,0.27692762,0.13641383
t_1107,-88.11155,13.60116,0.14137626,0.32414308,0.2416502,0.13292177
t_1108,-88.09358,13.60116,0.14003862,0.3189135,0.2391013,0.1309617
t_1109,-88.12952,13.61862,0.17009601,0.33281255,0.28050807,0.1329383
t_111,-87.98579,13.33908,0.1485567,0.32241404,0.24193327,0.14183924
t_1110,-88.09358,13.61862,0.16559644,0.3233106,0.272936,0.12906876
t_1111,-88.11155,13.61862,0.14786227,0.3237294,0.25022763,0.12955141
t_1112,-88.11155,13.63608,0.16576561,0.32302645,0.2724268,0.12769082
t_1113,-88.21935,13.60116,0.17114419,0.36266065,0.28329173,0.14555064
t_1114,-88.25528,13.61862,0.15839177,0.36262265,0.26554552,0.14615886
t_1115,-88.23731,13.61862,0.16926421,0.36099923,0.2807959,0.14393088
t_1116,-88.21935,13.61862,0.15264705,0.35181692,0.25758108,0.14174977
t_1117,-88.25528,13.63608,0.16862817,0.35909078,0.27994353,0.14233753
t_1118,-88.23731,13.63608,0.16242275,0.3538397,0.27162135,0.14018673
t_1119,-88.21935,13.63608,0.13630626,0.33673406,0.23276629,0.1380807
t_112,-88.02172,13.33908,0.20933372,0.3689264,0.33276138,0.18509224
t_1120,-88.25528,13.65354,0.13577697,0.33865574,0.23177575,0.13864893
t_1121,-88.21935,13.65354,0.1425522,0.33644152,0.24329813,0.13453756
t_1122,-88.23731,13.65354,0.14698277,0.34261718,0.24975023,0.13657182
t_1123,-88.20138,13.61862,0.16908297,0.3517847,0.28047773,0.14115608
t_1124,-88.14748,13.61862,0.16265659,0.33711204,0.27190512,0.1349305
t_1125,-88.16545,13.61862,0.15439883,0.3395572,0.26065457,0.13546589
t_1126,-88.18342,13.61862,0.1466018,0.34032354,0.24905224,0.13751839
t_1127,-88.14748,13.63608,0.1508802,0.32923278,0.25468,0.1300668
t_1128,-88.20138,13.63608,0.13734353,0.33380917,0.23487289,0.13601598
t_1129,-88.16545,13.63608,0.14539254,0.33099043,0.24744645,0.13201064
t_113,-88.03968,13.28663,0.17650399,0.36665723,0.2808422,0.20572622
t_1130,-88.18342,13.63608,0.14770213,0.3362289,0.25110778,0.13399373
t_1131,-88.18342,13.65354,0.15077282,0.332709,0.2547252,0.1305886
t_1132,-88.20138,13.65354,0.15382248,0.33776984,0.25973114,0.13254276
t_1133,-88.12952,13.63608,0.16080582,0.3272877,0.2671501,0.12957983
t_1134,-88.09358,13.63608,0.13818057,0.31065273,0.2344897,0.12446192
t_1135,-88.12952,13.65354,0.1316811,0.31050417,0.22474319,0.12495127
t_1136,-88.09358,13.65354,0.16724409,0.31334049,0.2715347,0.12271485
t_1137,-88.11155,13.65354,0.14100358,0.31244925,0.23818244,0.123144425
t_1138,-88.12952,13.671,0.12765859,0.30381203,0.21776181,0.121846296
t_1139,-88.11155,13.671,0.15104581,0.31193736,0.25069216,0.12142671
t_114,-88.05765,13.28663,0.17348915,0.37143594,0.27467033,0.2093321
t_1140,-88.09358,13.671,0.13059703,0.2987741,0.22141576,0.11838372
t_1141,-88.12952,13.68846,0.10874257,0.28177205,0.1861009,0.11884283
t_1142,-88.11155,13.68846,0.120341204,0.29081982,0.20521796,0.11715128
t_1143,-88.14748,13.65354,0.15609598,0.32596287,0.26038745,0.1281952
t_1144,-88.16545,13.65354,0.14288151,0.32523888,0.2427166,0.12867191
t_1145,-88.20138,13.671,0.10811682,0.29572964,0.18536244,0.102335826
t_1146,-88.18342,13.671,0.1158078,0.30233395,0.19887863,0.12729783
t_1147,-88.14748,13.671,0.11972021,0.30011502,0.20519687,0.123627454
t_1148,-88.16545,13.671,0.12182963,0.3055039,0.20894192,0.12544465
t_1149,-88.20138,13.68846,0.120495535,0.30679277,0.2067686,0.12594312
t_115,-88.07562,13.30411,0.17082375,0.37628904,0.27103615,0.20665373
t_1150,-88.16545,13.68846,0.11030125,0.28957242,0.18901701,0.12232409
t_1151,-88.18342,13.68846,0.11817472,0.3014052,0.20265877,0.12411645
t_1152,-88.14748,13.68846,0.11726723,0.29430637,0.20072596,0.12056618
t_1153,-88.84817,13.26914,0.3270545,0.6138214,0.44553563,0.44500285
t_1154,-88.7763,13.25166,0.4268612,0.57896453,0.5841041,0.43678713
t_1155,-88.79427,13.25166,0.4131659,0.6022715,0.5702951,0.44254696
t_1156,-88.81224,13.25166,0.42669663,0.5838884,0.5847855,0.44822386
t_1157,-88.7763,13.26914,0.41301674,0.58486754,0.5697584,0.42678925
t_1158,-88.81224,13.26914,0.32030872,0.62889886,0.43868473,0.4337078
t_1159,-88.79427,13.26914,0.42455402,0.56845105,0.5815126,0.43267757
t_116,-88.03968,13.30411,0.16570361,0.3576763,0.26462433,0.19964923
t_1160,-88.79427,13.28663,0.4277543,0.54278964,0.5831085,0.42259118
t_1161,-88.8302,13.26914,0.41166082,0.5885573,0.56857777,0.43939608
t_1162,-88.8841,13.28663,0.3280677,0.58710796,0.4465602,0.44670734
t_1163,-88.8302,13.28663,0.43689153,0.5321889,0.5928218,0.43441606
t_1164,-88.86613,13.28663,0.42600644,0.55463964,0.5839705,0.44598716
t_1165,-88.84817,13.28663,0.42340773,0.558379,0.5810229,0.44024098
t_1166,-88.84817,13.30411,0.4256577,0.53839356,0.5822826,0.43030235
t_1167,-88.86613,13.30411,0.43766478,0.51864976,0.59376043,0.43618762
t_1168,-88.8302,13.30411,0.4300219,0.52711546,0.585344,0.42435986
t_1169,-88.8841,13.30411,0.3223853,0.57731014,0.44079912,0.43717492
t_117,-88.05765,13.30411,0.1682378,0.36689135,0.26780483,0.20310973
t_1170,-88.7763,13.28663,0.4307815,0.52888566,0.5846914,0.41661087
t_1171,-88.81224,13.28663,0.41149884,0.5737666,0.56829005,0.42853108
t_1172,-88.81224,13.30411,0.42159134,0.53995806,0.57706517,0.41837806
t_1173,-88.79427,13.30411,0.42510265,0.52751094,0.5791774,0.41236106
t_1174,-88.7763,13.30411,0.41923362,0.53471375,0.5731571,0.40632236
t_1175,-88.81224,13.3216,0.43463418,0.48354736,0.58651966,0.43550116
t_1176,-88.7763,13.3216,0.4186062,0.5134548,0.5708212,0.3959658
t_1177,-88.79427,13.3216,0.41216198,0.53396356,0.56631476,0.4020322
t_1178,-88.79427,13.33908,0.41753986,0.50022095,0.5691502,0.41797212
t_1179,-88.81224,13.33908,0.4172229,0.50791335,0.5699737,0.3977452
t_118,-88.05765,13.3216,0.2698419,0.36386782,0.39981806,0.21270151
t_1180,-88.90207,13.30411,0.45217976,0.49265742,0.6078458,0.44775495
t_1181,-88.92003,13.30411,0.32909942,0.5594441,0.44760236,0.44844523
t_1182,-88.90207,13.3216,0.45113534,0.47329894,0.6053566,0.4673994
t_1183,-88.938,13.3216,0.4443478,0.49611285,0.60152537,0.44954273
t_1184,-88.92003,13.3216,0.4453442,0.4927638,0.601495,0.4438025
t_1185,-88.92003,13.33908,0.44222397,0.48075712,0.59723234,0.4339226
t_1186,-88.90207,13.33908,0.42828804,0.50445056,0.5843647,0.4279769
t_1187,-88.938,13.33908,0.44759157,0.47220472,0.6026961,0.4398129
t_1188,-88.92003,13.35656,0.42632025,0.49204424,0.58203584,0.42382687
t_1189,-88.90207,13.35656,0.42422292,0.4940126,0.5793004,0.41779
t_119,-88.03968,13.3216,0.23914067,0.37632254,0.368018,0.19595619
t_1190,-88.8841,13.3216,0.43827552,0.5015956,0.5936217,0.43209547
t_1191,-88.86613,13.3216,0.43081883,0.5134802,0.586311,0.4261499
t_1192,-88.8302,13.3216,0.418008,0.53097224,0.57326895,0.4141385
t_1193,-88.84817,13.3216,0.42801785,0.5155348,0.58295393,0.42016283
t_1194,-88.8302,13.33908,0.42733988,0.4896101,0.57955647,0.43094158
t_1195,-88.8841,13.33908,0.42585835,0.5068436,0.58136076,0.42198086
t_1196,-88.86613,13.33908,0.42746192,0.50086945,0.58178437,0.41594878
t_1197,-88.84817,13.33908,0.42048943,0.5108054,0.5748214,0.40989456
t_1198,-88.8841,13.35656,0.4311061,0.47679952,0.58410186,0.4393731
t_1199,-88.84817,13.35656,0.42522755,0.47885266,0.57702976,0.4263805
t_12,-87.89595,13.18169,0.16997059,0.3053065,0.2699716,0.20548305
t_120,-88.07562,13.3216,0.25436828,0.3855124,0.38498893,0.20275515
t_1200,-88.7763,13.33908,0.41123748,0.5082929,0.5627396,0.38560155
t_1201,-88.79427,13.35656,0.40717044,0.5020576,0.5585183,0.3813091
t_1202,-88.7763,13.35656,0.4037521,0.5028847,0.55451584,0.375267
t_1203,-88.81224,13.35656,0.40753356,0.50709856,0.55990523,0.38737527
t_1204,-88.7763,13.37404,0.39227322,0.50518125,0.5428227,0.3650004
t_1205,-88.81224,13.37404,0.40535167,0.49041238,0.5561957,0.37702844
t_1206,-88.79427,13.37404,0.4030554,0.4889027,0.55313957,0.39591223
t_1207,-88.7763,13.39152,0.38417843,0.49969456,0.5339755,0.35483512
t_1208,-88.81224,13.39152,0.3962451,0.48786658,0.54655594,0.36674377
t_1209,-88.79427,13.39152,0.3848871,0.5032934,0.5356182,0.3607664
t_121,-88.07562,13.33908,0.2533738,0.37911028,0.38291752,0.19682257
t_1210,-88.86613,13.35656,0.41688594,0.5017062,0.57101715,0.40563706
t_1211,-88.8302,13.35656,0.4219017,0.48018283,0.5731547,0.41987905
t_1212,-88.86613,13.37404,0.4117816,0.4919471,0.5649043,0.39526808
t_1213,-88.8302,13.37404,0.41638038,0.47071418,0.5666607,0.40881443
t_1214,-88.8841,13.37404,0.41928545,0.4817295,0.5723566,0.40137604
t_1215,-88.84817,13.37404,0.41586226,0.479188,0.5672869,0.41530764
t_1216,-88.8302,13.39152,0.40975288,0.46405995,0.5591884,0.39779264
t_1217,-88.8841,13.39152,0.40384126,0.4890462,0.55726063,0.39099348
t_1218,-88.86613,13.39152,0.4042807,0.48606172,0.55667347,0.38489
t_1219,-88.84817,13.39152,0.40506732,0.48083887,0.5562794,0.37881163
t_122,-88.03968,13.33908,0.24257138,0.3691953,0.37072498,0.19029167
t_1220,-88.938,13.35656,0.44133112,0.4669845,0.59578425,0.429829
t_1221,-88.92003,13.37404,0.42256153,0.4812545,0.57720125,0.41357762
t_1222,-88.90207,13.37404,0.4154589,0.49060932,0.570047,0.40748337
t_1223,-88.938,13.37404,0.42319524,0.4812667,0.57867277,0.41965598
t_1224,-88.90207,13.39152,0.40571594,0.48769873,0.55982697,0.39711133
t_1225,-88.938,13.39152,0.41671538,0.47449118,0.5714361,0.4093541
t_1226,-88.92003,13.39152,0.413741,0.47779694,0.5678905,0.4032321
t_1227,-88.92003,13.409,0.40743858,0.47029558,0.5607309,0.39284244
t_1228,-88.90207,13.409,0.40670136,0.46963662,0.5590772,0.38672286
t_1229,-88.938,13.409,0.40621802,0.47224444,0.5605368,0.3989785
t_123,-87.94985,13.33908,0.2079642,0.34063697,0.33053926,0.17488855
t_1230,-88.84817,13.409,0.3793671,0.5009742,0.53160816,0.3685083
t_1231,-88.8302,13.409,0.382962,0.49467063,0.5341666,0.36250752
t_1232,-88.86613,13.409,0.38722506,0.49283114,0.53978777,0.3745457
t_1233,-88.8841,13.409,0.38720557,0.493367,0.5404825,0.38062048
t_1234,-88.84817,13.42647,0.35770342,0.50606596,0.50872636,0.35830206
t_1235,-88.8841,13.42647,0.38222915,0.4834556,0.5345533,0.37030375
t_1236,-88.86613,13.42647,0.36659718,0.4982439,0.5184487,0.3642789
t_1237,-88.8302,13.42647,0.35715333,0.50700873,0.5078752,0.35237157
t_1238,-88.84817,13.44395,0.3477012,0.4991834,0.49751768,0.3482115
t_1239,-88.8302,13.44395,0.33471704,0.50826174,0.48269814,0.33862138
t_124,-87.96782,13.33908,0.17043202,0.33435583,0.2788936,0.1760365
t_1240,-88.79427,13.409,0.37392947,0.50137866,0.52412933,0.35065028
t_1241,-88.81224,13.409,0.37825003,0.49845916,0.528975,0.3565554
t_1242,-88.7763,13.409,0.38243398,0.48232818,0.5306191,0.34479994
t_1243,-88.81224,13.42647,0.35627073,0.5074425,0.5065614,0.3464986
t_1244,-88.79427,13.42647,0.36694422,0.49320826,0.5161929,0.34068072
t_1245,-88.7763,13.42647,0.35071456,0.51020676,0.4999018,0.3349249
t_1246,-88.7763,13.44395,0.3323332,0.5114076,0.47995493,0.32521918
t_1247,-88.79427,13.44395,0.32722977,0.5148196,0.47419754,0.32724944
t_1248,-88.81224,13.44395,0.34278485,0.5039747,0.4917771,0.33658698
t_1249,-88.7763,13.46142,0.3136946,0.50916153,0.45857164,0.31225696
t_125,-87.93189,13.33908,0.1440052,0.30099472,0.23700358,0.16988225
t_1250,-88.90207,13.42647,0.38419452,0.48135844,0.53712356,0.37636775
t_1251,-88.92003,13.42647,0.37919837,0.48418376,0.5325844,0.38246146
t_1252,-88.938,13.42647,0.3903989,0.4736557,0.5443639,0.38850176
t_1253,-88.90207,13.44395,0.36522177,0.48284405,0.51708835,0.3660728
t_1254,-88.92003,13.44395,0.3695595,0.47790018,0.52195406,0.37211514
t_1255,-88.938,13.44395,0.37518662,0.47179973,0.5281576,0.3778737
t_1256,-88.92003,13.46142,0.35170674,0.47500253,0.502035,0.3577883
t_1257,-88.938,13.46142,0.3611259,0.46743003,0.51266783,0.36315832
t_1258,-88.90207,13.46142,0.3431797,0.4817212,0.4922164,0.35199025
t_1259,-88.92003,13.47889,0.3276713,0.47052643,0.47328404,0.34750718
t_126,-87.94985,13.35656,0.15706268,0.31823316,0.25938135,0.168307
t_1260,-88.95597,13.3216,0.44058415,0.5012598,0.5988418,0.45518917
t_1261,-89.00987,13.35656,0.45560798,0.44499728,0.61127585,0.48158962
t_1262,-88.9919,13.33908,0.438639,0.48633182,0.5971595,0.4568297
t_1263,-88.95597,13.33908,0.4576834,0.44912583,0.61216253,0.47556067
t_1264,-88.97393,13.33908,0.4476335,0.47590327,0.6046269,0.4513653
t_1265,-88.97393,13.35656,0.45530722,0.44017082,0.6095208,0.47130948
t_1266,-88.95597,13.35656,0.44062495,0.47100306,0.59620994,0.4357818
t_1267,-88.9919,13.35656,0.45681992,0.44051108,0.61158615,0.4769215
t_1268,-88.9919,13.37404,0.44142067,0.45456702,0.5969945,0.4364816
t_1269,-88.97393,13.37404,0.43205926,0.4690674,0.58819026,0.43147656
t_127,-87.93189,13.35656,0.15527488,0.31117716,0.25720647,0.16538951
t_1270,-88.95597,13.37404,0.42680064,0.47649586,0.58272696,0.42570487
t_1271,-89.06376,13.37404,0.44054675,0.4418485,0.5979103,0.44756463
t_1272,-89.08173,13.39152,0.43307507,0.43090263,0.58978575,0.43649158
t_1273,-89.02783,13.35656,0.44470626,0.45987198,0.60254246,0.45471123
t_1274,-89.02783,13.37404,0.44149897,0.45014387,0.59823245,0.44390205
t_1275,-89.00987,13.37404,0.43796435,0.45778427,0.59468216,0.44064212
t_1276,-89.0458,13.37404,0.44115666,0.44639254,0.5982674,0.44622105
t_1277,-89.0458,13.39152,0.43426552,0.4407101,0.59061706,0.43488687
t_1278,-89.02783,13.39152,0.43284553,0.44651532,0.5890553,0.43269
t_1279,-89.00987,13.39152,0.41870958,0.4639612,0.57561725,0.42960048
t_128,-87.96782,13.35656,0.15470096,0.32211393,0.2547271,0.17119016
t_1280,-89.00987,13.409,0.42787525,0.44108295,0.58252126,0.41825765
t_1281,-89.0458,13.409,0.42329797,0.43857208,0.5792566,0.42325315
t_1282,-89.06376,13.39152,0.4321131,0.43770832,0.58887994,0.43615934
t_1283,-89.0997,13.39152,0.42588773,0.42975518,0.5830921,0.43587807
t_1284,-89.08173,13.409,0.42618635,0.4250777,0.5820504,0.42476872
t_1285,-89.06376,13.409,0.42748228,0.42956984,0.5831505,0.424455
t_1286,-89.0997,13.409,0.42618227,0.41878492,0.5819653,0.42418933
t_1287,-89.0997,13.42647,0.41830948,0.41369927,0.57328045,0.41230494
t_1288,-89.06376,13.42647,0.41349256,0.42921025,0.5689448,0.41255522
t_1289,-89.08173,13.42647,0.4179114,0.42012694,0.57300365,0.4128508
t_129,-87.93189,13.37404,0.14579879,0.30286396,0.24269994,0.16101722
t_1290,-89.06376,13.44395,0.39564195,0.4289937,0.5505405,0.40053436
t_1291,-89.0997,13.44395,0.40090457,0.41417137,0.5557085,0.40029907
t_1292,-88.97393,13.39152,0.42402098,0.46458095,0.5795833,0.42090622
t_1293,-88.95597,13.39152,0.42674488,0.4609211,0.58108634,0.41541466
t_1294,-88.9919,13.39152,0.42789403,0.4582165,0.5836873,0.42565534
t_1295,-88.9919,13.409,0.4197918,0.4531834,0.5749174,0.41452688
t_1296,-88.97393,13.409,0.4063827,0.46876907,0.5619332,0.41003278
t_1297,-88.95597,13.409,0.41136393,0.4658657,0.56600404,0.404832
t_1298,-88.95597,13.42647,0.3989257,0.464402,0.55315065,0.3940375
t_1299,-88.97393,13.42647,0.40619934,0.45550779,0.5605161,0.39895123
t_13,-88.05765,13.1642,0.20791781,0.3918527,0.31593198,0.25891513
t_130,-87.94985,13.37404,0.116144046,0.27384555,0.18941495,0.12973055
t_1300,-88.9919,13.42647,0.39669782,0.45993686,0.5517842,0.4031939
t_1301,-88.97393,13.44395,0.40391946,0.44350442,0.5568248,0.38772985
t_1302,-89.02783,13.409,0.4238223,0.44252917,0.57944524,0.4211777
t_1303,-89.0458,13.42647,0.41619048,0.43224734,0.5712617,0.41142285
t_1304,-89.02783,13.42647,0.410639,0.44146258,0.56592727,0.4094667
t_1305,-89.00987,13.42647,0.41263673,0.44372082,0.56741196,0.40671352
t_1306,-89.02783,13.44395,0.40412816,0.43418616,0.5584424,0.3976301
t_1307,-89.0458,13.44395,0.3983931,0.43319088,0.55319154,0.3994697
t_1308,-89.00987,13.44395,0.39533532,0.4447533,0.5497993,0.39503974
