# 20010113_M7.7_Subduction median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2015SInterHigh,MontalvaEtAl2017SInter,ZhaoEtAl2006SInter
t_1023,-88.30918,13.60116,0.10349237,0.14758071,0.180848
t_1024,-88.29121,13.61862,0.106324576,0.14867832,0.17538208
t_1025,-88.30918,13.61862,0.09620255,0.13882102,0.17736
t_1026,-88.27325,13.61862,0.10376497,0.14560132,0.17343572
t_1027,-88.27325,13.63608,0.10110296,0.14196688,0.1701412
t_1028,-88.30918,13.63608,0.095956504,0.13765487,0.17396386
t_1029,-88.29121,13.63608,0.095251754,0.1363761,0.1720373
t_103,-88.02172,13.28663,0.12055808,0.17600518,0.21605124
t_1030,-88.27325,13.65354,0.085046284,0.12354169,0.13223557
t_1031,-88.29121,13.65354,0.092499174,0.13250586,0.16877931
t_1032,-88.30918,13.65354,0.08445785,0.1236677,0.135186
t_1033,-88.41698,13.63608,0.10681823,0.15258019,0.18617478
t_1034,-88.38104,13.63608,0.10943284,0.15377553,0.1819747
t_1035,-88.39901,13.65354,0.09634856,0.13979971,0.18048652
t_1036,-88.41698,13.65354,0.1075459,0.15216236,0.182547
t_1037,-88.38104,13.65354,0.09627492,0.13918895,0.17845826
t_1038,-88.38104,13.671,0.09156913,0.13301419,0.13865434
t_1039,-88.39901,13.671,0.09529234,0.13771947,0.17700984
t_104,-88.00375,13.28663,0.115791686,0.17031673,0.21339403
t_1040,-88.41698,13.671,0.099606484,0.1429744,0.17901608
t_1041,-88.41698,13.68846,0.097536854,0.13980432,0.17557852
t_1042,-88.39901,13.68846,0.09055345,0.13150619,0.13753733
t_1043,-88.32715,13.65354,0.10278916,0.1443741,0.1725623
t_1044,-88.34511,13.65354,0.09012316,0.13121818,0.13822828
t_1045,-88.36308,13.65354,0.0897452,0.13124302,0.13978553
t_1046,-88.32715,13.671,0.10841005,0.14846148,0.1692914
t_1047,-88.34511,13.671,0.096794866,0.13781,0.1711761
t_1048,-88.36308,13.671,0.091009624,0.1319004,0.13711467
t_1049,-88.34511,13.68846,0.090982854,0.1306055,0.1679413
t_105,-88.00375,13.30411,0.11329623,0.16634071,0.20904835
t_1050,-88.36308,13.68846,0.09048767,0.13050596,0.1698071
t_1051,-88.32715,13.68846,0.091258466,0.13045432,0.1661047
t_1052,-88.36308,13.70591,0.100917906,0.14071536,0.16660964
t_1053,-88.21935,13.49636,0.11391747,0.16147512,0.19232708
t_1054,-88.23731,13.49636,0.11006267,0.1584734,0.19456904
t_1055,-88.25528,13.49636,0.10593385,0.15483402,0.19684917
t_1056,-88.21935,13.51383,0.111318536,0.15774421,0.18852657
t_1057,-88.23731,13.51383,0.109773956,0.15695952,0.1907075
t_1058,-88.25528,13.51383,0.11024085,0.15813154,0.19292521
t_1059,-88.23731,13.5313,0.09906067,0.14453067,0.18695152
t_106,-87.98579,13.30411,0.12665662,0.17768557,0.20647083
t_1060,-88.25528,13.5313,0.11053405,0.15718608,0.18910913
t_1061,-88.21935,13.5313,0.099533856,0.14448725,0.18482934
t_1062,-88.21935,13.54877,0.09539051,0.13891289,0.18123159
t_1063,-88.09358,13.51383,0.10530921,0.14732859,0.17418693
t_1064,-88.11155,13.5313,0.100588605,0.14222555,0.17277084
t_1065,-88.12952,13.5313,0.10374108,0.14597122,0.17470348
t_1066,-88.09358,13.5313,0.1015489,0.14262986,0.1708677
t_1067,-88.12952,13.54877,0.11133722,0.15162903,0.17326696
t_1068,-88.11155,13.54877,0.095086776,0.13552152,0.16948873
t_1069,-88.09358,13.54877,0.10887466,0.14824003,0.16763446
t_107,-88.02172,13.30411,0.13516709,0.18550502,0.21391663
t_1070,-88.12952,13.56623,0.10413943,0.14426732,0.16812772
t_1071,-88.09358,13.56623,0.10050128,0.1396597,0.16448598
t_1072,-88.11155,13.56623,0.095835455,0.13545647,0.1662931
t_1073,-88.14748,13.5313,0.10430184,0.14713062,0.17666516
t_1074,-88.18342,13.5313,0.10964982,0.1535412,0.18068361
t_1075,-88.20138,13.5313,0.099951334,0.1443747,0.1827395
t_1076,-88.16545,13.5313,0.11646733,0.15842804,0.18063475
t_1077,-88.20138,13.54877,0.10001267,0.14345923,0.17919719
t_1078,-88.16545,13.54877,0.10415833,0.14654256,0.17522372
t_1079,-88.14748,13.54877,0.102788225,0.14459342,0.17328222
t_108,-88.00375,13.3216,0.11515316,0.16687062,0.20478743
t_1080,-88.18342,13.54877,0.11352953,0.15561454,0.17719553
t_1081,-88.14748,13.56623,0.09502859,0.13559163,0.16998936
t_1082,-88.18342,13.56623,0.09894221,0.14081252,0.1738013
t_1083,-88.25528,13.54877,0.113363564,0.15853204,0.18539688
t_1084,-88.23731,13.54877,0.10614946,0.15101905,0.18329714
t_1085,-88.21935,13.56623,0.09491545,0.1374837,0.17773168
t_1086,-88.25528,13.56623,0.11197859,0.15602106,0.18178669
t_1087,-88.23731,13.56623,0.102117516,0.14583397,0.1797427
t_1088,-88.25528,13.5837,0.109459214,0.15254235,0.17827077
t_1089,-88.21935,13.5837,0.115291506,0.15576558,0.17625026
t_109,-88.02172,13.3216,0.113887645,0.16638102,0.20722735
t_1090,-88.23731,13.5837,0.099722646,0.14233276,0.17628056
t_1091,-88.23731,13.60116,0.11319313,0.15366311,0.17482382
t_1092,-88.25528,13.60116,0.110569604,0.15230405,0.17484969
t_1093,-88.20138,13.56623,0.11221182,0.15400234,0.17575069
t_1094,-88.16545,13.56623,0.09337943,0.13427271,0.1718807
t_1095,-88.16545,13.5837,0.099462785,0.13986705,0.16862261
t_1096,-88.18342,13.5837,0.092877656,0.13336167,0.17049377
t_1097,-88.14748,13.5837,0.090478934,0.12975301,0.16677971
t_1098,-88.20138,13.5837,0.1037594,0.14526986,0.17239271
t_1099,-88.16545,13.60116,0.098268,0.13773243,0.16545016
t_11,-87.91392,13.18169,0.14267612,0.1946838,0.22477862
t_110,-87.98579,13.3216,0.112487644,0.16339359,0.20234182
t_1100,-88.20138,13.60116,0.10683584,0.14704373,0.16912387
t_1101,-88.14748,13.60116,0.099162914,0.13809822,0.16365398
t_1102,-88.18342,13.60116,0.09652448,0.13645105,0.16727361
t_1103,-88.11155,13.5837,0.09997384,0.13874745,0.16317737
t_1104,-88.09358,13.5837,0.10385863,0.14177461,0.1614158
t_1105,-88.12952,13.5837,0.110724255,0.14862858,0.16679013
t_1106,-88.12952,13.60116,0.10697808,0.14456627,0.1636761
t_1107,-88.11155,13.60116,0.09705316,0.13496654,0.16014229
t_1108,-88.09358,13.60116,0.096385024,0.1337996,0.15842472
t_1109,-88.12952,13.61862,0.10790704,0.1441247,0.16064063
t_111,-87.98579,13.33908,0.10230696,0.15121727,0.1570803
t_1110,-88.09358,13.61862,0.10597328,0.14135894,0.15722838
t_1111,-88.11155,13.61862,0.09951233,0.13644615,0.1571834
t_1112,-88.11155,13.63608,0.105892375,0.14082529,0.15600476
t_1113,-88.21935,13.60116,0.10959092,0.15007517,0.17100361
t_1114,-88.25528,13.61862,0.1047884,0.14597514,0.1715181
t_1115,-88.23731,13.61862,0.1087686,0.14888589,0.16962971
t_1116,-88.21935,13.61862,0.1022093,0.14232685,0.16777097
t_1117,-88.25528,13.63608,0.10840219,0.14808542,0.16827285
t_1118,-88.23731,13.63608,0.10592437,0.14531136,0.16643272
t_1119,-88.21935,13.63608,0.09512678,0.13425237,0.16462123
t_112,-88.02172,13.33908,0.12649544,0.17606497,0.20300497
t_1120,-88.25528,13.65354,0.094919205,0.13416633,0.16511095
t_1121,-88.21935,13.65354,0.0976343,0.13595863,0.16155155
t_1122,-88.23731,13.65354,0.099589415,0.13841581,0.1633174
t_1123,-88.20138,13.61862,0.10833083,0.14716725,0.16777463
t_1124,-88.14748,13.61862,0.10546506,0.14286293,0.16238394
t_1125,-88.16545,13.61862,0.10249472,0.14086658,0.16235854
t_1126,-88.18342,13.61862,0.09948688,0.13856208,0.16413593
t_1127,-88.14748,13.63608,0.100741,0.1377254,0.15763758
t_1128,-88.20138,13.63608,0.095484875,0.13413547,0.1628358
t_1129,-88.16545,13.63608,0.09866794,0.1363146,0.15934499
t_113,-88.03968,13.28663,0.1156139,0.17180145,0.21868156
t_1130,-88.18342,13.63608,0.099729404,0.13786696,0.16107789
t_1131,-88.18342,13.65354,0.10073506,0.13786882,0.15809679
t_1132,-88.20138,13.65354,0.10206364,0.13963743,0.15981087
t_1133,-88.12952,13.63608,0.10432863,0.14024276,0.15768106
t_1134,-88.09358,13.63608,0.095250584,0.13099475,0.15266417
t_1135,-88.12952,13.65354,0.09250428,0.12836938,0.15310143
t_1136,-88.09358,13.65354,0.105843045,0.13900077,0.15154769
t_1137,-88.11155,13.65354,0.09633832,0.13168958,0.151484
t_1138,-88.12952,13.671,0.0905994,0.12565033,0.15031692
t_1139,-88.11155,13.671,0.10004754,0.1341363,0.15038386
t_114,-88.05765,13.28663,0.11453181,0.17145312,0.22135812
t_1140,-88.09358,13.671,0.0917179,0.12592667,0.14718296
t_1141,-88.12952,13.68846,0.08169357,0.115319036,0.14760028
t_1142,-88.11155,13.68846,0.087124266,0.12089622,0.14605999
t_1143,-88.14748,13.65354,0.102484755,0.13828339,0.15645318
t_1144,-88.16545,13.65354,0.09743982,0.13423781,0.15640688
t_1145,-88.20138,13.671,0.08162413,0.11730115,0.12425859
t_1146,-88.18342,13.671,0.08533676,0.121181436,0.15519002
t_1147,-88.14748,13.671,0.087067895,0.12230847,0.15191717
t_1148,-88.16545,13.671,0.08810744,0.12384363,0.15354168
t_1149,-88.20138,13.68846,0.08750653,0.12329921,0.15398587
t_115,-88.07562,13.30411,0.11326779,0.16946398,0.21937174
t_1150,-88.16545,13.68846,0.082541466,0.11699446,0.15074697
t_1151,-88.18342,13.68846,0.086362004,0.12164308,0.15235512
t_1152,-88.14748,13.68846,0.08582244,0.120272495,0.14916189
t_1153,-88.84817,13.26914,0.18787052,0.3043349,0.3682743
t_1154,-88.7763,13.25166,0.21301775,0.2999507,0.3652507
t_1155,-88.79427,13.25166,0.21175645,0.30779904,0.3683743
t_1156,-88.81224,13.25166,0.21499224,0.3074648,0.3714343
t_1157,-88.7763,13.26914,0.20930524,0.2985018,0.3597828
t_1158,-88.81224,13.26914,0.18471059,0.29840013,0.36217833
t_1159,-88.79427,13.26914,0.2119803,0.29816037,0.3630103
t_116,-88.03968,13.30411,0.110739484,0.16511664,0.21412951
t_1160,-88.79427,13.28663,0.21025698,0.28933012,0.3574691
t_1161,-88.8302,13.26914,0.21170403,0.3090719,0.3652575
t_1162,-88.8841,13.28663,0.18834485,0.30522722,0.36918786
t_1163,-88.8302,13.28663,0.21335252,0.2927719,0.36395928
t_1164,-88.86613,13.28663,0.21451506,0.30629182,0.37023085
t_1165,-88.84817,13.28663,0.2131601,0.30355442,0.36712605
t_1166,-88.84817,13.30411,0.21165931,0.29604313,0.36171085
t_1167,-88.86613,13.30411,0.21378748,0.29366383,0.3649245
t_1168,-88.8302,13.30411,0.21077411,0.28931192,0.35844514
t_1169,-88.8841,13.30411,0.18568368,0.30022588,0.3640574
t_117,-88.05765,13.30411,0.11199194,0.16726804,0.21672806
t_1170,-88.7763,13.28663,0.20892878,0.28243262,0.3541547
t_1171,-88.81224,13.28663,0.20932974,0.29999253,0.36073965
t_1172,-88.81224,13.30411,0.20889635,0.28956872,0.3551364
t_1173,-88.79427,13.30411,0.2078042,0.28297326,0.35178605
t_1174,-88.7763,13.30411,0.20614733,0.28187996,0.34840095
t_1175,-88.81224,13.3216,0.20604776,0.2703383,0.37286156
t_1176,-88.7763,13.3216,0.20364404,0.27392343,0.3425414
t_1177,-88.79427,13.3216,0.20468579,0.2824461,0.34598202
t_1178,-88.79427,13.33908,0.20252128,0.27101174,0.36292943
t_1179,-88.81224,13.33908,0.20406368,0.2763542,0.34355307
t_118,-88.05765,13.3216,0.1438999,0.18636997,0.22898917
t_1180,-88.90207,13.30411,0.2165006,0.2916352,0.37118223
t_1181,-88.92003,13.30411,0.1888278,0.30613613,0.37011763
t_1182,-88.90207,13.3216,0.21351688,0.28262082,0.39047536
t_1183,-88.938,13.3216,0.21707435,0.29975098,0.3721426
t_1184,-88.92003,13.3216,0.21573181,0.2942874,0.36905265
t_1185,-88.92003,13.33908,0.21323363,0.28821716,0.36369008
t_1186,-88.90207,13.33908,0.21144262,0.29306155,0.36043543
t_1187,-88.938,13.33908,0.21457043,0.2886436,0.366894
t_1188,-88.92003,13.35656,0.21042176,0.2910718,0.35815123
t_1189,-88.90207,13.35656,0.20898464,0.28773484,0.35480994
t_119,-88.03968,13.3216,0.13652508,0.18501326,0.21202677
t_1190,-88.8841,13.3216,0.21282537,0.28986755,0.36269215
t_1191,-88.86613,13.3216,0.21121557,0.29020762,0.3594311
t_1192,-88.8302,13.3216,0.20769972,0.288287,0.35277808
t_1193,-88.84817,13.3216,0.20972909,0.2872892,0.3561259
t_1194,-88.8302,13.33908,0.20554413,0.27380675,0.37029588
t_1195,-88.8841,13.33908,0.20999762,0.28995654,0.35713184
t_1196,-88.86613,13.33908,0.20872776,0.28429157,0.35378644
t_1197,-88.84817,13.33908,0.2070171,0.28388575,0.35040617
t_1198,-88.8841,13.35656,0.20759891,0.2777864,0.37503067
t_1199,-88.84817,13.35656,0.20442718,0.27169922,0.3677169
t_12,-87.89595,13.18169,0.11284709,0.16873941,0.2185004
t_120,-88.07562,13.3216,0.14140138,0.18939053,0.21717365
t_1200,-88.7763,13.33908,0.20092936,0.270378,0.33660737
t_1201,-88.79427,13.35656,0.1997553,0.26949418,0.33412865
t_1202,-88.7763,13.35656,0.19816406,0.26674697,0.33061826
t_1203,-88.81224,13.35656,0.20117983,0.2740068,0.33762798
t_1204,-88.7763,13.37404,0.19508113,0.26503867,0.32459497
t_1205,-88.81224,13.37404,0.19865015,0.26717702,0.33164424
t_1206,-88.79427,13.37404,0.19708277,0.26370478,0.35015818
t_1207,-88.7763,13.39152,0.19214505,0.26128995,0.31855655
t_1208,-88.81224,13.39152,0.19576846,0.2643543,0.32562307
t_1209,-88.79427,13.39152,0.19343679,0.26515028,0.32208905
t_121,-88.07562,13.33908,0.14019872,0.1860949,0.21268636
t_1210,-88.86613,13.35656,0.20584196,0.28268135,0.34801534
t_1211,-88.8302,13.35656,0.20284596,0.26896033,0.364019
t_1212,-88.86613,13.37404,0.20321877,0.2776681,0.34214416
t_1213,-88.8302,13.37404,0.2001166,0.26409715,0.35766545
t_1214,-88.8841,13.37404,0.2050009,0.27794245,0.34561104
t_1215,-88.84817,13.37404,0.20187514,0.27011326,0.3614033
t_1216,-88.8302,13.39152,0.19744281,0.26018026,0.35125905
t_1217,-88.8841,13.39152,0.20161153,0.2784156,0.33970338
t_1218,-88.86613,13.39152,0.20039228,0.27384162,0.33619732
t_1219,-88.84817,13.39152,0.19906978,0.2687779,0.3326807
t_122,-88.03968,13.33908,0.13658562,0.18232211,0.20768665
t_1220,-88.938,13.35656,0.21214752,0.28526196,0.3614515
t_1221,-88.92003,13.37404,0.20795825,0.28549644,0.35246524
t_1222,-88.90207,13.37404,0.20611003,0.28476545,0.34905356
t_1223,-88.938,13.37404,0.20929956,0.28967497,0.3558451
t_1224,-88.90207,13.39152,0.20302063,0.2818514,0.34319293
t_1225,-88.938,13.39152,0.20660877,0.2854949,0.35010332
t_1226,-88.92003,13.39152,0.20507766,0.2825412,0.34665975
t_1227,-88.92003,13.409,0.20234948,0.27809697,0.34076062
t_1228,-88.90207,13.409,0.20097744,0.2739605,0.33725283
t_1229,-88.938,13.409,0.20343797,0.282919,0.34425306
t_123,-87.94985,13.33908,0.12478214,0.1706076,0.19563198
t_1230,-88.84817,13.409,0.19404659,0.27184752,0.3266614
t_1231,-88.8302,13.409,0.19352792,0.26700342,0.3231211
t_1232,-88.86613,13.409,0.19634928,0.27347755,0.33019748
t_1233,-88.8841,13.409,0.19740215,0.27729875,0.33372983
t_1234,-88.84817,13.42647,0.18819267,0.26949733,0.3206245
t_1235,-88.8841,13.42647,0.19482642,0.27222404,0.3277157
t_1236,-88.86613,13.42647,0.19096601,0.27177715,0.3241689
t_1237,-88.8302,13.42647,0.18723018,0.2663451,0.3170817
t_1238,-88.84817,13.44395,0.18451956,0.26485786,0.3145808
t_1239,-88.8302,13.44395,0.18056265,0.26209745,0.3076422
t_124,-87.96782,13.33908,0.11146669,0.16031197,0.19591801
t_1240,-88.79427,13.409,0.19003448,0.26207998,0.31604847
t_1241,-88.81224,13.409,0.19175526,0.264609,0.31958377
t_1242,-88.7763,13.409,0.18977906,0.2547105,0.31252012
t_1243,-88.81224,13.42647,0.18617807,0.26320082,0.31354728
t_1244,-88.79427,13.42647,0.18715324,0.25764668,0.31002006
t_1245,-88.7763,13.42647,0.18327586,0.25740325,0.30650452
t_1246,-88.7763,13.44395,0.17778513,0.25356004,0.3005166
t_1247,-88.79427,13.44395,0.17722121,0.2563454,0.30068573
t_1248,-88.81224,13.44395,0.18179387,0.25904605,0.30752236
t_1249,-88.7763,13.46142,0.17180705,0.24848285,0.29135272
t_125,-87.93189,13.33908,0.09989233,0.14654541,0.19102418
t_1250,-88.90207,13.42647,0.19618383,0.27546132,0.33125967
t_1251,-88.92003,13.42647,0.19623,0.28009582,0.33479533
t_1252,-88.938,13.42647,0.19925338,0.28130096,0.33827507
t_1253,-88.90207,13.44395,0.19093728,0.27294043,0.32522765
t_1254,-88.92003,13.44395,0.19272986,0.2757295,0.32877702
t_1255,-88.938,13.44395,0.19473924,0.2781471,0.33213583
t_1256,-88.92003,13.46142,0.18724604,0.271619,0.3191399
t_1257,-88.938,13.46142,0.19018474,0.273926,0.3223121
t_1258,-88.90207,13.46142,0.18438175,0.26878965,0.31569105
t_1259,-88.92003,13.47889,0.17967115,0.26588216,0.31300718
t_126,-87.94985,13.35656,0.1055185,0.15232366,0.18976109
t_1260,-88.95597,13.3216,0.21799102,0.30621067,0.37516397
t_1261,-89.00987,13.35656,0.21720433,0.2914103,0.3981305
t_1262,-88.9919,13.33908,0.21809831,0.30831167,0.3760385
t_1263,-88.95597,13.33908,0.2147778,0.2820609,0.39489123
t_1264,-88.97393,13.33908,0.21758619,0.29887694,0.3731198
t_1265,-88.97393,13.35656,0.21387666,0.28085166,0.3925955
t_1266,-88.95597,13.35656,0.21374497,0.29117787,0.36470354
t_1267,-88.9919,13.35656,0.21551447,0.2850152,0.39562407
t_1268,-88.9919,13.37404,0.21391761,0.29114795,0.36508447
t_1269,-88.97393,13.37404,0.21245594,0.29354233,0.36235365
t_127,-87.93189,13.35656,0.10461325,0.15068138,0.18741022
t_1270,-88.95597,13.37404,0.21085112,0.292194,0.35918617
t_1271,-89.06376,13.37404,0.21644151,0.30065057,0.3710799
t_1272,-89.08173,13.39152,0.21358642,0.2967069,0.3650899
t_1273,-89.02783,13.35656,0.2182211,0.30352393,0.37490892
t_1274,-89.02783,13.37404,0.21568973,0.29720998,0.36910638
t_1275,-89.00987,13.37404,0.21479754,0.29695794,0.3673434
t_1276,-89.0458,13.37404,0.2161892,0.29924855,0.37035683
t_1277,-89.0458,13.39152,0.21333075,0.29481837,0.36421597
t_1278,-89.02783,13.39152,0.21276769,0.29399708,0.36301708
t_1279,-89.00987,13.39152,0.2106527,0.29841036,0.36132625
t_128,-87.96782,13.35656,0.10465433,0.15207836,0.19206962
t_1280,-89.00987,13.409,0.20928481,0.28587335,0.35506958
t_1281,-89.0458,13.409,0.21003795,0.29221097,0.35783464
t_1282,-89.06376,13.39152,0.21343985,0.2969876,0.36490908
t_1283,-89.0997,13.39152,0.21273176,0.29975188,0.36475596
t_1284,-89.08173,13.409,0.21060683,0.29183573,0.35867053
t_1285,-89.06376,13.409,0.21064137,0.29089552,0.3584976
t_1286,-89.0997,13.409,0.21048643,0.29141328,0.35835114
t_1287,-89.0997,13.42647,0.2073585,0.28683206,0.3517547
t_1288,-89.06376,13.42647,0.20688896,0.28917223,0.35189453
t_1289,-89.08173,13.42647,0.20743209,0.28741837,0.35205957
t_129,-87.93189,13.37404,0.10031639,0.1450792,0.18385845
t_1290,-89.06376,13.44395,0.20211549,0.28726086,0.34513474
t_1291,-89.0997,13.44395,0.20294377,0.2856598,0.3450015
t_1292,-88.97393,13.39152,0.20962764,0.29015547,0.35653746
t_1293,-88.95597,13.39152,0.20857923,0.28434145,0.35348913
t_1294,-88.9919,13.39152,0.21092594,0.29156047,0.35915887
t_1295,-88.9919,13.409,0.20794739,0.28769454,0.3529946
t_1296,-88.97393,13.409,0.20545503,0.29009148,0.3504836
t_1297,-88.95597,13.409,0.2051637,0.2847844,0.34756196
t_1298,-88.95597,13.42647,0.20155168,0.28229707,0.3414427
t_1299,-88.97393,13.42647,0.2034305,0.28290793,0.3442376
t_13,-88.05765,13.1642,0.13136065,0.20105596,0.25649533
t_130,-87.94985,13.37404,0.08644911,0.12944534,0.14741838
t_1300,-88.9919,13.42647,0.20272598,0.28859475,0.34663817
t_1301,-88.97393,13.44395,0.2009586,0.2760766,0.33783177
t_1302,-89.02783,13.409,0.20966676,0.29045698,0.35668766
t_1303,-89.0458,13.42647,0.20697543,0.28722054,0.35126162
t_1304,-89.02783,13.42647,0.2059556,0.2882304,0.35016644
t_1305,-89.00987,13.42647,0.20567128,0.2855327,0.34862092
t_1306,-89.02783,13.44395,0.2029218,0.2828227,0.34348768
t_1307,-89.0458,13.44395,0.20240663,0.2858867,0.3445316
t_1308,-89.00987,13.44395,0.20116538,0.2840027,0.34201407
t_1309,-89.0458,13.46142,0.19827215,0.28175253,0.33769134
t_131,-87.96782,13.37404,0.104987666,0.15133433,0.18829504
t_1310,-89.00987,13.46142,0.198485,0.27790985,0.33529484
t_1311,-89.02783,13.46142,0.20008112,0.27662426,0.33669782
t_1312,-89.08173,13.44395,0.20374501,0.28426793,0.34529203
t_1313,-89.0997,13.46142,0.19944645,0.28078943,0.33813852
t_1314,-89.08173,13.46142,0.19826932,0.2826938,0.33841494
t_1315,-89.06376,13.46142,0.19789535,0.28285897,0.33826527
t_1316,-89.08173,13.47889,0.18897757,0.27893505,0.32783446
t_1317,-89.06376,13.47889,0.19352822,0.27800894,0.33131832
t_1318,-89.0997,13.47889,0.18452446,0.27764156,0.32757464
t_1319,-89.06376,13.49636,0.17912742,0.27077967,0.32077843
t_132,-87.94985,13.39152,0.0959418,0.1398619,0.18250346
t_1320,-89.08173,13.49636,0.16801885,0.26312023,0.32091194
t_1321,-89.0997,13.49636,0.1741364,0.26771048,0.32066533
t_1322,-88.8841,13.44395,0.18821743,0.27050874,0.321674
t_1323,-88.86613,13.44395,0.18658261,0.2676238,0.3181234
t_1324,-88.86613,13.46142,0.18054883,0.26290062,0.3086709
t_1325,-88.8841,13.46142,0.18328036,0.26587918,0.31217685
t_1326,-88.84817,13.46142,0.17836198,0.25991464,0.30517772
t_1327,-88.8302,13.46142,0.17792958,0.25720182,0.30169582
t_1328,-88.84817,13.47889,0.17359303,0.254448,0.2992427
t_1329,-88.8841,13.47889,0.1742608,0.25925705,0.3062089
t_133,-88.05765,13.33908,0.13701062,0.18401426,0.21016544
t_1330,-88.86613,13.47889,0.17382593,0.25683212,0.30271727
t_1331,-88.8302,13.47889,0.17131871,0.25132486,0.29578343
t_1332,-88.81224,13.46142,0.1744626,0.2540116,0.29823127
t_1333,-88.79427,13.46142,0.17191638,0.25087938,0.29478228
t_1334,-88.81224,13.47889,0.16756612,0.24748309,0.2923453
t_1335,-88.7763,13.47889,0.16642639,0.24278174,0.2855296
t_1336,-88.79427,13.47889,0.16717364,0.24521916,0.28892615
t_1337,-88.79427,13.49636,0.15901764,0.23718043,0.28312722
t_1338,-88.7763,13.49636,0.15888721,0.23533656,0.27976888
t_1339,-88.81224,13.49636,0.158136,0.23824859,0.28651094
t_134,-88.03968,13.35656,0.11499046,0.16553175,0.20124406
t_1340,-88.79427,13.51383,0.15222672,0.2292322,0.27739412
t_1341,-88.7763,13.51383,0.1552916,0.22996157,0.2740783
t_1342,-88.938,13.47889,0.18337384,0.26896623,0.31603223
t_1343,-88.90207,13.47889,0.1762744,0.26238862,0.3097036
t_1344,-88.92003,13.49636,0.17118527,0.2579817,0.30681074
t_1345,-88.938,13.49636,0.17552876,0.26204658,0.30969208
t_1346,-88.90207,13.49636,0.16891009,0.2547897,0.30366153
t_1347,-88.938,13.51383,0.17081626,0.25573394,0.3033183
t_1348,-88.92003,13.51383,0.1655248,0.2508422,0.3005766
t_1349,-88.90207,13.51383,0.16154683,0.24634522,0.29757762
t_135,-88.07562,13.35656,0.1379536,0.18289852,0.20832825
t_1350,-88.92003,13.5313,0.1617551,0.2448779,0.29432827
t_1351,-88.938,13.5313,0.15269972,0.23825873,0.29693484
t_1352,-88.8302,13.49636,0.1605127,0.24172312,0.2899167
t_1353,-88.86613,13.49636,0.16251452,0.2466957,0.29679567
t_1354,-88.8841,13.49636,0.16615798,0.25111586,0.30026546
t_1355,-88.84817,13.49636,0.16089965,0.24374175,0.29334676
t_1356,-88.84817,13.51383,0.15526073,0.23641917,0.2875009
t_1357,-88.8302,13.51383,0.15286162,0.23282453,0.2841057
t_1358,-88.8841,13.51383,0.16072467,0.24410218,0.29433817
t_1359,-88.86613,13.51383,0.15611146,0.23871717,0.290918
t_136,-88.05765,13.35656,0.13898943,0.18073247,0.21970548
t_1360,-88.86613,13.5313,0.14904566,0.22978617,0.28509462
t_1361,-88.8841,13.5313,0.15280728,0.23468101,0.2883901
t_1362,-88.81224,13.51383,0.15454619,0.23266737,0.28073758
t_1363,-88.79427,13.5313,0.14766127,0.2228307,0.27173418
t_1364,-88.81224,13.5313,0.14609146,0.222816,0.2750333
