# 20010113_M7.7_Subduction median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2015SInterHigh,MontalvaEtAl2017SInter,ZhaoEtAl2006SInter
t_1081,-88.14748,13.56623,0.14727566,0.14853853,0.15108791
t_1082,-88.18342,13.56623,0.1587024,0.15965693,0.15975973
t_1083,-88.25528,13.54877,0.20407109,0.20211531,0.18981281
t_1084,-88.23731,13.54877,0.18381286,0.18460675,0.18179475
t_1085,-88.21935,13.56623,0.15799825,0.1610727,0.17058703
t_1086,-88.25528,13.56623,0.19995302,0.19748922,0.18441741
t_1087,-88.23731,13.56623,0.17533788,0.17665184,0.17706172
t_1088,-88.25528,13.5837,0.1932203,0.190896,0.17888139
t_1089,-88.21935,13.5837,0.19593751,0.18916853,0.1681185
t_109,-88.02172,13.3216,0.15051953,0.15363045,0.15667267
t_1090,-88.23731,13.5837,0.16979729,0.17103538,0.17221177
t_1091,-88.23731,13.60116,0.19467536,0.18858013,0.16919059
t_1092,-88.25528,13.60116,0.19364412,0.1896179,0.17333159
t_1093,-88.20138,13.56623,0.18634099,0.18215899,0.16485485
t_1094,-88.16545,13.56623,0.14661297,0.14875531,0.15519693
t_1095,-88.16545,13.5837,0.15703185,0.15655677,0.15193914
t_1096,-88.18342,13.5837,0.14801419,0.15000537,0.15622638
t_1097,-88.14748,13.5837,0.13978787,0.1415977,0.14805561
t_1098,-88.20138,13.5837,0.17004967,0.16885531,0.1609794
t_1099,-88.16545,13.60116,0.1548458,0.15400435,0.148665
t_11,-87.91392,13.18169,0.17850024,0.17268614,0.15248413
t_110,-87.98579,13.3216,0.14690922,0.14915588,0.15052322
t_1100,-88.20138,13.60116,0.17525126,0.17173237,0.15707625
t_1101,-88.14748,13.60116,0.15447646,0.15288515,0.14501382
t_1102,-88.18342,13.60116,0.15400435,0.15417628,0.15266956
t_1103,-88.11155,13.5837,0.1524848,0.15051286,0.14128537
t_1104,-88.09358,13.5837,0.15782452,0.15377882,0.1382868
t_1105,-88.12952,13.5837,0.17328106,0.16663407,0.1461204
t_1106,-88.12952,13.60116,0.16663595,0.1610861,0.14323948
t_1107,-88.11155,13.60116,0.14779107,0.1461333,0.13859755
t_1108,-88.09358,13.60116,0.14544678,0.14361937,0.13575314
t_1109,-88.12952,13.61862,0.16858427,0.16149119,0.14037058
t_111,-87.98579,13.33908,0.13372721,0.13763425,0.11792266
t_1110,-88.09358,13.61862,0.16244674,0.15546274,0.1346923
t_1111,-88.11155,13.61862,0.15217777,0.14881718,0.13592267
t_1112,-88.11155,13.63608,0.16375326,0.15634413,0.13474783
t_1113,-88.21935,13.60116,0.18371606,0.17925423,0.16194718
t_1114,-88.25528,13.61862,0.18027219,0.17813127,0.16786732
t_1115,-88.23731,13.61862,0.18441753,0.17983024,0.16251697
t_1116,-88.21935,13.61862,0.16876906,0.16687572,0.15763952
t_1117,-88.25528,13.63608,0.18541527,0.18046808,0.16256244
t_1118,-88.23731,13.63608,0.17746533,0.17338651,0.15780063
t_1119,-88.21935,13.63608,0.15495779,0.15490843,0.15340719
t_112,-88.02172,13.33908,0.17253284,0.1700803,0.15493692
t_1120,-88.25528,13.65354,0.15814033,0.15820237,0.15747063
t_1121,-88.21935,13.65354,0.15841138,0.15672001,0.14929126
t_1122,-88.23731,13.65354,0.164197,0.16213466,0.1532404
t_1123,-88.20138,13.61862,0.17748818,0.17217843,0.15488204
t_1124,-88.14748,13.61862,0.16566646,0.16044298,0.14355282
t_1125,-88.16545,13.61862,0.16211912,0.15878333,0.14540057
t_1126,-88.18342,13.61862,0.158815,0.15715669,0.14912345
t_1127,-88.14748,13.63608,0.15713625,0.15330334,0.13898107
t_1128,-88.20138,13.63608,0.15333787,0.15277396,0.14935452
t_1129,-88.16545,13.63608,0.15509598,0.15255518,0.142171
t_113,-88.03968,13.28663,0.15007769,0.15499681,0.16342519
t_1130,-88.18342,13.63608,0.15879454,0.1562396,0.14562006
t_1131,-88.18342,13.65354,0.16011223,0.156318,0.14218631
t_1132,-88.20138,13.65354,0.16437195,0.16039541,0.14561014
t_1133,-88.12952,13.63608,0.1621344,0.15610252,0.13752933
t_1134,-88.09358,13.63608,0.14401522,0.14119129,0.13070656
t_1135,-88.12952,13.65354,0.14159657,0.13983414,0.13325574
t_1136,-88.09358,13.65354,0.1629497,0.15404871,0.1296466
t_1137,-88.11155,13.65354,0.14699641,0.14343433,0.13066162
t_1138,-88.12952,13.671,0.13835573,0.13659495,0.13053942
t_1139,-88.11155,13.671,0.15354197,0.14754868,0.12951262
t_114,-88.05765,13.28663,0.14940436,0.15522376,0.16690153
t_1140,-88.09358,13.671,0.13841465,0.13555807,0.12579156
t_1141,-88.12952,13.68846,0.12371881,0.12395581,0.12788521
t_1142,-88.11155,13.68846,0.13169973,0.13011561,0.12558393
t_1143,-88.14748,13.65354,0.16015661,0.1546562,0.13753162
t_1144,-88.16545,13.65354,0.1526575,0.14984646,0.13899784
t_1145,-88.20138,13.671,0.12835743,0.13038115,0.112470016
t_1146,-88.18342,13.671,0.13313362,0.1339373,0.13884349
t_1147,-88.14748,13.671,0.1335643,0.13323031,0.13313472
t_1148,-88.16545,13.671,0.13645169,0.13615732,0.13589863
t_1149,-88.20138,13.68846,0.13751711,0.1374825,0.13848238
t_115,-88.07562,13.30411,0.15056722,0.15654816,0.16876967
t_1150,-88.16545,13.68846,0.12695591,0.1275984,0.1328868
t_1151,-88.18342,13.68846,0.13435623,0.13431287,0.13560732
t_1152,-88.14748,13.68846,0.13131864,0.1307722,0.1303153
t_1153,-88.84817,13.26914,0.2818695,0.31628424,0.33068457
t_1154,-88.7763,13.25166,0.33396277,0.33638608,0.3244074
t_1155,-88.79427,13.25166,0.32783547,0.33868328,0.3278675
t_1156,-88.81224,13.25166,0.3361082,0.34309238,0.33165538
t_1157,-88.7763,13.26914,0.32655412,0.33143046,0.3191816
t_1158,-88.81224,13.26914,0.27500662,0.30724603,0.32248798
t_1159,-88.79427,13.26914,0.33311063,0.33464885,0.3224322
t_116,-88.03968,13.30411,0.14492477,0.15015101,0.16169548
t_1160,-88.79427,13.28663,0.33416224,0.329174,0.3170345
t_1161,-88.8302,13.26914,0.3289509,0.3406124,0.32642
t_1162,-88.8841,13.28663,0.2855915,0.32029006,0.3343797
t_1163,-88.8302,13.28663,0.3407763,0.33520007,0.32437137
t_1164,-88.86613,13.28663,0.3393341,0.34481776,0.33319044
t_1165,-88.84817,13.28663,0.3360115,0.34053478,0.328612
t_1166,-88.84817,13.30411,0.33652693,0.3353179,0.32296386
t_1167,-88.86613,13.30411,0.3442133,0.33820954,0.32753322
t_1168,-88.8302,13.30411,0.3369193,0.33060804,0.3187654
t_1169,-88.8841,13.30411,0.28169823,0.3142976,0.32879853
t_117,-88.05765,13.30411,0.14767498,0.15327127,0.16515008
t_1170,-88.7763,13.28663,0.33498973,0.3252506,0.31398705
t_1171,-88.81224,13.28663,0.32694674,0.33261696,0.3205044
t_1172,-88.81224,13.30411,0.33164513,0.32785925,0.3149824
t_1173,-88.79427,13.30411,0.33247834,0.3239895,0.31164613
t_1174,-88.7763,13.30411,0.3293927,0.3219306,0.30880502
t_1175,-88.81224,13.3216,0.33670875,0.31767207,0.33023494
t_1176,-88.7763,13.3216,0.32894385,0.316524,0.3036116
t_1177,-88.79427,13.3216,0.3260262,0.32015952,0.30624747
t_1178,-88.79427,13.33908,0.3283053,0.31378278,0.32102007
t_1179,-88.81224,13.33908,0.328885,0.31736255,0.30391815
t_118,-88.05765,13.3216,0.20640843,0.19329777,0.17628084
t_1180,-88.90207,13.30411,0.3554701,0.34401292,0.33762336
t_1181,-88.92003,13.30411,0.290296,0.32533655,0.33929926
t_1182,-88.90207,13.3216,0.3541326,0.33683816,0.35450527
t_1183,-88.938,13.3216,0.35770372,0.35256556,0.34338045
t_1184,-88.92003,13.3216,0.35505146,0.3463196,0.33769017
t_1185,-88.92003,13.33908,0.35360014,0.3412467,0.33259264
t_1186,-88.90207,13.33908,0.34445438,0.33907884,0.32698458
t_1187,-88.938,13.33908,0.35889703,0.34515446,0.33836907
t_1188,-88.92003,13.35656,0.3470501,0.34007555,0.32780468
t_1189,-88.90207,13.35656,0.34306696,0.3347363,0.32202038
t_119,-88.03968,13.3216,0.18899101,0.18281853,0.1617168
t_1190,-88.8841,13.3216,0.34635258,0.33712626,0.32693872
t_1191,-88.86613,13.3216,0.34058097,0.33373106,0.32197925
t_1192,-88.8302,13.3216,0.330764,0.32650375,0.31318253
t_1193,-88.84817,13.3216,0.3371982,0.32950255,0.31737712
t_1194,-88.8302,13.33908,0.33464187,0.31872913,0.32826808
t_1195,-88.8841,13.33908,0.34059542,0.33411136,0.32160497
t_1196,-88.86613,13.33908,0.33883318,0.32865453,0.31653166
t_1197,-88.84817,13.33908,0.3334305,0.32508075,0.31184244
t_1198,-88.8841,13.35656,0.3431547,0.32709086,0.337698
t_1199,-88.84817,13.35656,0.33536142,0.3178061,0.32692873
t_12,-87.89595,13.18169,0.13379897,0.13772658,0.14790098
t_120,-88.07562,13.3216,0.20054932,0.19254091,0.16883348
t_1200,-88.7763,13.33908,0.32539186,0.31233478,0.2983541
t_1201,-88.79427,13.35656,0.32326642,0.31001258,0.2952971
t_1202,-88.7763,13.35656,0.321708,0.3079686,0.29296482
t_1203,-88.81224,13.35656,0.32411075,0.3131606,0.298343
t_1204,-88.7763,13.37404,0.31592238,0.30367196,0.28737536
t_1205,-88.81224,13.37404,0.3228793,0.3078284,0.2926771
t_1206,-88.79427,13.37404,0.3210064,0.3048487,0.30907828
t_1207,-88.7763,13.39152,0.3114961,0.29864165,0.28151602
t_1208,-88.81224,13.39152,0.31834728,0.30334136,0.28686857
t_1209,-88.79427,13.39152,0.31182963,0.30072713,0.2837472
t_121,-88.07562,13.33908,0.20150949,0.19219057,0.16700797
t_1210,-88.86613,13.35656,0.33404773,0.32501382,0.31118515
t_1211,-88.8302,13.35656,0.331932,0.31394836,0.32233295
t_1212,-88.86613,13.37404,0.33213794,0.32063332,0.30596453
t_1213,-88.8302,13.37404,0.32929516,0.30918768,0.31637448
t_1214,-88.8841,13.37404,0.33862182,0.3249738,0.31148437
t_1215,-88.84817,13.37404,0.33136082,0.31455934,0.3211335
t_1216,-88.8302,13.39152,0.32627213,0.30481222,0.31034815
t_1217,-88.8841,13.39152,0.33252653,0.32244763,0.3067838
t_1218,-88.86613,13.39152,0.3294337,0.31672814,0.30088973
t_1219,-88.84817,13.39152,0.32680112,0.31121275,0.295525
t_122,-88.03968,13.33908,0.19218837,0.18390466,0.15993062
t_1220,-88.938,13.35656,0.3567944,0.3418696,0.33371386
t_1221,-88.92003,13.37404,0.34656537,0.33626902,0.32339257
t_1222,-88.90207,13.37404,0.3399616,0.33134633,0.3173476
t_1223,-88.938,13.37404,0.3499844,0.3420243,0.32949662
t_1224,-88.90207,13.39152,0.33691892,0.32824352,0.31303468
t_1225,-88.938,13.39152,0.3491117,0.33936736,0.3258301
t_1226,-88.92003,13.39152,0.3443851,0.3337222,0.31944808
t_1227,-88.92003,13.409,0.34431857,0.33152035,0.31611463
t_1228,-88.90207,13.409,0.34002614,0.325015,0.3092034
t_1229,-88.938,13.409,0.3471661,0.33773357,0.3228716
t_123,-87.94985,13.33908,0.16722654,0.16241941,0.14483352
t_1230,-88.84817,13.409,0.31461242,0.30699942,0.2901281
t_1231,-88.8302,13.409,0.313684,0.3025839,0.2850628
t_1232,-88.86613,13.409,0.32218122,0.3129625,0.29595587
t_1233,-88.8841,13.409,0.325956,0.31882954,0.3023918
t_1234,-88.84817,13.42647,0.30385247,0.30004394,0.2847022
t_1235,-88.8841,13.42647,0.3261162,0.3160333,0.2983573
t_1236,-88.86613,13.42647,0.31290105,0.30746943,0.29115942
t_1237,-88.8302,13.42647,0.30021608,0.29512018,0.27916154
t_1238,-88.84817,13.44395,0.2995265,0.29470316,0.27920333
t_1239,-88.8302,13.44395,0.28790402,0.2859567,0.2700849
t_124,-87.96782,13.33908,0.14645553,0.14762186,0.14600472
t_1240,-88.79427,13.409,0.30576992,0.2951785,0.27759844
t_1241,-88.81224,13.409,0.3091744,0.29843038,0.2808658
t_1242,-88.7763,13.409,0.3098544,0.2930415,0.2753194
t_1243,-88.81224,13.42647,0.2972412,0.29104453,0.27462608
t_1244,-88.79427,13.42647,0.30142456,0.2894637,0.2711332
t_1245,-88.7763,13.42647,0.29230657,0.28527302,0.2687291
t_1246,-88.7763,13.44395,0.28073445,0.27620545,0.2616895
t_1247,-88.79427,13.44395,0.27856618,0.27666602,0.2614164
t_1248,-88.81224,13.44395,0.2894374,0.28384718,0.2681118
t_1249,-88.7763,13.46142,0.26823124,0.26578307,0.25139543
t_125,-87.93189,13.33908,0.12872627,0.1315689,0.14058779
t_1250,-88.90207,13.42647,0.3319025,0.32309335,0.3059771
t_1251,-88.92003,13.42647,0.33341134,0.3290884,0.31360966
t_1252,-88.938,13.42647,0.34343395,0.33652398,0.32087082
t_1253,-88.90207,13.44395,0.3260324,0.3200414,0.30352452
t_1254,-88.92003,13.44395,0.3337563,0.3282937,0.31219897
t_1255,-88.938,13.44395,0.34131548,0.3358583,0.3201676
t_1256,-88.92003,13.46142,0.3308064,0.32708675,0.30888277
t_1257,-88.938,13.46142,0.34167036,0.336713,0.31771266
t_1258,-88.90207,13.46142,0.31906843,0.31606475,0.2988173
t_1259,-88.92003,13.47889,0.3256482,0.32513618,0.31113937
t_126,-87.94985,13.35656,0.13862038,0.14012054,0.1416617
t_1260,-88.95597,13.3216,0.35911986,0.35912177,0.3492272
t_1261,-89.00987,13.35656,0.3755155,0.35976878,0.38173136
t_1262,-88.9919,13.33908,0.36456126,0.36570907,0.3563149
t_1263,-88.95597,13.33908,0.36551857,0.34467828,0.36738145
t_1264,-88.97393,13.33908,0.36541197,0.35785186,0.35024002
t_1265,-88.97393,13.35656,0.3681396,0.34615406,0.36886397
t_1266,-88.95597,13.35656,0.35967985,0.34851256,0.33967564
t_1267,-88.9919,13.35656,0.37215686,0.35214657,0.3752642
t_1268,-88.9919,13.37404,0.3672721,0.35475764,0.34740528
t_1269,-88.97393,13.37404,0.3600653,0.35188183,0.341525
t_127,-87.93189,13.35656,0.13682958,0.13802175,0.13904662
t_1270,-88.95597,13.37404,0.3546833,0.34721646,0.33555886
t_1271,-89.06376,13.37404,0.3825214,0.37641236,0.37188053
t_1272,-89.08173,13.39152,0.3843013,0.37689632,0.3732991
t_1273,-89.02783,13.35656,0.37511227,0.3705067,0.3639081
t_1274,-89.02783,13.37404,0.37408668,0.36540633,0.35917914
t_1275,-89.00987,13.37404,0.36897534,0.36121872,0.35325515
t_1276,-89.0458,13.37404,0.3780001,0.3707627,0.36533117
t_1277,-89.0458,13.39152,0.3752947,0.36632866,0.36044544
t_1278,-89.02783,13.39152,0.37113643,0.36208174,0.3547457
t_1279,-89.00987,13.39152,0.36116976,0.35935813,0.34922493
t_128,-87.96782,13.35656,0.13792482,0.14017269,0.14437199
t_1280,-89.00987,13.409,0.3680308,0.35417593,0.34570387
t_1281,-89.0458,13.409,0.37095898,0.36277518,0.35570812
t_1282,-89.06376,13.39152,0.37858322,0.3717467,0.36654493
t_1283,-89.0997,13.39152,0.3876191,0.3847828,0.38096344
t_1284,-89.08173,13.409,0.380414,0.37089592,0.36732283
t_1285,-89.06376,13.409,0.3764031,0.36593267,0.3611599
t_1286,-89.0997,13.409,0.38644135,0.3764366,0.37451547
t_1287,-89.0997,13.42647,0.38098198,0.3693533,0.36749032
t_1288,-89.06376,13.42647,0.36979723,0.36175117,0.35567427
t_1289,-89.08173,13.42647,0.3755664,0.3647262,0.36100325
t_129,-87.93189,13.37404,0.131899,0.13353129,0.13749218
t_1290,-89.06376,13.44395,0.3607038,0.3563516,0.35001624
t_1291,-89.0997,13.44395,0.37014258,0.36266473,0.3597245
t_1292,-88.97393,13.39152,0.35843042,0.3494752,0.33797824
t_1293,-88.95597,13.39152,0.35690826,0.34346434,0.33203164
t_1294,-88.9919,13.39152,0.36301032,0.35383007,0.3436832
t_1295,-88.9919,13.409,0.36199617,0.3517469,0.34060684
t_1296,-88.97393,13.409,0.3527682,0.34807613,0.3351637
t_1297,-88.95597,13.409,0.35281956,0.3430769,0.32925957
t_1298,-88.95597,13.42647,0.35118014,0.34243107,0.32747325
t_1299,-88.97393,13.42647,0.3574245,0.3469948,0.33328637
t_13,-88.05765,13.1642,0.15783226,0.1657739,0.1789006
t_130,-87.94985,13.37404,0.112847716,0.11741914,0.11094906
t_1300,-88.9919,13.42647,0.35395262,0.3504854,0.33833703
t_1301,-88.97393,13.44395,0.36252874,0.34706116,0.33261907
t_1302,-89.02783,13.409,0.36846045,0.3589147,0.35065088
t_1303,-89.0458,13.42647,0.3686396,0.35840037,0.35111707
t_1304,-89.02783,13.42647,0.36415988,0.35633308,0.34694564
t_1305,-89.00987,13.42647,0.36384803,0.35346302,0.34279886
t_1306,-89.02783,13.44395,0.36373174,0.35336873,0.34367442
t_1307,-89.0458,13.44395,0.3610198,0.35474196,0.34665364
t_1308,-89.00987,13.44395,0.35899296,0.35211036,0.34062713
t_1309,-89.0458,13.46142,0.3559717,0.35015216,0.34229168
t_131,-87.96782,13.37404,0.13986944,0.1413705,0.14272363
t_1310,-89.00987,13.46142,0.36213794,0.35147205,0.339315
t_1311,-89.02783,13.46142,0.36483267,0.3507749,0.3408763
t_1312,-89.08173,13.44395,0.36843058,0.35843584,0.35422173
t_1313,-89.0997,13.46142,0.3621825,0.35339633,0.35107306
t_1314,-89.08173,13.46142,0.35568,0.35088828,0.34686774
t_1315,-89.06376,13.46142,0.35386512,0.34982634,0.34411222
t_1316,-89.08173,13.47889,0.3342742,0.3378782,0.33511296
t_1317,-89.06376,13.47889,0.34648427,0.34258014,0.33786124
t_1318,-89.0997,13.47889,0.32576963,0.33445716,0.33766073
t_1319,-89.06376,13.49636,0.31579003,0.32411408,0.32752347
t_132,-87.94985,13.39152,0.12734424,0.12984282,0.13844384
t_1320,-89.08173,13.49636,0.2904552,0.30679032,0.32636243
t_1321,-89.0997,13.49636,0.30203757,0.31423685,0.32698038
t_1322,-88.8841,13.44395,0.3153619,0.3105519,0.29473978
t_1323,-88.86613,13.44395,0.30768037,0.30243337,0.2864826
t_1324,-88.86613,13.46142,0.2991501,0.29557925,0.27882054
t_1325,-88.8841,13.46142,0.31097147,0.30648988,0.2884442
t_1326,-88.84817,13.46142,0.28959054,0.286521,0.2706107
t_1327,-88.8302,13.46142,0.2851071,0.28082052,0.26388058
t_1328,-88.84817,13.47889,0.2831689,0.2796502,0.26498225
t_1329,-88.8841,13.47889,0.2985276,0.2978716,0.2860299
t_133,-88.05765,13.33908,0.19378218,0.18633543,0.16337657
t_1330,-88.86613,13.47889,0.28990787,0.28762937,0.27433342
t_1331,-88.8302,13.47889,0.2735373,0.27100226,0.25758234
t_1332,-88.81224,13.46142,0.27508232,0.27295262,0.25847685
t_1333,-88.79427,13.46142,0.26842266,0.26731807,0.2543066
t_1334,-88.81224,13.47889,0.26229468,0.26192346,0.2515856
t_1335,-88.7763,13.47889,0.2568418,0.25534242,0.24346974
t_1336,-88.79427,13.47889,0.25919184,0.25817427,0.2468537
t_1337,-88.79427,13.49636,0.24310005,0.2444187,0.23908818
t_1338,-88.7763,13.49636,0.24093054,0.24162205,0.23501642
t_1339,-88.81224,13.49636,0.24501516,0.24739468,0.24466814
t_134,-88.03968,13.35656,0.15680134,0.15854076,0.1563917
t_1340,-88.79427,13.51383,0.2294804,0.23183107,0.23097439
t_1341,-88.7763,13.51383,0.23186707,0.23201002,0.22594818
t_1342,-88.938,13.47889,0.3391444,0.33726862,0.32117933
t_1343,-88.90207,13.47889,0.31098005,0.31104073,0.2989478
t_1344,-88.92003,13.49636,0.3220911,0.32439706,0.31663686
t_1345,-88.938,13.49636,0.33800256,0.33914378,0.32803297
t_1346,-88.90207,13.49636,0.30756307,0.30887893,0.30156544
t_1347,-88.938,13.51383,0.34922242,0.34978074,0.33954558
t_1348,-88.92003,13.51383,0.32969064,0.33205393,0.32697877
t_1349,-88.90207,13.51383,0.30816162,0.31056303,0.30862585
t_135,-88.07562,13.35656,0.1999406,0.19051751,0.16515331
t_1350,-88.92003,13.5313,0.34808427,0.34927332,0.34398326
t_1351,-88.938,13.5313,0.33223507,0.34239197,0.35718927
t_1352,-88.8302,13.49636,0.2543593,0.25576726,0.25151378
t_1353,-88.86613,13.49636,0.27187917,0.2732048,0.2697878
t_1354,-88.8841,13.49636,0.29004326,0.29076922,0.284672
t_1355,-88.84817,13.49636,0.26109058,0.26266077,0.25952893
t_1356,-88.84817,13.51383,0.2546588,0.25592324,0.25567585
t_1357,-88.8302,13.51383,0.24240063,0.24495697,0.24633707
t_1358,-88.8841,13.51383,0.28999957,0.29002923,0.28634432
t_1359,-88.86613,13.51383,0.26441982,0.26502305,0.26528877
t_136,-88.05765,13.35656,0.20181036,0.18950678,0.17238921
t_1360,-88.86613,13.5313,0.26384968,0.26630595,0.2724869
