# 20010113_M7.7_Subduction median gmf, Stations:None, gmlt:MARN, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2018SSlabHigh,MontalvaEtAl2016SSlab,SiEtAl2020SSlab,ZhaoEtAl2006SSlabCascadia
t_1036,-88.41698,13.65354,0.09733643,0.24389322,0.16039081,0.09143884
t_1037,-88.38104,13.65354,0.08090425,0.21786825,0.13361691,0.08849883
t_1038,-88.38104,13.671,0.07519141,0.20762967,0.12391312,0.06861637
t_1039,-88.39901,13.671,0.080116935,0.21746175,0.13227281,0.088034324
t_104,-88.00375,13.28663,0.088031776,0.18079026,0.14577961,0.093000345
t_1040,-88.41698,13.671,0.08608875,0.22827876,0.14225636,0.08947897
t_1041,-88.41698,13.68846,0.08384428,0.22336562,0.13839999,0.08757361
t_1042,-88.39901,13.68846,0.07435921,0.20694903,0.12248577,0.068258755
t_1043,-88.32715,13.65354,0.090891965,0.22338705,0.14910999,0.08431789
t_1044,-88.34511,13.65354,0.072875656,0.2008122,0.11994932,0.067873344
t_1045,-88.36308,13.65354,0.07232761,0.20206822,0.11904721,0.06897753
t_1046,-88.32715,13.671,0.10134203,0.23175275,0.16401148,0.082552716
t_1047,-88.34511,13.671,0.082553186,0.21400699,0.13591152,0.083880015
t_1048,-88.36308,13.671,0.07452534,0.20441489,0.122731596,0.06752003
t_1049,-88.34511,13.68846,0.075127654,0.20193405,0.12357831,0.082126774
t_105,-88.00375,13.30411,0.08625655,0.17897779,0.14272146,0.09149222
t_1050,-88.36308,13.68846,0.07440096,0.20288946,0.12243994,0.08344641
t_1051,-88.32715,13.68846,0.07556596,0.20050254,0.124212615,0.0808314
t_1052,-88.36308,13.70591,0.09014586,0.22240278,0.14744213,0.0817055
t_1053,-88.21935,13.49636,0.10090148,0.2272125,0.16612764,0.0928651
t_1054,-88.23731,13.49636,0.09454612,0.22345465,0.1565065,0.09440984
t_1055,-88.25528,13.49636,0.088311195,0.21866803,0.14648548,0.0959894
t_1056,-88.21935,13.51383,0.09788313,0.22332692,0.16111396,0.09086105
t_1057,-88.23731,13.51383,0.09516476,0.22345692,0.15717834,0.092362486
t_1058,-88.25528,13.51383,0.09560263,0.22707838,0.15811107,0.0938975
t_1059,-88.23731,13.5313,0.08071593,0.20409964,0.13341184,0.09037284
t_106,-87.98579,13.30411,0.10639356,0.19781262,0.17331487,0.089484334
t_1060,-88.25528,13.5313,0.09714432,0.22788544,0.16017568,0.09186491
t_1061,-88.21935,13.5313,0.08149706,0.20253694,0.13463289,0.08891316
t_1062,-88.21935,13.54877,0.076685466,0.19505318,0.12645602,0.08701943
t_1063,-88.09358,13.51383,0.09010509,0.19528425,0.1472197,0.080959015
t_1064,-88.11155,13.5313,0.08384394,0.19020662,0.13753527,0.08068445
t_1065,-88.12952,13.5313,0.08837313,0.19805676,0.14480297,0.08202702
t_1066,-88.09358,13.5313,0.08535235,0.18961473,0.13965274,0.07934217
t_1067,-88.12952,13.54877,0.10214481,0.21071686,0.1643994,0.08122239
t_1068,-88.11155,13.54877,0.07689736,0.18097325,0.12623039,0.079039514
t_1069,-88.09358,13.54877,0.09830821,0.2021398,0.15821066,0.07774478
t_107,-88.02172,13.30411,0.12229837,0.21484806,0.1965186,0.09457321
t_1070,-88.12952,13.56623,0.09084891,0.19974622,0.14779155,0.07866496
t_1071,-88.09358,13.56623,0.08549267,0.18906777,0.13922887,0.07616868
t_1072,-88.11155,13.56623,0.07859457,0.18300207,0.12876643,0.07741732
t_1073,-88.14748,13.5313,0.08903154,0.20143594,0.14606787,0.08336776
t_1074,-88.18342,13.5313,0.09693215,0.21553965,0.15861814,0.08608431
t_1075,-88.20138,13.5313,0.082216725,0.20087336,0.1357184,0.08748339
t_1076,-88.16545,13.5313,0.10958778,0.22311282,0.1761307,0.08565055
t_1077,-88.20138,13.54877,0.08306961,0.20154902,0.13694052,0.085628875
t_1078,-88.16545,13.54877,0.08950906,0.20415193,0.14672077,0.08293436
t_1079,-88.14748,13.54877,0.08763575,0.1993607,0.14359324,0.08162619
t_108,-88.00375,13.3216,0.09033697,0.18416959,0.14917676,0.08998854
t_1080,-88.18342,13.54877,0.1049328,0.22174776,0.16959234,0.084267944
t_1081,-88.14748,13.56623,0.07728849,0.18584917,0.12695505,0.07992186
t_1082,-88.18342,13.56623,0.08247123,0.19765443,0.13561383,0.08250204
t_1083,-88.25528,13.54877,0.102991804,0.23259059,0.16852154,0.08988951
t_1084,-88.23731,13.54877,0.09164039,0.21777388,0.15100728,0.08843884
t_1085,-88.21935,13.56623,0.07671452,0.19462065,0.12641172,0.08517897
t_1086,-88.25528,13.56623,0.10185256,0.23028357,0.16634184,0.08797031
t_1087,-88.23731,13.56623,0.08654198,0.21074685,0.14265247,0.08655956
t_1088,-88.25528,13.5837,0.09873261,0.22609688,0.16128413,0.08610317
t_1089,-88.21935,13.5837,0.11035371,0.22910213,0.17666154,0.08431018
t_109,-88.02172,13.3216,0.088690765,0.1843972,0.14675805,0.09196677
t_1090,-88.23731,13.5837,0.08389023,0.2065307,0.13816683,0.084730946
t_1091,-88.23731,13.60116,0.10715655,0.22856237,0.17218873,0.08387081
t_1092,-88.25528,13.60116,0.10183618,0.22751315,0.16525087,0.084288344
t_1093,-88.20138,13.56623,0.10342479,0.22246587,0.1673436,0.083826244
t_1094,-88.16545,13.56623,0.07498808,0.18490812,0.123284206,0.08120101
t_1095,-88.16545,13.5837,0.08412853,0.19667874,0.13778771,0.079505704
t_1096,-88.18342,13.5837,0.07484191,0.18662378,0.12301208,0.080777876
t_1097,-88.14748,13.5837,0.0718518,0.17774186,0.11788358,0.07825501
t_1098,-88.20138,13.5837,0.090279214,0.20894715,0.14772132,0.0820711
t_1099,-88.16545,13.60116,0.083113335,0.19484447,0.13592619,0.0778496
t_11,-87.91392,13.18169,0.12251969,0.1988957,0.19540091,0.09114874
t_110,-87.98579,13.3216,0.08656262,0.17763908,0.14286925,0.088045955
t_1100,-88.20138,13.60116,0.09628705,0.2140578,0.15616049,0.080358006
t_1101,-88.14748,13.60116,0.084589645,0.19420159,0.13795944,0.07662679
t_1102,-88.18342,13.60116,0.08046813,0.1938968,0.13197081,0.07909346
t_1103,-88.11155,13.5837,0.08535911,0.19083892,0.1389512,0.075816855
t_1104,-88.09358,13.5837,0.091775425,0.19504389,0.14802852,0.074612886
t_1105,-88.12952,13.5837,0.10365865,0.20996696,0.16527486,0.07787811
t_1106,-88.12952,13.60116,0.09776316,0.20460264,0.15667754,0.07625965
t_1107,-88.11155,13.60116,0.08169713,0.18616328,0.13308017,0.07424375
t_1108,-88.09358,13.60116,0.08082073,0.18289103,0.13151552,0.07307993
t_1109,-88.12952,13.61862,0.10072038,0.20582905,0.16014421,0.07467793
t_111,-87.98579,13.33908,0.07485315,0.16272904,0.123339415,0.06861131
t_1110,-88.09358,13.61862,0.09768635,0.19852643,0.15521078,0.072362036
t_1111,-88.11155,13.61862,0.08620523,0.19068022,0.13946128,0.07270585
t_1112,-88.11155,13.63608,0.09834999,0.20055375,0.15597136,0.07199052
t_1113,-88.21935,13.60116,0.100806266,0.22081526,0.16296932,0.08164494
t_1114,-88.25528,13.61862,0.09310285,0.21796082,0.15206805,0.08252296
t_1115,-88.23731,13.61862,0.100167364,0.22179161,0.1619364,0.08122107
t_1116,-88.21935,13.61862,0.08941889,0.2087562,0.14596294,0.0799418
t_1117,-88.25528,13.63608,0.100338474,0.22328179,0.16204222,0.08080089
t_1118,-88.23731,13.63608,0.096258596,0.21703365,0.15587755,0.07952783
t_1119,-88.21935,13.63608,0.07959708,0.1959943,0.13047576,0.078276984
t_112,-88.02172,13.33908,0.110410064,0.20620276,0.17926478,0.09040424
t_1120,-88.25528,13.65354,0.07975202,0.19987457,0.13083376,0.079117455
t_1121,-88.21935,13.65354,0.08394432,0.20054702,0.13698101,0.07664971
t_1122,-88.23731,13.65354,0.08679609,0.20621014,0.14156118,0.07787269
t_1123,-88.20138,13.61862,0.100061156,0.21611525,0.1609579,0.07955373
t_1124,-88.14748,13.61862,0.09580835,0.20464331,0.15383942,0.0758654
t_1125,-88.16545,13.61862,0.09047831,0.20226328,0.14661878,0.07623092
t_1126,-88.18342,13.61862,0.085546486,0.1994244,0.1395803,0.07744704
t_1127,-88.14748,13.63608,0.088660456,0.19716178,0.14323558,0.07348024
t_1128,-88.20138,13.63608,0.080207705,0.19450286,0.13126315,0.07704663
t_1129,-88.16545,13.63608,0.08519504,0.19585964,0.13844354,0.07464892
t_113,-88.03968,13.28663,0.08802652,0.18504258,0.14609432,0.09727139
t_1130,-88.18342,13.63608,0.0867001,0.19988091,0.14096184,0.075837836
t_1131,-88.18342,13.65354,0.08912494,0.20147924,0.14412284,0.07426508
t_1132,-88.20138,13.65354,0.09113377,0.20587915,0.14735083,0.07544684
t_1133,-88.12952,13.63608,0.09508358,0.20055768,0.15192991,0.073132165
t_1134,-88.09358,13.63608,0.08044753,0.18159252,0.13032223,0.070093095
t_1135,-88.12952,13.65354,0.07686205,0.18093312,0.12503223,0.07083807
t_1136,-88.09358,13.65354,0.099844754,0.19801827,0.15700778,0.06940879
t_1137,-88.11155,13.65354,0.082673155,0.18566345,0.1335322,0.069734335
t_1138,-88.12952,13.671,0.07469677,0.17762616,0.121435486,0.06937806
t_1139,-88.11155,13.671,0.08955775,0.19169651,0.1429398,0.06905464
t_114,-88.05765,13.28663,0.086751476,0.1856105,0.1440475,0.09946712
t_1140,-88.09358,13.671,0.07639861,0.1758423,0.12362941,0.06723882
t_1141,-88.12952,13.68846,0.06333914,0.16085722,0.10312397,0.067951344
t_1142,-88.11155,13.68846,0.07039,0.16950971,0.11433586,0.06689682
t_1143,-88.14748,13.65354,0.09251023,0.19985157,0.14824101,0.07275631
t_1144,-88.16545,13.65354,0.08402524,0.19376005,0.13634367,0.07310281
t_1145,-88.20138,13.671,0.06294239,0.1675396,0.10275959,0.058526896
t_1146,-88.18342,13.671,0.06756746,0.1732288,0.11042113,0.07272801
t_1147,-88.14748,13.671,0.069845,0.17289121,0.11392934,0.070475094
t_1148,-88.16545,13.671,0.07120806,0.17676058,0.11624377,0.07159185
t_1149,-88.20138,13.68846,0.070825644,0.17942841,0.11570956,0.07235517
t_115,-88.07562,13.30411,0.086709276,0.18827745,0.1439919,0.099896155
t_1150,-88.16545,13.68846,0.06442742,0.16599582,0.105063155,0.07011525
t_1151,-88.18342,13.68846,0.06932744,0.17533556,0.11317161,0.07122587
t_1152,-88.14748,13.68846,0.068633586,0.17064458,0.11182339,0.06902365
t_1153,-88.84817,13.26914,0.20167926,0.55261046,0.30538616,0.25589666
t_1154,-88.7763,13.25166,0.2761312,0.49622878,0.40908495,0.24354081
t_1155,-88.79427,13.25166,0.2644609,0.52051127,0.39679366,0.24910371
t_1156,-88.81224,13.25166,0.2782919,0.5194516,0.41246682,0.2548039
t_1157,-88.7763,13.26914,0.26297718,0.49741194,0.39443642,0.23637287
t_1158,-88.81224,13.26914,0.19396684,0.53213334,0.29633692,0.24457306
t_1159,-88.79427,13.26914,0.2749701,0.4967623,0.40767694,0.2417583
t_116,-88.03968,13.30411,0.083240956,0.17923617,0.13792244,0.095620796
t_1160,-88.79427,13.28663,0.27889094,0.47751483,0.41063416,0.23464535
t_1161,-88.8302,13.26914,0.2653018,0.53090084,0.3978415,0.2501647
t_1162,-88.8841,13.28663,0.20434693,0.56023216,0.3084909,0.25984216
t_1163,-88.8302,13.28663,0.29000852,0.48712206,0.42318538,0.24546269
t_1164,-88.86613,13.28663,0.28070956,0.52476996,0.41521758,0.2568243
t_1165,-88.84817,13.28663,0.27697977,0.5170813,0.4107518,0.25107595
t_1166,-88.84817,13.30411,0.2793013,0.49920568,0.41234228,0.24367155
t_1167,-88.86613,13.30411,0.29286695,0.4922456,0.426547,0.24923879
t_1168,-88.8302,13.30411,0.28327894,0.48139444,0.4154992,0.23823678
t_1169,-88.8841,13.30411,0.19914208,0.5483208,0.30242133,0.2521579
t_117,-88.05765,13.30411,0.08496322,0.18369141,0.140935,0.09774059
t_1170,-88.7763,13.28663,0.28205195,0.46000963,0.4128636,0.22943355
t_1171,-88.81224,13.28663,0.26361772,0.5075803,0.39540976,0.23998861
t_1172,-88.81224,13.30411,0.2737986,0.48219985,0.4053184,0.23293822
t_1173,-88.79427,13.30411,0.27722,0.46520004,0.40789366,0.22776753
t_1174,-88.7763,13.30411,0.27062243,0.4621809,0.40059468,0.22274166
t_1175,-88.81224,13.3216,0.29115525,0.43880653,0.4211509,0.24130125
t_1176,-88.7763,13.3216,0.27173924,0.44651002,0.40063593,0.21631296
t_1177,-88.79427,13.3216,0.26477894,0.46774817,0.39451066,0.22113883
t_1178,-88.79427,13.33908,0.27243143,0.44291297,0.40106088,0.22920252
t_1179,-88.81224,13.33908,0.27180934,0.4556005,0.40124333,0.2195577
t_118,-88.05765,13.3216,0.15075298,0.23066944,0.23328967,0.10360601
t_1180,-88.90207,13.30411,0.31151426,0.48647144,0.4460998,0.26079503
t_1181,-88.92003,13.30411,0.20705532,0.5647249,0.31162998,0.263863
t_1182,-88.90207,13.3216,0.31184626,0.46628818,0.44514075,0.27007946
t_1183,-88.938,13.3216,0.30405873,0.50697726,0.43974024,0.26482967
t_1184,-88.92003,13.3216,0.30441654,0.4939095,0.43912914,0.25888386
t_1185,-88.92003,13.33908,0.30167103,0.4802416,0.43525946,0.25123683
t_1186,-88.90207,13.33908,0.28529862,0.49426144,0.4186096,0.24561779
t_1187,-88.938,13.33908,0.30872482,0.48004603,0.44285455,0.25699797
t_1188,-88.92003,13.35656,0.2845469,0.48978007,0.41760427,0.24383152
t_1189,-88.90207,13.35656,0.28179592,0.48272634,0.41407177,0.23839113
t_119,-88.03968,13.3216,0.12830214,0.2208647,0.2044897,0.095017426
t_1190,-88.8841,13.3216,0.29501033,0.4843906,0.42830536,0.24741769
t_1191,-88.86613,13.3216,0.28607872,0.48601624,0.41880605,0.24189006
t_1192,-88.8302,13.3216,0.27150953,0.48238516,0.4027723,0.23124042
t_1193,-88.84817,13.3216,0.282561,0.47905612,0.41452196,0.23650043
t_1194,-88.8302,13.33908,0.28353435,0.44908178,0.4134739,0.23955941
t_1195,-88.8841,13.33908,0.2821197,0.4873206,0.4146568,0.24013239
t_1196,-88.86613,13.33908,0.28350228,0.4735734,0.4151564,0.23478147
t_1197,-88.84817,13.33908,0.2755725,0.47347906,0.40656844,0.22956544
t_1198,-88.8841,13.35656,0.28958037,0.45890132,0.42071804,0.24873509
t_1199,-88.84817,13.35656,0.28292796,0.44611102,0.4126247,0.23784018
t_12,-87.89595,13.18169,0.076958835,0.1535491,0.12695783,0.08794259
t_120,-88.07562,13.3216,0.13929932,0.23219888,0.2201995,0.09918729
t_1200,-88.7763,13.33908,0.26555252,0.4415108,0.39352247,0.2101418
t_1201,-88.79427,13.35656,0.26291427,0.4426273,0.39066494,0.20866804
t_1202,-88.7763,13.35656,0.2595193,0.43635708,0.38655344,0.20421125
t_1203,-88.81224,13.35656,0.26311618,0.45330414,0.39161593,0.21326052
t_1204,-88.7763,13.37404,0.24957944,0.43612656,0.37562236,0.19850908
t_1205,-88.81224,13.37404,0.26278552,0.43970037,0.3902973,0.20721044
t_1206,-88.79427,13.37404,0.26067847,0.4319831,0.38747847,0.21641487
t_1207,-88.7763,13.39152,0.24348836,0.4308575,0.36852956,0.19302377
t_1208,-88.81224,13.39152,0.25517833,0.4362517,0.3817462,0.20139477
t_1209,-88.79427,13.39152,0.24396177,0.43985516,0.3696511,0.19714805
t_121,-88.07562,13.33908,0.14052857,0.23167476,0.22088341,0.09738905
t_1210,-88.86613,13.35656,0.27327484,0.47252786,0.4040371,0.22790335
t_1211,-88.8302,13.35656,0.27930018,0.4402815,0.40830764,0.23263167
t_1212,-88.86613,13.37404,0.2692869,0.4626853,0.39903784,0.22127661
t_1213,-88.8302,13.37404,0.27522656,0.43151724,0.4033317,0.2259784
t_1214,-88.8841,13.37404,0.2775136,0.46173352,0.40793115,0.22626156
t_1215,-88.84817,13.37404,0.27398327,0.44492564,0.4028557,0.23098184
t_1216,-88.8302,13.39152,0.26998594,0.4250055,0.3972201,0.21958536
t_1217,-88.8841,13.39152,0.2626899,0.46637607,0.39218444,0.21970151
t_1218,-88.86613,13.39152,0.26303777,0.45611972,0.39180213,0.21491408
t_1219,-88.84817,13.39152,0.2640098,0.44468737,0.39201626,0.21027263
t_122,-88.03968,13.33908,0.13244274,0.22206587,0.20899567,0.09336769
t_1220,-88.938,13.35656,0.30222315,0.47308162,0.4354714,0.24941117
t_1221,-88.92003,13.37404,0.28148454,0.47752017,0.41349646,0.23666309
t_1222,-88.90207,13.37404,0.2736119,0.47783244,0.40490544,0.2313975
t_1223,-88.938,13.37404,0.28261086,0.4863324,0.41543067,0.24206485
t_1224,-88.90207,13.39152,0.26483417,0.4734026,0.39507145,0.22463828
t_1225,-88.938,13.39152,0.27676666,0.4777648,0.40857908,0.23495401
t_1226,-88.92003,13.39152,0.27331048,0.47252992,0.40435362,0.22972623
t_1227,-88.92003,13.409,0.26807588,0.4637167,0.39810836,0.22303048
t_1228,-88.90207,13.409,0.26722658,0.45536807,0.39649165,0.21814395
t_1229,-88.938,13.409,0.26714164,0.47390202,0.39789918,0.22807331
t_123,-87.94985,13.33908,0.108281195,0.1943154,0.17371166,0.08386885
t_1230,-88.84817,13.409,0.24038124,0.45800185,0.3668262,0.20434032
t_1231,-88.8302,13.409,0.24363863,0.44610855,0.36973247,0.20000693
t_1232,-88.86613,13.409,0.24776463,0.45964444,0.3752486,0.20880198
t_1233,-88.8841,13.409,0.24798027,0.46805668,0.37602463,0.21340215
t_1234,-88.84817,13.42647,0.2228425,0.4588233,0.34655902,0.19863959
t_1235,-88.8841,13.42647,0.2446011,0.45787793,0.37171122,0.20735332
t_1236,-88.86613,13.42647,0.23057055,0.46140176,0.3557853,0.20293067
t_1237,-88.8302,13.42647,0.22216336,0.45176697,0.34554318,0.19447033
t_1238,-88.84817,13.44395,0.21570762,0.45133224,0.33783886,0.19315241
t_1239,-88.8302,13.44395,0.2052015,0.448767,0.324786,0.1870701
t_124,-87.96782,13.33908,0.086548135,0.17587787,0.14241529,0.084766135
t_1240,-88.79427,13.409,0.23535015,0.4365626,0.35985073,0.19171487
t_1241,-88.81224,13.409,0.23926692,0.4416088,0.3645559,0.1958016
t_1242,-88.7763,13.409,0.2439301,0.41816473,0.3681435,0.18774454
t_1243,-88.81224,13.42647,0.22128813,0.44468093,0.34424806,0.19042285
t_1244,-88.79427,13.42647,0.23065844,0.42935148,0.35414067,0.1864881
t_1245,-88.7763,13.42647,0.2165437,0.43219626,0.33817238,0.18266414
t_1246,-88.7763,13.44395,0.20291632,0.42929325,0.3218272,0.17776728
t_1247,-88.79427,13.44395,0.19904198,0.4373538,0.3170455,0.17946683
t_1248,-88.81224,13.44395,0.2114166,0.43956888,0.33238548,0.18524191
t_1249,-88.7763,13.46142,0.18974495,0.4237186,0.3052011,0.1711575
t_125,-87.93189,13.33908,0.07162008,0.15324134,0.11765815,0.08117049
t_1250,-88.90207,13.42647,0.24662247,0.4640357,0.3744007,0.21191037
t_1251,-88.92003,13.42647,0.24254636,0.4750087,0.37031803,0.21660465
t_1252,-88.938,13.42647,0.25307816,0.4737094,0.38235688,0.22144715
t_1253,-88.90207,13.44395,0.23101178,0.46315813,0.3564731,0.20591703
t_1254,-88.92003,13.44395,0.23506358,0.46725175,0.36140102,0.21042891
t_1255,-88.938,13.44395,0.24052577,0.47017556,0.36792865,0.21508142
t_1256,-88.92003,13.46142,0.22116391,0.46245426,0.34465304,0.20226005
t_1257,-88.938,13.46142,0.22964212,0.4641336,0.3549878,0.20668353
t_1258,-88.90207,13.46142,0.2139118,0.4595403,0.33562943,0.19796865
t_1259,-88.92003,13.47889,0.20327327,0.45581925,0.32171866,0.1966189
t_126,-87.94985,13.35656,0.07978916,0.16603678,0.13119277,0.08164287
t_1260,-88.95597,13.3216,0.30111602,0.5231944,0.43771672,0.27091867
t_1261,-89.00987,13.35656,0.3234911,0.4819199,0.4592708,0.2914752
t_1262,-88.9919,13.33908,0.30145615,0.5261403,0.4385495,0.27513137
t_1263,-88.95597,13.33908,0.32317156,0.46349654,0.4573515,0.2805563
t_1264,-88.97393,13.33908,0.3099455,0.50248444,0.4459845,0.26894188
t_1265,-88.97393,13.35656,0.32157078,0.4598413,0.45555362,0.27851242
t_1266,-88.95597,13.35656,0.30164215,0.4859574,0.4358852,0.25512937
t_1267,-88.9919,13.35656,0.3239831,0.4680362,0.45872706,0.28491682
t_1268,-88.9919,13.37404,0.3054272,0.48349482,0.44011602,0.25909033
t_1269,-88.97393,13.37404,0.2934845,0.49147448,0.42777172,0.25327465
t_127,-87.93189,13.35656,0.07854839,0.16272576,0.12899707,0.079917125
t_1270,-88.95597,13.37404,0.2870128,0.49046156,0.42059126,0.24760231
t_1271,-89.06376,13.37404,0.3167813,0.50583076,0.45473194,0.28378525
t_1272,-89.08173,13.39152,0.31471953,0.49873054,0.45246297,0.281734
t_1273,-89.02783,13.35656,0.31284213,0.51155645,0.45032954,0.2794198
t_1274,-89.02783,13.37404,0.31012672,0.496808,0.4465033,0.27114683
t_1275,-89.00987,13.37404,0.3034279,0.49702117,0.43916783,0.26504827
t_1276,-89.0458,13.37404,0.31321692,0.50183415,0.45039415,0.27739438
t_1277,-89.0458,13.39152,0.30686823,0.49260637,0.44309452,0.2691828
t_1278,-89.02783,13.39152,0.30181795,0.49075794,0.43732744,0.26312432
t_1279,-89.00987,13.39152,0.2843647,0.5042103,0.4191077,0.25721288
t_128,-87.96782,13.35656,0.078777045,0.1665447,0.12971006,0.08340023
t_1280,-89.00987,13.409,0.29525483,0.47324997,0.42890188,0.24962205
t_1281,-89.0458,13.409,0.2966072,0.48875195,0.4319794,0.26122087
t_1282,-89.06376,13.39152,0.30874515,0.4986573,0.44580367,0.27538326
t_1283,-89.0997,13.39152,0.3127965,0.5088736,0.4514052,0.2882327
t_1284,-89.08173,13.409,0.3087228,0.4887438,0.445499,0.27339318
t_1285,-89.06376,13.409,0.30524886,0.48543268,0.44124722,0.26723272
t_1286,-89.0997,13.409,0.31428334,0.48897037,0.45175242,0.27970046
t_1287,-89.0997,13.42647,0.3075062,0.48014283,0.44404063,0.27142516
t_1288,-89.06376,13.42647,0.29226625,0.48454928,0.4274206,0.25933555
t_1289,-89.08173,13.42647,0.30162522,0.48042372,0.43746352,0.2653078
t_129,-87.93189,13.37404,0.07418403,0.15731099,0.121764965,0.07866765
t_1290,-89.06376,13.44395,0.2763943,0.48456356,0.4101789,0.2516792
t_1291,-89.0997,13.44395,0.29141426,0.48164165,0.42703885,0.2633953
t_1292,-88.97393,13.39152,0.28586075,0.48487327,0.41919196,0.24580695
t_1293,-88.95597,13.39152,0.2879798,0.47202802,0.4203923,0.24031445
t_1294,-88.9919,13.39152,0.2915123,0.48662537,0.42557365,0.25144002
t_1295,-88.9919,13.409,0.28432137,0.47928053,0.4174114,0.24403109
t_1296,-88.97393,13.409,0.2692275,0.48840782,0.40133372,0.23857716
t_1297,-88.95597,13.409,0.2729109,0.47591847,0.4044716,0.23326072
t_1298,-88.95597,13.42647,0.261904,0.4729124,0.3922808,0.22644135
t_1299,-88.97393,13.42647,0.27026343,0.4718631,0.40155813,0.23158404
t_13,-88.05765,13.1642,0.09618081,0.1931908,0.160618,0.11170241
t_130,-87.94985,13.37404,0.058541045,0.13551456,0.09516503,0.06364123
t_1300,-88.9919,13.42647,0.26304543,0.48658007,0.39455047,0.23686281
t_1301,-88.97393,13.44395,0.2696971,0.45713714,0.4000028,0.2248211
t_1302,-89.02783,13.409,0.29364318,0.48436025,0.42823508,0.25534913
t_1303,-89.0458,13.42647,0.29088154,0.47891846,0.42525738,0.25350967
t_1304,-89.02783,13.42647,0.28171822,0.48215586,0.41532472,0.24782166
t_1305,-89.00987,13.42647,0.28081754,0.47558478,0.41367823,0.24227555
t_1306,-89.02783,13.44395,0.27696094,0.47149676,0.40955833,0.24052879
t_1307,-89.0458,13.44395,0.27490714,0.48010355,0.40808138,0.24603641
