# 20010113_M7.7_Subduction median gmf, Stations:Seismic, gmlt:MARN, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2018SSlabHigh,MontalvaEtAl2016SSlab,SiEtAl2020SSlab,ZhaoEtAl2006SSlabCascadia
t_1018,-88.36308,13.61862,0.22818907,0.27043664,0.23817845,0.1819183
t_1019,-88.32715,13.61862,0.17855127,0.23648207,0.18683833,0.16496286
t_102,-87.93189,13.3216,0.12006044,0.14602765,0.12809682,0.114181265
t_1020,-88.34511,13.63608,0.19141485,0.24286895,0.20034716,0.16278937
t_1021,-88.36308,13.63608,0.17698315,0.2345223,0.18436028,0.16979529
t_1022,-88.32715,13.63608,0.14705543,0.20868514,0.15270297,0.12356602
t_1023,-88.30918,13.60116,0.18239331,0.24007842,0.19127002,0.1655301
t_1024,-88.29121,13.61862,0.18234879,0.23355526,0.19162047,0.15018901
t_1025,-88.30918,13.61862,0.15913191,0.21970636,0.1662485,0.15726602
t_1026,-88.27325,13.61862,0.1709792,0.22341308,0.17992045,0.14373787
t_1027,-88.27325,13.63608,0.1619609,0.21493945,0.17037988,0.13785839
t_1028,-88.30918,13.63608,0.15530701,0.21422076,0.16250712,0.14951983
t_1029,-88.29121,13.63608,0.15015961,0.20835418,0.15737684,0.14346576
t_103,-88.02172,13.28663,0.14863428,0.17532037,0.1600998,0.13357896
t_1030,-88.27325,13.65354,0.12179763,0.18035507,0.12677695,0.104789115
t_1031,-88.29121,13.65354,0.1411891,0.19912164,0.1478525,0.13716497
t_1032,-88.30918,13.65354,0.1250946,0.18572389,0.1294284,0.11276407
t_1033,-88.41698,13.63608,0.20641492,0.25285512,0.2142566,0.18935001
t_1034,-88.38104,13.63608,0.20934586,0.2557369,0.21838763,0.17677875
t_1035,-88.39901,13.65354,0.16582508,0.22212048,0.17163394,0.16988632
t_1036,-88.41698,13.65354,0.19865438,0.24267536,0.2065741,0.17441292
t_1037,-88.38104,13.65354,0.16384259,0.22132108,0.17008373,0.16469036
t_1038,-88.38104,13.671,0.1464208,0.2047036,0.15166843,0.12222429
t_1039,-88.39901,13.671,0.1567802,0.21237826,0.16261286,0.15844719
t_104,-88.00375,13.28663,0.13806891,0.16574194,0.14837155,0.13010119
t_1040,-88.41698,13.671,0.16837491,0.21959221,0.17481531,0.16202685
t_1041,-88.41698,13.68846,0.157336,0.20926912,0.16353384,0.15168604
t_1042,-88.39901,13.68846,0.14021225,0.19693445,0.14512517,0.11783465
t_1043,-88.32715,13.65354,0.17341428,0.22605494,0.18180339,0.14780147
t_1044,-88.34511,13.65354,0.1433525,0.20409197,0.14862223,0.12154309
t_1045,-88.36308,13.65354,0.14490873,0.2057064,0.1496913,0.12605284
t_1046,-88.32715,13.671,0.18630148,0.22954285,0.19468759,0.14039615
t_1047,-88.34511,13.671,0.15614839,0.21227846,0.1633033,0.14510079
t_1048,-88.36308,13.671,0.14356397,0.20251274,0.14902729,0.11865236
t_1049,-88.34511,13.68846,0.13848431,0.19615503,0.1444564,0.13770302
t_105,-88.00375,13.30411,0.13552465,0.1642486,0.14545207,0.12819429
t_1050,-88.36308,13.68846,0.13858123,0.1964398,0.14416575,0.14161523
t_1051,-88.32715,13.68846,0.13765499,0.19489385,0.14390509,0.13372232
t_1052,-88.36308,13.70591,0.16148625,0.21127467,0.16901821,0.13446532
t_1053,-88.21935,13.49636,0.18665269,0.23509009,0.19828954,0.1570269
t_1054,-88.23731,13.49636,0.18124436,0.23629068,0.19217676,0.16508664
t_1055,-88.25528,13.49636,0.17624356,0.23713374,0.18586586,0.17448327
t_1056,-88.21935,13.51383,0.1807856,0.23029444,0.1918078,0.15320164
t_1057,-88.23731,13.51383,0.18158147,0.23532498,0.19239135,0.16094135
t_1058,-88.25528,13.51383,0.188929,0.24501744,0.19983786,0.1699413
t_1059,-88.23731,13.5313,0.15436813,0.21363768,0.1624026,0.15649949
t_106,-87.98579,13.30411,0.1647109,0.18109202,0.1760863,0.12492226
t_1060,-88.25528,13.5313,0.19020316,0.24405122,0.2010732,0.16498679
t_1061,-88.21935,13.5313,0.15122601,0.20782562,0.15956487,0.14916487
t_1062,-88.21935,13.54877,0.14163287,0.19888164,0.14894706,0.144968
t_1063,-88.09358,13.51383,0.14719296,0.18472704,0.15635996,0.11919005
t_1064,-88.11155,13.5313,0.13876452,0.18103343,0.14736436,0.12005132
t_1065,-88.12952,13.5313,0.14779031,0.19012472,0.15694018,0.123728745
t_1066,-88.09358,13.5313,0.13955003,0.17913534,0.14815262,0.116661705
t_1067,-88.12952,13.54877,0.1687225,0.20179896,0.17776695,0.12219713
t_1068,-88.11155,13.54877,0.1273988,0.17190787,0.13499263,0.11735153
t_1069,-88.09358,13.54877,0.15903772,0.19065788,0.16757368,0.11410989
t_107,-88.02172,13.30411,0.1890521,0.1977136,0.20098276,0.13306445
t_1070,-88.12952,13.56623,0.15064134,0.19075437,0.15934736,0.117963515
t_1071,-88.09358,13.56623,0.13905379,0.17798345,0.14717588,0.11154616
t_1072,-88.11155,13.56623,0.12968837,0.1734299,0.13737543,0.11463265
t_1073,-88.14748,13.5313,0.15106463,0.19528328,0.16041535,0.12774557
t_1074,-88.18342,13.5313,0.1697515,0.21412489,0.18000022,0.13715415
t_1075,-88.20138,13.5313,0.14859833,0.20257989,0.15715434,0.14276882
t_1076,-88.16545,13.5313,0.18645348,0.21876848,0.19639844,0.13364461
t_1077,-88.20138,13.54877,0.14915653,0.20221192,0.15776867,0.1389463
t_1078,-88.16545,13.54877,0.15377285,0.1994806,0.16304791,0.12891154
t_1079,-88.14748,13.54877,0.14826995,0.19271757,0.15725589,0.12468341
t_108,-88.00375,13.3216,0.1417891,0.1691796,0.15222664,0.12628125
t_1080,-88.18342,13.54877,0.18173188,0.21936008,0.1916573,0.13363446
t_1081,-88.14748,13.56623,0.13094622,0.17904486,0.13854918,0.12159822
t_1082,-88.18342,13.56623,0.144082,0.19454612,0.15246996,0.1300727
t_1083,-88.25528,13.54877,0.19856623,0.24670607,0.2095678,0.15972379
t_1084,-88.23731,13.54877,0.17254423,0.2261817,0.18242523,0.15183367
t_1085,-88.21935,13.56623,0.14043538,0.19696102,0.14775611,0.14067228
t_1086,-88.25528,13.56623,0.19396208,0.2415177,0.20447606,0.1542726
t_1087,-88.23731,13.56623,0.16172653,0.21688436,0.17071787,0.14702913
t_1088,-88.25528,13.5837,0.18567888,0.23418635,0.19564837,0.14874397
t_1089,-88.21935,13.5837,0.19533674,0.22992729,0.2046657,0.13784136
t_109,-88.02172,13.3216,0.13997748,0.16988982,0.15032072,0.12963264
t_1090,-88.23731,13.5837,0.15511093,0.21038865,0.16356824,0.1421642
t_1091,-88.23731,13.60116,0.192206,0.23032306,0.20144533,0.13884144
t_1092,-88.25528,13.60116,0.18798955,0.23257223,0.19759554,0.14325051
t_1093,-88.20138,13.56623,0.18181884,0.22183499,0.19158863,0.1350567
t_1094,-88.16545,13.56623,0.12920657,0.17993177,0.13642351,0.12561308
t_1095,-88.16545,13.5837,0.14338209,0.19049531,0.15171951,0.12230094
t_1096,-88.18342,13.5837,0.13037299,0.18265367,0.13747418,0.12648936
t_1097,-88.14748,13.5837,0.12146473,0.17057565,0.12812363,0.11851005
t_1098,-88.20138,13.5837,0.15883759,0.20692915,0.16789487,0.13113886
t_1099,-88.16545,13.60116,0.14080995,0.18776797,0.14884658,0.11900398
t_11,-87.91392,13.18169,0.18509458,0.18020451,0.19591455,0.12525837
t_110,-87.98579,13.3216,0.13553822,0.16275859,0.14531174,0.12307398
t_1100,-88.20138,13.60116,0.16713654,0.21043295,0.17606267,0.1272308
t_1101,-88.14748,13.60116,0.14123435,0.18559264,0.14925903,0.11544142
t_1102,-88.18342,13.60116,0.13867,0.18861818,0.14650714,0.1229168
t_1103,-88.11155,13.5837,0.1398033,0.18037845,0.14782456,0.11190484
t_1104,-88.09358,13.5837,0.14820987,0.18320554,0.15611228,0.10897814
t_1105,-88.12952,13.5837,0.1695729,0.19987592,0.17759436,0.116334856
t_1106,-88.12952,13.60116,0.15985295,0.19409272,0.16771762,0.113425195
t_1107,-88.11155,13.60116,0.13355389,0.1754504,0.14113173,0.109189
t_1108,-88.09358,13.60116,0.13094474,0.1713765,0.13833272,0.10641933
t_1109,-88.12952,13.61862,0.1634584,0.19453809,0.17072402,0.11055147
t_111,-87.98579,13.33908,0.11788973,0.14921355,0.12557758,0.09602602
t_1110,-88.09358,13.61862,0.15592341,0.18555018,0.16278817,0.10502871
t_1111,-88.11155,13.61862,0.13993102,0.17915565,0.14739147,0.10650821
t_1112,-88.11155,13.63608,0.15755731,0.18783274,0.16424191,0.10502184
t_1113,-88.21935,13.60116,0.17783116,0.21964003,0.18696952,0.13201164
t_1114,-88.25528,13.61862,0.17013301,0.21984388,0.17911875,0.13787778
t_1115,-88.23731,13.61862,0.178172,0.22103012,0.18710451,0.13256428
t_1116,-88.21935,13.61862,0.1571784,0.20573798,0.16573635,0.12774646
t_1117,-88.25528,13.63608,0.17928842,0.22225298,0.18798344,0.13268673
t_1118,-88.23731,13.63608,0.16928925,0.2139072,0.17782743,0.12793577
t_1119,-88.21935,13.63608,0.13908832,0.19137925,0.14658508,0.12358066
t_112,-88.02172,13.33908,0.17232144,0.1901897,0.18388383,0.12765178
t_1120,-88.25528,13.65354,0.14214249,0.19643784,0.14951566,0.12772058
t_1121,-88.21935,13.65354,0.14454909,0.19405466,0.15226226,0.11954829
t_1122,-88.23731,13.65354,0.15149051,0.20106474,0.15946351,0.12347846
t_1123,-88.20138,13.61862,0.17148222,0.21083324,0.17992082,0.12473233
t_1124,-88.14748,13.61862,0.15782979,0.19470933,0.16561954,0.11365177
t_1125,-88.16545,13.61862,0.15150912,0.19388624,0.15960594,0.115743764
t_1126,-88.18342,13.61862,0.14576335,0.19276278,0.15385367,0.119383715
t_1127,-88.14748,13.63608,0.14585775,0.18674095,0.15340583,0.10942726
t_1128,-88.20138,13.63608,0.13789742,0.18828411,0.14543082,0.11958419
t_1129,-88.16545,13.63608,0.14210545,0.18673195,0.14977476,0.11254105
t_113,-88.03968,13.28663,0.13929625,0.17057566,0.14973168,0.13720608
t_1130,-88.18342,13.63608,0.14635466,0.19195531,0.15422803,0.11591684
t_1131,-88.18342,13.65354,0.14889836,0.19224696,0.15650281,0.112538114
t_1132,-88.20138,13.65354,0.15400617,0.19777717,0.1617983,0.115907446
t_1133,-88.12952,13.63608,0.15412186,0.18883622,0.16126522,0.107726276
t_1134,-88.09358,13.63608,0.12938161,0.1692701,0.13626853,0.101380646
t_1135,-88.12952,13.65354,0.12536809,0.16970494,0.1321221,0.1038123
t_1136,-88.09358,13.65354,0.15776652,0.1840791,0.16365261,0.10002622
t_1137,-88.11155,13.65354,0.1332529,0.1733252,0.1400846,0.101291604
t_1138,-88.12952,13.671,0.12132139,0.16596913,0.12774199,0.10114453
t_1139,-88.11155,13.671,0.14300746,0.17838107,0.14938176,0.09986375
t_114,-88.05765,13.28663,0.13807072,0.17166442,0.14825216,0.14100066
t_1140,-88.09358,13.671,0.12216901,0.16301896,0.12844628,0.096539214
t_1141,-88.12952,13.68846,0.10291141,0.14974256,0.10799249,0.09855136
t_1142,-88.11155,13.68846,0.113186195,0.15723728,0.119033374,0.09631752
t_1143,-88.14748,13.65354,0.15081553,0.188426,0.15792368,0.107689686
t_1144,-88.16545,13.65354,0.13921611,0.18373044,0.14657176,0.10941325
t_1145,-88.20138,13.671,0.10698391,0.15975903,0.11183934,0.0890048
t_1146,-88.18342,13.671,0.11330718,0.16425592,0.11901032,0.10926445
t_1147,-88.14748,13.671,0.1147042,0.16227408,0.12072243,0.10367257
t_1148,-88.16545,13.671,0.117966935,0.1667211,0.12417428,0.106374174
t_1149,-88.20138,13.68846,0.118761115,0.1698961,0.12485376,0.10894971
t_115,-88.07562,13.30411,0.13912559,0.17513214,0.14927931,0.14284027
t_1150,-88.16545,13.68846,0.10631614,0.15576638,0.111533016,0.10343396
t_1151,-88.18342,13.68846,0.115183815,0.16525657,0.12108342,0.106107846
t_1152,-88.14748,13.68846,0.11208339,0.15946677,0.117864616,0.10091865
t_1153,-88.84817,13.26914,0.3224697,0.482721,0.31515646,0.36737242
t_1154,-88.7763,13.25166,0.42294526,0.44075885,0.42782137,0.35476634
t_1155,-88.79427,13.25166,0.40861535,0.46047574,0.41287968,0.3607444
t_1156,-88.81224,13.25166,0.42452678,0.45811412,0.42739168,0.36716592
t_1157,-88.7763,13.26914,0.4077395,0.43957955,0.4138557,0.3461759
t_1158,-88.81224,13.26914,0.31244153,0.46658412,0.30778876,0.3539456
t_1159,-88.79427,13.26914,0.42074063,0.43705174,0.4253705,0.35177547
t_116,-88.03968,13.30411,0.13219687,0.16546087,0.14161824,0.13517556
t_1160,-88.79427,13.28663,0.42451137,0.417294,0.42951894,0.34303385
t_1161,-88.8302,13.26914,0.40871167,0.46440306,0.41171688,0.36043018
t_1162,-88.8841,13.28663,0.32651836,0.48609596,0.3179204,0.37265605
t_1163,-88.8302,13.28663,0.43593994,0.42307168,0.43879062,0.3550781
t_1164,-88.86613,13.28663,0.4269852,0.45502463,0.42845008,0.3690967
t_1165,-88.84817,13.28663,0.4222182,0.4484878,0.42468652,0.3618556
t_1166,-88.84817,13.30411,0.42419434,0.42934644,0.42703754,0.35255882
t_1167,-88.86613,13.30411,0.4393235,0.4233598,0.44093436,0.35962442
t_1168,-88.8302,13.30411,0.42801976,0.4145382,0.4315241,0.34598875
t_1169,-88.8841,13.30411,0.3194923,0.47210655,0.31229922,0.36313534
t_117,-88.05765,13.30411,0.13558275,0.17017895,0.14536615,0.13891418
t_1170,-88.7763,13.28663,0.4284327,0.40398335,0.43449733,0.33780226
t_1171,-88.81224,13.28663,0.40675497,0.44193593,0.4115635,0.3487991
t_1172,-88.81224,13.30411,0.41790557,0.41629702,0.42261973,0.33995765
t_1173,-88.79427,13.30411,0.42199838,0.40321705,0.42753714,0.33448863
t_1174,-88.7763,13.30411,0.4159714,0.40277678,0.42268056,0.3296326
t_1175,-88.81224,13.3216,0.43385595,0.37500852,0.43968165,0.35354006
t_1176,-88.7763,13.3216,0.4164307,0.3854873,0.42356792,0.32164866
t_1177,-88.79427,13.3216,0.40786004,0.40143853,0.41413292,0.32612494
t_1178,-88.79427,13.33908,0.41497362,0.37565333,0.4213244,0.3392801
t_1179,-88.81224,13.33908,0.4138765,0.38468578,0.4191492,0.32281846
t_118,-88.05765,13.3216,0.23029949,0.21405458,0.24113952,0.14762601
t_1180,-88.90207,13.30411,0.46024972,0.41971236,0.4604924,0.37509254
t_1181,-88.92003,13.30411,0.33161345,0.48860595,0.3217167,0.37920254
t_1182,-88.90207,13.3216,0.4590154,0.39899215,0.4606236,0.39028177
t_1183,-88.938,13.3216,0.4564836,0.4372413,0.45563492,0.38243863
t_1184,-88.92003,13.3216,0.45472053,0.42416117,0.4546337,0.37392363
t_1185,-88.92003,13.33908,0.45141217,0.40897593,0.45206678,0.36493158
t_1186,-88.90207,13.33908,0.43301025,0.41896123,0.43430603,0.35677367
t_1187,-88.938,13.33908,0.46028212,0.41097474,0.4605477,0.3733683
t_1188,-88.92003,13.35656,0.43416366,0.41322616,0.43532938,0.35645872
t_1189,-88.90207,13.35656,0.4291342,0.40484062,0.4308429,0.34827378
t_119,-88.03968,13.3216,0.19869336,0.20417355,0.21034846,0.1346119
t_1190,-88.8841,13.3216,0.44182983,0.41333547,0.44319043,0.3578747
t_1191,-88.86613,13.3216,0.43143666,0.41402194,0.4336472,0.35045162
t_1192,-88.8302,13.3216,0.41453594,0.41118398,0.41881934,0.33710828
t_1193,-88.84817,13.3216,0.4268168,0.4079252,0.42988303,0.34351406
t_1194,-88.8302,13.33908,0.42579153,0.37821117,0.4302458,0.3504816
t_1195,-88.8841,13.33908,0.4279521,0.41154304,0.4299351,0.3489609
t_1196,-88.86613,13.33908,0.42789373,0.398941,0.4304948,0.341579
t_1197,-88.84817,13.33908,0.41853434,0.39847007,0.42205474,0.33470955
t_1198,-88.8841,13.35656,0.43475106,0.38294727,0.437112,0.36327544
t_1199,-88.84817,13.35656,0.42474428,0.37030596,0.42856726,0.3480427
t_12,-87.89595,13.18169,0.119001314,0.13901132,0.127166,0.12071093
t_120,-88.07562,13.3216,0.21669425,0.21641172,0.22886425,0.14225516
t_1200,-88.7763,13.33908,0.40908054,0.37688303,0.4165366,0.3137919
t_1201,-88.79427,13.35656,0.4038168,0.37016746,0.41031048,0.3098294
t_1202,-88.7763,13.35656,0.40156588,0.36747694,0.40920404,0.30598554
t_1203,-88.81224,13.35656,0.40343294,0.3773132,0.40899184,0.3144994
t_1204,-88.7763,13.37404,0.38931516,0.36144122,0.39713913,0.2981558
t_1205,-88.81224,13.37404,0.40165663,0.35988623,0.40708563,0.3062757
t_1206,-88.79427,13.37404,0.3999122,0.35532138,0.40637535,0.32202855
t_1207,-88.7763,13.39152,0.38074124,0.3504257,0.388513,0.29023027
t_1208,-88.81224,13.39152,0.39180654,0.35011846,0.39713946,0.2980894
t_1209,-88.79427,13.39152,0.3797052,0.3548468,0.38654184,0.29366297
t_121,-88.07562,13.33908,0.21862932,0.21632858,0.23013638,0.14008331
t_1210,-88.86613,13.35656,0.41642696,0.39292306,0.4194783,0.3329925
t_1211,-88.8302,13.35656,0.42019564,0.36557057,0.4248778,0.34143868
t_1212,-88.86613,13.37404,0.41152292,0.3789948,0.41468415,0.32472372
t_1213,-88.8302,13.37404,0.41460988,0.35237423,0.41935486,0.3325764
t_1214,-88.8841,13.37404,0.4222735,0.38009468,0.42472342,0.33224988
t_1215,-88.84817,13.37404,0.414687,0.3634348,0.41839916,0.33916864
t_1216,-88.8302,13.39152,0.40771595,0.34037513,0.41223705,0.3238412
t_1217,-88.8841,13.39152,0.4063158,0.37802216,0.4092512,0.3245432
t_1218,-88.86613,13.39152,0.40422016,0.36718976,0.4074288,0.31679422
t_1219,-88.84817,13.39152,0.40320632,0.35651344,0.40683398,0.30972674
t_122,-88.03968,13.33908,0.20455685,0.20555438,0.2153553,0.13254784
t_1220,-88.938,13.35656,0.45400637,0.40177512,0.45483086,0.3648733
t_1221,-88.92003,13.37404,0.43137863,0.3987971,0.4329412,0.34856653
t_1222,-88.90207,13.37404,0.42052382,0.3959738,0.4226983,0.34025937
t_1223,-88.938,13.37404,0.43498138,0.4095247,0.4361791,0.35703233
t_1224,-88.90207,13.39152,0.41144362,0.3871475,0.41404575,0.33279598
t_1225,-88.938,13.39152,0.4300893,0.39881754,0.43179902,0.34995535
t_1226,-88.92003,13.39152,0.4236461,0.390357,0.42565757,0.34134194
t_1227,-88.92003,13.409,0.41968057,0.3787912,0.42196038,0.3349316
t_1228,-88.90207,13.409,0.41519874,0.36707464,0.4175315,0.32601675
t_1229,-88.938,13.409,0.421731,0.39227584,0.4240479,0.34379733
t_123,-87.94985,13.33908,0.16623853,0.17737903,0.17585734,0.11658688
t_1230,-88.84817,13.409,0.37534487,0.3593177,0.38008142,0.30180818
t_1231,-88.8302,13.409,0.3776737,0.34930825,0.38252887,0.29534456
t_1232,-88.86613,13.409,0.38653654,0.36271772,0.3903322,0.30918655
t_1233,-88.8841,13.409,0.3897561,0.37282446,0.39337534,0.31733575
t_1234,-88.84817,13.42647,0.35263327,0.35107234,0.35814202,0.29402995
t_1235,-88.8841,13.42647,0.38668486,0.35767344,0.39000234,0.31066415
t_1236,-88.86613,13.42647,0.36547217,0.35587204,0.37004963,0.30188602
t_1237,-88.8302,13.42647,0.34982726,0.344677,0.3558879,0.28725472
t_1238,-88.84817,13.44395,0.34256902,0.33555126,0.34779593,0.28633836
t_1239,-88.8302,13.44395,0.32600316,0.3324199,0.3324572,0.27609408
t_124,-87.96782,13.33908,0.13506743,0.1608846,0.14455868,0.11820742
t_1240,-88.79427,13.409,0.36763605,0.34437767,0.37452784,0.28547102
t_1241,-88.81224,13.409,0.37187687,0.34644726,0.37770006,0.2898856
t_1242,-88.7763,13.409,0.37903026,0.33277756,0.38621977,0.28214166
t_1243,-88.81224,13.42647,0.3478313,0.33989453,0.35457343,0.28162286
t_1244,-88.79427,13.42647,0.35964915,0.33013365,0.3661121,0.2771424
t_1245,-88.7763,13.42647,0.3435109,0.33550134,0.35224685,0.2738376
t_1246,-88.7763,13.44395,0.32283816,0.32406977,0.33197278,0.26526716
t_1247,-88.79427,13.44395,0.316384,0.3267738,0.32483345,0.2656994
t_1248,-88.81224,13.44395,0.33294493,0.32627705,0.3396945,0.2732661
t_1249,-88.7763,13.46142,0.3016782,0.3101808,0.31089658,0.25361222
t_125,-87.93189,13.33908,0.11178649,0.13963,0.118834995,0.11252476
t_1250,-88.90207,13.42647,0.39341214,0.36837846,0.39668128,0.32003787
t_1251,-88.92003,13.42647,0.39237645,0.38376492,0.39602578,0.32956645
t_1252,-88.938,13.42647,0.4088156,0.38926166,0.4119794,0.33882245
t_1253,-88.90207,13.44395,0.37682647,0.36195427,0.3807392,0.31501427
t_1254,-88.92003,13.44395,0.38723287,0.37383413,0.39115208,0.32550365
t_1255,-88.938,13.44395,0.3984057,0.38446593,0.40229946,0.3353786
t_1256,-88.92003,13.46142,0.37489665,0.36754102,0.37923938,0.3196281
t_1257,-88.938,13.46142,0.391522,0.3793417,0.39598408,0.33028266
t_1258,-88.90207,13.46142,0.35820726,0.35379493,0.36244425,0.3078148
t_1259,-88.92003,13.47889,0.3581175,0.3621385,0.36238825,0.3196921
t_126,-87.94985,13.35656,0.124521025,0.15164115,0.13290371,0.113585375
t_1260,-88.95597,13.3216,0.45550236,0.45335066,0.45398054,0.39121747
t_1261,-89.00987,13.35656,0.48276097,0.4202484,0.4821881,0.42648858
t_1262,-88.9919,13.33908,0.45976704,0.45829004,0.45777196,0.3998455
t_1263,-88.95597,13.33908,0.47479662,0.3990508,0.47625077,0.40767524
t_1264,-88.97393,13.33908,0.46627274,0.435132,0.46499267,0.39084348
t_1265,-88.97393,13.35656,0.47558945,0.39585224,0.47732192,0.40773088
t_1266,-88.95597,13.35656,0.4559627,0.4155255,0.4560592,0.37342927
t_1267,-88.9919,13.35656,0.48036438,0.40555334,0.4811827,0.4170464
t_1268,-88.9919,13.37404,0.46436572,0.4167338,0.46434402,0.38242075
t_1269,-88.97393,13.37404,0.45063105,0.42054886,0.4508923,0.37399822
t_127,-87.93189,13.35656,0.122261114,0.14833438,0.13036206,0.11086363
t_1270,-88.95597,13.37404,0.44186488,0.4164129,0.4426082,0.3655346
t_1271,-89.06376,13.37404,0.48311523,0.4476645,0.48082447,0.41740257
t_1272,-89.08173,13.39152,0.48217022,0.44196057,0.48037454,0.416372
t_1273,-89.02783,13.35656,0.47545615,0.4489156,0.47322702,0.40868905
t_1274,-89.02783,13.37404,0.47256163,0.4338631,0.47140843,0.3993756
t_1275,-89.00987,13.37404,0.46424985,0.4312819,0.46355063,0.39084652
t_1276,-89.0458,13.37404,0.47744912,0.44107768,0.47572395,0.4081688
t_1277,-89.0458,13.39152,0.47068724,0.43056932,0.46990415,0.39868307
t_1278,-89.02783,13.39152,0.46443468,0.42640388,0.46413362,0.39060324
t_1279,-89.00987,13.39152,0.44486102,0.4353946,0.44515264,0.38271222
t_128,-87.96782,13.35656,0.12344258,0.15243816,0.1317688,0.11641558
t_1280,-89.00987,13.409,0.45788726,0.40684804,0.45896715,0.3753339
t_1281,-89.0458,13.409,0.45996413,0.42458975,0.4600112,0.38959292
t_1282,-89.06376,13.39152,0.47408977,0.43863416,0.47273743,0.40718114
t_1283,-89.0997,13.39152,0.4832037,0.4550888,0.48073125,0.42653102
t_1284,-89.08173,13.409,0.4742521,0.42953703,0.47337085,0.40544167
t_1285,-89.06376,13.409,0.46941155,0.42391437,0.46901944,0.39715508
t_1286,-89.0997,13.409,0.48217222,0.4333686,0.4809298,0.4147926
t_1287,-89.0997,13.42647,0.4720905,0.42056188,0.47159004,0.40273172
t_1288,-89.06376,13.42647,0.4547287,0.41954884,0.4550992,0.38728154
t_1289,-89.08173,13.42647,0.4646901,0.41788492,0.4645714,0.39442194
t_129,-87.93189,13.37404,0.11571509,0.14345185,0.12311727,0.1091986
t_1290,-89.06376,13.44395,0.43576738,0.415413,0.43709815,0.37748897
t_1291,-89.0997,13.44395,0.4511405,0.41554722,0.45127517,0.39019617
t_1292,-88.97393,13.39152,0.44410548,0.4125341,0.44511324,0.36673892
t_1293,-88.95597,13.39152,0.44427764,0.39798507,0.44560042,0.35845485
t_1294,-88.9919,13.39152,0.4515613,0.41732243,0.45216143,0.37480313
t_1295,-88.9919,13.409,0.44595,0.4092596,0.44734278,0.36807418
t_1296,-88.97393,13.409,0.42809138,0.41352448,0.4301229,0.3604476
t_1297,-88.95597,13.409,0.430654,0.39876923,0.43268922,0.3523552
t_1298,-88.95597,13.42647,0.42188185,0.39441437,0.4247006,0.3474696
t_1299,-88.97393,13.42647,0.43300483,0.39824364,0.43550617,0.35533208
t_13,-88.05765,13.1642,0.15060632,0.17664059,0.16292769,0.15564069
t_130,-87.94985,13.37404,0.09215931,0.12382024,0.0964656,0.08860648
t_1300,-88.9919,13.42647,0.4248669,0.41429618,0.42744428,0.36239758
t_1301,-88.97393,13.44395,0.43740878,0.38566697,0.44054934,0.35166663
t_1302,-89.02783,13.409,0.4566214,0.41869578,0.45716783,0.3824175
t_1303,-89.0458,13.42647,0.45388603,0.4133009,0.4547647,0.3809014
t_1304,-89.02783,13.42647,0.44493914,0.41476727,0.4463803,0.37487283
