STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA,REFERENCES
Lalitpur30,Lalitpur30,85.3428,27.643,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur29,Lalitpur29,85.3456,27.633,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur28,Lalitpur28,85.3385,27.636,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur4,Lalitpur4,85.3043,27.668,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak18,Karyabinayak18,85.2945,27.595,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Godawari1,Godawari1,85.3572,27.627,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak17,Karyabinayak17,85.2929,27.584,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak16,Karyabinayak16,85.3053,27.607,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak15,Karyabinayak15,85.3095,27.594,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Dhunche5,Dhunche5,85.2889,28.108,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak12,Karyabinayak12,85.297,27.613,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur26,Lalitpur26,85.3193,27.636,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Gorkha5,Gorkha5,84.6047,27.987,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak8,Karyabinayak8,85.2905,27.639,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak11,Karyabinayak11,85.3021,27.625,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak1,Karyabinayak1,85.3072,27.643,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur10,Lalitpur10,85.3228,27.684,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kageshworimanahara6,Kageshworimanahara6,85.4107,27.736,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai18,Kamalamai18,86.0167,27.112,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur9,Lalitpur9,85.3327,27.676,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur8,Lalitpur8,85.3341,27.671,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kageshworimanahara15,Kageshworimanahara15,85.4329,27.749,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai17,Kamalamai17,86.0034,27.089,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kageshworimanahara16,Kageshworimanahara16,85.4194,27.739,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur7,Lalitpur7,85.3334,27.668,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai12,Kamalamai12,85.9739,27.081,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai11,Kamalamai11,85.9577,27.102,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai10,Kamalamai10,85.9058,27.15,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai9,Kamalamai9,85.952,27.24,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai4,Kamalamai4,85.898,27.197,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai5,Kamalamai5,85.918,27.246,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur13,Lalitpur13,85.3121,27.662,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur14,Lalitpur14,85.3183,27.656,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Gorkha7,Gorkha7,84.6435,27.971,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak2,Karyabinayak2,85.3064,27.655,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak10,Karyabinayak10,85.2983,27.629,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Gorkha9,Gorkha9,84.5927,27.973,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak9,Karyabinayak9,85.2989,27.634,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Gorkha10,Gorkha10,84.5773,27.977,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai6,Kamalamai6,85.9208,27.219,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Gorkha11,Gorkha11,84.5563,27.957,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Gorkha12,Gorkha12,84.6152,28.03,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Gorkha13,Gorkha13,84.6433,28.03,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak7,Karyabinayak7,85.2991,27.64,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur5,Lalitpur5,85.319,27.667,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Gorkha15,Gorkha15,84.6553,27.993,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak5,Karyabinayak5,85.2999,27.655,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Jiri5,Jiri5,86.2262,27.656,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak4,Karyabinayak4,85.2966,27.658,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak3,Karyabinayak3,85.3027,27.643,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak6,Karyabinayak6,85.2962,27.644,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta9,Budanilkanta9,85.3575,27.759,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Chautrara1,Chautrara1,85.6902,27.779,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Nagarjune7,Nagarjune7,85.2609,27.713,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bajrabarahi3,Bajrabarahi3,85.3186,27.613,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bajrabarahi4,Bajrabarahi4,85.3206,27.613,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Nagarkot12,Nagarkot12,85.502,27.71,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Nagarkot6,Nagarkot6,85.4644,27.686,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Nagarkot5,Nagarkot5,85.4867,27.685,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Besisahar1,Besisahar1,84.4179,28.164,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Besisahar2,Besisahar2,84.4215,28.183,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Nagarkot4,Nagarkot4,85.4712,27.679,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Nagarkot1,Nagarkot1,85.4872,27.662,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Nagarjune4,Nagarjune4,85.2769,27.708,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Panauti1,Panauti1,85.538,27.602,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Besisahar9,Besisahar9,84.3734,28.229,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Melamchi11,Melamchi11,85.5727,27.754,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bhaktapur1,Bhaktapur1,85.4437,27.673,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bhaktapur2,Bhaktapur2,85.439,27.668,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bhaktapur4,Bhaktapur4,85.441,27.678,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bhaktapur5,Bhaktapur5,85.4304,27.676,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bhaktapur6,Bhaktapur6,85.4357,27.669,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bhaktapur15,Bhaktapur15,85.424,27.676,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bhaktapur10,Bhaktapur10,85.4286,27.676,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Palungtar3,Palungtar3,84.4481,27.962,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Panauti2,Panauti2,85.5224,27.604,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Manthali1,Manthali1,86.0637,27.371,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Shankarapur8,Shankarapur8,85.4635,27.723,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Those2,Those2,86.2605,27.565,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Thaha4,Thaha4,85.0989,27.613,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Thaha3,Thaha3,85.0761,27.652,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Thaha2,Thaha2,85.0691,27.638,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Tarkeshwor21,Tarkeshwor21,85.3106,27.74,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Suryabinayak1,Suryabinayak1,85.4047,27.665,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Shankarapur14,Shankarapur14,85.4367,27.73,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Shankarapur13,Shankarapur13,85.4536,27.744,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Shankarapur9,Shankarapur9,85.4597,27.73,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Panchkal3,Panchkal3,85.6204,27.648,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Anantalingeshwor11,Anantalingeshwor11,85.3881,27.654,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Panauti13,Panauti13,85.545,27.565,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Panauti12,Panauti12,85.5326,27.567,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Panauti11,Panauti11,85.5284,27.593,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Panauti8,Panauti8,85.502,27.586,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Panauti9,Panauti9,85.5023,27.576,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Panauti10,Panauti10,85.5297,27.578,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
DMG,DMG (Intensity VIII),85.3197,27.7218,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Panauti5,Panauti5,85.5087,27.581,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Panauti4,Panauti4,85.5061,27.594,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bhaktapur17,Bhaktapur17,85.4167,27.671,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bhaktapur14,Bhaktapur14,85.4253,27.667,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bhaktapur12,Bhaktapur12,85.4287,27.668,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta5,Budanilkanta5,85.3477,27.769,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta13,Budanilkanta13,85.3608,27.739,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta15,Budanilkanta15,85.3651,27.751,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta16,Budanilkanta16,85.375,27.757,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta17,Budanilkanta17,85.3752,27.765,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta3,Budanilkanta3,85.3706,27.769,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta2,Budanilkanta2,85.3738,27.773,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta1,Budanilkanta1,85.3761,27.789,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta4,Budanilkanta4,85.3634,27.783,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta6,Budanilkanta6,85.3539,27.793,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta7,Budanilkanta7,85.3439,27.761,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bhaktapur11,Bhaktapur11,85.4306,27.669,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Manthali14,Manthali14,86.0083,27.419,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Manthali10,Manthali10,86.1004,27.367,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Manthali9,Manthali9,86.0976,27.349,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Manthali6,Manthali6,86.1113,27.379,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Chandragiri2,Chandragiri2,85.2262,27.714,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Manthali4,Manthali4,86.0988,27.405,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Changunarayan8,Changunarayan8,85.4235,27.718,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Changunarayan11,Changunarayan11,85.4236,27.71,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Manthali2,Manthali2,86.063,27.388,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta14,Budanilkanta14,85.3682,27.737,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta12,Budanilkanta12,85.3537,27.73,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta11,Budanilkanta11,85.3473,27.73,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
