# 19780916_M7.3_Tabas median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
m_138,57.37512,33.67417,0.20291944,0.19820651,0.18706039
m_139,57.56476,33.08175,0.2225974,0.27629116,0.23097439
m_140,57.20883,33.94668,0.1779287,0.17718685,0.16771422
m_141,57.55585,33.04147,0.18707792,0.25019515,0.19004655
m_142,57.6157,33.07583,0.22568299,0.24966815,0.2323093
m_143,57.02965,33.93365,0.24259946,0.23706499,0.23558876
m_144,56.75227,33.77962,0.34622782,0.34736556,0.3680405
m_145,56.87949,33.8981,0.2378522,0.27712986,0.24295837
m_146,56.52131,33.58057,0.3475694,0.34615776,0.33451736
m_147,56.78944,33.95379,0.21134484,0.22587582,0.20620227
m_148,56.51661,33.50592,0.33137453,0.32715845,0.3167852
m_149,56.51101,33.55569,0.339881,0.33132765,0.32783332
m_150,56.51053,33.44668,0.29566646,0.29433084,0.27597788
m_151,56.54383,33.7346,0.29564193,0.29063058,0.27644655
m_152,56.49898,33.47038,0.29648045,0.2974988,0.27627456
m_153,56.49634,33.53199,0.31653118,0.31654778,0.2988284
m_154,57.55984,33.2891,0.33214745,0.32725003,0.31667018
m_155,56.54567,33.1564,0.2151362,0.2049276,0.19454888
m_156,57.57446,33.30095,0.31217387,0.30353567,0.30036306
m_157,56.52525,33.81635,0.24049883,0.23392892,0.21862237
m_158,56.64235,33.95261,0.19936495,0.19938366,0.18565577
m_159,56.55906,33.88744,0.18444747,0.19727947,0.16101545
m_160,57.27682,33.84242,0.17458776,0.1727369,0.16546965
m_161,57.30009,33.83412,0.16200738,0.16330859,0.15670708
m_162,57.31018,33.81043,0.1605098,0.16406302,0.15311407
m_163,57.3088,33.8282,0.15281142,0.15848674,0.14764698
m_164,57.30595,33.8436,0.15391295,0.15760928,0.15100242
m_165,57.32485,33.83531,0.14665301,0.15060194,0.14448531
m_166,57.26256,33.91114,0.1612811,0.16493018,0.1574135
m_167,57.26409,33.92773,0.1582229,0.16162345,0.15370804
m_169,57.30934,33.95261,0.14310391,0.14464921,0.13817355
m_170,57.39844,33.68009,0.18581064,0.18715069,0.175929
m_171,57.22638,33.96327,0.16400144,0.16785508,0.15813866
m_172,57.23669,33.99052,0.15896161,0.16085468,0.15241353
m_173,57.33286,34.00237,0.14112563,0.13927858,0.13527648
m_174,57.23676,34.00592,0.15462014,0.15759337,0.14757939
m_175,57.24991,34.01659,0.15001157,0.15296261,0.14283434
m_176,57.68586,33.13389,0.22085877,0.22661902,0.21948025
m_177,57.21358,34.03318,0.16608073,0.16123177,0.15873207
m_178,57.68432,33.11374,0.2173525,0.22463815,0.21870928
m_179,57.67988,33.09716,0.21701658,0.2239759,0.21799827
m_18,56.94566,33.37678,0.8093043,0.80157846,0.81187034
m_180,57.68108,33.0391,0.21313842,0.21222004,0.21092714
m_181,57.71474,33.07701,0.20396206,0.2062364,0.20073053
m_182,57.69131,33.04858,0.21137269,0.21033266,0.20883588
m_183,57.7308,33.08649,0.19970766,0.20152336,0.19567837
m_184,56.98187,33.99763,0.20856974,0.20978114,0.20383708
m_185,57.66635,33.00118,0.20090696,0.2076615,0.19709119
m_186,57.6795,33.01185,0.1959581,0.20470585,0.19154264
m_187,57.69412,33.02488,0.1938175,0.20232053,0.1891146
m_188,56.99069,34.01659,0.19758819,0.19985385,0.19125988
m_189,56.95565,33.99763,0.20251077,0.21023428,0.19717897
m_19,56.94342,33.52962,0.9937962,1.0029954,0.9334166
m_190,56.9309,33.99882,0.20469587,0.21125384,0.19946133
m_191,56.93247,34.02488,0.19987096,0.20012383,0.19321376
m_192,56.81734,34.00592,0.19890694,0.20437816,0.19209525
m_193,56.56649,33.92299,0.16334617,0.18061762,0.14282992
m_194,56.62645,33.97986,0.17371473,0.18136208,0.1586625
m_195,56.4436,33.79502,0.23092403,0.21732971,0.210108
m_196,56.511,33.88863,0.1773811,0.18771592,0.15371789
m_20,57.01041,33.53081,0.8777334,0.88182145,0.8255035
m_21,56.95018,33.41232,0.837327,0.83403873,0.84451675
m_22,56.92031,33.57346,0.969668,0.96867377,0.94302696
m_23,56.9503,33.43839,0.874569,0.8743401,0.8704407
m_24,56.9277,33.59953,0.9532684,0.95231175,0.92960835
m_25,56.93572,33.43483,0.8772053,0.8759335,0.868688
m_26,56.9329,33.45498,0.7471173,0.7480143,0.79476756
m_27,57.11243,33.21445,0.83116627,0.837028,0.84012675
m_28,56.9489,33.45261,0.8830298,0.88327235,0.87711835
m_29,57.22252,33.08057,0.6198408,0.57355684,0.67436975
m_30,56.91287,33.53791,0.87260914,0.8720043,0.8859611
m_31,57.32361,33.21801,0.64805305,0.6094466,0.6706051
m_32,57.11293,33.66351,0.4938769,0.42920735,0.3824903
m_33,56.89685,33.53791,0.8151851,0.8183648,0.8505263
m_34,57.19183,33.38863,0.67372406,0.6279659,0.64541644
m_35,56.89389,33.52725,0.7594247,0.7665659,0.8101558
m_36,56.89861,33.60782,0.89727867,0.8966998,0.90065104
m_37,57.15146,33.1481,0.73231125,0.73269266,0.7851384
m_38,56.91103,33.45024,0.74730414,0.746929,0.78853434
m_39,56.88389,33.57227,0.83787036,0.8419466,0.8688417
m_40,57.16007,33.45261,0.6586589,0.6000776,0.60652375
m_41,56.89254,33.55095,0.82922876,0.8326393,0.861345
m_42,57.37696,33.09716,0.4706534,0.5136099,0.46124792
m_43,56.95272,33.32701,0.63914096,0.6376651,0.69050294
m_44,57.00823,33.69787,0.651858,0.57424396,0.55549026
m_45,57.17286,33.38033,0.72133994,0.697409,0.6990639
m_46,57.034,33.26422,0.6192544,0.626084,0.6901676
m_47,56.88531,33.5628,0.837094,0.8407922,0.86812794
m_48,57.19207,33.11137,0.7118757,0.70593387,0.7735934
m_49,57.33079,33.1955,0.6943311,0.710368,0.63484544
m_50,56.98063,33.71327,0.68113554,0.61213523,0.5795637
m_51,56.91523,33.74526,0.68799603,0.5532461,0.5547309
m_52,56.87313,33.77607,0.3530852,0.47905448,0.40985215
m_53,57.42562,33.2346,0.49380594,0.4729318,0.4503078
m_54,56.87372,33.5782,0.8299917,0.83424526,0.8642588
m_55,56.89141,33.62678,0.8587542,0.85628647,0.86586946
m_56,57.25735,33.38626,0.56442076,0.5228776,0.47896156
m_57,57.24278,33.38389,0.5930517,0.55647707,0.5061567
m_58,57.40016,33.07227,0.26542917,0.4247458,0.32343024
m_59,57.22688,33.41232,0.5589603,0.5494445,0.45947284
m_60,57.411,33.22156,0.5334817,0.49738637,0.49886057
m_61,57.23988,33.05332,0.45879626,0.49705845,0.5763767
m_62,57.14201,33.65284,0.45572975,0.39515558,0.35242233
m_63,57.03024,33.73697,0.54449534,0.46393472,0.44565648
m_64,57.16085,33.63033,0.37913507,0.3777929,0.2849455
m_65,56.84757,33.59242,0.78175914,0.7877441,0.82912546
m_66,56.84325,33.60308,0.7781222,0.78347963,0.8255514
m_67,56.85795,33.63507,0.8150873,0.80203635,0.8402578
m_68,56.82572,33.59123,0.7408094,0.7486593,0.7957292
m_69,56.82871,33.60782,0.75420463,0.76040727,0.80679196
m_70,56.85662,33.66232,0.7722257,0.69262284,0.7638689
m_71,56.81994,33.60071,0.7503558,0.7563228,0.80223054
m_72,56.94312,33.79502,0.49466813,0.43325108,0.3689818
m_73,57.11327,33.74171,0.33470684,0.33008116,0.2509206
m_74,57.09293,33.75237,0.42683426,0.35558853,0.34865233
m_75,57.15663,33.66469,0.4177913,0.3625301,0.32326922
m_76,57.27228,33.47038,0.45373726,0.39771587,0.37000665
m_77,57.51467,33.28318,0.39134476,0.3954842,0.37839136
m_78,57.30567,33.4455,0.42107233,0.38054428,0.33763367
m_79,57.2088,33.60545,0.36495775,0.3452917,0.276952
m_80,57.28256,33.48934,0.42010063,0.368008,0.3403381
m_81,57.3015,33.49052,0.33979997,0.3366821,0.26790792
m_82,57.23922,33.56991,0.37196016,0.34289595,0.2845259
m_83,57.27982,33.52962,0.32057604,0.32156292,0.2491597
m_84,57.25666,33.56161,0.33139363,0.3250279,0.2552282
m_85,57.40919,33.47275,0.29615396,0.27712128,0.25657275
m_86,56.81428,33.63863,0.7269917,0.66108763,0.7504707
m_87,56.83631,33.68128,0.7049181,0.6089548,0.67875075
m_88,56.83636,33.69313,0.6390869,0.5736563,0.63761896
m_89,56.82765,33.69905,0.5399039,0.5144048,0.582774
m_90,56.97814,33.81043,0.48544818,0.3793019,0.3753998
m_91,56.80723,33.69194,0.5033958,0.5080585,0.5781379
m_92,56.82625,33.71209,0.4969557,0.5068641,0.5623156
m_93,56.78826,33.68365,0.47383097,0.49661958,0.5691726
m_94,56.80731,33.70972,0.44516045,0.49233896,0.54714215
m_95,57.15338,33.92062,0.16758047,0.18243732,0.1385669
m_96,56.73205,33.48341,0.58199674,0.5677359,0.6360943
m_97,56.77665,33.69313,0.4443263,0.46568742,0.530731
m_98,56.80591,33.72393,0.42400447,0.4620131,0.50966644
m_99,56.79424,33.71919,0.41794828,0.44298378,0.4967202
t_0,60.97259,36.39073,0.0020658632,0.0024661873,0.0024513048
t_1,61.06242,36.39073,0.0019672378,0.002359731,0.0023338988
t_10,55.40303,36.24597,0.0071116807,0.007788821,0.008243565
t_100,53.24708,36.39073,0.0021898611,0.0027126747,0.0025388103
t_1000,58.81663,35.73719,0.011723609,0.0117119765,0.013747742
t_1001,58.54714,35.73719,0.014485372,0.013985603,0.016957885
t_1002,58.4573,35.73719,0.015034044,0.01450642,0.017557468
t_1003,58.36747,35.73719,0.00911351,0.010641264,0.010053751
t_1004,58.7268,35.73719,0.013457679,0.012977473,0.015851097
t_1005,58.90646,35.73719,0.0076862574,0.008771128,0.008645643
t_1006,58.36747,35.81007,0.014965013,0.014301614,0.017565954
t_1007,58.18781,35.81007,0.015847217,0.015149755,0.018531175
t_1008,58.4573,35.81007,0.014681984,0.013966363,0.017286345
t_1009,58.63697,35.81007,0.00784254,0.00909561,0.008757434
t_101,53.06741,36.39073,0.0020219886,0.0025156902,0.0023496626
t_1010,58.27764,35.81007,0.0153033165,0.014665582,0.01791874
t_1011,58.54714,35.81007,0.008312466,0.009560389,0.0092772655
t_1012,58.81663,35.81007,0.012521482,0.01198347,0.014873526
t_1013,58.7268,35.81007,0.012051627,0.011854308,0.01419693
t_1014,58.90646,35.81007,0.011526668,0.011211649,0.013680243
t_1015,58.18781,35.88289,0.01525419,0.0144591695,0.01795109
t_1016,58.63697,35.88289,0.007439447,0.0086149685,0.008339655
t_1017,58.7268,35.88289,0.011866689,0.011513583,0.014071481
t_1018,58.81663,35.88289,0.011826687,0.011342675,0.0140913455
t_1019,58.27764,35.88289,0.015081387,0.014211049,0.01780082
t_102,53.15724,36.39073,0.002047166,0.0025649578,0.002366478
t_1020,58.54714,35.88289,0.008968968,0.009832206,0.010208445
t_1021,58.4573,35.88289,0.008243008,0.009418646,0.009230903
t_1022,58.36747,35.88289,0.008639294,0.009813773,0.009669783
t_1023,58.90646,35.88289,0.011013955,0.010698229,0.013117555
t_1024,58.36747,35.95564,0.0077000735,0.008934094,0.008612108
t_1025,58.4573,35.95564,0.009288428,0.009977856,0.010684557
t_1026,58.7268,35.95564,0.011366284,0.010993403,0.013533479
t_1027,58.81663,35.95564,0.011156808,0.010731971,0.013328038
t_1028,58.27764,35.95564,0.008722856,0.009763775,0.009819896
t_1029,58.63697,35.95564,0.01204875,0.0115464525,0.014344446
t_103,53.42674,36.39073,0.0025718638,0.0030855292,0.0030093547
t_1030,58.18781,35.95564,0.010172148,0.010902336,0.011640842
t_1031,58.54714,35.95564,0.011361012,0.011249916,0.013404948
t_1032,58.90646,35.95564,0.010402887,0.010135841,0.012418992
t_1033,58.54714,36.02832,0.011566859,0.01116175,0.013770759
t_1034,58.7268,36.02832,0.011108848,0.010636593,0.013298632
t_1035,58.81663,36.02832,0.010667438,0.010244463,0.012787111
t_1036,58.4573,36.02832,0.012079412,0.011597539,0.01437
t_1037,58.36747,36.02832,0.012640997,0.01206107,0.015030967
t_1038,58.27764,36.02832,0.012657521,0.012189965,0.014995473
t_1039,58.63697,36.02832,0.011157251,0.01078828,0.013302456
t_104,53.51657,36.39073,0.0025160895,0.0030752276,0.002915383
t_1040,58.18781,36.02832,0.012949803,0.012484491,0.015313387
t_1041,58.90646,36.02832,0.010040544,0.009738698,0.012033196
t_1042,58.18781,36.10094,0.011965584,0.011628984,0.014178295
t_1043,58.63697,36.10094,0.010715137,0.01032022,0.012826974
t_1044,58.54714,36.10094,0.0108754495,0.010529352,0.012981175
t_1045,58.81663,36.10094,0.009842806,0.009561351,0.011803299
t_1046,58.36747,36.10094,0.0070092985,0.008073002,0.007902097
t_1047,58.4573,36.10094,0.008590356,0.009132342,0.009995869
t_1048,58.7268,36.10094,0.01039272,0.010010917,0.012463127
t_1049,58.27764,36.10094,0.011550508,0.011268611,0.0136963315
t_105,53.24708,36.46301,0.0021710573,0.0026684888,0.0025303555
t_1050,58.90646,36.10094,0.009467997,0.009220343,0.011368291
t_1051,58.81663,36.17348,0.009185676,0.008989968,0.011027386
t_1052,58.18781,36.17348,0.010547843,0.010514087,0.01247395
t_1053,58.7268,36.17348,0.009668655,0.00939029,0.011607466
t_1054,59.08613,35.59122,0.009539396,0.01014005,0.011016321
t_1055,59.26579,35.59122,0.011774624,0.011253292,0.014054525
t_1056,59.53528,35.59122,0.0059199072,0.0068743685,0.00671315
t_1057,59.35562,35.59122,0.010906493,0.010547072,0.0130217485
t_1058,59.62511,35.59122,0.00549185,0.006448977,0.006225363
t_1059,59.17596,35.59122,0.012206756,0.011701825,0.014518155
t_106,53.42674,36.46301,0.0017690047,0.0023927696,0.0019960257
t_1060,58.99629,35.59122,0.011378536,0.011560325,0.013275496
t_1061,59.44545,35.59122,0.010378312,0.010056973,0.012418817
t_1062,59.17596,35.66424,0.0069445753,0.007989929,0.007834795
t_1063,59.62511,35.66424,0.004605838,0.0056927977,0.005177005
t_1064,59.35562,35.66424,0.0063108853,0.007284485,0.007148848
t_1065,59.53528,35.66424,0.0058151577,0.006700322,0.0066211955
t_1066,59.26579,35.66424,0.0065121274,0.007550489,0.0073518003
t_1067,59.08613,35.66424,0.007100382,0.008235556,0.007976116
t_1068,58.99629,35.66424,0.008293664,0.00923658,0.0093948655
t_1069,59.44545,35.66424,0.006359691,0.007210188,0.0072658695
t_107,53.15724,36.46301,0.0020295265,0.0025239778,0.002358502
t_1070,59.17596,35.73719,0.006567833,0.0075852834,0.0074218535
t_1071,58.99629,35.73719,0.009629255,0.010020299,0.011237917
t_1072,59.62511,35.73719,0.004429463,0.0054761795,0.004986726
t_1073,59.08613,35.73719,0.007293044,0.008231051,0.0082731
t_1074,59.26579,35.73719,0.0063684043,0.007325385,0.007220212
t_1075,59.53528,35.73719,0.004678336,0.005757761,0.0052619902
t_1076,59.35562,35.73719,0.005361977,0.0064733964,0.0060302126
t_1077,59.44545,35.73719,0.0061904644,0.0069887685,0.007107217
t_1078,58.99629,35.81007,0.008373489,0.008992676,0.00970378
t_1079,59.53528,35.81007,0.0062905406,0.006873462,0.007359633
t_108,53.06741,36.46301,0.0019285138,0.0024131238,0.0022397693
t_1080,59.17596,35.81007,0.005954994,0.007013677,0.006716606
t_1081,59.08613,35.81007,0.005846611,0.0070371996,0.006553884
t_1082,59.26579,35.81007,0.005516068,0.00658514,0.0062171435
t_1083,59.62511,35.81007,0.0046977927,0.0056011905,0.005335247
t_1084,59.35562,35.81007,0.0050418596,0.006130066,0.005673565
t_1085,59.44545,35.81007,0.005575152,0.0064329854,0.006358366
t_1086,59.17596,35.88289,0.009170654,0.009140523,0.010933374
t_1087,58.99629,35.88289,0.01020921,0.010057661,0.012149442
t_1088,59.53528,35.88289,0.0047586714,0.005649045,0.005409435
t_1089,59.26579,35.88289,0.0055465596,0.0065002088,0.006288617
t_109,53.33691,36.46301,0.0023910063,0.0028756482,0.002805225
t_1090,59.08613,35.88289,0.009633816,0.009562104,0.011471265
t_1091,59.62511,35.88289,0.004474376,0.005354087,0.005086021
t_1092,59.35562,35.88289,0.00603487,0.0067763883,0.006966614
t_1093,59.44545,35.88289,0.0055982396,0.006364336,0.006444735
t_1094,59.17596,35.95564,0.009580778,0.009251765,0.011533047
t_1095,58.99629,35.95564,0.01013044,0.009839836,0.01212774
t_1096,59.35562,35.95564,0.008140546,0.008116969,0.009767762
t_1097,59.26579,35.95564,0.007013982,0.0074689565,0.008259268
t_1098,59.62511,35.95564,0.0064429524,0.0067062224,0.007696759
t_1099,59.08613,35.95564,0.009995176,0.00963059,0.012012505
t_11,55.5827,36.24597,0.008621035,0.008985762,0.010129091
t_110,53.69623,36.46301,0.0022051192,0.0028527214,0.0025038598
t_1100,59.53528,35.95564,0.0072518075,0.007335829,0.008706161
t_1101,59.44545,35.95564,0.0076602586,0.007702121,0.009191785
t_1102,59.26579,36.02832,0.006984225,0.007338494,0.008276583
t_1103,58.99629,36.02832,0.009219812,0.009109806,0.011025356
t_1104,59.35562,36.02832,0.0051484085,0.0059305658,0.0059103533
t_1105,59.08613,36.02832,0.008806692,0.008737295,0.010541972
t_1106,59.62511,36.02832,0.0046589957,0.0053513744,0.005397534
t_1107,59.17596,36.02832,0.0063955556,0.007010831,0.007461001
t_1108,59.53528,36.02832,0.0051811677,0.0058120918,0.0060472316
t_1109,59.44545,36.02832,0.005504464,0.0061237738,0.006430089
t_111,53.6064,36.46301,0.0019213964,0.002583815,0.0021670212
t_1110,59.62511,36.10094,0.005040931,0.0055639283,0.005944901
t_1111,59.17596,36.10094,0.006010268,0.0066303336,0.0070148446
t_1112,59.08613,36.10094,0.0073678126,0.0076651894,0.008742148
t_1113,59.53528,36.10094,0.004395308,0.005143063,0.005050227
t_1114,59.35562,36.10094,0.0047442894,0.0055399253,0.00543022
t_1115,58.99629,36.10094,0.008822494,0.008709987,0.010579773
t_1116,59.26579,36.10094,0.0047543477,0.0056185713,0.005413541
t_1117,59.44545,36.10094,0.004762837,0.0054899077,0.005496363
t_1118,59.62511,36.17348,0.004501584,0.005096401,0.0052725435
t_1119,59.53528,36.17348,0.0043238555,0.0050213854,0.0049992115
t_112,52.97758,36.46301,0.0021444287,0.0025596675,0.0025381392
t_1120,59.26579,36.17348,0.004452349,0.0053043,0.0050698216
t_1121,59.17596,36.17348,0.0049624536,0.005755878,0.0056862887
t_1122,59.08613,36.17348,0.0056094746,0.006312603,0.006500001
t_1123,59.35562,36.17348,0.0043335706,0.00514877,0.0049455506
t_1124,56.03185,35.51814,0.023008052,0.021939019,0.026205277
t_1125,56.57084,35.51814,0.026642509,0.025160547,0.030072669
t_1126,56.48101,35.51814,0.017743418,0.019310575,0.019248277
t_1127,56.39118,35.51814,0.020877976,0.021326575,0.023244284
t_1128,56.12168,35.59122,0.023369279,0.021797199,0.026804533
t_1129,56.21152,35.59122,0.02376076,0.022212949,0.027191272
t_113,53.51657,36.46301,0.0018428065,0.0024858862,0.0020787865
t_1130,56.48101,35.59122,0.019250056,0.019816069,0.021480067
t_1131,56.30135,35.59122,0.015008637,0.016692216,0.016342893
t_1132,56.57084,35.59122,0.023239901,0.022454822,0.026307786
t_1133,56.39118,35.59122,0.023611229,0.022444645,0.02686249
t_1134,56.03185,35.59122,0.022051496,0.020824114,0.025295
t_1135,56.66067,35.59122,0.01851452,0.019481482,0.02045122
t_1136,56.57084,35.66424,0.015514446,0.016856132,0.017024457
t_1137,56.48101,35.66424,0.017727591,0.018305024,0.019878447
t_1138,56.39118,35.66424,0.019621115,0.019444374,0.022282835
t_1139,56.30135,35.66424,0.018630471,0.018695368,0.021122674
t_114,53.6064,36.53522,0.0021904986,0.0027700316,0.0025064938
t_1140,56.12168,35.66424,0.019091694,0.018711384,0.0218323
t_1141,56.03185,35.66424,0.020449491,0.0193709,0.023570837
t_1142,56.21152,35.66424,0.015791478,0.01668438,0.017631106
t_1143,56.66067,35.66424,0.023383465,0.022004904,0.026723083
t_1144,56.12168,35.73719,0.0135381,0.014623892,0.015078741
t_1145,56.03185,35.73719,0.015917761,0.016124057,0.01818545
t_1146,56.57084,35.73719,0.021961901,0.020527547,0.025294261
t_1147,56.48101,35.73719,0.019200925,0.018784294,0.021960797
t_1148,56.30135,35.73719,0.016437512,0.016821582,0.018635744
t_1149,56.21152,35.73719,0.017610895,0.017472306,0.02015836
t_115,52.97758,36.53522,0.002482547,0.0027859758,0.0029929213
t_1150,56.39118,35.73719,0.017560296,0.017655,0.019981876
t_1151,56.66067,35.73719,0.021441156,0.020285891,0.02462706
t_1152,56.21152,35.81007,0.016959006,0.016646618,0.019553654
t_1153,56.39118,35.81007,0.016416851,0.016494794,0.018781858
t_1154,56.57084,35.81007,0.018074844,0.017690364,0.02076372
t_1155,56.30135,35.81007,0.018237432,0.017541895,0.021081118
t_1156,56.48101,35.81007,0.01734194,0.01716429,0.01989191
t_1157,56.12168,35.81007,0.016373372,0.016164334,0.018883048
t_1158,56.03185,35.81007,0.009963896,0.011664887,0.0109479455
t_1159,56.66067,35.81007,0.020112276,0.01898201,0.023239555
t_116,53.15724,36.53522,0.0024546683,0.00283017,0.0029313997
t_1160,56.21152,35.88289,0.01708054,0.01632443,0.019888222
t_1161,56.57084,35.88289,0.018415282,0.01745436,0.021388933
t_1162,56.30135,35.88289,0.0169337,0.016332978,0.019660339
t_1163,56.39118,35.88289,0.017950648,0.01703576,0.020880096
t_1164,56.03185,35.88289,0.016284034,0.015616335,0.01900207
t_1165,56.48101,35.88289,0.013953629,0.014556214,0.015849538
t_1166,56.12168,35.88289,0.0129350405,0.013562717,0.014736212
t_1167,56.66067,35.88289,0.019312026,0.018036818,0.02247589
t_1168,56.57084,35.95564,0.013196726,0.013758675,0.015057255
t_1169,56.21152,35.95564,0.015983444,0.015287025,0.018694296
t_117,53.33691,36.53522,0.002309855,0.0027800216,0.0027139639
t_1170,56.48101,35.95564,0.016422596,0.01578469,0.019133652
t_1171,56.12168,35.95564,0.015296283,0.01477256,0.017879682
t_1172,56.39118,35.95564,0.015504106,0.015154432,0.01802067
t_1173,56.03185,35.95564,0.013783354,0.013727765,0.0160313
t_1174,56.30135,35.95564,0.016172783,0.015489203,0.018889762
t_1175,56.66067,35.95564,0.015358491,0.015219127,0.017763736
t_1176,56.57084,36.02832,0.013927532,0.0139239915,0.016159544
t_1177,56.48101,36.02832,0.015367558,0.014777119,0.01798551
t_1178,56.12168,36.02832,0.008805667,0.010118659,0.0098115
t_1179,56.30135,36.02832,0.014260185,0.013969062,0.016656836
t_118,53.51657,36.53522,0.0023935891,0.0029078668,0.0027925898
t_1180,56.03185,36.02832,0.013802943,0.013437654,0.016197471
t_1181,56.39118,36.02832,0.014008946,0.013876138,0.016310927
t_1182,56.66067,36.02832,0.014583102,0.014376493,0.01696413
t_1183,56.21152,36.02832,0.014656684,0.014138764,0.017189536
t_1184,56.39118,36.10094,0.013966749,0.01353461,0.01640463
t_1185,56.12168,36.10094,0.010965705,0.011410266,0.012695006
t_1186,56.30135,36.10094,0.010271847,0.011046713,0.011725557
t_1187,56.21152,36.10094,0.008969431,0.010058203,0.010076286
t_1188,56.48101,36.10094,0.013585563,0.013348643,0.015901102
t_1189,56.57084,36.10094,0.0152438255,0.014407576,0.017969228
t_119,53.06741,36.53522,0.0025460527,0.0028649769,0.003063935
t_1190,56.66067,36.10094,0.015589011,0.014649553,0.018388012
t_1191,56.03185,36.10094,0.013165666,0.012755951,0.015526062
t_1192,56.21152,36.17348,0.011427489,0.011535673,0.013380524
t_1193,56.12168,36.17348,0.011563504,0.011561191,0.0135833025
t_1194,57.10983,35.51814,0.018889152,0.02031634,0.020512432
t_1195,56.75051,35.51814,0.017623441,0.019469047,0.019004803
t_1196,57.28949,35.51814,0.026944969,0.025314972,0.030435031
t_1197,57.37933,35.51814,0.023582758,0.023169579,0.026474841
t_1198,57.19966,35.59122,0.017173728,0.018536797,0.01875839
t_1199,57.28949,35.59122,0.015914511,0.017607352,0.01728406
t_12,55.49286,36.24597,0.0069528106,0.0077391695,0.00799052
t_120,53.69623,36.53522,0.0022390024,0.0028415546,0.0025564271
t_1200,57.37933,35.59122,0.015463711,0.01721154,0.016790329
t_1201,56.75051,35.59122,0.020593623,0.020917734,0.023017036
t_1202,56.84034,35.59122,0.025915684,0.024223855,0.029431915
t_1203,57.02,35.59122,0.017019715,0.018511087,0.018522965
t_1204,57.10983,35.59122,0.023026599,0.022453314,0.025985343
t_1205,56.93017,35.59122,0.024797425,0.023575684,0.02808694
t_1206,56.84034,35.66424,0.02308599,0.021912495,0.026323171
t_1207,56.75051,35.66424,0.02337247,0.02205165,0.026684256
t_1208,57.28949,35.66424,0.015573994,0.016886834,0.017100649
t_1209,57.19966,35.66424,0.023115795,0.021836037,0.02640129
t_121,53.42674,36.53522,0.002338757,0.0028329494,0.002736617
t_1210,57.10983,35.66424,0.023922231,0.022367127,0.027350586
t_1211,56.93017,35.66424,0.02214911,0.021358725,0.025187071
t_1212,57.37933,35.66424,0.018109888,0.01854776,0.020359967
t_1213,57.02,35.66424,0.023578355,0.022200603,0.02691849
t_1214,57.19966,35.73719,0.0145642515,0.015810983,0.016066413
