STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,VS30,VS30_TYPE,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE
3163,Ghale Ganj,27.523,57.881,seismic,BHRC,0.0214470948,0.0532596125,0.0238369058,0.0062090939,0,0,0,0,0.0214470948,0.0532596125,0.0238369058,0.0062090939,0.0142601427,0.0281390987,0.0171423055,0.0042253563,0.0254690112,0.0343810061,0.0194477772,0.0055344282,,,,,,,,
3165,Shahdad,30.414,57.689,seismic,BHRC,0.0208923547,0.0386997719,0.0203097409,0.0174466081,0,0,0,0,0.0208923547,0.0386997719,0.0203097409,0.0174466081,0.0086532314,0.0204383644,0.0136540209,0.0107090641,0.0138099898,0.0295493614,0.0201871421,0.0192186097,,,,,,,,
3160,Nosrat Abad,29.857,59.983,seismic,BHRC,0.0201732926,0.0545043877,0.0272874094,0.0446124658,0,0,0,0,0.0201732926,0.0545043877,0.0272874094,0.0446124658,0.0134119266,0.0213556987,0.0231426906,0.0194843649,0.024383894,0.0586456222,0.0317665153,0.0406810424,,,,,,,,
3175,Kerman 2,30.288,57.072,seismic,BHRC,0.0196088685,0.0452162404,0.0418964669,0.0261232467,0,0,0,0,0.0196088685,0.0452162404,0.0418964669,0.0261232467,0.0084761264,0.019523195,0.0126549257,0.0192034403,0.0312328236,0.06993157,0.0914889966,0.0395510339,,,,,,,,
3288,Qadrooni Dam,30.962,56.819,seismic,BHRC,0.0193344546,0.0247553057,0.0426033239,0.0297450128,0,0,0,0,0.0179905199,0.0247553057,0.0426033239,0.0297450128,0.0193344546,0.0214203665,0.028853552,0.0275037296,0.0084278389,0.0130812648,0.0214249825,0.0240522277,,,,,,,,
3157,Kerman 1,30.295,57.066,seismic,BHRC,0.0191176351,0.0644435181,0.0483247634,0.0441619696,0,0,0,0,0.0191176351,0.0644435181,0.0483247634,0.0441619696,0.0095779715,0.0221410706,0.0135117126,0.0206644581,0.0255120285,0.0554382449,0.0436710008,0.0293204126,,,,,,,,
3167/02,Rayen,29.59,57.44,seismic,BHRC,0.0159928644,0.0293554875,0.0245340889,0.0158999488,0,0,0,0,0.0159928644,0.0293554875,0.0245340889,0.0158999488,0.0156268094,0.017165546,0.0143707845,0.0130639181,0.0147262997,0.0320683446,0.0197167823,0.0190961559,,,,,,,,
3172,Bardsir,29.913,56.576,seismic,BHRC,0.0142409786,0.0335582047,0.0242895485,0.0151554835,0,0,0,0,0.0142409786,0.0335582047,0.0242895485,0.0151554835,0.0056109582,0.0115141596,0.0097036723,0.0064482506,0.0106358818,0.0342003734,0.0157268,0.0146676587,,,,,,,,
3290,Baft,29.234,56.603,seismic,BHRC,0.014127421,0.0367504164,0.0239371564,0.0121648483,0,0,0,0,0.014127421,0.0367504164,0.0239371564,0.0121648483,0.0090119572,0.0229816815,0.0177127269,0.0061883212,0.0145569827,0.0426493677,0.0210321292,0.0128353046,,,,,,,,
3180,Laleh Zar,29.524,56.812,seismic,BHRC,0.013287156,0.0530180929,0.0284869581,0.0105219606,0,0,0,0,0.013287156,0.0530180929,0.0284869581,0.0105219606,0.0081967788,0.015643709,0.0155699202,0.0087548146,0.0122238532,0.0352918938,0.0249513639,0.0159249325,,,,,,,,
3159,Mahan,30.065,57.289,seismic,BHRC,0.012949949,0.0305515392,0.0205746372,0.0143415919,0,0,0,0,0.012949949,0.0305515392,0.0205746372,0.0143415919,0.0080323649,0.015545415,0.0126022335,0.0063943888,0.013514577,0.0216494165,0.0126572524,0.0115688216,,,,,,,,
3203/02,Hasan Langi,27.386,56.862,seismic,BHRC,0.0127509684,0.0176137388,0.0236131261,0.0189095697,0,0,0,0,0.0127509684,0.0176137388,0.0236131261,0.0189095697,0.0055433945,0.0065404706,0.0141906684,0.0111443233,0.0112224261,0.0208996158,0.0352035987,0.0278204233,,,,,,,,
3173,Ravar,31.263,56.791,seismic,BHRC,0.0127068298,0.0230723231,0.0334569829,0.0232306189,0,0,0,0,0.0127068298,0.0230723231,0.0334569829,0.0232306189,0.0062688481,0.0111863019,0.0157068359,0.0104909657,0.0128634047,0.0319514533,0.0315421035,0.0249822692,,,,,,,,
3187,Zarand,30.81,56.577,seismic,BHRC,0.0124481142,0.0163798041,0.0217676532,0.0394768582,0,0,0,0,0.0124481142,0.0163798041,0.0217676532,0.0394768582,0.0065211009,0.0152600198,0.0124500538,0.0134503766,0.0128680938,0.0186735159,0.0281729713,0.0355237313,,,,,,,,
3166,Kahnooj,27.94,57.7,seismic,BHRC,0.0112311927,0.0161343896,0.009890205,0.004776382,0,0,0,0,0.0112311927,0.0161343896,0.009890205,0.0034109407,0.0081615494,0.0123564859,0.0066150243,0.004776382,0.0108852192,0.0262465171,0.0129061385,0.0057102234,,,,,,,,
3154,Bolvard,29.416,56.052,seismic,BHRC,0.0103029562,0.0388376363,0.012411874,0.0096606394,0,0,0,0,0.0103029562,0.0388376363,0.012411874,0.0096606394,0.0039046789,0.0111746193,0.004909558,0.00529555,0.010656371,0.0477446224,0.0153299558,0.0065392358,,,,,,,,
3174/01,Horjand,30.675,57.154,seismic,BHRC,0.0068100204,0.0169949386,0.0163217159,0.01393805,0,0,0,0,0.0068100204,0.0141963547,0.0153359246,0.0133918499,0.0061534047,0.0169949386,0.0163217159,0.01393805,0.0123937819,0.0307340511,0.0277406767,0.0182286242,,,,,,,,
OBS_2,St2 (Intensity X),29.106,58.358,macroseismic,Stations_USGS,1.913571,2.594945,,1.825721,0.8059,1.0131,,1.0822,,,,,,,,,,,,,295.38,inferred,9.5,0.3,0.875,152.3742,1.4737,0.330088
OBS_3,St5 (Intensity X),29.107,58.324,macroseismic,Stations_USGS,1.913571,2.594945,,1.825721,0.8059,1.0131,,1.0822,,,,,,,,,,,,,314.12,inferred,9.5,0.3,0.875,152.3742,1.4737,0.330088
OBS_1,St1 (Intensity IX),29.112,58.367,macroseismic,Stations_USGS,1.401875,1.964966,,1.227498,0.8059,1.0131,,1.0822,,,,,,,,,,,,,295.05,inferred,9,0.3,0.875,105.8482,1.4737,0.225173
OBS_5,St4 (Intensity IX),29.008,58.374,macroseismic,Stations_USGS,1.401875,1.964966,,1.227498,0.8059,1.0131,,1.0822,,,,,,,,,,,,,373.99,inferred,9,0.3,0.875,105.8482,1.4737,0.225173
OBS_8,St6 (Intensity IX),29.07,58.404,macroseismic,Stations_USGS,1.027009,1.487929,,0.825291,0.8059,1.0131,,1.0822,,,,,,,,,,,,,376.94,inferred,8.5,0.3,0.875,73.5285,1.4737,0.153605
OBS_4,St8 (Intensity IX),29.108,58.343,macroseismic,Stations_USGS,1.027009,1.487929,,0.825291,0.8059,1.0131,,1.0822,,,,,,,,,,,,,307.84,inferred,8.5,0.3,0.875,73.5285,1.4737,0.153605
OBS_7,St7 (Intensity IX),29.095,58.355,macroseismic,Stations_USGS,1.027009,1.487929,,0.825291,0.8059,1.0131,,1.0822,,,,,,,,,,,,,325.97,inferred,8.5,0.3,0.875,73.5285,1.4737,0.153605
3168-2,BamStation,29.09,58.35,seismic,Stations_USGS,1.00762,,,,0,,,,,,,,,,,,,,,,325.89,inferred,,,0,34.415,,
OBS_6,St3 (Intensity VIII),29.08,58.353,macroseismic,Stations_USGS,0.752383,1.126702,,0.554872,0.8059,1.0131,,1.0822,,,,,,,,,,,,,334.38,inferred,8,0.3,0.875,51.0773,1.4737,0.104783
HOBS_3,Bam,29.09,58.35,macroseismic,Stations_USGS,0.752383,1.126702,,0.554872,0.8059,1.0131,,1.0822,,,,,,,,,,,,,325.89,inferred,8,0.3,0.875,51.0773,1.4737,0.104783
3176-1,AbaraghStation,29.34,57.94,seismic,Stations_USGS,0.17442,,,,0,,,,,,,,,,,,,,,,324.73,inferred,,,0,4.4748,,
3162-1,MohammadAbad-e-MaskoonStation,28.9,57.89,seismic,Stations_USGS,0.12593,,,,0,,,,,,,,,,,,,,,,647.3,inferred,,,0,12.8523,,
HOBS_9,Mohamad Abad,28.9,57.89,macroseismic,Stations_USGS,0.075756,0.169542,,0.066657,0.8059,1.0131,,1.0822,,,,,,,,,,,,,647.3,inferred,5,0.3,0.875,5.7393,1.4737,0.014175
HOBS_1,Abaraq,29.34,57.94,macroseismic,Stations_USGS,0.075019,0.168673,,0.067057,0.8059,1.0131,,1.0822,,,,,,,,,,,,,324.73,inferred,5,0.3,0.875,5.7393,1.4737,0.014271
HOBS_5,Golbaf,29.88,57.72,macroseismic,Stations_USGS,0.060495,0.13243,,0.076511,0.8059,1.0131,,1.0822,,,,,,,,,,,,,527.01,inferred,5,0.3,0.875,5.7393,1.4737,0.016544
HOBS_2,Andoohjerd,30.23,57.75,macroseismic,Stations_USGS,0.056268,0.120635,,0.079984,0.8059,1.0131,,1.0822,,,,,,,,,,,,,400.59,inferred,5,0.3,0.875,5.7393,1.4737,0.017388
3170-2,JiroftStation,28.67,57.74,seismic,Stations_USGS,0.0411,,,,0,,,,,,,,,,,,,,,,306.46,inferred,,,0,5.4297,,
3156,JoshanStation,30.12,57.6,seismic,Stations_USGS,0.03735,,,,0,,,,,,,,,,,,,,,,665.88,inferred,,,0,3.1093,,
3164,AndoohjerdStation,30.23,57.75,seismic,Stations_USGS,0.03504,,,,0,,,,,,,,,,,,,,,,400.59,inferred,,,0,2.0752,,
3161,SirchStation,30.2,57.55,seismic,Stations_USGS,0.03173,,,,0,,,,,,,,,,,,,,,,470.09,inferred,,,0,2.3994,,
3155-2,GolbafStation,29.88,57.72,seismic,Stations_USGS,0.03137,,,,0,,,,,,,,,,,,,,,,527.01,inferred,,,0,2.0245,,
3175,Kerman2Station,30.28,57.07,seismic,Stations_USGS,0.03123,,,,0,,,,,,,,,,,,,,,,216.28,inferred,,,0,3.6519,,
3157,Kerman1Station,30.29,57.04,seismic,Stations_USGS,0.02551,,,,0,,,,,,,,,,,,,,,,225.59,inferred,,,0,2.9831,,
3163,GhaleGanjStation,27.52,57.87,seismic,Stations_USGS,0.02547,,,,0,,,,,,,,,,,,,,,,235.28,inferred,,,0,2.5304,,
3160,NosratAbadStation,29.858,59.984,seismic,Stations_USGS,0.02437,,,,0,,,,,,,,,,,,,,,,331.89,inferred,,,0,2.7631,,
3169,CheshmehsabzStation,29.46,56.42,seismic,Stations_USGS,0.02384,,,,0,,,,,,,,,,,,,,,,389.47,inferred,,,0,1.2909,,
3165,ShahdadStation,30.41,57.69,seismic,Stations_USGS,0.02089,,,,0,,,,,,,,,,,,,,,,386.96,inferred,,,0,2.7336,,
HOBS_8,Kerman 2,30.28,57.07,macroseismic,Stations_USGS,0.01842,0.028124,,0.031539,0.8059,1.0131,,1.0822,,,,,,,,,,,,,216.28,inferred,4,0.3,0.875,2.216,1.4737,0.006656
HOBS_7,Kerman 1,30.29,57.04,macroseismic,Stations_USGS,0.018235,0.027972,,0.031697,0.8059,1.0131,,1.0822,,,,,,,,,,,,,225.59,inferred,4,0.3,0.875,2.216,1.4737,0.006705
3167-2,RayenStation,29.59,57.44,seismic,Stations_USGS,0.01601,,,,0,,,,,,,,,,,,,,,,436.91,inferred,,,0,4.7005,,
3290,BaftStation,29.23,56.6,seismic,Stations_USGS,0.01456,,,,0,,,,,,,,,,,,,,,,432.32,inferred,,,0,1.7784,,
3172,BardsirStation,29.92,56.57,seismic,Stations_USGS,0.01424,,,,0,,,,,,,,,,,,,,,,334.97,inferred,,,0,2.1349,,
3159,MahanStation,30.06,57.29,seismic,Stations_USGS,0.01351,,,,0,,,,,,,,,,,,,,,,351.91,inferred,,,0,1.1046,,
3180,LalehZarStation,29.52,56.81,seismic,Stations_USGS,0.01328,,,,0,,,,,,,,,,,,,,,,465.81,inferred,,,0,1.8459,,
3187,ZarandStation,30.81,56.57,seismic,Stations_USGS,0.01287,,,,0,,,,,,,,,,,,,,,,269.84,inferred,,,0,2.8087,,
3173,RavarStation,31.26,56.79,seismic,Stations_USGS,0.01286,,,,0,,,,,,,,,,,,,,,,285.82,inferred,,,0,1.7074,,
3203-2,HasanLangiStation,27.35,56.85,seismic,Stations_USGS,0.01276,,,,0,,,,,,,,,,,,,,,,220.45,inferred,,,0,2.1898,,
3174-1,HorjandStation,30.67,57.15,seismic,Stations_USGS,0.0124,,,,0,,,,,,,,,,,,,,,,621.49,inferred,,,0,1.5179,,
3166,KahnoojStation,27.94,57.7,seismic,Stations_USGS,0.01123,,,,0,,,,,,,,,,,,,,,,321.55,inferred,,,0,0.8199,,
3154,BolvardStation,29.42,56.05,seismic,Stations_USGS,0.01066,,,,0,,,,,,,,,,,,,,,,395.41,inferred,,,0,1.1088,,
HOBS_10,Nosrat Abad,29.85,59.97,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,391.2,inferred,,,,,,
HOBS_6,Hasan Langi,27.35,56.85,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,220.45,inferred,,,,,,
HOBS_4,Bolvard,29.42,56.05,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,395.41,inferred,,,,,,
