calc_id,description,cal_time,gmpe,imt,nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations
396,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:EFEHR, GMPEs:USGS, Recording Stations:all)",5246,AkkarEtAlRjb2014,PGA,0.947,1.5675724,EFEHR,USGS,all
396,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:EFEHR, GMPEs:USGS, Recording Stations:all)",5246,CauzziEtAl2014,PGA,0.655,1.6371636,EFEHR,USGS,all
396,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:EFEHR, GMPEs:USGS, Recording Stations:all)",5246,ZhaoEtAl2016Asc,PGA,0.314,1.4288793,EFEHR,USGS,all
395,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:EFEHR, GMPEs:USGS, Recording Stations:seismic)",4254,AkkarEtAlRjb2014,PGA,-0.199,0.34943134,EFEHR,USGS,seismic
395,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:EFEHR, GMPEs:USGS, Recording Stations:seismic)",4254,CauzziEtAl2014,PGA,-0.421,0.29646972,EFEHR,USGS,seismic
395,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:EFEHR, GMPEs:USGS, Recording Stations:seismic)",4254,ZhaoEtAl2016Asc,PGA,-1.049,0.22670735,EFEHR,USGS,seismic
516,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",72,KothaEtAl2020ESHM20SlopeGeology,PGA,1.542,1.4560057,GCMT,GEM,all
516,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",72,KothaEtAl2020ESHM20SlopeGeology,PGA,1.775,1.4560057,GCMT,GEM,all
516,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",72,KothaEtAl2020ESHM20SlopeGeology,PGA,1.309,1.4560057,GCMT,GEM,all
516,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",72,KothaEtAl2020ESHM20SlopeGeology,PGA,2.011,1.4560057,GCMT,GEM,all
516,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",72,KothaEtAl2020ESHM20SlopeGeology,PGA,1.074,1.4560057,GCMT,GEM,all
515,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",46,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.122,0.37130794,GCMT,GEM,seismic
515,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",46,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.096,0.37130794,GCMT,GEM,seismic
515,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",46,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.148,0.37130794,GCMT,GEM,seismic
515,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",46,KothaEtAl2020ESHM20SlopeGeology,PGA,0.266,0.37130794,GCMT,GEM,seismic
515,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",46,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.51,0.37130794,GCMT,GEM,seismic
400,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",5687,AkkarEtAlRjb2014,PGA,0.934,1.5331708,GCMT,USGS,all
400,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",5687,CauzziEtAl2014,PGA,0.638,1.6571745,GCMT,USGS,all
400,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",5687,ZhaoEtAl2016Asc,PGA,0.307,1.4279897,GCMT,USGS,all
399,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",6578,AkkarEtAlRjb2014,PGA,-0.211,0.33235288,GCMT,USGS,seismic
399,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",6578,CauzziEtAl2014,PGA,-0.433,0.32429528,GCMT,USGS,seismic
399,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",6578,ZhaoEtAl2016Asc,PGA,-1.05,0.24492353,GCMT,USGS,seismic
512,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:INGV, GMPEs:GEM, Recording Stations:all)",72,KothaEtAl2020ESHM20SlopeGeology,PGA,1.529,1.4624966,INGV,GEM,all
512,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:INGV, GMPEs:GEM, Recording Stations:all)",72,KothaEtAl2020ESHM20SlopeGeology,PGA,1.758,1.4624966,INGV,GEM,all
512,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:INGV, GMPEs:GEM, Recording Stations:all)",72,KothaEtAl2020ESHM20SlopeGeology,PGA,1.299,1.4624966,INGV,GEM,all
512,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:INGV, GMPEs:GEM, Recording Stations:all)",72,KothaEtAl2020ESHM20SlopeGeology,PGA,1.997,1.4624966,INGV,GEM,all
512,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:INGV, GMPEs:GEM, Recording Stations:all)",72,KothaEtAl2020ESHM20SlopeGeology,PGA,1.06,1.4624966,INGV,GEM,all
511,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:INGV, GMPEs:GEM, Recording Stations:seismic)",43,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.143,0.3410661,INGV,GEM,seismic
511,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:INGV, GMPEs:GEM, Recording Stations:seismic)",43,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.119,0.3410661,INGV,GEM,seismic
511,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:INGV, GMPEs:GEM, Recording Stations:seismic)",43,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.166,0.3410661,INGV,GEM,seismic
511,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:INGV, GMPEs:GEM, Recording Stations:seismic)",43,KothaEtAl2020ESHM20SlopeGeology,PGA,0.245,0.3410661,INGV,GEM,seismic
511,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:INGV, GMPEs:GEM, Recording Stations:seismic)",43,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.531,0.3410661,INGV,GEM,seismic
392,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:INGV, GMPEs:USGS, Recording Stations:all)",4632,AkkarEtAlRjb2014,PGA,0.937,1.5314432,INGV,USGS,all
392,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:INGV, GMPEs:USGS, Recording Stations:all)",4632,CauzziEtAl2014,PGA,0.633,1.6212134,INGV,USGS,all
392,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:INGV, GMPEs:USGS, Recording Stations:all)",4632,ZhaoEtAl2016Asc,PGA,0.327,1.4232061,INGV,USGS,all
391,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:INGV, GMPEs:USGS, Recording Stations:seismic)",4335,AkkarEtAlRjb2014,PGA,-0.218,0.31954515,INGV,USGS,seismic
391,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:INGV, GMPEs:USGS, Recording Stations:seismic)",4335,CauzziEtAl2014,PGA,-0.476,0.36957997,INGV,USGS,seismic
391,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:INGV, GMPEs:USGS, Recording Stations:seismic)",4335,ZhaoEtAl2016Asc,PGA,-1.059,0.28056633,INGV,USGS,seismic
518,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",73,KothaEtAl2020ESHM20SlopeGeology,PGA,1.544,1.530161,USGS,GEM,all
518,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",73,KothaEtAl2020ESHM20SlopeGeology,PGA,1.777,1.530161,USGS,GEM,all
518,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",73,KothaEtAl2020ESHM20SlopeGeology,PGA,1.312,1.530161,USGS,GEM,all
518,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",73,KothaEtAl2020ESHM20SlopeGeology,PGA,2.013,1.530161,USGS,GEM,all
518,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",73,KothaEtAl2020ESHM20SlopeGeology,PGA,1.076,1.530161,USGS,GEM,all
517,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",47,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.157,0.5016716,USGS,GEM,seismic
517,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",47,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.132,0.5016716,USGS,GEM,seismic
517,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",47,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.181,0.5016716,USGS,GEM,seismic
517,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",47,KothaEtAl2020ESHM20SlopeGeology,PGA,0.231,0.5016716,USGS,GEM,seismic
517,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",47,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.545,0.5016716,USGS,GEM,seismic
404,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",4850,AkkarEtAlRjb2014,PGA,0.924,1.539562,USGS,USGS,all
404,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",4850,CauzziEtAl2014,PGA,0.614,1.5518267,USGS,USGS,all
404,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",4850,ZhaoEtAl2016Asc,PGA,0.329,1.4830694,USGS,USGS,all
403,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",4601,AkkarEtAlRjb2014,PGA,-0.23,0.34713906,USGS,USGS,seismic
403,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",4601,CauzziEtAl2014,PGA,-0.53,0.34041765,USGS,USGS,seismic
403,"Median gmf - DRAFT_19801123_M6.9_Irpinia (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",4601,ZhaoEtAl2016Asc,PGA,-1.1,0.29834014,USGS,USGS,seismic
