# 20170919_M7.1_Puebla median gmf, Stations:All, gmlt:GEM, Rupture:SSN
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,Kanno2006Deep,ParkerEtAl2020SSlab
m_237,-99.1571,19.3404,0.14203,0.14203,0.14203
m_238,-99.1761,19.3313,0.14182,0.14182,0.14182
m_239,-99.1,19.4308,0.1408,0.1408,0.1408
m_240,-99.1857,19.3675,0.14069,0.14069,0.14069
m_241,-99.1382,19.4669,0.1391,0.1391,0.1391
m_242,-99.2619,19.3764,0.1388,0.1388,0.1388
m_243,-99.2048,19.4398,0.1385,0.1385,0.1385
m_244,-99.1763,19.503,0.13748,0.13748,0.13748
m_245,-98.2541,19.0226,0.13648,0.13648,0.13648
m_246,-99.2335,19.503,0.13644,0.13644,0.13644
m_247,-99.1571,19.3042,0.13435,0.13435,0.13435
m_248,-99.1095,19.3766,0.13353,0.13353,0.13353
m_249,-99.1666,19.3313,0.13348,0.13348,0.13348
m_250,-99.2332,19.2861,0.13301,0.13301,0.13301
m_251,-99.2048,19.4036,0.13097,0.13097,0.13097
m_252,-99.1762,19.4307,0.13089,0.13089,0.13089
m_253,-99.2049,19.5392,0.12789,0.12789,0.12789
m_254,-98.1971,19.0224,0.1275,0.1275,0.1275
m_255,-99.1856,19.3313,0.12503,0.12503,0.12503
m_256,-99.1761,19.3585,0.12462,0.12462,0.12462
m_257,-99.576,19.3395,0.1246,0.1246,0.1246
m_258,-99.2142,19.3313,0.12444,0.12444,0.12444
m_259,-99.1667,19.4488,0.12276,0.12276,0.12276
m_260,-99.1477,19.4669,0.12266,0.12266,0.12266
m_261,-99.2524,19.3855,0.12255,0.12255,0.12255
m_262,-99.224,19.5301,0.12007,0.12007,0.12007
m_263,-99.1856,19.3404,0.1173,0.1173,0.1173
m_264,-99.1953,19.4398,0.11507,0.11507,0.11507
m_267,-99.2621,19.512,0.1126,0.1126,0.1126
m_268,-99.2237,19.3042,0.11021,0.11021,0.11021
m_269,-99.1953,19.4127,0.10865,0.10865,0.10865
m_270,-99.1953,19.4307,0.1083,0.1083,0.1083
m_271,-99.2327,18.9788,0.10189,0.10189,0.10189
m_272,-99.2335,19.5301,0.0995,0.0995,0.0995
m_273,-99.2809,19.3674,0.0954,0.0954,0.0954
m_274,-99.262,19.4849,0.09385,0.09385,0.09385
m_275,-99.2146,19.6476,0.0863,0.0863,0.0863
m_276,-99.1953,19.4488,0.08416,0.08416,0.08416
m_277,-99.2241,19.5934,0.08176,0.08176,0.08176
m_278,-99.6519,19.2851,0.08006,0.08006,0.08006
m_279,-99.2904,19.3583,0.07914,0.07914,0.07914
m_280,-99.2239,19.4759,0.0784,0.0784,0.0784
m_281,-99.2145,19.5482,0.07752,0.07752,0.07752
m_283,-99.2048,19.4217,0.07457,0.07457,0.07457
m_285,-95.8675,18.099,0.0721,0.0721,0.0721
m_286,-99.2432,19.6295,0.06727,0.06727,0.06727
m_287,-96.1059,19.1098,0.06538,0.06538,0.06538
m_288,-98.2065,19.0405,0.064,0.064,0.064
m_289,-96.7216,17.059,0.0578,0.0578,0.0578
m_290,-99.2142,19.3403,0.05533,0.05533,0.05533
m_291,-99.1856,19.3133,0.05248,0.05248,0.05248
m_292,-96.7215,17.0681,0.04799,0.04799,0.04799
m_293,-99.1857,19.4217,0.04545,0.04545,0.04545
m_294,-99.2143,19.4307,0.03166,0.03166,0.03166
m_295,-101.199,19.7065,0.03154,0.03154,0.03154
m_296,-99.1287,19.5121,0.03142,0.03142,0.03142
m_297,-94.912,17.9482,0.01741,0.01741,0.01741
s_0,-98.21538,19.05778,0.20996,0.20996,0.20996
s_1,-98.19149,19.04349,0.18751,0.18751,0.18751
s_10,-96.71327,17.04888,0.09939,0.09939,0.09939
s_100,-99.1567,19.4097,0.11199,0.11199,0.11199
s_101,-99.1353,19.4198,0.10819,0.10819,0.10819
s_102,-99.125,19.4053,0.10629,0.10629,0.10629
s_103,-99.1189,19.3656,0.10038,0.10038,0.10038
s_104,-99.1401,19.4385,0.09707,0.09707,0.09707
s_105,-99.1301,19.4251,0.0964,0.0964,0.0964
s_106,-99.0997,19.4055,0.09626,0.09626,0.09626
s_107,-99.1569,19.4263,0.09581,0.09581,0.09581
s_108,-99.1047,19.4653,0.09514,0.09514,0.09514
s_109,-99.1681,19.3832,0.09489,0.09489,0.09489
s_11,-99.14868,19.39469,0.09345,0.09345,0.09345
s_110,-99.1253,19.3811,0.09483,0.09483,0.09483
s_111,-99.1703,19.3714,0.09396,0.09396,0.09396
s_112,-99.21,19.299,0.09216,0.09216,0.09216
s_113,-99.0963,19.4312,0.09052,0.09052,0.09052
s_114,-99.0869,19.3919,0.09045,0.09045,0.09045
s_115,-99.1183,19.4258,0.08983,0.08983,0.08983
s_116,-99.2262,19.3656,0.087,0.087,0.087
s_117,-99.0491,19.2016,0.08556,0.08556,0.08556
s_118,-99.1775,19.4017,0.08391,0.08391,0.08391
s_119,-99.1336,19.45,0.08285,0.08285,0.08285
s_12,-99.13792,19.44986,0.08718,0.08718,0.08718
s_120,-99.1425,19.4536,0.08246,0.08246,0.08246
s_121,-99.1772,19.3885,0.08213,0.08213,0.08213
s_122,-99.0537,19.3858,0.08039,0.08039,0.08039
s_123,-99.2655,19.3696,0.07926,0.07926,0.07926
s_124,-99.128,19.4359,0.07801,0.07801,0.07801
s_125,-99.1829,19.5005,0.07717,0.07717,0.07717
s_126,-99.0847,19.3398,0.07274,0.07274,0.07274
s_127,-99.0986,19.4501,0.07266,0.07266,0.07266
s_128,-99.182,19.4383,0.07216,0.07216,0.07216
s_129,-99.1708,19.2922,0.06658,0.06658,0.06658
s_13,-100.15962,18.90405,0.0849,0.0849,0.0849
s_130,-99.0642,19.4619,0.05999,0.05999,0.05999
s_131,-99.19,19.4253,0.05827,0.05827,0.05827
s_132,-99.0,19.241,0.14569,0.14569,0.14569
s_133,-99.554,19.2222,0.1334,0.1334,0.1334
s_134,-99.129,19.25,0.11,0.11,0.11
s_135,-99.849,19.2335,0.10585,0.10585,0.10585
s_136,-99.1212,19.2034,0.08886,0.08886,0.08886
s_14,-96.72618,17.02623,0.08106,0.08106,0.08106
s_15,-97.86564,17.96949,0.07837,0.07837,0.07837
s_16,-96.71874,17.08287,0.07173,0.07173,0.07173
s_168,-97.80358,17.82997,0.2324,0.2324,0.2324
s_17,-99.5608,18.09556,0.06725,0.06725,0.06725
s_18,-96.74416,17.07839,0.06635,0.06635,0.06635
s_19,-96.72161,17.00155,0.06486,0.06486,0.06486
s_2,-98.55972,17.79834,0.17378,0.17378,0.17378
s_20,-99.19525,19.4045,0.06359,0.06359,0.06359
s_21,-96.7169,17.06139,0.06332,0.06332,0.06332
s_22,-99.87147,16.86225,0.062,0.062,0.062
s_23,-99.18108,19.33024,0.05998,0.05998,0.05998
s_24,-99.85157,16.84851,0.05988,0.05988,0.05988
s_25,-96.72297,17.05122,0.058,0.058,0.058
s_26,-100.5238,18.12236,0.05557,0.05557,0.05557
s_265,-98.62815,19.06705,0.1148,0.1148,0.1148
s_266,-98.56647,17.56267,0.11284,0.11284,0.11284
s_27,-96.72604,17.06148,0.05232,0.05232,0.05232
s_28,-99.79015,16.78853,0.04571,0.04571,0.04571
s_282,-99.61972,17.92489,0.07604,0.07604,0.07604
s_284,-97.36197,18.42023,0.07272,0.07272,0.07272
s_29,-98.18227,19.00147,0.04055,0.04055,0.04055
s_298,-100.26726,17.0485,0.00823,0.00823,0.00823
s_299,-101.46492,17.60695,0.00427,0.00427,0.00427
s_3,-97.38318,18.47755,0.16973,0.16973,0.16973
s_30,-99.23327,16.7587,0.03735,0.03735,0.03735
s_300,-94.8838,17.09099,0.00305,0.00305,0.00305
s_301,-99.03549,20.30036,0.00278,0.00278,0.00278
s_302,-103.34554,18.28854,0.00218,0.00218,0.00218
s_303,-94.4225,18.03369,0.00211,0.00211,0.00211
s_31,-99.59754,17.09008,0.03699,0.03699,0.03699
s_32,-99.83503,16.88879,0.03639,0.03639,0.03639
s_33,-99.8865,16.87429,0.03605,0.03605,0.03605
s_34,-96.70316,17.06504,0.02295,0.02295,0.02295
s_35,-99.64526,16.83733,0.02108,0.02108,0.02108
s_36,-100.43227,17.21336,0.01904,0.01904,0.01904
s_37,-100.08996,16.99779,0.01871,0.01871,0.01871
s_38,-99.87852,17.03658,0.0185,0.0185,0.0185
s_39,-101.32369,18.53505,0.0185,0.0185,0.0185
s_4,-98.44541,18.56908,0.15769,0.15769,0.15769
s_40,-96.7238,17.06734,0.01846,0.01846,0.01846
s_41,-97.82069,16.28435,0.01778,0.01778,0.01778
s_42,-96.41477,19.04432,0.01716,0.01716,0.01716
s_43,-102.08509,19.02074,0.01402,0.01402,0.01402
s_44,-96.72923,16.65497,0.01314,0.01314,0.01314
s_45,-100.9355,17.2808,0.01222,0.01222,0.01222
s_46,-97.09412,18.86076,0.01164,0.01164,0.01164
s_47,-98.98399,16.61081,0.01093,0.01093,0.01093
s_48,-99.81885,16.91426,0.01084,0.01084,0.01084
s_49,-101.26261,17.5354,0.01025,0.01025,0.01025
s_5,-98.16847,19.04422,0.14445,0.14445,0.14445
s_50,-95.4447,16.44519,0.0102,0.0102,0.0102
s_51,-101.97716,18.56701,0.00941,0.00941,0.00941
s_52,-100.79117,17.21671,0.00923,0.00923,0.00923
s_53,-96.90197,19.52988,0.00848,0.00848,0.00848
s_54,-95.6703,16.03112,0.00777,0.00777,0.00777
s_55,-96.57529,16.26116,0.00767,0.00767,0.00767
s_56,-100.63834,17.22617,0.00677,0.00677,0.00677
s_57,-101.81062,17.98762,0.00622,0.00622,0.00622
s_58,-102.07406,19.42176,0.00618,0.00618,0.00618
s_59,-94.61695,16.56515,0.0061,0.0061,0.0061
s_6,-98.21509,19.03994,0.14187,0.14187,0.14187
s_60,-97.1872,15.94768,0.00594,0.00594,0.00594
s_61,-94.54387,17.98878,0.00531,0.00531,0.00531
s_62,-96.49051,15.66684,0.00478,0.00478,0.00478
s_63,-99.83303,19.9287,0.00458,0.00458,0.00458
s_64,-100.71678,20.04319,0.00457,0.00457,0.00457
s_65,-95.20924,16.18752,0.00426,0.00426,0.00426
s_66,-103.67034,18.58537,0.00358,0.00358,0.00358
s_67,-103.76081,19.32527,0.00228,0.00228,0.00228
s_68,-93.91258,16.24737,0.00218,0.00218,0.00218
s_69,-103.44782,19.69952,0.00216,0.00216,0.00216
s_7,-98.22709,19.05538,0.1223,0.1223,0.1223
s_70,-104.68063,19.19091,0.00142,0.00142,0.00142
s_71,-92.27096,14.92268,0.00126,0.00126,0.00126
s_72,-93.08949,16.7768,0.00095,0.00095,0.00095
s_73,-99.1254,19.33,0.2256,0.2256,0.2256
s_74,-99.1272,19.313,0.22027,0.22027,0.22027
s_75,-99.1253,19.2834,0.20719,0.20719,0.20719
s_76,-99.0,19.2786,0.18994,0.18994,0.18994
s_77,-99.1439,19.3322,0.18773,0.18773,0.18773
s_78,-99.1483,19.3753,0.17756,0.17756,0.17756
s_79,-99.1024,19.2711,0.17356,0.17356,0.17356
s_8,-98.49846,16.65782,0.10786,0.10786,0.10786
s_80,-99.1037,19.29364,0.1683,0.1683,0.1683
s_81,-99.1297,19.345,0.16088,0.16088,0.16088
s_82,-98.9631,19.3064,0.13793,0.13793,0.13793
s_83,-99.1068,19.3809,0.13395,0.13395,0.13395
s_84,-99.0839,19.4385,0.13344,0.13344,0.13344
s_85,-99.1059,19.3161,0.12562,0.12562,0.12562
s_86,-99.1654,19.4337,0.12532,0.12532,0.12532
s_87,-99.1318,19.3809,0.12456,0.12456,0.12456
s_88,-99.1566,19.4098,0.12393,0.12393,0.12393
s_89,-99.1275,19.4931,0.12302,0.12302,0.12302
s_9,-98.20847,19.04544,0.10059,0.10059,0.10059
s_90,-99.0433,19.3461,0.11988,0.11988,0.11988
s_91,-99.1539,19.358,0.11965,0.11965,0.11965
s_92,-99.1797,19.4747,0.11963,0.11963,0.11963
s_93,-99.1225,19.4539,0.11954,0.11954,0.11954
s_94,-99.1453,19.4356,0.11712,0.11712,0.11712
s_95,-99.0584,19.429,0.11486,0.11486,0.11486
s_96,-99.1481,19.4253,0.11447,0.11447,0.11447
s_97,-99.1653,19.4186,0.11424,0.11424,0.11424
s_98,-99.159,19.4215,0.11399,0.11399,0.11399
s_99,-99.145,19.4097,0.11316,0.11316,0.11316
t_0,-97.41356,21.28735,0.013923462,0.009816777,0.01202793
t_1,-97.50339,21.37103,0.014226991,0.009980145,0.012323653
t_10,-97.59322,20.65826,0.017926741,0.017364033,0.016931701
t_100,-97.50339,20.44797,0.020488901,0.022127405,0.020129105
t_1000,-96.9644,18.79806,0.01898525,0.025606107,0.022298075
t_10000,-100.55766,21.53825,0.0071553467,0.0038281472,0.0059922645
t_10001,-100.64749,21.53825,0.006866959,0.0035605903,0.0056963153
t_10002,-100.46783,21.62178,0.0072638793,0.003832079,0.006065076
t_10003,-100.73733,21.62178,0.007262256,0.0036395811,0.006014679
t_10004,-100.64749,21.62178,0.0065103793,0.0032005024,0.0053120404
t_10005,-100.55766,21.62178,0.0077767856,0.004133968,0.0065468545
t_10006,-100.46783,21.70527,0.006180357,0.0029774173,0.004983175
t_10007,-100.64749,21.70527,0.0076582404,0.003842154,0.006364146
t_10008,-100.73733,21.70527,0.0071597057,0.003446237,0.005871207
t_10009,-100.82716,21.70527,0.005701981,0.0024926197,0.0044891457
t_1001,-97.18898,18.79806,0.027176544,0.04064125,0.033578746
t_10010,-100.55766,21.70527,0.006825215,0.0033459372,0.0055842875
t_10011,-100.46783,21.78871,0.0063878056,0.002999201,0.00514093
t_10012,-100.82716,21.78871,0.006331937,0.002765808,0.005037834
t_10013,-100.64749,21.78871,0.007077286,0.0033312764,0.005764611
t_10014,-100.73733,21.78871,0.0059293103,0.002580901,0.004679061
t_10015,-100.55766,21.78871,0.007611953,0.003737685,0.006286726
t_10016,-100.46783,21.8721,0.00607051,0.002699054,0.004806807
t_10017,-100.82716,21.8721,0.0062388657,0.0026141552,0.004915165
t_10018,-100.64749,21.8721,0.005495728,0.0022878875,0.00425926
t_10019,-100.73733,21.8721,0.0056349216,0.0023239392,0.0043758745
t_1002,-96.87457,18.79806,0.021863837,0.031806536,0.026695075
t_10020,-100.55766,21.8721,0.005337608,0.00223797,0.0041237106
t_10021,-100.46783,21.95544,0.00629996,0.0027312022,0.0049814186
t_10022,-100.82716,21.95544,0.006006646,0.002394043,0.004668175
t_10023,-100.64749,21.95544,0.00529383,0.0020961366,0.0040463884
t_10024,-100.73733,21.95544,0.005493257,0.0021637634,0.0042163613
t_10025,-100.55766,21.95544,0.0059521487,0.0024920441,0.004652732
t_10026,-100.55766,22.03873,0.005309835,0.0020593428,0.004039708
t_10027,-100.46783,22.03873,0.006437637,0.0027062362,0.005069083
t_10028,-100.73733,22.03873,0.006590819,0.002660505,0.005175689
t_10029,-100.82716,22.03873,0.0066287233,0.0026333886,0.0051971916
t_1003,-97.05423,18.84058,0.015680118,0.018464427,0.017064277
t_10030,-100.64749,22.03873,0.0044882474,0.0016200866,0.003304056
t_10031,-100.64749,22.12197,0.0050530084,0.001824308,0.003775798
t_10032,-100.46783,22.12197,0.0049754637,0.0018447012,0.0037212088
t_10033,-100.73733,22.12197,0.005611221,0.00206259,0.004259525
t_10034,-100.55766,22.12197,0.004364567,0.0015264711,0.0031798766
t_10035,-100.82716,22.12197,0.005567192,0.0020045398,0.0042100856
t_10036,-100.73733,22.20517,0.00484821,0.0016321274,0.003563044
t_10037,-100.55766,22.20517,0.0050966814,0.001803343,0.0037939064
t_10038,-100.64749,22.20517,0.005415563,0.0019243346,0.0040654945
t_10039,-100.46783,22.20517,0.005388926,0.0019723834,0.0040573785
t_1004,-97.00932,18.84058,0.015928421,0.019469814,0.017773107
t_10040,-100.82716,22.20517,0.004651311,0.0015170476,0.003385602
t_10041,-100.73733,22.28831,0.004004381,0.0012169236,0.002822477
t_10042,-100.55766,22.28831,0.0051606693,0.0017621926,0.0038216047
t_10043,-100.64749,22.28831,0.0052134087,0.0017580662,0.003859945
t_10044,-100.82716,22.28831,0.0050679767,0.0016354441,0.003717681
t_10045,-100.46783,22.28831,0.0048367963,0.0016408492,0.0035475073
t_10046,-100.73733,22.37141,0.004835448,0.0015023841,0.0035011407
t_10047,-100.46783,22.37141,0.0040766294,0.0012556177,0.0028776845
t_10048,-100.64749,22.37141,0.005079981,0.0016316576,0.003717143
t_10049,-100.55766,22.37141,0.0049889176,0.0016180298,0.0036459963
t_1005,-96.91949,18.84058,0.025969263,0.040230945,0.03192738
t_10050,-100.82716,22.37141,0.0063427268,0.0021271151,0.004800342
t_10051,-100.82716,22.45445,0.004278143,0.0012046591,0.0030036643
t_10052,-100.55766,22.45445,0.0048798705,0.0015084991,0.0035267293
t_10053,-100.46783,22.45445,0.0039737998,0.0011650699,0.002772546
t_10054,-100.64749,22.45445,0.005191085,0.0016131704,0.003784639
t_10055,-100.73733,22.45445,0.00416398,0.0011825329,0.0029155049
t_10056,-100.82716,22.53745,0.0039261645,0.0010319311,0.0026953814
t_10057,-100.55766,22.53745,0.0061639342,0.0019830326,0.0046035484
t_10058,-100.64749,22.53745,0.00501047,0.0014770068,0.0036045734
t_10059,-100.46783,22.53745,0.0040084315,0.0011307743,0.0027815576
t_1006,-97.09915,18.84058,0.01642323,0.019461805,0.01830901
t_10060,-100.73733,22.53745,0.004468061,0.0012468662,0.0031452498
t_10061,-103.16278,21.62178,0.002689982,0.0004382262,0.0016452927
t_10062,-102.17463,21.62178,0.0057195514,0.0017597796,0.004254531
t_10063,-102.62379,21.62178,0.004087201,0.0009503402,0.0027913172
t_10064,-102.44412,21.62178,0.0048046717,0.0012629604,0.0034129594
t_10065,-102.80345,21.62178,0.0030479038,0.00059966726,0.001952304
t_10066,-102.53396,21.62178,0.0049738926,0.0012794029,0.0035355338
t_10067,-102.26446,21.62178,0.004707264,0.0013119937,0.0033680995
t_10068,-102.71362,21.62178,0.0034011805,0.00071867695,0.0022353313
t_10069,-102.35429,21.70527,0.004971524,0.0013246543,0.003553003
t_1007,-97.14406,18.84058,0.018925322,0.024031332,0.02136846
t_10070,-102.89328,21.70527,0.0036524453,0.0007137629,0.002392098
t_10071,-103.16278,21.70527,0.0024243116,0.00037100597,0.0014477215
t_10072,-102.98311,21.70527,0.003600985,0.0006753744,0.002338894
t_10073,-102.17463,21.70527,0.004249559,0.0011446145,0.0029862816
t_10074,-102.62379,21.70527,0.003808477,0.00083895924,0.0025558425
t_10075,-102.44412,21.70527,0.0045361686,0.0011336207,0.0031735783
t_10076,-102.80345,21.70527,0.0026727119,0.0004890637,0.0016622462
t_10077,-102.53396,21.70527,0.004313441,0.0010249075,0.0029751705
t_10078,-102.26446,21.70527,0.0044661043,0.0011849315,0.0031493949
t_10079,-102.71362,21.70527,0.0039979224,0.00086449465,0.0026910182
t_1008,-96.82965,18.84058,0.028468758,0.0463328,0.035426456
t_10080,-103.07294,21.70527,0.002934441,0.0004959211,0.0018262782
t_10081,-102.80345,21.78871,0.0040985295,0.0008368385,0.002741936
t_10082,-103.07294,21.78871,0.0024977324,0.00038889854,0.0015018611
t_10083,-102.35429,21.78871,0.004308923,0.0010593543,0.0029875273
t_10084,-102.44412,21.78871,0.0038791592,0.00089130003,0.0026265183
t_10085,-102.89328,21.78871,0.0024603745,0.00041021625,0.0014912526
t_10086,-103.16278,21.78871,0.0032735046,0.0005361799,0.0020563276
t_10087,-102.53396,21.78871,0.0036113358,0.0007838473,0.002401421
t_10088,-102.98311,21.78871,0.0031507602,0.0005487295,0.0019885283
t_10089,-102.62379,21.78871,0.002743654,0.00052648515,0.0017247795
t_1009,-96.9644,18.84058,0.024553055,0.03676415,0.029854625
t_10090,-102.71362,21.78871,0.0028252702,0.0005286445,0.001777029
t_10091,-102.26446,21.78871,0.004277726,0.001083246,0.0029775205
t_10092,-102.17463,21.78871,0.004653905,0.0012509581,0.003303902
t_10093,-103.07294,21.8721,0.0028889747,0.0004573171,0.0017760872
t_10094,-102.80345,21.8721,0.0026248759,0.00044876517,0.001611715
t_10095,-102.35429,21.8721,0.0041307746,0.0009692751,0.0028273799
t_10096,-102.44412,21.8721,0.0033075744,0.0006982901,0.002164653
t_10097,-102.89328,21.8721,0.002398856,0.0003845816,0.0014401787
t_10098,-102.53396,21.8721,0.0031757515,0.0006400825,0.0020523842
t_10099,-103.16278,21.8721,0.0032642435,0.0005183206,0.002039866
t_101,-97.59322,20.44797,0.02164698,0.023955258,0.021328796
t_1010,-97.18898,18.84058,0.020561596,0.027449414,0.024293927
t_10100,-102.98311,21.8721,0.00316045,0.00053431245,0.0019860957
t_10101,-102.17463,21.8721,0.004855162,0.0012810929,0.003452641
t_10102,-102.62379,21.8721,0.0033196,0.0006562944,0.0021514061
t_10103,-102.71362,21.8721,0.00421803,0.00087278034,0.0028376773
t_10104,-102.26446,21.8721,0.004401389,0.0010889948,0.0030617178
t_10105,-102.26446,21.95544,0.0038312948,0.00087538897,0.0025863599
t_10106,-102.71362,21.95544,0.0034081023,0.00063600607,0.0021959469
t_10107,-102.17463,21.95544,0.0048175,0.0012260583,0.0034019519
t_10108,-102.62379,21.95544,0.0029804418,0.0005507936,0.0018841376
t_10109,-102.89328,21.95544,0.0034090579,0.0005934864,0.0021729602
t_1011,-96.87457,18.84058,0.024460617,0.03707992,0.029963013
t_10110,-102.53396,21.95544,0.002752063,0.0005125512,0.0017226376
t_10111,-102.44412,21.95544,0.0034796707,0.0007226919,0.0022859592
t_10112,-103.16278,21.95544,0.002422401,0.00033847394,0.0014267443
t_10113,-102.35429,21.95544,0.0041976743,0.0009580885,0.00286536
t_10114,-102.98311,21.95544,0.0029953765,0.00048227623,0.0018550188
