# 20170919_M7.1_Puebla median gmf, Stations:Seismic, gmlt:GEM, Rupture:SSN
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,Kanno2006Deep,ParkerEtAl2020SSlab
m_201,-99.1571,19.3856,0.110608555,0.10909031,0.11170584
m_202,-99.1571,19.3946,0.0976151,0.09614684,0.098416366
m_203,-99.1667,19.3946,0.09165709,0.08989524,0.09271578
m_204,-99.1857,19.3856,0.07853777,0.07928954,0.07829397
m_205,-99.2327,18.9156,0.100456685,0.28491095,0.18516311
m_206,-99.1572,19.4488,0.100849144,0.098605014,0.10137658
m_207,-99.5348,18.3455,0.091036886,0.22731206,0.14939108
m_208,-99.1286,19.3766,0.113508046,0.11445898,0.11254961
m_209,-99.2047,19.3403,0.080177106,0.08485152,0.07939527
m_210,-99.1476,19.4037,0.10565793,0.10521186,0.10609027
m_211,-99.1762,19.3856,0.08454549,0.08492572,0.08435073
m_212,-99.1762,19.3946,0.083500795,0.083203375,0.0836874
m_213,-99.1857,19.3946,0.07412981,0.07317192,0.07467846
m_214,-99.1572,19.4217,0.110993706,0.11058009,0.1113073
m_215,-99.2714,19.3583,0.07816798,0.08097528,0.080390185
m_216,-98.2825,19.0499,0.1222639,0.18343602,0.12526928
m_217,-98.197,19.0405,0.14760482,0.14761259,0.14959805
m_218,-99.1475,19.2952,0.13338739,0.13380198,0.13881585
m_219,-99.1571,19.3314,0.12923521,0.13130674,0.13497482
m_220,-99.1381,19.3585,0.13765936,0.13532335,0.13847247
m_221,-99.1857,19.4307,0.0675633,0.06837883,0.06766592
m_222,-99.1762,19.4398,0.08738308,0.087284565,0.08772905
m_223,-99.2619,19.3674,0.080676526,0.08135935,0.080650665
m_224,-99.2048,19.4307,0.058587093,0.058560602,0.058879506
m_225,-99.281,19.4306,0.06493481,0.07770639,0.07032434
m_226,-99.0999,19.3133,0.12038736,0.11449262,0.12667052
m_227,-98.2254,19.0496,0.12564118,0.1226495,0.12826893
m_228,-99.1666,19.2952,0.076535985,0.07620383,0.07792666
m_229,-99.6042,19.2491,0.09676107,0.12081775,0.11285157
m_230,-99.0714,19.4399,0.10594925,0.10115927,0.10935392
m_231,-99.1857,19.3765,0.08214403,0.083779536,0.081579305
m_232,-99.1476,19.4127,0.11567624,0.11469314,0.11625682
m_233,-99.1286,19.4308,0.086168915,0.08556941,0.08647922
m_234,-99.1762,19.4127,0.08850432,0.090066865,0.088501446
m_235,-99.1762,19.4217,0.08662574,0.08611919,0.0878227
m_236,-98.2158,19.0677,0.18682727,0.19738995,0.18622245
m_237,-99.1571,19.3404,0.12985247,0.13596517,0.12981604
m_238,-99.1761,19.3313,0.08835864,0.10250499,0.087226644
m_239,-99.1,19.4308,0.08912114,0.08944147,0.089009546
m_240,-99.1857,19.3675,0.08276451,0.083733864,0.08291432
m_241,-99.1382,19.4669,0.09966657,0.09676089,0.100372724
m_242,-99.2619,19.3764,0.07630156,0.076548554,0.076836444
m_243,-99.2048,19.4398,0.06252574,0.062843144,0.06347374
m_244,-99.1763,19.503,0.08183867,0.08254927,0.082548715
m_245,-98.2541,19.0226,0.11206675,0.151447,0.11428515
m_246,-99.2335,19.503,0.060447622,0.06715101,0.067453034
m_247,-99.1571,19.3042,0.107552685,0.10611809,0.11406294
m_248,-99.1095,19.3766,0.11804693,0.115742,0.11999942
m_249,-99.1666,19.3313,0.10542099,0.11424931,0.10686459
m_250,-99.2332,19.2861,0.083593905,0.09047635,0.08817595
m_251,-99.2048,19.4036,0.06349167,0.06401449,0.06317255
m_252,-99.1762,19.4307,0.08666713,0.0858641,0.0877851
m_253,-99.2049,19.5392,0.065064356,0.07858273,0.07234407
m_254,-98.1971,19.0224,0.10214877,0.11333044,0.103304185
m_255,-99.1856,19.3313,0.07933113,0.09175882,0.07773884
m_256,-99.1761,19.3585,0.093480594,0.09806338,0.09288053
m_257,-99.576,19.3395,0.080659345,0.13423319,0.094649866
m_258,-99.2142,19.3313,0.08219495,0.086409956,0.08162167
m_259,-99.1667,19.4488,0.10167385,0.100670405,0.10182022
m_260,-99.1477,19.4669,0.099485956,0.09747187,0.09925293
m_261,-99.2524,19.3855,0.07553444,0.07760374,0.07590121
m_262,-99.224,19.5301,0.06569141,0.08266223,0.07237005
m_263,-99.1856,19.3404,0.082932144,0.09264214,0.08192996
m_264,-99.1953,19.4398,0.06800974,0.070684694,0.067970656
m_267,-99.2621,19.512,0.057914626,0.07321794,0.066632874
m_268,-99.2237,19.3042,0.09008202,0.095055535,0.09101855
m_269,-99.1953,19.4127,0.06180665,0.061696142,0.061783135
m_270,-99.1953,19.4307,0.0625802,0.065289184,0.062335003
m_271,-99.2327,18.9788,0.08926607,0.21861409,0.15875158
m_272,-99.2335,19.5301,0.05896318,0.07141899,0.06737675
m_273,-99.2809,19.3674,0.07688469,0.082657635,0.07979417
m_274,-99.262,19.4849,0.054309074,0.06187477,0.06168055
m_275,-99.2146,19.6476,0.051630992,0.0874317,0.06423334
m_276,-99.1953,19.4488,0.07577619,0.07879731,0.07601874
m_277,-99.2241,19.5934,0.05928247,0.092287324,0.06992744
m_278,-99.6519,19.2851,0.08139712,0.11993937,0.09804864
m_279,-99.2904,19.3583,0.077484325,0.08776969,0.082312025
m_280,-99.2239,19.4759,0.0724226,0.08067307,0.07587149
m_281,-99.2145,19.5482,0.05337706,0.061508726,0.06283295
m_283,-99.2048,19.4217,0.05742765,0.05710623,0.057321887
m_285,-95.8675,18.099,0.017565383,0.022074884,0.018982982
m_286,-99.2432,19.6295,0.0462558,0.07183587,0.05886146
m_287,-96.1059,19.1098,0.01818405,0.022868164,0.01949424
m_288,-98.2065,19.0405,0.11810602,0.118792795,0.1184258
m_289,-96.7216,17.059,0.056256894,0.055685762,0.057271972
m_290,-99.2142,19.3403,0.079786405,0.081916146,0.07960157
m_291,-99.1856,19.3133,0.082027756,0.090275355,0.08053754
m_292,-96.7215,17.0681,0.027812682,0.029426424,0.028634857
m_293,-99.1857,19.4217,0.067702435,0.06844147,0.06793657
m_294,-99.2143,19.4307,0.060096566,0.061346944,0.060708877
m_295,-101.199,19.7065,0.00982953,0.009549525,0.009833423
m_296,-99.1287,19.5121,0.07704041,0.066336185,0.09448959
m_297,-94.912,17.9482,0.005578218,0.0032968563,0.004720185
s_0,-98.21538,19.05778,0.20996,0.20996,0.20996
s_1,-98.19149,19.04349,0.18751,0.18751,0.18751
s_10,-96.71327,17.04888,0.09939,0.09939,0.09939
s_100,-99.1567,19.4097,0.11199,0.11199,0.11199
s_101,-99.1353,19.4198,0.10819,0.10819,0.10819
s_102,-99.125,19.4053,0.10629,0.10629,0.10629
s_103,-99.1189,19.3656,0.10038,0.10038,0.10038
s_104,-99.1401,19.4385,0.09707,0.09707,0.09707
s_105,-99.1301,19.4251,0.0964,0.0964,0.0964
s_106,-99.0997,19.4055,0.09626,0.09626,0.09626
s_107,-99.1569,19.4263,0.09581,0.09581,0.09581
s_108,-99.1047,19.4653,0.09514,0.09514,0.09514
s_109,-99.1681,19.3832,0.09489,0.09489,0.09489
s_11,-99.14868,19.39469,0.09345,0.09345,0.09345
s_110,-99.1253,19.3811,0.09483,0.09483,0.09483
s_111,-99.1703,19.3714,0.09396,0.09396,0.09396
s_112,-99.21,19.299,0.09216,0.09216,0.09216
s_113,-99.0963,19.4312,0.09052,0.09052,0.09052
s_114,-99.0869,19.3919,0.09045,0.09045,0.09045
s_115,-99.1183,19.4258,0.08983,0.08983,0.08983
s_116,-99.2262,19.3656,0.087,0.087,0.087
s_117,-99.0491,19.2016,0.08556,0.08556,0.08556
s_118,-99.1775,19.4017,0.08391,0.08391,0.08391
s_119,-99.1336,19.45,0.08285,0.08285,0.08285
s_12,-99.13792,19.44986,0.08718,0.08718,0.08718
s_120,-99.1425,19.4536,0.08246,0.08246,0.08246
s_121,-99.1772,19.3885,0.08213,0.08213,0.08213
s_122,-99.0537,19.3858,0.08039,0.08039,0.08039
s_123,-99.2655,19.3696,0.07926,0.07926,0.07926
s_124,-99.128,19.4359,0.07801,0.07801,0.07801
s_125,-99.1829,19.5005,0.07717,0.07717,0.07717
s_126,-99.0847,19.3398,0.07274,0.07274,0.07274
s_127,-99.0986,19.4501,0.07266,0.07266,0.07266
s_128,-99.182,19.4383,0.07216,0.07216,0.07216
s_129,-99.1708,19.2922,0.06658,0.06658,0.06658
s_13,-100.15962,18.90405,0.0849,0.0849,0.0849
s_130,-99.0642,19.4619,0.05999,0.05999,0.05999
s_131,-99.19,19.4253,0.05827,0.05827,0.05827
s_132,-99.0,19.241,0.14569,0.14569,0.14569
s_133,-99.554,19.2222,0.1334,0.1334,0.1334
s_134,-99.129,19.25,0.11,0.11,0.11
s_135,-99.849,19.2335,0.10585,0.10585,0.10585
s_136,-99.1212,19.2034,0.08886,0.08886,0.08886
s_14,-96.72618,17.02623,0.08106,0.08106,0.08106
s_15,-97.86564,17.96949,0.07837,0.07837,0.07837
s_16,-96.71874,17.08287,0.07173,0.07173,0.07173
s_168,-97.80358,17.82997,0.2324,0.2324,0.2324
s_17,-99.5608,18.09556,0.06725,0.06725,0.06725
s_18,-96.74416,17.07839,0.06635,0.06635,0.06635
s_19,-96.72161,17.00155,0.06486,0.06486,0.06486
s_2,-98.55972,17.79834,0.17378,0.17378,0.17378
s_20,-99.19525,19.4045,0.06359,0.06359,0.06359
s_21,-96.7169,17.06139,0.06332,0.06332,0.06332
s_22,-99.87147,16.86225,0.062,0.062,0.062
s_23,-99.18108,19.33024,0.05998,0.05998,0.05998
s_24,-99.85157,16.84851,0.05988,0.05988,0.05988
s_25,-96.72297,17.05122,0.058,0.058,0.058
s_26,-100.5238,18.12236,0.05557,0.05557,0.05557
s_265,-98.62815,19.06705,0.1148,0.1148,0.1148
s_266,-98.56647,17.56267,0.11284,0.11284,0.11284
s_27,-96.72604,17.06148,0.05232,0.05232,0.05232
s_28,-99.79015,16.78853,0.04571,0.04571,0.04571
s_282,-99.61972,17.92489,0.07604,0.07604,0.07604
s_284,-97.36197,18.42023,0.07272,0.07272,0.07272
s_29,-98.18227,19.00147,0.04055,0.04055,0.04055
s_298,-100.26726,17.0485,0.00823,0.00823,0.00823
s_299,-101.46492,17.60695,0.00427,0.00427,0.00427
s_3,-97.38318,18.47755,0.16973,0.16973,0.16973
s_30,-99.23327,16.7587,0.03735,0.03735,0.03735
s_300,-94.8838,17.09099,0.00305,0.00305,0.00305
s_301,-99.03549,20.30036,0.00278,0.00278,0.00278
s_302,-103.34554,18.28854,0.00218,0.00218,0.00218
s_303,-94.4225,18.03369,0.00211,0.00211,0.00211
s_31,-99.59754,17.09008,0.03699,0.03699,0.03699
s_32,-99.83503,16.88879,0.03639,0.03639,0.03639
s_33,-99.8865,16.87429,0.03605,0.03605,0.03605
s_34,-96.70316,17.06504,0.02295,0.02295,0.02295
s_35,-99.64526,16.83733,0.02108,0.02108,0.02108
s_36,-100.43227,17.21336,0.01904,0.01904,0.01904
s_37,-100.08996,16.99779,0.01871,0.01871,0.01871
s_38,-99.87852,17.03658,0.0185,0.0185,0.0185
s_39,-101.32369,18.53505,0.0185,0.0185,0.0185
s_4,-98.44541,18.56908,0.15769,0.15769,0.15769
s_40,-96.7238,17.06734,0.01846,0.01846,0.01846
s_41,-97.82069,16.28435,0.01778,0.01778,0.01778
s_42,-96.41477,19.04432,0.01716,0.01716,0.01716
s_43,-102.08509,19.02074,0.01402,0.01402,0.01402
s_44,-96.72923,16.65497,0.01314,0.01314,0.01314
s_45,-100.9355,17.2808,0.01222,0.01222,0.01222
s_46,-97.09412,18.86076,0.01164,0.01164,0.01164
s_47,-98.98399,16.61081,0.01093,0.01093,0.01093
s_48,-99.81885,16.91426,0.01084,0.01084,0.01084
s_49,-101.26261,17.5354,0.01025,0.01025,0.01025
s_5,-98.16847,19.04422,0.14445,0.14445,0.14445
s_50,-95.4447,16.44519,0.0102,0.0102,0.0102
s_51,-101.97716,18.56701,0.00941,0.00941,0.00941
s_52,-100.79117,17.21671,0.00923,0.00923,0.00923
s_53,-96.90197,19.52988,0.00848,0.00848,0.00848
s_54,-95.6703,16.03112,0.00777,0.00777,0.00777
s_55,-96.57529,16.26116,0.00767,0.00767,0.00767
s_56,-100.63834,17.22617,0.00677,0.00677,0.00677
s_57,-101.81062,17.98762,0.00622,0.00622,0.00622
s_58,-102.07406,19.42176,0.00618,0.00618,0.00618
s_59,-94.61695,16.56515,0.0061,0.0061,0.0061
s_6,-98.21509,19.03994,0.14187,0.14187,0.14187
s_60,-97.1872,15.94768,0.00594,0.00594,0.00594
s_61,-94.54387,17.98878,0.00531,0.00531,0.00531
s_62,-96.49051,15.66684,0.00478,0.00478,0.00478
s_63,-99.83303,19.9287,0.00458,0.00458,0.00458
s_64,-100.71678,20.04319,0.00457,0.00457,0.00457
s_65,-95.20924,16.18752,0.00426,0.00426,0.00426
s_66,-103.67034,18.58537,0.00358,0.00358,0.00358
s_67,-103.76081,19.32527,0.00228,0.00228,0.00228
s_68,-93.91258,16.24737,0.00218,0.00218,0.00218
s_69,-103.44782,19.69952,0.00216,0.00216,0.00216
s_7,-98.22709,19.05538,0.1223,0.1223,0.1223
s_70,-104.68063,19.19091,0.00142,0.00142,0.00142
s_71,-92.27096,14.92268,0.00126,0.00126,0.00126
s_72,-93.08949,16.7768,0.00095,0.00095,0.00095
s_73,-99.1254,19.33,0.2256,0.2256,0.2256
s_74,-99.1272,19.313,0.22027,0.22027,0.22027
s_75,-99.1253,19.2834,0.20719,0.20719,0.20719
s_76,-99.0,19.2786,0.18994,0.18994,0.18994
s_77,-99.1439,19.3322,0.18773,0.18773,0.18773
s_78,-99.1483,19.3753,0.17756,0.17756,0.17756
s_79,-99.1024,19.2711,0.17356,0.17356,0.17356
s_8,-98.49846,16.65782,0.10786,0.10786,0.10786
s_80,-99.1037,19.29364,0.1683,0.1683,0.1683
s_81,-99.1297,19.345,0.16088,0.16088,0.16088
s_82,-98.9631,19.3064,0.13793,0.13793,0.13793
s_83,-99.1068,19.3809,0.13395,0.13395,0.13395
s_84,-99.0839,19.4385,0.13344,0.13344,0.13344
s_85,-99.1059,19.3161,0.12562,0.12562,0.12562
s_86,-99.1654,19.4337,0.12532,0.12532,0.12532
s_87,-99.1318,19.3809,0.12456,0.12456,0.12456
s_88,-99.1566,19.4098,0.12393,0.12393,0.12393
s_89,-99.1275,19.4931,0.12302,0.12302,0.12302
s_9,-98.20847,19.04544,0.10059,0.10059,0.10059
s_90,-99.0433,19.3461,0.11988,0.11988,0.11988
s_91,-99.1539,19.358,0.11965,0.11965,0.11965
s_92,-99.1797,19.4747,0.11963,0.11963,0.11963
s_93,-99.1225,19.4539,0.11954,0.11954,0.11954
s_94,-99.1453,19.4356,0.11712,0.11712,0.11712
s_95,-99.0584,19.429,0.11486,0.11486,0.11486
s_96,-99.1481,19.4253,0.11447,0.11447,0.11447
s_97,-99.1653,19.4186,0.11424,0.11424,0.11424
s_98,-99.159,19.4215,0.11399,0.11399,0.11399
s_99,-99.145,19.4097,0.11316,0.11316,0.11316
t_0,-97.41356,21.28735,0.012296845,0.009071526,0.010622292
t_1,-97.50339,21.37103,0.012564914,0.009222492,0.010883456
t_10,-97.59322,20.65826,0.015832506,0.016045868,0.014953053
t_100,-97.50339,20.44797,0.018095618,0.020447832,0.017777069
t_1000,-96.9644,18.79806,0.017493183,0.024307799,0.0205472
t_10000,-100.55766,21.53825,0.0063194227,0.00353753,0.0052919844
t_10001,-100.64749,21.53825,0.0060647256,0.0032902851,0.005030621
t_10002,-100.46783,21.62178,0.006415274,0.0035411632,0.0053562853
t_10003,-100.73733,21.62178,0.00641384,0.0033632787,0.005311778
t_10004,-100.64749,21.62178,0.0057498016,0.002957533,0.0046912525
t_10005,-100.55766,21.62178,0.00686826,0.0038201339,0.005781761
t_10006,-100.46783,21.70527,0.005458334,0.0027513837,0.0044008195
t_10007,-100.64749,21.70527,0.0067635626,0.003550473,0.0056204037
t_10008,-100.73733,21.70527,0.0063232696,0.0031846121,0.0051850714
t_10009,-100.82716,21.70527,0.005035844,0.0023033898,0.0039645243
t_1001,-97.18898,18.79806,0.025380028,0.038912445,0.031359464
t_10010,-100.55766,21.70527,0.006027856,0.003091927,0.004931683
t_10011,-100.46783,21.78871,0.0056415466,0.0027715133,0.004540138
t_10012,-100.82716,21.78871,0.0055922046,0.0025558386,0.00444909
t_10013,-100.64749,21.78871,0.0062504783,0.0030783787,0.005090933
t_10014,-100.73733,21.78871,0.0052366154,0.002384969,0.0041322447
t_10015,-100.55766,21.78871,0.0067226826,0.0034539346,0.005552031
t_10016,-100.46783,21.8721,0.005361319,0.0024941524,0.004245062
t_10017,-100.82716,21.8721,0.0055100066,0.0024156987,0.004340756
t_10018,-100.64749,21.8721,0.0048536863,0.0021142,0.0037615036
t_10019,-100.73733,21.8721,0.0049766186,0.0021475148,0.00386449
t_1002,-96.87457,18.79806,0.019773526,0.029837593,0.024146535
t_10020,-100.55766,21.8721,0.004714039,0.0020680719,0.0036417954
t_10021,-100.46783,21.95544,0.005563963,0.0025238597,0.0043992675
t_10022,-100.82716,21.95544,0.005304916,0.0022122962,0.0041226307
t_10023,-100.64749,21.95544,0.0046753753,0.001937006,0.003573509
t_10024,-100.73733,21.95544,0.0048515038,0.001999499,0.0037236183
t_10025,-100.55766,21.95544,0.0052567855,0.0023028578,0.004108993
t_10026,-100.55766,22.03873,0.0046895104,0.0019030055,0.0035676092
t_10027,-100.46783,22.03873,0.005685556,0.0025007892,0.004476687
t_10028,-100.73733,22.03873,0.0058208425,0.0024585298,0.0045708343
t_10029,-100.82716,22.03873,0.0058543184,0.0024334718,0.004589824
t_1003,-97.05423,18.84058,0.015130281,0.018050222,0.016466297
t_10030,-100.64749,22.03873,0.003963905,0.0014970959,0.0029179289
t_10031,-100.64749,22.12197,0.0044626873,0.0016858135,0.0033345409
t_10032,-100.46783,22.12197,0.004394202,0.0017046586,0.0032863314
t_10033,-100.73733,22.12197,0.0049556866,0.0019060064,0.0037617374
t_10034,-100.55766,22.12197,0.0038546736,0.0014105873,0.0028082617
t_10035,-100.82716,22.12197,0.004916801,0.0018523629,0.0037180756
t_10036,-100.73733,22.20517,0.004281815,0.0015082227,0.0031466505
t_10037,-100.55766,22.20517,0.0045012585,0.0016664402,0.0033505333
t_10038,-100.64749,22.20517,0.0047828867,0.0017782465,0.0035903824
t_10039,-100.46783,22.20517,0.004759361,0.0018226478,0.003583215
t_1004,-97.00932,18.84058,0.015006037,0.018745413,0.016744718
t_10040,-100.82716,22.20517,0.0041079186,0.0014018792,0.0029899452
t_10041,-100.73733,22.28831,0.0035365666,0.0011245394,0.0024926295
t_10042,-100.55766,22.28831,0.0045577707,0.0016284137,0.0033749945
t_10043,-100.64749,22.28831,0.004604349,0.0016246007,0.0034088544
t_10044,-100.82716,22.28831,0.0044759074,0.0015112875,0.003283216
t_10045,-100.46783,22.28831,0.0042717345,0.0015162822,0.0031329296
t_10046,-100.73733,22.37141,0.004270544,0.0013883288,0.0030919814
t_10047,-100.46783,22.37141,0.0036003748,0.001160296,0.0025413851
t_10048,-100.64749,22.37141,0.0044865087,0.0015077884,0.0032827407
t_10049,-100.55766,22.37141,0.0044060843,0.0014951952,0.0032199086
t_1005,-96.91949,18.84058,0.023733154,0.03799282,0.02913375
t_10050,-100.82716,22.37141,0.0056017335,0.001965633,0.0042393524
t_10051,-100.82716,22.45445,0.003778346,0.0011132061,0.0026526423
t_10052,-100.55766,22.45445,0.0043097767,0.0013939798,0.0031145797
t_10053,-100.46783,22.45445,0.0035095583,0.0010766223,0.0024485337
t_10054,-100.64749,22.45445,0.0045846333,0.0014907047,0.003342349
t_10055,-100.73733,22.45445,0.0036775207,0.0010927595,0.0025747858
t_10056,-100.82716,22.53745,0.0034674879,0.0009535909,0.0023803867
t_10057,-100.55766,22.53745,0.005443829,0.0018324885,0.004065557
t_10058,-100.64749,22.53745,0.0044251187,0.0013648781,0.0031833267
t_10059,-100.46783,22.53745,0.003540144,0.0010449303,0.002456492
t_1006,-97.09915,18.84058,0.016122742,0.01923472,0.01787227
t_10060,-100.73733,22.53745,0.003946077,0.001152209,0.0027776817
t_10061,-103.16278,21.62178,0.0023757233,0.00040495777,0.0014530164
t_10062,-102.17463,21.62178,0.0050513614,0.0016261839,0.0037573273
t_10063,-102.62379,21.62178,0.0036097108,0.00087819406,0.0024651112
t_10064,-102.44412,21.62178,0.004243363,0.0011670813,0.0030141054
t_10065,-102.80345,21.62178,0.0026918305,0.0005541428,0.0017241489
t_10066,-102.53396,21.62178,0.0043928144,0.0011822756,0.003122355
t_10067,-102.26446,21.62178,0.0041573346,0.0012123922,0.002974488
t_10068,-102.71362,21.62178,0.0030038354,0.0006641178,0.0019741002
t_10069,-102.35429,21.70527,0.0043907226,0.0012240917,0.003137783
t_1007,-97.14406,18.84058,0.018173242,0.023419874,0.020519333
t_10070,-102.89328,21.70527,0.003225746,0.0006595768,0.0021125467
t_10071,-103.16278,21.70527,0.0021410899,0.00034284062,0.0012785342
t_10072,-102.98311,21.70527,0.0031802978,0.0006241026,0.00206556
t_10073,-102.17463,21.70527,0.0037531015,0.0010577198,0.002637291
t_10074,-102.62379,21.70527,0.0033635492,0.0007752687,0.002257155
t_10075,-102.44412,21.70527,0.004006228,0.0010475606,0.0028026993
t_10076,-102.80345,21.70527,0.0023604706,0.00045193586,0.0014679886
t_10077,-102.53396,21.70527,0.0038095207,0.0009471004,0.0026274784
t_10078,-102.26446,21.70527,0.0039443485,0.001094976,0.0027813422
t_10079,-102.71362,21.70527,0.0035308627,0.00079886557,0.0023765336
t_1008,-96.82965,18.84058,0.025641767,0.043351468,0.031868618
t_10080,-103.07294,21.70527,0.002591623,0.00045827273,0.0016128509
t_10081,-102.80345,21.78871,0.003619716,0.000773309,0.0024215006
t_10082,-103.07294,21.78871,0.0022059334,0.00035937486,0.0013263468
t_10083,-102.35429,21.78871,0.0038055305,0.0009789323,0.0026383912
t_10084,-102.44412,21.78871,0.003425974,0.000823636,0.0023195713
t_10085,-102.89328,21.78871,0.0021729397,0.00037907422,0.001316978
t_10086,-103.16278,21.78871,0.0028910753,0.0004954752,0.0018160157
t_10087,-102.53396,21.78871,0.0031894392,0.0007243407,0.00212078
t_10088,-102.98311,21.78871,0.0027826705,0.0005070721,0.0017561399
t_10089,-102.62379,21.78871,0.0024231249,0.00048651645,0.0015232139
t_1009,-96.9644,18.84058,0.022723269,0.034998108,0.027555652
t_10090,-102.71362,21.78871,0.0024952062,0.00048851187,0.0015693574
t_10091,-102.26446,21.78871,0.0037779782,0.0010010101,0.002629554
t_10092,-102.17463,21.78871,0.0041102096,0.0011559902,0.0029177929
t_10093,-103.07294,21.8721,0.0025514686,0.00042259938,0.0015685256
t_10094,-102.80345,21.8721,0.0023182232,0.00041469667,0.0014233626
t_10095,-102.35429,21.8721,0.0036481943,0.00089569145,0.0024969594
t_10096,-102.44412,21.8721,0.002921165,0.00064527866,0.0019116817
t_10097,-102.89328,21.8721,0.0021186082,0.00035538565,0.0012718729
t_10098,-102.53396,21.8721,0.0028047424,0.00059148995,0.0018125332
t_10099,-103.16278,21.8721,0.0028828962,0.0004789717,0.001801478
t_101,-97.59322,20.44797,0.019118335,0.02213688,0.018836487
t_1010,-97.18898,18.84058,0.019318053,0.02638229,0.022824647
t_10100,-102.98311,21.8721,0.0027912282,0.0004937495,0.0017539915
t_10101,-102.17463,21.8721,0.004287955,0.0011838372,0.0030491496
