STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES,GMICE
UTM:(29R 0293 3147 1000),,-11.1085,28.4377,macroseismic,423.49,4.1,0.5298,0.51,0.009633178087427915,0.47,0.4736654395750486,0.73,0.019537044857809882,0.64,0.003773946357991026,0.74,0.0005175576094678517,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0294 3147 1000),,-11.0983,28.4379,macroseismic,373.79,2.2,0.5298,0.51,0.002075405304680971,0.47,0.09088465564310395,0.73,0.0038418390896694955,0.64,0.0006143473371219606,0.74,7.788393322179987e-05,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0386 3249 1000),,-10.1694,29.3696,macroseismic,843.45,3.1,0.5298,0.51,0.004294300149663039,0.47,0.19866127002226885,0.73,0.008300641584704931,0.64,0.0014516367807468121,0.74,0.00019101095034254677,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0387 3251 1000),,-10.1593,29.3877,macroseismic,806.73,4.3,0.52,0.51,0.011322570349026957,0.47,0.563564198896224,0.73,0.023185064906546426,0.64,0.004568601465928553,0.74,0.0006317405945936701,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0396 3207 1000),,-10.0625,28.9914,macroseismic,620.21,2.0,0.5298,0.51,0.0017657429618269077,0.47,0.07638689691455168,0.73,0.003237350550188337,0.64,0.0005074887605679298,0.74,6.380692113058715e-05,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0397 3207 1000),,-10.0522,28.9915,macroseismic,580.8,3.1,0.5298,0.51,0.004294300149663039,0.47,0.19866127002226885,0.73,0.008300641584704931,0.64,0.0014516367807468121,0.74,0.00019101095034254677,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0399 3272 1000),,-10.0376,29.5782,macroseismic,776.1,3.1,0.5298,0.51,0.004294300149663039,0.47,0.19866127002226885,0.73,0.008300641584704931,0.64,0.0014516367807468121,0.74,0.00019101095034254677,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0402 3152 1000),,-9.9962,28.4955,macroseismic,847.9,2.0,0.5298,0.51,0.0017657429618269077,0.47,0.07638689691455168,0.73,0.003237350550188337,0.64,0.0005074887605679298,0.74,6.380692113058715e-05,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0421 3412 1000),,-9.8209,30.8431,macroseismic,612.22,3.1,0.5298,0.51,0.004294300149663039,0.47,0.19866127002226885,0.73,0.008300641584704931,0.64,0.0014516367807468121,0.74,0.00019101095034254677,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0424 3459 1000),,-9.7931,31.2673,macroseismic,493.47,7.2,0.5298,0.51,0.11789323565649847,0.47,7.00298214190292,0.73,0.2775078230385409,0.64,0.0729630158588306,0.74,0.01137496424574667,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0426 3486 1000),,-9.7741,31.511,macroseismic,368.3,5.0,0.4619,0.51,0.01993237562285764,0.47,1.0353670498698244,0.73,0.04221155628955127,0.64,0.0089174299468603,0.74,0.0012693140517176682,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0426 3487 1000),,-9.7741,31.5201,macroseismic,368.3,5.0,0.5298,0.51,0.01993237562285764,0.47,1.0353670498698244,0.73,0.04221155628955127,0.64,0.0089174299468603,0.74,0.0012693140517176682,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0427 3412 1000),,-9.7582,30.8435,macroseismic,369.51,3.8,0.5298,0.51,0.007559732550280279,0.47,0.3649758687106111,0.73,0.015112444192176047,0.64,0.002833442443411836,0.74,0.0003837855052795582,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0427 3484 1000),,-9.7634,31.4931,macroseismic,315.58,4.3,0.52,0.51,0.011322570349026957,0.47,0.563564198896224,0.73,0.023185064906546426,0.64,0.004568601465928553,0.74,0.0006317405945936701,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0427 3486 1000),,-9.7635,31.5111,macroseismic,368.3,5.4,0.5016,0.51,0.027536576158338478,0.47,1.4656751879454657,0.73,0.059447041932535284,0.64,0.013068171041056927,0.74,0.0018911643001288335,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0428 3284 1000),,-9.739,29.6885,macroseismic,382.4,4.8,0.5298,0.51,0.016958351165996137,0.47,0.8702071383502098,0.73,0.035569840846728644,0.64,0.007366346686524448,0.74,0.00103989382967148,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0428 3285 1000),,-9.7391,29.6975,macroseismic,435.67,4.3,0.5298,0.51,0.011322570349026957,0.47,0.563564198896224,0.73,0.023185064906546426,0.64,0.004568601465928553,0.74,0.0006317405945936701,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0428 3485 1000),,-9.7529,31.5021,macroseismic,351.81,5.3,0.5298,0.51,0.025399327661846403,0.47,1.3436986684370715,0.73,0.054570197795925326,0.64,0.011877390468560149,0.74,0.001711745590267712,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0428 3486 1000),,-9.753,31.5112,macroseismic,258.14,4.8,0.5298,0.51,0.016958351165996137,0.47,0.8702071383502098,0.73,0.035569840846728644,0.64,0.007366346686524448,0.74,0.00103989382967148,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0429 3285 1000),,-9.7288,29.6976,macroseismic,435.67,3.8,0.5298,0.51,0.007559732550280279,0.47,0.3649758687106111,0.73,0.015112444192176047,0.64,0.002833442443411836,0.74,0.0003837855052795582,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0429 3479 1000),,-9.742,31.4481,macroseismic,298.07,5.6,0.5298,0.51,0.03236572789316854,0.47,1.7438512378644522,0.73,0.07054718539774715,0.64,0.015819850022181912,0.74,0.0023083908681511152,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0430 3284 1000),,-9.7184,29.6886,macroseismic,388.07,6.0,0.5298,0.51,0.04471325184280872,0.47,2.4686119682167473,0.73,0.09935244888377458,0.64,0.023183417998874262,0.74,0.0034392957319610744,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0430 3479 1000),,-9.7314,31.4481,macroseismic,305.37,4.3,0.5298,0.51,0.011322570349026957,0.47,0.563564198896224,0.73,0.023185064906546426,0.64,0.004568601465928553,0.74,0.0006317405945936701,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0431 3284 1000),,-9.708,29.6887,macroseismic,446.19,3.4,0.5298,0.51,0.005472119261816834,0.47,0.257822464055141,0.73,0.010730892033529579,0.64,0.0019334782517157955,0.74,0.0002575896418220895,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0431 3379 1000),,-9.7142,30.5459,macroseismic,693.85,4.2,0.52,0.51,0.010443770228208183,0.47,0.5166632210627541,0.73,0.02128303674550301,0.64,0.004152307414372585,0.74,0.000571806043988431,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0432 3378 1000),,-9.7037,30.537,macroseismic,615.62,5.4,0.5106,0.51,0.027536576158338478,0.47,1.4656751879454657,0.73,0.059447041932535284,0.64,0.013068171041056927,0.74,0.0018911643001288335,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0432 3379 1000),,-9.7037,30.546,macroseismic,694.8,5.8,0.5298,0.51,0.038041778906395325,0.47,2.0748233747916416,0.73,0.08371998346347094,0.64,0.019150931981074544,0.74,0.0028176654983390146,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0433 3378 1000),,-9.6932,30.537,macroseismic,615.62,6.1,0.52,0.51,0.04847568727206866,0.47,2.6927043953158103,0.73,0.10823140529893432,0.64,0.0255076965371783,0.74,0.0037997897250916794,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0433 3484 1000),,-9.7002,31.4934,macroseismic,297.58,6.6,0.5298,0.51,0.07260433827584006,0.47,4.157841450645958,0.73,0.16604542090429417,0.64,0.04112823963062072,0.74,0.006254747475446656,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0434 3375 1000),,-9.6826,30.51,macroseismic,641.75,5.9,0.52,0.51,0.04124283744833888,0.47,2.2631689762248226,0.73,0.09120189349791458,0.64,0.02107092929097482,0.74,0.0031130025574244804,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0434 3376 1000),,-9.6827,30.519,macroseismic,641.75,3.4,0.5298,0.51,0.005472119261816834,0.47,0.257822464055141,0.73,0.010730892033529579,0.64,0.0019334782517157955,0.74,0.0002575896418220895,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0434 3488 1000),,-9.6899,31.5296,macroseismic,350.31,4.1,0.5298,0.51,0.009633178087427915,0.47,0.4736654395750486,0.73,0.019537044857809882,0.64,0.003773946357991026,0.74,0.0005175576094678517,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0436 3434 1000),,-9.6654,31.0425,macroseismic,375.79,5.0,0.5298,0.51,0.01993237562285764,0.47,1.0353670498698244,0.73,0.04221155628955127,0.64,0.0089174299468603,0.74,0.0012693140517176682,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0437 3369 1000),,-9.651,30.456,macroseismic,690.2,2.7,0.5298,0.51,0.003108433057479368,0.47,0.14033623190051728,0.73,0.005894035903246488,0.64,0.0009905647286009619,0.74,0.0001282029717276408,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0439 3487 1000),,-9.6372,31.5208,macroseismic,400.4,4.6,0.5298,0.51,0.014428068169629056,0.47,0.7313932423587083,0.73,0.0299731563835941,0.64,0.006085056325581227,0.74,0.0008519398138903978,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0440 3365 1000),,-9.6195,30.4201,macroseismic,603.31,,,0.51,,0.47,,0.73,,0.64,,0.74,,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0441 3365 1000),,-9.6091,30.4201,macroseismic,603.31,5.4,0.52,0.51,0.027536576158338478,0.47,1.4656751879454657,0.73,0.059447041932535284,0.64,0.013068171041056927,0.74,0.0018911643001288335,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0442 3361 1000),,-9.5985,30.3841,macroseismic,441.29,3.8,0.5298,0.51,0.007559732550280279,0.47,0.3649758687106111,0.73,0.015112444192176047,0.64,0.002833442443411836,0.74,0.0003837855052795582,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0442 3362 1000),,-9.5985,30.3931,macroseismic,474.6,5.5,0.5106,0.51,0.029853665286699648,0.47,1.5987243323368523,0.73,0.06475972118965781,0.64,0.014378334602231979,0.74,0.002089389001739694,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0442 3363 1000),,-9.5986,30.4021,macroseismic,474.6,5.6,0.4847,0.51,0.03236572789316854,0.47,1.7438512378644522,0.73,0.07054718539774715,0.64,0.015819850022181912,0.74,0.0023083908681511152,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0442 3364 1000),,-9.5986,30.4112,macroseismic,566.5,5.6,0.493,0.51,0.03236572789316854,0.47,1.7438512378644522,0.73,0.07054718539774715,0.64,0.015819850022181912,0.74,0.0023083908681511152,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0442 3365 1000),,-9.5987,30.4202,macroseismic,566.5,4.3,0.52,0.51,0.011322570349026957,0.47,0.563564198896224,0.73,0.023185064906546426,0.64,0.004568601465928553,0.74,0.0006317405945936701,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0442 3367 1000),,-9.5988,30.4382,macroseismic,634.77,,,0.51,,0.47,,0.73,,0.64,,0.74,,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0443 3361 1000),,-9.5881,30.3841,macroseismic,332.02,5.3,0.5298,0.51,0.025399327661846403,0.47,1.3436986684370715,0.73,0.054570197795925326,0.64,0.011877390468560149,0.74,0.001711745590267712,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0443 3362 1000),,-9.5881,30.3932,macroseismic,412.2,3.4,0.5298,0.51,0.005472119261816834,0.47,0.257822464055141,0.73,0.010730892033529579,0.64,0.0019334782517157955,0.74,0.0002575896418220895,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0443 3364 1000),,-9.5882,30.4112,macroseismic,527.77,5.2,0.52,0.51,0.023427961485272857,0.47,1.2318732870756217,0.73,0.050093434268200523,0.64,0.010795114626172966,0.74,0.0015493487084127762,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0443 3366 1000),,-9.5883,30.4293,macroseismic,603.37,,,0.51,,0.47,,0.73,,0.64,,0.74,,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0444 3345 1000),,-9.5768,30.2398,macroseismic,389.16,6.3,0.5298,0.51,0.05697697835273569,0.47,3.2037629698547136,0.73,0.1284407224862065,0.64,0.030878684734206963,0.74,0.004638095115109002,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0444 3363 1000),,-9.5778,30.4022,macroseismic,412.2,5.6,0.5298,0.51,0.03236572789316854,0.47,1.7438512378644522,0.73,0.07054718539774715,0.64,0.015819850022181912,0.74,0.0023083908681511152,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0444 3364 1000),,-9.5778,30.4113,macroseismic,527.77,7.1,0.5298,0.51,0.10874296442435272,0.47,6.420179488986249,0.73,0.2547419737102467,0.64,0.06631457656900912,0.74,0.010295797613027756,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0444 3366 1000),,-9.5779,30.4293,macroseismic,603.37,,,0.51,,0.47,,0.73,,0.64,,0.74,,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0445 3363 1000),,-9.5674,30.4023,macroseismic,456.41,4.8,0.5298,0.51,0.016958351165996137,0.47,0.8702071383502098,0.73,0.035569840846728644,0.64,0.007366346686524448,0.74,0.00103989382967148,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0445 3364 1000),,-9.5674,30.4113,macroseismic,531.87,7.1,0.5106,0.51,0.10874296442435272,0.47,6.420179488986249,0.73,0.2547419737102467,0.64,0.06631457656900912,0.74,0.010295797613027756,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0445 3365 1000),,-9.5675,30.4203,macroseismic,531.87,6.6,0.5106,0.51,0.07260433827584006,0.47,4.157841450645958,0.73,0.16604542090429417,0.64,0.04112823963062072,0.74,0.006254747475446656,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0445 3366 1000),,-9.5675,30.4294,macroseismic,607.07,3.4,0.5298,0.51,0.005472119261816834,0.47,0.257822464055141,0.73,0.010730892033529579,0.64,0.0019334782517157955,0.74,0.0002575896418220895,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0445 3367 1000),,-9.5676,30.4384,macroseismic,607.07,5.6,0.5106,0.51,0.03236572789316854,0.47,1.7438512378644522,0.73,0.07054718539774715,0.64,0.015819850022181912,0.74,0.0023083908681511152,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0446 3347 1000),,-9.5561,30.2579,macroseismic,355.76,7.2,0.5298,0.51,0.11789323565649847,0.47,7.00298214190292,0.73,0.2775078230385409,0.64,0.0729630158588306,0.74,0.01137496424574667,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0446 3366 1000),,-9.5571,30.4294,macroseismic,623.19,3.8,0.5298,0.51,0.007559732550280279,0.47,0.3649758687106111,0.73,0.015112444192176047,0.64,0.002833442443411836,0.74,0.0003837855052795582,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0447 3296 1000),,-9.5432,29.7978,macroseismic,501.22,5.2,0.5298,0.51,0.023427961485272857,0.47,1.2318732870756217,0.73,0.050093434268200523,0.64,0.010795114626172966,0.74,0.0015493487084127762,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0447 3357 1000),,-9.5462,30.3482,macroseismic,278.02,5.0,0.5298,0.51,0.01993237562285764,0.47,1.0353670498698244,0.73,0.04221155628955127,0.64,0.0089174299468603,0.74,0.0012693140517176682,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0447 3358 1000),,-9.5463,30.3573,macroseismic,278.02,6.3,0.5298,0.51,0.05697697835273569,0.47,3.2037629698547136,0.73,0.1284407224862065,0.64,0.030878684734206963,0.74,0.004638095115109002,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0447 3359 1000),,-9.5463,30.3663,macroseismic,277.34,6.0,0.5298,0.51,0.04471325184280872,0.47,2.4686119682167473,0.73,0.09935244888377458,0.64,0.023183417998874262,0.74,0.0034392957319610744,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0447 3360 1000),,-9.5464,30.3753,macroseismic,376.74,6.0,0.52,0.51,0.04471325184280872,0.47,2.4686119682167473,0.73,0.09935244888377458,0.64,0.023183417998874262,0.74,0.0034392957319610744,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0447 3362 1000),,-9.5465,30.3933,macroseismic,469.73,5.6,0.52,0.51,0.03236572789316854,0.47,1.7438512378644522,0.73,0.07054718539774715,0.64,0.015819850022181912,0.74,0.0023083908681511152,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0447 3363 1000),,-9.5465,30.4024,macroseismic,469.73,6.0,0.5298,0.51,0.04471325184280872,0.47,2.4686119682167473,0.73,0.09935244888377458,0.64,0.023183417998874262,0.74,0.0034392957319610744,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0447 3364 1000),,-9.5466,30.4114,macroseismic,531.42,5.3,0.5298,0.51,0.025399327661846403,0.47,1.3436986684370715,0.73,0.054570197795925326,0.64,0.011877390468560149,0.74,0.001711745590267712,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0447 3368 1000),,-9.5468,30.4475,macroseismic,714.23,6.0,0.5298,0.51,0.04471325184280872,0.47,2.4686119682167473,0.73,0.09935244888377458,0.64,0.023183417998874262,0.74,0.0034392957319610744,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0448 3343 1000),,-9.5352,30.2219,macroseismic,281.55,4.3,0.5298,0.51,0.011322570349026957,0.47,0.563564198896224,0.73,0.023185064906546426,0.64,0.004568601465928553,0.74,0.0006317405945936701,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0448 3358 1000),,-9.5359,30.3573,macroseismic,272.61,5.1,0.5106,0.51,0.02160960268959844,0.47,1.1293542451564649,0.73,0.04598393002287954,0.64,0.009811456489595435,0.74,0.0014023587581638854,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0448 3359 1000),,-9.5359,30.3663,macroseismic,288.07,6.8,0.5298,0.51,0.08533712553758507,0.47,4.946973940874865,0.73,0.19704995761229174,0.64,0.049788343035044653,0.74,0.007634662918461771,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0448 3362 1000),,-9.5361,30.3934,macroseismic,451.6,6.0,0.5298,0.51,0.04471325184280872,0.47,2.4686119682167473,0.73,0.09935244888377458,0.64,0.023183417998874262,0.74,0.0034392957319610744,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0448 3363 1000),,-9.5361,30.4024,macroseismic,451.6,5.1,0.52,0.51,0.02160960268959844,0.47,1.1293542451564649,0.73,0.04598393002287954,0.64,0.009811456489595435,0.74,0.0014023587581638854,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0449 3359 1000),,-9.5255,30.3664,macroseismic,288.07,5.3,0.5298,0.51,0.025399327661846403,0.47,1.3436986684370715,0.73,0.054570197795925326,0.64,0.011877390468560149,0.74,0.001711745590267712,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0449 3360 1000),,-9.5256,30.3754,macroseismic,394.39,5.0,0.5298,0.51,0.01993237562285764,0.47,1.0353670498698244,0.73,0.04221155628955127,0.64,0.0089174299468603,0.74,0.0012693140517176682,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0449 3361 1000),,-9.5256,30.3844,macroseismic,394.39,4.5,0.5106,0.51,0.013308235158236799,0.47,0.6705251845321106,0.73,0.027514255028486954,0.64,0.0055305818828848725,0.74,0.0007711145031137907,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0449 3363 1000),,-9.5257,30.4025,macroseismic,451.6,5.3,0.5298,0.51,0.025399327661846403,0.47,1.3436986684370715,0.73,0.054570197795925326,0.64,0.011877390468560149,0.74,0.001711745590267712,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0450 3356 1000),,-9.515,30.3393,macroseismic,299.71,5.0,0.5298,0.51,0.01993237562285764,0.47,1.0353670498698244,0.73,0.04221155628955127,0.64,0.0089174299468603,0.74,0.0012693140517176682,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0450 3357 1000),,-9.515,30.3484,macroseismic,272.6,5.0,0.5298,0.51,0.01993237562285764,0.47,1.0353670498698244,0.73,0.04221155628955127,0.64,0.0089174299468603,0.74,0.0012693140517176682,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0450 3363 1000),,-9.5153,30.4025,macroseismic,495.25,6.0,0.5298,0.51,0.04471325184280872,0.47,2.4686119682167473,0.73,0.09935244888377458,0.64,0.023183417998874262,0.74,0.0034392957319610744,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0451 3354 1000),,-9.5045,30.3213,macroseismic,297.74,4.1,0.5298,0.51,0.009633178087427915,0.47,0.4736654395750486,0.73,0.019537044857809882,0.64,0.003773946357991026,0.74,0.0005175576094678517,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0451 3356 1000),,-9.5046,30.3394,macroseismic,286.27,5.2,0.5298,0.51,0.023427961485272857,0.47,1.2318732870756217,0.73,0.050093434268200523,0.64,0.010795114626172966,0.74,0.0015493487084127762,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0451 3358 1000),,-9.5047,30.3574,macroseismic,299.29,4.9,0.5298,0.51,0.01838532636057791,0.47,0.9492016632988585,0.73,0.03874865596523403,0.64,0.008104867706592645,0.74,0.0011488915746477165,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
UTM:(29R 0451 3360 1000),,-9.5048,30.3755,macroseismic,472.8,5.3,0.5298,0.51,0.025399327661846403,0.47,1.3436986684370715,0.73,0.054570197795925326,0.64,0.011877390468560149,0.74,0.001711745590267712,inferred,Stations_USGS_CataldiEtAl2021,CataldiEtAl2021
