STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES,GMICE
UTM:(29R 0387 3251 1000),,-10.1593,29.3877,macroseismic,806.73,4.3,0.52,1.31,0.02598190857569481,1.38,1.9364623762385174,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0396 3207 1000),,-10.0625,28.9914,macroseismic,620.21,2.0,0.5298,1.31,0.005647377806383286,1.38,0.39097142311863653,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0397 3207 1000),,-10.0522,28.9915,macroseismic,580.8,3.1,0.5298,1.31,0.011717898304744541,1.38,0.8403714682413803,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0399 3272 1000),,-10.0376,29.5782,macroseismic,776.1,3.1,0.5298,1.31,0.011717898304744541,1.38,0.8403714682413803,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0402 3152 1000),,-9.9962,28.4955,macroseismic,847.9,2.0,0.5298,1.31,0.005647377806383286,1.38,0.39097142311863653,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0421 3412 1000),,-9.8209,30.8431,macroseismic,612.22,3.1,0.5298,1.31,0.011717898304744541,1.38,0.8403714682413803,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0424 3459 1000),,-9.7931,31.2673,macroseismic,493.47,7.2,0.5298,1.31,0.1779942285516173,1.38,14.55935025344195,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0426 3486 1000),,-9.7741,31.511,macroseismic,368.3,5.0,0.4619,1.31,0.041342825739454296,1.38,3.151297652809733,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0426 3487 1000),,-9.7741,31.5201,macroseismic,368.3,5.0,0.5298,1.31,0.041342825739454296,1.38,3.151297652809733,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0427 3412 1000),,-9.7582,30.8435,macroseismic,369.51,3.8,0.5298,1.31,0.018645705962451423,1.38,1.3675766014630482,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0427 3484 1000),,-9.7634,31.4931,macroseismic,315.58,4.3,0.52,1.31,0.02598190857569481,1.38,1.9364623762385174,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0427 3486 1000),,-9.7635,31.5111,macroseismic,368.3,5.4,0.5016,1.31,0.05391057104574011,1.38,4.16231886548893,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0428 3284 1000),,-9.739,29.6885,macroseismic,382.4,4.8,0.5298,1.31,0.03620455962328231,1.38,2.7419937797821756,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0428 3285 1000),,-9.7391,29.6975,macroseismic,435.67,4.3,0.5298,1.31,0.02598190857569481,1.38,1.9364623762385174,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0428 3485 1000),,-9.7529,31.5021,macroseismic,351.81,5.3,0.5298,1.31,0.05044933992039312,1.38,3.882610878796682,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0428 3486 1000),,-9.753,31.5112,macroseismic,258.14,4.8,0.5298,1.31,0.03620455962328231,1.38,2.7419937797821756,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0429 3285 1000),,-9.7288,29.6976,macroseismic,435.67,3.8,0.5298,1.31,0.018645705962451423,1.38,1.3675766014630482,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0429 3479 1000),,-9.742,31.4481,macroseismic,298.07,5.6,0.5298,1.31,0.06156173055134199,1.38,4.78363801106176,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0430 3284 1000),,-9.7184,29.6886,macroseismic,388.07,6.0,0.5298,1.31,0.08027579124616066,1.38,6.318358001301276,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0430 3479 1000),,-9.7314,31.4481,macroseismic,305.37,4.3,0.5298,1.31,0.02598190857569481,1.38,1.9364623762385174,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0431 3284 1000),,-9.708,29.6887,macroseismic,446.19,3.4,0.5298,1.31,0.014298979911392451,1.38,1.0353942293947203,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0431 3379 1000),,-9.7142,30.5459,macroseismic,693.85,4.2,0.52,1.31,0.02431378692694037,1.38,1.806332030614617,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0432 3378 1000),,-9.7037,30.537,macroseismic,615.62,5.4,0.5106,1.31,0.05391057104574011,1.38,4.16231886548893,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0432 3379 1000),,-9.7037,30.546,macroseismic,694.8,5.8,0.5298,1.31,0.07029876692013824,1.38,5.49770292963534,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0433 3378 1000),,-9.6932,30.537,macroseismic,615.62,6.1,0.52,1.31,0.08578335720661735,1.38,6.773540158595532,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0433 3484 1000),,-9.7002,31.4934,macroseismic,297.58,6.6,0.5298,1.31,0.11953504730509384,1.38,9.591203634976305,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0434 3375 1000),,-9.6826,30.51,macroseismic,641.75,5.9,0.52,1.31,0.07512182863950746,1.38,5.893764102357588,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0434 3376 1000),,-9.6827,30.519,macroseismic,641.75,3.4,0.5298,1.31,0.014298979911392451,1.38,1.0353942293947203,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0434 3488 1000),,-9.6899,31.5296,macroseismic,350.31,4.1,0.5298,1.31,0.02275276402448995,1.38,1.6849464491854573,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0436 3434 1000),,-9.6654,31.0425,macroseismic,375.79,5.0,0.5298,1.31,0.041342825739454296,1.38,3.151297652809733,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0437 3369 1000),,-9.651,30.456,macroseismic,690.2,2.7,0.5298,1.31,0.008986197293934637,1.38,0.6362464580296521,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0439 3487 1000),,-9.6372,31.5208,macroseismic,400.4,4.6,0.5298,1.31,0.03170489955806069,1.38,2.3858520256442723,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0440 3365 1000),,-9.6195,30.4201,macroseismic,603.31,,,1.31,,1.38,,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0441 3365 1000),,-9.6091,30.4201,macroseismic,603.31,5.4,0.52,1.31,0.05391057104574011,1.38,4.16231886548893,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0442 3361 1000),,-9.5985,30.3841,macroseismic,441.29,3.8,0.5298,1.31,0.018645705962451423,1.38,1.3675766014630482,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0442 3362 1000),,-9.5985,30.3931,macroseismic,474.6,5.5,0.5106,1.31,0.057609270509066786,1.38,4.462177354062959,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0442 3363 1000),,-9.5986,30.4021,macroseismic,474.6,5.6,0.4847,1.31,0.06156173055134199,1.38,4.78363801106176,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0442 3364 1000),,-9.5986,30.4112,macroseismic,566.5,5.6,0.493,1.31,0.06156173055134199,1.38,4.78363801106176,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0442 3365 1000),,-9.5987,30.4202,macroseismic,566.5,4.3,0.52,1.31,0.02598190857569481,1.38,1.9364623762385174,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0442 3367 1000),,-9.5988,30.4382,macroseismic,634.77,,,1.31,,1.38,,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0443 3361 1000),,-9.5881,30.3841,macroseismic,332.02,5.3,0.5298,1.31,0.05044933992039312,1.38,3.882610878796682,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0443 3362 1000),,-9.5881,30.3932,macroseismic,412.2,3.4,0.5298,1.31,0.014298979911392451,1.38,1.0353942293947203,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0443 3364 1000),,-9.5882,30.4112,macroseismic,527.77,5.2,0.52,1.31,0.047210330906047496,1.38,3.621699279490352,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0443 3366 1000),,-9.5883,30.4293,macroseismic,603.37,,,1.31,,1.38,,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0444 3345 1000),,-9.5768,30.2398,macroseismic,389.16,6.3,0.5298,1.31,0.0979580037774538,1.38,7.784642459943965,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0444 3363 1000),,-9.5778,30.4022,macroseismic,412.2,5.6,0.5298,1.31,0.06156173055134199,1.38,4.78363801106176,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0444 3364 1000),,-9.5778,30.4113,macroseismic,527.77,7.1,0.5298,1.31,0.16656642966088991,1.38,13.580961360485487,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0444 3366 1000),,-9.5779,30.4293,macroseismic,603.37,,,1.31,,1.38,,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0445 3363 1000),,-9.5674,30.4023,macroseismic,456.41,4.8,0.5298,1.31,0.03620455962328231,1.38,2.7419937797821756,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0445 3364 1000),,-9.5674,30.4113,macroseismic,531.87,7.1,0.5106,1.31,0.16656642966088991,1.38,13.580961360485487,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0445 3365 1000),,-9.5675,30.4203,macroseismic,531.87,6.6,0.5106,1.31,0.11953504730509384,1.38,9.591203634976305,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0445 3366 1000),,-9.5675,30.4294,macroseismic,607.07,3.4,0.5298,1.31,0.014298979911392451,1.38,1.0353942293947203,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0445 3367 1000),,-9.5676,30.4384,macroseismic,607.07,5.6,0.5106,1.31,0.06156173055134199,1.38,4.78363801106176,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0446 3347 1000),,-9.5561,30.2579,macroseismic,355.76,7.2,0.5298,1.31,0.1779942285516173,1.38,14.55935025344195,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0446 3366 1000),,-9.5571,30.4294,macroseismic,623.19,3.8,0.5298,1.31,0.018645705962451423,1.38,1.3675766014630482,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0447 3296 1000),,-9.5432,29.7978,macroseismic,501.22,5.2,0.5298,1.31,0.047210330906047496,1.38,3.621699279490352,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0447 3357 1000),,-9.5462,30.3482,macroseismic,278.02,5.0,0.5298,1.31,0.041342825739454296,1.38,3.151297652809733,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0447 3358 1000),,-9.5463,30.3573,macroseismic,278.02,6.3,0.5298,1.31,0.0979580037774538,1.38,7.784642459943965,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0447 3359 1000),,-9.5463,30.3663,macroseismic,277.34,6.0,0.5298,1.31,0.08027579124616066,1.38,6.318358001301276,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0447 3360 1000),,-9.5464,30.3753,macroseismic,376.74,6.0,0.52,1.31,0.08027579124616066,1.38,6.318358001301276,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0447 3362 1000),,-9.5465,30.3933,macroseismic,469.73,5.6,0.52,1.31,0.06156173055134199,1.38,4.78363801106176,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0447 3363 1000),,-9.5465,30.4024,macroseismic,469.73,6.0,0.5298,1.31,0.08027579124616066,1.38,6.318358001301276,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0447 3364 1000),,-9.5466,30.4114,macroseismic,531.42,5.3,0.5298,1.31,0.05044933992039312,1.38,3.882610878796682,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0447 3368 1000),,-9.5468,30.4475,macroseismic,714.23,6.0,0.5298,1.31,0.08027579124616066,1.38,6.318358001301276,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0448 3343 1000),,-9.5352,30.2219,macroseismic,281.55,4.3,0.5298,1.31,0.02598190857569481,1.38,1.9364623762385174,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0448 3358 1000),,-9.5359,30.3573,macroseismic,272.61,5.1,0.5106,1.31,0.04417927663227062,1.38,3.3783209496198907,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0448 3359 1000),,-9.5359,30.3663,macroseismic,288.07,6.8,0.5298,1.31,0.13649984095688017,1.38,11.022905203279514,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0448 3362 1000),,-9.5361,30.3934,macroseismic,451.6,6.0,0.5298,1.31,0.08027579124616066,1.38,6.318358001301276,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0448 3363 1000),,-9.5361,30.4024,macroseismic,451.6,5.1,0.52,1.31,0.04417927663227062,1.38,3.3783209496198907,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0449 3359 1000),,-9.5255,30.3664,macroseismic,288.07,5.3,0.5298,1.31,0.05044933992039312,1.38,3.882610878796682,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0449 3360 1000),,-9.5256,30.3754,macroseismic,394.39,5.0,0.5298,1.31,0.041342825739454296,1.38,3.151297652809733,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0449 3361 1000),,-9.5256,30.3844,macroseismic,394.39,4.5,0.5106,1.31,0.029669343579934407,1.38,2.2255226784210906,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0449 3363 1000),,-9.5257,30.4025,macroseismic,451.6,5.3,0.5298,1.31,0.05044933992039312,1.38,3.882610878796682,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0450 3356 1000),,-9.515,30.3393,macroseismic,299.71,5.0,0.5298,1.31,0.041342825739454296,1.38,3.151297652809733,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0450 3357 1000),,-9.515,30.3484,macroseismic,272.6,5.0,0.5298,1.31,0.041342825739454296,1.38,3.151297652809733,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0450 3363 1000),,-9.5153,30.4025,macroseismic,495.25,6.0,0.5298,1.31,0.08027579124616066,1.38,6.318358001301276,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0451 3354 1000),,-9.5045,30.3213,macroseismic,297.74,4.1,0.5298,1.31,0.02275276402448995,1.38,1.6849464491854573,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0451 3356 1000),,-9.5046,30.3394,macroseismic,286.27,5.2,0.5298,1.31,0.047210330906047496,1.38,3.621699279490352,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0451 3358 1000),,-9.5047,30.3574,macroseismic,299.29,4.9,0.5298,1.31,0.03868848406798908,1.38,2.9395303302137337,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0451 3360 1000),,-9.5048,30.3755,macroseismic,472.8,5.3,0.5298,1.31,0.05044933992039312,1.38,3.882610878796682,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0452 3338 1000),,-9.4934,30.177,macroseismic,265.8,5.6,0.5298,1.31,0.06156173055134199,1.38,4.78363801106176,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0452 3357 1000),,-9.4942,30.3484,macroseismic,299.29,7.3,0.5298,1.31,0.19020606650563443,1.38,15.608223466355733,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0452 3361 1000),,-9.4944,30.3845,macroseismic,472.8,4.8,0.5298,1.31,0.03620455962328231,1.38,2.7419937797821756,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0453 3357 1000),,-9.4838,30.3485,macroseismic,302.94,4.1,0.5298,1.31,0.02275276402448995,1.38,1.6849464491854573,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0454 3353 1000),,-9.4732,30.3124,macroseismic,290.59,4.6,0.5298,1.31,0.03170489955806069,1.38,2.3858520256442723,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0455 3351 1000),,-9.4628,30.2944,macroseismic,347.23,6.3,0.5298,1.31,0.0979580037774538,1.38,7.784642459943965,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0458 3487 1000),,-9.4371,31.5217,macroseismic,431.12,4.1,0.5298,1.31,0.02275276402448995,1.38,1.6849464491854573,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0460 3361 1000),,-9.4111,30.3848,macroseismic,341.52,6.1,0.5298,1.31,0.08578335720661735,1.38,6.773540158595532,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0462 3359 1000),,-9.3902,30.3668,macroseismic,351.53,5.8,0.5298,1.31,0.07029876692013824,1.38,5.49770292963534,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0463 3399 1000),,-9.3812,30.7278,macroseismic,570.04,5.2,0.5298,1.31,0.047210330906047496,1.38,3.621699279490352,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0473 3360 1000),,-9.2758,30.3761,macroseismic,335.46,6.0,0.5298,1.31,0.08027579124616066,1.38,6.318358001301276,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0478 3335 1000),,-9.2233,30.1506,macroseismic,671.7,,,1.31,,1.38,,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0479 3361 1000),,-9.2134,30.3853,macroseismic,312.67,6.4,0.5298,1.31,0.10467871196087891,1.38,8.345457524229971,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0479 3362 1000),,-9.2134,30.3943,macroseismic,362.74,5.2,0.52,1.31,0.047210330906047496,1.38,3.621699279490352,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0483 3364 1000),,-9.1718,30.4124,macroseismic,365.24,2.0,0.5298,1.31,0.005647377806383286,1.38,0.39097142311863653,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0502 3287 1000),,-8.9741,29.7176,macroseismic,821.66,3.8,0.5298,1.31,0.018645705962451423,1.38,1.3675766014630482,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0511 3370 1000),,-8.8802,30.4666,macroseismic,316.01,5.8,0.52,1.31,0.07029876692013824,1.38,5.49770292963534,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0511 3371 1000),,-8.8802,30.4757,macroseismic,297.59,6.1,0.52,1.31,0.08578335720661735,1.38,6.773540158595532,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0519 3375 1000),,-8.7968,30.5116,macroseismic,326.04,7.4,0.5298,1.31,0.20325573491869928,1.38,16.732658774941203,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0520 3463 1000),,-8.7846,31.3057,macroseismic,314.54,8.9,0.5298,1.31,0.5499452625892756,1.38,47.50476347816842,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
UTM:(29R 0521 3490 1000),,-8.7735,31.5493,macroseismic,302.07,6.1,0.5298,1.31,0.08578335720661735,1.38,6.773540158595532,,,,,,,inferred,Stations_USGS_AhmadzadehEtAl2020,AhmadzadehEtAl2020
