ID_1,NAME_1,ID_2,NAME_2,TAXONOMY,GEM_TAXONOMY,AFFECTED_UNITS,DAMAGED_UNITS,DS2_MODARATE_DAMAGED,DS3_EXTENSIVE,DS4_COMPLETE,COLLAPSED_UNITS,UNIT_TYPES,CAUSE_OF_DAMAGE,REFERENCE,COMMENTS
SV03,Chalatenango,SV0328,San José Las Flores,,COM6 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV03,Chalatenango,SV0310,El Paraíso,,RES ,,34.0,,,,,,Shaking,ProteccionCivil ,
SV03,Chalatenango,SV0310,El Paraíso,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV03,Chalatenango,SV0310,El Paraíso,,COM6 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV03,Chalatenango,SV0321,San Antonio Los Ranchos,,COM6 ,,3.0,,,,,,Shaking,ProteccionCivil ,
SV03,Chalatenango,SV0312,La Palma,,COM6 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV03,Chalatenango,SV0313,La Reina,,COM6 ,,3.0,,,,,,Shaking,ProteccionCivil ,
SV03,Chalatenango,SV0325,San Ignacio,,COM6 ,,3.0,,,,,,Shaking,ProteccionCivil ,
SV03,Chalatenango,SV0304,Citalá,,COM6 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV03,Chalatenango,SV0301,Agua Caliente,,COM6 ,,3.0,,,,,,Shaking,ProteccionCivil ,
SV03,Chalatenango,SV0317,Nueva Trinidad,,COM6 ,,3.0,,,,,,Shaking,ProteccionCivil ,
SV03,Chalatenango,SV0305,Comalapa,,COM6 ,,2.0,,,,,,Shaking,ProteccionCivil ,
SV03,Chalatenango,SV0331,San Rafael,,COM6 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV03,Chalatenango,SV0332,Santa Rita,,COM6 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV03,Chalatenango,SV0320,San Antonio de la Cruz,,RES ,,10.0,,,,,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0402,Cojutepeque,,RES ,,1315.0,,,,486.0,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0402,Cojutepeque,,COM6 ,,18.0,,,,,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0401,Candelaria,,RES ,,442.0,,,,909.0,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0401,Candelaria,,COM6 ,,8.0,,,,,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0414,Santa Cruz Michapa,,RES ,,453.0,,,,375.0,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0414,Santa Cruz Michapa,,COM6 ,,11.0,,,,,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0403,El Carmen,,RES ,,423.0,,,,518.0,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0403,El Carmen,,COM6 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0403,El Carmen,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0411,San Rafael Cedros,,RES ,,136.0,,,,95.0,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0411,San Rafael Cedros,,COM6 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0412,San Ramón,,RES ,,223.0,,,,507.0,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0412,San Ramón,,COM6 ,,4.0,,,,,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0412,San Ramón,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0413,Santa CruzAnalquito,,RES ,,,,,,317.0,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0413,Santa CruzAnalquito,,COM6 ,,2.0,,,,,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0410,San Pedro Perulapán,,RES ,,63.0,,,,98.0,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0410,San Pedro Perulapán,,COM6 ,,7.0,,,,,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0408,San Cristóbal,,RES ,,183.0,,,,528.0,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0408,San Cristóbal,,COM6 ,,6.0,,,,,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0408,San Cristóbal,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0409,San José Guayabal,,RES ,,710.0,,,,9.0,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0409,San José Guayabal,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0405,Monte San Juan,,RES ,,301.0,,,,321.0,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0405,Monte San Juan,,COM6 ,,8.0,,,,,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0405,Monte San Juan,,ASS1 ,,2.0,,,,,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0407,San Bartolomé Perulapía,,RES ,,17.0,,,,,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0406,Oratorio de Concepción,,RES ,,25.0,,,,23.0,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0404,El Rosario,,RES ,,42.0,,,,27.0,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0415,Suchitoto,,RES ,,105.0,,,,6.0,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0415,Suchitoto,,COM6 ,,13.0,,,,,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0416,Tenancingo,,RES ,,324.0,,,,63.0,,Shaking,ProteccionCivil ,
SV04,Cuscatlán,SV0416,Tenancingo,,COM6 ,,2.0,,,,,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0704,Conchagua,,RES ,,370.0,,,,53.0,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0704,Conchagua,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0704,Conchagua,,COM6 ,,5.0,,,,,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0705,El Carmen,,RES ,,580.0,,,,79.0,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0705,El Carmen,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0705,El Carmen,,COM6 ,,13.0,,,,,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0708,La Unión,,RES ,,440.0,,,,35.0,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0708,La Unión,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0708,La Unión,,COM6 ,,22.0,,,,,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0714,San Alejo,,RES ,,105.0,,,,56.0,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0714,San Alejo,,COM6 ,,13.0,,,,,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0706,El Sauce,,COM6 ,,3.0,,,,,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0707,Intipucá,,RES ,,194.0,,,,17.0,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0707,Intipucá,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0707,Intipucá,,COM6 ,,4.0,,,,,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0717,Yayantique,,RES ,,126.0,,,,4.0,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0717,Yayantique,,COM6 ,,4.0,,,,,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0712,Pasaquina,,RES ,,9.0,,,,2.0,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0712,Pasaquina,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0712,Pasaquina,,COM6 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0710,Meanguera,,RES ,,1.0,,,,3.0,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0710,Meanguera,,COM6 ,,,,,,,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0718,Yucuaiquín,,RES ,,21.0,,,,19.0,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0703,Concepción de Oriente,,COM6 ,,7.0,,,,,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0711,Nueva Esparta,,COM6 ,,7.0,,,,,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0713,Polorós,,COM6 ,,2.0,,,,,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0716,Santa Rosa de Lima,,COM6 ,,10.0,,,,,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0709,Lislique,,COM6 ,,2.0,,,,,,Shaking,ProteccionCivil ,
SV07,La Unión,SV0701,Anamorós,,COM6 ,,3.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0510,Nueva San Salvador,,RES ,,1630.0,,,,1100.0,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0510,Nueva San Salvador,,COM6 ,,48.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0510,Nueva San Salvador,,ASS1 ,,7.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0505,Comasagua,,RES ,,850.0,,,,2100.0,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0505,Comasagua,,COM6 ,,2.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0505,Comasagua,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0515,San José Villanueva,,RES ,,948.0,,,,1304.0,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0515,San José Villanueva,,COM6 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0504,Colón,,RES ,,1229.0,,,,660.0,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0504,Colón,,COM6 ,,6.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0514,Sacacoyo,,RES ,,455.0,,,,746.0,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0514,Sacacoyo,,COM6 ,,2.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0514,Sacacoyo,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0521,Tepecoyo,,RES ,,450.0,,,,1134.0,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0521,Tepecoyo,,COM6 ,,8.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0521,Tepecoyo,,ASS1 ,,3.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0518,Talnique,,RES ,,587.0,,,,822.0,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0518,Talnique,,COM6 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0518,Talnique,,ASS1 ,,5.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0512,San Juan Opico,,RES ,,1929.0,,,,912.0,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0512,San Juan Opico,,COM6 ,,2.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0512,San Juan Opico,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0503,Ciudad Arce,,RES ,,2755.0,,,,2000.0,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0503,Ciudad Arce,,COM6 ,,2.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0513,Quezaltepeque,,RES ,,53.0,,,,10.0,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0513,Quezaltepeque,,COM6 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0513,Quezaltepeque,,ASS1 ,,8.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0506,Huizúcar,,RES ,,410.0,,,,859.0,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0506,Huizúcar,,COM6 ,,2.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0506,Huizúcar,,ASS1 ,,5.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0507,Jayaque,,RES ,,940.0,,,,1923.0,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0507,Jayaque,,COM6 ,,5.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0507,Jayaque,,ASS1 ,,2.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0509,La Libertad,,RES ,,409.0,,,,783.0,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0509,La Libertad,,COM6 ,,5.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0509,La Libertad,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0502,Chiltiupán,,RES ,,650.0,,,,185.0,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0502,Chiltiupán,,COM6 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0502,Chiltiupán,,ASS1 ,,4.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0501,Antiguo Cuscatlán,,RES ,,12.0,,,,18.0,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0501,Antiguo Cuscatlán,,ASS1 ,,3.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0517,San Pablo Tacachico,,RES ,,25.0,,,,25.0,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0519,Tamanique,,RES ,,424.0,,,,523.0,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0520,Teotepeque,,RES ,,604.0,,,,167.0,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0522,Zaragoza,,RES ,,75.0,,,,58.0,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0522,Zaragoza,,ASS1 ,,3.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0508,Jicalapa,,RES ,,25.0,,,,8.0,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0508,Jicalapa,,COM6 ,,4.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0511,Nuevo Cuscatlán,,RES ,,83.0,,,,386.0,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0511,Nuevo Cuscatlán,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0516,San Matías,,RES ,,15.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0601,Cuyultitán,,RES ,,249.0,,,,125.0,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0601,Cuyultitán,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0601,Cuyultitán,,COM6 ,,5.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0606,Paraíso de Osorio,,RES ,,258.0,,,,245.0,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0606,Paraíso de Osorio,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0606,Paraíso de Osorio,,COM6 ,,3.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0616,San Pedro Masahuat,,RES ,,2500.0,,,,2915.0,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0616,San Pedro Masahuat,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0616,San Pedro Masahuat,,COM6 ,,18.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0617,San Pedro Nonualco,,RES ,,1500.0,,,,2544.0,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0617,San Pedro Nonualco,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0617,San Pedro Nonualco,,COM6 ,,18.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0622,Zacatecoluca,,RES ,,3697.0,,,,1537.0,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0622,Zacatecoluca,,ASS1 ,,19.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0622,Zacatecoluca,,COM6 ,,72.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0603,Jerusalén,,RES ,,242.0,,,,168.0,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0603,Jerusalén,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0603,Jerusalén,,COM6 ,,4.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0620,Santiago Nonualco,,RES ,,3467.0,,,,1370.0,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0620,Santiago Nonualco,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0620,Santiago Nonualco,,COM6 ,,21.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0612,San Juan Tepezontes,,RES ,,171.0,,,,280.0,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0612,San Juan Tepezontes,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0612,San Juan Tepezontes,,COM6 ,,3.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0605,Olocuilta,,RES ,,790.0,,,,1797.0,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0605,Olocuilta,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0605,Olocuilta,,COM6 ,,19.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0614,San Luis Talpa,,RES ,,2000.0,,,,1000.0,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0614,San Luis Talpa,,ASS1 ,,4.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0614,San Luis Talpa,,COM6 ,,13.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0611,San Juan Talpa,,RES ,,1430.0,,,,542.0,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0611,San Juan Talpa,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0611,San Juan Talpa,,COM6 ,,4.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0602,Rosario de la Paz,,RES ,,750.0,,,,770.0,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0602,Rosario de la Paz,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0602,Rosario de la Paz,,COM6 ,,13.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0613,San Luis la Herradura,,RES ,,2566.0,,,,384.0,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0613,San Luis la Herradura,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0613,San Luis la Herradura,,COM6 ,,15.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0610,San Juan Nonualco,,RES ,,1500.0,,,,600.0,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0610,San Juan Nonualco,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0610,San Juan Nonualco,,COM6 ,,12.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0604,Mercedes la Ceiba,,RES ,,15.0,,,,236.0,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0604,Mercedes la Ceiba,,ASS1 ,,2.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0604,Mercedes la Ceiba,,COM6 ,,6.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0609,San Francisco Chinameca,,RES ,,460.0,,,,200.0,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0609,San Francisco Chinameca,,ASS1 ,,1.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0609,San Francisco Chinameca,,COM6 ,,8.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0618,San Rafael Obrajuelo,,RES ,,1430.0,,,,950.0,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0618,San Rafael Obrajuelo,,ASS1 ,,3.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0618,San Rafael Obrajuelo,,COM6 ,,11.0,,,,,,Shaking,ProteccionCivil ,
SV06,La Paz,SV0615,San Miguel Tepezontes,,RES ,,693.0,,,,265.0,,Shaking,ProteccionCivil ,
