# 19891227_M5.9_Newcastle median gmf, Stations:All, gmlt:GEM, Rupture:AUS
custom_site_id,lon,lat,Allen2012,AtkinsonBoore2006Modified2011,BooreEtAl2014,ChiouYoungs2014,SomervilleEtAl2009YilgarnCraton,ZhaoEtAl2006Asc
m_51,151.48724000000004,-32.68833,0.077467665,0.07124259,0.07600198,0.07931018,0.08472799,0.07047937
m_52,151.65477999999996,-32.92302,0.2689696,0.30784905,0.36648563,0.2980796,0.33488268,0.28070894
m_53,151.75552,-32.9374,0.2641975,0.28265128,0.27883258,0.29160762,0.2374766,0.26761952
m_54,151.66174999999998,-32.9965,0.23318075,0.21442768,0.23737435,0.20844294,0.2921508,0.1997322
m_55,151.58144,-32.90743,0.2521388,0.25265992,0.27313286,0.21453059,0.34049353,0.19582492
m_56,151.66318,-33.03017,0.1980431,0.21876302,0.24423952,0.23526146,0.22975,0.20825298
m_57,151.55176,-33.0802,0.13068974,0.121042624,0.119591825,0.12823115,0.1397738,0.13403657
m_58,151.61401999999998,-32.98482,0.22221684,0.21881251,0.26747018,0.21421711,0.3014893,0.18977378
m_59,150.64783,-32.34296,0.013435495,0.01338677,0.009998927,0.010183429,0.011896724,0.012149837
m_6,151.67224999999996,-32.9209,0.2733902,0.26449963,0.27089867,0.23487285,0.32687488,0.2262315
m_60,151.71506,-33.01383,0.19661556,0.18544987,0.1862333,0.19626702,0.21167587,0.1705144
m_61,151.62097,-32.96239,0.25279322,0.23744941,0.25340766,0.21120425,0.31703058,0.21282336
m_62,151.73505,-32.91028,0.28457493,0.29264116,0.28176162,0.29555055,0.26283264,0.2774634
m_63,151.67272000000003,-32.93654,0.28207132,0.2661248,0.27018672,0.23211212,0.33381766,0.23589948
m_64,150.30829,-32.23724,0.011559316,0.012448409,0.00663753,0.006692706,0.0071713775,0.0078015537
m_65,151.21501,-31.94222,0.0124189025,0.013379692,0.009880387,0.0098730475,0.0106351385,0.010984319
m_66,151.63461,-33.08206,0.14954013,0.16749264,0.17439257,0.17479327,0.15492165,0.15353425
m_67,152.01437999999996,-32.14437,0.013501467,0.013610484,0.012367036,0.012335738,0.014511385,0.014307376
m_68,151.57495,-32.88862,0.23297714,0.22132997,0.21212882,0.18871571,0.3008607,0.18077654
m_69,151.72262,-32.89867,0.2673419,0.24811038,0.23226397,0.24605696,0.25955352,0.263485
m_7,151.68575999999996,-32.88213,0.22272108,0.24113792,0.24603595,0.24361615,0.24520674,0.22964576
m_70,150.69892,-33.69128,0.01588617,0.025823,0.020109665,0.019564703,0.012195711,0.016328273
m_71,151.09845,-32.67853,0.033336952,0.037449647,0.051596075,0.04764975,0.038209356,0.042564735
m_72,151.87622,-32.09073,0.01345608,0.013569309,0.011976241,0.011984133,0.014022924,0.013913853
m_73,151.7498,-32.93099,0.27878708,0.2844555,0.27060932,0.2898045,0.24969509,0.27588606
m_74,151.67345999999998,-32.98003,0.2511944,0.2638002,0.29758444,0.26517293,0.29227436,0.2713514
m_75,151.44843000000003,-33.12446,0.08368039,0.09540932,0.10507036,0.10509606,0.09680508,0.09029813
m_76,150.69619,-32.0229,0.011983177,0.013006306,0.007797078,0.007842018,0.008424147,0.008971074
m_77,151.76076999999998,-32.92858,0.26578808,0.2827851,0.2698321,0.2863324,0.23578878,0.2643274
m_78,151.76302999999996,-32.91878,0.26156,0.27678502,0.2654356,0.28127912,0.23242863,0.25790694
m_79,151.68883,-32.97992,0.24531613,0.23783019,0.23270383,0.2266693,0.26886728,0.21268135
m_8,152.41868,-32.34124,0.016532566,0.02162152,0.02082859,0.020001937,0.015317019,0.01943835
m_80,152.37975,-31.88736,0.01176275,0.012836594,0.00720326,0.007246152,0.007779455,0.00836478
m_81,151.5856,-32.9925,0.20657517,0.21525896,0.27647886,0.22685783,0.28591484,0.21407744
m_82,151.40439000000003,-32.80214,0.099984065,0.093624495,0.09286814,0.10006068,0.10878385,0.086115606
m_83,151.72728,-32.72812,0.08763855,0.118021,0.12433249,0.120480746,0.095279396,0.097675875
m_84,151.64382,-32.98625,0.24119928,0.24507527,0.30995002,0.24631478,0.3163432,0.25821418
m_85,150.19376999999997,-33.57952,0.011515309,0.012012896,0.0066356747,0.0067765666,0.007091039,0.0078056706
m_86,150.98652000000004,-33.89698,0.015777854,0.015886148,0.010853751,0.011421217,0.011559314,0.0126563115
m_87,151.65711999999996,-33.09493,0.13692597,0.16314457,0.17108692,0.16786939,0.14360033,0.14286093
m_88,151.62575000000004,-32.93547,0.2653646,0.26853883,0.36939552,0.29960874,0.3316402,0.27802086
m_89,151.65179,-33.07223,0.15587465,0.17677097,0.19134389,0.18570739,0.16543517,0.16141671
m_9,151.74946,-32.92067,0.28189355,0.29677925,0.2858164,0.3002009,0.25173077,0.27778903
m_90,151.71334000000002,-32.98268,0.22291133,0.20736028,0.18609573,0.19857307,0.2309333,0.1964314
m_91,151.67251,-32.90311,0.24975169,0.2641791,0.28342527,0.2571749,0.2929506,0.25913483
m_92,151.67254000000003,-32.95627,0.27510276,0.28378525,0.30505064,0.26832378,0.31319004,0.23309831
m_93,151.6572,-33.05036,0.17776595,0.19675796,0.21805958,0.21146409,0.19568066,0.18532652
m_94,151.25137,-33.31491,0.033517182,0.027581604,0.033547778,0.033207387,0.03935587,0.03447231
m_95,151.63973999999996,-32.80699,0.14238922,0.15565605,0.15510727,0.16551422,0.15190937,0.14941554
m_96,151.55021999999997,-32.92578,0.24376112,0.25944296,0.28662786,0.23427105,0.32073978,0.22974221
m_97,151.71009000000004,-32.93212,0.28956547,0.25121826,0.21951476,0.22700526,0.29333743,0.23689568
m_98,151.60598,-32.97458,0.2338933,0.23022988,0.27489185,0.21768197,0.31426322,0.19684115
m_99,151.73014999999998,-32.91761,0.29167393,0.29723808,0.31249735,0.31454882,0.27242392,0.29040304
t_0,148.11557,-30.09622,0.0004428466,0.002888396,0.0002897143,0.00018742957,0.00027525978,0.00048711093
t_1,147.57658000000004,-30.09622,0.00035074516,0.0024623377,0.00019708947,0.00011901909,0.00020115513,0.00036264028
t_10,148.11557,-29.97957,0.00041790618,0.0027771879,0.00026386225,0.0001679431,0.00025502354,0.00045338413
t_100,149.73253999999997,-29.97957,0.0007953972,0.004235036,0.0006889661,0.0005112994,0.00056373794,0.0009524284
t_1000,149.3283,-31.8293,0.0026757387,0.005331473,0.0015468972,0.001455392,0.0019253801,0.0023165527
t_1001,149.19354999999996,-31.8293,0.0023544887,0.008143182,0.0025171218,0.0021617115,0.0017143352,0.0026592405
t_1002,149.46303999999998,-31.8293,0.0030526386,0.0057449653,0.0017643812,0.0016746423,0.0021639748,0.0025767866
t_1003,149.64270999999997,-31.8293,0.003660959,0.0055680843,0.0016839188,0.0016624149,0.0025311261,0.0029712906
t_1004,149.73253999999997,-31.8293,0.0040191654,0.005864129,0.0018376479,0.0018220074,0.0027382595,0.0031910494
t_1005,149.55286999999998,-31.8293,0.0033401449,0.006043182,0.0019259825,0.0018376588,0.0023400772,0.0027668513
t_1006,149.37320999999997,-31.8293,0.0027946783,0.004783876,0.0012946686,0.001258111,0.0020016767,0.002400128
t_1007,149.82236999999998,-31.8293,0.004419404,0.0061791814,0.002004968,0.0019955353,0.0029627287,0.0034271807
t_1008,149.55286999999998,-31.75295,0.0031455145,0.0058428035,0.0018169866,0.0017277068,0.0022213983,0.0026389456
t_1009,149.82236999999998,-31.75295,0.0041110157,0.0059378366,0.001876379,0.0018621864,0.0027903283,0.0032459765
t_101,149.3283,-29.97957,0.0006856121,0.0038520377,0.0005601268,0.00040326183,0.00047420693,0.0008106176
t_1010,149.73253999999997,-31.75295,0.0037553238,0.0056474716,0.0017247822,0.0017048486,0.0025862816,0.0030299886
t_1011,149.46303999999998,-31.75295,0.002884793,0.0055642175,0.0016683445,0.0015777937,0.0020588604,0.0024625452
t_1012,149.37320999999997,-31.75295,0.0026495305,0.008712659,0.0028415557,0.00246272,0.0019084417,0.0029329788
t_1013,149.64270999999997,-31.75295,0.0034346492,0.005373297,0.0015847122,0.0015593707,0.0023969298,0.0028278758
t_1014,149.19354999999996,-31.71475,0.0021909468,0.004161154,0.001007095,0.00096024136,0.0016039247,0.001960365
t_1015,149.3283,-31.71475,0.0024742063,0.008378354,0.002649733,0.0022846586,0.0017938637,0.0027717736
t_1016,149.05880000000002,-31.71475,0.0019462928,0.0038844664,0.0008865314,0.0008360028,0.0014347032,0.0017699413
t_1017,148.92404999999997,-31.71475,0.0017344797,0.0036305934,0.00078032573,0.0007271045,0.001284014,0.0015984584
t_1018,149.55286999999998,-31.67653,0.0029580444,0.0056437356,0.0017104165,0.0016202178,0.0021049527,0.0025127179
t_1019,149.73253999999997,-31.67653,0.0035044926,0.010201774,0.0037383975,0.0032967837,0.0024386088,0.0036662996
t_102,149.05880000000002,-29.97957,0.00061689917,0.0035977275,0.00048102357,0.0003383194,0.000417861,0.0007202874
t_1020,149.46303999999998,-31.67653,0.002722185,0.005383952,0.0015740617,0.001482761,0.001955292,0.0023493632
t_1021,149.37320999999997,-31.67653,0.0025081593,0.0051381746,0.0014480599,0.0013558792,0.0018162254,0.0021963662
t_1022,149.64270999999997,-31.67653,0.0032180285,0.005918178,0.0018577806,0.0017688585,0.0022658645,0.0026869539
t_1023,149.82236999999998,-31.67653,0.0038199986,0.0057013095,0.0017525742,0.0017336968,0.0026237764,0.0030697882
t_1024,149.55286999999998,-31.60005,0.0027785748,0.004768198,0.0012871816,0.0012503408,0.0019914035,0.0023888978
t_1025,149.3283,-31.60005,0.0022806674,0.00425872,0.001050727,0.001005324,0.0016647575,0.0020283053
t_1026,149.05880000000002,-31.60005,0.0018155056,0.0037294305,0.000821147,0.00076888804,0.0013421344,0.0016648244
t_1027,149.46303999999998,-31.60005,0.002565629,0.004556454,0.0011872236,0.0011466504,0.0018538838,0.0022379165
t_1028,149.73253999999997,-31.60005,0.0032674053,0.005225095,0.0015102802,0.0014820428,0.0022959514,0.0027193709
t_1029,149.64270999999997,-31.60005,0.0030119193,0.0049909963,0.0013947603,0.0013620415,0.002138629,0.0025492962
t_103,149.59779000000003,-29.97957,0.00075818365,0.0032665902,0.0005007721,0.00038058692,0.0005334768,0.00089481997
t_1030,148.92404999999997,-31.60005,0.0016261552,0.0039923964,0.0009055698,0.0008135732,0.0012053611,0.0015081732
t_1031,149.37320999999997,-31.60005,0.0023713293,0.0043553757,0.0010944968,0.0010505995,0.0017255896,0.0020959869
t_1032,149.82236999999998,-31.60005,0.003546884,0.0054707164,0.0016340473,0.0016106111,0.0024637473,0.0028993597
t_1033,149.19354999999996,-31.60005,0.0020322425,0.0039835456,0.0009291499,0.0008798568,0.0014947249,0.0018377327
t_1034,149.46303999999998,-31.52351,0.00241569,0.004401993,0.0011157956,0.001072647,0.0017551256,0.0021287573
t_1035,149.64270999999997,-31.52351,0.0028167814,0.0048053116,0.0013049281,0.001268761,0.002015745,0.0024155006
t_1036,149.73253999999997,-31.52351,0.0030443668,0.0050212783,0.0014095473,0.001377399,0.0021588143,0.002571186
t_1037,149.37320999999997,-31.52351,0.0022396024,0.0042143064,0.0010307956,0.0009847233,0.0016369933,0.00199733
t_1038,149.82236999999998,-31.52351,0.0032917045,0.0052468767,0.0015211191,0.0014933002,0.002310687,0.0027352208
t_1039,149.55286999999998,-31.52351,0.0026076431,0.0045989146,0.0012070797,0.0011672375,0.001881263,0.0022680676
t_104,149.46303999999998,-29.97957,0.0007215068,0.0039802045,0.0006019715,0.00043807065,0.00050356076,0.0008573327
t_1040,149.19354999999996,-31.48521,0.0018801915,0.003806778,0.0008535651,0.0008021372,0.0013881075,0.0017171174
t_1041,149.05880000000002,-31.48521,0.0016890315,0.003574154,0.0007573279,0.00070361013,0.001251149,0.0015608007
t_1042,148.92404999999997,-31.48521,0.001520522,0.0033580682,0.00067146105,0.0006162287,0.0011275852,0.0014183301
t_1043,149.3283,-31.48521,0.0020971454,0.004056987,0.00096114405,0.0009128264,0.001539634,0.0018882736
t_1044,149.37320999999997,-31.4469,0.0021133593,0.0040751565,0.00096911116,0.0009210422,0.0015507982,0.0019008142
t_1045,149.82236999999998,-31.4469,0.0030541176,0.0050303517,0.0014139699,0.001381991,0.002164855,0.0025777256
t_1046,149.73253999999997,-31.4469,0.0028353431,0.004823253,0.0013135235,0.0012776831,0.0020275298,0.0024283645
t_1047,149.46303999999998,-31.4469,0.0022727198,0.0042501558,0.0010468734,0.0010013402,0.0016593931,0.0020223244
t_1048,149.64270999999997,-31.4469,0.0026327788,0.004624154,0.0012189233,0.0011795196,0.0018975803,0.002286013
t_1049,149.55286999999998,-31.4469,0.002445534,0.004433114,0.0011300796,0.0010874383,0.0017749114,0.0021506767
t_105,149.05880000000002,-29.86279,0.0005723804,0.003425981,0.00043064973,0.0002976382,0.00038129976,0.0006611724
t_1050,149.64270999999997,-31.37023,0.0024599072,0.0044480357,0.0011369446,0.0010945484,0.001784415,0.0021611948
t_1051,149.73253999999997,-31.37023,0.002640117,0.006046155,0.0018323155,0.0016812666,0.0019023315,0.00289241
t_1052,149.19354999999996,-31.37023,0.001736034,0.0036325105,0.0007811113,0.0007279077,0.0012851348,0.0015997413
t_1053,149.46303999999998,-31.37023,0.002136941,0.0041014585,0.0009806799,0.000932976,0.0015669963,0.0019189928
t_1054,149.55286999999998,-31.37023,0.0022923832,0.004271318,0.0010563983,0.0010111876,0.0016726512,0.0020371012
t_1055,150.27152999999998,-32.05799,0.0098004285,0.010788517,0.0049726386,0.0049033896,0.0055547026,0.0060727196
t_1056,150.54102,-32.05799,0.011662879,0.012881576,0.006684123,0.006620724,0.0073415334,0.007823121
t_1057,150.09186,-31.98182,0.007047816,0.009081754,0.003767662,0.0036887345,0.0043037306,0.0048071654
t_1058,150.63085,-31.98182,0.011661963,0.012839247,0.006706968,0.0066682003,0.0073438175,0.007852656
t_1059,149.91219999999998,-31.98182,0.0056548296,0.0070667495,0.0024970695,0.0025047825,0.0036177486,0.0041065654
t_106,148.92404999999997,-29.86279,0.00054360717,0.0033117323,0.0003985425,0.00027202466,0.00035767374,0.00062274345
t_1060,150.36136,-31.98182,0.00996953,0.010894599,0.005003701,0.004925414,0.005597717,0.006102651
t_1061,150.00203,-31.98182,0.0063055796,0.008559235,0.0034259725,0.003346084,0.0039441925,0.004441095
t_1062,150.27152999999998,-31.98182,0.008863438,0.01024656,0.0045565176,0.0044787875,0.005129797,0.0056384327
t_1063,150.54102,-31.98182,0.011478928,0.02024898,0.011121983,0.010161124,0.0066846386,0.009166477
t_1064,150.45119,-31.98182,0.011235062,0.011587587,0.005495101,0.0054177246,0.006110073,0.0066089476
t_1065,150.18169999999998,-31.98182,0.007895401,0.009643199,0.0041445997,0.0040665623,0.0046987757,0.005206579
t_1066,149.82236999999998,-31.98182,0.005083386,0.0066705593,0.002273561,0.0022736574,0.0033211655,0.0038004897
t_1067,150.54102,-31.90559,0.011130335,0.018945407,0.010032452,0.009131613,0.006065975,0.008378759
t_1068,150.09186,-31.90559,0.0064657256,0.008675452,0.0034979598,0.0034177902,0.0040208534,0.0045184433
t_1069,150.63085,-31.90559,0.011439084,0.012184073,0.005949523,0.0058781956,0.0065790853,0.0070752045
t_107,149.59779000000003,-29.86279,0.0006958536,0.0038889167,0.0005720337,0.00041313688,0.00048258904,0.0008239803
t_1070,150.00203,-31.90559,0.0058214683,0.008200383,0.0031963892,0.003115673,0.0037017772,0.0041926396
t_1071,149.91219999999998,-31.90559,0.0052504367,0.006788725,0.0023394858,0.00234186,0.0034088106,0.003891174
t_1072,150.36136,-31.90559,0.008933822,0.010292797,0.0045697438,0.004488286,0.0051482967,0.0056513334
t_1073,150.18169999999998,-31.90559,0.007192545,0.009181947,0.0038266866,0.003746595,0.004367541,0.00486966
t_1074,150.45119,-31.90559,0.00997009,0.0108963745,0.0049903896,0.0049090344,0.005587689,0.006088267
t_1075,150.27152999999998,-31.90559,0.008011684,0.009720916,0.004183374,0.0041027707,0.0047428124,0.0052467585
t_1076,150.09186,-31.8293,0.0059249215,0.008279029,0.0032436624,0.0031627284,0.0037524207,0.0042438745
t_1077,150.63085,-31.8293,0.0108094495,0.011361849,0.005310562,0.0052258447,0.0059248763,0.006417448
t_1078,149.91219999999998,-31.8293,0.0048667328,0.006514179,0.0021868849,0.00218395,0.0032057893,0.0036807298
t_1079,150.36136,-31.8293,0.008010503,0.009721819,0.0041754837,0.0040932223,0.0047367364,0.005238041
t_108,149.19354999999996,-29.86279,0.00060212036,0.0035413592,0.000464215,0.00032468175,0.00040572556,0.0007007118
t_1080,150.27152999999998,-31.8293,0.007240961,0.009216227,0.0038423976,0.003761056,0.004385825,0.0048860353
t_1081,150.18169999999998,-31.8293,0.0065477216,0.008735091,0.0035320693,0.0034512153,0.0040579527,0.0045548803
t_1082,150.45119,-31.8293,0.008861226,0.01025011,0.004532433,0.0044492614,0.0051114317,0.0056119845
t_1083,150.00203,-31.8293,0.0053666304,0.007848066,0.0029766103,0.0028950856,0.0034686595,0.0039526876
t_1084,150.54102,-31.8293,0.009795427,0.010798095,0.0049129846,0.0048293173,0.00550938,0.0060075186
t_1085,150.00203,-31.75295,0.0049422886,0.0075045866,0.0027672597,0.0026848342,0.0032456738,0.003721943
t_1086,150.54102,-31.75295,0.008649579,0.010123121,0.004438428,0.0043535894,0.0050149625,0.0055132424
t_1087,150.18169999999998,-31.75295,0.005959119,0.008305264,0.0032578323,0.0031765462,0.0037680457,0.0042591374
t_1088,150.09186,-31.75295,0.0054255826,0.007894985,0.0030041137,0.0029224795,0.0034982655,0.0039827805
t_1089,150.45119,-31.75295,0.00789109,0.009646202,0.004119963,0.0040367106,0.0046797693,0.0051792706
t_109,149.46303999999998,-29.86279,0.0006640172,0.0030004452,0.0004154103,0.00030706552,0.0004565169,0.00077379536
t_1090,150.27152999999998,-31.75295,0.0065462254,0.008734796,0.0035284944,0.0034470411,0.0040550656,0.0045508873
t_1091,150.63085,-31.75295,0.009460981,0.010609285,0.004767186,0.0046798955,0.005360797,0.0058551524
t_1092,150.36136,-31.75295,0.00718972,0.009182445,0.003816047,0.0037339148,0.0043591913,0.004857819
t_1093,149.91219999999998,-31.75295,0.004505394,0.0062449654,0.002040152,0.0020319715,0.0030098844,0.003476457
t_1094,150.63085,-31.67653,0.008317351,0.0086831255,0.003439807,0.003471575,0.0048652887,0.0053616753
t_1095,150.36136,-31.67653,0.006461149,0.008674418,0.003487764,0.003405914,0.004012575,0.004507041
t_1096,149.91219999999998,-31.67653,0.004167155,0.0059825066,0.0018998256,0.0018864885,0.0028218662,0.0032791414
t_1097,150.27152999999998,-31.67653,0.0059217033,0.008277562,0.0032387914,0.003157194,0.0037483019,0.004238415
t_1098,150.18169999999998,-31.67653,0.00542389,0.00789395,0.0030022762,0.0029204495,0.0034966315,0.0039807167
t_1099,150.00203,-31.67653,0.0045485655,0.007171616,0.0025686005,0.0024851214,0.0030332599,0.003500759
t_11,148.92404999999997,-29.97957,0.00058435206,0.0034727466,0.0004441176,0.0003084579,0.00039113243,0.0006771118
t_110,149.3283,-29.86279,0.0006327148,0.0036573696,0.00049909804,0.00035305068,0.00043084324,0.0007411801
t_1100,150.54102,-31.67653,0.0076621156,0.008314822,0.0032184673,0.0032452634,0.0045735016,0.005071246
t_1101,150.09186,-31.67653,0.0049667205,0.0075249798,0.0027787788,0.0026962971,0.0032581738,0.0037346692
t_1102,150.45119,-31.67653,0.0070419577,0.014925894,0.0069244667,0.0062453863,0.004288292,0.006107746
t_1103,149.91219999999998,-31.60005,0.00385216,0.0057279305,0.0017662835,0.0017479167,0.0026422862,0.0030893825
t_1104,150.63085,-31.60005,0.0073408303,0.008129087,0.0031049692,0.0031282657,0.00442477,0.0049210703
t_1105,150.27152999999998,-31.60005,0.005361488,0.012892053,0.0054979576,0.0049293567,0.0034639295,0.005037445
t_1106,150.54102,-31.60005,0.006807941,0.0089210225,0.0036419998,0.0035591638,0.0041767224,0.0046720244
t_1107,150.18169999999998,-31.60005,0.004938725,0.0123286545,0.0051169656,0.0045768064,0.003242922,0.004746286
t_1108,150.09186,-31.60005,0.0045467257,0.007170133,0.0025673173,0.0024837758,0.0030319956,0.0034993072
t_1109,150.00203,-31.60005,0.0041849394,0.011257857,0.0044102296,0.0039213137,0.0028317112,0.004198441
t_111,149.73253999999997,-29.86279,0.00072800607,0.002783589,0.00039370914,0.00030402883,0.00050886814,0.0008562843
t_1110,150.36136,-31.60005,0.005814941,0.0081971055,0.0031875416,0.0031056947,0.0036941855,0.004182721
t_1111,150.45119,-31.60005,0.006297929,0.014062051,0.006307324,0.005676279,0.003932395,0.0056479583
t_1112,149.91219999999998,-31.52351,0.003559999,0.0102917245,0.00379432,0.0033487724,0.0024714668,0.003711075
t_1113,150.27152999999998,-31.52351,0.0048595956,0.012220659,0.005043746,0.0045088166,0.0032005205,0.0046899603
t_1114,150.63085,-31.52351,0.0065027145,0.014306243,0.006476133,0.005830938,0.0040303664,0.005773799
t_1115,150.45119,-31.52351,0.0056450544,0.013257443,0.005746462,0.0051585934,0.003608126,0.00522585
t_1116,150.00203,-31.52351,0.0038503064,0.0065417322,0.00220389,0.0021178853,0.0026411298,0.003088112
t_1117,150.09186,-31.52351,0.0041634436,0.0059796744,0.0018979632,0.0018845105,0.0028194897,0.003276493
t_1118,150.36136,-31.52351,0.005241832,0.0067836405,0.0023332026,0.00233483,0.0034015991,0.0038823674
t_1119,150.54102,-31.52351,0.0060666366,0.01378277,0.006109681,0.0054935683,0.0038184125,0.005499587
t_112,149.3283,-29.74586,0.00058463577,0.0034738495,0.00044443752,0.00030871542,0.00039136547,0.00067748915
t_1120,150.18169999999998,-31.52351,0.00449991,0.0062410496,0.00203716,0.0020287507,0.0030061791,0.0034722297
t_1121,149.91219999999998,-31.4469,0.003289864,0.009847217,0.00351885,0.0030925027,0.0023095412,0.0034894908
t_1122,150.00203,-31.4469,0.0035431753,0.0071375826,0.0024465849,0.0022859604,0.0024614523,0.0036569396
