# {20110222_M6.1_Christchurch} median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,Bradley2013,CampbellBozorgnia2014,ChiouYoungs2014
s_116,169.14279999999997,-44.6961,0.0058,0.0058,0.0058,0.0058,0.0058
s_117,171.86419999999998,-42.1217,0.0058,0.0058,0.0058,0.0058,0.0058
s_118,172.1803,-42.3364,0.0057,0.0057,0.0057,0.0057,0.0057
s_119,170.0983,-44.2561,0.0057,0.0057,0.0057,0.0057,0.0057
s_12,172.664,-43.376,0.22078,0.22078,0.22078,0.22078,0.22078
s_120,170.4706,-45.9067,0.0056,0.0056,0.0056,0.0056,0.0056
s_121,171.59969999999998,-41.7575,0.0056,0.0056,0.0056,0.0056,0.0056
s_122,168.94169999999997,-46.1042,0.0054,0.0054,0.0054,0.0054,0.0054
s_123,172.1164,-41.2511,0.0054,0.0054,0.0054,0.0054,0.0054
s_124,171.9525,-41.8589,0.0052,0.0052,0.0052,0.0052,0.0052
s_125,170.1956,-46.0733,0.0051,0.0051,0.0051,0.0051,0.0051
s_126,171.05376,-43.71627,0.00501,0.00501,0.00501,0.00501,0.00501
s_127,170.64440000000002,-45.0456,0.005,0.005,0.005,0.005,0.005
s_128,170.0197,-43.465,0.005,0.005,0.005,0.005,0.005
s_129,170.18420000000003,-43.3908,0.0041,0.0041,0.0041,0.0041,0.0041
s_13,172.495,-43.369,0.20796,0.20796,0.20796,0.20796,0.20796
s_130,170.50189999999998,-45.8758,0.0035,0.0035,0.0035,0.0035,0.0035
s_131,169.42309999999998,-43.7164,0.0032,0.0032,0.0032,0.0032,0.0032
s_132,167.7192,-45.4183,0.0031,0.0031,0.0031,0.0031,0.0031
s_133,169.0442,-43.8847,0.0029,0.0029,0.0029,0.0029,0.0029
s_134,173.2572,-42.0897,0.0028,0.0028,0.0028,0.0028,0.0028
s_135,173.68190000000004,-42.4275,0.0028,0.0028,0.0028,0.0028,0.0028
s_136,169.7192,-46.2506,0.0028,0.0028,0.0028,0.0028,0.0028
s_137,170.51390000000004,-45.8642,0.0027,0.0027,0.0027,0.0027,0.0027
s_138,171.8044,-41.7467,0.0027,0.0027,0.0027,0.0027,0.0027
s_139,170.18439999999998,-44.3872,0.0025,0.0025,0.0025,0.0025,0.0025
s_14,172.38099999999997,-43.593,0.19401,0.19401,0.19401,0.19401,0.19401
s_140,172.82079999999996,-40.8511,0.0022,0.0022,0.0022,0.0022,0.0022
s_141,173.2742,-41.2894,0.0021,0.0021,0.0021,0.0021,0.0021
s_142,169.6311,-45.9556,0.0021,0.0021,0.0021,0.0021,0.0021
s_143,173.3508,-41.6219,0.0021,0.0021,0.0021,0.0021,0.0021
s_144,169.30809999999997,-45.2328,0.002,0.002,0.002,0.002,0.002
s_145,173.5408,-42.4161,0.0018,0.0018,0.0018,0.0018,0.0018
s_146,169.01750000000004,-44.8286,0.0016,0.0016,0.0016,0.0016,0.0016
s_147,169.81529999999998,-43.5339,0.0015,0.0015,0.0015,0.0015,0.0015
s_148,172.90508,-41.76418,0.00145,0.00145,0.00145,0.00145,0.00145
s_149,174.87919999999997,-41.2261,0.0014,0.0014,0.0014,0.0014,0.0014
s_15,172.61400000000003,-43.468,0.18289,0.18289,0.18289,0.18289,0.18289
s_150,174.9031,-41.2133,0.0013,0.0013,0.0013,0.0013,0.0013
s_151,174.9158,-41.2061,0.0013,0.0013,0.0013,0.0013,0.0013
s_152,174.94389999999999,-41.2439,0.0012,0.0012,0.0012,0.0012,0.0012
s_153,174.7828,-41.2772,0.0011,0.0011,0.0011,0.0011,0.0011
s_154,169.13890000000004,-46.5386,0.0011,0.0011,0.0011,0.0011,0.0011
s_155,174.81830000000002,-41.3167,0.001,0.001,0.001,0.001,0.001
s_156,174.7681,-41.2858,0.0009,0.0009,0.0009,0.0009,0.0009
s_157,174.7794,-41.2764,0.0008,0.0008,0.0008,0.0008,0.0008
s_158,167.9264,-44.675,0.0007,0.0007,0.0007,0.0007,0.0007
s_159,174.78110000000004,-41.2939,0.0007,0.0007,0.0007,0.0007,0.0007
s_16,172.46799999999996,-43.623,0.1588,0.1588,0.1588,0.1588,0.1588
s_160,168.11834999999996,-45.36817,0.00068,0.00068,0.00068,0.00068,0.00068
s_161,167.94698,-45.89404,0.00067,0.00067,0.00067,0.00067,0.00067
s_162,172.52890000000002,-40.8272,0.0006,0.0006,0.0006,0.0006,0.0006
s_163,173.37940000000003,-41.2189,0.0006,0.0006,0.0006,0.0006,0.0006
s_164,166.68066,-46.16786,0.00044,0.00044,0.00044,0.00044,0.00044
s_165,174.7043,-41.3087,0.00043,0.00043,0.00043,0.00043,0.00043
s_166,167.15349000000003,-45.46634,0.00039,0.00039,0.00039,0.00039,0.00039
s_167,174.85550999999998,-38.5147,0.00014,0.00014,0.00014,0.00014,0.00014
s_168,176.24606,-40.68137,0.00014,0.00014,0.00014,0.00014,0.00014
s_169,176.49235,-39.16742,9e-05,9e-05,9e-05,9e-05,9e-05
s_17,172.654,-43.706,0.14851,0.14851,0.14851,0.14851,0.14851
s_170,177.11068999999998,-38.26102,3e-05,3e-05,3e-05,3e-05,3e-05
s_18,172.47199999999998,-43.55,0.12791,0.12791,0.12791,0.12791,0.12791
s_19,172.31799999999998,-43.675,0.10502,0.10502,0.10502,0.10502,0.10502
s_2,172.71799999999996,-43.495,0.85559,0.85559,0.85559,0.85559,0.85559
s_20,171.85500000000002,-43.321,0.08761,0.08761,0.08761,0.08761,0.08761
s_21,172.38099999999997,-43.312,0.08292,0.08292,0.08292,0.08292,0.08292
s_22,172.70500000000004,-42.963,0.08264,0.08264,0.08264,0.08264,0.08264
s_23,171.92899999999997,-43.338,0.08258,0.08258,0.08258,0.08258,0.08258
s_24,171.748,-43.902,0.07039,0.07039,0.07039,0.07039,0.07039
s_25,172.026,-43.391,0.06855,0.06855,0.06855,0.06855,0.06855
s_26,172.10199999999998,-43.49,0.06758,0.06758,0.06758,0.06758,0.06758
s_27,172.92200000000003,-42.939,0.05314,0.05314,0.05314,0.05314,0.05314
s_28,171.724,-43.227,0.04839,0.04839,0.04839,0.04839,0.04839
s_29,172.543,-42.87,0.03751,0.03751,0.03751,0.03751,0.03751
s_3,172.635,-43.522,0.71889,0.71889,0.71889,0.71889,0.71889
s_30,172.731,-43.155,0.03278,0.03278,0.03278,0.03278,0.03278
s_31,171.24400000000003,-44.403,0.02883,0.02883,0.02883,0.02883,0.02883
s_32,172.27099999999996,-42.782,0.02524,0.02524,0.02524,0.02524,0.02524
s_33,172.51099999999997,-42.594,0.02369,0.02369,0.02369,0.02369,0.02369
s_34,173.27499999999998,-42.813,0.0226,0.0226,0.0226,0.0226,0.0226
s_35,170.829,-44.099,0.01856,0.01856,0.01856,0.01856,0.01856
s_36,171.56799999999998,-42.949,0.01819,0.01819,0.01819,0.01819,0.01819
s_37,172.83000000000004,-42.523,0.01614,0.01614,0.01614,0.01614,0.01614
s_38,173.05399999999997,-42.619,0.01155,0.01155,0.01155,0.01155,0.01155
s_39,171.473,-42.727,0.01048,0.01048,0.01048,0.01048,0.01048
s_4,172.683,-43.526,0.64828,0.64828,0.64828,0.64828,0.64828
s_40,171.05399999999997,-43.715,0.00731,0.00731,0.00731,0.00731,0.00731
s_41,170.01999999999998,-43.463,0.00471,0.00471,0.00471,0.00471,0.00471
s_42,170.18399999999997,-44.386,0.00259,0.00259,0.00259,0.00259,0.00259
s_43,173.539,-42.416,0.00166,0.00166,0.00166,0.00166,0.00166
s_44,174.926,-41.191,0.00051,0.00051,0.00051,0.00051,0.00051
s_45,166.68100000000004,-46.166,0.00045,0.00045,0.00045,0.00045,0.00045
s_46,175.502,-37.731,4e-05,4e-05,4e-05,4e-05,4e-05
s_47,172.7092,-43.5811,1.4544,1.4544,1.4544,1.4544,1.4544
s_48,172.72469999999998,-43.6094,0.8789,0.8789,0.8789,0.8789,0.8789
s_49,172.635,-43.5236,0.7134,0.7134,0.7134,0.7134,0.7134
s_5,172.647,-43.538,0.48806,0.48806,0.48806,0.48806,0.48806
s_50,172.6828,-43.5275,0.6644,0.6644,0.6644,0.6644,0.6644
s_52,172.61969999999997,-43.5311,0.5291,0.5291,0.5291,0.5291,0.5291
s_54,172.6472,-43.5397,0.4831,0.4831,0.4831,0.4831,0.4831
s_56,172.62419999999997,-43.5672,0.3965,0.3965,0.3965,0.3965,0.3965
s_57,172.62720000000002,-43.5375,0.3607,0.3607,0.3607,0.3607,0.3607
s_58,172.6633,-43.5069,0.3416,0.3416,0.3416,0.3416,0.3416
s_59,172.56420000000003,-43.5378,0.2933,0.2933,0.2933,0.2933,0.2933
s_6,172.628,-43.536,0.38521,0.38521,0.38521,0.38521,0.38521
s_60,172.70190000000002,-43.5033,0.2372,0.2372,0.2372,0.2372,0.2372
s_61,172.52999999999997,-43.4847,0.2176,0.2176,0.2176,0.2176,0.2176
s_62,172.6067,-43.4944,0.2161,0.2161,0.2161,0.2161,0.2161
s_63,172.66359999999997,-43.3781,0.2123,0.2123,0.2123,0.2123,0.2123
s_64,172.4953,-43.3711,0.2008,0.2008,0.2008,0.2008,0.2008
s_65,172.38080000000002,-43.5944,0.1914,0.1914,0.1914,0.1914,0.1914
s_66,172.61360000000002,-43.4692,0.1802,0.1802,0.1802,0.1802,0.1802
s_67,172.4678,-43.6247,0.1597,0.1597,0.1597,0.1597,0.1597
s_68,172.65359999999998,-43.7078,0.1473,0.1473,0.1473,0.1473,0.1473
s_7,172.663,-43.505,0.37491,0.37491,0.37491,0.37491,0.37491
s_70,172.4719,-43.5517,0.1203,0.1203,0.1203,0.1203,0.1203
s_72,172.3175,-43.6767,0.102,0.102,0.102,0.102,0.102
s_74,172.5958,-43.2761,0.0887,0.0887,0.0887,0.0887,0.0887
s_75,171.85469999999998,-43.3231,0.0882,0.0882,0.0882,0.0882,0.0882
s_76,172.70500000000004,-42.9647,0.0834,0.0834,0.0834,0.0834,0.0834
s_77,171.9289,-43.3397,0.0817,0.0817,0.0817,0.0817,0.0817
s_78,172.3811,-43.3139,0.0788,0.0788,0.0788,0.0788,0.0788
s_79,172.27090999999996,-42.78335,0.07577,0.07577,0.07577,0.07577,0.07577
s_8,172.71500000000003,-43.608,0.34615,0.34615,0.34615,0.34615,0.34615
s_80,171.7475,-43.9042,0.0706,0.0706,0.0706,0.0706,0.0706
s_81,172.25220000000002,-43.8103,0.0701,0.0701,0.0701,0.0701,0.0701
s_82,172.0256,-43.3928,0.068,0.068,0.068,0.068,0.068
s_83,172.19780000000003,-43.6692,0.0676,0.0676,0.0676,0.0676,0.0676
s_84,172.1019,-43.4914,0.0643,0.0643,0.0643,0.0643,0.0643
s_85,171.9597,-43.5414,0.0635,0.0635,0.0635,0.0635,0.0635
s_86,172.0381,-43.3275,0.056,0.056,0.056,0.056,0.056
s_87,172.9214,-42.9403,0.0533,0.0533,0.0533,0.0533,0.0533
s_88,171.7233,-43.2283,0.048,0.048,0.048,0.048,0.048
s_89,172.09360000000004,-43.8983,0.0463,0.0463,0.0463,0.0463,0.0463
s_9,172.56399999999996,-43.536,0.29759,0.29759,0.29759,0.29759,0.29759
s_90,171.23670000000004,-43.9236,0.0371,0.0371,0.0371,0.0371,0.0371
s_91,172.54309999999998,-42.8711,0.0367,0.0367,0.0367,0.0367,0.0367
s_92,172.0231,-43.7531,0.0356,0.0356,0.0356,0.0356,0.0356
s_93,172.7308,-43.1564,0.0322,0.0322,0.0322,0.0322,0.0322
s_94,171.24440000000004,-44.4044,0.0284,0.0284,0.0284,0.0284,0.0284
s_95,172.2708,-42.7833,0.0247,0.0247,0.0247,0.0247,0.0247
s_96,172.51080000000002,-42.5958,0.0232,0.0232,0.0232,0.0232,0.0232
s_97,173.2747,-42.8153,0.0216,0.0216,0.0216,0.0216,0.0216
s_98,171.4217,-43.8247,0.0214,0.0214,0.0214,0.0214,0.0214
s_99,171.61080000000004,-43.8389,0.0203,0.0203,0.0203,0.0203,0.0203
t_0,169.36723,-46.58554,0.0005991076,0.00046447926,0.0005397032,0.00068060664,0.0006118686
t_1,169.2774,-46.58554,0.0006567395,0.00053514296,0.0006095054,0.00072940893,0.00066676683
t_10,169.63673,-46.4,0.00090704154,0.0007181873,0.00085203245,0.0010079978,0.00093252957
t_100,168.91808000000003,-46.33802,0.0006984778,0.00053811894,0.0006193242,0.00079617585,0.00071271707
t_1000,169.5469,-45.33669,0.001451998,0.0011526935,0.001522368,0.0015392775,0.0015280138
t_1001,169.63673,-45.33669,0.0014981882,0.001171082,0.0015794457,0.0015842566,0.0015857242
t_1002,169.81639,-45.3998,0.0015599086,0.0011992988,0.001654752,0.0016443077,0.0016613367
t_1003,169.77148,-45.36826,0.0015511195,0.0011947085,0.0016462057,0.0016380043,0.0016498062
t_1004,169.81639,-45.36826,0.0015941419,0.0012271737,0.0016977105,0.001678426,0.0016974651
t_1005,169.72656,-45.36826,0.0016381362,0.0012877226,0.0016895338,0.0016837928,0.0017501271
t_1006,169.68164000000002,-45.36826,0.0014844341,0.0011495485,0.0015639566,0.0015723781,0.0015748616
t_1007,169.81639,-45.33669,0.0016319318,0.001258384,0.0017445117,0.0017153075,0.001737462
t_1008,169.77148,-45.33669,0.0016288338,0.0012646061,0.0017313585,0.0017011358,0.0017352352
t_1009,169.68164000000002,-45.33669,0.0015268154,0.0011872038,0.0016147854,0.001612287,0.0016193729
t_101,169.09774,-46.27596,0.0008945428,0.0007066972,0.0008270474,0.001001383,0.00091581704
t_1010,169.72656,-45.33669,0.0016327258,0.0012784388,0.0017253692,0.0016923005,0.0017402581
t_1011,169.81639,-45.30511,0.0016634411,0.0012834916,0.001785508,0.0017483284,0.0017701613
t_1012,169.45706,-45.3998,0.0013212889,0.0010447733,0.0013617806,0.0014106171,0.0013887973
t_1013,169.2774,-45.3998,0.0012118871,0.00096641196,0.0012276551,0.0013034417,0.0012663802
t_1014,169.2774,-45.33669,0.001332203,0.0011100399,0.0013730353,0.0014245195,0.0013754823
t_1015,169.36723,-45.33669,0.0013918679,0.0011561674,0.0014471782,0.0014821728,0.0014409643
t_1016,169.18757,-45.33669,0.0013032772,0.0010748488,0.0013175623,0.0013759459,0.0013568948
t_1017,169.45706,-45.33669,0.0015285765,0.0012625932,0.0015573222,0.001580443,0.00160424
t_1018,169.36723,-45.27351,0.0015512105,0.001363571,0.0016460534,0.0016425248,0.0015797842
t_1019,169.18757,-45.27351,0.0013597292,0.0011506999,0.0014023321,0.0014530947,0.0013970266
t_102,168.91808000000003,-46.27596,0.0008702317,0.0006827043,0.0007872148,0.0009836189,0.00088713114
t_1020,169.2774,-45.27351,0.0015179807,0.001356498,0.0016003561,0.0016090008,0.001537095
t_1021,169.45706,-45.27351,0.0015296935,0.0012761902,0.0016180807,0.0016171283,0.0015855924
t_1022,169.59181,-45.33669,0.0014731616,0.001159437,0.0015485421,0.0015598296,0.0015552015
t_1023,169.63673,-45.30511,0.0015392614,0.0012084222,0.0016294583,0.001623762,0.0016281711
t_1024,169.59181,-45.30511,0.0015129818,0.0011970487,0.0015977597,0.0015990987,0.0015954024
t_1025,169.5469,-45.30511,0.0014948413,0.0011953544,0.0015752632,0.001581581,0.0015703954
t_1026,169.59181,-45.27351,0.0015520746,0.0012332511,0.0016461859,0.0016376146,0.0016351716
t_1027,169.5469,-45.27351,0.001536478,0.0012359694,0.0016268112,0.0016226415,0.0016119546
t_1028,169.63673,-45.27351,0.0016113141,0.0012754403,0.0017093795,0.0016835968,0.0017059867
t_1029,169.5469,-45.24189,0.0015763894,0.0012730687,0.00167588,0.0016614601,0.0016527654
t_103,168.37909000000002,-46.4,0.00057527504,0.00046311782,0.0004036543,0.00058713893,0.00061644503
t_1030,169.59181,-45.24189,0.0015892284,0.0012663073,0.0016922703,0.0016741884,0.0016735252
t_1031,169.63673,-45.24189,0.0015841288,0.001244879,0.001693113,0.0016773347,0.001671786
t_1032,169.72656,-45.30511,0.0021865263,0.0018543369,0.002132986,0.0020606644,0.0024050388
t_1033,169.68164000000002,-45.30511,0.001564053,0.0012197429,0.0016609458,0.0016489384,0.0016580042
t_1034,169.77148,-45.30511,0.0016527418,0.001282968,0.0017649065,0.0017289657,0.0017591822
t_1035,169.72656,-45.27351,0.0016331223,0.0012703579,0.0017466461,0.0017167587,0.001733802
t_1036,169.68164000000002,-45.27351,0.0016013406,0.0012519178,0.0017072462,0.001685622,0.0016968373
t_1037,169.81639,-45.27351,0.0017077295,0.0013206096,0.0018392333,0.0017900385,0.0018173885
t_1038,169.77148,-45.27351,0.0016687503,0.0012934929,0.0017908438,0.0017517287,0.00177412
t_1039,169.81639,-45.24189,0.0017468592,0.0013525666,0.0018881202,0.0018284805,0.0018587131
t_104,168.28926,-46.4,0.00067723426,0.00057254185,0.00046151364,0.0006428557,0.00074013707
t_1040,169.72656,-45.24189,0.0016704452,0.0013014047,0.0017931215,0.0017534472,0.0017730839
t_1041,169.77148,-45.24189,0.001706856,0.0013248448,0.0018383735,0.0017891736,0.0018143194
t_1042,169.68164000000002,-45.24189,0.0016478086,0.0012923678,0.0017624099,0.0017282228,0.0017463976
t_1043,169.77148,-45.21026,0.0017450226,0.0013558746,0.001886032,0.0018266746,0.0018546989
t_1044,169.81639,-45.21026,0.001786297,0.0013845388,0.0019374541,0.0018672216,0.0019004161
t_1045,169.68164000000002,-45.21026,0.0034627742,0.0032858176,0.0033144811,0.0028213505,0.0039644237
t_1046,169.72656,-45.21026,0.0016855553,0.0013105294,0.0018177712,0.0017753028,0.0017872927
t_1047,169.77148,-45.17861,0.0017788605,0.0013823424,0.0019294579,0.0018613137,0.0018902696
t_1048,169.68164000000002,-45.17861,0.003217459,0.002993346,0.0031111445,0.0027062863,0.003651721
t_1049,169.81639,-45.17861,0.0018259588,0.001416428,0.0019871253,0.0019061809,0.0019424175
t_105,168.01976000000002,-46.4,0.00068410527,0.00060001394,0.0004434314,0.00066540897,0.00075395254
t_1050,169.72656,-45.17861,0.00262798,0.002303351,0.002588345,0.00238494,0.002922792
t_1051,169.72656,-45.14694,0.0023513911,0.0019816044,0.0023370034,0.0022283958,0.0025721253
t_1052,169.5469,-45.21026,0.0016117197,0.0013031267,0.0017192396,0.0016957065,0.0016900648
t_1053,169.59181,-45.21026,0.0016212822,0.0012927289,0.0017326621,0.0017064781,0.001707146
t_1054,169.63673,-45.21026,0.0028128594,0.002582365,0.0027230426,0.0024536792,0.0031552427
t_1055,169.63673,-45.17861,0.0021217898,0.0017838168,0.0020922113,0.0020485364,0.0022957213
t_1056,169.59181,-45.17861,0.001655266,0.0013193928,0.001774122,0.0017391535,0.0017439921
t_1057,169.5469,-45.17861,0.001637656,0.0013212851,0.0017521193,0.0017222177,0.0017184427
t_1058,169.59181,-45.14694,0.0016872359,0.0013426844,0.0018129722,0.0017698295,0.0017793932
t_1059,169.5469,-45.14694,0.0016633834,0.0013372963,0.001783745,0.0017475411,0.0017478017
t_106,168.19942000000003,-46.4,0.0007609865,0.00067178323,0.0005059393,0.0007317291,0.00084389985
t_1060,169.63673,-45.14694,0.0017416839,0.001379727,0.0018736266,0.0018141494,0.0018441238
t_1061,169.5469,-45.11525,0.0016877322,0.0013508335,0.0018135033,0.0017715571,0.0017761913
t_1062,169.45706,-45.21026,0.002455839,0.0023289097,0.0023856014,0.0022328368,0.0026675924
t_1063,169.36723,-45.21026,0.0024917005,0.0025070405,0.0024357236,0.002277089,0.0026465228
t_1064,169.18757,-45.21026,0.0014445523,0.0012387821,0.001504581,0.0015377451,0.0014798784
t_1065,169.2774,-45.21026,0.0016370583,0.0015037416,0.0017483907,0.0017267357,0.0016458269
t_1066,169.2774,-45.14694,0.0015718463,0.001355211,0.0016651007,0.0016613267,0.0016115622
t_1067,169.18757,-45.14694,0.0016328837,0.0014089637,0.0015978521,0.0016698531,0.0016961277
t_1068,169.45706,-45.14694,0.0016398316,0.0013568357,0.0017534568,0.0017249106,0.0017068661
t_1069,169.36723,-45.14694,0.0023118206,0.002182793,0.0022554717,0.0021532073,0.0024771553
t_107,168.10959000000003,-46.4,0.00037641337,0.00027739702,0.00025675792,0.00042534273,0.00038762903
t_1070,169.45706,-45.08354,0.0020302,0.0017329471,0.0019970385,0.0019857357,0.0021656335
t_1071,169.18757,-45.08354,0.0016583247,0.0014073976,0.0016218218,0.001692325,0.00173349
t_1072,169.77148,-45.14694,0.0019499038,0.0015412364,0.0020837889,0.001985119,0.0020826154
t_1073,169.68164000000002,-45.14694,0.0033953644,0.003178953,0.0032847673,0.0028186124,0.0038668325
t_1074,169.81639,-45.14694,0.0018658157,0.0014482175,0.0020370928,0.0019453322,0.0019846798
t_1075,169.81639,-45.11525,0.0019189909,0.0014925415,0.0021004202,0.0019932913,0.0020421504
t_1076,169.77148,-45.11525,0.00220755,0.0017917736,0.0022147426,0.0021617378,0.0023797164
t_1077,169.68164000000002,-45.11525,0.0018220218,0.0014356279,0.0019702353,0.0018882608,0.0019351799
t_1078,169.72656,-45.11525,0.003699628,0.0034871183,0.0035890848,0.0030152232,0.0042384537
t_1079,169.81639,-45.08354,0.0021829226,0.0017427979,0.00223238,0.002176185,0.0023418504
t_108,168.10959000000003,-46.33802,0.00075512135,0.000667703,0.0005023742,0.000725933,0.0008368167
t_1080,169.68164000000002,-45.08354,0.0018045428,0.0014109237,0.0019618624,0.0018880797,0.0019134891
t_1081,169.72656,-45.08354,0.002032299,0.0016200084,0.002105793,0.0020488366,0.0021729867
t_1082,169.59181,-45.11525,0.0017656107,0.001410657,0.0018967908,0.0018306645,0.0018678039
t_1083,169.63673,-45.11525,0.0017251517,0.0013555902,0.0018655595,0.0018135377,0.0018241587
t_1084,169.63673,-45.08354,0.0023718877,0.0020215453,0.0023542694,0.0022400797,0.002592429
t_1085,169.59181,-45.08354,0.0029990969,0.0027628597,0.0029253906,0.0026007264,0.0033666228
t_1086,169.5469,-45.08354,0.0017713141,0.001422508,0.0019010744,0.0018346878,0.001871512
t_1087,169.63673,-45.05182,0.0023098255,0.0019372689,0.0023013079,0.0022121472,0.0025096803
t_1088,169.59181,-45.05182,0.0033291013,0.0031106411,0.0032337022,0.002797162,0.0037711319
t_1089,169.5469,-45.05182,0.0027894794,0.0025298388,0.0027317738,0.0024805441,0.003105642
t_109,168.01976000000002,-46.33802,0.000715967,0.00063117716,0.00047043108,0.00069219235,0.0007909186
t_1090,169.5469,-45.02008,0.002945904,0.0026892738,0.0028833696,0.0025833854,0.003294806
t_1091,169.59181,-45.02008,0.0024083408,0.0020540194,0.002393867,0.0022739458,0.0026304892
t_1092,169.77148,-45.08354,0.0025821095,0.0021896202,0.0025881536,0.0024133278,0.002840015
t_1093,169.77148,-45.05182,0.0019248119,0.001495243,0.0021140222,0.002007346,0.0020452405
t_1094,169.68164000000002,-45.05182,0.002445613,0.0020666025,0.0024427453,0.0023111796,0.0026749633
t_1095,169.72656,-45.05182,0.0022426036,0.0018236674,0.0022548663,0.0021947862,0.0024158377
t_1096,169.81639,-45.05182,0.004171323,0.003955896,0.0040897443,0.0033454702,0.0047994927
t_1097,169.81639,-45.02008,0.0020251246,0.0015733549,0.0022380024,0.0021028433,0.0021533368
t_1098,169.77148,-45.02008,0.001949108,0.0015113752,0.0021481882,0.0020361776,0.002069898
t_1099,169.68164000000002,-45.02008,0.0029274982,0.0025913406,0.002909133,0.0026173533,0.0032669671
t_11,169.5469,-46.4,0.0008276523,0.0006481608,0.0007707293,0.0009267382,0.00085082976
t_110,168.28926,-46.33802,0.00070782064,0.0005997974,0.0004887841,0.0006695829,0.000774851
t_1100,169.72656,-45.02008,0.0025890612,0.0021903245,0.0026012613,0.0024288062,0.002840951
t_1101,169.72656,-44.98832,0.0028745818,0.0024939135,0.0028850504,0.002617715,0.0031886953
t_1102,169.36723,-45.08354,0.0016156682,0.0013319341,0.0017205268,0.0017029605,0.0016814158
t_1103,169.2774,-45.08354,0.00160833,0.0013465914,0.0016943841,0.0016803618,0.001671344
t_1104,169.2774,-45.02008,0.001584569,0.0012969136,0.001677359,0.0016743321,0.0016515172
t_1105,169.18757,-45.02008,0.0024850494,0.0023496884,0.002367116,0.0022226782,0.0027297111
t_1106,169.45706,-45.02008,0.0017065596,0.0013657458,0.0018324337,0.0017920919,0.00179395
t_1107,169.36723,-45.02008,0.0016471621,0.0013351475,0.0017566117,0.0017349357,0.0017233492
t_1108,169.18757,-44.95655,0.0016569594,0.0013917653,0.0017444432,0.0017241397,0.0017235787
t_1109,169.2774,-44.95655,0.0025651609,0.0023765804,0.0024820853,0.0023242855,0.0028114605
t_111,168.19942000000003,-46.33802,0.00054770947,0.00044164318,0.00037846257,0.00055795175,0.00058651104
t_1110,169.36723,-44.95655,0.0017192626,0.0013872553,0.0018402503,0.0018080354,0.0018023014
t_1111,169.45706,-44.95655,0.0017769253,0.0014156102,0.0019153334,0.0018630669,0.001871203
t_1112,169.63673,-45.02008,0.0024446228,0.0020724775,0.0024390304,0.0023093547,0.0026721954
t_1113,169.5469,-44.98832,0.0017941069,0.001414053,0.0019444312,0.0018802485,0.0018951105
t_1114,169.59181,-44.98832,0.0023195567,0.00193886,0.002314598,0.0022297765,0.002513064
t_1115,169.63673,-44.98832,0.0024308257,0.0020421264,0.0024330502,0.0023133468,0.0026478993
t_1116,169.5469,-44.95655,0.001815046,0.0014262897,0.0019732248,0.0019069569,0.0019162836
t_1117,169.59181,-44.95655,0.0018949262,0.0014911754,0.002063408,0.001970529,0.0020068833
