# {20110222_M6.1_Christchurch} median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,Bradley2013,CampbellBozorgnia2014,ChiouYoungs2014
s_124,171.9525,-41.8589,0.0052,0.0052,0.0052,0.0052,0.0052
s_125,170.1956,-46.0733,0.0051,0.0051,0.0051,0.0051,0.0051
s_126,171.05376,-43.71627,0.00501,0.00501,0.00501,0.00501,0.00501
s_127,170.64440000000002,-45.0456,0.005,0.005,0.005,0.005,0.005
s_128,170.0197,-43.465,0.005,0.005,0.005,0.005,0.005
s_129,170.18420000000003,-43.3908,0.0041,0.0041,0.0041,0.0041,0.0041
s_13,172.495,-43.369,0.20796,0.20796,0.20796,0.20796,0.20796
s_130,170.50189999999998,-45.8758,0.0035,0.0035,0.0035,0.0035,0.0035
s_131,169.42309999999998,-43.7164,0.0032,0.0032,0.0032,0.0032,0.0032
s_132,167.7192,-45.4183,0.0031,0.0031,0.0031,0.0031,0.0031
s_133,169.0442,-43.8847,0.0029,0.0029,0.0029,0.0029,0.0029
s_134,173.2572,-42.0897,0.0028,0.0028,0.0028,0.0028,0.0028
s_135,173.68190000000004,-42.4275,0.0028,0.0028,0.0028,0.0028,0.0028
s_136,169.7192,-46.2506,0.0028,0.0028,0.0028,0.0028,0.0028
s_137,170.51390000000004,-45.8642,0.0027,0.0027,0.0027,0.0027,0.0027
s_138,171.8044,-41.7467,0.0027,0.0027,0.0027,0.0027,0.0027
s_139,170.18439999999998,-44.3872,0.0025,0.0025,0.0025,0.0025,0.0025
s_14,172.38099999999997,-43.593,0.19401,0.19401,0.19401,0.19401,0.19401
s_140,172.82079999999996,-40.8511,0.0022,0.0022,0.0022,0.0022,0.0022
s_141,173.2742,-41.2894,0.0021,0.0021,0.0021,0.0021,0.0021
s_142,169.6311,-45.9556,0.0021,0.0021,0.0021,0.0021,0.0021
s_143,173.3508,-41.6219,0.0021,0.0021,0.0021,0.0021,0.0021
s_144,169.30809999999997,-45.2328,0.002,0.002,0.002,0.002,0.002
s_145,173.5408,-42.4161,0.0018,0.0018,0.0018,0.0018,0.0018
s_146,169.01750000000004,-44.8286,0.0016,0.0016,0.0016,0.0016,0.0016
s_147,169.81529999999998,-43.5339,0.0015,0.0015,0.0015,0.0015,0.0015
s_148,172.90508,-41.76418,0.00145,0.00145,0.00145,0.00145,0.00145
s_149,174.87919999999997,-41.2261,0.0014,0.0014,0.0014,0.0014,0.0014
s_15,172.61400000000003,-43.468,0.18289,0.18289,0.18289,0.18289,0.18289
s_150,174.9031,-41.2133,0.0013,0.0013,0.0013,0.0013,0.0013
s_151,174.9158,-41.2061,0.0013,0.0013,0.0013,0.0013,0.0013
s_152,174.94389999999999,-41.2439,0.0012,0.0012,0.0012,0.0012,0.0012
s_153,174.7828,-41.2772,0.0011,0.0011,0.0011,0.0011,0.0011
s_154,169.13890000000004,-46.5386,0.0011,0.0011,0.0011,0.0011,0.0011
s_155,174.81830000000002,-41.3167,0.001,0.001,0.001,0.001,0.001
s_156,174.7681,-41.2858,0.0009,0.0009,0.0009,0.0009,0.0009
s_157,174.7794,-41.2764,0.0008,0.0008,0.0008,0.0008,0.0008
s_158,167.9264,-44.675,0.0007,0.0007,0.0007,0.0007,0.0007
s_159,174.78110000000004,-41.2939,0.0007,0.0007,0.0007,0.0007,0.0007
s_16,172.46799999999996,-43.623,0.1588,0.1588,0.1588,0.1588,0.1588
s_160,168.11834999999996,-45.36817,0.00068,0.00068,0.00068,0.00068,0.00068
s_161,167.94698,-45.89404,0.00067,0.00067,0.00067,0.00067,0.00067
s_162,172.52890000000002,-40.8272,0.0006,0.0006,0.0006,0.0006,0.0006
s_163,173.37940000000003,-41.2189,0.0006,0.0006,0.0006,0.0006,0.0006
s_164,166.68066,-46.16786,0.00044,0.00044,0.00044,0.00044,0.00044
s_165,174.7043,-41.3087,0.00043,0.00043,0.00043,0.00043,0.00043
s_166,167.15349000000003,-45.46634,0.00039,0.00039,0.00039,0.00039,0.00039
s_167,174.85550999999998,-38.5147,0.00014,0.00014,0.00014,0.00014,0.00014
s_168,176.24606,-40.68137,0.00014,0.00014,0.00014,0.00014,0.00014
s_169,176.49235,-39.16742,9e-05,9e-05,9e-05,9e-05,9e-05
s_17,172.654,-43.706,0.14851,0.14851,0.14851,0.14851,0.14851
s_170,177.11068999999998,-38.26102,3e-05,3e-05,3e-05,3e-05,3e-05
s_18,172.47199999999998,-43.55,0.12791,0.12791,0.12791,0.12791,0.12791
s_19,172.31799999999998,-43.675,0.10502,0.10502,0.10502,0.10502,0.10502
s_2,172.71799999999996,-43.495,0.85559,0.85559,0.85559,0.85559,0.85559
s_20,171.85500000000002,-43.321,0.08761,0.08761,0.08761,0.08761,0.08761
s_21,172.38099999999997,-43.312,0.08292,0.08292,0.08292,0.08292,0.08292
s_22,172.70500000000004,-42.963,0.08264,0.08264,0.08264,0.08264,0.08264
s_23,171.92899999999997,-43.338,0.08258,0.08258,0.08258,0.08258,0.08258
s_24,171.748,-43.902,0.07039,0.07039,0.07039,0.07039,0.07039
s_25,172.026,-43.391,0.06855,0.06855,0.06855,0.06855,0.06855
s_26,172.10199999999998,-43.49,0.06758,0.06758,0.06758,0.06758,0.06758
s_27,172.92200000000003,-42.939,0.05314,0.05314,0.05314,0.05314,0.05314
s_28,171.724,-43.227,0.04839,0.04839,0.04839,0.04839,0.04839
s_29,172.543,-42.87,0.03751,0.03751,0.03751,0.03751,0.03751
s_3,172.635,-43.522,0.71889,0.71889,0.71889,0.71889,0.71889
s_30,172.731,-43.155,0.03278,0.03278,0.03278,0.03278,0.03278
s_31,171.24400000000003,-44.403,0.02883,0.02883,0.02883,0.02883,0.02883
s_32,172.27099999999996,-42.782,0.02524,0.02524,0.02524,0.02524,0.02524
s_33,172.51099999999997,-42.594,0.02369,0.02369,0.02369,0.02369,0.02369
s_34,173.27499999999998,-42.813,0.0226,0.0226,0.0226,0.0226,0.0226
s_35,170.829,-44.099,0.01856,0.01856,0.01856,0.01856,0.01856
s_36,171.56799999999998,-42.949,0.01819,0.01819,0.01819,0.01819,0.01819
s_37,172.83000000000004,-42.523,0.01614,0.01614,0.01614,0.01614,0.01614
s_38,173.05399999999997,-42.619,0.01155,0.01155,0.01155,0.01155,0.01155
s_39,171.473,-42.727,0.01048,0.01048,0.01048,0.01048,0.01048
s_4,172.683,-43.526,0.64828,0.64828,0.64828,0.64828,0.64828
s_40,171.05399999999997,-43.715,0.00731,0.00731,0.00731,0.00731,0.00731
s_41,170.01999999999998,-43.463,0.00471,0.00471,0.00471,0.00471,0.00471
s_42,170.18399999999997,-44.386,0.00259,0.00259,0.00259,0.00259,0.00259
s_43,173.539,-42.416,0.00166,0.00166,0.00166,0.00166,0.00166
s_44,174.926,-41.191,0.00051,0.00051,0.00051,0.00051,0.00051
s_45,166.68100000000004,-46.166,0.00045,0.00045,0.00045,0.00045,0.00045
s_46,175.502,-37.731,4e-05,4e-05,4e-05,4e-05,4e-05
s_47,172.7092,-43.5811,1.4544,1.4544,1.4544,1.4544,1.4544
s_48,172.72469999999998,-43.6094,0.8789,0.8789,0.8789,0.8789,0.8789
s_49,172.635,-43.5236,0.7134,0.7134,0.7134,0.7134,0.7134
s_5,172.647,-43.538,0.48806,0.48806,0.48806,0.48806,0.48806
s_50,172.6828,-43.5275,0.6644,0.6644,0.6644,0.6644,0.6644
s_52,172.61969999999997,-43.5311,0.5291,0.5291,0.5291,0.5291,0.5291
s_54,172.6472,-43.5397,0.4831,0.4831,0.4831,0.4831,0.4831
s_56,172.62419999999997,-43.5672,0.3965,0.3965,0.3965,0.3965,0.3965
s_57,172.62720000000002,-43.5375,0.3607,0.3607,0.3607,0.3607,0.3607
s_58,172.6633,-43.5069,0.3416,0.3416,0.3416,0.3416,0.3416
s_59,172.56420000000003,-43.5378,0.2933,0.2933,0.2933,0.2933,0.2933
s_6,172.628,-43.536,0.38521,0.38521,0.38521,0.38521,0.38521
s_60,172.70190000000002,-43.5033,0.2372,0.2372,0.2372,0.2372,0.2372
s_61,172.52999999999997,-43.4847,0.2176,0.2176,0.2176,0.2176,0.2176
s_62,172.6067,-43.4944,0.2161,0.2161,0.2161,0.2161,0.2161
s_63,172.66359999999997,-43.3781,0.2123,0.2123,0.2123,0.2123,0.2123
s_64,172.4953,-43.3711,0.2008,0.2008,0.2008,0.2008,0.2008
s_65,172.38080000000002,-43.5944,0.1914,0.1914,0.1914,0.1914,0.1914
s_66,172.61360000000002,-43.4692,0.1802,0.1802,0.1802,0.1802,0.1802
s_67,172.4678,-43.6247,0.1597,0.1597,0.1597,0.1597,0.1597
s_68,172.65359999999998,-43.7078,0.1473,0.1473,0.1473,0.1473,0.1473
s_7,172.663,-43.505,0.37491,0.37491,0.37491,0.37491,0.37491
s_70,172.4719,-43.5517,0.1203,0.1203,0.1203,0.1203,0.1203
s_72,172.3175,-43.6767,0.102,0.102,0.102,0.102,0.102
s_74,172.5958,-43.2761,0.0887,0.0887,0.0887,0.0887,0.0887
s_75,171.85469999999998,-43.3231,0.0882,0.0882,0.0882,0.0882,0.0882
s_76,172.70500000000004,-42.9647,0.0834,0.0834,0.0834,0.0834,0.0834
s_77,171.9289,-43.3397,0.0817,0.0817,0.0817,0.0817,0.0817
s_78,172.3811,-43.3139,0.0788,0.0788,0.0788,0.0788,0.0788
s_79,172.27090999999996,-42.78335,0.07577,0.07577,0.07577,0.07577,0.07577
s_8,172.71500000000003,-43.608,0.34615,0.34615,0.34615,0.34615,0.34615
s_80,171.7475,-43.9042,0.0706,0.0706,0.0706,0.0706,0.0706
s_81,172.25220000000002,-43.8103,0.0701,0.0701,0.0701,0.0701,0.0701
s_82,172.0256,-43.3928,0.068,0.068,0.068,0.068,0.068
s_83,172.19780000000003,-43.6692,0.0676,0.0676,0.0676,0.0676,0.0676
s_84,172.1019,-43.4914,0.0643,0.0643,0.0643,0.0643,0.0643
s_85,171.9597,-43.5414,0.0635,0.0635,0.0635,0.0635,0.0635
s_86,172.0381,-43.3275,0.056,0.056,0.056,0.056,0.056
s_87,172.9214,-42.9403,0.0533,0.0533,0.0533,0.0533,0.0533
s_88,171.7233,-43.2283,0.048,0.048,0.048,0.048,0.048
s_89,172.09360000000004,-43.8983,0.0463,0.0463,0.0463,0.0463,0.0463
s_9,172.56399999999996,-43.536,0.29759,0.29759,0.29759,0.29759,0.29759
s_90,171.23670000000004,-43.9236,0.0371,0.0371,0.0371,0.0371,0.0371
s_91,172.54309999999998,-42.8711,0.0367,0.0367,0.0367,0.0367,0.0367
s_92,172.0231,-43.7531,0.0356,0.0356,0.0356,0.0356,0.0356
s_93,172.7308,-43.1564,0.0322,0.0322,0.0322,0.0322,0.0322
s_94,171.24440000000004,-44.4044,0.0284,0.0284,0.0284,0.0284,0.0284
s_95,172.2708,-42.7833,0.0247,0.0247,0.0247,0.0247,0.0247
s_96,172.51080000000002,-42.5958,0.0232,0.0232,0.0232,0.0232,0.0232
s_97,173.2747,-42.8153,0.0216,0.0216,0.0216,0.0216,0.0216
s_98,171.4217,-43.8247,0.0214,0.0214,0.0214,0.0214,0.0214
s_99,171.61080000000004,-43.8389,0.0203,0.0203,0.0203,0.0203,0.0203
t_0,169.36723,-46.58554,0.00061551586,0.00047010087,0.00056221784,0.00069392426,0.0006102963
t_1,169.2774,-46.58554,0.00067085226,0.00054024043,0.000629426,0.0007405444,0.0006648243
t_10,169.63673,-46.4,0.0009338899,0.0007283309,0.00088989886,0.001030321,0.00093723816
t_100,168.91808000000003,-46.33802,0.00072137127,0.00054758857,0.0006494135,0.0008153783,0.0007135018
t_1000,169.5469,-45.33669,0.0015485794,0.0012036429,0.0016583848,0.0016271619,0.0016097164
t_1001,169.63673,-45.33669,0.0016089415,0.0012285965,0.0017356507,0.0016851504,0.0016817489
t_1002,169.81639,-45.3998,0.0016855028,0.0012627337,0.0018326719,0.0017585387,0.001772326
t_1003,169.77148,-45.36826,0.0016754505,0.0012579577,0.001822228,0.0017513911,0.0017597149
t_1004,169.81639,-45.36826,0.001724258,0.0012932918,0.0018821639,0.0017969315,0.0018135081
t_1005,169.72656,-45.36826,0.0017665626,0.001354433,0.0018665926,0.0017975997,0.0018632406
t_1006,169.68164000000002,-45.36826,0.0015977039,0.0012075327,0.0017238238,0.0016756387,0.0016730932
t_1007,169.81639,-45.33669,0.0017669171,0.001327417,0.0019359669,0.0018383471,0.0018589173
t_1008,169.77148,-45.33669,0.0017609327,0.0013326632,0.0019180559,0.0018205835,0.0018533015
t_1009,169.68164000000002,-45.33669,0.0016440318,0.0012477376,0.0017803037,0.0017191017,0.0017220689
t_101,169.09774,-46.27596,0.0009232627,0.00071905606,0.0008662024,0.0010256579,0.00092131685
t_1010,169.72656,-45.33669,0.00176194,0.0013456091,0.0019073006,0.0018080665,0.0018549293
t_1011,169.81639,-45.30511,0.001802876,0.0013551762,0.001983445,0.0018757287,0.0018966413
t_1012,169.45706,-45.3998,0.0014043008,0.0010879539,0.0014781154,0.0014858714,0.001455336
t_1013,169.2774,-45.3998,0.0012793025,0.0010017331,0.0013216141,0.001364289,0.0013164151
t_1014,169.2774,-45.33669,0.0013902354,0.0011420575,0.0014549299,0.0014767889,0.0014187549
t_1015,169.36723,-45.33669,0.0014571478,0.0011921116,0.0015393612,0.0015411918,0.0014920774
t_1016,169.18757,-45.33669,0.0013665975,0.0011094719,0.0014057254,0.0014319463,0.0014029228
t_1017,169.45706,-45.33669,0.0016153611,0.0013101976,0.0016766217,0.0016571183,0.0016756852
t_1018,169.36723,-45.27351,0.0015987048,0.0013915654,0.0017137437,0.0016855984,0.001617806
t_1019,169.18757,-45.27351,0.0014125422,0.0011806668,0.001476971,0.0015005665,0.0014356835
t_102,168.91808000000003,-46.27596,0.00089735986,0.00069431396,0.0008234739,0.0010063739,0.00088935177
t_1020,169.2774,-45.27351,0.0015534514,0.0013776793,0.0016513296,0.0016407599,0.0015632515
t_1021,169.45706,-45.27351,0.0016069142,0.0013194657,0.0017272464,0.0016874282,0.0016504979
t_1022,169.59181,-45.33669,0.001577056,0.0012137707,0.0016949385,0.0016544317,0.0016442428
t_1023,169.63673,-45.30511,0.0016533581,0.0012682134,0.0017904842,0.0017277368,0.0017281091
t_1024,169.59181,-45.30511,0.0016192438,0.0012531854,0.0017476382,0.0016959639,0.0016874454
t_1025,169.5469,-45.30511,0.0015927885,0.001247663,0.0017133676,0.0016708117,0.0016541899
t_1026,169.59181,-45.27351,0.0016611341,0.0012913956,0.0018001217,0.0017371448,0.0017306263
t_1027,169.5469,-45.27351,0.0016363066,0.0012898764,0.0017676833,0.0017137021,0.001698327
t_1028,169.63673,-45.27351,0.0017314437,0.001339212,0.0018786966,0.0017923196,0.0018123997
t_1029,169.5469,-45.24189,0.0016791174,0.0013290441,0.0018208929,0.001755255,0.0017426361
t_103,168.37909000000002,-46.4,0.0005981845,0.00047295625,0.00042749185,0.00060351915,0.00060984516
t_1030,169.59181,-45.24189,0.0017017414,0.0013267492,0.0018511567,0.0017769889,0.0017729938
t_1031,169.63673,-45.24189,0.0017034373,0.0013080473,0.0018619724,0.0017870405,0.0017781494
t_1032,169.72656,-45.30511,0.0023611966,0.0019533306,0.002359197,0.0022032764,0.0025665327
t_1033,169.68164000000002,-45.30511,0.0016849836,0.0012826715,0.0018318332,0.00175925,0.0017649726
t_1034,169.77148,-45.30511,0.0017883936,0.0013531678,0.001956888,0.0018521362,0.001881414
t_1035,169.72656,-45.27351,0.0017651404,0.0013391627,0.0019335488,0.0018373235,0.0018526791
t_1036,169.68164000000002,-45.27351,0.0017262835,0.0013173954,0.0018839107,0.001799709,0.0018083734
t_1037,169.81639,-45.27351,0.0018528384,0.0013957171,0.0020452545,0.0019225825,0.0019500997
t_1038,169.77148,-45.27351,0.0018074589,0.0013654936,0.001987491,0.0018784164,0.0019000296
t_1039,169.81639,-45.24189,0.0018974043,0.0014309299,0.0021019443,0.001966116,0.0019974362
t_104,168.28926,-46.4,0.0007040899,0.0005847825,0.0004886183,0.0006605919,0.00073087384
t_1040,169.72656,-45.24189,0.0018072311,0.0013731208,0.0019868657,0.0018784846,0.0018972758
t_1041,169.77148,-45.24189,0.001850677,0.0013999308,0.0020423583,0.0019206523,0.0019459012
t_1042,169.68164000000002,-45.24189,0.0017779033,0.0013610702,0.0019463509,0.001846874,0.0018635996
t_1043,169.77148,-45.21026,0.0018942383,0.0014341893,0.0020977482,0.001963206,0.0019922312
t_1044,169.81639,-45.21026,0.0019425254,0.0014662921,0.002159426,0.0020101795,0.0020454
t_1045,169.68164000000002,-45.21026,0.0037384378,0.0034690176,0.0036613997,0.003017432,0.0042351214
t_1046,169.72656,-45.21026,0.0018256253,0.0013841318,0.0020164775,0.0019040703,0.0019153375
t_1047,169.77148,-45.17861,0.0019333826,0.0014637834,0.0021488236,0.0020029468,0.0020336607
t_1048,169.68164000000002,-45.17861,0.0034786675,0.0031619503,0.00344238,0.0028983627,0.003907799
t_1049,169.81639,-45.17861,0.0019881213,0.0015016648,0.0022175966,0.0020546946,0.0020939128
t_105,168.01976000000002,-46.4,0.0007103144,0.00061243854,0.0004684639,0.00068271416,0.0007401436
t_1050,169.72656,-45.17861,0.0028496573,0.002435757,0.0028745027,0.0025608847,0.0031368937
t_1051,169.72656,-45.14694,0.0025534977,0.0020977857,0.0025996068,0.0023962134,0.0027653638
t_1052,169.5469,-45.21026,0.001718541,0.0013616824,0.0018700358,0.0017933248,0.0017844931
t_1053,169.59181,-45.21026,0.0017378787,0.0013556936,0.0018973822,0.0018131832,0.0018111881
t_1054,169.63673,-45.21026,0.0030273062,0.002716774,0.0029967332,0.00261657,0.003360277
t_1055,169.63673,-45.17861,0.0022872048,0.0018783808,0.002306828,0.0021878083,0.0024494124
t_1056,169.59181,-45.17861,0.0017770886,0.0013854373,0.0019462283,0.0018506916,0.0018536565
t_1057,169.5469,-45.17861,0.001749434,0.0013826962,0.0019099324,0.0018245537,0.0018181715
t_1058,169.59181,-45.14694,0.0018149691,0.001412088,0.0019934212,0.0018868248,0.0018953072
t_1059,169.5469,-45.14694,0.0017812349,0.0014020656,0.0019501143,0.0018555418,0.001853845
t_106,168.19942000000003,-46.4,0.0007908761,0.00068607775,0.0005353382,0.00075158104,0.00083175884
t_1060,169.63673,-45.14694,0.00188064,0.0014548157,0.00206985,0.0019406792,0.0019713682
t_1061,169.5469,-45.11525,0.0018121856,0.0014191606,0.001989174,0.0018857007,0.0018890571
t_1062,169.45706,-45.21026,0.0025797698,0.002409336,0.0025449472,0.0023305924,0.0027801315
t_1063,169.36723,-45.21026,0.002558947,0.002553806,0.002522565,0.002330445,0.0027060504
t_1064,169.18757,-45.21026,0.0014978908,0.0012699146,0.0015799948,0.0015858859,0.0015207051
t_1065,169.2774,-45.21026,0.0016647896,0.0015212552,0.0017880839,0.0017518072,0.0016676565
t_1066,169.2774,-45.14694,0.0016346031,0.0013925727,0.001753572,0.0017185436,0.0016642369
t_1067,169.18757,-45.14694,0.001706934,0.0014531931,0.0016951694,0.001734494,0.0017571298
t_1068,169.45706,-45.14694,0.001736064,0.001411457,0.0018891675,0.0018130519,0.0017918973
t_1069,169.36723,-45.14694,0.0024164708,0.0022511792,0.002390326,0.002237872,0.0025713881
t_107,168.10959000000003,-46.4,0.0003910647,0.0002831438,0.00027150524,0.00043666962,0.0003812824
t_1070,169.45706,-45.08354,0.0021681972,0.0018142253,0.002175466,0.0021034807,0.0022921786
t_1071,169.18757,-45.08354,0.0017467808,0.0014580912,0.0017374044,0.0017695774,0.0018089415
t_1072,169.77148,-45.14694,0.0021221084,0.0016338949,0.0023239364,0.0021390086,0.0022442678
t_1073,169.68164000000002,-45.14694,0.0036762937,0.0033630815,0.0036401048,0.0030229546,0.004145091
t_1074,169.81639,-45.14694,0.0020341529,0.0015370159,0.0022764013,0.0020996258,0.0021429264
t_1075,169.81639,-45.11525,0.0020949224,0.0015858045,0.002350424,0.0021542625,0.0022085845
t_1076,169.77148,-45.11525,0.0024058507,0.0019016397,0.0024735678,0.0023324653,0.0025686992
t_1077,169.68164000000002,-45.11525,0.0019767708,0.0015190414,0.0021889303,0.0020289144,0.002078969
t_1078,169.72656,-45.11525,0.004021622,0.0037007085,0.0039954386,0.0032460196,0.0045630285
t_1079,169.81639,-45.08354,0.0023862831,0.001853768,0.0025015792,0.002355084,0.0025368459
t_108,168.10959000000003,-46.33802,0.00078510185,0.00068236556,0.00053178804,0.0007459237,0.00082530774
t_1080,169.68164000000002,-45.08354,0.0019610745,0.0014949335,0.002183714,0.002031986,0.0020595437
t_1081,169.72656,-45.08354,0.0022136783,0.0017190999,0.002350239,0.0022097263,0.0023445208
t_1082,169.59181,-45.11525,0.0019034209,0.0014860993,0.0020909766,0.0019556608,0.0019940413
t_1083,169.63673,-45.11525,0.0018662193,0.0014314747,0.0020653105,0.0019434257,0.0019539772
t_1084,169.63673,-45.08354,0.0025705947,0.0021380458,0.0026118166,0.0024046828,0.0027825504
t_1085,169.59181,-45.08354,0.003239623,0.0029165584,0.0032319997,0.0027835546,0.003601868
t_1086,169.5469,-45.08354,0.0019070598,0.0014975177,0.0020920688,0.0019577297,0.0019958662
t_1087,169.63673,-45.05182,0.0025080242,0.0020518955,0.0025585655,0.0023789117,0.0026992976
t_1088,169.59181,-45.05182,0.003603326,0.003291277,0.0035808147,0.0029995462,0.004043523
t_1089,169.5469,-45.05182,0.0030102986,0.0026688974,0.0030143952,0.0026526446,0.0033203268
t_109,168.01976000000002,-46.33802,0.00074397377,0.0006448133,0.00049751916,0.00071080675,0.000778439
t_1090,169.5469,-45.02008,0.0031859903,0.0028428345,0.003189794,0.002768291,0.0035314434
t_1091,169.59181,-45.02008,0.0026126348,0.002174673,0.0026583083,0.0024434377,0.002827572
t_1092,169.77148,-45.08354,0.0028178878,0.0023266796,0.0028947243,0.0026074476,0.0030705943
t_1093,169.77148,-45.05182,0.002103663,0.0015905414,0.0023682637,0.0021720277,0.0022151282
t_1094,169.68164000000002,-45.05182,0.0026620359,0.0021926367,0.0027237528,0.0024911368,0.0028844236
t_1095,169.72656,-45.05182,0.0024464407,0.0019375281,0.002520705,0.002370586,0.0026110962
t_1096,169.81639,-45.05182,0.0045630345,0.0042175753,0.0045840354,0.0036237566,0.0052046133
t_1097,169.81639,-45.02008,0.0022197275,0.0016772461,0.002514886,0.0022818719,0.0023401994
t_1098,169.77148,-45.02008,0.0021331632,0.0016095026,0.0024100498,0.0022062545,0.0022455452
t_1099,169.68164000000002,-45.02008,0.003191233,0.0027531048,0.003248799,0.0028252369,0.003528966
t_11,169.5469,-46.4,0.00085341244,0.0006580136,0.00080666394,0.00094832364,0.0008552299
t_110,168.28926,-46.33802,0.00073661166,0.0006132454,0.0005181711,0.0006887687,0.00076719385
t_1100,169.72656,-45.02008,0.002828384,0.0023298943,0.0029123079,0.0026269953,0.0030757785
t_1101,169.72656,-44.98832,0.0031444728,0.0026559443,0.0032344607,0.0028350763,0.0034580375
t_1102,169.36723,-45.08354,0.0017118987,0.0013871707,0.0018557303,0.0017911859,0.001766917
t_1103,169.2774,-45.08354,0.0016958603,0.0013967765,0.0018166126,0.001759204,0.001748071
t_1104,169.2774,-45.02008,0.0016818794,0.0013507238,0.0018135053,0.0017632351,0.0017376468
t_1105,169.18757,-45.02008,0.002625449,0.0024389029,0.0025448336,0.0023306087,0.0028569677
t_1106,169.45706,-45.02008,0.0018340342,0.0014365456,0.0020116149,0.0019090484,0.0019115881
t_1107,169.36723,-45.02008,0.0017584498,0.0013967991,0.0019126429,0.0018368294,0.0018243867
t_1108,169.18757,-44.95655,0.0017476509,0.0014416234,0.0018712211,0.0018055362,0.0018013327
t_1109,169.2774,-44.95655,0.0027264764,0.0024767825,0.002687381,0.0024510573,0.0029620808
t_111,168.19942000000003,-46.33802,0.00056979177,0.0004513519,0.0004009851,0.0005736698,0.00057958433
t_1110,169.36723,-44.95655,0.0018414909,0.0014538147,0.002011527,0.0019200633,0.001914004
t_1111,169.45706,-44.95655,0.0019166498,0.0014915304,0.00211167,0.001991293,0.0020016572
t_1112,169.63673,-45.02008,0.0026589625,0.0021982186,0.0027169515,0.0024875407,0.0028798678
t_1113,169.5469,-44.98832,0.0019442419,0.0014963294,0.0021562218,0.0020184566,0.0020363398
t_1114,169.59181,-44.98832,0.0025206336,0.002055968,0.002575279,0.0023999107,0.002707343
t_1115,169.63673,-44.98832,0.00264817,0.00216862,0.0027150474,0.0024956588,0.0028594483
t_1116,169.5469,-44.95655,0.0019698888,0.0015100738,0.002191762,0.0020498983,0.0020631661
t_1117,169.59181,-44.95655,0.0020621594,0.0015821501,0.0022992876,0.0021236117,0.002166958
