STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V
3670,Bayaz,30.701,55.446,seismic,BHRC,0.0102344546,0.0285096061,0.0077695315,0.0080467921,0,0,0,0,0.0092632926,0.0285096061,0.0077695315,0.0080467921,0.0102344546,0.018279154,0.00626397,0.0047824546,0.0110724771,0.021783774,0.0114119608,0.0100719827
3671/01,Zarand,30.81,56.577,seismic,BHRC,0.3294026504,0.8896240342,0.3361651156,0.3391915541,0,0,0,0,0.3294026504,0.6188929025,0.2166011444,0.3391915541,0.3151090724,0.8896240342,0.3361651156,0.2070429995,0.2452038736,0.4005522912,0.4115129309,0.401370808
3672,Sirch,30.203,57.557,seismic,BHRC,0.013403262,0.0319895408,0.0200278658,0.0095531758,0,0,0,0,0.013403262,0.0319895408,0.0200278658,0.0095531758,0.00581421,0.01138521,0.0109728021,0.0087230563,0.0089963303,0.0220399164,0.0180107777,0.0114978094
3673,Rafsanjan,30.411,55.993,seismic,BHRC,0.0240495413,0.0588393889,0.0302598766,0.0408992345,0,0,0,0,0.0240495413,0.0588393889,0.0302598766,0.0408992345,0.00994579,0.0231472726,0.0102721021,0.0138933946,0.0212237513,0.0550730768,0.027212573,0.0510137033
3674,Anar,30.866,55.271,seismic,BHRC,0.0187261978,0.0310488685,0.0137240455,0.0086468681,0,0,0,0,0.0187261978,0.0310488685,0.0137240455,0.0086468681,0.0087521713,0.0213073114,0.0058366376,0.0044691062,0.0153228338,0.0313116321,0.0138404405,0.0123383056
3675,Cheshmeh sabz,29.465,56.418,seismic,BHRC,0.0105835882,0.0379403699,0.0087330644,0.0055260686,0,0,0,0,0.0105835882,0.0379403699,0.0087330644,0.0055260686,0.0048630071,0.0126285051,0.007274446,0.0053023079,0.0127539246,0.0432945824,0.0103047915,0.0049571248
3677,Koohbanan,31.421,56.276,seismic,BHRC,0.0125224261,0.0265933011,0.034349635,0.0193191347,0,0,0,0,0.0125224261,0.0265933011,0.034349635,0.0193191347,0.0076279613,0.0149920892,0.0107029349,0.0116700603,0.010324261,0.0207658058,0.0350483923,0.0174680925
3678,Molea Esmaeel,32.037,55.952,seismic,BHRC,0.0136383282,0.0301956597,0.0404031161,0.0279329249,0,0,0,0,0.0136383282,0.0301956597,0.0404031161,0.0279329249,0.0071757696,0.0122759802,0.0204502377,0.0135248721,0.0201377166,0.0369638466,0.03733693,0.0440635097
3679,Deh-Loulou,30.529,57.289,seismic,BHRC,0.0527491335,0.0599560732,0.0737174734,0.0369342185,0,0,0,0,0.0527491335,0.0599560732,0.0737174734,0.0369342185,0.0220010194,0.0569148486,0.0389915859,0.0239028202,0.0334605505,0.0740475441,0.0489775161,0.0733080366
3684,Pariz,29.87,55.746,seismic,BHRC,0.012438736,0.0166182331,0.0057520556,0.0025745326,0,0,0,0,0.012438736,0.0166182331,0.0057520556,0.0025745326,0.0065559939,0.0087736921,0.0026806357,0.0021066012,0.0125559633,0.0125751995,0.0045229249,0.0039194032
3685,ShahreBabak,30.107,55.124,seismic,BHRC,0.0142859327,0.0631847246,0.0078390377,0.004141026,0,0,0,0,0.0142859327,0.0631847246,0.0078390377,0.004141026,0.011956473,0.0096550272,0.0043282597,0.0026590977,0.0189067278,0.0417526213,0.0091816511,0.0065565218
3686,Dasht-e-Khak,31.066,56.555,seismic,BHRC,0.0515472987,0.1671866613,0.0898914333,0.0661120802,0,0,0,0,0.0515472987,0.1671866613,0.0685862911,0.0661120802,0.0430574924,0.112093151,0.0898914333,0.0462818182,0.064061264,0.257651698,0.0630227514,0.0309875345
3687,Kerman 2,30.288,57.072,seismic,BHRC,0.0249518858,0.0633041357,0.0551301457,0.0581658927,0,0,0,0,0.0249518858,0.0633041357,0.0551301457,0.0581658927,0.0233863405,0.0235224624,0.0250900816,0.0421167064,0.0268433231,0.073278617,0.0505955559,0.038898309
3688,Horjand,30.675,57.154,seismic,BHRC,0.0690008155,0.1429679633,0.1110336894,0.0858039117,0,0,0,0,0.047772579,0.1429679633,0.0657290698,0.049659151,0.0690008155,0.0942634567,0.1110336894,0.0858039117,0.042235474,0.1078140721,0.1406988971,0.0530493218
3689/01,Qadrooni Dam,30.962,56.819,seismic,BHRC,0.223108053,0.3885257542,0.3281490057,0.1461067009,0,0,0,0,0.223108053,0.3885257542,0.3281490057,0.1461067009,0.1101824669,0.218406206,0.149166136,0.0976227427,0.1448634047,0.3250107548,0.2414819281,0.0811167865
3689/02,Qadrooni Dam,30.962,56.819,seismic,BHRC,0.0243053007,0.0107582516,0.0045723226,0.0020855988,0,0,0,0,0.0243053007,0.0107582516,0.0045723226,0.0020855988,0.0085289602,0.0102272497,0.0024272517,0.0009867179,0.0094410092,0.0130644437,0.0027299694,0.0008090663
3697/01,Shirinrood Dam1,30.811,57.031,seismic,BHRC,0.5199683996,0.8385173434,0.396328624,0.2319277343,0,0,0,0,0.5199683996,0.8385173434,0.396328624,0.2319277343,0.2570132518,0.6768417231,0.2061182922,0.1433680275,0.2064760449,0.5453173271,0.2877546257,0.1172143189
3697/02,Shirinrood Dam1,30.811,57.031,seismic,BHRC,0.0151735984,0.0087156429,0.001915392,0.0017620717,0,0,0,0,0.0148118247,0.0087156429,0.0017979688,0.0017620717,0.0151735984,0.0059628932,0.001915392,0.0016678612,0.0131152905,0.0108306984,0.0025189687,0.0019838447
3697/03,Shirinrood Dam1,30.811,57.031,seismic,BHRC,0.0108513761,0.022354911,0.0033081191,0.0010458006,0,0,0,0,0.0108513761,0.0154167446,0.0033081191,0.0010458006,0.0097303058,0.022354911,0.0025757433,0.0010218066,0.0215618756,0.037478559,0.0067453684,0.0019409283
3702,Davaran,30.582,56.189,seismic,BHRC,0.0569238532,0.0624411034,0.0205227112,0.0193995042,0,0,0,0,0.0569238532,0.0624411034,0.0205227112,0.0193995042,0.0338101937,0.0359366817,0.0176367255,0.0108891346,0.0492554536,0.0870838178,0.0155835683,0.0166057275
3772,Darmazar,29.238,57.33,seismic,BHRC,0.0076008869,0.0199769896,0.0143093802,0.0040017948,0,0,0,0,0.0076008869,0.0199769896,0.0143093802,0.0040017948,0.0031001223,0.0070740341,0.0060840666,0.0028728598,0.0113022426,0.0235393875,0.0085525438,0.0053045099
3777,Jiroft Dam2,28.86,57.466,seismic,BHRC,0.0114828746,0.0406890021,0.0167694145,0.0066354468,0,0,0,0,0.0114828746,0.0406890021,0.0167694145,0.0066354468,0.0027353415,0.0071747,0.0058648298,0.0065097346,0.0036298267,0.012169248,0.0068134408,0.0073723588
3784,Saadat Abad,29.648,55.822,seismic,BHRC,0.0184268094,0.0661078763,0.0169551069,0.0135066087,0,0,0,0,0.0184268094,0.0661078763,0.0169551069,0.0135066087,0.0047713354,0.0176011975,0.0135868156,0.0087212887,0.0099794597,0.0285485663,0.014334217,0.0112772517
3789,NayBand,32.381,57.828,seismic,BHRC,0.0149586137,0.0230545299,0.035947761,0.0416533536,0,0,0,0,0.0149586137,0.0230545299,0.035947761,0.0416533536,0.0053789704,0.0137590011,0.0101464296,0.0084404721,0.0116314985,0.023669017,0.0233244916,0.0220791645
