# {20110311_M9.1_Tohoku} median gmf, Stations:None, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,ZhaoEtAl2016SInter
t_1057,138.06934,35.42937,0.04893024,0.0447963,0.011188214
t_1058,138.15917000000002,35.46596,0.0511113,0.047054704,0.012272696
t_1059,138.06934,35.46596,0.0493575,0.04524141,0.011397099
t_106,140.67444999999998,36.87994,0.28686732,0.14351067,0.33322126
t_1060,138.20409,35.39276,0.05105884,0.047000792,0.012246083
t_1061,138.24900000000002,35.39276,0.05194971,0.04791358,0.012701531
t_1062,138.29392,35.39276,0.05286013,0.048840266,0.013174646
t_1063,138.20409,35.42937,0.051541034,0.04749558,0.012491674
t_1064,138.24900000000002,35.42937,0.05245003,0.048423614,0.0129605755
t_1065,138.29392,35.42937,0.053379405,0.04936601,0.0134479515
t_1066,138.29392,35.46596,0.053893637,0.049884617,0.013721064
t_1067,138.20409,35.46596,0.05201813,0.04798344,0.012736818
t_1068,138.24900000000002,35.46596,0.05294528,0.048926614,0.0132192895
t_1069,138.29392,35.50253,0.054402202,0.05039551,0.013993567
t_107,140.58461999999997,36.87994,0.26911438,0.14137353,0.29653847
t_1070,138.42867,35.39276,0.059831426,0.080075935,0.014705934
t_1071,138.38374999999996,35.39276,0.05879754,0.07857791,0.014176108
t_1072,138.33883000000003,35.39276,0.05778524,0.07710064,0.013665874
t_1073,138.38374999999996,35.42937,0.059393715,0.07944307,0.014480554
t_1074,138.42867,35.42937,0.060450494,0.08096766,0.015027374
t_1075,138.33883000000003,35.42937,0.064392515,0.07793997,0.019079614
t_1076,138.42867,35.46596,0.06106431,0.08184789,0.015349175
t_1077,138.38374999999996,35.46596,0.05998455,0.08029687,0.014785148
t_1078,138.33883000000003,35.46596,0.058928385,0.07876811,0.014242677
t_1079,138.33883000000003,35.50253,0.059491146,0.07958411,0.014530586
t_108,140.62954000000002,36.87994,0.2780104,0.14248438,0.31467476
t_1080,138.11426,35.46596,0.05022471,0.046140835,0.011826418
t_1081,138.02441999999996,35.46596,0.0485094,0.044356618,0.010984176
t_1082,138.15917000000002,35.50253,0.0515654,0.04752054,0.012504144
t_1083,138.02441999999996,35.50253,0.048915952,0.044781394,0.0111812595
t_1084,138.11426,35.50253,0.05066225,0.046592556,0.012045733
t_1085,138.06934,35.50253,0.0497792,0.04567945,0.011604972
t_1086,138.06934,35.53909,0.050194953,0.046110056,0.011811567
t_1087,138.15917000000002,35.53909,0.05201344,0.04797865,0.012734396
t_1088,138.11426,35.53909,0.051093776,0.0470367,0.012263804
t_1089,138.02441999999996,35.53909,0.049316626,0.045198884,0.011377041
t_109,140.58461999999997,36.91586,0.26677504,0.14106718,0.2918512
t_1090,138.38374999999996,35.50253,0.06056931,0.08113834,0.015089424
t_1091,138.42867,35.50253,0.069182426,0.08271563,0.021426376
t_1092,138.42867,35.53909,0.062273256,0.083570085,0.015991932
t_1093,138.38374999999996,35.53909,0.061147403,0.08196675,0.015392973
t_1094,138.33883000000003,35.53909,0.06004724,0.08038725,0.0148176355
t_1095,138.33883000000003,35.57563,0.060595777,0.08117635,0.015103263
t_1096,138.42867,35.57563,0.06286678,0.084409975,0.016311817
t_1097,138.38374999999996,35.57563,0.061717898,0.08278085,0.015695196
t_1098,138.42867,35.61216,0.063452005,0.085234486,0.016630009
t_1099,138.38374999999996,35.61216,0.062280156,0.083579876,0.015995635
t_11,140.71937000000003,35.86736,0.22801694,0.21155089,0.15121661
t_110,140.67444999999998,36.91586,0.28447923,0.14324139,0.32817242
t_1100,138.24900000000002,35.50253,0.053434853,0.049422026,0.013477282
t_1101,138.20409,35.50253,0.052489568,0.048463836,0.012981145
t_1102,138.24900000000002,35.53909,0.05391828,0.049909417,0.013734213
t_1103,138.20409,35.53909,0.052954894,0.048936363,0.013224335
t_1104,138.29392,35.53909,0.0589724,0.078832045,0.0142651005
t_1105,138.20409,35.57563,0.053413384,0.04940034,0.013465922
t_1106,138.24900000000002,35.57563,0.0543948,0.05038809,0.0139895845
t_1107,138.29392,35.57563,0.059499998,0.079596914,0.014535134
t_1108,138.29392,35.61216,0.055887945,0.05187657,0.01480327
t_1109,138.24900000000002,35.61216,0.05486391,0.050857604,0.014243024
t_111,140.62954000000002,36.91586,0.27563578,0.142196,0.3097854
t_1110,138.02441999999996,35.57563,0.049710833,0.04560852,0.011571156
t_1111,138.11426,35.57563,0.05151864,0.04747264,0.012480221
t_1112,138.15917000000002,35.57563,0.05245472,0.048428386,0.012963015
t_1113,138.06934,35.57563,0.05060413,0.046532635,0.012016497
t_1114,138.15917000000002,35.61216,0.0528888,0.04886935,0.013189671
t_1115,138.02441999999996,35.61216,0.050098184,0.046009947,0.011763335
t_1116,138.06934,35.61216,0.05100634,0.046946816,0.012219476
t_1117,138.11426,35.61216,0.05193641,0.0479,0.012694677
t_1118,138.11426,35.64866,0.05234631,0.048318036,0.012906682
t_1119,138.02441999999996,35.64866,0.05047798,0.046402484,0.011953148
t_112,140.58461999999997,36.95176,0.26445925,0.14075781,0.28724465
t_1120,138.20409,35.61216,0.053864565,0.04985535,0.013705557
t_1121,138.29392,35.64866,0.056367412,0.052350845,0.015068871
t_1122,138.24900000000002,35.64866,0.055324703,0.05131713,0.014493937
t_1123,138.20409,35.64866,0.054307573,0.0503006,0.013942681
t_1124,138.29392,35.68515,0.056837995,0.05281457,0.015331579
t_1125,138.20409,35.68515,0.05474203,0.050735783,0.014176983
t_1126,138.24900000000002,35.68515,0.05577678,0.05176635,0.014741986
t_1127,138.20409,35.72163,0.055167306,0.05116035,0.014408012
t_1128,138.29392,35.72163,0.061521538,0.08250103,0.015590874
t_1129,138.24900000000002,35.72163,0.056219462,0.052204687,0.014986689
t_113,140.71937000000003,36.844,0.32062393,0.21406679,0.47422802
t_1130,138.33883000000003,35.61216,0.061136153,0.081950665,0.01538704
t_1131,138.33883000000003,35.64866,0.061667312,0.082708806,0.01566829
t_1132,138.42867,35.64866,0.075537585,0.086042106,0.023169281
t_1133,138.38374999999996,35.64866,0.06283306,0.084362365,0.016293569
t_1134,138.38374999999996,35.68515,0.0633761,0.08512775,0.016588584
t_1135,138.42867,35.68515,0.06459347,0.08683223,0.017258545
t_1136,138.33883000000003,35.68515,0.062188767,0.08345023,0.015946627
t_1137,138.42867,35.72163,0.08245764,0.09829307,0.024019685
t_1138,138.38374999999996,35.72163,0.06390841,0.085875,0.016880075
t_1139,138.33883000000003,35.72163,0.06269972,0.08417395,0.016221492
t_114,140.80920000000003,36.844,0.329324,0.21600123,0.51947045
t_1140,138.06934,35.64866,0.051400833,0.047351897,0.012420042
t_1141,138.15917000000002,35.64866,0.053314857,0.049300767,0.013413842
t_1142,138.15917000000002,35.68515,0.053732537,0.049722366,0.01363524
t_1143,138.06934,35.68515,0.051787306,0.047747623,0.012617948
t_1144,138.11426,35.68515,0.052748017,0.048726488,0.013115967
t_1145,138.02441999999996,35.68515,0.050849937,0.0467859,0.0121403625
t_1146,138.15917000000002,35.72163,0.054141246,0.05013361,0.013853442
t_1147,138.06934,35.72163,0.05216522,0.048133507,0.012812827
t_1148,138.11426,35.72163,0.06748701,0.076085374,0.01821535
t_1149,138.02441999999996,35.72163,0.05121354,0.04715972,0.012324636
t_115,140.76428999999996,36.844,0.3351324,0.21509556,0.49737027
t_1150,138.69816000000003,35.39276,0.07212365,0.089482024,0.025070628
t_1151,138.60833000000002,35.39276,0.082648836,0.096795745,0.016960891
t_1152,138.65323999999998,35.39276,0.07087134,0.08786618,0.024164636
t_1153,138.69816000000003,35.42937,0.07295735,0.09055002,0.025682254
t_1154,138.60833000000002,35.42937,0.083844855,0.097924426,0.017359456
t_1155,138.65323999999998,35.42937,0.07167344,0.08890273,0.02474316
t_1156,138.69816000000003,35.46596,0.08832079,0.10278352,0.019149475
t_1157,138.65323999999998,35.46596,0.08566845,0.10090002,0.025324343
t_1158,138.60833000000002,35.46596,0.06562867,0.08826923,0.017837565
t_1159,138.60833000000002,35.50253,0.06634005,0.0892501,0.018240405
t_116,140.71937000000003,36.87994,0.29557544,0.14444864,0.35193282
t_1160,138.56340999999998,35.39276,0.08242759,0.095025025,0.016348233
t_1161,138.51850000000002,35.39276,0.06196531,0.083132856,0.015827082
t_1162,138.47357999999997,35.39276,0.060887065,0.08159412,0.0152559355
t_1163,138.47357999999997,35.42937,0.06938694,0.08251318,0.021323238
t_1164,138.56340999999998,35.42937,0.06376025,0.08566731,0.016798712
t_1165,138.51850000000002,35.42937,0.062633336,0.08408007,0.01618566
t_1166,138.56340999999998,35.46596,0.06444961,0.086631626,0.017178755
t_1167,138.51850000000002,35.46596,0.063296355,0.08501555,0.016545115
t_1168,138.47357999999997,35.46596,0.06216792,0.08342064,0.015935456
t_1169,138.56340999999998,35.50253,0.06513326,0.08758296,0.017559402
t_117,140.76428999999996,36.87994,0.30068955,0.26390424,0.43171933
t_1170,138.74307999999996,35.50253,0.09088789,0.10589498,0.02036164
t_1171,138.83290999999997,35.50253,0.09169141,0.10984489,0.030182756
t_1172,138.83290999999997,35.53909,0.073659934,0.099026114,0.022615852
t_1173,138.74307999999996,35.53909,0.07092337,0.09543907,0.020931328
t_1174,138.78799000000004,35.53909,0.07227602,0.097222224,0.021756755
t_1175,138.74307999999996,35.57563,0.07171336,0.09648289,0.021411683
t_1176,138.83290999999997,35.57563,0.074519575,0.100136206,0.023156885
t_1177,138.78799000000004,35.57563,0.07309997,0.09829871,0.02226647
t_1178,138.78799000000004,35.61216,0.07391596,0.09935757,0.022776395
t_1179,138.74307999999996,35.61216,0.07249522,0.09750933,0.02189185
t_118,140.80920000000003,36.87994,0.32710367,0.21575058,0.51317996
t_1180,138.65323999999998,35.50253,0.06757392,0.090938486,0.018948607
t_1181,138.69816000000003,35.50253,0.07876772,0.09264842,0.026914414
t_1182,138.69816000000003,35.53909,0.06960085,0.0936765,0.020137992
t_1183,138.60833000000002,35.53909,0.067045115,0.09021689,0.018643621
t_1184,138.65323999999998,35.53909,0.0683082,0.09193548,0.019375756
t_1185,138.65323999999998,35.57563,0.06903505,0.092916675,0.019802753
t_1186,138.60833000000002,35.57563,0.06774266,0.09116812,0.019046396
t_1187,138.69816000000003,35.57563,0.07035849,0.09468855,0.020590814
t_1188,138.69816000000003,35.61216,0.07766057,0.0956835,0.028770387
t_1189,138.60833000000002,35.61216,0.079040565,0.092102796,0.026590096
t_119,140.76428999999996,36.91586,0.29887685,0.26358873,0.426549
t_1190,138.51850000000002,35.50253,0.06395354,0.08593821,0.016904889
t_1191,138.47357999999997,35.50253,0.06279983,0.08431543,0.016275594
t_1192,138.56340999999998,35.53909,0.065810464,0.08852041,0.017940128
t_1193,138.51850000000002,35.53909,0.064604186,0.086847164,0.017264495
t_1194,138.47357999999997,35.53909,0.09182042,0.09559229,0.02087491
t_1195,138.51850000000002,35.57563,0.094850965,0.09844707,0.022140715
t_1196,138.47357999999997,35.57563,0.09333565,0.096564494,0.021300286
t_1197,138.56340999999998,35.57563,0.0762607,0.089442536,0.02504821
t_1198,138.47357999999997,35.61216,0.07752734,0.08691399,0.023641469
t_1199,138.51850000000002,35.61216,0.07961683,0.08861896,0.024583835
t_12,140.58461999999997,35.75808,0.20475808,0.20140854,0.11843755
t_120,140.71937000000003,36.91586,0.29320127,0.14419957,0.34678444
t_1200,138.56340999999998,35.61216,0.09742955,0.10137256,0.023491673
t_1201,138.47357999999997,35.64866,0.07789115,0.08774754,0.02409902
t_1202,138.51850000000002,35.64866,0.080135725,0.08947926,0.02506906
t_1203,138.56340999999998,35.64866,0.081758484,0.09123629,0.026080748
t_1204,138.47357999999997,35.68515,0.078568436,0.088563204,0.02455262
t_1205,138.51850000000002,35.68515,0.08626069,0.10134216,0.018605676
t_1206,138.56340999999998,35.68515,0.080681756,0.09210553,0.026591713
t_1207,138.47357999999997,35.72163,0.08476737,0.10026342,0.025001323
t_1208,138.56340999999998,35.72163,0.06906343,0.09295487,0.019819507
t_1209,138.51850000000002,35.72163,0.073423035,0.09114388,0.02602683
t_121,140.80920000000003,36.91586,0.3385464,0.21549436,0.5068897
t_1210,138.83290999999997,35.61216,0.07537146,0.101228416,0.023698598
t_1211,138.78799000000004,35.64866,0.074722216,0.10039672,0.023285242
t_1212,138.83290999999997,35.64866,0.076213725,0.10230059,0.02423962
t_1213,138.74307999999996,35.64866,0.07326729,0.09851641,0.022370612
t_1214,138.78799000000004,35.68515,0.0755178,0.101415254,0.023792215
t_1215,138.74307999999996,35.68515,0.07402867,0.099503264,0.022847233
t_1216,138.83290999999997,35.68515,0.07704537,0.10335177,0.024779098
t_1217,138.78799000000004,35.72163,0.07630131,0.10241164,0.024296185
t_1218,138.74307999999996,35.72163,0.07864743,0.10046841,0.031883515
t_1219,138.83290999999997,35.72163,0.0778649,0.10438035,0.025315821
t_122,140.71937000000003,36.95176,0.2908372,0.14394665,0.34169286
t_1220,138.65323999999998,35.61216,0.08271332,0.09388103,0.027657457
t_1221,138.65323999999998,35.64866,0.08476589,0.09482673,0.028237423
t_1222,138.69816000000003,35.64866,0.07999168,0.09665944,0.02938634
t_1223,138.60833000000002,35.64866,0.08293204,0.09301916,0.027136387
t_1224,138.69816000000003,35.68515,0.080165505,0.09761552,0.029999057
t_1225,138.65323999999998,35.68515,0.083643794,0.09575297,0.028813919
t_1226,138.60833000000002,35.68515,0.06978007,0.09391645,0.020244703
t_1227,138.65323999999998,35.72163,0.07184671,0.096658416,0.021493243
t_1228,138.69816000000003,35.72163,0.073293395,0.09855036,0.022386884
t_1229,138.60833000000002,35.72163,0.07043726,0.09479341,0.020638147
t_123,140.85411999999997,36.91586,0.3434788,0.21633248,0.528
t_1230,138.69816000000003,35.75808,0.0770711,0.09946206,0.031209022
t_1231,138.65323999999998,35.75808,0.07251962,0.09754125,0.021906909
t_1232,138.60833000000002,35.75808,0.0710813,0.09564828,0.021026969
t_1233,138.60833000000002,35.79453,0.07171154,0.096480496,0.021410575
t_1234,138.65323999999998,35.79453,0.073178455,0.098400876,0.022315295
t_1235,138.69816000000003,35.79453,0.074685834,0.10034998,0.023262171
t_1236,138.65323999999998,35.83095,0.07382142,0.09923525,0.022717051
t_1237,138.69816000000003,35.83095,0.075358614,0.101212,0.023690386
t_1238,138.60833000000002,35.83095,0.072326295,0.09728812,0.021787705
t_1239,138.60833000000002,35.86736,0.072924696,0.09807033,0.022157604
t_124,140.85411999999997,36.95176,0.30334836,0.26532644,0.45637378
t_1240,138.51850000000002,35.75808,0.074053995,0.0919454,0.02649706
t_1241,138.47357999999997,35.75808,0.072633564,0.09013598,0.025443915
t_1242,138.56340999999998,35.75808,0.06968009,0.09378263,0.02018514
t_1243,138.47357999999997,35.79453,0.08414451,0.101981476,0.02587976
t_1244,138.51850000000002,35.79453,0.0746707,0.09272539,0.026960393
t_1245,138.56340999999998,35.79453,0.07615472,0.09458831,0.028090388
t_1246,138.56340999999998,35.83095,0.070871286,0.09537002,0.020899827
t_1247,138.47357999999997,35.83095,0.063465245,0.05915708,0.019241357
t_1248,138.51850000000002,35.83095,0.069455795,0.093482025,0.020051807
t_1249,138.56340999999998,35.86736,0.071443446,0.096127,0.021247016
t_125,140.85411999999997,36.98765,0.34161738,0.21586113,0.5159373
t_1250,138.92273999999998,35.72163,0.081115805,0.10838973,0.027494539
t_1251,138.87782000000004,35.72163,0.07946916,0.106373,0.026381096
t_1252,138.92273999999998,35.75808,0.07659543,0.07067317,0.028100187
t_1253,138.96765,35.75808,0.07823222,0.07201203,0.029304177
t_1254,138.87782000000004,35.75808,0.08031247,0.10740945,0.026948808
t_1255,138.87782000000004,35.79453,0.07578412,0.0700017,0.027511418
t_1256,138.96765,35.79453,0.079092905,0.07270764,0.029945908
t_1257,138.92273999999998,35.79453,0.07741577,0.07134682,0.028700914
t_1258,138.87782000000004,35.83095,0.07654984,0.07063557,0.028066963
t_1259,138.92273999999998,35.83095,0.078219324,0.07200156,0.029294603
t_126,140.62954000000002,36.95176,0.2732815,0.14190432,0.3049726
t_1260,139.01256999999998,35.75808,0.0799141,0.07336596,0.03056372
t_1261,139.05749000000003,35.75808,0.081641816,0.07473396,0.031881038
t_1262,139.1024,35.79453,0.08441282,0.076880366,0.03404298
t_1263,139.05749000000003,35.79453,0.08259056,0.075475425,0.032614455
t_1264,139.14732000000004,35.79453,0.086286366,0.078298785,0.035538726
t_1265,139.01256999999998,35.79453,0.08081753,0.07408416,0.031249598
t_1266,139.14732000000004,35.83095,0.087316506,0.07906755,0.036372736
t_1267,139.01256999999998,35.83095,0.08170372,0.07478255,0.031928677
t_1268,139.1024,35.83095,0.08539207,0.077625014,0.03482136
t_1269,139.05749000000003,35.83095,0.083521895,0.07619661,0.033341307
t_127,140.67444999999998,36.95176,0.28210706,0.14296855,0.32319242
t_1270,139.19223,35.75808,0.08710987,0.07891398,0.036204785
t_1271,139.23715000000004,35.75808,0.08903141,0.08033002,0.03777927
t_1272,139.28206,35.75808,0.11044831,0.1266239,0.053887222
t_1273,139.23715000000004,35.79453,0.09019038,0.08117109,0.038742606
t_1274,139.28206,35.79453,0.1149185,0.12796767,0.055297308
t_1275,139.19223,35.79453,0.08821155,0.07972915,0.037104018
t_1276,139.28206,35.83095,0.115264274,0.12927654,0.056702543
t_1277,139.19223,35.83095,0.08929572,0.08052269,0.037998065
t_1278,139.23715000000004,35.83095,0.09133197,0.08199008,0.039701506
t_1279,139.23715000000004,35.86736,0.0924539,0.08278588,0.04065353
t_128,140.67444999999998,36.98765,0.2797508,0.1426921,0.3182806
t_1280,138.96765,35.83095,0.07993655,0.073383875,0.030580686
t_1281,138.87782000000004,35.86736,0.07729779,0.07125027,0.028614186
t_1282,138.92273999999998,35.86736,0.07900472,0.072636634,0.029879887
t_1283,138.96765,35.86736,0.0807617,0.07403996,0.031207023
t_1284,138.87782000000004,35.90375,0.078026034,0.07184453,0.029151322
t_1285,138.96765,35.90375,0.08156613,0.07467452,0.031822838
t_1286,138.92273999999998,35.90375,0.0797699,0.07325074,0.030454848
t_1287,138.92273999999998,35.94012,0.08051301,0.07384278,0.031017685
t_1288,138.96765,35.94012,0.08234786,0.0752864,0.032426164
t_1289,138.87782000000004,35.94012,0.07873283,0.07241733,0.029676719
t_129,140.62954000000002,36.98765,0.29592168,0.2101977,0.40201095
t_1290,139.1024,35.86736,0.08635198,0.078347996,0.03559161
t_1291,139.05749000000003,35.86736,0.08443413,0.076896645,0.03405984
t_1292,139.01256999999998,35.86736,0.0825711,0.075460285,0.03259934
t_1293,139.14732000000004,35.86736,0.088327125,0.07981415,0.037198894
t_1294,139.05749000000003,35.90375,0.085324734,0.07757404,0.034767598
t_1295,139.01256999999998,35.90375,0.08341728,0.076115936,0.033259325
t_1296,139.1024,35.90375,0.08728985,0.07904776,0.03635105
t_1297,139.14732000000004,35.90375,0.08931532,0.080536954,0.038014304
t_1298,139.05749000000003,35.94012,0.08619138,0.078227505,0.035462238
t_1299,139.01256999999998,35.94012,0.08424013,0.0767483,0.03390649
t_13,140.62954000000002,35.75808,0.20401172,0.22599857,0.15214916
t_130,140.58461999999997,36.98765,0.2621665,0.14044541,0.28271684
t_1300,139.28206,35.86736,0.09460862,0.08428934,0.042508606
t_1301,139.19223,35.86736,0.09036026,0.08129356,0.038884677
t_1302,139.23715000000004,35.90375,0.09355281,0.08355672,0.041595258
t_1303,139.19223,35.90375,0.091402054,0.08204005,0.0397607
t_1304,139.28206,35.90375,0.095768414,0.08508519,0.043521553
t_1305,139.23715000000004,35.94012,0.09462561,0.08430106,0.042523373
t_1306,139.19223,35.94012,0.0924182,0.0827607,0.0406231
t_1307,139.28206,35.94012,0.09690166,0.085853875,0.044521026
t_1308,139.19223,35.97648,0.09340601,0.08345424,0.041468922
t_1309,139.28206,35.97648,0.098005205,0.08659399,0.045503486
t_131,140.62954000000002,37.02352,0.2686342,0.14131115,0.2955736
t_1310,139.14732000000004,35.94012,0.09027839,0.08123456,0.03881618
t_1311,139.1024,35.94012,0.088203155,0.07972297,0.03709713
t_1312,139.14732000000004,35.97648,0.09121385,0.081905775,0.039601836
t_1313,139.05749000000003,35.97648,0.09884393,0.12213345,0.049402926
t_1314,139.1024,35.97648,0.10254171,0.12448225,0.051705856
t_1315,139.01256999999998,35.97648,0.09092196,0.11981079,0.03453879
t_1316,139.1024,36.01282,0.1044661,0.12544614,0.052677765
t_1317,139.05749000000003,36.01282,0.1055032,0.12306591,0.050306257
t_1318,139.01256999999998,36.01282,0.0917345,0.12071278,0.0351538
t_1319,139.14732000000004,36.01282,0.09211866,0.08254903,0.04036806
t_132,140.58461999999997,37.02352,0.2598975,0.1401301,0.27826828
t_1320,139.23715000000004,35.97648,0.09566935,0.08501758,0.04343464
t_1321,139.19223,36.01282,0.09436216,0.08411902,0.042294655
t_1322,139.23715000000004,36.01282,0.09668048,0.085704535,0.0443252
t_1323,139.28206,36.01282,0.09907519,0.08730375,0.046464685
t_1324,139.23715000000004,36.04914,0.097655684,0.08636047,0.045191333
t_1325,139.19223,36.04914,0.11528233,0.13126788,0.05890268
t_1326,139.28206,36.04914,0.12346971,0.13626735,0.06477859
t_1327,139.19223,36.08545,0.09616757,0.08535694,0.043872498
t_1328,139.23715000000004,36.08545,0.122985475,0.13472243,0.06290679
t_1329,139.28206,36.08545,0.12781264,0.15401465,0.06601608
t_133,140.67444999999998,37.02352,0.2774118,0.14241223,0.31343886
t_1330,138.92273999999998,35.97648,0.081232354,0.074411824,0.031566698
t_1331,138.96765,35.97648,0.08310505,0.07587464,0.033015147
t_1332,138.87782000000004,35.97648,0.07941664,0.07296779,0.030188823
t_1333,138.92273999999998,36.01282,0.08192584,0.074956656,0.032099858
t_1334,138.96765,36.01282,0.08965264,0.118388355,0.033587553
t_1335,138.87782000000004,36.01282,0.080075495,0.073494725,0.030685775
t_1336,138.92273999999998,36.04914,0.08259159,0.07547623,0.03261526
t_1337,138.87782000000004,36.04914,0.08070767,0.07399716,0.031165848
t_1338,138.96765,36.04914,0.08453703,0.07697522,0.0341413
t_1339,138.87782000000004,36.08545,0.081311606,0.074474275,0.03162743
t_134,140.62954000000002,37.05937,0.26634246,0.14100985,0.29098812
t_1340,139.14732000000004,36.04914,0.09298998,0.083162986,0.041111797
t_1341,139.1024,36.04914,0.090770885,0.08158872,0.039228976
t_1342,139.05749000000003,36.04914,0.101646826,0.12395559,0.051181495
t_1343,139.01256999999998,36.04914,0.09251525,0.12157323,0.035749216
t_1344,139.14732000000004,36.08545,0.09382524,0.08374651,0.041830134
t_1345,139.1024,36.08545,0.091560744,0.082153074,0.03989486
t_1346,139.01256999999998,36.08545,0.08725522,0.079022035,0.036322888
t_1347,139.05749000000003,36.08545,0.08937204,0.08057823,0.038061336
t_1348,139.14732000000004,36.12174,0.10955584,0.1305624,0.05811448
t_1349,139.05749000000003,36.12174,0.090083666,0.08109406,0.038653478
t_135,140.58461999999997,37.05937,0.28399816,0.20793025,0.36800626
t_1350,138.02441999999996,35.75808,0.051568095,0.047523297,0.012505521
