ID,NAME,LATITUDE,LONGITUDE,TAXONOMY,GEM_TAXONOMY,AFFECTED_UNITS,DAMAGED_UNITS,D0,D1,D2,D3,D4,D5,D6,D7,D8,TOTAL,DS2_MODARATE_DAMAGED,DS3_EXTENSIVE,DS4_COMPLETE,COLLAPSED_UNITS,UNIT_TYPES,CAUSE_OF_DAMAGE,REFERENCE,COMMENTS
,"Ancona		 ",43.603,13.507,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Ancona		 ",43.603,13.507,M2,,,,8,1,0,4,6,4,3,1,0,27,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Ancona		 ",43.603,13.507,M3,,,,0,0,1,0,2,2,2,1,0,8,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Ancona		 ",43.603,13.507,RC,,,,2,0,0,0,1,0,0,0,0,3,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Ancona		 ",43.603,13.507,ST,,,,0,0,1,0,0,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Ancona		 ",43.603,13.507,MX,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Apecchio		 ",43.559,12.42,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Apecchio		 ",43.559,12.42,M2,,,,26,2,3,11,13,3,1,0,1,60,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Apecchio		 ",43.559,12.42,M3,,,,4,5,1,9,3,1,4,5,3,35,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Apecchio		 ",43.559,12.42,RC,,,,4,0,0,0,0,0,0,0,0,4,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Apecchio		 ",43.559,12.42,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Apecchio		 ",43.559,12.42,MX,,,,3,0,0,1,1,1,2,0,0,8,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Apiro		 ",43.391,13.132,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Apiro		 ",43.391,13.132,M2,,,,48,15,10,31,19,6,3,5,3,140,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Apiro		 ",43.391,13.132,M3,,,,24,14,2,22,26,13,16,11,21,149,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Apiro		 ",43.391,13.132,RC,,,,7,1,3,3,0,1,0,0,0,15,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Apiro		 ",43.391,13.132,ST,,,,0,1,0,0,0,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Apiro		 ",43.391,13.132,MX,,,,5,1,2,0,2,1,0,1,0,12,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Appignano del Tronto		 ",42.897,13.668,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Appignano del Tronto		 ",42.897,13.668,M2,,,,8,4,3,12,3,0,0,3,0,33,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Appignano del Tronto		 ",42.897,13.668,M3,,,,2,1,1,1,3,0,3,2,1,14,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Appignano del Tronto		 ",42.897,13.668,RC,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Appignano del Tronto		 ",42.897,13.668,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Appignano del Tronto		 ",42.897,13.668,MX,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Appignano		 ",43.364,13.347,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Appignano		 ",43.364,13.347,M2,,,,5,1,1,3,3,2,0,0,0,15,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Appignano		 ",43.364,13.347,M3,,,,3,0,0,1,4,2,0,2,7,19,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Appignano		 ",43.364,13.347,RC,,,,1,0,0,1,0,0,0,0,0,2,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Appignano		 ",43.364,13.347,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Appignano		 ",43.364,13.347,MX,,,,1,0,0,0,0,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Arcevia		 ",43.499,12.94,M1,,,,1,0,0,0,0,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Arcevia		 ",43.499,12.94,M2,,,,205,40,17,91,51,17,14,17,10,462,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Arcevia		 ",43.499,12.94,M3,,,,39,15,2,37,27,10,12,12,13,167,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Arcevia		 ",43.499,12.94,RC,,,,10,4,2,1,1,0,0,0,0,18,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Arcevia		 ",43.499,12.94,ST,,,,1,0,0,0,0,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Arcevia		 ",43.499,12.94,MX,,,,14,2,5,4,2,0,0,0,1,28,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Arquata del Tronto		 ",42.772,13.296,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Arquata del Tronto		 ",42.772,13.296,M2,,,,62,19,6,24,24,10,10,8,4,167,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Arquata del Tronto		 ",42.772,13.296,M3,,,,28,9,4,24,29,11,13,16,2,136,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Arquata del Tronto		 ",42.772,13.296,RC,,,,5,2,0,1,1,1,0,0,0,10,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Arquata del Tronto		 ",42.772,13.296,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Arquata del Tronto		 ",42.772,13.296,MX,,,,1,1,0,0,0,0,0,0,0,2,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Ascoli Piceno		 ",42.853,13.578,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Ascoli Piceno		 ",42.853,13.578,M2,,,,83,36,18,29,21,8,15,8,2,220,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Ascoli Piceno		 ",42.853,13.578,M3,,,,32,14,6,33,30,32,21,16,28,212,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Ascoli Piceno		 ",42.853,13.578,RC,,,,20,5,1,0,0,0,0,0,2,28,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Ascoli Piceno		 ",42.853,13.578,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Ascoli Piceno		 ",42.853,13.578,MX,,,,4,1,0,4,2,0,0,0,0,11,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Barbara		 ",43.579,13.025,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Barbara		 ",43.579,13.025,M2,,,,22,2,1,15,4,1,0,2,3,50,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Barbara		 ",43.579,13.025,M3,,,,7,5,0,2,2,4,2,1,1,24,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Barbara		 ",43.579,13.025,RC,,,,2,0,0,0,0,0,0,0,1,3,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Barbara		 ",43.579,13.025,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Barbara		 ",43.579,13.025,MX,,,,3,2,0,1,0,0,0,0,0,6,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Barchi		 ",43.672,12.929,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Barchi		 ",43.672,12.929,M2,,,,1,0,0,2,1,0,2,1,1,8,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Barchi		 ",43.672,12.929,M3,,,,0,0,0,1,2,0,0,0,0,3,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Barchi		 ",43.672,12.929,RC,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Barchi		 ",43.672,12.929,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Barchi		 ",43.672,12.929,MX,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Belforte del Chienti		 ",43.163,13.238,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Belforte del Chienti		 ",43.163,13.238,M2,,,,46,7,5,15,16,2,5,1,0,97,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Belforte del Chienti		 ",43.163,13.238,M3,,,,17,5,4,21,18,6,6,7,15,99,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Belforte del Chienti		 ",43.163,13.238,RC,,,,5,0,1,0,0,0,0,0,0,6,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Belforte del Chienti		 ",43.163,13.238,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Belforte del Chienti		 ",43.163,13.238,MX,,,,3,0,0,0,2,0,0,0,0,5,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Belmonte Piceno		 ",43.091,13.539,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Belmonte Piceno		 ",43.091,13.539,M2,,,,7,1,1,1,1,0,0,0,0,11,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Belmonte Piceno		 ",43.091,13.539,M3,,,,1,1,0,0,1,1,1,0,1,6,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Belmonte Piceno		 ",43.091,13.539,RC,,,,2,0,0,0,0,0,0,0,0,2,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Belmonte Piceno		 ",43.091,13.539,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Belmonte Piceno		 ",43.091,13.539,MX,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Belvedere Ostrense		 ",43.58,3.167,M1,,,,1,0,0,0,0,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Belvedere Ostrense		 ",43.58,3.167,M2,,,,23,5,2,6,6,0,3,1,2,48,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Belvedere Ostrense		 ",43.58,3.167,M3,,,,6,1,0,2,5,1,4,4,0,23,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Belvedere Ostrense		 ",43.58,3.167,RC,,,,2,0,0,1,0,0,0,0,0,3,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Belvedere Ostrense		 ",43.58,3.167,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Belvedere Ostrense		 ",43.58,3.167,MX,,,,0,0,1,2,0,0,0,0,0,3,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Bolognola		 ",42.993,13.228,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Bolognola		 ",42.993,13.228,M2,,,,11,3,2,10,2,1,0,2,1,32,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Bolognola		 ",42.993,13.228,M3,,,,2,3,0,5,3,4,2,3,8,30,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Bolognola		 ",42.993,13.228,RC,,,,14,0,2,0,0,0,0,0,0,16,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Bolognola		 ",42.993,13.228,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Bolognola		 ",42.993,13.228,MX,,,,1,0,1,0,1,0,0,0,0,3,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Borgo Pace		 ",43.658,12.295,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Borgo Pace		 ",43.658,12.295,M2,,,,13,0,1,3,1,1,2,0,1,22,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Borgo Pace		 ",43.658,12.295,M3,,,,2,1,0,4,2,1,0,0,0,10,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Borgo Pace		 ",43.658,12.295,RC,,,,1,0,0,1,0,0,0,0,0,2,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Borgo Pace		 ",43.658,12.295,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Borgo Pace		 ",43.658,12.295,MX,,,,0,0,0,0,0,1,1,0,0,2,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cagli		 ",43.546,12.651,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cagli		 ",43.546,12.651,M2,,,,159,26,13,79,45,8,13,10,4,357,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cagli		 ",43.546,12.651,M3,,,,30,16,3,32,32,16,14,14,20,177,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cagli		 ",43.546,12.651,RC,,,,25,0,2,2,0,0,0,0,3,32,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cagli		 ",43.546,12.651,ST,,,,0,0,0,0,0,0,1,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cagli		 ",43.546,12.651,MX,,,,11,1,3,4,0,1,0,1,1,22,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Caldarola		 ",43.137,13.226,M1,,,,0,1,0,1,0,0,0,0,0,2,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Caldarola		 ",43.137,13.226,M2,,,,52,15,9,29,16,4,3,5,3,136,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Caldarola		 ",43.137,13.226,M3,,,,32,8,5,25,24,20,6,18,17,155,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Caldarola		 ",43.137,13.226,RC,,,,12,1,1,0,1,1,0,0,0,16,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Caldarola		 ",43.137,13.226,ST,,,,0,1,0,0,0,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Caldarola		 ",43.137,13.226,MX,,,,6,2,0,2,0,0,0,2,0,12,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Camerino		 ",43.135,13.068,M1,,,,4,1,1,0,1,0,0,0,0,7,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Camerino		 ",43.135,13.068,M2,,,,290,63,41,147,96,31,26,14,13,721,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Camerino		 ",43.135,13.068,M3,,,,169,71,46,124,189,83,63,91,98,934,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Camerino		 ",43.135,13.068,RC,,,,50,2,7,3,3,1,0,0,0,66,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Camerino		 ",43.135,13.068,ST,,,,2,0,1,1,0,1,0,0,0,5,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Camerino		 ",43.135,13.068,MX,,,,31,3,2,4,6,1,4,0,2,53,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Camporotondo di Fiastrone		 ",43.131,13.265,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Camporotondo di Fiastrone		 ",43.131,13.265,M2,,,,18,6,5,14,5,4,0,1,0,53,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Camporotondo di Fiastrone		 ",43.131,13.265,M3,,,,7,4,1,8,3,3,2,4,4,36,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Camporotondo di Fiastrone		 ",43.131,13.265,RC,,,,7,2,1,0,0,0,0,0,0,10,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Camporotondo di Fiastrone		 ",43.131,13.265,ST,,,,0,0,1,0,0,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Camporotondo di Fiastrone		 ",43.131,13.265,MX,,,,2,0,0,3,1,0,0,0,0,6,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cantiano		 ",43.473,12.628,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cantiano		 ",43.473,12.628,M2,,,,127,19,3,44,31,6,6,9,5,250,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cantiano		 ",43.473,12.628,M3,,,,25,11,2,17,16,11,4,16,9,111,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cantiano		 ",43.473,12.628,RC,,,,18,0,1,0,0,1,0,1,1,22,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cantiano		 ",43.473,12.628,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cantiano		 ",43.473,12.628,MX,,,,10,1,1,1,1,1,0,0,0,15,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Carassai		 ",43.031,13.686,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Carassai		 ",43.031,13.686,M2,,,,10,3,6,4,7,2,0,0,0,32,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Carassai		 ",43.031,13.686,M3,,,,9,1,1,1,6,1,2,2,0,23,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Carassai		 ",43.031,13.686,RC,,,,4,0,1,1,0,1,0,0,0,7,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Carassai		 ",43.031,13.686,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Carassai		 ",43.031,13.686,MX,,,,1,0,1,0,1,0,0,0,0,3,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Carpegna		 ",43.781,12.336,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Carpegna		 ",43.781,12.336,M2,,,,3,0,0,3,0,0,0,0,0,6,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Carpegna		 ",43.781,12.336,M3,,,,0,1,0,1,1,1,1,0,0,5,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Carpegna		 ",43.781,12.336,RC,,,,1,0,0,0,0,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Carpegna		 ",43.781,12.336,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Carpegna		 ",43.781,12.336,MX,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castel Colonna		 ",43.679,13.107,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castel Colonna		 ",43.679,13.107,M2,,,,7,0,0,1,0,0,0,0,0,8,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castel Colonna		 ",43.679,13.107,M3,,,,2,0,0,0,0,0,0,0,1,3,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castel Colonna		 ",43.679,13.107,RC,,,,2,0,0,0,0,0,0,0,0,2,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castel Colonna		 ",43.679,13.107,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castel Colonna		 ",43.679,13.107,MX,,,,1,0,0,0,0,0,0,0,1,2,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castel di Lama		 ",42.861,13.716,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castel di Lama		 ",42.861,13.716,M2,,,,6,1,0,1,5,2,1,0,0,16,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castel di Lama		 ",42.861,13.716,M3,,,,2,1,0,3,4,0,0,2,1,13,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castel di Lama		 ",42.861,13.716,RC,,,,2,0,0,0,0,0,0,0,0,2,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castel di Lama		 ",42.861,13.716,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castel di Lama		 ",42.861,13.716,MX,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelbellino		 ",43.486,13.145,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelbellino		 ",43.486,13.145,M2,,,,22,5,0,12,7,2,3,0,2,53,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelbellino		 ",43.486,13.145,M3,,,,4,1,0,5,6,3,0,3,2,24,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelbellino		 ",43.486,13.145,RC,,,,1,0,0,0,0,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelbellino		 ",43.486,13.145,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelbellino		 ",43.486,13.145,MX,,,,3,0,0,0,0,0,0,0,0,3,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelleone di Suasa		 ",43.608,12.977,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelleone di Suasa		 ",43.608,12.977,M2,,,,13,5,0,9,3,1,0,0,1,32,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelleone di Suasa		 ",43.608,12.977,M3,,,,4,0,0,6,4,3,2,2,0,21,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelleone di Suasa		 ",43.608,12.977,RC,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelleone di Suasa		 ",43.608,12.977,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
