# 20091219_M6.0_Karonga median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AkkarEtAlRjb2014,AtkinsonBoore2006Modified2011,ChiouYoungs2014,PezeshkEtAl2011NEHRPBC
t_49,33.54851,-10.54988,0.018955417,0.03360634,0.021189863,0.034265097
t_5,33.36884,-12.3108,0.0029951378,0.0126370685,0.0022695262,0.006373079
t_50,33.63834,-10.46155,0.033734594,0.065227404,0.038102813,0.05836689
t_51,33.54851,-10.46155,0.023006737,0.042322014,0.025087046,0.045798175
t_52,33.54851,-10.3732,0.036612615,0.07181821,0.041724917,0.061623756
t_53,33.45867,-10.3732,0.03167708,0.06687751,0.039028913,0.043579116
t_54,33.63834,-10.3732,0.043587126,0.08800413,0.0473734,0.08849911
t_55,33.45867,-10.28483,0.03080732,0.0586953,0.03508811,0.051511742
t_56,33.54851,-10.28483,0.04059024,0.080977775,0.044421934,0.079965055
t_57,33.63834,-10.28483,0.06708135,0.14294152,0.07340854,0.13620038
t_58,33.99766,-10.28483,0.071019314,0.13579088,0.07494915,0.13248596
t_59,33.818,-10.19643,0.23028253,0.9250927,0.23236775,0.8714153
t_6,33.36884,-12.13521,0.0030715405,0.01215701,0.002509086,0.007314513
t_60,33.99766,-10.19643,0.09774343,0.18589157,0.09928646,0.18571192
t_61,33.72817,-10.19643,0.16006103,0.46885902,0.15785317,0.47313905
t_62,33.90783,-10.19643,0.21014805,0.4047809,0.19725716,0.3837444
t_63,33.99766,-10.108,0.10431603,0.20608816,0.11441709,0.18115097
t_64,33.72817,-10.108,0.19343737,0.6002935,0.1885858,0.6177487
t_65,33.90783,-10.108,0.21159531,0.3845185,0.1915767,0.37358916
t_66,33.818,-10.108,0.30390298,0.9691264,0.3334797,0.8671356
t_67,33.63834,-10.108,0.08969535,0.20891301,0.09314316,0.2200049
t_68,33.63834,-10.19643,0.082109235,0.182365,0.0878313,0.1819343
t_69,33.45867,-10.19643,0.030801851,0.058854464,0.034157995,0.05718063
t_7,32.91968,-13.62388,0.0014065335,0.004966651,0.00039806694,0.0026969386
t_70,33.54851,-10.19643,0.054987103,0.117254995,0.06417725,0.09356829
t_71,33.45867,-10.108,0.029759543,0.057204444,0.031943135,0.06311891
t_72,33.36884,-10.108,0.028248826,0.053251278,0.033343364,0.041725893
t_73,33.54851,-10.108,0.055554695,0.11531995,0.061463766,0.10699898
t_74,33.45867,-10.01955,0.036825962,0.07221074,0.041627534,0.063761756
t_75,33.36884,-10.01955,0.02110574,0.03832941,0.023023602,0.041987244
t_76,33.54851,-10.01955,0.046506617,0.096856035,0.04879731,0.109026596
t_77,33.63834,-10.01955,0.07645209,0.18765602,0.075719476,0.22672133
t_78,33.72817,-10.01955,0.19988744,0.5897586,0.19971532,0.5961014
t_79,33.90783,-10.01955,0.17801692,0.3266861,0.1699055,0.31334373
t_8,32.91968,-13.18696,0.0016919695,0.006247726,0.00066019053,0.0033905008
t_80,33.818,-10.01955,0.27840427,0.65925735,0.28159466,0.65071964
t_81,33.99766,-10.01955,0.07513776,0.14452554,0.07594582,0.15502739
t_82,33.90783,-9.93108,0.109798215,0.21044116,0.12969904,0.19451128
t_83,33.72817,-9.93108,0.10619952,0.24833514,0.113523304,0.24159077
t_84,33.63834,-9.93108,0.07456595,0.16135788,0.082071744,0.15069336
t_85,33.99766,-9.93108,0.05941548,0.113762304,0.061562933,0.12102719
t_86,33.818,-9.93108,0.1193594,0.25014636,0.11898865,0.25596333
t_87,33.45867,-9.93108,0.034163497,0.06624046,0.039002825,0.05685866
t_88,33.36884,-9.93108,0.018271897,0.033163738,0.019620368,0.039019335
t_89,33.54851,-9.93108,0.0507271,0.10479695,0.057661783,0.08922801
t_9,33.818,-14.05999,0.001116408,0.0037905648,0.00023733436,0.0022883397
t_90,33.36884,-9.84258,0.02531766,0.047634386,0.030819999,0.034067746
t_91,33.45867,-9.84258,0.031196192,0.06001198,0.036809556,0.04656772
t_92,33.54851,-9.84258,0.04108917,0.08318592,0.04803064,0.06536017
t_93,33.36884,-9.75406,0.021687739,0.03895766,0.02639929,0.028643401
t_94,33.45867,-9.75406,0.018882347,0.033663608,0.020722242,0.036736015
t_95,33.54851,-9.75406,0.027588002,0.051625773,0.031239973,0.04703358
t_96,33.63834,-9.75406,0.027490243,0.052215297,0.0294947,0.058311448
t_97,33.63834,-9.84258,0.045448463,0.0921327,0.04954984,0.091131784
t_98,33.818,-9.84258,0.05931043,0.115790926,0.062295068,0.12017324
t_99,33.90783,-9.84258,0.067677915,0.14717674,0.08245395,0.107993454
