STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,VS30,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE
OXPC,OAXACA PROTECCION CIVIL,17.051219,-96.722974,seismic,Stations_UNAM,SUELO BLANDO,0.1782765545,0.4110283924,0.6631250431,0.1672894216,0.0,0.0,0.0,0.0,0.1456460754,0.3522528324,0.3188837962,0.1672894216,0.1782765545,0.4110283924,0.6631250431,0.1456395197,0.0746618756,0.1203854867,0.0826685927,0.0424303745,,,,,,,,
OXAE,OAXACA AEROPUERTO,17.001551,-96.721608,seismic,Stations_UNAM,SUELO BLANDO,0.1555021407,0.501646078,0.2218661124,0.1843865896,0.0,0.0,0.0,0.0,0.133967788,0.501646078,0.1595897101,0.1843865896,0.1555021407,0.4357286978,0.2218661124,0.1291153708,0.0841878695,0.1402228486,0.059899395,0.0413956554,,,,,,,,
SMLC,SAN MARTIN LOS CANSECO,16.654971,-96.729233,seismic,Stations_UNAM,ROCA,0.1275558614,0.2660719923,0.1177736635,0.0921850542,0.0,0.0,0.0,0.0,0.1275558614,0.2277039591,0.1177736635,0.0582729016,0.1134657492,0.2660719923,0.0783911376,0.0921850542,0.0676849134,0.1334847665,0.0894792585,0.0566536718,,,,,,,,
OXAL,ALAMEDA DE LEON,17.06148,-96.726042,seismic,Stations_UNAM,SUELO,0.114756473,0.2143580248,0.1662491207,0.0816454449,0.0,0.0,0.0,0.0,0.114756473,0.1844499431,0.0740619775,0.0816454449,0.0999222222,0.2143580248,0.1662491207,0.0637839065,0.0517326198,0.0581600254,0.0458421926,0.0596723666,,,,,,,,
TAJN,TAPACHULA JARDIN DE NINOS JM VILLALPANDO,14.922677,-92.270957,seismic,Stations_UNAM,BLANDO,0.1128223242,0.4468486992,0.1443453701,0.0545046314,0.0,0.0,0.0,0.0,0.1128223242,0.4468486992,0.1443453701,0.0413457664,0.1109630989,0.3286973352,0.1224526566,0.0545046314,0.0639616718,0.1283882186,0.0636435398,0.0336766625,,,,,,,,
SJLL,SAN JUAN DE LOS LLANOS,16.657822,-98.498463,seismic,Stations_UNAM,ROCA,0.111361264,0.0601235531,0.0218174804,0.0111018773,0.0,0.0,0.0,0.0,0.111361264,0.0601235531,0.0164874583,0.0111018773,0.0781993884,0.044569943,0.0218174804,0.0089627388,0.0654107034,0.0387270265,0.0126550183,0.0083732805,,,,,,,,
OXLC,LAS CANTERAS,17.065039,-96.703157,seismic,Stations_UNAM,ROCA CANTERA,0.1042311927,0.2571740603,0.1879972409,0.1056639005,0.0,0.0,0.0,0.0,0.0596825688,0.1959044375,0.1423372969,0.1056639005,0.1042311927,0.2571740603,0.1879972409,0.0893059796,0.0688481142,0.1716401259,0.0728592946,0.0833916455,,,,,,,,
TAMA,TAMAZULAPAN,16.26116,-96.57529,seismic,Stations_UNAM,ROCA,0.0771566769,0.3083572051,0.104948002,0.1090593734,0.0,0.0,0.0,0.0,0.0771566769,0.3083572051,0.104948002,0.0673997719,0.0750447503,0.2968352152,0.0803983203,0.1090593734,0.0625087666,0.1356913217,0.0575085629,0.0443546097,,,,,,,,
SCCB,SAN CRISTOBAL DE LAS CASAS CB 11,16.70858,-92.625515,seismic,Stations_UNAM,ROCA,0.0735217125,0.1349142402,0.1572035522,0.0798249517,0.0,0.0,0.0,0.0,0.0735217125,0.1349142402,0.1572035522,0.0798249517,0.0502817533,0.1132472797,0.1166099364,0.0546175855,0.0286327217,0.0600247456,0.0858121136,0.0390238555,,,,,,,,
PISU,PUENTE IMPULSORA SUPERFICIE,19.4857,-99.049,seismic,Stations_UNAM,?,0.0596608563,0.0608915782,0.0611533241,0.0738324036,0.0,0.0,0.0,0.0,0.036159735,0.0366583054,0.0446923049,0.0671725306,0.0596608563,0.0608915782,0.0611533241,0.0738324036,0.0077698267,0.0081588283,0.0086914651,0.0132815722,,,,,,,,
OXBJ,ESCUELA PRIMARIA BENITO JUAREZ,17.067337,-96.723804,seismic,Stations_UNAM,ROCA,0.0592118247,0.1507909832,0.145939503,0.0773322526,0.0,0.0,0.0,0.0,0.0581068298,0.1507909832,0.0685876802,0.0665211548,0.0592118247,0.1116669799,0.145939503,0.0773322526,0.0406528033,0.0815099517,0.0705313739,0.0514527031,,,,,,,,
JAMI,JAMILTEPEC,16.284353,-97.820692,seismic,Stations_UNAM,ROCA,0.0576863405,0.0854519248,0.0503750117,0.0217038301,0.0,0.0,0.0,0.0,0.0576863405,0.0854519248,0.0503750117,0.0217038301,0.0408858308,0.0441168391,0.0308773917,0.0214260129,0.0318397554,0.0348651558,0.0270205075,0.0308267038,,,,,,,,
MIHL,MINATITLAN ESCUELA HIJAS DE LERDO,17.988778,-94.54387,seismic,Stations_UNAM,BLANDO,0.0573381244,0.0853432425,0.1321432003,0.1431024237,0.0,0.0,0.0,0.0,0.0573381244,0.0853432425,0.1321432003,0.1431024237,0.0521735984,0.0774210274,0.1188883603,0.120907481,0.0310828746,0.0547777204,0.040874941,0.0620797322,,,,,,,,
LANE,LAS NEGRAS,15.947684,-97.187204,seismic,Stations_UNAM,ROCA SEDIMENTARIA,0.0543705403,0.2096865038,0.0593590287,0.0330186693,0.0,0.0,0.0,0.0,0.0408641182,0.0787349694,0.0406308279,0.0330186693,0.0543705403,0.2096865038,0.0593590287,0.0245834653,0.0235844037,0.0517488877,0.0365159815,0.0224233357,,,,,,,,
SAPP,SAN ALEJANDRO PUEBLA,19.057785,-98.215377,seismic,Stations_UNAM,DEPOSITOS LACUSTRES,0.0466607543,0.1032827284,0.1167273219,0.0751482486,0.0,0.0,0.0,0.0,0.0281332314,0.0780598224,0.0964630961,0.0640516806,0.0466607543,0.1032827284,0.1167273219,0.0751482486,0.0101058104,0.0227494141,0.0351203193,0.0239456174,,,,,,,,
OZST,ORIZABA ESCUELA SECUNDARIA TECNICA NUM. 84,18.860758,-97.094119,seismic,Stations_UNAM,SUELO BLANDO,0.0384360856,0.0685573784,0.0788342026,0.0875033279,0.0,0.0,0.0,0.0,0.0320497452,0.0685573784,0.0788342026,0.0875033279,0.0384360856,0.0652194727,0.0774498647,0.0613107183,0.0240325178,0.0297934411,0.0697469757,0.0386186029,,,,,,,,
PCJR,EDIFICIO PC JARDIN,19.422809,-99.159111,seismic,Stations_UNAM,EDIFICIO,0.0313277268,0.0340030015,0.0487187001,0.0635833155,0.0,0.0,0.0,0.0,0.0313277268,0.0340030015,0.0487187001,0.0572737752,0.0313054027,0.03279009,0.0418795162,0.0635833155,0.0064017329,0.0107918549,0.0139894005,0.0136720597,,,,,,,,
THEZ,TEHUACAN ESCUELA PRIMARIA EMILIANO ZAPATA,18.477554,-97.383184,seismic,Stations_UNAM,ROCA,0.0267777778,0.0819905201,0.0650494225,0.041465914,0.0,0.0,0.0,0.0,0.0267777778,0.0625709386,0.0650494225,0.0371038074,0.0244382263,0.0819905201,0.0473630698,0.041465914,0.0140189602,0.0366419452,0.0272012813,0.0360886419,,,,,,,,
SCT2,SCT B-2.,19.394694,-99.148678,seismic,Stations_UNAM,ARCILLA,0.0258551478,0.0262815371,0.0347700466,0.0496903607,0.0,0.0,0.0,0.0,0.0199234455,0.022319027,0.0309497234,0.0496903607,0.0258551478,0.0262815371,0.0347700466,0.0454471934,0.0077717635,0.0106770756,0.0317135204,0.015508777,,,,,,,,
PHPU,PARQUE HABANA PUEBLA,19.044223,-98.168466,seismic,Stations_UNAM,SUELO,0.0256019368,0.0512862294,0.060815126,0.050873574,0.0,0.0,0.0,0.0,0.0256019368,0.0512862294,0.060815126,0.050873574,0.0142444444,0.0298753016,0.0384031529,0.0360938004,0.0106271152,0.0348203647,0.0161117918,0.0178794221,,,,,,,,
SXPU,SISMEX PUEBLA,19.039943,-98.215087,seismic,Stations_UNAM,TRAVERTINO,0.0243536188,0.0348331732,0.0432869293,0.0815770914,0.0,0.0,0.0,0.0,0.016617737,0.0334381286,0.0431970033,0.0597781718,0.0243536188,0.0348331732,0.0432869293,0.0815770914,0.0083494393,0.0167086604,0.0225463144,0.0253327429,,,,,,,,
RFPP,RIO SAN FRANCISCO PUEBLA,19.043493,-98.191493,seismic,Stations_UNAM,ESTRUCTURA,0.0234151886,0.0662562568,0.0512830208,0.0506354727,0.0,0.0,0.0,0.0,0.0215592253,0.0662562568,0.0482048544,0.0487795268,0.0234151886,0.0628572632,0.0512830208,0.0506354727,0.0081883792,0.0229896187,0.0220347686,0.0204184156,,,,,,,,
CCCL,CENTRO CULTURAL UNIVERSITARIO TLATELOLCO CAMPO LIBRE,19.449858,-99.137919,seismic,Stations_UNAM,SUELO,0.0223942915,0.0252606669,0.0379668308,0.0554300431,0.0,0.0,0.0,0.0,0.0200706422,0.0239641664,0.0288328538,0.0375775181,0.0223942915,0.0252606669,0.0379668308,0.0554300431,0.0113301733,0.0208319658,0.0327101323,0.0161955557,,,,,,,,
ACAC,ACAPULCO CENTRO CULTURAL,16.84851,-99.85157,seismic,Stations_UNAM,ARENA - LIMO - ARCILLA,0.0213873598,0.0475721547,0.0577282648,0.0111619918,0.0,0.0,0.0,0.0,0.018775739,0.0475721547,0.0577282648,0.0111619918,0.0213873598,0.04388029,0.0290479564,0.0077895848,0.0085301733,0.0169346744,0.0076132815,0.0038685162,,,,,,,,
VIGA,LAS VIGAS,16.758703,-99.233268,seismic,Stations_UNAM,ROCA,0.0212053007,0.0218152451,0.0109848177,0.0084755352,0.0,0.0,0.0,0.0,0.0212053007,0.0218152451,0.0109848177,0.0084755352,0.0152521916,0.0189250701,0.007027965,0.0041547255,0.0088150866,0.022762335,0.0055474997,0.0060283893,,,,,,,,
LEAC,LOMAS ESTRELLA - ACELEROMETROS ESTACION,19.322748,-99.097641,seismic,Stations_UNAM,ESTRUCTURA,0.0211754332,0.0246301769,0.041129071,0.0907537777,0.0,0.0,0.0,0.0,0.0180764526,0.0198004634,0.0291613972,0.0694318647,0.0211754332,0.0246301769,0.041129071,0.0907537777,0.0061363914,0.0172167388,0.0090829541,0.010658788,,,,,,,,
ACAZ,ACAPULCO LA ZANJA,16.788528,-99.790152,seismic,Stations_UNAM,DEPOSITO BARRA,0.0211213048,0.0260919906,0.0164744633,0.0372182641,0.0,0.0,0.0,0.0,0.0211213048,0.0210559571,0.0162768459,0.0372182641,0.0151878695,0.0260919906,0.0164744633,0.0303422968,0.0098375127,0.0102351231,0.0067399728,0.0100239698,,,,,,,,
PBP2,PASEO NICOLAS BRAVO PUEBLA. S-2,19.045439,-98.208468,seismic,Stations_UNAM,TERRENO LIBRE,0.0198022426,0.0281624829,0.0435865774,0.0538791468,0.0,0.0,0.0,0.0,0.0198022426,0.0266545712,0.0435865774,0.043071925,0.0193349643,0.0281624829,0.0297807493,0.0538791468,0.0083713558,0.0162893674,0.0355636861,0.0261382613,,,,,,,,
PZPU,CERRO LA PAZ PUEBLA,19.055379,-98.227092,seismic,Stations_UNAM,ROCA (CONO VOLCANICO),0.0187682977,0.0379217972,0.0892740306,0.0432735568,0.0,0.0,0.0,0.0,0.0187682977,0.0379217972,0.0892740306,0.0432735568,0.0186168196,0.022847789,0.0452402011,0.0379320018,0.0068829766,0.0204856676,0.0107406277,0.0207708435,,,,,,,,
ACAD,ACAPULCO ESCUELA DIANA,16.86225,-99.87147,seismic,Stations_UNAM,LIMO ARENOSO,0.0181932722,0.0362842328,0.008684165,0.006821114,0.0,0.0,0.0,0.0,0.0181932722,0.0362842328,0.0083058367,0.006821114,0.013872579,0.0269312851,0.008684165,0.0039158988,0.0048130479,0.0073078317,0.0050930567,0.0053272917,,,,,,,,
HMTT,HUAMUXTITLAN,17.798341,-98.559717,seismic,Stations_UNAM,ROCA,0.0158889908,0.0416812375,0.038831493,0.0373102354,0.0,0.0,0.0,0.0,0.0157511723,0.0416812375,0.038831493,0.0246741555,0.0158889908,0.0357794037,0.0331775942,0.0373102354,0.0145638124,0.0572220207,0.0253313915,0.0276384426,,,,,,,,
XALA,XALAPA,19.529875,-96.901973,seismic,Stations_UNAM,Basalto,0.0153017329,0.0436825441,0.0368084003,0.0425801644,0.0,0.0,0.0,0.0,0.0153017329,0.0436825441,0.0368084003,0.0425801644,0.0152278287,0.0365799843,0.0361215244,0.0269570898,0.0085908257,0.0266102623,0.0138727272,0.0253218366,,,,,,,,
SODO,SOLEDAD DE DOBLADO,19.044324,-96.414773,seismic,Stations_UNAM,ALUVIAL,0.0144603466,0.0419091064,0.0333711486,0.0298790241,0.0,0.0,0.0,0.0,0.0144603466,0.0259987118,0.0282184836,0.0298790241,0.0129759429,0.0419091064,0.0333711486,0.0273698847,0.0094569827,0.0172874868,0.0156156804,0.0194407571,,,,,,,,
ACAR,ACAPULCO RENACIMIENTO,16.888789,-99.835027,seismic,Stations_UNAM,ALUVIAL,0.0143517839,0.0589932288,0.0094175202,0.0047999241,0.0,0.0,0.0,0.0,0.0143517839,0.0589932288,0.0069288,0.0047999241,0.0121512742,0.0297657581,0.0094175202,0.0042250223,0.0064579001,0.0128000977,0.0038274768,0.0045031041,,,,,,,,
RABO,RABOSO,18.569078,-98.445409,seismic,Stations_UNAM,ROCA,0.0119542304,0.0345821075,0.0248568649,0.0296646944,0.0,0.0,0.0,0.0,0.0107853211,0.0210122384,0.0248568649,0.0296646944,0.0119542304,0.0345821075,0.0221422665,0.0255865317,0.0077174312,0.0155252842,0.0170941194,0.0261483194,,,,,,,,
COPL,COPALA,16.61081,-98.98399,seismic,Stations_UNAM,ROCA,0.0111148828,0.0236440675,0.0167880391,0.0190186454,0.0,0.0,0.0,0.0,0.0083312946,0.0236440675,0.0126059781,0.0121797007,0.0111148828,0.0196830958,0.0167880391,0.0190186454,0.0054536188,0.0122422012,0.0093375133,0.0094650373,,,,,,,,
CHFL,CHILA DE LAS FLORES,17.969493,-97.865638,seismic,Stations_UNAM,ROCA,0.0102993884,0.0203812983,0.0199289801,0.0284908805,0.0,0.0,0.0,0.0,0.0102845056,0.0203466655,0.0199289801,0.0284908805,0.0102993884,0.0203812983,0.0167910121,0.0194791067,0.0081577982,0.0159124021,0.0179157172,0.0180770356,,,,,,,,
CUP5,IDEI PATIO 5,19.33024,-99.181076,seismic,Stations_UNAM,ROCA BASALTICA,0.0090713558,0.0116857984,0.0171668123,0.0297970656,0.0,0.0,0.0,0.0,0.0090002039,0.0116857984,0.0171668123,0.0297970656,0.0090713558,0.0100195632,0.0145096616,0.0191301642,0.0035547401,0.0054836296,0.0079177898,0.0113915026,,,,,,,,
TNLP,TONALAPA DEL SUR,18.095563,-99.560805,seismic,Stations_UNAM,ROCA,0.0086672783,0.0368634944,0.0110162933,0.0150656102,0.0,0.0,0.0,0.0,0.0086672783,0.0368634944,0.0110162933,0.0150656102,0.0081562691,0.0190182637,0.0096468052,0.0098729033,0.0053153925,0.0096406445,0.0141814641,0.0086884282,,,,,,,,
TACY,TACUBAYA,19.404505,-99.195246,seismic,Stations_UNAM,SUELO DURO,0.0082438328,0.0127588929,0.0185799578,0.0265930974,0.0,0.0,0.0,0.0,0.0082438328,0.0126313613,0.0169773371,0.0155540601,0.0081486239,0.0127588929,0.0185799578,0.0265930974,0.0047106014,0.0080142512,0.0090508766,0.0117766625,,,,,,,,
COYC,COYUCA,16.997788,-100.089963,seismic,Stations_UNAM,ROCA,0.0080572885,0.0159797607,0.0056432798,0.0048584213,0.0,0.0,0.0,0.0,0.006258002,0.0116320485,0.0056432798,0.0048584213,0.0080572885,0.0159797607,0.0038604246,0.0033262502,0.0045342508,0.011382048,0.004169419,0.0047677804,,,,,,,,
ACP2,ACAPULCO PREPARATORIA No. 2,16.874294,-99.886505,seismic,Stations_UNAM,ROCA,0.0072847095,0.0199347128,0.0065838297,0.0045651069,0.0,0.0,0.0,0.0,0.0072847095,0.0185566491,0.0065838297,0.0045651069,0.0070470948,0.0199347128,0.0061508065,0.0033957559,0.004316106,0.007895283,0.0048187664,0.0038912361,,,,,,,,
POZU,POZUELOS,17.09008,-99.59754,seismic,Stations_UNAM,GRANITE,0.0068243629,0.0122005375,0.0066600775,0.0055835929,0.0,0.0,0.0,0.0,0.0068243629,0.0076079473,0.0066600775,0.0055835929,0.0065394495,0.0122005375,0.0052606134,0.0042003215,0.0038332314,0.0060086541,0.0051597445,0.0037616023,,,,,,,,
LMPP,LOMAS DEL MARMOL PUEBLA,19.00147,-98.18227,seismic,Stations_UNAM,ROCA,0.0062002039,0.0134062001,0.0119663254,0.0143979308,0.0,0.0,0.0,0.0,0.0062002039,0.008761611,0.0101503326,0.0143979308,0.0052897044,0.0134062001,0.0119663254,0.0109100097,0.0044674822,0.0076807391,0.0122247236,0.0083852363,,,,,,,,
TEJU,TEJUPILCO,18.904051,-100.159615,seismic,Stations_UNAM,ROCA,0.0059712538,0.0090769937,0.0059957175,0.0061864536,0.0,0.0,0.0,0.0,0.0059712538,0.0090769937,0.0059957175,0.0061864536,0.0047623853,0.0075002895,0.0043224515,0.0050702821,0.003832314,0.0043357373,0.0044389453,0.0057028842,,,,,,,,
AGCA,AGUACALIENTE,16.83733,-99.64526,seismic,Stations_UNAM,ROCA,0.0059227319,0.0106233148,0.004814211,0.0046980117,0.0,0.0,0.0,0.0,0.0059227319,0.0089283786,0.004814211,0.0046980117,0.0057786952,0.0106233148,0.0045467537,0.0038104837,0.0046312946,0.0048103036,0.0040247661,0.0047385652,,,,,,,,
ATYC,ATOYAC,17.213361,-100.432269,seismic,Stations_UNAM,ROCA,0.0047186544,0.0082970772,0.0043811016,0.0053623352,0.0,0.0,0.0,0.0,0.0047186544,0.0082970772,0.0043811016,0.0053623352,0.0038705403,0.0062579481,0.0035237407,0.0035540676,0.0031727829,0.0038964045,0.0033604217,0.0047209599,,,,,,,,
NITA,NUEVA ITALIA,19.020738,-102.085089,seismic,Stations_UNAM,ROCA,0.0042200815,0.0077628226,0.0041220129,0.0016716558,0.0,0.0,0.0,0.0,0.0042200815,0.0077628226,0.0041220129,0.0015325236,0.0030546381,0.0072645756,0.0036323319,0.0016716558,0.0042090724,0.0174607105,0.0057182025,0.0012874588,,,,,,,,
COMD,LA COMUNIDAD,18.122359,-100.523804,seismic,Stations_UNAM,ROCA,0.0038173293,0.0070320136,0.0067089853,0.0057808627,0.0,0.0,0.0,0.0,0.0038173293,0.0063833549,0.0067089853,0.0055485359,0.0029176351,0.0070320136,0.0038756797,0.0057808627,0.002609684,0.0050880352,0.0045426108,0.0061994896,,,,,,,,
OCLL,OCOTILLO,17.036585,-99.878515,seismic,Stations_UNAM,ROCA,0.003787054,0.0087140956,0.005230317,0.003859522,0.0,0.0,0.0,0.0,0.0036901121,0.0087140956,0.005230317,0.003859522,0.003787054,0.0055699341,0.0034084018,0.003243077,0.0030653415,0.0062705954,0.0053559133,0.0050477584,,,,,,,,
VNTA,LA VENTA,16.91426,-99.81885,seismic,Stations_UNAM,ROCA,0.0033396534,0.0068280401,0.0052234189,0.0038008215,0.0,0.0,0.0,0.0,0.0033396534,0.0061581055,0.0037611659,0.0038008215,0.0025067278,0.0068280401,0.0052234189,0.0030537889,0.0025699286,0.0060926852,0.0044730292,0.0030295495,,,,,,,,
SLPA,SAN LUCAS PATHE,19.928698,-99.833027,seismic,Stations_UNAM,ROCA,0.0030897044,0.003263808,0.003357074,0.0044461911,0.0,0.0,0.0,0.0,0.0025948012,0.002693984,0.0030965253,0.0043210055,0.0030897044,0.003263808,0.003357074,0.0044461911,0.0014150866,0.0015794172,0.0016671884,0.0033180189,,,,,,,,
COMA,COMALA,19.325266,-103.760813,seismic,Stations_UNAM,ROCA,0.0030809378,0.0031782045,0.0038655667,0.0046642164,0.0,0.0,0.0,0.0,0.0024797146,0.0025338406,0.0031091441,0.0042792198,0.0030809378,0.0031782045,0.0038655667,0.0046642164,0.0014906218,0.001542206,0.0018376936,0.003099866,,,,,,,,
SLU2,SAN LUIS DE LA LOMA 2,17.280802,-100.935496,seismic,Stations_UNAM,ROCA,0.0027497452,0.0052837944,0.0021199155,0.002267129,0.0,0.0,0.0,0.0,0.0027497452,0.0052837944,0.0021199155,0.0021903806,0.0025953109,0.0046268279,0.0016544506,0.002267129,0.002485423,0.0040035301,0.0018218669,0.0023022915,,,,,,,,
NUX2,NUXCO 2,17.216711,-100.79117,seismic,Stations_UNAM,ROCA,0.0026311927,0.0040676821,0.002480013,0.003924717,0.0,0.0,0.0,0.0,0.0026311927,0.0040676821,0.002480013,0.003924717,0.0017111111,0.0030440158,0.0017968796,0.0021357639,0.0010805301,0.0027393349,0.0017699004,0.0027343435,,,,,,,,
ACAM,ACAMBARO,20.043186,-100.716777,seismic,Stations_UNAM,ROCA,0.0025077472,0.0025679361,0.0035202269,0.0050026903,0.0,0.0,0.0,0.0,0.0025077472,0.0025679361,0.0035202269,0.0050026903,0.0020553517,0.0021189177,0.0024694579,0.0046917373,0.0016417941,0.0017553124,0.0020859967,0.0022537424,,,,,,,,
PET2,PETATLAN II,17.535396,-101.262608,seismic,Stations_UNAM,ROCA,0.0023252803,0.0020565516,0.0015198722,0.0014872355,0.0,0.0,0.0,0.0,0.0017992864,0.0017395921,0.0015120293,0.0005605766,0.0023252803,0.0020565516,0.0015198722,0.0014872355,0.0027750255,0.0019276626,0.0017076923,0.0014732406,,,,,,,,
URUA,URUAPAN,19.421758,-102.074059,seismic,Stations_UNAM,ROCA,0.0022590214,0.0083400417,0.0051568389,0.0068597491,0.0,0.0,0.0,0.0,0.0022590214,0.0037857588,0.0051568389,0.0068597491,0.0019084608,0.0083400417,0.002941975,0.0055433987,0.001675841,0.0069474901,0.0024939293,0.0022572938,,,,,,,,
SNJE,SAN JERONIMO,18.535047,-101.323693,seismic,Stations_UNAM,ROCA,0.0018712538,0.0033241241,0.0027584088,0.003911681,0.0,0.0,0.0,0.0,0.0018712538,0.0033241241,0.0027584088,0.003911681,0.0016681957,0.0027967822,0.0023707074,0.0026216309,0.0022321101,0.0033609753,0.0031619011,0.0029155856,,,,,,,,
CDGU,CIUDAD GUZMAN,19.699521,-103.447815,seismic,Stations_UNAM,ROCA,0.0017629969,0.0020987574,0.0007485978,0.0003691832,0.0,0.0,0.0,0.0,0.0010147808,0.0018648904,0.0007485978,0.0003691832,0.0017629969,0.0020987574,0.0006734623,0.0003419915,0.0008050968,0.0009033516,0.0007960343,0.0004589793,,,,,,,,
GDLP,UNIVERSIDAD PANAMERICANA,20.682533,-103.4422,seismic,Stations_UNAM,BLANDO,0.0015374108,0.0015296432,0.001783885,0.003253511,0.0,0.0,0.0,0.0,0.0014050968,0.0014085483,0.001783885,0.003253511,0.0015374108,0.0015296432,0.0015620353,0.0029677001,0.0011237513,0.001018718,0.0010418186,0.0010379807,,,,,,,,
