STATION_NAME,PGA_VALUE,PGA_LN_SIGMA,LATITUDE,LONGITUDE,STATION_ID,STATION_TYPE,REFERENCES
KGW0041806180758,0.008573773918718434,0.0,34.3473,134.0375,KGW004,seismic,Stations_NIED
NGN0181806180758,0.008441210811031304,0.0,35.8129,137.5298,NGN018,seismic,Stations_NIED
AICH091806180758,0.008382067270678585,0.0,34.6643,137.3902,AICH09,seismic,Stations_NIED
GIFH181806180758,0.008351475784289245,0.0,35.8991,137.1495,GIFH18,seismic,Stations_NIED
OKY0021806180758,0.00834025890594649,0.0,35.1785,134.0505,OKY002,seismic,Stations_NIED
GIF0191806180758,0.008311706851983106,0.0,35.4492,137.4042,GIF019,seismic,Stations_NIED
SZO0231806180758,0.00802924546098822,0.0,34.8736,137.8167,SZO023,seismic,Stations_NIED
OKY0081806180758,0.0078915837722362,0.0,34.8688,133.9039,OKY008,seismic,Stations_NIED
KGWH021806180758,0.007838558529161347,0.0,34.198,133.7081,KGWH02,seismic,Stations_NIED
WKYH071806180758,0.00768967996206657,0.0,33.6894,135.4396,WKYH07,seismic,Stations_NIED
NGNH161806180758,0.007688660245853592,0.0,35.9465,138.1848,NGNH16,seismic,Stations_NIED
WKY0071806180758,0.0075958660704726,0.0,33.8374,135.7736,WKY007,seismic,Stations_NIED
KGW0071806180758,0.007542840827397748,0.0,34.2271,134.4009,KGW007,seismic,Stations_NIED
WKY0121806180758,0.007456164949294624,0.0,33.4719,135.7835,WKY012,seismic,Stations_NIED
ISK0111806180758,0.007331759571311317,0.0,36.3976,136.4409,ISK011,seismic,Stations_NIED
WKY0091806180758,0.007180841571790582,0.0,33.7208,135.9814,WKY009,seismic,Stations_NIED
TTR0011806180758,0.007165545828595914,0.0,35.3398,134.4007,TTR001,seismic,Stations_NIED
NGN0151806180758,0.007006470099371357,0.0,36.0451,138.1114,NGN015,seismic,Stations_NIED
WKYH011806180758,0.007004430666945401,0.0,33.9804,135.2122,WKYH01,seismic,Stations_NIED
GIF0131806180758,0.006999332085880511,0.0,35.663,137.1618,GIF013,seismic,Stations_NIED
GIFH081806180758,0.006895321032156762,0.0,35.8323,136.9621,GIFH08,seismic,Stations_NIED
TKSH041806180758,0.006810684586479594,0.0,33.9902,134.5337,TKSH04,seismic,Stations_NIED
FKI0111806180758,0.006682200343644375,0.0,35.9097,136.6682,FKI011,seismic,Stations_NIED
TYM0101806180758,0.006484375398326656,0.0,36.5556,136.8883,TYM010,seismic,Stations_NIED
HYG0041806180758,0.006476217668622833,0.0,35.4583,134.5782,HYG004,seismic,Stations_NIED
GIFH281806180758,0.006470099371344965,0.0,35.4571,137.4706,GIFH28,seismic,Stations_NIED
GIF0241806180758,0.0064272712903998925,0.0,35.3015,137.3869,GIF024,seismic,Stations_NIED
GIF0101806180758,0.0064038178175014,0.0,35.8005,137.2484,GIF010,seismic,Stations_NIED
TTRH021806180758,0.006376285479750996,0.0,35.2313,133.3909,TTRH02,seismic,Stations_NIED
GIF0061806180758,0.006326319385315077,0.0,36.0334,136.9533,GIF006,seismic,Stations_NIED
NGNH031806180758,0.006296747615138717,0.0,35.4786,137.7346,NGNH03,seismic,Stations_NIED
MIEH071806180758,0.006254939250406623,0.0,34.2544,136.8216,MIEH07,seismic,Stations_NIED
ISKH091806180758,0.006204973155970703,0.0,36.2667,136.7168,ISKH09,seismic,Stations_NIED
AIC0151806180758,0.006174381669581366,0.0,34.7552,137.404,AIC015,seismic,Stations_NIED
SZO0131806180758,0.006163164791238608,0.0,35.0409,138.4765,SZO013,seismic,Stations_NIED
TKS0031806180758,0.006101981818459933,0.0,33.8716,134.604,TKS003,seismic,Stations_NIED
WKY0081806180758,0.00594596523787431,0.0,33.7289,135.3771,WKY008,seismic,Stations_NIED
SMNH161806180758,0.005929649778466663,0.0,35.3422,132.8989,SMNH16,seismic,Stations_NIED
NGN0171806180758,0.005846033049002472,0.0,35.9749,137.8259,NGN017,seismic,Stations_NIED
SZO0221806180758,0.005717548806167253,0.0,35.0918,137.8127,SZO022,seismic,Stations_NIED
ISK0121806180758,0.005629853211851151,0.0,36.3579,136.6049,ISK012,seismic,Stations_NIED
AIC0171806180758,0.005601301157887769,0.0,34.6697,137.2638,AIC017,seismic,Stations_NIED
KGW0051806180758,0.005523802725701446,0.0,34.1139,133.6353,KGW005,seismic,Stations_NIED
OKYH091806180758,0.005483014077182329,0.0,35.1809,133.6765,OKYH09,seismic,Stations_NIED
OKY0071806180758,0.0054534423070059694,0.0,34.7805,133.6104,OKY007,seismic,Stations_NIED
WKYH101806180758,0.0053902199018013375,0.0,33.8248,135.2172,WKYH10,seismic,Stations_NIED
TTR0081806180758,0.0053779833072456025,0.0,35.4259,133.3301,TTR008,seismic,Stations_NIED
AICH111806180758,0.005280090550799721,0.0,35.3059,137.057,AICH11,seismic,Stations_NIED
SZO0181806180758,0.0052464399157714494,0.0,34.7389,138.2247,SZO018,seismic,Stations_NIED
GIFH221806180758,0.005205651267252333,0.0,35.6682,137.1054,GIFH22,seismic,Stations_NIED
TTR0071806180758,0.005203611834826376,0.0,35.2836,133.4866,TTR007,seismic,Stations_NIED
TKS0071806180758,0.005193414672696597,0.0,34.0903,134.2854,TKS007,seismic,Stations_NIED
TKSH021806180758,0.005189335807844686,0.0,34.0112,134.0918,TKSH02,seismic,Stations_NIED
TKS0081806180758,0.005186276659205752,0.0,33.9341,134.2113,TKS008,seismic,Stations_NIED
SMN0051806180758,0.005096541632463694,0.0,35.3608,132.7449,SMN005,seismic,Stations_NIED
AIC0081806180758,0.0050955219162507155,0.0,35.1006,137.5757,AIC008,seismic,Stations_NIED
HRS0051806180758,0.0050934824838247605,0.0,34.7774,133.2803,HRS005,seismic,Stations_NIED
WKY0141806180758,0.005033319227259062,0.0,33.7056,135.6396,WKY014,seismic,Stations_NIED
