# 20230817_M6.1_ElCalvario median gmf, Stations:Seismic, gmlt:Adjusted, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2014,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,CauzziEtAl2014,ChiouYoungs2014
t_1008,-72.43312,3.34221,0.026692225,0.01612835,0.03148498,0.022363683,0.017012045,0.027709864
t_1009,-72.16363,3.34221,0.013595646,0.01053683,0.014061156,0.011579994,0.010506447,0.013775965
t_101,-71.53481,6.11723,0.007841892,0.00857599,0.0089435605,0.0068327165,0.0079085035,0.008642932
t_1010,-72.34329,3.43188,0.024338873,0.015605522,0.027797343,0.019764457,0.015819687,0.024919432
t_1011,-72.70262,3.43188,0.031082936,0.018572899,0.033864252,0.025016472,0.019049576,0.029963516
t_1012,-72.25346,3.43188,0.020841425,0.01425769,0.023296041,0.016568214,0.014128151,0.021354022
t_1013,-72.61278,3.43188,0.031567942,0.018579353,0.035744518,0.02548118,0.019252593,0.031219857
t_1014,-72.52295,3.43188,0.023387564,0.015122419,0.02479128,0.019407948,0.015364766,0.022851428
t_1015,-72.43312,3.43188,0.026016884,0.01635832,0.02939853,0.020897355,0.01659969,0.026254784
t_1016,-72.16363,3.43188,0.019033002,0.013497949,0.021296464,0.0151740275,0.013269673,0.019681152
t_1017,-72.61278,3.52155,0.03421727,0.01966932,0.038644493,0.027617304,0.020530922,0.033450164
t_1018,-72.70262,3.52155,0.03693597,0.020871023,0.041328784,0.029646493,0.021857262,0.03553514
t_1019,-72.25346,3.52155,0.02372169,0.015342514,0.027144082,0.019305011,0.0155321155,0.024377152
t_102,-71.26531,6.11723,0.006117442,0.0076973382,0.006910276,0.005428537,0.0069709616,0.0067415815
t_1020,-72.6577,3.52155,0.03699242,0.020597694,0.04229595,0.030281391,0.021888029,0.036148716
t_1021,-72.74753,3.52155,0.038441867,0.021526009,0.042855833,0.030811125,0.022599827,0.036704622
t_1022,-72.34329,3.52155,0.02562585,0.016168375,0.029092258,0.02068076,0.016420307,0.025980141
t_1023,-72.79245,3.52155,0.033407677,0.019464131,0.03502877,0.028388273,0.020356204,0.031070098
t_1024,-72.52295,3.52155,0.032337908,0.01868484,0.03720494,0.02651475,0.019640943,0.0322565
t_1025,-72.43312,3.52155,0.026701774,0.01670939,0.02966517,0.021090396,0.016917825,0.026546063
t_1026,-72.16363,3.52155,0.020290827,0.014025407,0.022714464,0.016162453,0.013868155,0.020858184
t_1027,-72.70262,3.56638,0.04000081,0.021909628,0.04539411,0.032635715,0.023362864,0.03849798
t_1028,-72.6577,3.56638,0.030602138,0.018255085,0.032270394,0.025737524,0.018932851,0.028879084
t_1029,-72.61278,3.56638,0.035535134,0.020221036,0.040059727,0.028671727,0.02117218,0.03453083
t_103,-71.8043,6.11723,0.00666519,0.007221477,0.0068451655,0.005769099,0.006824521,0.007005689
t_1030,-72.74753,3.56638,0.042826224,0.022860035,0.049023293,0.035328634,0.024775438,0.041131385
t_1031,-72.79245,3.56638,0.04665695,0.02382945,0.054560635,0.039366618,0.026769051,0.045049716
t_1032,-72.52295,3.61121,0.031848446,0.018850911,0.035343602,0.02522905,0.019396093,0.030996125
t_1033,-72.43312,3.61121,0.031674776,0.018360564,0.0366204,0.026080085,0.019336168,0.031769607
t_1034,-72.16363,3.61121,0.021593202,0.014569477,0.024188422,0.01719408,0.014489087,0.022059377
t_1035,-72.70262,3.61121,0.043508597,0.022879638,0.050373137,0.036271926,0.025142089,0.04205546
t_1036,-72.6577,3.61121,0.03637101,0.02079656,0.039887838,0.02918023,0.021616949,0.03454835
t_1037,-72.61278,3.61121,0.03890408,0.02119438,0.044861022,0.0321535,0.022842232,0.038012043
t_1038,-72.74753,3.61121,0.04303265,0.02331173,0.048286557,0.0349002,0.024873404,0.040698428
t_1039,-72.34329,3.61121,0.021762174,0.014373187,0.022973517,0.01815453,0.014577467,0.021358388
t_104,-72.0738,6.20654,0.006154904,0.006427757,0.0059960373,0.0056716455,0.0063864924,0.0063232244
t_1040,-72.25346,3.61121,0.024681726,0.015794378,0.027999066,0.019901937,0.015974134,0.025092494
t_1041,-73.15177,5.49163,0.033527732,0.019417575,0.034450315,0.029550917,0.020589935,0.030875219
t_1042,-73.24161,5.49163,0.02867219,0.016719297,0.027734818,0.027219974,0.01850539,0.025687702
t_1043,-72.88228,5.49163,0.021255793,0.013129198,0.020094968,0.020490643,0.014634003,0.019358758
t_1044,-72.88228,5.58105,0.020974858,0.013303688,0.020556357,0.019391563,0.014376128,0.019683352
t_1045,-73.06194,5.58105,0.019788368,0.012304962,0.01832291,0.01957481,0.013943938,0.017875234
t_1046,-72.79245,5.58105,0.018816244,0.012213327,0.018212534,0.017600942,0.013267324,0.017695133
t_1047,-73.15177,5.58105,0.028848635,0.017273428,0.029565183,0.025383305,0.018232342,0.026991853
t_1048,-72.97211,5.58105,0.022074593,0.013766969,0.021545582,0.02054075,0.014967613,0.020532146
t_1049,-73.24161,5.58105,0.029533003,0.01755226,0.03015108,0.0261477,0.018605297,0.027477518
t_105,-71.71447,6.20654,0.008185447,0.008763395,0.009080197,0.006836567,0.0079444805,0.008888462
t_1050,-73.06194,5.67045,0.01830746,0.011735228,0.017203925,0.017670795,0.013056881,0.016877366
t_1051,-72.79245,5.67045,0.019579275,0.012994402,0.01984163,0.01731175,0.013565137,0.01897535
t_1052,-73.15177,5.67045,0.026885912,0.016542425,0.0280479,0.022996208,0.017150955,0.025685709
t_1053,-73.24161,5.67045,0.027778381,0.01694175,0.028979542,0.023783857,0.017596763,0.026437534
t_1054,-72.97211,5.67045,0.03010475,0.018172434,0.03336969,0.023800373,0.018549621,0.029608253
t_1055,-72.88228,5.67045,0.015715644,0.010452252,0.014583659,0.015374709,0.011682335,0.014587657
t_1056,-73.06194,5.75983,0.019405806,0.0127602,0.019359466,0.017499862,0.013510925,0.018612932
t_1057,-73.15177,5.75983,0.021332888,0.013790605,0.021636473,0.018870918,0.0144587625,0.020498553
t_1058,-73.24161,5.75983,0.023714334,0.015065994,0.02457031,0.020417757,0.015594147,0.02286685
t_1059,-72.97211,5.75983,0.02969414,0.017688792,0.03422094,0.02429256,0.018368699,0.030067887
t_106,-71.98396,6.20654,0.007266698,0.0075757424,0.007508336,0.0062389723,0.0071666306,0.0076370155
t_1060,-72.88228,5.75983,0.0133592915,0.009276187,0.012248567,0.013259371,0.010410033,0.012500049
t_1061,-73.06194,5.8492,0.013537492,0.009434941,0.012531126,0.013232381,0.010481583,0.012737484
t_1062,-73.15177,5.8492,0.015038978,0.010294965,0.014218468,0.014342716,0.011272205,0.014224965
t_1063,-72.97211,5.8492,0.011965929,0.008546919,0.010851436,0.012055902,0.009650566,0.011231304
t_1064,-73.24161,5.8492,0.015856283,0.010742764,0.015126464,0.01499627,0.011706377,0.015019061
t_1065,-72.88228,5.8492,0.01495315,0.010599158,0.014690555,0.013662771,0.011203914,0.014564014
t_1066,-72.97211,5.93856,0.010422876,0.0077840183,0.009396409,0.010565454,0.008771003,0.009871039
t_1067,-73.06194,5.93856,0.01632509,0.011566343,0.016596748,0.014307933,0.011896282,0.016149404
t_1068,-72.88228,5.93856,0.012371195,0.009190155,0.011849793,0.011596678,0.009822187,0.012041798
t_1069,-73.24161,5.93856,0.011202028,0.008111642,0.0100539215,0.011465533,0.009237791,0.010504103
t_107,-71.62464,6.20654,0.008088173,0.008746839,0.009188813,0.006992153,0.008011538,0.0088901585
t_1070,-73.15177,5.93856,0.017718479,0.012340664,0.01826922,0.015256137,0.0125926435,0.017555779
t_1071,-72.88228,6.0279,0.008398989,0.006784084,0.007452969,0.008696573,0.0075936704,0.008020123
t_1072,-73.06194,6.0279,0.008569998,0.0071206647,0.007506599,0.0090609,0.007709821,0.008201939
t_1073,-73.24161,6.0279,0.011367822,0.008453944,0.010540561,0.011036548,0.00926535,0.010889579
t_1074,-73.15177,6.0279,0.010855317,0.008163836,0.010001435,0.010630448,0.008983788,0.010395781
t_1075,-72.97211,6.0279,0.014540447,0.01085826,0.014911439,0.0125697795,0.010981249,0.014621054
t_1076,-73.06194,6.11723,0.008741684,0.0070181224,0.007896928,0.0087932,0.0077830083,0.008417108
t_1077,-73.15177,6.11723,0.008756123,0.0069780005,0.007865671,0.008890966,0.0077960473,0.0083994325
t_1078,-72.97211,6.11723,0.008561995,0.0069548385,0.007753558,0.0085734585,0.007675951,0.008270622
t_1079,-72.88228,6.11723,0.008130411,0.0067209867,0.007335081,0.008183183,0.007422611,0.0078666005
t_108,-71.35514,6.20654,0.0061238264,0.0077092526,0.0068754205,0.005388546,0.006945555,0.006729016
t_1080,-73.24161,6.11723,0.015059235,0.0112843765,0.01571897,0.012711081,0.011250424,0.0152670145
t_1081,-72.88228,6.20654,0.0080994405,0.006920374,0.0074898633,0.007850189,0.0074127987,0.007961575
t_1082,-73.15177,6.20654,0.008494463,0.0070160264,0.007775357,0.008361005,0.0076355874,0.008266667
t_1083,-73.06194,6.20654,0.008603766,0.007149977,0.00795067,0.008352376,0.007701943,0.008416373
t_1084,-72.97211,6.20654,0.0071669724,0.006151793,0.0063761477,0.0073641324,0.006847133,0.0069400673
t_1085,-73.24161,6.20654,0.008926457,0.007287836,0.008238036,0.008686897,0.0078857755,0.008699941
t_1086,-73.24161,6.29584,0.010097212,0.008486126,0.01001599,0.0090739215,0.0086287055,0.010233916
t_1087,-72.97211,6.29584,0.0070989104,0.0063045886,0.00645283,0.0070420834,0.006815985,0.0069675683
t_1088,-73.06194,6.29584,0.008173994,0.007091771,0.0076819183,0.007790181,0.0074816453,0.0081180325
t_1089,-73.15177,6.29584,0.00793192,0.0068377317,0.0073288586,0.0076944665,0.0073172282,0.007804887
t_109,-71.89413,6.20654,0.009062077,0.009131821,0.009992212,0.007429145,0.0083552925,0.009782038
t_1090,-72.88228,6.29584,0.007957783,0.0070814807,0.0075602056,0.007500853,0.007377674,0.0079743685
t_1091,-72.97211,6.38512,0.007156171,0.0065964456,0.0067090695,0.006838773,0.0068994304,0.0071584345
t_1092,-73.24161,6.38512,0.010116665,0.008814395,0.010330373,0.008763497,0.008693093,0.010433081
t_1093,-73.15177,6.38512,0.009471654,0.008363971,0.009537129,0.008353532,0.008324652,0.009730542
t_1094,-73.06194,6.38512,0.007165133,0.00653442,0.006662873,0.0069030346,0.0068892473,0.0071290648
t_1095,-72.88228,6.38512,0.0069868984,0.006532929,0.0065649548,0.0066626184,0.0068052397,0.0070089586
t_1096,-72.97211,6.47439,0.009004199,0.008422234,0.009279257,0.0077053597,0.008139997,0.009399262
t_1097,-73.24161,6.47439,0.0060657063,0.0057700314,0.005478002,0.0060680425,0.0061988463,0.005989849
t_1098,-73.15177,6.47439,0.0056550796,0.005457112,0.005036696,0.0057802685,0.0059325458,0.005564346
t_1099,-73.06194,6.47439,0.007238994,0.0068723746,0.006963564,0.006738477,0.0070106215,0.007355731
t_11,-71.26531,2.26554,0.0022205974,0.004061035,0.0020672693,0.0021801288,0.0038204708,0.0022728227
t_110,-71.53481,6.20654,0.0057082097,0.007090025,0.006001109,0.0047637383,0.0064202263,0.0061013848
t_1100,-72.88228,6.47439,0.0050802594,0.0051045697,0.004485801,0.005258436,0.005559016,0.0050035133
t_1101,-72.97211,6.56364,0.0068933186,0.0069003925,0.0067497073,0.00629934,0.0068753515,0.00709554
t_1102,-73.06194,6.56364,0.0068133045,0.006761579,0.006600728,0.006302164,0.006805874,0.0069753644
t_1103,-73.15177,6.56364,0.00645401,0.006385114,0.0061162487,0.00611359,0.0065432796,0.00653952
t_1104,-73.24161,6.56364,0.006167799,0.0060894196,0.0057416554,0.0059467615,0.006328197,0.006195517
t_1105,-72.88228,6.56364,0.007253179,0.0073046917,0.00726865,0.0064425147,0.0071314154,0.0075416304
t_1106,-72.97211,6.65287,0.0043898947,0.004770778,0.0038540598,0.0046033505,0.0051565375,0.0043396596
t_1107,-73.06194,6.65287,0.007538132,0.0076683327,0.007660945,0.006603026,0.0073865945,0.007881195
t_1108,-72.88228,6.65287,0.004764043,0.005181089,0.0043017357,0.004776179,0.005436681,0.0047573596
t_1109,-73.15177,6.65287,0.007653811,0.007722629,0.007784782,0.006692807,0.0074439435,0.008000482
t_111,-71.26531,6.20654,0.0051767933,0.0071037966,0.005640978,0.004458964,0.0062884362,0.0056230407
t_1110,-73.24161,6.65287,0.0058146794,0.006005061,0.0054497058,0.0055826358,0.0061620376,0.00588159
t_1111,-73.15177,2.17577,0.0077525782,0.007903243,0.008038874,0.006568666,0.0074881813,0.008154425
t_1112,-72.97211,2.17577,0.009551382,0.009393396,0.010600019,0.007856842,0.008697257,0.010309524
t_1113,-72.88228,2.17577,0.0070834025,0.007540097,0.007282884,0.006088739,0.007140818,0.0074462984
t_1114,-73.06194,2.17577,0.010158182,0.00968577,0.011432459,0.008463361,0.009037706,0.011014666
t_1115,-73.24161,2.17577,0.0091701625,0.008992298,0.009919701,0.007352933,0.008369035,0.009779095
t_1116,-72.79245,2.26554,0.008322931,0.008501487,0.008717403,0.0069918856,0.007982467,0.008783557
t_1117,-72.88228,2.26554,0.0091249775,0.009020228,0.009739047,0.007445453,0.008413383,0.009685262
t_1118,-73.06194,2.26554,0.0085237175,0.008335108,0.008871495,0.0071915854,0.007931711,0.008944227
t_1119,-72.97211,2.26554,0.0081414115,0.008104247,0.008413668,0.0069473125,0.0077321716,0.008529928
t_112,-71.44497,6.20654,0.005750985,0.0073287506,0.006195299,0.0047972957,0.006550707,0.006209517
t_1120,-73.15177,2.26554,0.008839565,0.008522079,0.0092497,0.0073997974,0.008098648,0.009283896
t_1121,-73.24161,2.26554,0.010611913,0.009765938,0.011641826,0.008511656,0.009149792,0.011318339
t_1122,-73.06194,2.35529,0.010341989,0.009472054,0.011025618,0.008444244,0.008967123,0.010886981
t_1123,-72.88228,2.35529,0.011590708,0.010574685,0.012815459,0.009375725,0.009873811,0.012403416
t_1124,-72.79245,2.35529,0.009231933,0.009054506,0.009647645,0.007849639,0.008589265,0.009678783
t_1125,-72.97211,2.35529,0.01046755,0.0096723,0.011227799,0.008480645,0.009103958,0.011060012
t_1126,-73.24161,2.35529,0.0104926145,0.009444355,0.011151901,0.008602595,0.008992329,0.011007196
t_1127,-73.15177,2.35529,0.0091188,0.00845226,0.0093723,0.007823595,0.008200294,0.009468567
t_1128,-73.06194,2.44505,0.014259384,0.011578575,0.016244182,0.011772223,0.011128528,0.015292267
t_1129,-72.88228,2.44505,0.012710012,0.011181742,0.013922609,0.010123563,0.010495774,0.013488233
t_113,-71.8043,6.20654,0.005755374,0.0064355214,0.005755963,0.0052137594,0.006198541,0.005984065
t_1130,-72.97211,2.44505,0.012458177,0.010798691,0.013616023,0.009871921,0.010198926,0.013175871
t_1131,-73.15177,2.44505,0.01450826,0.011616764,0.016559854,0.011981987,0.011211209,0.015545281
t_1132,-73.24161,2.44505,0.0117905345,0.010077706,0.012579902,0.009620216,0.009661872,0.012305318
t_1133,-72.79245,2.44505,0.011815713,0.0109209595,0.0125485575,0.009729057,0.010244931,0.012437069
t_1134,-72.97211,2.53479,0.015233104,0.012173847,0.017152485,0.012385244,0.011664317,0.016186755
t_1135,-73.24161,2.53479,0.015346173,0.011957581,0.017160479,0.012323636,0.011527844,0.016161155
t_1136,-72.88228,2.53479,0.016841577,0.01308178,0.019520551,0.014143333,0.01275881,0.018181467
t_1137,-72.79245,2.53479,0.0120049175,0.010819421,0.012623038,0.010324891,0.010402717,0.012441373
t_1138,-73.15177,2.53479,0.015745146,0.012164929,0.017837424,0.012832674,0.011779207,0.016694317
t_1139,-73.06194,2.53479,0.013178956,0.010888102,0.0141862575,0.010628118,0.010440717,0.013742887
t_114,-71.98396,6.29584,0.0064495727,0.006966195,0.0065654865,0.005701523,0.006645371,0.0067420844
t_1140,-72.97211,2.62453,0.01617326,0.012541812,0.017983586,0.012917294,0.01206507,0.016975382
t_1141,-72.79245,2.62453,0.018496467,0.014436295,0.02104928,0.015252426,0.013841783,0.0197616
t_1142,-73.24161,2.62453,0.017198164,0.012752299,0.019277828,0.013785183,0.012418923,0.017974827
t_1143,-72.88228,2.62453,0.015091084,0.012214313,0.016363043,0.012036524,0.0116587,0.015757557
t_1144,-73.15177,2.62453,0.013691124,0.010830769,0.014428262,0.011372551,0.010609542,0.01403524
t_1145,-73.06194,2.62453,0.016151356,0.012383754,0.01791302,0.012836342,0.011957269,0.016885612
t_1146,-72.97211,2.71427,0.01452737,0.011302909,0.0152837215,0.012119587,0.011108418,0.014829326
t_1147,-73.15177,2.71427,0.017144728,0.012645116,0.018661287,0.01366127,0.012351069,0.017601296
t_1148,-73.24161,2.71427,0.018549332,0.013307627,0.020567525,0.014652705,0.013038913,0.019124607
t_1149,-72.88228,2.71427,0.017969508,0.013460488,0.020088589,0.014413762,0.013026809,0.018813636
t_115,-72.0738,6.29584,0.0036622637,0.004459168,0.0031485516,0.003971458,0.004558605,0.0036767004
t_1150,-72.79245,2.71427,0.01703576,0.013317415,0.018658042,0.013428898,0.01273691,0.017784335
t_1151,-73.06194,2.71427,0.019607447,0.013782163,0.022442138,0.01604083,0.013665411,0.020576078
t_1152,-72.88228,2.804,0.01990897,0.014113487,0.02245616,0.01605252,0.013867791,0.020724487
t_1153,-72.79245,2.804,0.019568967,0.014124547,0.02209535,0.01583413,0.013810583,0.02047439
t_1154,-73.24161,2.804,0.019774096,0.013771006,0.0215968,0.015720462,0.0136042815,0.02006586
t_1155,-73.06194,2.804,0.019306492,0.013657438,0.02122862,0.015205895,0.013421323,0.01974805
t_1156,-72.97211,2.804,0.015488982,0.011580577,0.016159127,0.013083562,0.011545605,0.015624194
t_1157,-73.15177,2.804,0.022816705,0.014928616,0.026381806,0.018786836,0.015156704,0.023743134
t_1158,-72.88228,2.89372,0.022354651,0.014956066,0.025503553,0.018181626,0.014975539,0.023147415
t_1159,-73.24161,2.89372,0.019005703,0.013071945,0.019862145,0.016029457,0.013231784,0.01880256
t_116,-71.71447,6.29584,0.007937863,0.008647106,0.008692742,0.0065421932,0.0077560986,0.00857806
t_1160,-72.97211,2.89372,0.018568775,0.013125075,0.019768015,0.015252229,0.013048384,0.018666752
t_1161,-73.06194,2.89372,0.025090808,0.015760262,0.029195054,0.020769842,0.016250255,0.025987787
t_1162,-73.15177,2.89372,0.02595387,0.01604457,0.030264355,0.02151846,0.016647328,0.026814679
t_1163,-72.79245,2.89372,0.020870963,0.014468781,0.023546204,0.016806211,0.014295061,0.02161847
t_1164,-73.24161,2.98343,0.025076015,0.01603135,0.027386913,0.020017643,0.016149336,0.024824673
t_1165,-72.97211,2.98343,0.02591206,0.016255964,0.02968631,0.021118231,0.01660139,0.026454747
t_1166,-72.88228,2.98343,0.018673046,0.013015741,0.019595642,0.015658872,0.013096827,0.018573739
t_1167,-73.06194,2.98343,0.023271918,0.01526943,0.025337858,0.018616833,0.015292979,0.023188448
t_1168,-73.15177,2.98343,0.028748395,0.017178535,0.03337345,0.02373361,0.017952818,0.029276416
t_1169,-72.79245,2.98343,0.022533355,0.015056177,0.025364576,0.018056968,0.015009086,0.023082478
t_117,-71.62464,6.29584,0.007895045,0.008708762,0.008958902,0.006843361,0.0079107275,0.00867756
t_1170,-73.24161,3.07314,0.033991408,0.01899619,0.039864678,0.028391056,0.020485448,0.034210213
t_1171,-72.97211,3.07314,0.027848132,0.017125571,0.031468995,0.022388952,0.017486475,0.027920187
t_1172,-73.06194,3.07314,0.029329002,0.01769425,0.03322009,0.023648597,0.018189399,0.029275412
t_1173,-73.15177,3.07314,0.025888849,0.016305126,0.02776653,0.021177186,0.016567957,0.025222525
t_1174,-72.79245,3.07314,0.02101506,0.014206098,0.02248164,0.01717649,0.014221319,0.020923266
t_1175,-72.88228,3.07314,0.027023913,0.016739331,0.03078812,0.021901641,0.01711144,0.027350305
t_1176,-72.97211,3.16283,0.030689094,0.018305818,0.03448425,0.024576377,0.018834598,0.030297693
t_1177,-72.88228,3.16283,0.028733823,0.017533004,0.032194465,0.022916475,0.017899746,0.028528426
t_1178,-73.24161,3.16283,0.032011576,0.018979438,0.034827396,0.025827574,0.01951242,0.030726826
t_1179,-73.06194,3.16283,0.026676834,0.016552938,0.028199008,0.022280786,0.0169915,0.025639284
t_118,-71.35514,6.29584,0.0059142327,0.00760476,0.0066760485,0.005270443,0.006862438,0.00651673
t_1180,-73.15177,3.16283,0.030084273,0.018142857,0.032485552,0.024469506,0.018591609,0.02893879
t_1181,-72.9272,5.04438,0.03399152,0.019068908,0.029869169,0.037325554,0.022734284,0.027555836
t_1182,-73.06194,5.08912,0.040887214,0.022242293,0.036791343,0.04377386,0.02620682,0.033271167
t_1183,-72.9272,5.08912,0.030553307,0.017970651,0.026642099,0.03382198,0.020862615,0.024909517
t_1184,-73.24161,5.08912,0.07181294,0.037934832,0.07288783,0.06394833,0.041113913,0.060444746
t_1185,-72.83736,5.08912,0.035949625,0.019867215,0.033757545,0.035450827,0.022608688,0.030459408
t_1186,-73.15177,5.08912,0.044662744,0.024271728,0.040201403,0.047273476,0.028521666,0.036143553
t_1187,-72.97211,5.08912,0.041129306,0.022255,0.038017746,0.041605707,0.025634142,0.03390233
t_1188,-72.88228,5.08912,0.030172126,0.017121127,0.026625808,0.032714114,0.020409953,0.024860911
t_1189,-73.19669,5.08912,0.06694342,0.035478488,0.06737789,0.06079535,0.038596712,0.0563902
t_119,-71.89413,6.29584,0.0071482686,0.0076525453,0.007492187,0.00610132,0.0071077673,0.007550336
t_1190,-73.01703,5.08912,0.037640873,0.020605665,0.033546392,0.040560357,0.0245179,0.030593108
t_1191,-73.10686,5.08912,0.03914148,0.021734355,0.034547042,0.04309091,0.025845492,0.03161622
t_1192,-72.97211,5.13385,0.036225174,0.019898668,0.033066664,0.037273478,0.023170436,0.030038174
t_1193,-72.83736,5.13385,0.029872552,0.016874772,0.027118031,0.03079211,0.019723244,0.025183959
t_1194,-73.24161,5.13385,0.048980627,0.02631094,0.045141224,0.049738925,0.030256405,0.039930593
t_1195,-72.9272,5.13385,0.035202026,0.019420037,0.032345124,0.035733297,0.022473982,0.029386692
t_1196,-73.06194,5.13385,0.03528187,0.019567389,0.03137024,0.038513504,0.023348533,0.028923308
t_1197,-73.10686,5.13385,0.034638487,0.020225618,0.030340679,0.03892631,0.023370823,0.028166108
t_1198,-73.15177,5.13385,0.039497614,0.021701459,0.0352788,0.043053757,0.025745096,0.03216499
t_1199,-73.01703,5.13385,0.03181366,0.018497044,0.027841618,0.03525201,0.021581154,0.02601854
t_12,-71.71447,2.26554,0.0045704874,0.0064579626,0.004788313,0.0038378322,0.0057646167,0.004892184
t_120,-71.53481,6.29584,0.007101278,0.008262398,0.008060744,0.0062320316,0.007512881,0.007823806
t_1200,-72.88228,5.13385,0.03420709,0.01897172,0.031669687,0.034256242,0.02180483,0.028821848
t_1201,-73.19669,5.13385,0.052184716,0.027971426,0.049845114,0.051330224,0.0314284,0.043397624
t_1202,-72.9272,5.17859,0.035485588,0.01967176,0.03344693,0.034823988,0.022322565,0.030202422
t_1203,-72.97211,5.17859,0.033486307,0.018612025,0.03059177,0.034381498,0.021649957,0.028095642
t_1204,-72.83736,5.17859,0.02740723,0.015699618,0.024759632,0.028410021,0.01841485,0.023255236
t_1205,-73.10686,5.17859,0.03758359,0.020684991,0.034250963,0.039447743,0.024117969,0.031179475
t_1206,-73.06194,5.17859,0.0362836,0.020043312,0.033167824,0.037776638,0.02330945,0.030263966
t_1207,-73.24161,5.17859,0.041962385,0.022863464,0.038117442,0.044533584,0.026697418,0.034364857
t_1208,-73.15177,5.17859,0.051497057,0.027734311,0.05113649,0.048766244,0.030425552,0.04406586
t_1209,-73.01703,5.17859,0.031716004,0.01779221,0.028338134,0.03404073,0.021140343,0.026380556
t_121,-71.26531,6.29584,0.0050932006,0.0071159042,0.0056096413,0.004472067,0.0062948726,0.0055574547
t_1210,-72.88228,5.17859,0.027776536,0.01584903,0.024847846,0.029306639,0.018781539,0.023351926
t_1211,-73.19669,5.17859,0.048682272,0.02624635,0.0468282,0.047955874,0.029385105,0.040956493
t_1212,-72.88228,5.22332,0.028335152,0.016175069,0.025903473,0.028791988,0.018760506,0.024167636
t_1213,-72.9272,5.22332,0.02500208,0.015131335,0.021924276,0.02721544,0.017486883,0.021004783
t_1214,-73.19669,5.22332,0.033914812,0.018923506,0.030182041,0.036968563,0.022568764,0.02796751
t_1215,-72.83736,5.22332,0.030151224,0.01720046,0.028494546,0.029291522,0.019412754,0.026218314
t_1216,-73.24161,5.22332,0.03608254,0.019984571,0.032325495,0.038988084,0.023674497,0.029708765
t_1217,-72.97211,5.22332,0.026714899,0.015733764,0.023587847,0.02897584,0.01842812,0.022437751
t_1218,-73.15177,5.22332,0.037630074,0.0207016,0.03465607,0.03871048,0.023911411,0.03145374
t_1219,-73.01703,5.22332,0.028584199,0.016369525,0.025425505,0.03086683,0.019441511,0.023980128
t_122,-71.44497,6.29584,0.006450269,0.007900379,0.0073041287,0.005708286,0.007162681,0.007110104
t_1220,-73.10686,5.22332,0.040160276,0.022036055,0.03824441,0.039578762,0.02483367,0.034200277
t_1221,-73.06194,5.22332,0.038891856,0.021448517,0.03719024,0.038072996,0.02409757,0.033336006
t_1222,-72.88228,5.26804,0.025588607,0.01485979,0.023202423,0.02629216,0.017340105,0.021991298
t_1223,-73.06194,5.26804,0.03434824,0.01918023,0.03227812,0.034068603,0.02178047,0.029450523
