# 20230817_M6.1_ElCalvario median gmf, Stations:Seismic, gmlt:Adjusted, Rupture:GFZ
custom_site_id,lon,lat,AbrahamsonEtAl2014,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,CauzziEtAl2014,ChiouYoungs2014
t_1077,-73.15177,6.11723,0.0075819497,0.0062075565,0.0066014514,0.007819336,0.0070944554,0.0073210164
t_1078,-72.97211,6.11723,0.0074039767,0.006188577,0.006497105,0.007535529,0.006986064,0.007190029
t_1079,-72.88228,6.11723,0.0070313783,0.005984709,0.0061462023,0.0071961693,0.0067600193,0.0068333894
t_108,-71.35514,6.20654,0.005388898,0.0071021705,0.00585451,0.0048577967,0.006455654,0.0058006677
t_1080,-73.24161,6.11723,0.013077359,0.010063716,0.013256442,0.011203899,0.010244465,0.013359512
t_1081,-72.88228,6.20654,0.0070170537,0.0061796336,0.0062858574,0.006923891,0.006769659,0.0069112713
t_1082,-73.15177,6.20654,0.0073717716,0.006261785,0.0065382216,0.0073790704,0.0069710095,0.007202542
t_1083,-73.06194,6.20654,0.0074590337,0.006380347,0.0066784825,0.0073664226,0.0070297644,0.0073219053
t_1084,-72.97211,6.20654,0.006209971,0.005490475,0.005352118,0.0064929323,0.006250264,0.0060296496
t_1085,-73.24161,6.20654,0.007758423,0.006508083,0.006938687,0.0076766517,0.007204211,0.007594558
t_1086,-73.24161,6.29584,0.008797411,0.0076040635,0.008459115,0.008046256,0.007905856,0.008933679
t_1087,-72.97211,6.29584,0.006162553,0.005642428,0.0054257186,0.0062272926,0.00623862,0.0060498896
t_1088,-73.06194,6.29584,0.007100957,0.0063471175,0.00646522,0.0068920627,0.006848044,0.007058964
t_1089,-73.15177,6.29584,0.006897727,0.0061208997,0.0061745117,0.006812457,0.006699772,0.006796824
t_109,-71.89413,6.20654,0.008075341,0.008416518,0.008638811,0.00674597,0.0078010755,0.008648331
t_1090,-72.88228,6.29584,0.0069066766,0.006340465,0.0063558132,0.0066341287,0.0067545003,0.0069178464
t_1091,-72.97211,6.38512,0.0062243883,0.005919739,0.0056525036,0.0060650827,0.0063309795,0.0062129404
t_1092,-73.24161,6.38512,0.008834206,0.007924587,0.008747386,0.0077949706,0.007985988,0.009106957
t_1093,-73.15177,6.38512,0.008257969,0.007513327,0.008060533,0.00742067,0.007642669,0.008476617
t_1094,-73.06194,6.38512,0.0062369164,0.005864324,0.0056182733,0.0061250273,0.006322502,0.0061959247
t_1095,-72.88228,6.38512,0.0060741217,0.005863552,0.005527726,0.005907823,0.006245088,0.006075691
t_1096,-72.97211,6.47439,0.007854775,0.007588793,0.007849599,0.0068565435,0.0074882857,0.008166141
t_1097,-73.24161,6.47439,0.0053042453,0.0051963446,0.004640841,0.00541068,0.005709185,0.0052209264
t_1098,-73.15177,6.47439,0.004939161,0.0049126665,0.0042618904,0.0051485086,0.0054609985,0.004842612
t_1099,-73.06194,6.47439,0.006316982,0.006186274,0.0058881682,0.0059980857,0.0064509665,0.006393958
t_11,-71.26531,2.26554,0.00220711,0.0038880955,0.0019990727,0.0022031777,0.0037612836,0.0022045125
t_110,-71.53481,6.20654,0.005042654,0.006482744,0.005131041,0.0043055844,0.0059791845,0.0053032553
t_1100,-72.88228,6.47439,0.0044248714,0.0045927325,0.0037841408,0.00467467,0.00511333,0.0043348754
t_1101,-72.97211,6.56364,0.006028401,0.0062312903,0.005722729,0.0056234747,0.0063429414,0.006164434
t_1102,-73.06194,6.56364,0.0059649786,0.006107706,0.005602988,0.0056306734,0.006281448,0.0060700183
t_1103,-73.15177,6.56364,0.0056548915,0.005767923,0.005195115,0.0054658297,0.006040944,0.005697279
t_1104,-73.24161,6.56364,0.005407963,0.005500856,0.0048793573,0.00532025,0.0058440636,0.005402621
t_1105,-72.88228,6.56364,0.0063360063,0.006595207,0.0061555356,0.005746657,0.0065762326,0.0065405956
t_1106,-72.97211,6.65287,0.0038565726,0.0043260152,0.0032854772,0.004128673,0.0047750757,0.0037795058
t_1107,-73.06194,6.65287,0.0066367374,0.006964844,0.0065514813,0.0059318277,0.0068451692,0.006885867
t_1108,-72.88228,6.65287,0.0041752416,0.0046918304,0.0036559843,0.004275931,0.00502889,0.004129943
t_1109,-73.15177,6.65287,0.0067418083,0.007013393,0.00665947,0.006014864,0.0068988325,0.006995789
t_111,-71.26531,6.20654,0.0045498717,0.0065086843,0.004796769,0.0040185354,0.0058443937,0.004831917
t_1110,-73.24161,6.65287,0.005118002,0.005445306,0.004653086,0.0050151744,0.005709007,0.005137995
t_1111,-73.15177,2.17577,0.008185104,0.0078545585,0.008253941,0.0070200823,0.007695877,0.00853477
t_1112,-72.97211,2.17577,0.0100115165,0.009339508,0.01082406,0.008333583,0.008897503,0.010711284
t_1113,-72.88228,2.17577,0.007401487,0.0074508046,0.0074038845,0.006441415,0.0072872327,0.007708644
t_1114,-73.06194,2.17577,0.01068262,0.009661903,0.011714701,0.009005036,0.009267624,0.011484808
t_1115,-73.24161,2.17577,0.009709626,0.008968862,0.01022312,0.007878016,0.008619323,0.010266744
t_1116,-72.79245,2.26554,0.008659735,0.008404765,0.008836299,0.0073611224,0.0081345085,0.009064613
t_1117,-72.88228,2.26554,0.009534754,0.008941474,0.009910821,0.007872417,0.008599271,0.010040188
t_1118,-73.06194,2.26554,0.008979352,0.008285302,0.0090881465,0.0076685213,0.00815155,0.009349996
t_1119,-72.97211,2.26554,0.008543893,0.008038603,0.008588009,0.0073799663,0.007925452,0.008881578
t_112,-71.44497,6.20654,0.0050660563,0.0067057814,0.005281364,0.0043275645,0.0060922634,0.005370176
t_1120,-73.15177,2.26554,0.009345526,0.00848908,0.009508872,0.00791831,0.008343753,0.009741041
t_1121,-73.24161,2.26554,0.011252936,0.009770792,0.012017009,0.009131645,0.00944858,0.01191371
t_1122,-73.06194,2.35529,0.010904836,0.009442628,0.011309728,0.0090099005,0.009236451,0.011404369
t_1123,-72.88228,2.35529,0.012105444,0.010528789,0.013054684,0.009901141,0.010105955,0.012870365
t_1124,-72.79245,2.35529,0.0095921485,0.0089686895,0.009777224,0.008246212,0.008758313,0.009989296
t_1125,-72.97211,2.35529,0.010988929,0.00962608,0.011475257,0.009007506,0.009349251,0.011534503
t_1126,-73.24161,2.35529,0.01114881,0.009452717,0.0115213,0.009249504,0.0093117,0.011619791
t_1127,-73.15177,2.35529,0.009655777,0.008433759,0.009643149,0.008385311,0.00846988,0.009960501
t_1128,-73.06194,2.44505,0.015039683,0.011630459,0.016700232,0.012555049,0.011489373,0.01604611
t_1129,-72.88228,2.44505,0.013270465,0.011146453,0.0141854165,0.010682688,0.010756764,0.014009032
t_113,-71.8043,6.20654,0.0051394664,0.0059092585,0.004994803,0.0047474788,0.0058019413,0.005291822
t_1130,-72.97211,2.44505,0.013083811,0.01078069,0.013930651,0.010484904,0.0104939565,0.013762922
t_1131,-73.15177,2.44505,0.015366642,0.01169615,0.017091988,0.012833372,0.011610127,0.016380558
t_1132,-73.24161,2.44505,0.012549417,0.010112513,0.013016245,0.010360596,0.010033857,0.013024705
t_1133,-72.79245,2.44505,0.012247359,0.010853131,0.012720353,0.010182517,0.01044851,0.012826407
t_1134,-72.97211,2.53479,0.01600383,0.012210153,0.017573062,0.013152363,0.012026656,0.016934767
t_1135,-73.24161,2.53479,0.016351901,0.012067698,0.017800532,0.0132799735,0.01200761,0.017143343
t_1136,-72.88228,2.53479,0.017572764,0.013148612,0.019920921,0.014899763,0.013096987,0.0189013
t_1137,-72.79245,2.53479,0.012428349,0.0107639525,0.012785069,0.010787249,0.010616544,0.012832105
t_1138,-73.15177,2.53479,0.016702572,0.012264155,0.01843297,0.013765166,0.012231526,0.017633628
t_1139,-73.06194,2.53479,0.013926605,0.010903931,0.014582378,0.011361196,0.010805351,0.014456868
t_114,-71.98396,6.29584,0.0057545784,0.0063897073,0.005693984,0.005185996,0.0062140157,0.0059649665
t_1140,-72.97211,2.62453,0.017012434,0.01258448,0.018434167,0.013735065,0.012468308,0.017796589
t_1141,-72.79245,2.62453,0.019163392,0.014479741,0.021380823,0.015934547,0.014159502,0.020424934
t_1142,-73.24161,2.62453,0.01835713,0.012906178,0.020031337,0.014878994,0.012976235,0.019116037
t_1143,-72.88228,2.62453,0.015776351,0.012205913,0.016683938,0.012714454,0.011993419,0.016419873
t_1144,-73.15177,2.62453,0.014561805,0.010888566,0.014904761,0.012239016,0.011048078,0.014871299
t_1145,-73.06194,2.62453,0.017082524,0.012453699,0.01844492,0.013728346,0.012406252,0.017796755
t_1146,-72.97211,2.71427,0.015311912,0.011319332,0.015654568,0.012921549,0.011507515,0.015587712
t_1147,-73.15177,2.71427,0.018256137,0.012763523,0.019318398,0.014713084,0.01289911,0.018687416
t_1148,-73.24161,2.71427,0.019840298,0.013492219,0.02140261,0.015848402,0.013668344,0.020393988
t_1149,-72.88228,2.71427,0.01880931,0.013500716,0.02051029,0.015243718,0.013433967,0.019647934
t_115,-72.0738,6.29584,0.0032379916,0.0040578917,0.0026969458,0.003584375,0.0042393426,0.0032234925
t_1150,-72.79245,2.71427,0.017713811,0.013303001,0.018945618,0.014100885,0.01307016,0.018452056
t_1151,-73.06194,2.71427,0.02075218,0.01393456,0.023152074,0.017159585,0.014215695,0.02172561
t_1152,-72.88228,2.804,0.020867411,0.014183158,0.022944825,0.017001903,0.014335364,0.021690292
t_1153,-72.79245,2.804,0.020388965,0.014154723,0.022462435,0.016665628,0.014210414,0.021302857
t_1154,-73.24161,2.804,0.021197233,0.013987141,0.022503775,0.017042346,0.014308999,0.021457424
t_1155,-73.06194,2.804,0.020476148,0.01378137,0.02189925,0.016306955,0.013998665,0.020903688
t_1156,-72.97211,2.804,0.016347907,0.011612926,0.016556945,0.013970705,0.011989227,0.016458785
t_1157,-73.15177,2.804,0.0242986,0.015193556,0.027394915,0.020217977,0.015876414,0.025244093
t_1158,-72.88228,2.89372,0.023448357,0.015065694,0.026076384,0.019269759,0.015512751,0.024265861
t_1159,-73.24161,2.89372,0.020431045,0.0132913925,0.020705162,0.01743454,0.013965421,0.020173743
t_116,-71.71447,6.29584,0.0072112805,0.008092616,0.0076696314,0.0060442816,0.007334525,0.007710574
t_1160,-72.97211,2.89372,0.019613868,0.01319283,0.02027647,0.016295057,0.01358055,0.019695181
t_1161,-73.06194,2.89372,0.02660376,0.016032066,0.03019938,0.022247508,0.016993307,0.027538905
t_1162,-73.15177,2.89372,0.027668606,0.016387189,0.03148186,0.02317489,0.017490277,0.028564604
t_1163,-72.79245,2.89372,0.021773405,0.014504135,0.023938581,0.01771747,0.014739209,0.022538172
t_1164,-73.24161,2.98343,0.02698118,0.016386364,0.028641392,0.02177521,0.01710511,0.026676247
t_1165,-72.97211,2.98343,0.027346797,0.016469885,0.030540803,0.022514997,0.017314162,0.02792435
t_1166,-72.88228,2.98343,0.019622037,0.013038286,0.019977918,0.016644765,0.013590185,0.019513626
t_1167,-73.06194,2.98343,0.024739303,0.015462378,0.02617618,0.02000822,0.01603214,0.024637403
t_1168,-73.15177,2.98343,0.03068761,0.0175826,0.03476484,0.02558848,0.01891838,0.03124714
t_1169,-72.79245,2.98343,0.023517026,0.015097657,0.025779499,0.019044662,0.015498605,0.024093522
t_117,-71.62464,6.29584,0.007082041,0.008134102,0.007793884,0.006258719,0.0074270885,0.0076740314
t_1170,-73.24161,3.07314,0.036531586,0.019612193,0.04187703,0.030805646,0.021775708,0.03678021
t_1171,-72.97211,3.07314,0.029405527,0.017350802,0.032370195,0.023880245,0.018270157,0.029505925
t_1172,-73.06194,3.07314,0.03116451,0.018020663,0.034398112,0.025381088,0.019112995,0.031124556
t_1173,-73.15177,3.07314,0.02773463,0.016617257,0.02887884,0.022936808,0.017510261,0.027012128
t_1174,-72.79245,3.07314,0.021942496,0.014190708,0.022790324,0.018135529,0.01470011,0.021863334
t_1175,-72.88228,3.07314,0.028354164,0.01689522,0.031479992,0.023210915,0.017780328,0.028728316
t_1176,-72.97211,3.16283,0.032402143,0.018562194,0.035466295,0.026202556,0.019707628,0.032040272
t_1177,-72.88228,3.16283,0.030140681,0.017678062,0.0328818,0.024277907,0.018617284,0.029980319
t_1178,-73.24161,3.16283,0.034562737,0.019529777,0.036554772,0.028178612,0.020815736,0.033165783
t_1179,-73.06194,3.16283,0.028409177,0.016802588,0.029127665,0.023986695,0.017891547,0.027326817
t_118,-71.35514,6.29584,0.0052073104,0.007024133,0.0056881555,0.004754817,0.00638232,0.005612159
t_1180,-73.15177,3.16283,0.032254316,0.018547999,0.033834703,0.02651147,0.019704053,0.031036088
t_1181,-72.9272,5.04438,0.028144704,0.015661,0.024005542,0.03059212,0.019264001,0.023682628
t_1182,-73.06194,5.08912,0.03378843,0.018122653,0.029468212,0.035655074,0.02210074,0.028355163
t_1183,-72.9272,5.08912,0.025416395,0.014862078,0.021499122,0.027904036,0.017790928,0.021494111
t_1184,-73.24161,5.08912,0.05836625,0.030225175,0.05797523,0.053453892,0.03371588,0.050460186
t_1185,-72.83736,5.08912,0.03009705,0.016598923,0.027403856,0.029546384,0.01945504,0.02642529
t_1186,-73.15177,5.08912,0.03652906,0.019474836,0.031863686,0.038969833,0.023749854,0.030366572
t_1187,-72.97211,5.08912,0.034124564,0.018323338,0.030625556,0.034219272,0.021769999,0.029202068
t_1188,-72.88228,5.08912,0.025174031,0.01422903,0.021540118,0.027110478,0.017482221,0.021503923
t_1189,-73.19669,5.08912,0.054663498,0.028391121,0.05364679,0.050597444,0.031881407,0.047295563
t_119,-71.89413,6.29584,0.006463315,0.0070978273,0.0065965303,0.005611978,0.0066996138,0.0067716837
t_1190,-73.01703,5.08912,0.031163655,0.01688649,0.02695818,0.03317952,0.02074602,0.02620543
t_1191,-73.10686,5.08912,0.032221023,0.017572362,0.027524024,0.0353332,0.02168403,0.026756832
t_1192,-72.97211,5.13385,0.03021592,0.016505519,0.02675053,0.030851733,0.019816292,0.02594252
t_1193,-72.83736,5.13385,0.025085282,0.014167037,0.022060933,0.025763065,0.017051755,0.021890478
t_1194,-73.24161,5.13385,0.039774273,0.02109267,0.035743337,0.04072442,0.02503521,0.033382047
t_1195,-72.9272,5.13385,0.029418174,0.016169675,0.026209848,0.029687371,0.019284166,0.025459496
t_1196,-73.06194,5.13385,0.029306067,0.016054459,0.025208812,0.03158528,0.0198321,0.024726905
t_1197,-73.10686,5.13385,0.028626245,0.016482888,0.024267584,0.03170063,0.019730886,0.02393109
t_1198,-73.15177,5.13385,0.032431874,0.017574655,0.028099015,0.034905095,0.02157688,0.02716228
t_1199,-73.01703,5.13385,0.026497826,0.015271469,0.0224668,0.029062547,0.018404208,0.022363884
t_12,-71.71447,2.26554,0.004595487,0.0062398026,0.0046848026,0.0039178943,0.005724893,0.0048319744
t_120,-71.53481,6.29584,0.006306758,0.0076720705,0.006934681,0.0056563322,0.0070162467,0.0068288553
t_1200,-72.88228,5.13385,0.028651915,0.01586153,0.025714986,0.028565804,0.018778382,0.025013331
t_1201,-73.19669,5.13385,0.04264125,0.022542844,0.039634876,0.041909337,0.02616159,0.036490023
t_1202,-72.9272,5.17859,0.029795768,0.016488936,0.027226675,0.029126775,0.019268867,0.026264623
t_1203,-72.97211,5.17859,0.028073203,0.015537742,0.02483792,0.028643498,0.018639764,0.024312198
t_1204,-72.83736,5.17859,0.02309053,0.013246637,0.020200232,0.023879876,0.015994674,0.020258695
t_1205,-73.10686,5.17859,0.031150797,0.016984705,0.027499773,0.03230972,0.020468557,0.026587265
t_1206,-73.06194,5.17859,0.030244913,0.016551519,0.026733814,0.031164752,0.019910455,0.025945354
t_1207,-73.24161,5.17859,0.0342696,0.018524095,0.030358369,0.035850286,0.022274863,0.028917653
t_1208,-73.15177,5.17859,0.042565987,0.022700194,0.041114286,0.039814916,0.025659747,0.037491355
t_1209,-73.01703,5.17859,0.026540339,0.01478097,0.02293845,0.028235327,0.018145425,0.022729125
t_121,-71.26531,6.29584,0.0044767587,0.0065372824,0.004770762,0.004031528,0.00585201,0.0047686645
t_1210,-72.88228,5.17859,0.0233553,0.013325086,0.020238556,0.024555627,0.01626047,0.020317487
t_1211,-73.19669,5.17859,0.03997486,0.021360008,0.037444405,0.03885549,0.024640229,0.03463884
t_1212,-72.88228,5.22332,0.023914455,0.0136738205,0.021168662,0.024257809,0.01632547,0.021084411
t_1213,-72.9272,5.22332,0.021076884,0.012752801,0.017894013,0.022861768,0.015180902,0.01826384
t_1214,-73.19669,5.22332,0.027940176,0.015524884,0.024204629,0.03009627,0.019054992,0.0237381
t_1215,-72.83736,5.22332,0.02549071,0.014587397,0.023329359,0.024755545,0.016938249,0.022898065
t_1216,-73.24161,5.22332,0.029621633,0.01634868,0.025888566,0.03160232,0.019905265,0.02514163
t_1217,-72.97211,5.22332,0.02249352,0.013209051,0.019208953,0.024266526,0.015959611,0.019445699
t_1218,-73.15177,5.22332,0.031131506,0.017046161,0.027853148,0.03169646,0.020287205,0.026799614
t_1219,-73.01703,5.22332,0.023997562,0.013671283,0.020628342,0.02572915,0.016772516,0.020694686
t_122,-71.44497,6.29584,0.005695896,0.0073100952,0.006243668,0.0051595196,0.0066700904,0.006154678
t_1220,-73.10686,5.22332,0.033399742,0.018230598,0.03085283,0.032628205,0.021183806,0.029273836
t_1221,-73.06194,5.22332,0.03251329,0.017830083,0.030101834,0.031586174,0.020675011,0.028661143
t_1222,-72.88228,5.26804,0.021674683,0.012627157,0.019021804,0.022252869,0.01516354,0.019196983
t_1223,-73.06194,5.26804,0.028761484,0.016034098,0.02618362,0.028365895,0.018765312,0.025361203
