# 20060527_M6.4_Yogyakarta median gmf, Stations:All, gmlt:USGS, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2014,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014,ZhaoEtAl2016SInter
t_10,107.75522000000001,-6.5152,0.004100409,0.0061321044,0.0025742752,0.0027201788,0.0037483692,0.0042955917,0.001506405
t_100,108.92302999999998,-7.05041,0.016065963,0.013941107,0.008903505,0.011188658,0.0139528755,0.016207077,0.009664381
t_1000,113.77393999999998,-8.29676,0.0024720628,0.003915034,0.001452977,0.0014160076,0.0026726937,0.0024445099,0.0014769852
t_1001,113.59427,-8.29676,0.004323061,0.006076103,0.0029560933,0.0027959845,0.00405793,0.0044895913,0.0024545984
t_1002,113.50443999999999,-8.29676,0.0059340647,0.007808902,0.0032031205,0.004100783,0.005116055,0.006297476,0.0019741547
t_1003,113.41460999999998,-8.20786,0.0064619957,0.008146797,0.003503696,0.0044648815,0.005570492,0.006845232,0.0022061039
t_1004,113.6841,-8.20786,0.0044306656,0.0063919006,0.002750699,0.0029402124,0.004027409,0.0046457574,0.0016349935
t_1005,113.32478000000003,-8.20786,0.0074669197,0.008996546,0.0038069333,0.0052554975,0.006289102,0.007941849,0.0024450605
t_1006,113.23495000000003,-8.20786,0.0072332826,0.008489995,0.0041426434,0.0049328622,0.0063418006,0.007593568,0.0027150328
t_1007,113.50443999999999,-8.20786,0.005499686,0.007275192,0.0032286986,0.003713304,0.004883776,0.00579018,0.001993693
t_1008,113.77393999999998,-8.20786,0.0031150223,0.0048184013,0.0022660932,0.0019114639,0.003118342,0.0031730118,0.0020370109
t_1009,113.14510999999999,-8.20786,0.0071789604,0.008195,0.004516648,0.004776349,0.006500298,0.0074508023,0.004150064
t_101,109.01285999999999,-7.05041,0.019425223,0.016278716,0.009666248,0.013971198,0.016249998,0.019631578,0.0077995528
t_1010,113.59427,-8.20786,0.0050515416,0.006958613,0.0029786143,0.0034033507,0.004500528,0.005320494,0.0018042917
t_1011,113.32478000000003,-8.11894,0.0064330692,0.00785712,0.003830066,0.0043357215,0.005724128,0.0067433515,0.0024634772
t_1012,113.6841,-8.11894,0.003493462,0.0051566195,0.0024637373,0.0021647841,0.0034526729,0.0035707909,0.0022590836
t_1013,113.77393999999998,-8.11894,0.0036820993,0.0055890735,0.002554675,0.0023681174,0.0034868391,0.0038199204,0.0020489884
t_1014,113.14510999999999,-8.11894,0.0064917067,0.0074673933,0.004053868,0.0041869446,0.006099716,0.0066580838,0.0041863015
t_1015,113.50443999999999,-8.11894,0.004128555,0.005612662,0.002893284,0.0025647061,0.004055706,0.0042140125,0.0027563784
t_1016,113.23495000000003,-8.11894,0.007608683,0.008864401,0.0041695205,0.0052537927,0.0065668146,0.008018513,0.002736861
t_1017,113.41460999999998,-8.11894,0.0052693523,0.0067765294,0.0031406092,0.0034352744,0.004890363,0.0054719457,0.00305113
t_1018,113.59427,-8.11894,0.0035767271,0.0050905845,0.0026684979,0.002178026,0.0035959778,0.003624454,0.0024937284
t_1019,113.41460999999998,-8.03,0.0042561027,0.0055729277,0.0031502352,0.0025979741,0.0042521064,0.0043016076,0.00306272
t_102,108.74337000000003,-7.05041,0.013223741,0.012162335,0.0075578257,0.009118372,0.011584345,0.01347472,0.007875958
t_1020,113.14510999999999,-8.03,0.005554432,0.0064595807,0.0040688426,0.003403834,0.0055084703,0.0055701947,0.0030756227
t_1021,113.6841,-8.03,0.0028384184,0.0042590136,0.0024702246,0.0016469745,0.0030127086,0.002818896,0.0016575394
t_1022,113.50443999999999,-8.03,0.0034737599,0.004784324,0.002901698,0.0020414884,0.0036219954,0.0034597404,0.0020231071
t_1023,113.59427,-8.03,0.0028678197,0.0041704145,0.0017276909,0.0016377507,0.0031186256,0.0028318511,0.0018300033
t_1024,113.32478000000003,-8.03,0.0051506297,0.006426019,0.0034246105,0.0032540134,0.0049544806,0.00527172,0.0033965926
t_1025,113.77393999999998,-8.03,0.0033143722,0.0050808,0.0022825734,0.0020673997,0.0032567447,0.0033987006,0.0020553558
t_1026,113.23495000000003,-8.03,0.006131303,0.0072967075,0.003728883,0.003980859,0.005714971,0.006325588,0.0037744753
t_1027,113.6841,-7.94104,0.002602617,0.0039491747,0.001595381,0.0014780639,0.0028524622,0.0025664954,0.0016581439
t_1028,113.14510999999999,-7.94104,0.0050676633,0.0059474744,0.0026278216,0.003023801,0.0051918793,0.005028009,0.0030767808
t_1029,113.59427,-7.94104,0.0028689504,0.004171335,0.0017282492,0.0016384302,0.0031197576,0.0028329808,0.0018307361
t_103,108.47387000000003,-7.05041,0.007754012,0.00801035,0.0052836,0.004883957,0.0074989814,0.007752331,0.0042562997
t_1030,113.77393999999998,-7.94104,0.0028988244,0.0044950405,0.0022831825,0.0017346066,0.002980588,0.0029200427,0.0020560345
t_1031,113.50443999999999,-7.94104,0.003466383,0.004774725,0.0029027176,0.0020358246,0.0036175372,0.0034515627,0.0020239886
t_1032,113.32478000000003,-7.94104,0.0046609887,0.0058599226,0.0034259465,0.0028514012,0.0046387953,0.004703442,0.002485268
t_1033,113.05527999999998,-7.94104,0.006331532,0.0070692007,0.0044535687,0.0039373753,0.0061891857,0.0063625295,0.003439937
t_1034,113.41460999999998,-7.94104,0.004753276,0.006167002,0.00315142,0.0030042592,0.0045747887,0.004877273,0.0030641516
t_1035,113.23495000000003,-7.94104,0.006336393,0.0075149275,0.0037302834,0.004152837,0.005840388,0.0065601477,0.003776264
t_1036,113.59427,-7.85206,0.0028615852,0.004165257,0.001724594,0.0016339815,0.0031123792,0.0028256231,0.0018259448
t_1037,111.52814999999998,-8.29676,0.037847895,0.026096707,0.016889557,0.023550654,0.03940707,0.031739783,0.031773485
t_1038,111.07898999999998,-8.20786,0.099532835,0.06466585,0.060881883,0.064971894,0.09522191,0.07644937,0.090410806
t_1039,111.25864999999999,-8.20786,0.07990571,0.052152973,0.04339283,0.054061215,0.077078685,0.0646282,0.08199885
t_104,108.83320000000003,-7.05041,0.013993271,0.012539732,0.0073100342,0.009582744,0.01238155,0.01413755,0.008722508
t_1040,111.43831999999998,-8.20786,0.05033396,0.033622757,0.031687148,0.032066382,0.051227663,0.04134314,0.0404815
t_1041,111.16881999999998,-8.20786,0.07370238,0.048859388,0.03311331,0.04617531,0.076939404,0.056810904,0.07364857
t_1042,111.52814999999998,-8.20786,0.039233774,0.026956866,0.01767204,0.024362253,0.04114908,0.03267349,0.033644985
t_1043,111.34848,-8.20786,0.05306177,0.03558971,0.023856191,0.03301463,0.057218485,0.04241999,0.04910736
t_1044,110.80948999999998,-8.11894,0.18786845,0.12987286,0.113649435,0.14586228,0.16787332,0.15686926,0.23217888
t_1045,110.98915999999997,-8.11894,0.15398513,0.105416425,0.08849624,0.11688144,0.13043848,0.12502997,0.16282012
t_1046,111.25864999999999,-8.11894,0.1034386,0.068734996,0.051353287,0.07700281,0.08998141,0.08569478,0.06369786
t_1047,111.52814999999998,-8.11894,0.050126716,0.03360006,0.028276756,0.033160117,0.04840344,0.04252646,0.047926065
t_1048,110.89933000000002,-8.11894,0.16327688,0.11092981,0.0945783,0.12165959,0.14448476,0.13259,0.19426307
t_1049,111.16881999999998,-8.11894,0.095121585,0.06191794,0.054648228,0.06366383,0.09005434,0.07469569,0.10832601
t_105,108.56371000000001,-7.05041,0.008743351,0.008724805,0.0057263146,0.0055793137,0.008345478,0.0087477015,0.006432927
t_1050,111.07898999999998,-8.11894,0.14273816,0.09891739,0.07362609,0.11225718,0.11755497,0.11717468,0.09741567
t_1051,111.43831999999998,-8.11894,0.0566942,0.037526894,0.03291505,0.037107624,0.056015935,0.04683782,0.042459138
t_1052,111.34848,-8.11894,0.0675617,0.04427607,0.038643487,0.044596884,0.0672955,0.0548309,0.07096172
t_1053,111.34848,-8.03,0.07078524,0.04634835,0.039645184,0.04720067,0.070075534,0.057530064,0.07321836
t_1054,111.25864999999999,-8.03,0.081808284,0.053302385,0.047180682,0.054244053,0.079572275,0.06493117,0.09066464
t_1055,111.16881999999998,-8.03,0.08856929,0.05791083,0.05663887,0.05713885,0.08734641,0.06818208,0.082471624
t_1056,110.98915999999997,-8.03,0.14598143,0.09882984,0.08203548,0.10829343,0.12868024,0.11807878,0.16527711
t_1057,111.43831999999998,-8.03,0.048292518,0.032591056,0.021716734,0.030035814,0.051590774,0.03909595,0.04362012
t_1058,110.89933000000002,-8.03,0.14040582,0.09475576,0.096489444,0.10167538,0.13427511,0.11301788,0.18342124
t_1059,111.52814999999998,-8.03,0.052431326,0.035063297,0.02880395,0.035049777,0.0501886,0.04456925,0.04905186
t_106,108.65354000000002,-7.05041,0.012361822,0.011691992,0.0069668703,0.008553356,0.010766921,0.01268341,0.007115623
t_1060,111.07898999999998,-8.03,0.111960255,0.07333611,0.068325095,0.075176105,0.10518204,0.08665074,0.1387636
t_1061,110.80948999999998,-8.03,0.1644391,0.11378245,0.11525828,0.13289148,0.15793833,0.14097156,0.20648254
t_1062,110.89933000000002,-7.94104,0.1582515,0.12474451,0.10634368,0.14995277,0.13714744,0.14314538,0.12519479
t_1063,110.98915999999997,-7.94104,0.13972344,0.09481644,0.08204224,0.10318829,0.12555958,0.11317823,0.1624845
t_1064,112.24680000000001,-8.29676,0.016959107,0.013944893,0.010312797,0.011073056,0.015913619,0.016311496,0.01339608
t_1065,112.06714,-8.29676,0.023833884,0.018292664,0.012620722,0.01617734,0.021477107,0.02278563,0.017286563
t_1066,111.70781,-8.29676,0.03440355,0.024124824,0.020121463,0.022467576,0.03289013,0.030469527,0.031162145
t_1067,111.88747000000001,-8.29676,0.026586592,0.019506998,0.015786614,0.017306574,0.02520878,0.024303664,0.02292951
t_1068,111.97730000000001,-8.29676,0.023495883,0.017688008,0.0140812425,0.015268085,0.022226764,0.021777658,0.019847777
t_1069,111.61797999999999,-8.29676,0.036280204,0.025101386,0.02288281,0.023094308,0.035992384,0.031208962,0.026821759
t_107,109.10270000000003,-7.05041,0.018069668,0.014962979,0.009352612,0.012419291,0.016012268,0.017880963,0.011871168
t_1070,111.79764,-8.29676,0.03019021,0.021632386,0.017780805,0.019685792,0.028725106,0.027182415,0.026649248
t_1071,112.15697,-8.29676,0.022206374,0.017492598,0.011372887,0.015264106,0.019692248,0.021570286,0.015158598
t_1072,111.88747000000001,-8.20786,0.034070205,0.02456455,0.016232071,0.023882192,0.029868605,0.031894315,0.023748431
t_1073,111.61797999999999,-8.20786,0.05015723,0.034092758,0.023803756,0.035275742,0.044804905,0.04458977,0.038548183
t_1074,111.70781,-8.20786,0.03788714,0.02635889,0.020832542,0.025305867,0.035489663,0.033721782,0.032561447
t_1075,112.15697,-8.20786,0.02265691,0.017777175,0.011654534,0.015580656,0.020130431,0.021949504,0.015625602
t_1076,111.79764,-8.20786,0.046835523,0.032932915,0.020576347,0.035176154,0.038278077,0.04387729,0.020178247
t_1077,111.97730000000001,-8.20786,0.027895192,0.020710988,0.014445295,0.019050863,0.02507766,0.026293416,0.020495135
t_1078,112.06714,-8.20786,0.027058262,0.020520315,0.014507476,0.018978551,0.023511289,0.026062699,0.017817883
t_1079,112.06714,-8.11894,0.032504503,0.024356686,0.014756934,0.024038818,0.026553482,0.03167839,0.013254578
t_108,109.01285999999999,-6.96125,0.01974026,0.016766522,0.009086311,0.014538068,0.016032794,0.02019652,0.007218638
t_1080,112.15697,-8.11894,0.026322499,0.020401666,0.0133077,0.018877,0.022289086,0.025757197,0.011628058
t_1081,111.61797999999999,-8.11894,0.040551096,0.027683327,0.02448462,0.026134485,0.039726414,0.034700558,0.029218215
t_1082,111.79764,-8.11894,0.04835898,0.03391714,0.021031288,0.03649741,0.039398715,0.045230057,0.0207436
t_1083,111.70781,-8.11894,0.046778683,0.032201115,0.023958892,0.033301253,0.040904906,0.042358585,0.033594277
t_1084,111.88747000000001,-8.11894,0.042062253,0.030056998,0.018573634,0.03146675,0.034303255,0.039916012,0.017726885
t_1085,111.97730000000001,-8.11894,0.03917763,0.028633472,0.01650157,0.029821143,0.031235259,0.03795622,0.019263811
t_1086,112.33663000000001,-8.29676,0.016361346,0.013857723,0.009415161,0.010952128,0.015002474,0.016032584,0.011937336
t_1087,112.42646000000002,-8.29676,0.015298517,0.013396629,0.008636961,0.010380682,0.013891632,0.015172063,0.0107011525
t_1088,112.60613000000001,-8.29676,0.013043281,0.012183369,0.007162515,0.008964033,0.01168922,0.013184075,0.00846452
t_1089,112.69596000000001,-8.29676,0.011294758,0.010917132,0.006439637,0.0076288544,0.010255858,0.011445938,0.0074211815
t_109,108.65354000000002,-6.96125,0.010695226,0.01039635,0.0059108133,0.007196567,0.009631171,0.010907937,0.0066920724
t_1090,112.78579000000002,-8.29676,0.009401132,0.009440638,0.0057936395,0.006157544,0.008770708,0.009494955,0.0065134247
t_1091,112.87562000000003,-8.29676,0.007364719,0.007727197,0.005239639,0.004578182,0.0072186342,0.007324219,0.004207201
t_1092,112.51629000000003,-8.29676,0.0146104265,0.013195729,0.007904912,0.010095459,0.013039776,0.01468102,0.009571224
t_1093,112.96545000000003,-8.29676,0.008852555,0.0093947565,0.005345687,0.0059811566,0.007890884,0.009162865,0.005114039
t_1094,113.05527999999998,-8.29676,0.006199703,0.0069830413,0.0043504457,0.0038549567,0.006057168,0.006238918,0.0045694374
t_1095,112.33663000000001,-8.20786,0.021032935,0.017508352,0.010961802,0.015167286,0.01785259,0.021021184,0.012479654
t_1096,112.69596000000001,-8.20786,0.014006279,0.01335777,0.0075404574,0.010088204,0.011938687,0.0144177545,0.005684221
t_1097,112.78579000000002,-8.20786,0.010729563,0.010662535,0.0059493356,0.007311063,0.009643715,0.010962303,0.006723587
t_1098,112.60613000000001,-8.20786,0.016516864,0.0153095545,0.008569864,0.012177545,0.013868512,0.016943922,0.006647956
t_1099,112.87562000000003,-8.20786,0.008384585,0.0087011475,0.005334243,0.0054276013,0.007909687,0.00847353,0.0058789314
t_11,107.93489,-6.5152,0.005193644,0.007163797,0.0029458238,0.00355009,0.0045652622,0.0054915217,0.0017797921
t_110,108.74337000000003,-6.96125,0.011885293,0.01119362,0.00639441,0.008064417,0.010609227,0.012092002,0.0073811198
t_1100,112.42646000000002,-8.20786,0.016340524,0.014361308,0.0091192005,0.011337294,0.014740343,0.016211485,0.011412648
t_1101,112.24680000000001,-8.20786,0.020125683,0.016333029,0.0106035005,0.013823058,0.017956883,0.01967848,0.013859334
t_1102,112.51629000000003,-8.20786,0.013126675,0.01213094,0.008486519,0.008815841,0.012412203,0.012892384,0.010404954
t_1103,114.13326,-8.56335,0.0027411592,0.0050031203,0.0018075004,0.0017791314,0.002579146,0.002845337,0.00097263686
t_1104,113.9536,-8.47451,0.0021378202,0.0037060773,0.0018928108,0.0012313536,0.0022995493,0.0021172995,0.0011923873
t_1105,114.04343,-8.47451,0.0020740945,0.003739686,0.0017556868,0.0012124183,0.0022043937,0.002067663,0.0014856302
t_1106,113.86376999999999,-8.47451,0.002059998,0.0034741003,0.0013185013,0.0011537586,0.0023037125,0.0020212957,0.0013097822
t_1107,114.13326,-8.47451,0.0023089587,0.004273495,0.0016296159,0.0014256573,0.002314588,0.0023540093,0.0013548627
t_1108,114.04343,-8.38564,0.0017797952,0.0032442359,0.0011450165,0.0009927418,0.0020017307,0.0017409164,0.0011000844
t_1109,113.9536,-8.38564,0.0027381098,0.0046255146,0.0019126713,0.0016983971,0.002718926,0.0028011645,0.0016516024
t_111,108.47387000000003,-6.96125,0.00791135,0.008282732,0.0050544525,0.0050904886,0.0074852183,0.008005989,0.0055075875
t_1110,113.86376999999999,-8.38564,0.0022060138,0.0036704068,0.0013328883,0.001253119,0.0024143301,0.0021745495,0.0013274826
t_1111,114.13326,-8.38564,0.002635005,0.0047846,0.0018462569,0.0016828714,0.0025305704,0.002720463,0.0009984885
t_1112,114.04343,-8.29676,0.0024272278,0.004280412,0.0017878696,0.0014817094,0.002459973,0.0024661687,0.0015193779
t_1113,113.86376999999999,-8.29676,0.0024086027,0.0039528497,0.0020825919,0.0013979923,0.002561909,0.0023937242,0.0013419682
t_1114,113.9536,-8.29676,0.0029910344,0.004987031,0.0021642267,0.0018977394,0.0028887289,0.0030864931,0.0016689181
t_1115,114.13326,-8.29676,0.0023712944,0.004340954,0.0016583896,0.0014682316,0.0023680346,0.0024207775,0.0013845034
t_112,108.56371000000001,-6.96125,0.009350175,0.009415962,0.005465066,0.006185474,0.008581849,0.009524187,0.006069633
t_113,108.92302999999998,-6.96125,0.017879374,0.015595619,0.008399068,0.013073584,0.014612745,0.018380499,0.006542843
t_114,108.83320000000003,-6.96125,0.017210886,0.01536814,0.007762703,0.012737639,0.013847689,0.017873472,0.0059298445
t_115,109.10270000000003,-6.96125,0.020076238,0.016720066,0.009826455,0.014515483,0.016699076,0.020287095,0.007961653
t_116,108.47387000000003,-6.87207,0.007383442,0.007893981,0.0048245396,0.0047166883,0.007040356,0.007467987,0.005197849
t_117,108.65354000000002,-6.87207,0.01271276,0.012335171,0.006299302,0.009121719,0.010567354,0.013274705,0.004570551
t_118,109.01285999999999,-6.87207,0.020049991,0.017296543,0.008524136,0.015154724,0.015906043,0.020799024,0.008410807
t_119,108.74337000000003,-6.87207,0.014301317,0.013439162,0.0067959325,0.010399136,0.011713802,0.014918765,0.005023595
t_12,108.11455000000001,-6.42594,0.006080356,0.007966793,0.0032169702,0.0042435834,0.005204677,0.0064660255,0.0019847653
t_120,108.83320000000003,-6.87207,0.015742164,0.014372011,0.0073311166,0.011527258,0.012806918,0.01636683,0.0055214292
t_121,109.10270000000003,-6.87207,0.020053703,0.016970342,0.009184371,0.014795473,0.01626034,0.020507503,0.007316172
t_122,108.56371000000001,-6.87207,0.010242856,0.010375363,0.005839146,0.007054361,0.008950555,0.010609671,0.0057111895
t_123,108.92302999999998,-6.87207,0.017606094,0.01561878,0.007906699,0.013052052,0.014146106,0.018265864,0.0060674404
t_124,108.47387000000003,-6.78288,0.0068766163,0.0075170496,0.0045958725,0.0043609636,0.006608742,0.006951045,0.0048934636
t_125,108.65354000000002,-6.78288,0.012434673,0.012281747,0.0059714983,0.00900078,0.01021941,0.013062477,0.0042764433
t_126,108.56371000000001,-6.78288,0.009668148,0.01000227,0.0055492995,0.0066426867,0.008468779,0.010034429,0.0053607807
t_127,108.56371000000001,-6.69367,0.0067873322,0.0073723085,0.0046919337,0.0042566,0.006597064,0.006818778,0.005020879
t_128,108.47387000000003,-6.60444,0.010048729,0.0109578995,0.0046549295,0.0073314086,0.0081994375,0.010723592,0.003960112
t_129,108.47387000000003,-6.5152,0.008567793,0.00966071,0.004412693,0.006053566,0.0072295126,0.009066034,0.0029366096
t_13,108.20438000000001,-6.42594,0.007106706,0.00893585,0.0034356222,0.00509629,0.005960162,0.007618413,0.002717296
t_130,108.47387000000003,-6.42594,0.0051616384,0.0062298193,0.0037233348,0.0031921351,0.005098948,0.0052085924,0.0037679768
t_131,110.71965999999998,-7.13955,0.06552558,0.043940276,0.03203442,0.04726483,0.060107563,0.05649249,0.05463464
t_132,110.00101000000001,-7.05041,0.037184916,0.02604602,0.020458397,0.025218304,0.03475534,0.03332255,0.03159568
t_133,110.62982999999997,-7.05041,0.07386455,0.051103715,0.03111701,0.059607297,0.06086349,0.066971324,0.042210605
t_134,110.27051,-7.05041,0.045679417,0.031277988,0.024889568,0.03133358,0.042994566,0.0400402,0.04011332
t_135,110.45017000000001,-7.05041,0.049310446,0.033502776,0.026979225,0.033885997,0.04672205,0.042780522,0.044228476
t_136,110.54000000000002,-7.05041,0.06876039,0.046944965,0.030905602,0.053374678,0.057494037,0.0615324,0.033080418
t_137,110.36034000000001,-7.05041,0.049472418,0.033691466,0.026073793,0.034421917,0.046109427,0.043326527,0.042424522
t_138,110.18067000000002,-7.05041,0.04715234,0.032370765,0.023505835,0.033274155,0.04278222,0.04206506,0.037434034
t_139,110.71965999999998,-7.05041,0.06886018,0.046862643,0.030890025,0.053146545,0.057622124,0.061478324,0.03327489
t_14,108.38404000000003,-6.42594,0.0077730385,0.009229037,0.0039154664,0.00551789,0.0065165283,0.008272812,0.0025319043
t_140,110.09084000000001,-7.05041,0.041109987,0.02850016,0.022004988,0.02822366,0.038179614,0.036653664,0.034546956
t_141,110.18067000000002,-6.96125,0.053040035,0.036860194,0.023267439,0.040602904,0.043482922,0.04908773,0.023412233
t_142,110.54000000000002,-6.96125,0.061075535,0.041946575,0.026751788,0.04715538,0.050310418,0.055598255,0.027848043
t_143,110.36034000000001,-6.96125,0.060773417,0.042153575,0.02548789,0.047909956,0.049066827,0.05608646,0.033062547
t_144,110.45017000000001,-6.96125,0.0578954,0.039703093,0.026264958,0.04395782,0.048345022,0.05259133,0.02720078
t_145,110.71965999999998,-6.96125,0.06259164,0.043066498,0.026750188,0.048784394,0.051067356,0.05714644,0.027925462
t_146,110.62982999999997,-6.96125,0.06412412,0.04428829,0.02691715,0.05063405,0.05191637,0.058769226,0.035454303
t_147,110.27051,-6.96125,0.050588932,0.034856044,0.02446894,0.03732593,0.04322079,0.04607927,0.024914399
t_148,110.00101000000001,-6.96125,0.039338555,0.02777351,0.02056087,0.028111428,0.034374405,0.03639075,0.027578542
t_149,110.09084000000001,-6.96125,0.050040796,0.034989726,0.02194577,0.03818814,0.040934626,0.04663672,0.021776743
t_15,108.29421000000002,-6.42594,0.007130587,0.008745795,0.0036682778,0.0050263894,0.0060287304,0.0075857127,0.002335292
t_150,110.00101000000001,-6.87207,0.027719483,0.020182686,0.016440181,0.0182251,0.026321793,0.025242137,0.024088167
t_151,110.09084000000001,-6.87207,0.02948974,0.021236,0.017434023,0.01941439,0.028055014,0.026660802,0.025923904
t_152,110.27051,-6.87207,0.032635935,0.023110878,0.019209897,0.02152727,0.031163812,0.029145613,0.029263547
t_153,110.71965999999998,-6.87207,0.057214502,0.03999326,0.02332635,0.045255177,0.0461645,0.053522617,0.029734679
t_154,110.62982999999997,-6.87207,0.054560643,0.037873056,0.023452112,0.04201015,0.044407755,0.050520483,0.023707233
t_155,110.36034000000001,-6.87207,0.033882916,0.023853967,0.019916115,0.022361733,0.03240621,0.03011768,0.030614229
t_156,110.18067000000002,-6.87207,0.047162656,0.03321719,0.020610973,0.035908505,0.038444776,0.04429462,0.020151896
t_157,110.71965999999998,-6.78288,0.047388803,0.033388663,0.020467846,0.036131028,0.038455985,0.044574276,0.020009026
t_158,110.62982999999997,-6.78288,0.049589735,0.035023637,0.020564605,0.038564093,0.03960448,0.04690524,0.025391558
t_159,110.71965999999998,-6.69367,0.03604949,0.025938498,0.018059146,0.025963642,0.030829728,0.03398699,0.023478815
t_16,107.75522000000001,-6.42594,0.0041938503,0.006363379,0.0024710766,0.0028289221,0.0037533445,0.00441938,0.001432065
t_160,110.71965999999998,-6.60444,0.032356676,0.023819817,0.016012242,0.023363112,0.027410936,0.030992866,0.014696332
t_161,111.70781,-7.22868,0.040944867,0.029548675,0.017500356,0.030985132,0.032909945,0.039287973,0.016445622
t_162,111.97730000000001,-7.22868,0.029128091,0.022362024,0.013015968,0.021575108,0.023586743,0.028815635,0.011327503
t_163,112.06714,-7.22868,0.023927394,0.018924896,0.0118200835,0.017140925,0.02005658,0.023714038,0.010036015
t_164,112.24680000000001,-7.22868,0.019757332,0.016491894,0.009787307,0.014126765,0.016504236,0.019943865,0.007921856
t_165,112.15697,-7.22868,0.019976255,0.01632669,0.010748485,0.013941683,0.017233543,0.01985144,0.012233319
t_166,111.61797999999999,-7.22868,0.0415169,0.029445698,0.019345632,0.030453755,0.034637854,0.038986843,0.01866361
