# 20060527_M6.4_Yogyakarta median gmf, Stations:All, gmlt:GEM, Rupture:SCARDEC
custom_site_id,lon,lat,BooreEtAl2014,CampbellBozorgnia2014,CauzziEtAl2014,ChiouYoungs2014,ZhaoEtAl2006Asc
t_1092,112.51629000000003,-8.29676,0.0076170303,0.007851497,0.012116061,0.009001229,0.00932758
t_1093,112.96545000000003,-8.29676,0.004526882,0.004758213,0.009104123,0.005608011,0.0055148536
t_1094,113.05527999999998,-8.29676,0.0029194572,0.0036510979,0.0072689946,0.0038139045,0.005019404
t_1095,112.33663000000001,-8.20786,0.011400159,0.010709135,0.015162357,0.012891611,0.011529868
t_1096,112.69596000000001,-8.20786,0.0077175503,0.0073115975,0.012218619,0.00897737,0.008074611
t_1097,112.78579000000002,-8.20786,0.005562738,0.0058534127,0.010186014,0.006757925,0.0069968575
t_1098,112.60613000000001,-8.20786,0.009363156,0.00857007,0.013734138,0.010651634,0.009281003
t_1099,112.87562000000003,-8.20786,0.0041192533,0.0047799274,0.00867164,0.0051978864,0.006228028
t_11,107.93489,-6.5152,0.0034567546,0.0034520617,0.0081292875,0.004292867,0.00367884
t_110,108.74337000000003,-6.96125,0.00788796,0.008124219,0.012148209,0.009391856,0.009401223
t_1100,112.42646000000002,-8.20786,0.008609025,0.008947189,0.013123415,0.010026037,0.010888747
t_1101,112.24680000000001,-8.20786,0.010271398,0.010604385,0.014361436,0.011894194,0.012400629
t_1102,112.51629000000003,-8.20786,0.006760975,0.00762302,0.011609126,0.008051651,0.010227912
t_1103,114.13326,-8.56335,0.001367999,0.0015866206,0.0055925907,0.0017737843,0.0017849299
t_1104,113.9536,-8.47451,0.00094515213,0.0014099404,0.0044745365,0.0013149526,0.0016615475
t_1105,114.04343,-8.47451,0.0009319663,0.0013540275,0.004505037,0.001286668,0.0019369174
t_1106,113.86376999999999,-8.47451,0.00088426383,0.0014097594,0.0042657633,0.0012528053,0.0018003288
t_1107,114.13326,-8.47451,0.0010975313,0.0014246234,0.004975817,0.0014682603,0.0017895948
t_1108,114.04343,-8.38564,0.00076430955,0.0012308419,0.004057111,0.0010848148,0.0015530469
t_1109,113.9536,-8.38564,0.0013059934,0.001670204,0.005278533,0.0017431896,0.0021239873
t_111,108.47387000000003,-6.96125,0.004964999,0.005696489,0.009471608,0.0062126257,0.0073237703
t_1110,113.86376999999999,-8.38564,0.0009620216,0.0014795237,0.0044463687,0.0013498942,0.0018238822
t_1111,114.13326,-8.38564,0.0012977957,0.0015601491,0.0054154163,0.0017001398,0.0018307214
t_1112,114.04343,-8.29676,0.0011428845,0.0015155792,0.0049867514,0.0015398528,0.0019805199
t_1113,113.86376999999999,-8.29676,0.0010752033,0.0015725013,0.0047013857,0.0014885447,0.0018438464
t_1114,113.9536,-8.29676,0.0014620263,0.001777571,0.0055866367,0.0019245815,0.0021464108
t_1115,114.13326,-8.29676,0.0011340268,0.0014614282,0.005040228,0.0015145413,0.0018285272
t_112,108.56371000000001,-6.96125,0.006038552,0.006544802,0.010501453,0.0073934356,0.0079585435
t_113,108.92302999999998,-6.96125,0.012816597,0.01127143,0.015885493,0.014337344,0.011226874
t_114,108.83320000000003,-6.96125,0.012475349,0.010665492,0.0155722415,0.013949733,0.010330616
t_115,109.10270000000003,-6.96125,0.014345147,0.013003317,0.017132215,0.015901417,0.013311929
t_116,108.47387000000003,-6.87207,0.004602049,0.0053569362,0.0091036195,0.005800063,0.006974759
t_117,108.65354000000002,-6.87207,0.008916414,0.008090203,0.012905227,0.010345192,0.008285891
t_118,109.01285999999999,-6.87207,0.014975663,0.012390729,0.017306967,0.01637585,0.012253271
t_119,108.74337000000003,-6.87207,0.010173759,0.00898876,0.013873503,0.011634793,0.008980018
t_12,108.11455000000001,-6.42594,0.004135896,0.0039432626,0.008845255,0.0050563943,0.0040464695
t_120,108.83320000000003,-6.87207,0.01129117,0.009853224,0.014716331,0.012775353,0.009733919
t_121,109.10270000000003,-6.87207,0.014736873,0.012759229,0.017278505,0.016221976,0.012498677
t_122,108.56371000000001,-6.87207,0.0068891626,0.006831172,0.011246449,0.008253441,0.007560616
t_123,108.92302999999998,-6.87207,0.012826751,0.010936161,0.015828408,0.014300858,0.01056448
t_124,108.47387000000003,-6.78288,0.0042558303,0.005026778,0.008743397,0.0054025073,0.0066268444
t_125,108.65354000000002,-6.78288,0.00879672,0.00782184,0.012803535,0.010189959,0.00783252
t_126,108.56371000000001,-6.78288,0.0064876606,0.006460225,0.010894729,0.007810776,0.007165803
t_127,108.56371000000001,-6.69367,0.0041564414,0.0050220154,0.008636082,0.005301788,0.006778336
t_128,108.47387000000003,-6.60444,0.0071591837,0.006255251,0.011515159,0.008382593,0.006417636
t_129,108.47387000000003,-6.5152,0.0059268237,0.0055191685,0.010444139,0.0070995283,0.005694856
t_13,108.20438000000001,-6.42594,0.0049683303,0.0045237276,0.009679514,0.005960649,0.0046354895
t_130,108.47387000000003,-6.42594,0.0031403839,0.003898625,0.007512425,0.0040890398,0.0053362367
t_131,110.71965999999998,-7.13955,0.045450285,0.04734009,0.04301781,0.043519072,0.04650792
t_132,110.00101000000001,-7.05041,0.027383065,0.030360809,0.02937302,0.028095841,0.034038957
t_133,110.62982999999997,-7.05041,0.058872517,0.04965277,0.048560336,0.053411912,0.044890806
t_134,110.27051,-7.05041,0.03328661,0.037045322,0.034424357,0.033242825,0.0402874
t_135,110.45017000000001,-7.05041,0.034891404,0.03906061,0.035838045,0.03461938,0.04216766
t_136,110.54000000000002,-7.05041,0.053855263,0.047709197,0.046096876,0.049683925,0.04264649
t_137,110.36034000000001,-7.05041,0.036060162,0.0392556,0.036320247,0.03560162,0.041529603
t_138,110.18067000000002,-7.05041,0.035699844,0.037238933,0.035281837,0.035260238,0.03853187
t_139,110.71965999999998,-7.05041,0.05126163,0.04549983,0.044240978,0.0476962,0.040928643
t_14,108.38404000000003,-6.42594,0.0054046903,0.004971305,0.010014198,0.006490168,0.005015329
t_140,110.09084000000001,-7.05041,0.030510174,0.033329394,0.031789146,0.030831216,0.036401138
t_141,110.18067000000002,-6.96125,0.043054137,0.03746951,0.037880577,0.041057922,0.03417306
t_142,110.54000000000002,-6.96125,0.047341295,0.04116624,0.040967874,0.044491734,0.037070744
t_143,110.36034000000001,-6.96125,0.049668636,0.041598406,0.04202495,0.04626061,0.038988687
t_144,110.45017000000001,-6.96125,0.044907864,0.040188838,0.039689165,0.042611048,0.037050966
t_145,110.71965999999998,-6.96125,0.047089417,0.040109266,0.04043275,0.044261746,0.03568555
t_146,110.62982999999997,-6.96125,0.049880534,0.041760903,0.042143233,0.04641921,0.039057925
t_147,110.27051,-6.96125,0.039218083,0.036794517,0.0362416,0.038065556,0.03555351
t_148,110.00101000000001,-6.96125,0.030216621,0.029672528,0.029998822,0.030507432,0.030258011
t_149,110.09084000000001,-6.96125,0.0407874,0.035441164,0.036205407,0.039210707,0.032486223
t_15,108.29421000000002,-6.42594,0.0049082157,0.004582914,0.0095654875,0.0059370734,0.004665765
t_150,110.00101000000001,-6.87207,0.019440323,0.022346018,0.02291131,0.020924551,0.026919795
t_151,110.09084000000001,-6.87207,0.020595696,0.023726132,0.023961084,0.021991523,0.028409354
t_152,110.27051,-6.87207,0.02244522,0.025957344,0.025643399,0.023680197,0.030786788
t_153,110.71965999999998,-6.87207,0.04370114,0.03613424,0.03733399,0.041454323,0.03331773
t_154,110.62982999999997,-6.87207,0.041282564,0.0352912,0.036299158,0.03958038,0.031946357
t_155,110.36034000000001,-6.87207,0.023035014,0.026674924,0.02617956,0.02421394,0.03154251
t_156,110.18067000000002,-6.87207,0.037747353,0.032627545,0.03392301,0.036702454,0.03005013
t_157,110.71965999999998,-6.78288,0.03486352,0.02979969,0.031693507,0.034282483,0.027428731
t_158,110.62982999999997,-6.78288,0.037823386,0.03130249,0.03339075,0.036692064,0.029878832
t_159,110.71965999999998,-6.69367,0.025026305,0.023645744,0.025541626,0.025919585,0.023930859
t_16,107.75522000000001,-6.42594,0.0027533353,0.0028329303,0.0073835966,0.0034598913,0.0030440944
t_160,110.71965999999998,-6.60444,0.022518357,0.020971373,0.023503583,0.023648944,0.021426745
t_161,111.70781,-7.22868,0.025016198,0.021200243,0.024663191,0.025857337,0.019811954
t_162,111.97730000000001,-7.22868,0.017236017,0.01496958,0.019172365,0.018686203,0.014577495
t_163,112.06714,-7.22868,0.0136449635,0.012652667,0.016702028,0.015266627,0.013196158
t_164,112.24680000000001,-7.22868,0.011218605,0.010386199,0.01478499,0.012800403,0.010858637
t_165,112.15697,-7.22868,0.011071866,0.0108322445,0.014792888,0.012720461,0.0118315285
t_166,111.61797999999999,-7.22868,0.024645256,0.022324149,0.024944814,0.025627764,0.02199886
t_167,111.79764,-7.22868,0.019097436,0.017555341,0.020867525,0.020539626,0.017862571
t_168,111.88747000000001,-7.22868,0.017348466,0.015843762,0.019496774,0.018868396,0.016125664
t_169,111.97730000000001,-7.13955,0.017888669,0.014860449,0.019455234,0.019238241,0.014824675
t_17,107.93489,-6.42594,0.003539932,0.0034237497,0.008272834,0.004361131,0.003510078
t_170,112.15697,-7.13955,0.010145064,0.010146942,0.014070362,0.011781458,0.011345054
t_171,111.79764,-7.13955,0.02010702,0.017467704,0.021281486,0.021404447,0.016887886
t_172,111.61797999999999,-7.13955,0.024128068,0.021288287,0.024338908,0.025121663,0.020587832
t_173,112.24680000000001,-7.13955,0.010922357,0.010048074,0.014536917,0.012485235,0.010439186
t_174,111.70781,-7.13955,0.025026523,0.020555189,0.024410082,0.025808357,0.019893708
t_175,112.06714,-7.13955,0.015916403,0.013344634,0.018072955,0.017353337,0.013464097
t_176,111.88747000000001,-7.13955,0.018649945,0.015971225,0.020141436,0.020011716,0.015310057
t_177,112.24680000000001,-7.05041,0.012337653,0.010452006,0.015479496,0.013812368,0.010670832
t_178,111.79764,-7.05041,0.018433327,0.016203426,0.020114085,0.01984735,0.01589833
t_179,111.61797999999999,-7.05041,0.01858269,0.018004358,0.02080836,0.020117681,0.01897594
t_18,107.66539,-6.42594,0.002334443,0.002526205,0.0068422137,0.0029770385,0.0028361296
t_180,112.15697,-7.05041,0.013661512,0.011512078,0.016445316,0.015137872,0.011692846
t_181,111.97730000000001,-7.05041,0.008930266,0.010221079,0.013339061,0.010618569,0.013039826
t_182,112.06714,-7.05041,0.012722301,0.011644136,0.015940437,0.014321183,0.012015045
t_183,111.88747000000001,-7.05041,0.011392902,0.012119805,0.015333791,0.013137011,0.01431638
t_184,111.70781,-7.05041,0.015177028,0.015464406,0.018358693,0.016889807,0.017274512
t_185,112.15697,-6.96125,0.010108103,0.009658897,0.013946964,0.011687297,0.010429975
t_186,111.79764,-6.96125,0.01159618,0.0124202585,0.01553925,0.013350862,0.014749124
t_187,111.88747000000001,-6.96125,0.011824679,0.011972904,0.015524662,0.013533129,0.013485789
t_188,112.24680000000001,-6.96125,0.009146462,0.008789831,0.013161305,0.01067705,0.009545514
t_189,111.61797999999999,-6.96125,0.014312494,0.015178183,0.017853385,0.01607198,0.017623195
t_19,107.84505000000001,-6.42594,0.003160448,0.0031336378,0.007862502,0.003926333,0.003268612
t_190,111.70781,-6.96125,0.017521376,0.01601657,0.019633148,0.019035408,0.016305216
t_191,111.97730000000001,-6.96125,0.009907667,0.010457546,0.014000805,0.011588088,0.012330677
t_192,112.06714,-6.96125,0.010126079,0.01010679,0.014049137,0.011759382,0.011276492
t_193,111.97730000000001,-6.87207,0.011758801,0.011067137,0.015252006,0.013379007,0.011751589
t_194,111.61797999999999,-6.87207,0.01682039,0.015795488,0.019235209,0.018397938,0.016502976
t_195,111.70781,-6.87207,0.014846938,0.014196389,0.017770244,0.016498623,0.0150112985
t_196,112.06714,-6.87207,0.006976982,0.008147159,0.01150195,0.008513286,0.01066643
t_197,112.15697,-6.87207,0.0063299425,0.007430599,0.010868536,0.007795512,0.009788833
t_198,111.79764,-6.87207,0.011016752,0.011687243,0.014993313,0.012747565,0.013791872
t_199,112.24680000000001,-6.87207,0.005740921,0.006779557,0.010282667,0.007133219,0.008984769
t_2,108.38404000000003,-6.60444,0.0061656735,0.0055794413,0.010671521,0.0073310058,0.0055837343
t_20,108.02472,-6.42594,0.0037083256,0.0036159444,0.008412011,0.004571583,0.0037690913
t_200,111.88747000000001,-6.87207,0.01295933,0.012140101,0.016194632,0.014592605,0.012803473
t_201,111.70781,-6.78288,0.014102257,0.01330975,0.017125214,0.015745968,0.013939882
t_202,111.88747000000001,-6.78288,0.007862179,0.009130751,0.012355037,0.009480037,0.011859357
t_203,111.79764,-6.78288,0.008611633,0.009967137,0.013067961,0.010285891,0.012863864
t_204,111.97730000000001,-6.78288,0.011062312,0.010402843,0.014690998,0.01266078,0.011046675
t_205,111.61797999999999,-6.78288,0.014611839,0.014119837,0.017629698,0.016279476,0.015085844
t_206,111.61797999999999,-6.69367,0.01630366,0.014297768,0.018522039,0.01780185,0.01407441
t_207,111.25864999999999,-7.22868,0.03560351,0.034117535,0.03396627,0.035293415,0.033537224
t_208,110.98915999999997,-7.22868,0.04407564,0.045280438,0.04191668,0.042657904,0.04421094
t_209,111.34848,-7.22868,0.029610738,0.029321862,0.02974467,0.030158032,0.029881999
t_21,107.66539,-6.33666,0.0024583298,0.0025466315,0.0070737214,0.0030983214,0.0027141897
t_210,111.16881999999998,-7.22868,0.038904294,0.03788864,0.03680096,0.03812967,0.03671687
t_211,110.80948999999998,-7.22868,0.047911085,0.05156347,0.045925055,0.045871742,0.050987992
t_212,111.07898999999998,-7.22868,0.040089663,0.04086444,0.038561728,0.03923522,0.040443826
t_213,111.52814999999998,-7.22868,0.03346361,0.027629783,0.030325932,0.033174325,0.026090033
t_214,111.43831999999998,-7.22868,0.030985849,0.028156081,0.029722067,0.031231962,0.027181434
t_215,111.34848,-7.13955,0.026205622,0.026246324,0.02717636,0.027152771,0.0273923
t_216,111.07898999999998,-7.13955,0.045124467,0.04010321,0.03995475,0.043045163,0.036492337
t_217,111.25864999999999,-7.13955,0.031548202,0.030397229,0.0308979,0.031813562,0.030150916
t_218,111.16881999999998,-7.13955,0.039101724,0.03558247,0.035831723,0.038135555,0.03343995
t_219,111.43831999999998,-7.13955,0.027727064,0.025488436,0.027403573,0.028398689,0.025109133
t_22,107.84505000000001,-6.33666,0.003181914,0.0030818593,0.007936369,0.0039299275,0.0033281904
