STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,VS30,VS30_TYPE,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE
C20O,C20O,-29.968,-71.337,seismic,Stations_CSN,0.2553626808,0.7399350344,0.6259697141,0.5419933902,0.0,0.0,0.0,0.0,0.2553626808,0.4926574477,0.3826955102,0.5419933902,0.253609466,0.7399350344,0.6259697141,0.3484143398,0.181187,0.3686873148,0.3062218452,0.1042551655,737.0,inferred,,,,,,
C09O,C09O,-29.511,-71.2,seismic,Stations_CSN,0.1876414041,0.215595539,0.0993428159,0.0465269587,0.0,0.0,0.0,0.0,0.186578196,0.200650499,0.0993428159,0.0317852555,0.1876414041,0.215595539,0.069444538,0.0465269587,0.0939937917,0.1208535546,0.0703958819,0.0415761093,754.0,inferred,,,,,,
C01O,C01O,-29.877,-71.238,seismic,Stations_CSN,0.1759496184,0.4485675589,0.2269584053,0.2010233023,0.0,0.0,0.0,0.0,0.1541577885,0.2727290896,0.2077242423,0.1318724585,0.1759496184,0.4485675589,0.2269584053,0.2010233023,0.1199339016,0.2177452579,0.1041436145,0.0509758033,447.0,inferred,,,,,,
V02A,V02A,-33.023,-71.518,seismic,Stations_CSN,0.1395385276,0.0891945001,0.0453656168,0.0219213386,0.0,0.0,0.0,0.0,0.0886862845,0.0870214717,0.0453656168,0.0219213386,0.1395385276,0.0891945001,0.0417987439,0.0208678508,0.0515077516,0.0432328212,0.0266311694,0.0197163684,596.0,inferred,,,,,,
C33O,C33O,-29.911,-71.251,seismic,Stations_CSN,0.1394795998,0.3477713285,0.2316079965,0.1460600669,0.0,0.0,0.0,0.0,0.1394795998,0.3382178337,0.1974916446,0.0737057763,0.1100375427,0.3477713285,0.2316079965,0.1460600669,0.0695503391,0.1193267733,0.0886076377,0.0558709171,587.0,inferred,,,,,,
V15A,V15A,-32.915,-71.232,seismic,Stations_CSN,0.138892217,0.4125425595,0.1103130059,0.0448917399,0.0,0.0,0.0,0.0,0.138892217,0.4125425595,0.1103130059,0.0372284933,0.0920226626,0.3422424869,0.0812098566,0.0448917399,0.0610036229,0.0658692315,0.0371218833,0.0273112092,323.0,inferred,,,,,,
VA03,VA03,-32.764,-70.551,seismic,Stations_CSN,0.1380218491,0.2100469352,0.1211538955,0.057232442,0.0,0.0,0.0,0.0,0.1380218491,0.2100469352,0.1211538955,0.0497895563,0.0945287811,0.1532354071,0.1089519492,0.057232442,0.0506369367,0.1191253875,0.0493863463,0.0610897175,937.0,inferred,,,,,,
C22O,C22O,-29.966,-71.351,seismic,Stations_CSN,0.1274142948,0.2983252098,0.2585717,0.0839526008,0.0,0.0,0.0,0.0,0.0863494618,0.2414329656,0.1767920203,0.0839526008,0.1274142948,0.2983252098,0.2585717,0.067312553,0.0707426695,0.1190077191,0.1324639258,0.0674135082,1228.0,inferred,,,,,,
C27O,C27O,-29.384,-70.745,seismic,Stations_CSN,0.1264860358,0.0909054649,0.0658179279,0.0359720252,0.0,0.0,0.0,0.0,0.1264860358,0.0848487773,0.0477812025,0.0287326023,0.0942428688,0.0909054649,0.0658179279,0.0359720252,0.0515721521,0.0799307859,0.0448293659,0.0390545566,,,,,,,,
C19O,C19O,-30.093,-71.369,seismic,Stations_CSN,0.118423573,0.2087937235,0.1929983841,0.1156586945,0.0,0.0,0.0,0.0,0.118423573,0.2087937235,0.1749019734,0.1156586945,0.1086191718,0.1928927994,0.1929983841,0.1081719678,0.1018627325,0.1206013967,0.1334219759,0.1359048518,1106.0,inferred,,,,,,
R13M,R13M,-33.216,-70.767,seismic,Stations_CSN,0.113210692,0.2671590994,0.3123806321,0.1611747102,0.0,0.0,0.0,0.0,0.0939743317,0.2178288552,0.2320205198,0.1342464919,0.113210692,0.2671590994,0.3123806321,0.1611747102,0.0583840043,0.1554730873,0.1199122771,0.0550894176,281.0,inferred,,,,,,
R12M,R12M,-33.389,-70.622,seismic,Stations_CSN,0.1029099254,0.2081549722,0.2668145822,0.2122227674,0.0,0.0,0.0,0.0,0.0809717608,0.1983705125,0.2668145822,0.2122227674,0.1029099254,0.2081549722,0.1716798989,0.1447209116,0.0571493224,0.1621848751,0.0772460986,0.0330558355,267.0,inferred,,,,,,
C28O,C28O,-29.291,-71.308,seismic,Stations_CSN,0.0970080644,0.3105844048,0.1001522962,0.0525836688,0.0,0.0,0.0,0.0,0.0970080644,0.3105844048,0.0902868034,0.0525836688,0.0743528255,0.2503371814,0.1001522962,0.0283988696,0.0548042521,0.0608912229,0.065225608,0.0328303326,,,,,,,,
R21M,R21M,-33.381,-70.796,seismic,Stations_CSN,0.0875761383,0.1698029397,0.1536725508,0.092430384,0.0,0.0,0.0,0.0,0.0852767378,0.1698029397,0.1536725508,0.092430384,0.0875761383,0.1540439661,0.1415658034,0.0914265267,0.0456908996,0.0691477419,0.0740855017,0.1127661509,347.0,inferred,,,,,,
VA06,VA06,-32.561,-71.298,seismic,Stations_CSN,0.0851908211,0.2767381496,0.1809817457,0.0627608255,0.0,0.0,0.0,0.0,0.0818941949,0.1950315123,0.1809817457,0.0590448646,0.0851908211,0.2767381496,0.1766125468,0.0627608255,0.0445914163,0.1119919239,0.0477078172,0.0412592613,715.0,inferred,,,,,,
ROC1,ROC1,-32.976,-71.016,seismic,Stations_CSN,0.0823977819,0.1467051815,0.1235242684,0.1077819128,0.0,0.0,0.0,0.0,0.0430292358,0.0753000956,0.1081636751,0.1077819128,0.0823977819,0.1467051815,0.1235242684,0.0826829983,0.0286847913,0.0586745826,0.0426628435,0.0475155143,1951.0,inferred,,,,,,
R18M,R18M,-33.508,-70.749,seismic,Stations_CSN,0.071254709,0.1844696089,0.0927592318,0.0500419818,0.0,0.0,0.0,0.0,0.0646800997,0.1844696089,0.076246689,0.0500419818,0.071254709,0.1725947198,0.0927592318,0.0326973703,0.042321321,0.0988056408,0.0326520056,0.0319194381,370.0,inferred,,,,,,
MT05,MT05,-33.392,-70.738,seismic,Stations_CSN,0.0639270264,0.2052303062,0.0757070455,0.0544928124,0.0,0.0,0.0,0.0,0.0610890847,0.1937749683,0.0757070455,0.0544928124,0.0639270264,0.2052303062,0.074136513,0.0415123884,0.0245117354,0.0554912772,0.0355094819,0.026066892,496.0,inferred,,,,,,
R16M,R16M,-33.4,-70.659,seismic,Stations_CSN,0.0611138021,0.149443424,0.086787237,0.0673801138,0.0,0.0,0.0,0.0,0.0611138021,0.149443424,0.077551599,0.0673801138,0.0436953989,0.132907863,0.086787237,0.0556313263,0.0391147582,0.0795133856,0.0673891789,0.0889975381,,,,,,,,
R19M,R19M,-33.699,-71.217,seismic,Stations_CSN,0.060806485,0.1572729778,0.2484826974,0.0434868321,0.0,0.0,0.0,0.0,0.060806485,0.1375652414,0.2484826974,0.0434868321,0.056949835,0.1572729778,0.2311225301,0.0415962944,0.0305294285,0.1011192465,0.0630243024,0.0164122816,471.0,inferred,,,,,,
V17A,V17A,-33.605,-71.614,seismic,Stations_CSN,0.0599029505,0.1632012461,0.1816928047,0.1642001142,0.0,0.0,0.0,0.0,0.0599029505,0.1632012461,0.1816928047,0.1642001142,0.050295878,0.1349139792,0.1343268717,0.08909086,0.0323240643,0.1216299794,0.0932341664,0.0266726911,281.0,inferred,,,,,,
V09A,V09A,-33.048,-71.604,seismic,Stations_CSN,0.0550038466,0.202931357,0.1855654455,0.0832223826,0.0,0.0,0.0,0.0,0.049670277,0.202931357,0.1306818339,0.0832223826,0.0550038466,0.1254299278,0.1855654455,0.0473550517,0.0306060484,0.1155516298,0.0429516988,0.0211162455,212.0,inferred,,,,,,
VA01,VA01,-33.023,-71.637,seismic,Stations_CSN,0.0504831027,0.0652307693,0.0499323882,0.0270512032,0.0,0.0,0.0,0.0,0.0380364854,0.0652307693,0.0499323882,0.0270512032,0.0504831027,0.0420862542,0.0311797954,0.0174748203,0.0164017267,0.0391645544,0.0215886082,0.0104040871,882.0,inferred,,,,,,
V01A,V01A,-33.053,-71.622,seismic,Stations_CSN,0.0498261379,0.0920432305,0.0850722548,0.0251220744,0.0,0.0,0.0,0.0,0.0451244029,0.0863856867,0.0850722548,0.0240429299,0.0498261379,0.0920432305,0.046567452,0.0251220744,0.0219293779,0.0504985123,0.0391088392,0.0257086866,607.0,inferred,,,,,,
R20M,R20M,-33.665,-70.929,seismic,Stations_CSN,0.0497397547,0.1171398398,0.0955618521,0.0773314668,0.0,0.0,0.0,0.0,0.0497397547,0.1171398398,0.0955618521,0.0773314668,0.0375036973,0.0949284759,0.0770042357,0.057666141,0.0185403407,0.0462878751,0.0412093252,0.019924689,577.0,inferred,,,,,,
R05M,R05M,-33.443,-70.534,seismic,Stations_CSN,0.0453881607,0.1139823699,0.0554877068,0.051516377,0.0,0.0,0.0,0.0,0.0453881607,0.1139823699,0.0551310986,0.051516377,0.0334093453,0.0876356883,0.0554877068,0.0472557675,0.0268128158,0.0763390466,0.0400067404,0.0475244767,635.0,inferred,,,,,,
LMEL,LMEL,-33.848,-70.207,seismic,Stations_CSN,0.043942962,0.0970910992,0.0264093679,0.0240972379,0.0,0.0,0.0,0.0,0.0339399455,0.0649817039,0.0264093679,0.0240972379,0.043942962,0.0970910992,0.0253432967,0.0204483403,0.0174203521,0.0255676031,0.0223338684,0.0163351434,808.0,inferred,,,,,,
R23M,R23M,-33.585,-70.701,seismic,Stations_CSN,0.0412201516,0.1285050845,0.0716570133,0.048056552,0.0,0.0,0.0,0.0,0.0412201516,0.1285050845,0.0572892379,0.048056552,0.0399241429,0.0979383025,0.0716570133,0.0376984306,0.024238179,0.0561560381,0.0281515037,0.022566751,,,,,,,,
R22M,R22M,-33.453,-70.592,seismic,Stations_CSN,0.0387850965,0.0771022041,0.0727976285,0.06310761,0.0,0.0,0.0,0.0,0.0387850965,0.0763533758,0.0727976285,0.06310761,0.03829333,0.0771022041,0.0616972716,0.0558994261,0.0183517377,0.0464210271,0.0356180642,0.0364277231,647.0,inferred,,,,,,
V07A,V07A,-33.365,-71.669,seismic,Stations_CSN,0.037244978,0.0929272814,0.0848238836,0.0390767726,0.0,0.0,0.0,0.0,0.0328043895,0.0809835746,0.0396107281,0.0318997928,0.037244978,0.0929272814,0.0848238836,0.0390767726,0.0148450233,0.0345108796,0.0342824411,0.0197950008,549.0,inferred,,,,,,
VA05,VA05,-33.657,-71.614,seismic,Stations_CSN,0.0372180763,0.1037969049,0.0603716385,0.0301613077,0.0,0.0,0.0,0.0,0.0372180763,0.1037969049,0.0603716385,0.0301613077,0.031576146,0.0764327039,0.0504874819,0.017964479,0.0210653382,0.0449446621,0.0194049278,0.0155596389,485.0,inferred,,,,,,
R14M,R14M,-33.397,-70.546,seismic,Stations_CSN,0.0368173839,0.0869611182,0.0545870814,0.0588791905,0.0,0.0,0.0,0.0,0.0368173839,0.0869611182,0.0545870814,0.0357191942,0.0336128964,0.0726426326,0.0529459947,0.0588791905,0.023659136,0.0558801824,0.042785668,0.0320611123,574.0,inferred,,,,,,
V16A,V16A,-33.59,-71.605,seismic,Stations_CSN,0.0353346561,0.055174021,0.0268938024,0.0174577939,0.0,0.0,0.0,0.0,0.0353346561,0.0505867054,0.0268938024,0.0174577939,0.031353955,0.055174021,0.0261098577,0.0146207366,0.0170310846,0.0224606196,0.025754372,0.0164361072,477.0,inferred,,,,,,
MT09,MT09,-33.776,-70.989,seismic,Stations_CSN,0.0340180125,0.1034279637,0.0375199929,0.0366632735,0.0,0.0,0.0,0.0,0.0311794746,0.0937672787,0.0375199929,0.036521134,0.0340180125,0.1034279637,0.0361292313,0.0366632735,0.0216068279,0.0487762308,0.0244260872,0.0179261139,1127.0,inferred,,,,,,
R02M,R02M,-33.473,-70.66,seismic,Stations_CSN,0.031539704,0.0892563293,0.0457527673,0.0433816622,0.0,0.0,0.0,0.0,0.0312606245,0.0892563293,0.0457527673,0.0399344221,0.031539704,0.0836032808,0.0428832053,0.0433816622,0.0195340014,0.0416343091,0.0393424868,0.0240727023,724.0,inferred,,,,,,
V24A,V24A,-33.622,-71.613,seismic,Stations_CSN,0.028955077,0.0752488029,0.0557897625,0.0264517812,0.0,0.0,0.0,0.0,0.028955077,0.0752488029,0.0557897625,0.0229319926,0.02871545,0.062659236,0.0407231371,0.0264517812,0.0179329697,0.0501772419,0.0316673333,0.0187109725,,,,,,,,
AC04,AC04,-28.205,-71.074,seismic,Stations_CSN,0.027635307,0.0597592596,0.0496889233,0.0238717875,0.0,0.0,0.0,0.0,0.027635307,0.0553104826,0.0496889233,0.0238717875,0.0246080796,0.0597592596,0.0323408796,0.0188970749,0.0176350603,0.0325938462,0.0277936635,0.0233744994,583.0,inferred,,,,,,
MT01,MT01,-33.864,-71.251,seismic,Stations_CSN,0.02345551,0.0689923768,0.0295143191,0.0220325925,0.0,0.0,0.0,0.0,0.02345551,0.0689923768,0.0295143191,0.0220325925,0.0208187056,0.0535832485,0.025774884,0.0150571684,0.0180107803,0.0279017976,0.0197818012,0.0116674218,727.0,inferred,,,,,,
V22A,V22A,-33.02,-71.636,seismic,Stations_CSN,0.0207613568,0.0555507896,0.0465387489,0.0346125616,0.0,0.0,0.0,0.0,0.0207613568,0.0555507896,0.0465387489,0.0346125616,0.0193992254,0.0484344523,0.0297009499,0.022733483,0.0115832637,0.0277400712,0.017522244,0.0123411739,854.0,inferred,,,,,,
M02L,M02L,-35.0,-70.812,seismic,Stations_CSN,0.0169615618,0.0575987451,0.0273461946,0.0155968041,0.0,0.0,0.0,0.0,0.0169615618,0.0575987451,0.0273461946,0.0155968041,0.0130998857,0.0465257261,0.0191965592,0.0153825391,0.0093883813,0.0229178787,0.0169413331,0.0115489275,,,,,,,,
M11L,M11L,-35.44,-71.632,seismic,Stations_CSN,0.0143655064,0.0423281593,0.0283011918,0.018090656,0.0,0.0,0.0,0.0,0.0136611638,0.0423281593,0.0283011918,0.018090656,0.0143655064,0.037895429,0.0265524816,0.0146479491,0.0064864365,0.0095426855,0.0151627026,0.0071679032,482.0,inferred,,,,,,
M09L,M09L,-35.591,-72.281,seismic,Stations_CSN,0.0125873811,0.0447685895,0.0141273961,0.0069172577,0.0,0.0,0.0,0.0,0.0125873811,0.0447685895,0.0141273961,0.0055347583,0.0082124637,0.0306725858,0.0114576722,0.0069172577,0.0039804072,0.00962052,0.0054626063,0.0055535984,400.0,inferred,,,,,,
M03L,M03L,-34.976,-71.231,seismic,Stations_CSN,0.010530631,0.028647282,0.0190187713,0.0125900077,0.0,0.0,0.0,0.0,0.010530631,0.0220896726,0.0190187713,0.0125576552,0.0099120101,0.028647282,0.0153869556,0.0125900077,0.0066276847,0.0159538884,0.0077795724,0.0076368093,715.0,inferred,,,,,,
M13L,M13L,-36.143,-71.823,seismic,Stations_CSN,0.0084915533,0.011986545,0.0294413481,0.017273833,0.0,0.0,0.0,0.0,0.0064114151,0.011986545,0.0244982383,0.017273833,0.0084915533,0.01034977,0.0294413481,0.0138126045,0.0033273785,0.0052986955,0.0067246594,0.0075131244,309.0,inferred,,,,,,
UTM:(19J 0294 6498 1000),,-31.6303,-71.1667,macroseismic,Stations_USGS,0.955825,1.510281,,1.696804,0.8059,1.0131,,1.0822,,,,,,,,,,,,,598.61,inferred,8.9,0.3,0.875,107.8727,1.4737,0.306137
C11O Componente,C11O Componente,-30.6964550018,-70.9589004517,seismic,Stations_USGS,0.830096,2.65835,,0.291574,0.0,0.0,,0.0,,,,,,,,,,,,,357.97,inferred,7.5,0.63,0.0,38.4617,0.0,0.048647
UTM:(19J 0262 6466 1000),,-31.9126,-71.5117,macroseismic,Stations_USGS,0.804921,1.288214,,1.325033,0.8059,1.0131,,1.0822,,,,,,,,,,,,,600.0,inferred,8.6,0.3,0.875,86.6911,1.4737,0.240887
UTM:(19J 0290 6614 1000),,-30.5837,-71.1848,macroseismic,Stations_USGS,0.673138,1.094784,,1.039142,0.8059,1.0131,,1.0822,,,,,,,,,,,,,415.72,inferred,8.3,0.3,0.875,69.6687,1.4737,0.190453
UTM:(19J 0289 6613 1000),,-30.5925,-71.1954,macroseismic,Stations_USGS,0.527043,0.878381,,0.754415,0.8059,1.0131,,1.0822,,,,,,,,,,,,,415.72,inferred,7.9,0.3,0.875,52.0542,1.4737,0.139839
UTM:(19J 0289 6612 1000),,-30.6016,-71.1956,macroseismic,Stations_USGS,0.386074,0.665102,,0.507249,0.8059,1.0131,,1.0822,,,,,,,,,,,,,415.72,inferred,7.4,0.3,0.875,36.16,1.4737,0.095399
CO03 Componente,CO03 Componente,-30.8389,-70.6891,seismic,Stations_USGS,0.347443,0.555308,,0.14034,0.0,0.0,,0.0,,,,,,,,,,,,,665.68,inferred,6.3,0.63,0.0,15.6886,0.0,0.033035
C.GO04 Componente,GO04 Componente,-30.1727,-70.7993,seismic,Stations_USGS,0.343522,0.608574,,0.74129,0.0,0.0,,0.0,,,,,,,,,,,,,900.0,inferred,7.5,0.63,0.0,38.1136,0.0,0.053812
UTM:(19H 0353 6296 1000),,-33.4609,-70.5764,macroseismic,Stations_USGS,0.25741,0.537451,,0.650311,0.8059,1.0131,,1.0822,,,,,,,,,,,,,316.21,inferred,7.4,0.3,0.875,36.16,1.4737,0.126029
UTM:(19H 0288 6346 1000),,-32.9994,-71.2638,macroseismic,Stations_USGS,0.213339,0.424412,,0.360429,0.8059,1.0131,,1.0822,,,,,,,,,,,,,331.3,inferred,6.8,0.3,0.875,23.3536,1.4737,0.070108
C09O Componente,C09O Componente,-29.5105876923,-71.2001495361,seismic,Stations_USGS,0.187644,0.215597,,0.046533,0.0,0.0,,0.0,,,,,,,,,,,,,504.9,inferred,5.3,0.63,0.0,5.9111,0.0,0.011353
UTM:(19J 0282 6689 1000),,-29.906,-71.2527,macroseismic,Stations_USGS,0.182134,0.348299,,0.220635,0.8059,1.0131,,1.0822,,,,,,,,,,,,,341.22,inferred,6.3,0.3,0.875,16.2228,1.4737,0.043053
C01O Componente,C01O Componente,-29.8770027161,-71.2378768921,seismic,Stations_USGS,0.175944,0.448559,,0.201007,0.0,0.0,,0.0,,,,,,,,,,,,,447.03,inferred,5.7,0.63,0.0,9.6206,0.0,0.018498
UTM:(19H 0262 6350 1000),,-32.958,-71.5408,macroseismic,Stations_USGS,0.169496,0.335377,,0.230577,0.8059,1.0131,,1.0822,,,,,,,,,,,,,456.74,inferred,6.3,0.3,0.875,16.2228,1.4737,0.045233
UTM:(19H 0264 6354 1000),,-32.9224,-71.5184,macroseismic,Stations_USGS,0.160254,0.318262,,0.212174,0.8059,1.0131,,1.0822,,,,,,,,,,,,,481.35,inferred,6.2,0.3,0.875,15.0828,1.4737,0.041725
UTM:(19H 0262 6348 1000),,-32.976,-71.5414,macroseismic,Stations_USGS,0.158289,0.316205,,0.213785,0.8059,1.0131,,1.0822,,,,,,,,,,,,,456.74,inferred,6.2,0.3,0.875,15.0828,1.4737,0.04208
UTM:(19H 0262 6343 1000),,-33.0211,-71.5427,macroseismic,Stations_USGS,0.155863,0.313647,,0.215819,0.8059,1.0131,,1.0822,,,,,,,,,,,,,593.02,inferred,6.2,0.3,0.875,15.0828,1.4737,0.042529
UTM:(19H 0348 6299 1000),,-33.4332,-70.6297,macroseismic,Stations_USGS,0.148466,0.327476,,0.316355,0.8059,1.0131,,1.0822,,,,,,,,,,,,,335.99,inferred,6.5,0.3,0.875,18.768,1.4737,0.062886
UTM:(19H 0261 6344 1000),,-33.0119,-71.5531,macroseismic,Stations_USGS,0.147271,0.297543,,0.198671,0.8059,1.0131,,1.0822,,,,,,,,,,,,,409.25,inferred,6.1,0.3,0.875,14.0228,1.4737,0.039247
V02A Componente,V02A Componente,-33.0231246948,-71.517829895,seismic,Stations_USGS,0.139535,0.089191,,0.020845,0.0,0.0,,0.0,,,,,,,,,,,,,698.13,inferred,4.5,0.63,0.0,3.6553,0.0,0.006637
VA03 Componente,VA03 Componente,-32.7637,-70.5508,seismic,Stations_USGS,0.138037,0.210115,,0.049752,0.0,0.0,,0.0,,,,,,,,,,,,,604.06,inferred,4.8,0.63,0.0,5.5367,0.0,0.010208
UTM:(19H 0255 6340 1000),,-33.0466,-71.6183,macroseismic,Stations_USGS,0.122271,0.251905,,0.156498,0.8059,1.0131,,1.0822,,,,,,,,,,,,,600.0,inferred,5.8,0.3,0.875,11.2693,1.4737,0.031185
UTM:(19H 0352 6297 1000),,-33.4518,-70.587,macroseismic,Stations_USGS,0.11489,0.261132,,0.231327,0.8059,1.0131,,1.0822,,,,,,,,,,,,,316.21,inferred,6.1,0.3,0.875,14.0228,1.4737,0.046546
UTM:(19H 0343 6293 1000),,-33.4866,-70.6845,macroseismic,Stations_USGS,0.108801,0.248017,,0.212654,0.8059,1.0131,,1.0822,,,,,,,,,,,,,308.07,inferred,6.0,0.3,0.875,13.0374,1.4737,0.042889
UTM:(19H 0353 6295 1000),,-33.47,-70.5766,macroseismic,Stations_USGS,0.1076,0.246574,,0.214106,0.8059,1.0131,,1.0822,,,,,,,,,,,,,316.21,inferred,6.0,0.3,0.875,13.0374,1.4737,0.043217
UTM:(19H 0256 6340 1000),,-33.0468,-71.6076,macroseismic,Stations_USGS,0.101234,0.212957,,0.123487,0.8059,1.0131,,1.0822,,,,,,,,,,,,,600.0,inferred,5.5,0.3,0.875,9.0565,1.4737,0.024826
UTM:(19H 0358 6300 1000),,-33.4255,-70.522,macroseismic,Stations_USGS,0.100922,0.233008,,0.197987,0.8059,1.0131,,1.0822,,,,,,,,,,,,,786.22,inferred,5.9,0.3,0.875,12.1212,1.4737,0.040085
UTM:(19H 0352 6292 1000),,-33.4969,-70.5878,macroseismic,Stations_USGS,0.094846,0.220418,,0.18286,0.8059,1.0131,,1.0822,,,,,,,,,,,,,360.19,inferred,5.8,0.3,0.875,11.2693,1.4737,0.037129
UTM:(19H 0335 6290 1000),,-33.5124,-70.7711,macroseismic,Stations_USGS,0.09091,0.210681,,0.16686,0.8059,1.0131,,1.0822,,,,,,,,,,,,,275.74,inferred,5.7,0.3,0.875,10.4774,1.4737,0.033929
UTM:(19H 0348 6297 1000),,-33.4512,-70.63,macroseismic,Stations_USGS,0.090056,0.209638,,0.167828,0.8059,1.0131,,1.0822,,,,,,,,,,,,,307.43,inferred,5.7,0.3,0.875,10.4774,1.4737,0.03415
UTM:(19H 0355 6303 1000),,-33.3981,-70.5538,macroseismic,Stations_USGS,0.08973,0.209239,,0.168201,0.8059,1.0131,,1.0822,,,,,,,,,,,,,410.86,inferred,5.7,0.3,0.875,10.4774,1.4737,0.034235
UTM:(19H 0356 6304 1000),,-33.3892,-70.5429,macroseismic,Stations_USGS,0.08969,0.20919,,0.168247,0.8059,1.0131,,1.0822,,,,,,,,,,,,,410.86,inferred,5.7,0.3,0.875,10.4774,1.4737,0.034245
UTM:(19H 0261 6343 1000),,-33.0209,-71.5533,macroseismic,Stations_USGS,0.089236,0.190369,,0.105465,0.8059,1.0131,,1.0822,,,,,,,,,,,,,593.02,inferred,5.3,0.3,0.875,7.8284,1.4737,0.021329
