STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA,REFERENCES
OBS_15,Trishuli Bazaar (Intensity IX),85.1413,27.9255,macroseismic,0.39223,0.52,Stations_USGS_PanjamaniEtAl2016
Jiri6,Jiri6,86.2207,27.628,macroseismic,0.39223,0.52,Stations_USGS_PanjamaniEtAl2016
Jiri9,Jiri9,86.1803,27.605,macroseismic,0.39223,0.52,Stations_USGS_PanjamaniEtAl2016
Bhimeshwor5,Bhimeshwor5,86.0792,27.649,macroseismic,0.39223,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai1,Kamalamai1,85.8871,27.259,macroseismic,0.39223,0.52,Stations_USGS_PanjamaniEtAl2016
Bhimeshwor9,Bhimeshwor9,86.0335,27.649,macroseismic,0.39223,0.52,Stations_USGS_PanjamaniEtAl2016
Chautrara2,Chautrara2,85.7014,27.796,macroseismic,0.39223,0.52,Stations_USGS_PanjamaniEtAl2016
Melamchi9,Melamchi9,85.5439,27.805,macroseismic,0.39223,0.52,Stations_USGS_PanjamaniEtAl2016
Bhimeshwor11,Bhimeshwor11,86.0163,27.663,macroseismic,0.39223,0.52,Stations_USGS_PanjamaniEtAl2016
Melamchi13,Melamchi13,85.5839,27.82,macroseismic,0.39223,0.52,Stations_USGS_PanjamaniEtAl2016
Chautrara9,Chautrara9,85.6862,27.755,macroseismic,0.39223,0.52,Stations_USGS_PanjamaniEtAl2016
Shankarapur11,Shankarapur11,85.4695,27.738,macroseismic,0.39223,0.52,Stations_USGS_PanjamaniEtAl2016
Those3,Those3,86.2589,27.572,macroseismic,0.39223,0.52,Stations_USGS_PanjamaniEtAl2016
Chautrara6,Chautrara6,85.7599,27.772,macroseismic,0.39223,0.52,Stations_USGS_PanjamaniEtAl2016
Tarkeshwor6,Tarkeshwor6,85.3088,27.781,macroseismic,0.39223,0.52,Stations_USGS_PanjamaniEtAl2016
Changunarayan1,Changunarayan1,85.4421,27.705,macroseismic,0.39223,0.52,Stations_USGS_PanjamaniEtAl2016
Dhunche8,Dhunche8,85.3038,28.082,macroseismic,0.39223,0.52,Stations_USGS_PanjamaniEtAl2016
Melamchi3,Melamchi3,85.5308,27.821,macroseismic,0.39223,0.52,Stations_USGS_PanjamaniEtAl2016
Those6,Those6,86.2549,27.591,macroseismic,0.39223,0.52,Stations_USGS_PanjamaniEtAl2016
RAM,RAM (Intensity VIII),85.251,27.7223,macroseismic,0.295,0.52,Stations_USGS_PanjamaniEtAl2016
Chautrara5,Chautrara5,85.7415,27.783,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Manthali3,Manthali3,86.0776,27.398,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Chautrara4,Chautrara4,85.7236,27.788,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Melamchi10,Melamchi10,85.5739,27.771,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Melamchi7,Melamchi7,85.568,27.82,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Melamchi6,Melamchi6,85.5694,27.835,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Melamchi5,Melamchi5,85.5427,27.835,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai2,Kamalamai2,85.8911,27.248,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Melamchi12,Melamchi12,85.5989,27.806,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Jiri8,Jiri8,86.2148,27.599,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Jiri7,Jiri7,86.1912,27.629,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai3,Kamalamai3,85.8551,27.169,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Chautrara7,Chautrara7,85.7289,27.769,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Gorkha8,Gorkha8,84.6133,27.965,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Bhimeshwor1,Bhimeshwor1,86.0545,27.666,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Bidur5,Bidur5,85.1463,27.881,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Manthali12,Manthali12,86.0255,27.362,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Manthali16,Manthali16,86.063,27.408,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Jiri2,Jiri2,86.2665,27.616,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Jiri1,Jiri1,86.2658,27.643,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Melamchi2,Melamchi2,85.5149,27.841,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Bhimeshwor10,Bhimeshwor10,86.0397,27.669,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Melamchi14,Melamchi14,85.6293,27.845,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Laharepauwa1,Laharepauwa1,85.1846,27.978,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Gorkha6,Gorkha6,84.6237,27.984,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Bidur9,Bidur9,85.1487,27.936,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Gorkha14,Gorkha14,84.6553,28.012,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Bidur3,Bidur3,85.1557,27.904,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Melamchi8,Melamchi8,85.5696,27.788,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Chautrara3,Chautrara3,85.7173,27.776,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
OBS_2,Dharhara Tower (Intensity VIII),85.3119,27.7006,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Nilkantha1,Nilkantha1,84.8893,27.944,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
OBS_1,Swayambhunath Stupa (Intensity VIII),85.2905,27.7151,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
OBS_3,Taleju (Intensity VIII),85.3079,27.7049,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
GNG,GNG (Intensity VIII),85.3171,27.7375,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
SWY,SWY (Intensity VIII),85.2756,27.7126,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai16,Kamalamai16,85.9936,27.095,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
OBS_9,Ghale (Intensity VIII),84.3089,28.2776,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai14,Kamalamai14,85.9901,27.073,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Those5,Those5,86.2547,27.58,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Those4,Those4,86.2775,27.567,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Those7,Those7,86.2765,27.593,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Those8,Those8,86.2928,27.594,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai8,Kamalamai8,85.9767,27.242,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
Those9,Those9,86.2975,27.578,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
OBS_11,Kharanitar (Intensity VIII),85.3207,27.9281,macroseismic,0.27472,0.52,Stations_USGS_PanjamaniEtAl2016
BHK,BHK (Intensity VIII),85.4259,27.6719,macroseismic,0.23825,0.52,Stations_USGS_PanjamaniEtAl2016
UTM:(45R 033 306 10000),,85.3266,27.6992,macroseismic,0.22187,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur23,Lalitpur23,85.3284,27.639,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Godawari4,Godawari4,85.3835,27.604,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur24,Lalitpur24,85.3287,27.631,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai7,Kamalamai7,85.9558,27.201,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur20,Lalitpur20,85.3178,27.673,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak13,Karyabinayak13,85.3078,27.619,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur18,Lalitpur18,85.3231,27.673,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur17,Lalitpur17,85.3323,27.661,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur15,Lalitpur15,85.3263,27.655,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Gorkha2,Gorkha2,84.6188,28.0,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Gorkha3,Gorkha3,84.6272,27.995,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Gorkha4,Gorkha4,84.607,28.01,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Gorkha1,Gorkha1,84.6258,28.002,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak14,Karyabinayak14,85.3046,27.577,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur25,Lalitpur25,85.33,27.621,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur27,Lalitpur27,85.319,27.625,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur2,Lalitpur2,85.3075,27.685,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur3,Lalitpur3,85.3111,27.677,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur30,Lalitpur30,85.3428,27.643,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur29,Lalitpur29,85.3456,27.633,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur28,Lalitpur28,85.3385,27.636,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur4,Lalitpur4,85.3043,27.668,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak18,Karyabinayak18,85.2945,27.595,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Godawari1,Godawari1,85.3572,27.627,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak17,Karyabinayak17,85.2929,27.584,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak16,Karyabinayak16,85.3053,27.607,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak15,Karyabinayak15,85.3095,27.594,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Dhunche5,Dhunche5,85.2889,28.108,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak12,Karyabinayak12,85.297,27.613,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur26,Lalitpur26,85.3193,27.636,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Gorkha5,Gorkha5,84.6047,27.987,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak8,Karyabinayak8,85.2905,27.639,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak11,Karyabinayak11,85.3021,27.625,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak1,Karyabinayak1,85.3072,27.643,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur10,Lalitpur10,85.3228,27.684,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kageshworimanahara6,Kageshworimanahara6,85.4107,27.736,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai18,Kamalamai18,86.0167,27.112,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur9,Lalitpur9,85.3327,27.676,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur8,Lalitpur8,85.3341,27.671,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kageshworimanahara15,Kageshworimanahara15,85.4329,27.749,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai17,Kamalamai17,86.0034,27.089,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kageshworimanahara16,Kageshworimanahara16,85.4194,27.739,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur7,Lalitpur7,85.3334,27.668,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai12,Kamalamai12,85.9739,27.081,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai11,Kamalamai11,85.9577,27.102,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai10,Kamalamai10,85.9058,27.15,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai9,Kamalamai9,85.952,27.24,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai4,Kamalamai4,85.898,27.197,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai5,Kamalamai5,85.918,27.246,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur13,Lalitpur13,85.3121,27.662,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur14,Lalitpur14,85.3183,27.656,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Gorkha7,Gorkha7,84.6435,27.971,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak2,Karyabinayak2,85.3064,27.655,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak10,Karyabinayak10,85.2983,27.629,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Gorkha9,Gorkha9,84.5927,27.973,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak9,Karyabinayak9,85.2989,27.634,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Gorkha10,Gorkha10,84.5773,27.977,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Kamalamai6,Kamalamai6,85.9208,27.219,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Gorkha11,Gorkha11,84.5563,27.957,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Gorkha12,Gorkha12,84.6152,28.03,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Gorkha13,Gorkha13,84.6433,28.03,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak7,Karyabinayak7,85.2991,27.64,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Lalitpur5,Lalitpur5,85.319,27.667,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Gorkha15,Gorkha15,84.6553,27.993,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak5,Karyabinayak5,85.2999,27.655,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Jiri5,Jiri5,86.2262,27.656,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak4,Karyabinayak4,85.2966,27.658,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak3,Karyabinayak3,85.3027,27.643,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Karyabinayak6,Karyabinayak6,85.2962,27.644,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta9,Budanilkanta9,85.3575,27.759,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Chautrara1,Chautrara1,85.6902,27.779,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Nagarjune7,Nagarjune7,85.2609,27.713,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bajrabarahi3,Bajrabarahi3,85.3186,27.613,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bajrabarahi4,Bajrabarahi4,85.3206,27.613,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Nagarkot12,Nagarkot12,85.502,27.71,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Nagarkot6,Nagarkot6,85.4644,27.686,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Nagarkot5,Nagarkot5,85.4867,27.685,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Besisahar1,Besisahar1,84.4179,28.164,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Besisahar2,Besisahar2,84.4215,28.183,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Nagarkot4,Nagarkot4,85.4712,27.679,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Nagarkot1,Nagarkot1,85.4872,27.662,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Nagarjune4,Nagarjune4,85.2769,27.708,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Panauti1,Panauti1,85.538,27.602,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Besisahar9,Besisahar9,84.3734,28.229,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Melamchi11,Melamchi11,85.5727,27.754,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bhaktapur1,Bhaktapur1,85.4437,27.673,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bhaktapur2,Bhaktapur2,85.439,27.668,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bhaktapur4,Bhaktapur4,85.441,27.678,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bhaktapur5,Bhaktapur5,85.4304,27.676,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bhaktapur6,Bhaktapur6,85.4357,27.669,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bhaktapur15,Bhaktapur15,85.424,27.676,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bhaktapur10,Bhaktapur10,85.4286,27.676,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Palungtar3,Palungtar3,84.4481,27.962,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Panauti2,Panauti2,85.5224,27.604,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Manthali1,Manthali1,86.0637,27.371,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Shankarapur8,Shankarapur8,85.4635,27.723,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Those2,Those2,86.2605,27.565,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Thaha4,Thaha4,85.0989,27.613,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Thaha3,Thaha3,85.0761,27.652,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Thaha2,Thaha2,85.0691,27.638,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Tarkeshwor21,Tarkeshwor21,85.3106,27.74,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Suryabinayak1,Suryabinayak1,85.4047,27.665,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Shankarapur14,Shankarapur14,85.4367,27.73,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Shankarapur13,Shankarapur13,85.4536,27.744,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Shankarapur9,Shankarapur9,85.4597,27.73,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Panchkal3,Panchkal3,85.6204,27.648,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Anantalingeshwor11,Anantalingeshwor11,85.3881,27.654,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Panauti13,Panauti13,85.545,27.565,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Panauti12,Panauti12,85.5326,27.567,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Panauti11,Panauti11,85.5284,27.593,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Panauti8,Panauti8,85.502,27.586,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Panauti9,Panauti9,85.5023,27.576,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Panauti10,Panauti10,85.5297,27.578,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
DMG,DMG (Intensity VIII),85.3197,27.7218,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Panauti5,Panauti5,85.5087,27.581,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Panauti4,Panauti4,85.5061,27.594,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bhaktapur17,Bhaktapur17,85.4167,27.671,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bhaktapur14,Bhaktapur14,85.4253,27.667,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bhaktapur12,Bhaktapur12,85.4287,27.668,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta5,Budanilkanta5,85.3477,27.769,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta13,Budanilkanta13,85.3608,27.739,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta15,Budanilkanta15,85.3651,27.751,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta16,Budanilkanta16,85.375,27.757,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta17,Budanilkanta17,85.3752,27.765,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta3,Budanilkanta3,85.3706,27.769,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta2,Budanilkanta2,85.3738,27.773,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta1,Budanilkanta1,85.3761,27.789,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta4,Budanilkanta4,85.3634,27.783,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta6,Budanilkanta6,85.3539,27.793,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta7,Budanilkanta7,85.3439,27.761,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Bhaktapur11,Bhaktapur11,85.4306,27.669,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Manthali14,Manthali14,86.0083,27.419,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Manthali10,Manthali10,86.1004,27.367,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Manthali9,Manthali9,86.0976,27.349,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Manthali6,Manthali6,86.1113,27.379,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Chandragiri2,Chandragiri2,85.2262,27.714,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Manthali4,Manthali4,86.0988,27.405,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Changunarayan8,Changunarayan8,85.4235,27.718,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Changunarayan11,Changunarayan11,85.4236,27.71,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Manthali2,Manthali2,86.063,27.388,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta14,Budanilkanta14,85.3682,27.737,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta12,Budanilkanta12,85.3537,27.73,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
Budanilkanta11,Budanilkanta11,85.3473,27.73,macroseismic,0.19241,0.52,Stations_USGS_PanjamaniEtAl2016
