# 20120905_M7.6_Nicoya median gmf, Stations:Seismic, gmlt:GEM, Rupture:SCARDEC
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,ParkerEtAl2020SInter,ZhaoEtAl2006SInter
s_112,-83.9177,9.83255,0.0598,0.0598,0.0598
s_115,-83.9417,9.89729,0.05511,0.05511,0.05511
s_116,-84.0359,9.86917,0.05479,0.05479,0.05479
s_117,-84.1394,10.3907,0.05278,0.05278,0.05278
s_118,-84.0768,9.93359,0.05197,0.05197,0.05197
s_119,-85.6182,10.837,0.05083,0.05083,0.05083
s_12,-84.214,10.025,0.139,0.139,0.139
s_121,-83.8935,9.82064,0.04712,0.04712,0.04712
s_122,-84.1218,9.99894,0.04709,0.04709,0.04709
s_124,-84.1369,9.44267,0.04578,0.04578,0.04578
s_125,-83.6866,9.90297,0.04512,0.04512,0.04512
s_126,-84.1595,9.42838,0.04372,0.04372,0.04372
s_127,-83.3457,10.0849,0.04212,0.04212,0.04212
s_128,-82.8562,9.6235,0.04046,0.04046,0.04046
s_129,-83.9003,9.86731,0.03776,0.03776,0.03776
s_13,-85.178,10.349,0.132,0.132,0.132
s_130,-83.3357,9.17238,0.03698,0.03698,0.03698
s_132,-83.8036,9.84079,0.03363,0.03363,0.03363
s_134,-83.7353,10.3615,0.03027,0.03027,0.03027
s_135,-83.7031,9.37215,0.028,0.028,0.028
s_136,-83.7055,9.36981,0.02754,0.02754,0.02754
s_137,-83.076,10.003,0.02734,0.02734,0.02734
s_138,-83.1735,9.01749,0.02643,0.02643,0.02643
s_14,-84.266,10.007,0.122,0.122,0.122
s_140,-83.0893,9.98577,0.02618,0.02618,0.02618
s_141,-83.0271,9.99983,0.02605,0.02605,0.02605
s_142,-82.9573,8.43256,0.02127,0.02127,0.02127
s_144,-83.305,8.5304,0.02063,0.02063,0.02063
s_146,-82.967,8.82155,0.01798,0.01798,0.01798
s_147,-82.9376,8.63224,0.01598,0.01598,0.01598
s_148,-82.9417,8.64783,0.01376,0.01376,0.01376
s_149,-83.1713,8.6443,0.00494,0.00494,0.00494
s_15,-84.013,10.45,0.121,0.121,0.121
s_16,-83.976,9.936,0.118,0.118,0.118
s_17,-84.522,9.912,0.117,0.117,0.117
s_18,-84.242,9.915,0.117,0.117,0.117
s_19,-85.461,10.621,0.117,0.117,0.117
s_2,-84.936,9.82,0.428,0.428,0.428
s_20,-85.618,10.837,0.115,0.115,0.115
s_21,-84.296,10.005,0.114,0.114,0.114
s_22,-85.632,11.073,0.11,0.11,0.11
s_23,-84.036,9.995,0.1,0.1,0.1
s_24,-84.161,9.799,0.0887,0.0887,0.0887
s_25,-84.077,9.933,0.0851,0.0851,0.0851
s_26,-83.869,9.827,0.0844,0.0844,0.0844
s_27,-84.113,9.943,0.0829,0.0829,0.0829
s_28,-83.907,9.854,0.0827,0.0827,0.0827
s_29,-85.01,10.898,0.0826,0.0826,0.0826
s_3,-84.193,10.137,0.361,0.361,0.361
s_30,-84.071,9.936,0.0823,0.0823,0.0823
s_31,-84.65,10.552,0.081,0.081,0.081
s_32,-84.432,10.324,0.0769,0.0769,0.0769
s_33,-84.097,9.915,0.0701,0.0701,0.0701
s_34,-84.056,9.751,0.0601,0.0601,0.0601
s_35,-84.718,11.031,0.0601,0.0601,0.0601
s_36,-83.918,9.832,0.0587,0.0587,0.0587
s_37,-83.941,9.897,0.054,0.054,0.054
s_38,-84.036,9.869,0.0537,0.0537,0.0537
s_39,-84.184,9.934,0.0532,0.0532,0.0532
s_4,-84.485,10.087,0.263,0.263,0.263
s_40,-84.139,10.391,0.0518,0.0518,0.0518
s_41,-83.927,9.864,0.0468,0.0468,0.0468
s_42,-84.122,9.999,0.0462,0.0462,0.0462
s_43,-83.894,9.821,0.0458,0.0458,0.0458
s_44,-84.137,9.443,0.0442,0.0442,0.0442
s_45,-83.687,9.903,0.0442,0.0442,0.0442
s_46,-84.265,10.03,0.0441,0.0441,0.0441
s_47,-84.16,9.428,0.0429,0.0429,0.0429
s_48,-83.346,10.085,0.0413,0.0413,0.0413
s_49,-82.856,9.623,0.0397,0.0397,0.0397
s_5,-85.453,10.145,0.241,0.241,0.241
s_50,-83.9,9.867,0.037,0.037,0.037
s_51,-83.673,9.902,0.037,0.037,0.037
s_52,-83.336,9.172,0.0362,0.0362,0.0362
s_53,-83.804,9.841,0.033,0.033,0.033
s_54,-83.972,9.649,0.0317,0.0317,0.0317
s_55,-83.735,10.361,0.0298,0.0298,0.0298
s_56,-83.703,9.372,0.0275,0.0275,0.0275
s_57,-83.825,10.205,0.0272,0.0272,0.0272
s_58,-83.076,10.005,0.0268,0.0268,0.0268
s_59,-83.705,9.37,0.0266,0.0266,0.0266
s_6,-84.717,9.911,0.221,0.221,0.221
s_60,-83.174,9.017,0.0259,0.0259,0.0259
s_61,-83.089,9.986,0.0252,0.0252,0.0252
s_62,-83.027,9.999,0.0251,0.0251,0.0251
s_63,-83.532,8.979,0.0226,0.0226,0.0226
s_64,-82.957,8.432,0.0208,0.0208,0.0208
s_65,-83.305,8.53,0.0202,0.0202,0.0202
s_66,-83.505,10.096,0.0182,0.0182,0.0182
s_67,-82.967,8.822,0.0176,0.0176,0.0176
s_68,-82.938,8.632,0.0154,0.0154,0.0154
s_69,-82.942,8.648,0.0132,0.0132,0.0132
s_7,-84.81,9.981,0.212,0.212,0.212
s_70,-83.171,8.644,0.00484,0.00484,0.00484
s_71,-84.069,9.915,0.051,0.051,0.051
s_72,-85.5898,10.2856,0.57392,0.57392,0.57392
s_73,-85.6481,9.9788,0.47761,0.47761,0.47761
s_77,-84.1931,10.1373,0.28956,0.28956,0.28956
s_78,-85.4527,10.145,0.24431,0.24431,0.24431
s_79,-84.7166,9.91057,0.22321,0.22321,0.22321
s_8,-84.963,10.281,0.206,0.206,0.206
s_82,-84.313,10.072,0.16934,0.16934,0.16934
s_85,-84.6228,9.6094,0.16111,0.16111,0.16111
s_86,-85.0912,10.4279,0.14343,0.14343,0.14343
s_87,-84.213,10.013,0.14036,0.14036,0.14036
s_88,-84.2658,10.0072,0.1247,0.1247,0.1247
s_89,-84.0133,10.4498,0.12268,0.12268,0.12268
s_9,-84.433,10.057,0.19,0.19,0.19
s_90,-83.9763,9.9359,0.12009,0.12009,0.12009
s_91,-84.2415,9.91507,0.11933,0.11933,0.11933
s_92,-84.5222,9.91211,0.11903,0.11903,0.11903
s_93,-85.6322,11.0727,0.11206,0.11206,0.11206
t_0,-85.13534,9.5982,0.20340805,0.33475947,0.2080048
t_1,-83.83278,9.24372,0.028965652,0.03274223,0.030281622
t_10,-83.96753,9.33237,0.04719012,0.05780748,0.045068182
t_100,-84.37177,9.5982,0.0847255,0.109989606,0.10012337
t_1000,-83.47345,9.81956,0.026743945,0.029350357,0.026550476
t_1001,-83.42854,9.81956,0.027324628,0.030182308,0.025803365
t_1002,-83.51837,9.81956,0.025868965,0.027913013,0.027395679
t_1003,-83.42854,9.86382,0.030853618,0.034341097,0.032344334
t_1004,-83.51837,9.86382,0.030260338,0.03327989,0.03381849
t_1005,-83.47345,9.86382,0.028686842,0.031547558,0.026138026
t_1006,-83.47345,9.90806,0.029685237,0.032397144,0.032141402
t_1007,-83.42854,9.90806,0.024024686,0.025251713,0.025300592
t_1008,-82.93446,9.5982,0.03231534,0.032703202,0.029137284
t_1009,-82.97938,9.5982,0.025599921,0.025888182,0.021374142
t_101,-84.28194,9.5982,0.07693601,0.09602633,0.08342565
t_1010,-82.88955,9.64248,0.028749982,0.02868991,0.026689216
t_1011,-82.97938,9.64248,0.025606643,0.025952287,0.021666383
t_1012,-82.93446,9.64248,0.028259635,0.02863259,0.029660951
t_1013,-82.93446,9.68676,0.029436596,0.029973425,0.028067803
t_1014,-82.88955,9.68676,0.029098978,0.02937017,0.029459026
t_1015,-82.97938,9.68676,0.028691445,0.0295248,0.026755992
t_1016,-82.93446,9.73103,0.024662994,0.02468796,0.020618772
t_1017,-82.88955,9.73103,0.029021546,0.029139007,0.026056249
t_1018,-82.66497,9.64248,0.018941524,0.016974738,0.017354209
t_1019,-82.84463,9.68676,0.030239198,0.030060051,0.0288466
t_102,-84.32685,9.5982,0.079358526,0.101257406,0.09164691
t_1020,-82.79972,9.68676,0.029747263,0.028975511,0.025524521
t_1021,-82.7548,9.68676,0.02230529,0.02096149,0.022016054
t_1022,-82.7548,9.73103,0.021373658,0.020046076,0.020800238
t_1023,-82.79972,9.73103,0.022956222,0.021985436,0.023122817
t_1024,-82.84463,9.73103,0.028744772,0.028447893,0.025116406
t_1025,-82.79972,9.7753,0.021724537,0.02071875,0.021371383
t_1026,-82.84463,9.7753,0.02273222,0.0220618,0.022841636
t_1027,-82.97938,9.73103,0.02719676,0.027929656,0.025714012
t_1028,-82.88955,9.7753,0.03388989,0.034240074,0.024116617
t_1029,-82.93446,9.7753,0.024394307,0.024458531,0.024400055
t_103,-84.28194,9.64248,0.07413966,0.091666035,0.088097915
t_1030,-82.97938,9.7753,0.02728273,0.028012857,0.024710255
t_1031,-82.88955,9.81956,0.022514071,0.022099676,0.022459595
t_1032,-82.97938,9.81956,0.028346207,0.029162321,0.023946246
t_1033,-82.93446,9.81956,0.026029753,0.026315356,0.023274802
t_1034,-82.88955,9.86382,0.021935746,0.02146399,0.02159035
t_1035,-82.97938,9.86382,0.031040052,0.032110833,0.023717085
t_1036,-82.93446,9.86382,0.022680692,0.022496851,0.022559706
t_1037,-82.84463,9.81956,0.021767253,0.021043694,0.021425132
t_1038,-83.0243,9.5982,0.02514409,0.025753358,0.02589088
t_1039,-83.11413,9.5982,0.023541294,0.024477556,0.020283336
t_104,-84.32685,9.64248,0.08039572,0.10191632,0.09590885
t_1040,-83.0243,9.64248,0.025572889,0.026308931,0.026200209
t_1041,-83.06921,9.64248,0.02480246,0.025734013,0.025791073
t_1042,-83.11413,9.64248,0.021894183,0.02245219,0.02049747
t_1043,-83.06921,9.68676,0.021328714,0.021499187,0.020446993
t_1044,-83.0243,9.68676,0.026500616,0.027465759,0.026022224
t_1045,-83.11413,9.68676,0.024112508,0.025216192,0.020597396
t_1046,-83.0243,9.73103,0.031634312,0.03316211,0.025546009
t_1047,-83.11413,9.73103,0.024078138,0.02515559,0.020612748
t_1048,-83.24887,9.5982,0.02682475,0.029382246,0.027546749
t_1049,-83.20396,9.5982,0.024874842,0.026675943,0.02115539
t_105,-84.37177,9.64248,0.095411316,0.12284033,0.10394807
t_1050,-83.15904,9.64248,0.021303624,0.021952827,0.020834798
t_1051,-83.24887,9.64248,0.026690384,0.029247114,0.027812576
t_1052,-83.20396,9.64248,0.022687113,0.023923276,0.02136424
t_1053,-83.24887,9.68676,0.022261743,0.023548786,0.022225622
t_1054,-83.20396,9.68676,0.021767965,0.022739103,0.02154083
t_1055,-83.15904,9.68676,0.02339379,0.024596663,0.020982582
t_1056,-83.15904,9.73103,0.021939578,0.022713276,0.021083625
t_1057,-83.20396,9.73103,0.024675487,0.026403563,0.021693584
t_1058,-83.33871,9.64248,0.03452809,0.039742704,0.029842118
t_1059,-83.38362,9.64248,0.027809968,0.031293407,0.024532564
t_106,-84.28194,9.68676,0.077645026,0.09485797,0.07366762
t_1060,-83.33871,9.68676,0.023680253,0.025669953,0.023846896
t_1061,-83.29379,9.68676,0.024510527,0.026664749,0.02300264
t_1062,-83.38362,9.68676,0.028203452,0.031775627,0.024742631
t_1063,-83.38362,9.73103,0.026070802,0.02889648,0.024907008
t_1064,-83.33871,9.73103,0.025535004,0.028080322,0.024030998
t_1065,-83.29379,9.73103,0.026851427,0.029602895,0.023193546
t_1066,-83.33871,9.7753,0.023480488,0.025217822,0.024197556
t_1067,-83.29379,9.7753,0.022882236,0.024331747,0.023384219
t_1068,-83.24887,9.73103,0.022309152,0.023557544,0.02240686
t_1069,-83.15904,9.7753,0.021353789,0.021918267,0.02116821
t_107,-84.4616,9.64248,0.10788921,0.13707428,0.121488534
t_1070,-83.20396,9.7753,0.021796325,0.02264988,0.021843204
t_1071,-83.24887,9.7753,0.032835428,0.03675506,0.028519154
t_1072,-83.24887,9.81956,0.029685408,0.032606106,0.028790979
t_1073,-83.20396,9.81956,0.0221722,0.022979245,0.022018349
t_1074,-83.15904,9.81956,0.021281153,0.021713981,0.02127165
t_1075,-83.24887,9.86382,0.022843713,0.023754232,0.023091309
t_1076,-83.20396,9.86382,0.027099459,0.028882645,0.028089141
t_1077,-83.15904,9.86382,0.022431081,0.02297837,0.021425411
t_1078,-83.06921,9.73103,0.022748783,0.023270316,0.02031897
t_1079,-83.06921,9.7753,0.022588292,0.023047522,0.020141881
t_108,-84.50652,9.64248,0.10970276,0.13531269,0.104249395
t_1080,-83.11413,9.7753,0.021004127,0.021294478,0.020594634
t_1081,-83.0243,9.7753,0.02594175,0.026821164,0.025011152
t_1082,-83.06921,9.81956,0.02608991,0.027175792,0.025244486
t_1083,-83.0243,9.81956,0.022900922,0.023151206,0.019468073
t_1084,-83.11413,9.81956,0.022319118,0.022837488,0.020594748
t_1085,-83.06921,9.86382,0.02727902,0.028389635,0.02516963
t_1086,-83.0243,9.86382,0.025917586,0.026616503,0.024314476
t_1087,-83.11413,9.86382,0.025934393,0.027026212,0.0260709
t_1088,-83.38362,9.7753,0.024100296,0.026101252,0.025021745
t_1089,-83.33871,9.81956,0.028205844,0.031129554,0.030758707
t_109,-84.41668,9.64248,0.10495386,0.13504958,0.11238551
t_1090,-83.29379,9.81956,0.022843093,0.024107995,0.023600338
t_1091,-83.38362,9.81956,0.02396169,0.025722131,0.025092073
t_1092,-83.29379,9.86382,0.022777824,0.023776382,0.023886267
t_1093,-83.33871,9.86382,0.023285216,0.024510803,0.024574416
t_1094,-83.38362,9.86382,0.024444275,0.026076447,0.025135703
t_1095,-83.29379,9.90806,0.023018409,0.023727449,0.024313642
t_1096,-83.38362,9.90806,0.023405919,0.024388008,0.02519047
t_1097,-83.33871,9.90806,0.023629189,0.024565699,0.024897901
t_1098,-83.06921,9.90806,0.029050998,0.030181047,0.025239341
t_1099,-83.11413,9.90806,0.023951087,0.024381079,0.0207874
t_11,-83.83278,9.33237,0.041365787,0.049327236,0.038255412
t_110,-84.4616,9.68676,0.110637546,0.1392224,0.12419489
t_1100,-83.0243,9.90806,0.03270454,0.034118786,0.02452916
t_1101,-83.0243,9.95231,0.03499578,0.036411397,0.024736121
t_1102,-83.11413,9.95231,0.029585637,0.030761598,0.02651143
t_1103,-83.06921,9.95231,0.029566059,0.030401714,0.025480906
t_1104,-83.0243,9.99654,0.02477816,0.02473078,0.025053224
t_1105,-83.11413,9.99654,0.032048643,0.033839103,0.027173474
t_1106,-83.06921,9.99654,0.031332687,0.031849846,0.026589518
t_1107,-83.11413,10.04078,0.022112899,0.021614596,0.02709215
t_1108,-83.20396,9.90806,0.02886115,0.03073168,0.028490245
t_1109,-83.24887,9.90806,0.027729517,0.029471317,0.029657196
t_111,-84.41668,9.68676,0.097693324,0.12437369,0.11558211
t_1110,-83.15904,9.90806,0.023769816,0.024356589,0.021649046
t_1111,-83.24887,9.95231,0.031011604,0.033104517,0.030373182
t_1112,-83.15904,9.95231,0.026208198,0.026926102,0.02769691
t_1113,-83.20396,9.95231,0.025415087,0.026169838,0.029008634
t_1114,-83.15904,9.99654,0.027374128,0.028117212,0.02808498
t_1115,-83.24887,9.99654,0.026369674,0.026903793,0.031299915
t_1116,-83.20396,9.99654,0.028498858,0.029570606,0.029580269
t_1117,-83.20396,10.04078,0.035741,0.0385825,0.0303417
t_1118,-83.33871,9.95231,0.029016474,0.030617537,0.032162074
t_1119,-83.38362,9.95231,0.02417823,0.024892425,0.025334753
t_112,-84.50652,9.68676,0.120733745,0.14854163,0.13407028
t_1120,-83.29379,9.95231,0.025402179,0.026224501,0.024993999
t_1121,-83.29379,9.99654,0.032370888,0.03400653,0.032913085
t_1122,-83.33871,9.99654,0.029629456,0.030452486,0.033560235
t_1123,-83.38362,9.99654,0.027049245,0.02764981,0.032477032
t_1124,-83.38362,10.04078,0.026774852,0.026398296,0.03354933
t_1125,-83.33871,10.04078,0.03947442,0.041589007,0.036687154
t_1126,-83.29379,10.04078,0.0396986,0.04232985,0.03518274
t_1127,-83.38362,10.085,0.03061979,0.03044278,0.034296278
t_1128,-83.15904,10.04078,0.03345955,0.035867058,0.02861813
t_1129,-83.24887,10.04078,0.03740859,0.040175036,0.03257287
t_113,-84.50652,9.73103,0.13622355,0.16506366,0.13532017
t_1130,-83.24887,10.085,0.038576014,0.041513857,0.032859843
t_1131,-83.15904,10.085,0.023622306,0.02364347,0.028169192
t_1132,-83.20396,10.085,0.034034986,0.03627691,0.030356018
t_1133,-83.15904,10.12922,0.023787884,0.02403482,0.027716504
t_1134,-83.24887,10.12922,0.036629323,0.03929086,0.0320734
t_1135,-83.20396,10.12922,0.024955217,0.025278762,0.029521894
t_1136,-83.24887,10.17343,0.037116423,0.040664896,0.030757459
t_1137,-83.74295,9.7753,0.03485425,0.03729365,0.03496663
t_1138,-83.69803,9.7753,0.04113371,0.046126176,0.04231063
t_1139,-83.74295,9.81956,0.032673452,0.033603583,0.035324637
t_114,-84.4616,9.73103,0.102071546,0.126522,0.09986554
t_1140,-83.69803,9.81956,0.036936015,0.039272737,0.043261636
t_1141,-83.78786,9.81956,0.03130725,0.031161737,0.03561064
t_1142,-83.74295,9.86382,0.040444724,0.041981064,0.046987865
t_1143,-83.69803,9.86382,0.032623626,0.032454092,0.036664363
t_1144,-83.78786,9.86382,0.037102193,0.037927963,0.044802014
t_1145,-83.78786,9.90806,0.037895016,0.03913281,0.03820697
t_1146,-83.69803,9.90806,0.03888141,0.038577575,0.042671643
t_1147,-83.51837,9.90806,0.025263933,0.026667248,0.025889173
t_1148,-83.47345,9.95231,0.029359642,0.03174856,0.030785702
t_1149,-83.51837,9.95231,0.023798084,0.024699127,0.024553405
t_115,-84.41668,9.73103,0.096375845,0.12043555,0.09375243
t_1150,-83.42854,9.95231,0.022872344,0.023449859,0.024800437
t_1151,-83.42854,9.99654,0.024759427,0.02535516,0.02406948
t_1152,-83.47345,9.99654,0.024836771,0.025765289,0.028662225
t_1153,-83.51837,9.99654,0.021673473,0.022032594,0.02250646
t_1154,-83.51837,10.04078,0.019590314,0.019575242,0.019542804
t_1155,-83.42854,10.04078,0.02649333,0.026974207,0.029163502
t_1156,-83.47345,10.04078,0.020530801,0.020438034,0.020258121
t_1157,-83.6082,9.90806,0.027290016,0.027841523,0.027713653
t_1158,-83.6082,9.95231,0.02935592,0.03060758,0.027204974
t_1159,-83.65312,9.95231,0.033429097,0.034506787,0.038407654
t_116,-84.4616,9.7753,0.09306492,0.109503046,0.1004547
t_1160,-83.56329,9.95231,0.027834486,0.029411757,0.025485866
t_1161,-83.6082,9.99654,0.029919585,0.03166792,0.03288205
t_1162,-83.65312,9.99654,0.030917468,0.032506913,0.029221265
t_1163,-83.56329,9.99654,0.026249701,0.027550263,0.02996601
t_1164,-83.56329,10.04078,0.022420295,0.023031604,0.021445012
t_1165,-83.6082,10.04078,0.025803244,0.027052768,0.024364322
t_1166,-83.65312,10.04078,0.0267676,0.027977731,0.027490271
t_1167,-83.74295,9.90806,0.043517444,0.045324136,0.049998146
t_1168,-83.74295,9.95231,0.034523904,0.035312705,0.038222693
t_1169,-83.78786,9.95231,0.035359707,0.036421444,0.03905367
t_117,-84.59635,9.64248,0.12274942,0.13120797,0.1239547
t_1170,-83.69803,9.95231,0.037383374,0.038671944,0.035913035
t_1171,-83.74295,9.99654,0.03250057,0.033800557,0.0357666
t_1172,-83.69803,9.99654,0.029999945,0.03089283,0.032830816
t_1173,-83.78786,9.99654,0.039583426,0.04258198,0.038317364
t_1174,-83.78786,10.04078,0.033326447,0.035189636,0.036272474
t_1175,-83.74295,10.04078,0.030586367,0.03211914,0.033309184
t_1176,-83.69803,10.04078,0.028124904,0.029319745,0.03052024
t_1177,-83.74295,10.085,0.028420843,0.029768877,0.030705323
t_1178,-83.78786,10.085,0.0327238,0.034933686,0.03317172
t_1179,-83.69803,10.085,0.026396807,0.027533477,0.028496027
t_118,-84.55143,9.64248,0.13064545,0.15317419,0.14314006
t_1180,-83.78786,10.12922,0.032424264,0.03443694,0.03699002
t_1181,-83.69803,10.12922,0.029730026,0.03176216,0.03379935
t_1182,-83.74295,10.12922,0.030900506,0.03291466,0.03537144
t_1183,-83.83278,10.17343,0.03329793,0.03513563,0.033508502
t_1184,-83.69803,10.17343,0.028399598,0.029814603,0.032203987
t_1185,-83.74295,10.17343,0.03090931,0.032718964,0.032452714
t_1186,-83.78786,10.17343,0.029761422,0.030605497,0.0318879
t_1187,-83.6082,10.085,0.025487708,0.026832648,0.029042115
t_1188,-83.56329,10.085,0.0218899,0.022445241,0.024740525
t_1189,-83.65312,10.085,0.026415896,0.027900243,0.02597956
t_119,-84.64126,9.64248,0.1738608,0.1897008,0.17045783
t_1190,-83.6082,10.12922,0.028327204,0.03092781,0.028548477
t_1191,-83.65312,10.12922,0.028033428,0.02988598,0.03155832
t_1192,-83.56329,10.12922,0.02488603,0.026634576,0.024983004
t_1193,-83.56329,10.17343,0.0290004,0.03273431,0.026894404
t_1194,-83.6082,10.17343,0.029969173,0.03338502,0.029071223
t_1195,-83.65312,10.17343,0.029401291,0.03161431,0.031003263
t_1196,-83.56329,10.21764,0.03305644,0.03867219,0.02907824
t_1197,-83.47345,10.085,0.01929856,0.018917134,0.01775152
t_1198,-83.51837,10.085,0.016512083,0.016013399,0.016032578
t_1199,-83.42854,10.085,0.023411117,0.023059487,0.028000213
t_12,-83.83278,9.37669,0.028138341,0.030404884,0.030078331
t_120,-84.59635,9.68676,0.14580691,0.16958585,0.15953271
t_1200,-83.51837,10.12922,0.02476591,0.027899431,0.02195435
t_1201,-83.47345,10.12922,0.027022356,0.030797945,0.023594866
t_1202,-83.42854,10.12922,0.031975627,0.035972077,0.028077522
t_1203,-83.51837,10.17343,0.029677728,0.03455163,0.025783237
t_1204,-83.47345,10.17343,0.032962058,0.03991495,0.026404938
t_1205,-83.42854,10.17343,0.03548751,0.041881874,0.030653484
t_1206,-83.47345,10.21764,0.034301482,0.040552475,0.02853737
t_1207,-83.78786,10.21764,0.029657934,0.030748654,0.029703623
t_1208,-83.69803,10.21764,0.030831484,0.03299247,0.031371087
t_1209,-83.83278,10.21764,0.02988262,0.030584866,0.02987523
t_121,-84.55143,9.68676,0.12438356,0.1486218,0.115441665
t_1210,-83.74295,10.21764,0.030808361,0.0326094,0.03104697
t_1211,-83.74295,10.26184,0.031960662,0.033901714,0.031200795
t_1212,-83.83278,10.26184,0.03642498,0.039320767,0.03496022
t_1213,-83.69803,10.26184,0.03259083,0.035446674,0.03111624
t_1214,-83.78786,10.26184,0.03234743,0.033968862,0.03188217
t_1215,-83.78786,10.30603,0.036881924,0.04028384,0.034510694
t_1216,-83.74295,10.30603,0.034214407,0.037402168,0.03175386
t_1217,-83.6082,10.21764,0.03349301,0.038759217,0.030249417
t_1218,-83.65312,10.21764,0.033833463,0.0386036,0.031260043
t_1219,-83.65312,10.26184,0.034818288,0.03988232,0.031387668
t_122,-84.64126,9.68676,0.15511225,0.18138455,0.17541377
t_1220,-83.56329,10.26184,0.036761023,0.04427344,0.030476289
t_1221,-83.6082,10.26184,0.03603967,0.042582333,0.03103109
t_1222,-83.56329,10.30603,0.033817805,0.0384987,0.031113679
t_1223,-83.6082,10.30603,0.03602273,0.04180181,0.031677883
t_1224,-83.65312,10.30603,0.035608977,0.040853195,0.031564288
t_1225,-83.65312,10.35022,0.035667095,0.040312987,0.03201984
t_1226,-83.56329,10.35022,0.02825289,0.03013678,0.031856894
t_1227,-83.42854,10.21764,0.035241473,0.04093488,0.029505871
t_1228,-83.51837,10.21764,0.03334288,0.039420776,0.02834763
t_1229,-83.51837,10.26184,0.03894033,0.047831137,0.032045536
t_123,-84.64126,9.73103,0.16695735,0.19947651,0.17810322
t_1230,-83.47345,10.26184,0.036482334,0.04339929,0.029922575
t_1231,-83.42854,10.26184,0.036752176,0.04316303,0.030110974
t_1232,-83.42854,10.30603,0.037801728,0.04467123,0.030503396
t_1233,-83.47345,10.30603,0.036096036,0.042303402,0.030778015
t_1234,-83.51837,10.30603,0.036537427,0.04310092,0.031102847
t_1235,-83.47345,10.35022,0.037558656,0.044354826,0.031294014
t_1236,-83.51837,10.35022,0.035258148,0.040755425,0.03180879
t_1237,-82.93446,9.90806,0.02242907,0.022175487,0.02215156
t_1238,-82.97938,9.90806,0.031371433,0.032399077,0.023485275
t_1239,-82.97938,9.95231,0.023357768,0.023264607,0.023235537
t_124,-84.55143,9.73103,0.13369432,0.16083117,0.14685638
t_1240,-83.06921,10.04078,0.021320038,0.020543605,0.026273057
t_1241,-83.11413,10.085,0.022441592,0.022220114,0.026749581
t_1242,-83.33871,10.085,0.04289333,0.04357883,0.0411561
t_1243,-83.29379,10.085,0.04064015,0.04285874,0.036285926
t_1244,-83.38362,10.12922,0.03801689,0.04209804,0.032885578
t_1245,-83.33871,10.12922,0.040096603,0.042787466,0.035832606
t_1246,-83.29379,10.12922,0.038724713,0.04121344,0.0345657
t_1247,-83.29379,10.17343,0.03716551,0.040445004,0.032269347
t_1248,-83.33871,10.17343,0.038167726,0.042099737,0.03269864
