# 20010113_M7.7_Subduction median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2015SInterHigh,MontalvaEtAl2017SInter,ZhaoEtAl2006SInter
t_1084,-88.23731,13.54877,0.15683745,0.16139749,0.1692802
t_1085,-88.21935,13.56623,0.13662504,0.14340407,0.16033925
t_1086,-88.25528,13.56623,0.17603245,0.17733057,0.17830703
t_1087,-88.23731,13.56623,0.15322846,0.1584057,0.16868791
t_1088,-88.25528,13.5837,0.17311718,0.17456698,0.1760578
t_1089,-88.21935,13.5837,0.16911332,0.16571519,0.16215111
t_109,-88.02172,13.3216,0.14423896,0.15346351,0.16462414
t_1090,-88.23731,13.5837,0.15154958,0.15671267,0.16768262
t_1091,-88.23731,13.60116,0.17370497,0.17099395,0.16806927
t_1092,-88.25528,13.60116,0.1755352,0.17510441,0.1734911
t_1093,-88.20138,13.56623,0.15595052,0.15523274,0.15335076
t_1094,-88.16545,13.56623,0.12402121,0.12956205,0.14372595
t_1095,-88.16545,13.5837,0.13595597,0.13903585,0.14522724
t_1096,-88.18342,13.5837,0.12912194,0.13471882,0.14915049
t_1097,-88.14748,13.5837,0.12238542,0.12774064,0.14230157
t_1098,-88.20138,13.5837,0.147702,0.15012762,0.1541875
t_1099,-88.16545,13.60116,0.13755973,0.14034183,0.1460408
t_11,-87.91392,13.18169,0.18315876,0.18224375,0.18092777
t_110,-87.98579,13.3216,0.13614582,0.14375657,0.15286967
t_1100,-88.20138,13.60116,0.15505107,0.1550716,0.15434135
t_1101,-88.14748,13.60116,0.13737114,0.13936217,0.14311408
t_1102,-88.18342,13.60116,0.1372222,0.14108379,0.14975537
t_1103,-88.11155,13.5837,0.1344261,0.1359958,0.13864742
t_1104,-88.09358,13.5837,0.13989982,0.13930964,0.13748729
t_1105,-88.12952,13.5837,0.14901917,0.14570558,0.14173351
t_1106,-88.12952,13.60116,0.14730269,0.14511564,0.14240386
t_1107,-88.11155,13.60116,0.13329251,0.1352244,0.13908142
t_1108,-88.09358,13.60116,0.13236593,0.13413215,0.13767095
t_1109,-88.12952,13.61862,0.15153174,0.14765887,0.14264098
t_111,-87.98579,13.33908,0.123117045,0.13225389,0.117971666
t_1110,-88.09358,13.61862,0.14809978,0.14430586,0.13913828
t_1111,-88.11155,13.61862,0.13925116,0.13938932,0.13918859
t_1112,-88.11155,13.63608,0.15060936,0.14632207,0.14050816
t_1113,-88.21935,13.60116,0.16318582,0.16222543,0.15983821
t_1114,-88.25528,13.61862,0.16662873,0.16825534,0.17063706
t_1115,-88.23731,13.61862,0.16807951,0.16698349,0.16436762
t_1116,-88.21935,13.61862,0.1539656,0.15577948,0.1587813
t_1117,-88.25528,13.63608,0.17233914,0.1708135,0.16755779
t_1118,-88.23731,13.63608,0.16442588,0.16386122,0.16216236
t_1119,-88.21935,13.63608,0.14453298,0.14833993,0.1572893
t_112,-88.02172,13.33908,0.15899242,0.1611161,0.16000512
t_1120,-88.25528,13.65354,0.15065147,0.15464823,0.16432467
t_1121,-88.21935,13.65354,0.14925218,0.15127632,0.1554501
t_1122,-88.23731,13.65354,0.15498109,0.15661977,0.15969367
t_1123,-88.20138,13.61862,0.15964723,0.15773746,0.15560292
t_1124,-88.14748,13.61862,0.14905876,0.14720926,0.14498569
t_1125,-88.16545,13.61862,0.14631018,0.14649567,0.14625502
t_1126,-88.18342,13.61862,0.14400323,0.14599772,0.14973578
t_1127,-88.14748,13.63608,0.14477555,0.14441188,0.14321966
t_1128,-88.20138,13.63608,0.14240088,0.1456157,0.15296194
t_1129,-88.16545,13.63608,0.14310919,0.14415394,0.1459578
t_113,-88.03968,13.28663,0.15207495,0.16482551,0.18095024
t_1130,-88.18342,13.63608,0.14644186,0.14748883,0.149192
t_1131,-88.18342,13.65354,0.14960197,0.14928739,0.14821829
t_1132,-88.20138,13.65354,0.15359779,0.15309478,0.15161982
t_1133,-88.12952,13.63608,0.14897682,0.14621027,0.14247522
t_1134,-88.09358,13.63608,0.13519627,0.13590331,0.1373057
t_1135,-88.12952,13.65354,0.13396561,0.13582204,0.14039728
t_1136,-88.09358,13.65354,0.15228538,0.14626919,0.13825688
t_1137,-88.11155,13.65354,0.13894948,0.13884452,0.1384505
t_1138,-88.12952,13.671,0.13276014,0.13460447,0.13957068
t_1139,-88.11155,13.671,0.14602652,0.14320265,0.13918127
t_114,-88.05765,13.28663,0.15311374,0.16726315,0.18642849
t_1140,-88.09358,13.671,0.13352346,0.13415453,0.13594988
t_1141,-88.12952,13.68846,0.120884836,0.12482364,0.13848498
t_1142,-88.11155,13.68846,0.12844872,0.13044448,0.13663147
t_1143,-88.14748,13.65354,0.14932165,0.14711115,0.14421766
t_1144,-88.16545,13.65354,0.14315808,0.14390478,0.14523329
t_1145,-88.20138,13.671,0.12366916,0.12957883,0.11879244
t_1146,-88.18342,13.671,0.12785512,0.13247831,0.14690015
t_1147,-88.14748,13.671,0.1282966,0.13167958,0.14172477
t_1148,-88.16545,13.671,0.13078775,0.13423277,0.14415915
t_1149,-88.20138,13.68846,0.13323063,0.13697544,0.14806333
t_115,-88.07562,13.30411,0.15200639,0.1659361,0.18557636
t_1150,-88.16545,13.68846,0.12353214,0.1279367,0.14280502
t_1151,-88.18342,13.68846,0.13026927,0.13398102,0.14531301
t_1152,-88.14748,13.68846,0.12762587,0.1307626,0.14053418
t_1153,-88.84817,13.26914,0.3084993,0.36012414,0.37653542
t_1154,-88.7763,13.25166,0.3520293,0.35806784,0.3773862
t_1155,-88.79427,13.25166,0.3487112,0.36614615,0.37916073
t_1156,-88.81224,13.25166,0.35309008,0.36477357,0.38119683
t_1157,-88.7763,13.26914,0.34709814,0.3566981,0.3718548
t_1158,-88.81224,13.26914,0.30424353,0.35416844,0.37155232
t_1159,-88.79427,13.26914,0.350171,0.35490772,0.3735956
t_116,-88.03968,13.30411,0.14415053,0.15669332,0.17523523
t_1160,-88.79427,13.28663,0.34833634,0.3444472,0.3676163
t_1161,-88.8302,13.26914,0.34802237,0.36612165,0.37390074
t_1162,-88.8841,13.28663,0.31031054,0.36143014,0.37735048
t_1163,-88.8302,13.28663,0.351691,0.34678406,0.37216568
t_1164,-88.86613,13.28663,0.35320753,0.36242172,0.37810975
t_1165,-88.84817,13.28663,0.3510228,0.35920545,0.37497926
t_1166,-88.84817,13.30411,0.34950957,0.3501679,0.3688398
t_1167,-88.86613,13.30411,0.3530906,0.34743997,0.3721915
t_1168,-88.8302,13.30411,0.34832278,0.3424766,0.365867
t_1169,-88.8841,13.30411,0.3069881,0.35561284,0.37176895
t_117,-88.05765,13.30411,0.148139,0.16138126,0.18049721
t_1170,-88.7763,13.28663,0.34760085,0.33766788,0.36592507
t_1171,-88.81224,13.28663,0.34574223,0.35604224,0.36970365
t_1172,-88.81224,13.30411,0.3458792,0.34345084,0.36331433
t_1173,-88.79427,13.30411,0.34515977,0.33671305,0.36120972
t_1174,-88.7763,13.30411,0.3439607,0.33695605,0.35957852
t_1175,-88.81224,13.3216,0.3418717,0.32019854,0.38040742
t_1176,-88.7763,13.3216,0.34057865,0.32711837,0.35277623
t_1177,-88.79427,13.3216,0.34069264,0.3356483,0.35434294
t_1178,-88.79427,13.33908,0.33757597,0.3213201,0.37029773
t_1179,-88.81224,13.33908,0.33910233,0.3265736,0.3491472
t_118,-88.05765,13.3216,0.1883806,0.17787535,0.1886507
t_1180,-88.90207,13.30411,0.3585505,0.3460985,0.37985662
t_1181,-88.92003,13.30411,0.3134319,0.36423004,0.37986302
t_1182,-88.90207,13.3216,0.35509515,0.33562317,0.3993212
t_1183,-88.938,13.3216,0.3632221,0.35840464,0.3835734
t_1184,-88.92003,13.3216,0.35980147,0.35058814,0.3787803
t_1185,-88.92003,13.33908,0.3575191,0.34383777,0.37324113
t_1186,-88.90207,13.33908,0.35324842,0.34822595,0.36822492
t_1187,-88.938,13.33908,0.36116907,0.34586778,0.37846696
t_1188,-88.92003,13.35656,0.35491332,0.34780565,0.36750638
t_1189,-88.90207,13.35656,0.3508961,0.34209025,0.36199754
t_119,-88.03968,13.3216,0.17600246,0.17381033,0.17176151
t_1190,-88.8841,13.3216,0.3531334,0.34335822,0.3698639
t_1191,-88.86613,13.3216,0.34991255,0.3431744,0.36586878
t_1192,-88.8302,13.3216,0.34401688,0.34083274,0.3591208
t_1193,-88.84817,13.3216,0.34722248,0.3394867,0.3622707
t_1194,-88.8302,13.33908,0.34108293,0.3230486,0.37555298
t_1195,-88.8841,13.33908,0.34976026,0.3433848,0.36349857
t_1196,-88.86613,13.33908,0.34684214,0.33584917,0.35915342
t_1197,-88.84817,13.33908,0.34354934,0.33492696,0.3552724
t_1198,-88.8841,13.35656,0.34714895,0.3288045,0.38076586
t_1199,-88.84817,13.35656,0.3399626,0.31979105,0.37119126
t_12,-87.89595,13.18169,0.14308238,0.15592839,0.17348787
t_120,-88.07562,13.3216,0.18765862,0.18330336,0.18159129
t_1200,-88.7763,13.33908,0.33657503,0.32222196,0.3454896
t_1201,-88.79427,13.35656,0.333163,0.31840035,0.33912674
t_1202,-88.7763,13.35656,0.332151,0.3168332,0.33767635
t_1203,-88.81224,13.35656,0.33459386,0.3227018,0.3413234
t_1204,-88.7763,13.37404,0.32678765,0.31326887,0.32929948
t_1205,-88.81224,13.37404,0.33037722,0.31318066,0.33296898
t_1206,-88.79427,13.37404,0.32854915,0.31001997,0.35292014
t_1207,-88.7763,13.39152,0.32119212,0.30677724,0.32032916
t_1208,-88.81224,13.39152,0.3252238,0.30794388,0.3240601
t_1209,-88.79427,13.39152,0.321895,0.3096558,0.32171836
t_121,-88.07562,13.33908,0.18395692,0.1779931,0.17575742
t_1210,-88.86613,13.35656,0.3430726,0.3334412,0.35204563
t_1211,-88.8302,13.35656,0.33706418,0.31637746,0.36735532
t_1212,-88.86613,13.37404,0.3396988,0.32683298,0.3445481
t_1213,-88.8302,13.37404,0.33276755,0.3093731,0.35862258
t_1214,-88.8841,13.37404,0.3442753,0.32873243,0.34980354
t_1215,-88.84817,13.37404,0.33629882,0.31688717,0.36276397
t_1216,-88.8302,13.39152,0.32829377,0.3031211,0.34933093
t_1217,-88.8841,13.39152,0.34016776,0.32895663,0.3425304
t_1218,-88.86613,13.39152,0.33594128,0.32142505,0.3366623
t_1219,-88.84817,13.39152,0.3320452,0.31396082,0.33156598
t_122,-88.03968,13.33908,0.17454323,0.16972758,0.16672668
t_1220,-88.938,13.35656,0.35951385,0.34269097,0.3732177
t_1221,-88.92003,13.37404,0.3531728,0.34183237,0.3616572
t_1222,-88.90207,13.37404,0.3480229,0.33877853,0.35556215
t_1223,-88.938,13.37404,0.3574881,0.34910867,0.36792928
t_1224,-88.90207,13.39152,0.3450292,0.33560836,0.34898826
t_1225,-88.938,13.39152,0.35620764,0.34552172,0.36274138
t_1226,-88.92003,13.39152,0.35110623,0.3392061,0.3558024
t_1227,-88.92003,13.409,0.3498303,0.3351371,0.35009226
t_1228,-88.90207,13.409,0.3441642,0.32665992,0.34236956
t_1229,-88.938,13.409,0.35475475,0.34437615,0.35784647
t_123,-87.94985,13.33908,0.1411247,0.13984196,0.1371428
t_1230,-88.84817,13.409,0.32388997,0.3157882,0.32270825
t_1231,-88.8302,13.409,0.32144284,0.30889446,0.31809726
t_1232,-88.86613,13.409,0.33009163,0.3198505,0.3283874
t_1233,-88.8841,13.409,0.33480084,0.32724616,0.33502218
t_1234,-88.84817,13.42647,0.31411245,0.31088027,0.31334785
t_1235,-88.8841,13.42647,0.33239087,0.32085225,0.3273318
t_1236,-88.86613,13.42647,0.32191908,0.3164486,0.31972334
t_1237,-88.8302,13.42647,0.31029144,0.30544207,0.30830416
t_1238,-88.84817,13.44395,0.30770707,0.3029008,0.3034602
t_1239,-88.8302,13.44395,0.29817972,0.29737535,0.29471993
t_124,-87.96782,13.33908,0.13039105,0.1361196,0.14258158
t_1240,-88.79427,13.409,0.3151743,0.30346054,0.3121402
t_1241,-88.81224,13.409,0.31779101,0.30578426,0.31458288
t_1242,-88.7763,13.409,0.3159995,0.29644483,0.3107499
t_1243,-88.81224,13.42647,0.30734217,0.30114552,0.30455115
t_1244,-88.79427,13.42647,0.30879658,0.2951593,0.30199477
t_1245,-88.7763,13.42647,0.3033444,0.2962894,0.30057544
t_1246,-88.7763,13.44395,0.29179916,0.28794995,0.2898341
t_1247,-88.79427,13.44395,0.29031372,0.28990108,0.2881376
t_1248,-88.81224,13.44395,0.29843011,0.29285315,0.29400477
t_1249,-88.7763,13.46142,0.2788991,0.27769193,0.2755671
t_125,-87.93189,13.33908,0.10855333,0.11520514,0.1281145
t_1250,-88.90207,13.42647,0.33905298,0.3291862,0.3358417
t_1251,-88.92003,13.42647,0.34336868,0.339411,0.34474516
t_1252,-88.938,13.42647,0.35241333,0.345175,0.35346848
t_1253,-88.90207,13.44395,0.33377054,0.32739106,0.3295952
t_1254,-88.92003,13.44395,0.34245917,0.3368779,0.3400759
t_1255,-88.938,13.44395,0.350702,0.34526008,0.3499413
t_1256,-88.92003,13.46142,0.33945405,0.3360226,0.332854
t_1257,-88.938,13.46142,0.35063037,0.34573504,0.34405202
t_1258,-88.90207,13.46142,0.3270588,0.32443133,0.32042074
t_1259,-88.92003,13.47889,0.33464387,0.33532855,0.33128276
t_126,-87.94985,13.35656,0.119484715,0.12502033,0.13324419
t_1260,-88.95597,13.3216,0.36606175,0.36760208,0.3885146
t_1261,-89.00987,13.35656,0.3750284,0.35768974,0.4220944
t_1262,-88.9919,13.33908,0.37182358,0.3748231,0.39469403
t_1263,-88.95597,13.33908,0.3630035,0.33955914,0.4096052
t_1264,-88.97393,13.33908,0.3693128,0.3615429,0.3892727
t_1265,-88.97393,13.35656,0.36584178,0.34105095,0.41070586
t_1266,-88.95597,13.35656,0.36392915,0.3516986,0.37902886
t_1267,-88.9919,13.35656,0.3703451,0.34795374,0.4166204
t_1268,-88.9919,13.37404,0.37091583,0.35718665,0.38595945
t_1269,-88.97393,13.37404,0.36667016,0.35812873,0.3803443
t_127,-87.93189,13.35656,0.11408824,0.11890194,0.12621357
t_1270,-88.95597,13.37404,0.36208943,0.35437658,0.3742345
t_1271,-89.06376,13.37404,0.3835712,0.37786976,0.40442953
t_1272,-89.08173,13.39152,0.38451886,0.37742314,0.40347627
t_1273,-89.02783,13.35656,0.3787395,0.37469923,0.40028802
t_1274,-89.02783,13.37404,0.37751758,0.36861098,0.39577055
t_1275,-89.00987,13.37404,0.37414348,0.36627504,0.39107805
t_1276,-89.0458,13.37404,0.38050944,0.3734103,0.40016794
t_1277,-89.0458,13.39152,0.37858793,0.36946148,0.39520925
t_1278,-89.02783,13.39152,0.37579396,0.36645466,0.39103878
t_1279,-89.00987,13.39152,0.37054062,0.37013432,0.3865373
t_128,-87.96782,13.35656,0.122333415,0.1290361,0.1397153
t_1280,-89.00987,13.409,0.37224713,0.3569474,0.38205642
t_1281,-89.0458,13.409,0.37588617,0.36773443,0.38993338
t_1282,-89.06376,13.39152,0.3811106,0.37461874,0.3992695
t_1283,-89.0997,13.39152,0.3872144,0.38550568,0.40809014
t_1284,-89.08173,13.409,0.38144606,0.3719248,0.39746082
t_1285,-89.06376,13.409,0.37877965,0.36800614,0.393579
t_1286,-89.0997,13.409,0.38523272,0.37526557,0.40191537
t_1287,-89.0997,13.42647,0.38076857,0.36895344,0.39467263
t_1288,-89.06376,13.42647,0.37440985,0.3665666,0.3873517
t_1289,-89.08173,13.42647,0.37741637,0.36636868,0.3906387
t_129,-87.93189,13.37404,0.1105424,0.11573533,0.12527499
t_1290,-89.06376,13.44395,0.36776322,0.36447737,0.38056344
t_1291,-89.0997,13.44395,0.3728551,0.36592487,0.38622564
t_1292,-88.97393,13.39152,0.36559832,0.35607326,0.3758728
t_1293,-88.95597,13.39152,0.36184648,0.346679,0.36957112
t_1294,-88.9919,13.39152,0.36952406,0.35981947,0.38151944
t_1295,-88.9919,13.409,0.36873284,0.35768098,0.37727076
t_1296,-88.97393,13.409,0.36283904,0.35869583,0.37166175
t_1297,-88.95597,13.409,0.36033285,0.34966716,0.3651668
t_1298,-88.95597,13.42647,0.35942292,0.34994516,0.36131826
t_1299,-88.97393,13.42647,0.36478555,0.35332355,0.36799344
t_13,-88.05765,13.1642,0.18867108,0.21151651,0.23345332
t_130,-87.94985,13.37404,0.098526835,0.10696966,0.10428285
t_1300,-88.9919,13.42647,0.36466947,0.36219347,0.37344927
t_1301,-88.97393,13.44395,0.3672186,0.34943643,0.3652221
t_1302,-89.02783,13.409,0.37396875,0.364043,0.38619158
t_1303,-89.0458,13.42647,0.3735657,0.3629417,0.38439214
t_1304,-89.02783,13.42647,0.3713032,0.36350238,0.38134214
t_1305,-89.00987,13.42647,0.37051204,0.35940975,0.3778117
t_1306,-89.02783,13.44395,0.37016687,0.35923788,0.37659988
t_1307,-89.0458,13.44395,0.3684575,0.36271054,0.3786233
t_1308,-89.00987,13.44395,0.36779696,0.36106616,0.3739941
t_1309,-89.0458,13.46142,0.3640139,0.35886165,0.37266266
t_131,-87.96782,13.37404,0.123133354,0.12886062,0.1375205
t_1310,-89.00987,13.46142,0.36921224,0.35772115,0.3708112
t_1311,-89.02783,13.46142,0.3697499,0.3542868,0.37207454
t_1312,-89.08173,13.44395,0.371699,0.36166736,0.3829296
t_1313,-89.0997,13.46142,0.3653479,0.35688367,0.3764663
t_1314,-89.08173,13.46142,0.36181197,0.35807535,0.37426928
t_1315,-89.06376,13.46142,0.36159533,0.35873732,0.37319487
t_1316,-89.08173,13.47889,0.34395784,0.35070577,0.3605997
t_1317,-89.06376,13.47889,0.35453525,0.35186353,0.36520147
t_1318,-89.0997,13.47889,0.33562016,0.3486264,0.36130482
t_1319,-89.06376,13.49636,0.32834965,0.3413521,0.35262626
t_132,-87.94985,13.39152,0.11053226,0.1168964,0.13068277
t_1320,-89.08173,13.49636,0.30398557,0.3272687,0.3499717
t_1321,-89.0997,13.49636,0.31299138,0.33049116,0.34883776
t_1322,-88.8841,13.44395,0.32333353,0.31846,0.3195148
t_1323,-88.86613,13.44395,0.31534967,0.30990955,0.3106465
t_1324,-88.86613,13.46142,0.30587623,0.3024035,0.29784408
t_1325,-88.8841,13.46142,0.31744725,0.3127658,0.30826634
t_1326,-88.84817,13.46142,0.29686946,0.29415298,0.2898629
t_1327,-88.8302,13.46142,0.29238874,0.28818208,0.28409296
t_1328,-88.84817,13.47889,0.28809375,0.284479,0.27919945
t_1329,-88.8841,13.47889,0.30489933,0.30503252,0.3006718
t_133,-88.05765,13.33908,0.17756931,0.17380193,0.17135377
t_1330,-88.86613,13.47889,0.29505306,0.2929857,0.28795463
t_1331,-88.8302,13.47889,0.27986175,0.2777462,0.27332538
t_1332,-88.81224,13.46142,0.28431326,0.28318992,0.27999124
t_1333,-88.79427,13.46142,0.2790075,0.27947226,0.2771894
t_1334,-88.81224,13.47889,0.2707024,0.27173355,0.2690884
t_1335,-88.7763,13.47889,0.2664382,0.2663144,0.2640949
t_1336,-88.79427,13.47889,0.26821387,0.268566,0.26602054
t_1337,-88.79427,13.49636,0.25168905,0.25501066,0.25484496
t_1338,-88.7763,13.49636,0.25005278,0.25270915,0.25233683
t_1339,-88.81224,13.49636,0.2530712,0.25761914,0.25851735
t_134,-88.03968,13.35656,0.1458168,0.1528696,0.16029161
t_1340,-88.79427,13.51383,0.23713593,0.24163511,0.24378303
t_1341,-88.7763,13.51383,0.23931298,0.24098349,0.24029641
t_1342,-88.938,13.47889,0.3487378,0.34780803,0.34426627
t_1343,-88.90207,13.47889,0.3188648,0.32011598,0.31605998
t_1344,-88.92003,13.49636,0.33101907,0.33532098,0.33304256
t_1345,-88.938,13.49636,0.34797323,0.35096505,0.3479495
t_1346,-88.90207,13.49636,0.31422487,0.31689993,0.314167
t_1347,-88.938,13.51383,0.3578845,0.35995492,0.35660005
t_1348,-88.92003,13.51383,0.33737707,0.3415657,0.3401705
t_1349,-88.90207,13.51383,0.3137665,0.31766424,0.31750113
t_135,-88.07562,13.35656,0.1789291,0.17284866,0.17012635
t_1350,-88.92003,13.5313,0.35429257,0.35676283,0.35475728
t_1351,-88.938,13.5313,0.34380195,0.35873735,0.37178335
t_1352,-88.8302,13.49636,0.260774,0.26372316,0.26310584
t_1353,-88.86613,13.49636,0.27614596,0.27851704,0.27749503
t_1354,-88.8841,13.49636,0.29470897,0.29633915,0.2938085
t_1355,-88.84817,13.49636,0.26629078,0.26918483,0.2687169
t_1356,-88.84817,13.51383,0.25789905,0.26007628,0.26085812
t_1357,-88.8302,13.51383,0.24786624,0.2521255,0.25468975
t_1358,-88.8841,13.51383,0.29221871,0.29258648,0.29070148
t_1359,-88.86613,13.51383,0.26543513,0.2663594,0.26678088
t_136,-88.05765,13.35656,0.17841156,0.16901019,0.17738195
t_1360,-88.86613,13.5313,0.2660342,0.26948252,0.2741457
t_1361,-88.8841,13.5313,0.29370272,0.29681408,0.2994459
t_1362,-88.81224,13.51383,0.24504034,0.24813525,0.24874231
