STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,VS30,VS30_TYPE,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE
KAT,KAT,35.3581,46.6775,seismic,BHRC,0.0900981998,0.1807527842,0.063643804,0.034536987,0.0,0.0,0.0,0.0,0.0762936004,0.1807527842,0.063643804,0.034536987,0.0900981998,0.1579655995,0.0490387145,0.0244699559,0.0708667003,0.0793755288,0.0538327609,0.0225229478,,,,,,,,
MHD,MHD,34.2683,46.8013,seismic,BHRC,0.0883440999,0.1651387673,0.1981805604,0.1935828505,0.0,0.0,0.0,0.0,0.0883440999,0.1651387673,0.1697797984,0.1935828505,0.0641854995,0.137342269,0.1981805604,0.1631768287,0.0537547003,0.1024938127,0.1672430928,0.0590932836,304.0,inferred,,,,,,
DGG,DGG,35.2269,46.4471,seismic,BHRC,0.0716252997,0.125010309,0.1819318038,0.0750437775,0.0,0.0,0.0,0.0,0.0666968002,0.125010309,0.1819318038,0.0742225857,0.0716252997,0.1212883976,0.1434509595,0.0750437775,0.0480153996,0.0966656157,0.1077964497,0.0580961913,,,,,,,,
MAR,MAR,35.519,46.1836,seismic,BHRC,0.0714476004,0.1306475759,0.1714815951,0.0781331372,0.0,0.0,0.0,0.0,0.0714476004,0.1219262032,0.1450779578,0.0492140267,0.048031,0.1306475759,0.1714815951,0.0781331372,0.0420743996,0.1266328073,0.0483029757,0.033972399,,,,,,,,
ILA1,ILA1,33.6458,46.428,seismic,BHRC,0.0711745005,0.1626204941,0.1124120744,0.1579874361,0.0,0.0,0.0,0.0,0.0507428002,0.1207694907,0.0835765868,0.1579874361,0.0711745005,0.1626204941,0.1124120744,0.1433870908,0.0308689001,0.112683995,0.0703376042,0.0591650541,,,,,,,,
BDR,BDR,33.3071,47.0387,seismic,BHRC,0.0657539001,0.1120112689,0.1460316171,0.0738306688,0.0,0.0,0.0,0.0,0.0339175005,0.078873575,0.0854980333,0.0449085386,0.0657539001,0.1120112689,0.1460316171,0.0738306688,0.0232549001,0.0572779125,0.0603216255,0.0452121459,466.0,inferred,,,,,,
SUM,SUM,33.8805,45.6415,seismic,BHRC,0.0625841998,0.1932389946,0.0977089897,0.1180411558,0.0,0.0,0.0,0.0,0.0580543996,0.1785229239,0.0977089897,0.0833947199,0.0625841998,0.1932389946,0.0734269739,0.1180411558,0.0276333996,0.0536163267,0.0572137402,0.041745285,642.0,inferred,,,,,,
SNI,SNI,34.4048,46.859,seismic,BHRC,0.0615200999,0.1380264986,0.0971850358,0.0633923351,0.0,0.0,0.0,0.0,0.0369530999,0.1380264986,0.0611944208,0.0276643707,0.0615200999,0.1358328618,0.0971850358,0.0633923351,0.0198717003,0.0438712484,0.0439149023,0.0436088454,323.0,inferred,,,,,,
LJA,LJA,34.8711,47.2779,seismic,BHRC,0.0569144995,0.3224163019,0.0916412934,0.0586967369,0.0,0.0,0.0,0.0,0.0444105005,0.189605479,0.054167641,0.0586967369,0.0569144995,0.3224163019,0.0916412934,0.0429046377,0.0265650999,0.0443639439,0.0369687313,0.0295662202,,,,,,,,
KRM1,KRM1,34.3345,47.0886,seismic,BHRC,0.0568914995,0.1446501438,0.1522056259,0.1506803427,0.0,0.0,0.0,0.0,0.037633,0.1012980178,0.058650173,0.0853085601,0.0568914995,0.1446501438,0.1522056259,0.1506803427,0.0207360999,0.0498958533,0.0534819743,0.0284132388,,,,,,,,
SVA,SVA,35.3115,46.3697,seismic,BHRC,0.0554053996,0.0743004296,0.0929629572,0.0553684803,0.0,0.0,0.0,0.0,0.0554053996,0.0743004296,0.0604016692,0.0553684803,0.0356919001,0.0524206608,0.0929629572,0.0493343647,0.031549,0.0685261209,0.0512715103,0.0619997545,,,,,,,,
SHN,SHN,34.4801,47.6801,seismic,BHRC,0.0462843996,0.0797374764,0.1008416535,0.0714613992,0.0,0.0,0.0,0.0,0.0247462997,0.0619083618,0.0442908554,0.0331277257,0.0462843996,0.0797374764,0.1008416535,0.0714613992,0.0198722997,0.0323624241,0.0472027045,0.0349577919,,,,,,,,
NSD,NSD,35.161,46.2039,seismic,BHRC,0.0462262997,0.1502200379,0.1734843006,0.0509302708,0.0,0.0,0.0,0.0,0.0455178002,0.1502200379,0.1734843006,0.0473457,0.0462262997,0.1123207736,0.147591715,0.0509302708,0.0548103996,0.1529807575,0.1009874736,0.0586722049,,,,,,,,
PAG,PAG,35.0677,46.6054,seismic,BHRC,0.0459488002,0.0905273927,0.0985641391,0.0376367002,0.0,0.0,0.0,0.0,0.0459488002,0.0905273927,0.0985641391,0.0376367002,0.0381259001,0.0766618525,0.0454234394,0.0353251541,0.051885,0.0955088695,0.1050840774,0.0668564615,,,,,,,,
SRS,SRS,36.1595,45.4716,seismic,BHRC,0.0410323996,0.1043871751,0.1062167159,0.0845832395,0.0,0.0,0.0,0.0,0.0410323996,0.0796604207,0.0833653909,0.0465762679,0.0388970999,0.1043871751,0.1062167159,0.0845832395,0.0146373996,0.0406367083,0.0328246538,0.0217398925,509.0,inferred,,,,,,
FRA,FRA,34.3608,48.1154,seismic,BHRC,0.0375042997,0.060369393,0.1036583057,0.0888933938,0.0,0.0,0.0,0.0,0.0321770999,0.060369393,0.1036583057,0.0888933938,0.0375042997,0.0576172289,0.0864217531,0.0802607273,0.0118425005,0.0183488118,0.0389701193,0.0369197197,401.0,inferred,,,,,,
KYN,KYN,34.7914,46.9288,seismic,BHRC,0.0366213996,0.1025574704,0.0528950259,0.0853705251,0.0,0.0,0.0,0.0,0.0366213996,0.0674170148,0.0280803006,0.0367916021,0.033282,0.1025574704,0.0528950259,0.0853705251,0.016272,0.0216894387,0.0257586236,0.0383453616,,,,,,,,
PDK,PDK,33.1515,47.7058,seismic,BHRC,0.0359050999,0.088399035,0.1228589528,0.1009402423,0.0,0.0,0.0,0.0,0.034271,0.0645165265,0.1228589528,0.1009402423,0.0359050999,0.088399035,0.1035756668,0.0777881537,0.021336,0.0502692614,0.046796594,0.0462387389,486.0,inferred,,,,,,
ARA,ARA,34.244,47.5538,seismic,BHRC,0.0358111998,0.0505941373,0.0728396075,0.1171209641,0.0,0.0,0.0,0.0,0.0198403996,0.0433433576,0.0517575656,0.0673419241,0.0358111998,0.0505941373,0.0728396075,0.1171209641,0.0131460999,0.0300600993,0.0237014333,0.0306925365,,,,,,,,
DGO,DGO,35.2752,47.4153,seismic,BHRC,0.0341978002,0.047801241,0.0791002522,0.0815443771,0.0,0.0,0.0,0.0,0.0254388002,0.047801241,0.0586399165,0.0650394343,0.0341978002,0.0447851964,0.0791002522,0.0815443771,0.0189412997,0.0553291795,0.0536868892,0.0514746508,,,,,,,,
NAG,NAG,36.9615,45.3806,seismic,BHRC,0.0338688002,0.0634261783,0.097526051,0.1134166495,0.0,0.0,0.0,0.0,0.0248707003,0.0543175331,0.0802660496,0.1134166495,0.0338688002,0.0634261783,0.097526051,0.1023337971,0.0118205005,0.025904171,0.0550392957,0.0355463015,209.0,inferred,,,,,,
DAS,DAS,32.4149,47.8261,seismic,BHRC,0.0329898002,0.0400401948,0.046246865,0.0608849573,0.0,0.0,0.0,0.0,0.0329898002,0.0400401948,0.046246865,0.0580967772,0.0274372997,0.0317224897,0.0414505328,0.0608849573,0.017807,0.0248193779,0.0379912366,0.0366037978,342.0,inferred,,,,,,
SHJ,SHJ,36.6744,46.5675,seismic,BHRC,0.0309991998,0.0441126206,0.0683078454,0.0880274361,0.0,0.0,0.0,0.0,0.0182266004,0.0441126206,0.0474285251,0.051819839,0.0309991998,0.0407830412,0.0683078454,0.0880274361,0.0206895005,0.0291263451,0.0355137425,0.0308442548,415.0,inferred,,,,,,
CLV,CLV,33.657,48.5616,seismic,BHRC,0.0293587003,0.0453276509,0.0848317716,0.1357806205,0.0,0.0,0.0,0.0,0.0243428002,0.0453276509,0.0848317716,0.0837536009,0.0293587003,0.0443398797,0.0587381285,0.1357806205,0.0087220204,0.0137903284,0.0272434921,0.0143603068,616.0,inferred,,,,,,
SAN1,SAN1,35.3227,46.9904,seismic,BHRC,0.0291593996,0.0943797446,0.0400572668,0.0314974921,0.0,0.0,0.0,0.0,0.0229848002,0.0557257409,0.0400572668,0.0211064372,0.0291593996,0.0943797446,0.0368881011,0.0314974921,0.0206845005,0.0326908667,0.0458612349,0.0486806944,,,,,,,,
PRS,PRS,39.3512,45.0613,seismic,BHRC,0.0274761998,0.0586570676,0.1071925757,0.0770821373,0.0,0.0,0.0,0.0,0.0245637003,0.0534567144,0.0883252353,0.0770821373,0.0274761998,0.0586570676,0.1071925757,0.0517356903,0.012363,0.0256356353,0.0453256329,0.0247625521,577.0,inferred,,,,,,
DZJ,DZJ,35.0637,47.9647,seismic,BHRC,0.0272481998,0.0452271748,0.0667387215,0.1309032761,0.0,0.0,0.0,0.0,0.0198029001,0.0337979211,0.0382684485,0.0350425129,0.0272481998,0.0452271748,0.0667387215,0.1309032761,0.0152146004,0.0270714422,0.0456436874,0.0283673926,863.0,inferred,,,,,,
PHL,PHL,33.0088,46.8842,seismic,BHRC,0.0258831998,0.047484021,0.0643190754,0.0576386001,0.0,0.0,0.0,0.0,0.0237398002,0.035910466,0.0643190754,0.0472539821,0.0258831998,0.047484021,0.0436108559,0.0576386001,0.0155793996,0.021688858,0.0269333447,0.0236687591,844.0,inferred,,,,,,
NRA,NRA,34.0697,47.9699,seismic,BHRC,0.0253053996,0.0543846321,0.0579228676,0.0814725951,0.0,0.0,0.0,0.0,0.0190497003,0.038132095,0.0573063725,0.0814725951,0.0253053996,0.0543846321,0.0579228676,0.0547192451,0.0175000999,0.0270290093,0.0692316818,0.0369403468,758.0,inferred,,,,,,
ALV,ALV,35.9306,45.798,seismic,BHRC,0.0224940999,0.0351078959,0.0272471405,0.0253645317,0.0,0.0,0.0,0.0,0.0190006004,0.0266733587,0.0271653132,0.0226738042,0.0224940999,0.0351078959,0.0272471405,0.0253645317,0.0180417003,0.0211389446,0.0289997679,0.0253905355,484.0,inferred,,,,,,
MOS,MOS,32.5188,47.377,seismic,BHRC,0.0216678002,0.033739406,0.0506880981,0.0445131507,0.0,0.0,0.0,0.0,0.0207669001,0.0293538601,0.0307383831,0.0445131507,0.0216678002,0.033739406,0.0506880981,0.0376342806,0.0097764302,0.0131814168,0.0224816792,0.0236393722,472.0,inferred,,,,,,
SAG,SAG,36.2346,46.2638,seismic,BHRC,0.0194230999,0.0362382492,0.0275789944,0.0173411424,0.0,0.0,0.0,0.0,0.0194230999,0.0362382492,0.0156458463,0.0173411424,0.0174372997,0.0351847811,0.0275789944,0.011326441,0.0087199796,0.0163949113,0.0139819657,0.0118455415,,,,,,,,
SUS,SUS,32.1937,48.2453,seismic,BHRC,0.0188038002,0.0249622906,0.0284213379,0.0423747505,0.0,0.0,0.0,0.0,0.0188038002,0.0206586303,0.0284213379,0.0354447278,0.0180685005,0.0249622906,0.0277208634,0.0423747505,0.0114593996,0.0123599486,0.0133223776,0.0166717369,319.0,inferred,,,,,,
DIV,DIV,35.9205,47.0152,seismic,BHRC,0.0186966004,0.0674921344,0.0413625696,0.0179221162,0.0,0.0,0.0,0.0,0.0186966004,0.0674921344,0.0376531251,0.0179221162,0.0134217003,0.0364292179,0.0413625696,0.0145541113,0.0088921498,0.0289792756,0.0169144758,0.0111765211,455.0,inferred,,,,,,
BIS,BIS,32.8253,46.9739,seismic,BHRC,0.0181897003,0.0372780208,0.0265816521,0.0229926842,0.0,0.0,0.0,0.0,0.0181897003,0.0372780208,0.0206323687,0.0229926842,0.0133069001,0.0301258149,0.0265816521,0.0202470854,0.0129372997,0.0179741292,0.0229299575,0.0150794272,873.0,inferred,,,,,,
EBH,EBH,35.9723,46.8333,seismic,BHRC,0.0177127003,0.0253928688,0.0191556743,0.0167627421,0.0,0.0,0.0,0.0,0.0177127003,0.0253928688,0.0155763825,0.0167627421,0.0134457003,0.0253734516,0.0191556743,0.0155986815,0.0097857105,0.0161758141,0.0134429619,0.0093572459,466.0,inferred,,,,,,
KSA,KSA,35.5182,47.625,seismic,BHRC,0.0171910999,0.0268361102,0.0328094556,0.0471629155,0.0,0.0,0.0,0.0,0.0171910999,0.0268361102,0.0316181449,0.0457849852,0.0129993996,0.0216958701,0.0328094556,0.0471629155,0.0089762895,0.0121078423,0.0199085721,0.0283851396,,,,,,,,
SON,SON,34.7858,47.5982,seismic,BHRC,0.0165536004,0.0331756769,0.0357373827,0.038572874,0.0,0.0,0.0,0.0,0.0153462997,0.0331756769,0.0243218123,0.0372534809,0.0165536004,0.0249046198,0.0357373827,0.038572874,0.0133462997,0.0195950824,0.0247880011,0.0296643048,1477.0,inferred,,,,,,
FMN,FMN,35.1223,48.9815,seismic,BHRC,0.0157343996,0.0185170165,0.0244140547,0.0429067389,0.0,0.0,0.0,0.0,0.0157343996,0.0185170165,0.0189068285,0.0429067389,0.0116556004,0.0143176112,0.0244140547,0.039235003,0.0093996402,0.0107058231,0.0115987482,0.0198386152,,,,,,,,
DRB,DRB,33.7046,48.8105,seismic,BHRC,0.015716,0.0193995912,0.0391265417,0.0586831148,0.0,0.0,0.0,0.0,0.015716,0.015614585,0.0391265417,0.0496378908,0.0153469001,0.0193995912,0.0373057429,0.0586831148,0.0099340795,0.0152301484,0.0263460754,0.0431210343,1103.0,inferred,,,,,,
BGM,BGM,31.5397,49.871,seismic,BHRC,0.0150923996,0.0442993421,0.0636820051,0.0426662009,0.0,0.0,0.0,0.0,0.0150923996,0.0394851212,0.0636820051,0.0426662009,0.0140486004,0.0442993421,0.0423229238,0.0267363285,0.0076386504,0.0268895715,0.0212314628,0.0118235692,267.0,inferred,,,,,,
SUL,SUL,33.1838,49.192,seismic,BHRC,0.0149443996,0.0196873586,0.0579253914,0.0420724789,0.0,0.0,0.0,0.0,0.0149443996,0.0187298941,0.0579253914,0.0340896405,0.011065,0.0196873586,0.0330537841,0.0420724789,0.0057638695,0.0134548254,0.0088799251,0.0076615399,1084.0,inferred,,,,,,
AND,AND,32.474,48.35,seismic,BHRC,0.0148562997,0.0181728958,0.0285025334,0.0289825969,0.0,0.0,0.0,0.0,0.0140026004,0.0181728958,0.0190347535,0.0244746882,0.0148562997,0.0161454151,0.0285025334,0.0289825969,0.0075958196,0.0106692565,0.011876798,0.014216504,,,,,,,,
ALR,ALR,33.8602,48.2542,seismic,BHRC,0.0148261998,0.0214281378,0.0368346359,0.0284226308,0.0,0.0,0.0,0.0,0.012679,0.0182491319,0.0238998053,0.0234749238,0.0148261998,0.0214281378,0.0368346359,0.0284226308,0.0081221397,0.0115359542,0.0141198497,0.0128883474,621.0,inferred,,,,,,
GYN,GYN,34.1721,48.2421,seismic,BHRC,0.0147325005,0.0296630349,0.0284762915,0.0380367191,0.0,0.0,0.0,0.0,0.0132190999,0.0213577087,0.0275375741,0.0380367191,0.0147325005,0.0296630349,0.0284762915,0.0365503966,0.0105438002,0.0121766337,0.0175185472,0.0446679209,731.0,inferred,,,,,,
SRD,SRD,33.561,48.0216,seismic,BHRC,0.0146622997,0.0204789452,0.0346869102,0.0413182776,0.0,0.0,0.0,0.0,0.0146622997,0.017027735,0.0346869102,0.0413182776,0.0131796004,0.0204789452,0.0281358634,0.026293385,0.014819,0.0186580985,0.0269317938,0.0408152085,814.0,inferred,,,,,,
SAN2,SAN2,35.3049,46.9995,seismic,BHRC,0.0142971998,0.0234144648,0.0293255516,0.0265572301,0.0,0.0,0.0,0.0,0.0110469001,0.0205225447,0.0254862644,0.0233885408,0.0142971998,0.0234144648,0.0293255516,0.0265572301,0.013479,0.0301867586,0.0556026603,0.0407657228,,,,,,,,
KRA1,KRA1,33.491,48.359,seismic,BHRC,0.0129359001,0.0248657489,0.0522689157,0.0273934946,0.0,0.0,0.0,0.0,0.0129359001,0.0209433824,0.0420148152,0.0273934946,0.0108767003,0.0248657489,0.0522689157,0.0222093353,0.0069378002,0.010744617,0.0128399663,0.0114395614,,,,,,,,
KNG,KNG,34.5002,47.9699,seismic,BHRC,0.0126687003,0.0234207668,0.0322156148,0.0238974807,0.0,0.0,0.0,0.0,0.0121120999,0.0190989685,0.0322156148,0.02309869,0.0126687003,0.0234207668,0.0309500253,0.0238974807,0.0100009001,0.0139809591,0.0229822688,0.0293439074,,,,,,,,
HFG,HFG,31.4419,49.529,seismic,BHRC,0.0118088002,0.0256749549,0.0161383972,0.0095287712,0.0,0.0,0.0,0.0,0.0118088002,0.0256749549,0.0161383972,0.0081895796,0.0109186004,0.0246674311,0.0147619391,0.0095287712,0.0063972304,0.0247012967,0.0086117501,0.0042608476,1046.0,inferred,,,,,,
AAD,AAD,30.3568,48.29,seismic,BHRC,0.011145,0.0214421404,0.0215348534,0.0117628782,0.0,0.0,0.0,0.0,0.0085879898,0.0181860098,0.0215348534,0.0102901025,0.011145,0.0214421404,0.0150971521,0.0117628782,0.0039592304,0.007344039,0.0034815684,0.0020601471,,,,,,,,
KNS,KNS,34.7178,48.2785,seismic,BHRC,0.0105009001,0.0309209774,0.017383608,0.0197004607,0.0,0.0,0.0,0.0,0.0084803598,0.0266422337,0.0172137083,0.015074158,0.0105009001,0.0309209774,0.017383608,0.0197004607,0.0075601203,0.0182975044,0.014705023,0.008390059,,,,,,,,
AJN,AJN,34.7303,47.9301,seismic,BHRC,0.0100782997,0.0195612546,0.0277870767,0.0209609846,0.0,0.0,0.0,0.0,0.0071135902,0.0145434509,0.0206721569,0.0209609846,0.0100782997,0.0195612546,0.0277870767,0.0198808212,0.0066315596,0.0095438747,0.0200495395,0.0132157987,,,,,,,,
QOM2,QOM2,34.655,50.895,seismic,BHRC,0.0083018603,0.0084420073,0.0085764915,0.0155764506,0.0,0.0,0.0,0.0,0.00699358,0.0069639425,0.0080345375,0.0144154675,0.0083018603,0.0084420073,0.0085764915,0.0155764506,0.0031988695,0.0032098852,0.0038096899,0.0076542165,,,,,,,,
QBD,QBD,35.2096,51.7868,seismic,BHRC,0.0048339399,0.0061266202,0.0107811761,0.0133938335,0.0,0.0,0.0,0.0,0.0048339399,0.0061266202,0.0107811761,0.0133938335,0.0040075902,0.0050472292,0.0082284712,0.0109457228,0.0026268899,0.0028805163,0.0043387753,0.0065824879,,,,,,,,
TH015,TH015,35.6042,51.3048,seismic,BHRC,0.0040400102,0.0041263423,0.0049453226,0.007782493,0.0,0.0,0.0,0.0,0.0036876901,0.0037662097,0.003941591,0.0051738083,0.0040400102,0.0041263423,0.0049453226,0.007782493,0.0020945596,0.0020722416,0.002362252,0.0031353343,,,,,,,,
MTL2,MTL2,38.471,46.711,seismic,BHRC,0.00392779,0.0050580542,0.0064007634,0.01238707,0.0,0.0,0.0,0.0,0.0037261397,0.0043410431,0.0059014128,0.01238707,0.00392779,0.0050580542,0.0064007634,0.0115553806,0.0020197003,0.0020677029,0.0032114517,0.0035847782,,,,,,,,
EYK1,EYK1,35.3408,52.0703,seismic,BHRC,0.0016345698,0.0016299907,0.0020833094,0.0030439578,0.0,0.0,0.0,0.0,0.0016345698,0.0016299907,0.0020833094,0.0023789383,0.0014582202,0.0014507592,0.0016919269,0.0030439578,0.0013278899,0.0013379691,0.001605597,0.001848685,,,,,,,,
FRK2,FRK2,35.7565,52.7605,seismic,BHRC,0.0014980703,0.0015356309,0.0017470948,0.0029910069,0.0,0.0,0.0,0.0,0.00142458,0.001444476,0.0016376776,0.0029910069,0.0014980703,0.0015356309,0.0017470948,0.0024436013,0.0008455984,0.0008901634,0.001326301,0.0022247961,883.0,inferred,,,,,,
TEH90,TEH90,35.7406,51.3637,seismic,BHRC,0.0013845505,0.0014891729,0.0018513673,0.0028361893,0.0,0.0,0.0,0.0,0.0013845505,0.0014891729,0.0018513673,0.0025591104,0.0013686799,0.0013944552,0.0016024656,0.0028361893,0.00110984,0.0011287698,0.0011741312,0.0015260418,,,,,,,,
TEH91,TEH91,35.7406,51.3637,seismic,BHRC,0.0013013496,0.0013253174,0.0016136597,0.0021070357,0.0,0.0,0.0,0.0,0.0013013496,0.0013253174,0.0016136597,0.0021070357,0.0010773802,0.0011129338,0.0014035725,0.0020539862,0.0009380765,0.0009715136,0.0010192529,0.0013250504,,,,,,,,
FSH1,FSH1,35.9331,51.5305,seismic,BHRC,0.0010637197,0.0010966944,0.0011260067,0.0014958109,0.0,0.0,0.0,0.0,0.0010637197,0.0010966944,0.0011260067,0.0014958109,0.0008405117,0.0008248042,0.0009756763,0.0013542324,0.0007655882,0.0007996599,0.0009313452,0.0014392479,,,,,,,,
MOA2,MOA2,35.7567,52.0498,seismic,BHRC,0.0008738705,0.0011041907,0.0017250096,0.0022710298,0.0,0.0,0.0,0.0,0.000858264,0.0011041907,0.0017250096,0.0022710298,0.0008738705,0.0009762609,0.0012207235,0.001537018,0.0007673364,0.0007834196,0.0011205127,0.0013168063,,,,,,,,
UTM:(38S 057 381 10000),UTM:(38S 057 381 10000),34.4738,45.8167,macroseismic,Stations_USGS,0.756002,1.218223,,1.224245,0.8059,1.0131,,1.0822,,,,,,,,,,,,,600.03,inferred,8.5,0.3,0.875,80.5989,1.4737,0.223219
UTM:(38S 063 385 10000),UTM:(38S 063 385 10000),34.8283,46.4763,macroseismic,Stations_USGS,0.677314,1.123794,,1.164331,0.8059,1.0131,,1.0822,,,,,,,,,,,,,782.33,inferred,8.4,0.3,0.875,74.9348,1.4737,0.213664
UTM:(38S 056 388 10000),UTM:(38S 056 388 10000),35.1057,45.7132,macroseismic,Stations_USGS,0.571779,0.916819,,0.717668,0.8059,1.0131,,1.0822,,,,,,,,,,,,,900.0,inferred,7.9,0.3,0.875,52.0542,1.4737,0.132228
UTM:(38S 059 389 10000),UTM:(38S 059 389 10000),35.1935,46.0435,macroseismic,Stations_USGS,0.370781,0.636377,,0.462308,0.8059,1.0131,,1.0822,,,,,,,,,,,,,586.5,inferred,7.3,0.3,0.875,33.6188,1.4737,0.087059
UTM:(38S 058 389 10000),UTM:(38S 058 389 10000),35.1944,45.9337,macroseismic,Stations_USGS,0.273737,0.483842,,0.309359,0.8059,1.0131,,1.0822,,,,,,,,,,,,,489.91,inferred,6.8,0.3,0.875,23.3536,1.4737,0.059074
UTM:(38S 063 372 10000),UTM:(38S 063 372 10000),33.6563,46.456,macroseismic,Stations_USGS,0.137661,0.300632,,0.261934,0.8059,1.0131,,1.0822,,,,,,,,,,,,,673.93,inferred,6.3,0.3,0.875,16.2228,1.4737,0.052182
UTM:(38S 057 391 10000),UTM:(38S 057 391 10000),35.3755,45.8257,macroseismic,Stations_USGS,0.132181,0.26244,,0.149199,0.8059,1.0131,,1.0822,,,,,,,,,,,,,623.1,inferred,5.8,0.3,0.875,11.2693,1.4737,0.02956
UTM:(38S 075 389 10000),UTM:(38S 075 389 10000),35.1656,47.7997,macroseismic,Stations_USGS,0.1298,0.291481,,0.271546,0.8059,1.0131,,1.0822,,,,,,,,,,,,,376.28,inferred,6.3,0.3,0.875,16.2228,1.4737,0.054333
UTM:(38S 060 393 10000),UTM:(38S 060 393 10000),35.5531,46.1585,macroseismic,Stations_USGS,0.129054,0.265161,,0.170289,0.8059,1.0131,,1.0822,,,,,,,,,,,,,315.34,inferred,5.9,0.3,0.875,12.1212,1.4737,0.033855
