# 20180618_M5.5_Osaka median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,BooreEtAl2014,ChiouYoungs2014,ZhaoEtAl2016Asc
s_204,137.8136,35.0916,0.00572,0.00572,0.00572
s_205,136.60450000000003,36.3575,0.00563,0.00563,0.00563
s_206,137.2606,34.6728,0.0056,0.0056,0.0056
s_207,133.6354,34.1138,0.00553,0.00553,0.00553
s_208,133.6121,34.7807,0.00546,0.00546,0.00546
s_209,133.33010000000002,35.4258,0.00538,0.00538,0.00538
s_210,138.22410000000002,34.7402,0.00525,0.00525,0.00525
s_211,133.4876,35.2826,0.00521,0.00521,0.00521
s_212,134.28499999999997,34.0905,0.0052,0.0052,0.0052
s_213,134.212,33.9344,0.00519,0.00519,0.00519
s_214,137.5756,35.1006,0.0051,0.0051,0.0051
s_215,132.74490000000003,35.3611,0.0051,0.0051,0.0051
s_216,133.28070000000002,34.777,0.0051,0.0051,0.0051
s_217,135.6397,33.7053,0.00504,0.00504,0.00504
s_218,137.3014,36.3322,0.00496,0.00496,0.00496
s_219,133.0682,35.4714,0.00492,0.00492,0.00492
s_220,133.63030000000003,35.5106,0.00489,0.00489,0.00489
s_221,137.02530000000002,36.2734,0.00486,0.00486,0.00486
s_222,137.7197,34.7102,0.0048,0.0048,0.0048
s_223,138.22289999999998,35.9133,0.00475,0.00475,0.00475
s_224,136.82320000000004,34.2544,0.00472,0.00472,0.00472
s_225,137.2514,36.1536,0.00471,0.00471,0.00471
s_226,137.6125,35.6079,0.00467,0.00467,0.00467
s_227,133.23310000000004,36.1925,0.0046,0.0046,0.0046
s_228,133.5018,34.9579,0.00451,0.00451,0.00451
s_229,138.46270000000004,35.4965,0.0045,0.0045,0.0045
s_230,136.90390000000002,37.2307,0.00446,0.00446,0.00446
s_231,133.50990000000002,34.5095,0.00446,0.00446,0.00446
s_232,134.0614,34.038,0.00442,0.00442,0.00442
s_233,134.16809999999998,33.2903,0.00427,0.00427,0.00427
s_234,133.52710000000002,33.5611,0.00424,0.00424,0.00424
s_235,132.90679999999998,34.3413,0.00411,0.00411,0.00411
s_236,135.94600000000003,33.5947,0.00409,0.00409,0.00409
s_237,131.6019,34.6173,0.00396,0.00396,0.00396
s_238,136.7025,36.7334,0.00394,0.00394,0.00394
s_239,137.42579999999998,35.6576,0.00387,0.00387,0.00387
s_240,137.1078,34.6221,0.00385,0.00385,0.00385
s_241,136.6431,36.5419,0.00372,0.00372,0.00372
s_242,132.9004,35.2881,0.00355,0.00355,0.00355
s_243,137.5761,34.9335,0.00343,0.00343,0.00343
s_244,136.97469999999998,36.866,0.00339,0.00339,0.00339
s_245,134.28139999999996,33.5275,0.00336,0.00336,0.00336
s_246,137.1191,35.5424,0.00333,0.00333,0.00333
s_247,137.1406,36.5864,0.00332,0.00332,0.00332
s_248,133.7896,34.2644,0.00327,0.00327,0.00327
s_249,133.90679999999998,33.5014,0.00327,0.00327,0.00327
s_25,135.95119999999997,34.528,0.1306,0.1306,0.1306
s_250,138.03380000000004,35.5787,0.0032,0.0032,0.0032
s_251,133.17759999999998,34.2936,0.0032,0.0032,0.0032
s_252,136.7783,36.8918,0.00317,0.00317,0.00317
s_253,136.68970000000002,37.1602,0.00314,0.00314,0.00314
s_254,137.5174,36.2492,0.00313,0.00313,0.00313
s_255,132.56169999999997,34.253,0.0031,0.0031,0.0031
s_256,137.26,35.9515,0.0031,0.0031,0.0031
s_257,137.08029999999997,36.7824,0.00305,0.00305,0.00305
s_258,135.49720000000002,33.5503,0.00299,0.00299,0.00299
s_259,137.9341,35.7304,0.00283,0.00283,0.00283
s_260,133.87710000000004,33.6975,0.00282,0.00282,0.00282
s_261,133.1171,34.9529,0.00274,0.00274,0.00274
s_262,138.31129999999996,34.8566,0.00274,0.00274,0.00274
s_263,137.95320000000004,35.8282,0.00271,0.00271,0.00271
s_264,132.90179999999998,35.0337,0.00271,0.00271,0.00271
s_265,136.89779999999996,36.2742,0.00266,0.00266,0.00266
s_266,132.7201,34.6029,0.0026,0.0026,0.0026
s_267,134.38890000000004,33.8788,0.00257,0.00257,0.00257
s_268,137.89750000000004,34.9816,0.00254,0.00254,0.00254
s_269,138.4096,35.7918,0.00251,0.00251,0.00251
s_27,134.99040000000002,34.533,0.10898,0.10898,0.10898
s_270,133.17039999999997,35.3644,0.00246,0.00246,0.00246
s_271,132.84180000000003,34.8143,0.00245,0.00245,0.00245
s_272,138.60159999999996,35.2128,0.00245,0.00245,0.00245
s_273,133.92430000000002,34.1644,0.00245,0.00245,0.00245
s_274,132.1766,34.1699,0.00242,0.00242,0.00242
s_275,137.147,37.308,0.00241,0.00241,0.00241
s_276,138.5677,35.6548,0.0024,0.0024,0.0024
s_277,137.99810000000002,34.7699,0.00239,0.00239,0.00239
s_278,138.62130000000002,35.1271,0.00236,0.00236,0.00236
s_279,134.1995,33.7719,0.00236,0.00236,0.00236
s_28,135.71910000000003,34.5169,0.10002,0.10002,0.10002
s_280,133.27549999999997,34.8951,0.00233,0.00233,0.00233
s_281,138.12810000000002,34.6374,0.00229,0.00229,0.00229
s_282,132.81460000000004,35.1957,0.00218,0.00218,0.00218
s_283,139.37779999999998,35.0966,0.00217,0.00217,0.00217
s_284,132.9982,34.0624,0.00214,0.00214,0.00214
s_285,133.5494,33.9788,0.00212,0.00212,0.00212
s_286,138.1332,35.0969,0.00208,0.00208,0.00208
s_287,133.08320000000003,34.404,0.00208,0.00208,0.00208
s_288,136.9681,37.0427,0.00206,0.00206,0.00206
s_289,132.91409999999996,33.7974,0.00204,0.00204,0.00204
s_29,135.58159999999998,34.4366,0.0992,0.0992,0.0992
s_290,132.2794,34.4926,0.00203,0.00203,0.00203
s_291,132.49779999999998,35.1942,0.00199,0.00199,0.00199
s_292,139.63400000000001,35.4371,0.00194,0.00194,0.00194
s_293,132.10109999999997,33.9649,0.00191,0.00191,0.00191
s_294,132.74220000000003,34.4276,0.00188,0.00188,0.00188
s_295,131.39869999999996,34.4073,0.00183,0.00183,0.00183
s_296,138.2491,36.4022,0.00178,0.00178,0.00178
s_297,137.28769999999997,37.4443,0.00172,0.00172,0.00172
s_298,133.2364,34.5686,0.00172,0.00172,0.00172
s_299,133.1612,35.5372,0.00168,0.00168,0.00168
s_3,135.56380000000001,35.017,0.39642,0.39642,0.39642
s_30,135.8965,34.9718,0.09763,0.09763,0.09763
s_300,133.80899999999997,34.0319,0.00164,0.00164,0.00164
s_301,138.4649,35.2791,0.00162,0.00162,0.00162
s_302,139.2912,35.7968,0.00157,0.00157,0.00157
s_303,132.7722,33.9621,0.00155,0.00155,0.00155
s_304,132.9377,32.9895,0.00154,0.00154,0.00154
s_305,139.42129999999997,34.9413,0.00153,0.00153,0.00153
s_306,137.0353,36.4411,0.00152,0.00152,0.00152
s_307,137.385,36.5781,0.00151,0.00151,0.00151
s_308,138.37350000000004,34.9649,0.00143,0.00143,0.00143
s_309,133.0946,34.7032,0.00142,0.00142,0.00142
s_31,136.0587,34.8779,0.0964,0.0964,0.0964
s_310,133.7298,33.7844,0.00142,0.00142,0.00142
s_311,132.5308,34.8523,0.00141,0.00141,0.00141
s_312,132.72820000000002,33.8198,0.0014,0.0014,0.0014
s_313,137.8571,35.2864,0.0014,0.0014,0.0014
s_314,133.1015,33.0797,0.00139,0.00139,0.00139
s_315,133.87633,33.7315,0.00139,0.00139,0.00139
s_316,139.6968,36.072,0.00138,0.00138,0.00138
s_317,138.1474,35.0085,0.00131,0.00131,0.00131
s_318,137.21230000000003,36.6687,0.00126,0.00126,0.00126
s_319,131.2181,33.9941,0.00124,0.00124,0.00124
s_32,136.1073,34.6285,0.09309,0.09309,0.09309
s_320,138.72659999999996,35.702,0.00124,0.00124,0.00124
s_321,136.9087,37.2265,0.00122,0.00122,0.00122
s_322,138.2235,37.1607,0.00118,0.00118,0.00118
s_323,130.70529999999997,33.8263,0.00114,0.00114,0.00114
s_324,132.35609999999997,33.9091,0.00109,0.00109,0.00109
s_325,138.20406000000003,36.54567,0.00019,0.00019,0.00019
s_326,139.81380000000001,33.1153,9e-05,9e-05,9e-05
s_327,130.87670000000003,33.125,7e-05,7e-05,7e-05
s_328,135.39867000000004,35.28567,5e-05,5e-05,5e-05
s_329,138.25716999999997,38.04,4e-05,4e-05,4e-05
s_33,135.39170000000001,34.4402,0.08891,0.08891,0.08891
s_330,133.11367,35.00183,0.0023441273,0.0023796707,0.0023964979
s_331,135.7461,34.8983,0.33289,0.33289,0.33289
s_332,135.5199,34.7159,0.26759,0.26759,0.26759
s_333,135.73040000000003,35.0094,0.19548,0.19548,0.19548
s_334,135.38959999999997,34.6628,0.18164,0.18164,0.18164
s_335,136.0512,34.6413,0.14523,0.14523,0.14523
s_336,135.7052,34.763,0.13392,0.13392,0.13392
s_337,135.08439999999996,34.9082,0.12225,0.12225,0.12225
s_338,135.85410000000002,34.5843,0.10443,0.10443,0.10443
s_339,135.55079999999998,35.2685,0.09909,0.09909,0.09909
s_340,136.03160000000003,34.853,0.09275,0.09275,0.09275
s_341,135.28110000000004,35.0708,0.08924,0.08924,0.08924
s_342,136.36919999999998,34.547,0.0823,0.0823,0.0823
s_343,136.26099999999997,34.9638,0.06597,0.06597,0.06597
s_344,135.8369,34.3061,0.06256,0.06256,0.06256
s_345,136.4563,34.9849,0.0587,0.0587,0.0587
s_346,134.31899999999996,35.0999,0.05816,0.05816,0.05816
s_347,136.6134,35.6325,0.05302,0.05302,0.05302
s_348,134.90359999999998,35.101,0.05203,0.05203,0.05203
s_349,136.41340000000002,35.6033,0.0492,0.0492,0.0492
s_350,136.61270000000002,35.5214,0.04853,0.04853,0.04853
s_351,134.9071,35.2925,0.04796,0.04796,0.04796
s_352,136.1689,34.0637,0.04661,0.04661,0.04661
s_353,135.28359999999998,34.3977,0.04461,0.04461,0.04461
s_354,136.35990000000004,35.2383,0.04167,0.04167,0.04167
s_355,134.6701,35.0322,0.04099,0.04099,0.04099
s_356,134.52369999999996,35.2193,0.03348,0.03348,0.03348
s_357,134.65660000000003,35.6208,0.03246,0.03246,0.03246
s_358,136.00220000000002,34.2925,0.03227,0.03227,0.03227
s_359,136.2835,34.7662,0.03114,0.03114,0.03114
s_36,136.2307,34.9043,0.08512,0.08512,0.08512
s_360,135.1243,35.5243,0.0306,0.0306,0.0306
s_361,134.8078,34.8164,0.02994,0.02994,0.02994
s_362,135.64890000000003,33.9666,0.02957,0.02957,0.02957
s_363,136.42449999999997,34.8224,0.02875,0.02875,0.02875
s_364,134.5423,34.9313,0.02652,0.02652,0.02652
s_365,134.79409999999996,34.2937,0.02555,0.02555,0.02555
s_366,135.2496,35.7101,0.02503,0.02503,0.02503
s_367,136.05560000000003,35.9483,0.02449,0.02449,0.02449
s_368,136.7002,35.2768,0.02448,0.02448,0.02448
s_369,136.7939,35.5038,0.02422,0.02422,0.02422
s_37,136.09569999999997,35.1339,0.08086,0.08086,0.08086
s_370,136.3293,34.358,0.024,0.024,0.024
s_371,134.1162,35.0732,0.02383,0.02383,0.02383
s_372,136.50329999999997,34.5424,0.02322,0.02322,0.02322
s_373,134.4792,34.7935,0.02315,0.02315,0.02315
s_374,135.07140000000004,34.2868,0.02307,0.02307,0.02307
s_375,136.43470000000002,35.4179,0.02264,0.02264,0.02264
s_376,136.8764,35.4121,0.02236,0.02236,0.02236
s_377,137.1057,34.7884,0.02212,0.02212,0.02212
s_378,135.86940000000004,35.5587,0.02198,0.02198,0.02198
s_379,134.8621,35.4574,0.02082,0.02082,0.02082
s_38,135.6058,34.5577,0.07762,0.07762,0.07762
s_380,134.1988,35.3946,0.02021,0.02021,0.02021
s_381,135.99689999999998,33.7644,0.01884,0.01884,0.01884
s_382,136.0303,35.639,0.0187,0.0187,0.0187
s_383,135.1334,35.313,0.01802,0.01802,0.01802
s_384,137.00400000000002,35.4527,0.01681,0.01681,0.01681
s_385,136.58659999999998,34.3532,0.01658,0.01658,0.01658
s_386,134.42340000000002,35.0671,0.01607,0.01607,0.01607
s_387,134.5953,35.4697,0.01534,0.01534,0.01534
s_388,137.59500000000003,35.9324,0.01222,0.01222,0.01222
s_389,137.72680000000003,35.184,0.01191,0.01191,0.01191
s_390,137.6105,35.6056,0.01146,0.01146,0.01146
s_391,137.53499999999997,35.1543,0.01132,0.01132,0.01132
s_392,136.7847,35.7235,0.01097,0.01097,0.01097
s_393,136.36170000000004,36.0955,0.01077,0.01077,0.01077
s_394,134.3241,34.4572,0.01044,0.01044,0.01044
s_395,135.32439999999997,34.1314,0.00984,0.00984,0.00984
s_396,136.96180000000004,35.6665,0.00972,0.00972,0.00972
s_397,137.2208,36.1338,0.00968,0.00968,0.00968
s_398,137.33590000000004,35.1392,0.00965,0.00965,0.00965
s_399,133.4918,35.3553,0.00938,0.00938,0.00938
s_4,135.63940000000002,34.7405,0.35875,0.35875,0.35875
s_400,137.23770000000002,34.9635,0.00934,0.00934,0.00934
s_401,134.31560000000002,33.6628,0.00891,0.00891,0.00891
s_402,137.3902,34.6643,0.00838,0.00838,0.00838
s_403,137.1495,35.8991,0.00835,0.00835,0.00835
s_404,133.7081,34.198,0.00784,0.00784,0.00784
s_405,135.43960000000004,33.6894,0.00769,0.00769,0.00769
s_406,138.1848,35.9465,0.00769,0.00769,0.00769
s_407,135.2122,33.9804,0.007,0.007,0.007
s_408,136.96209999999996,35.8323,0.0069,0.0069,0.0069
s_409,134.5337,33.9902,0.00681,0.00681,0.00681
s_410,137.4706,35.4571,0.00647,0.00647,0.00647
s_411,133.3909,35.2313,0.00638,0.00638,0.00638
s_412,137.7346,35.4786,0.0063,0.0063,0.0063
s_413,136.8216,34.2544,0.00625,0.00625,0.00625
s_414,136.71680000000003,36.2667,0.0062,0.0062,0.0062
s_415,132.89890000000003,35.3422,0.00593,0.00593,0.00593
s_416,133.67650000000003,35.1809,0.00548,0.00548,0.00548
s_417,135.2172,33.8248,0.00539,0.00539,0.00539
s_418,137.05700000000002,35.3059,0.00528,0.00528,0.00528
s_419,137.10540000000003,35.6682,0.00521,0.00521,0.00521
s_420,134.09180000000003,34.0112,0.00519,0.00519,0.00519
s_421,133.7486,35.3649,0.00494,0.00494,0.00494
s_422,137.3906,36.0216,0.00493,0.00493,0.00493
s_423,134.2744,34.7283,0.00492,0.00492,0.00492
s_424,137.7441,34.6683,0.00488,0.00488,0.00488
s_425,137.40390000000002,35.2194,0.00471,0.00471,0.00471
s_426,137.41139999999996,34.9512,0.00468,0.00468,0.00468
s_427,133.85270000000003,34.8684,0.00461,0.00461,0.00461
s_428,137.19830000000002,36.2448,0.00458,0.00458,0.00458
s_429,137.4393,34.7853,0.00458,0.00458,0.00458
s_430,137.8797,35.6152,0.00455,0.00455,0.00455
s_431,133.789,34.7783,0.00423,0.00423,0.00423
s_432,137.76689999999996,35.9632,0.00416,0.00416,0.00416
s_433,137.71730000000002,35.787,0.00416,0.00416,0.00416
s_434,134.12940000000003,33.8778,0.00415,0.00415,0.00415
s_435,137.56039999999996,34.6913,0.00409,0.00409,0.00409
s_436,133.1375,34.5183,0.00374,0.00374,0.00374
s_437,133.41790000000003,34.5566,0.00374,0.00374,0.00374
s_438,137.3438,36.094,0.00373,0.00373,0.00373
s_439,137.4876,34.8976,0.00363,0.00363,0.00363
s_44,136.3365,34.6435,0.07281,0.07281,0.07281
s_440,133.5283,34.6756,0.00355,0.00355,0.00355
s_441,137.3716,36.3779,0.00355,0.00355,0.00355
s_442,136.79060000000004,36.738,0.0035,0.0035,0.0035
s_443,133.6205,34.9363,0.00334,0.00334,0.00334
s_444,133.40549999999996,34.9103,0.00327,0.00327,0.00327
s_445,132.72230000000002,35.2243,0.00323,0.00323,0.00323
s_446,135.54539999999997,33.5559,0.00315,0.00315,0.00315
s_447,137.2627,36.7294,0.00305,0.00305,0.00305
s_448,137.9389,36.1184,0.00278,0.00278,0.00278
s_449,132.37940000000003,34.7471,0.0027,0.0027,0.0027
s_450,137.31870000000004,35.6401,0.00265,0.00265,0.00265
s_451,133.6861,34.6429,0.00247,0.00247,0.00247
s_452,138.91290000000004,36.144,0.00241,0.00241,0.00241
s_453,134.14819999999997,34.27,0.00241,0.00241,0.00241
s_454,137.84090000000003,35.0086,0.00237,0.00237,0.00237
s_455,138.0824,35.7946,0.00226,0.00226,0.00226
s_456,137.24360000000001,37.3458,0.00226,0.00226,0.00226
s_457,138.97770000000003,35.6247,0.00222,0.00222,0.00222
s_458,138.9128,34.9756,0.00222,0.00222,0.00222
s_459,134.11969999999997,33.5421,0.00219,0.00219,0.00219
s_46,135.68830000000003,34.3408,0.07129,0.07129,0.07129
s_460,133.0236,34.3736,0.00219,0.00219,0.00219
s_461,137.66160000000002,34.8343,0.00219,0.00219,0.00219
s_462,138.42430000000002,35.1304,0.00218,0.00218,0.00218
s_463,133.81920000000002,33.5294,0.00215,0.00215,0.00215
s_464,132.5308,35.0918,0.00206,0.00206,0.00206
s_465,132.6411,34.2883,0.00203,0.00203,0.00203
s_466,139.3539,35.404,0.00197,0.00197,0.00197
s_467,133.05809999999997,34.1918,0.00197,0.00197,0.00197
s_468,138.00580000000002,35.4489,0.00183,0.00183,0.00183
s_469,133.8243,33.6748,0.00181,0.00181,0.00181
s_47,135.95410000000004,34.3383,0.07091,0.07091,0.07091
s_470,132.7923,34.4572,0.00176,0.00176,0.00176
s_471,137.91809999999998,35.2233,0.00175,0.00175,0.00175
s_472,139.08550000000002,34.9467,0.00175,0.00175,0.00175
s_473,137.6243,35.0002,0.00171,0.00171,0.00171
s_474,132.20259999999996,34.8839,0.0017,0.0017,0.0017
s_475,139.5195,35.4991,0.00169,0.00169,0.00169
s_476,136.8206,37.0533,0.00169,0.00169,0.00169
s_477,138.0174,34.8768,0.00162,0.00162,0.00162
s_478,137.15949999999998,36.5711,0.00162,0.00162,0.00162
s_479,133.1674,34.8225,0.00162,0.00162,0.00162
s_48,135.9921,34.7732,0.07075,0.07075,0.07075
s_480,137.9305,36.0088,0.0016,0.0016,0.0016
s_481,132.6689,34.6629,0.0016,0.0016,0.0016
s_482,137.68489999999997,36.064,0.0016,0.0016,0.0016
s_483,138.20079999999996,34.9142,0.00158,0.00158,0.00158
s_484,133.30039999999997,35.5579,0.00153,0.00153,0.00153
s_485,137.0392,36.4406,0.00149,0.00149,0.00149
s_486,133.0856,35.2235,0.00144,0.00144,0.00144
s_487,133.8933,33.9997,0.00143,0.00143,0.00143
s_488,133.0226,35.5232,0.00142,0.00142,0.00142
s_489,137.92679999999996,35.2986,0.00131,0.00131,0.00131
s_49,135.17769999999996,35.0593,0.07059,0.07059,0.07059
s_490,133.31690000000003,35.0493,0.00128,0.00128,0.00128
s_491,133.34929999999997,34.3785,0.00127,0.00127,0.00127
s_492,138.5845,35.9735,0.00125,0.00125,0.00125
s_493,139.12829999999997,35.6437,0.00125,0.00125,0.00125
s_494,134.1603,33.2866,0.00122,0.00122,0.00122
s_495,138.3087,35.5351,0.0012,0.0012,0.0012
s_496,132.94799999999998,34.5482,0.00115,0.00115,0.00115
s_497,137.2844,37.5266,0.00109,0.00109,0.00109
