# 19910422_M7.6_Limon median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2014,AkkarEtAlRjb2014,CauzziEtAl2014
t_10,-82.84842,8.13196,0.03837047,0.03338735,0.040541418
t_100,-83.34249,8.48751,0.060295545,0.04877064,0.055835586
t_1000,-82.44418,9.19762,0.13674892,0.10554353,0.114231035
t_1001,-82.4891,9.19762,0.12728709,0.101825215,0.110060856
t_1002,-82.57893,9.19762,0.25746006,0.12697864,0.12838235
t_1003,-82.66876,9.19762,0.38683513,0.17209247,0.15967478
t_1004,-82.71367,9.19762,0.33475688,0.15630852,0.1436745
t_1005,-82.62384,9.24196,0.4064601,0.17431809,0.16049115
t_1006,-82.66876,9.24196,0.36058885,0.1659238,0.14821321
t_1007,-82.71367,9.24196,0.43725413,0.21022554,0.17265023
t_1008,-82.57893,9.24196,0.24599119,0.13854682,0.13559279
t_1009,-82.57893,9.28629,0.2446709,0.15724766,0.14775774
t_101,-83.16283,8.30978,0.044266604,0.037739154,0.045061957
t_1010,-82.66876,9.28629,0.47576654,0.23003437,0.18660276
t_1011,-82.62384,9.28629,0.3857579,0.16778204,0.14992562
t_1012,-82.84842,9.19762,0.40159923,0.19758846,0.17110956
t_1013,-82.80351,9.19762,0.36068237,0.17755201,0.15479323
t_1014,-82.80351,9.24196,0.4694356,0.26286814,0.21153426
t_1015,-82.75859,9.24196,0.45475832,0.23397721,0.18314
t_1016,-82.84842,9.24196,0.38292193,0.20862228,0.16322818
t_1017,-82.75859,9.28629,0.4368556,0.25715035,0.17730811
t_1018,-82.80351,9.28629,0.44057482,0.27288616,0.18041554
t_1019,-82.84842,9.28629,0.43201253,0.26816663,0.17828603
t_102,-82.89334,8.17642,0.04856209,0.040813874,0.048106406
t_1020,-82.75859,9.33061,0.57042724,0.39514428,0.22654
t_1021,-82.80351,9.33061,0.5761861,0.43441433,0.22886908
t_1022,-82.44418,9.24196,0.13914908,0.10867458,0.116477214
t_1023,-82.4891,9.24196,0.17282839,0.13643739,0.14525433
t_1024,-82.53401,9.24196,0.15464197,0.1288075,0.13052385
t_1025,-82.4891,9.28629,0.12891938,0.107557744,0.11417809
t_1026,-82.53401,9.28629,0.18291897,0.15517364,0.15396456
t_1027,-82.44418,9.28629,0.1382419,0.1090574,0.11624497
t_1028,-82.44418,9.33061,0.17554757,0.13497977,0.14870365
t_1029,-82.4891,9.33061,0.16820873,0.13829276,0.14088444
t_103,-82.93825,8.22088,0.05611105,0.045438386,0.0536613
t_1030,-82.53401,9.33061,0.18536295,0.1601742,0.15616512
t_1031,-82.44418,9.37493,0.18960717,0.12752058,0.1834111
t_1032,-82.71367,9.28629,0.42185107,0.22542824,0.1695081
t_1033,-82.62384,9.33061,0.475444,0.20733598,0.1737497
t_1034,-82.66876,9.33061,0.5170304,0.26151204,0.19721714
t_1035,-82.71367,9.33061,0.46461648,0.27293587,0.18051417
t_1036,-82.57893,9.33061,0.23562065,0.17574008,0.1603092
t_1037,-82.57893,9.37493,0.23243651,0.19865845,0.18301646
t_1038,-82.62384,9.37493,0.51598936,0.22829822,0.1880485
t_1039,-82.71367,9.37493,0.5935586,0.37422574,0.22758442
t_104,-82.89334,8.22088,0.05438327,0.044407386,0.052283324
t_1040,-82.66876,9.37493,0.55867743,0.28776777,0.20735253
t_1041,-82.71367,9.41924,0.62682307,0.39809176,0.23411667
t_1042,-82.84842,9.33061,0.4808386,0.3623402,0.19198789
t_1043,-82.80351,9.37493,0.56528205,0.5355061,0.21185808
t_1044,-82.75859,9.37493,0.52823293,0.42508855,0.20036732
t_1045,-82.84842,9.37493,0.5697263,0.5336922,0.21329537
t_1046,-82.75859,9.41924,0.56445354,0.47008118,0.21126884
t_1047,-82.84842,9.41924,0.62143594,0.60746604,0.22490363
t_1048,-82.80351,9.41924,0.6438269,0.6155708,0.2311043
t_1049,-82.80351,9.46355,0.681762,0.6380384,0.27226818
t_105,-82.93825,8.26533,0.049918216,0.041328542,0.048902895
t_1050,-82.84842,9.46355,0.6803959,0.62683105,0.24901183
t_1051,-82.75859,9.46355,0.6614216,0.5447031,0.24045345
t_1052,-82.53401,9.37493,0.20943232,0.17573808,0.18200901
t_1053,-82.4891,9.37493,0.18671957,0.15171325,0.15792666
t_1054,-82.53401,9.41924,0.22275789,0.17171347,0.21382421
t_1055,-82.44418,9.41924,0.189286,0.14135401,0.16426359
t_1056,-82.4891,9.41924,0.2077625,0.15048301,0.19745275
t_1057,-82.53401,9.46355,0.22899094,0.17805567,0.21920465
t_1058,-82.44418,9.46355,0.15944149,0.12514785,0.13385677
t_1059,-82.4891,9.46355,0.21272428,0.1539296,0.20407835
t_106,-82.89334,8.26533,0.051188525,0.042118248,0.049770176
t_1060,-82.53401,9.50785,0.23553954,0.18562792,0.22331554
t_1061,-82.4891,9.50785,0.21411505,0.16673172,0.18927398
t_1062,-82.66876,9.41924,0.5780887,0.31148127,0.23273113
t_1063,-82.62384,9.41924,0.52911675,0.24618013,0.20669152
t_1064,-82.57893,9.41924,0.23453988,0.21029015,0.20854233
t_1065,-82.57893,9.46355,0.24696764,0.20778555,0.23967439
t_1066,-82.66876,9.46355,0.6037501,0.31827277,0.22935612
t_1067,-82.71367,9.46355,0.6036838,0.38846716,0.2226714
t_1068,-82.62384,9.46355,0.4460348,0.2524536,0.2578105
t_1069,-82.62384,9.50785,0.38502252,0.24605662,0.28990728
t_107,-82.98317,8.26533,0.040944293,0.03457738,0.042373728
t_1070,-82.57893,9.50785,0.254907,0.21514976,0.24942343
t_1071,-82.66876,9.50785,0.46071407,0.2985841,0.32509258
t_1072,-82.75859,9.50785,0.7061669,0.59747046,0.28028342
t_1073,-82.84842,9.50785,0.6955665,0.63405865,0.27874145
t_1074,-82.80351,9.50785,0.6628954,0.59897244,0.24810684
t_1075,-82.84842,9.55215,0.62940395,0.5615987,0.24673633
t_1076,-82.80351,9.55215,0.67137474,0.5908642,0.25930935
t_1077,-82.75859,9.55215,0.63047373,0.5413201,0.25063503
t_1078,-82.75859,9.59644,0.70678574,0.6205305,0.3423892
t_1079,-82.80351,9.59644,0.7189789,0.63017845,0.32607648
t_108,-82.89334,8.30978,0.055627357,0.045017466,0.052934043
t_1080,-82.84842,9.59644,0.71477675,0.6273294,0.31702313
t_1081,-82.75859,9.64072,0.73415333,0.63187677,0.3525305
t_1082,-85.13913,9.59644,0.027174026,0.027437987,0.033033643
t_1083,-85.13913,9.64072,0.031790774,0.03150566,0.036975473
t_1084,-85.09421,9.59644,0.030812046,0.030221479,0.03588268
t_1085,-85.27387,9.77354,0.022211635,0.024240661,0.02939436
t_1086,-85.09421,9.64072,0.031974394,0.031235268,0.036862787
t_1087,-85.04929,9.64072,0.028893104,0.028057653,0.034037974
t_1088,-85.00438,9.685,0.030295115,0.028876089,0.035010297
t_1089,-85.09421,9.685,0.03643621,0.034662493,0.04056534
t_109,-83.16283,8.35422,0.046363205,0.039461356,0.046784442
t_1090,-85.04929,9.685,0.03309886,0.031774227,0.03755928
t_1091,-85.09421,9.72927,0.02801228,0.027843347,0.033572704
t_1092,-85.04929,9.72927,0.02847902,0.02778668,0.033736292
t_1093,-85.00438,9.72927,0.030137355,0.02880231,0.034909587
t_1094,-85.04929,9.77354,0.031078313,0.030187331,0.035962574
t_1095,-85.00438,9.77354,0.035975017,0.03381355,0.03971795
t_1096,-84.55522,9.59644,0.054403484,0.043913428,0.05172394
t_1097,-84.55522,9.64072,0.050775122,0.041297123,0.049222305
t_1098,-84.64505,9.64072,0.057818424,0.04673718,0.05452501
t_1099,-84.60014,9.64072,0.040438,0.03389029,0.042145178
t_11,-82.84842,8.17642,0.04048277,0.03462654,0.042003058
t_110,-83.20775,8.35422,0.045868795,0.03913416,0.0464223
t_1100,-84.95946,9.77354,0.040275864,0.036663078,0.042896673
t_1101,-84.64505,9.685,0.04665214,0.038915966,0.046429582
t_1102,-84.55522,9.685,0.052282505,0.04269744,0.050470274
t_1103,-84.60014,9.685,0.051576957,0.04242099,0.049983766
t_1104,-84.64505,9.72927,0.051545292,0.042929355,0.050157804
t_1105,-84.55522,9.72927,0.054661684,0.04485544,0.052394778
t_1106,-84.60014,9.72927,0.043984435,0.036913007,0.04473775
t_1107,-84.64505,9.77354,0.04586217,0.038752817,0.04611395
t_1108,-84.60014,9.77354,0.04823063,0.040362827,0.047876146
t_1109,-84.55522,9.77354,0.042634018,0.036090422,0.044312954
t_111,-83.25266,8.35422,0.045454003,0.03878142,0.04607497
t_1110,-84.60014,9.8178,0.051785525,0.043626234,0.05073401
t_1111,-84.68997,9.8178,0.04315028,0.03716217,0.044254754
t_1112,-84.68997,9.86206,0.0547257,0.046092074,0.053103585
t_1113,-85.13913,9.685,0.031899944,0.031626847,0.03708857
t_1114,-85.18404,9.685,0.02982504,0.0303204,0.0356059
t_1115,-85.18404,9.72927,0.02758427,0.0284017,0.033702895
t_1116,-85.22896,9.72927,0.032921366,0.032968074,0.03859768
t_1117,-85.13913,9.72927,0.027981507,0.028295225,0.033792708
t_1118,-85.22896,9.77354,0.02499023,0.026508933,0.03169765
t_1119,-85.18404,9.77354,0.030807922,0.031221759,0.036509868
t_112,-83.16283,8.39866,0.04840524,0.041422542,0.048621777
t_1120,-85.31879,9.8178,0.023705035,0.026260596,0.03108747
t_1121,-85.27387,9.8178,0.020019157,0.022121407,0.02739895
t_1122,-85.31879,9.86206,0.022569323,0.025215292,0.030071689
t_1123,-85.3637,9.86206,0.023764849,0.026826939,0.031458117
t_1124,-85.27387,9.86206,0.021498824,0.023660311,0.02879887
t_1125,-85.27387,9.9063,0.022417556,0.024638914,0.029714502
t_1126,-85.3637,9.9063,0.017504111,0.020475196,0.025475964
t_1127,-85.13913,9.77354,0.023793997,0.02444772,0.030167729
t_1128,-85.18404,9.8178,0.025773764,0.026856394,0.032183304
t_1129,-85.13913,9.8178,0.021266216,0.02222325,0.028074522
t_113,-83.20775,8.39866,0.047902577,0.04106081,0.04823711
t_1130,-85.22896,9.8178,0.029254893,0.030390443,0.035500314
t_1131,-85.22896,9.86206,0.028232371,0.029603368,0.034656964
t_1132,-85.18404,9.86206,0.027885366,0.02887974,0.034084808
t_1133,-85.13913,9.86206,0.024374316,0.025120435,0.030729271
t_1134,-85.18404,9.9063,0.02420008,0.025460685,0.030856958
t_1135,-85.13913,9.9063,0.030290715,0.030557537,0.035938796
t_1136,-85.22896,9.9063,0.020125357,0.02194291,0.027393842
t_1137,-85.09421,9.77354,0.024818044,0.02498522,0.030875398
t_1138,-85.04929,9.8178,0.03199171,0.031059735,0.036764268
t_1139,-85.09421,9.8178,0.027578948,0.027599081,0.033275638
t_114,-83.25266,8.39866,0.047533974,0.04065192,0.04787506
t_1140,-85.00438,9.8178,0.029279947,0.028210493,0.03427326
t_1141,-85.04929,9.86206,0.029320449,0.028755182,0.03457792
t_1142,-85.09421,9.86206,0.02450039,0.024797931,0.030666728
t_1143,-85.00438,9.86206,0.02979413,0.028713716,0.034752913
t_1144,-85.09421,9.9063,0.025975628,0.026216695,0.03196507
t_1145,-85.04929,9.9063,0.02912003,0.028651992,0.0344547
t_1146,-85.00438,9.9063,0.03188931,0.03064294,0.036546905
t_1147,-85.31879,9.9063,0.021217398,0.023880733,0.028830213
t_1148,-85.3637,9.95055,0.01996736,0.023104394,0.027916556
t_1149,-85.27387,9.95055,0.023767373,0.026050014,0.031019172
t_115,-83.25266,8.44309,0.05045316,0.04280128,0.049806874
t_1150,-85.31879,9.95055,0.018019209,0.020664452,0.025824316
t_1151,-85.3637,9.99478,0.020984877,0.024248354,0.028962333
t_1152,-85.27387,9.99478,0.017665988,0.020021668,0.025378544
t_1153,-85.31879,9.99478,0.022804728,0.02563418,0.030435208
t_1154,-85.27387,10.03902,0.023625,0.026057534,0.030983688
t_1155,-85.3637,10.03902,0.017973352,0.02110772,0.026018837
t_1156,-85.31879,10.03902,0.020876052,0.023748908,0.028641287
t_1157,-85.13913,9.95055,0.02588693,0.026681954,0.03217191
t_1158,-85.18404,9.95055,0.022503976,0.023871878,0.029352587
t_1159,-85.22896,9.95055,0.018702958,0.020638498,0.026158575
t_116,-83.20775,8.44309,0.05109358,0.043293826,0.05017454
t_1160,-85.13913,9.99478,0.034978963,0.034021597,0.04003911
t_1161,-85.22896,9.99478,0.020463549,0.022381704,0.02775002
t_1162,-85.18404,9.99478,0.031019608,0.03159516,0.036948513
t_1163,-85.18404,10.03902,0.023304129,0.024808293,0.030173661
t_1164,-85.22896,10.03902,0.029601019,0.030868998,0.036069468
t_1165,-85.13913,10.03902,0.02447655,0.02548575,0.030999891
t_1166,-85.13913,10.08324,0.029490685,0.030142272,0.03545609
t_1167,-85.00438,9.95055,0.028952058,0.028121365,0.03413627
t_1168,-85.09421,9.95055,0.026464155,0.02675378,0.032440305
t_1169,-85.04929,9.95055,0.022897268,0.023150388,0.029297344
t_117,-83.16283,8.44309,0.051981878,0.043699417,0.050579235
t_1170,-85.00438,9.99478,0.045236483,0.038625903,0.04775553
t_1171,-85.04929,9.99478,0.027281942,0.027129708,0.032969046
t_1172,-85.09421,9.99478,0.025948565,0.02634628,0.032031722
t_1173,-85.04929,10.03902,0.027040957,0.026986953,0.03280524
t_1174,-85.09421,10.03902,0.02572011,0.026209317,0.031875066
t_1175,-85.00438,10.03902,0.028446399,0.027829457,0.033798147
t_1176,-85.04929,10.08324,0.026798474,0.026841758,0.032638878
t_1177,-85.31879,10.08324,0.016547158,0.019349925,0.024530523
t_1178,-85.3637,10.08324,0.022464678,0.025887052,0.030482562
t_1179,-85.27387,10.08324,0.022134012,0.024653934,0.029635863
t_118,-82.93825,8.30978,0.057350483,0.04633381,0.054300398
t_1180,-85.3637,10.12746,0.019816807,0.023249516,0.027959438
t_1181,-85.31879,10.12746,0.02549335,0.028337963,0.033084825
t_1182,-85.27387,10.12746,0.031865235,0.032350916,0.03858267
t_1183,-85.3637,10.17167,0.016589971,0.019860333,0.024787651
t_1184,-85.27387,10.17167,0.02234677,0.025028694,0.02993519
t_1185,-85.31879,10.17167,0.018237764,0.021192137,0.026187055
t_1186,-85.3637,10.21588,0.019646803,0.023230074,0.027889268
t_1187,-85.22896,10.08324,0.031513315,0.032190654,0.037823755
t_1188,-85.18404,10.08324,0.023098508,0.024683546,0.03002996
t_1189,-85.18404,10.12746,0.02289235,0.024558973,0.029885337
t_119,-82.98317,8.30978,0.04895505,0.04054156,0.048244126
t_1190,-85.22896,10.12746,0.02180701,0.0239336,0.029116368
t_1191,-85.13913,10.12746,0.0240414,0.025223028,0.030696932
t_1192,-85.18404,10.17167,0.029062523,0.030287642,0.03546705
t_1193,-85.22896,10.17167,0.02161162,0.023815889,0.02897809
t_1194,-85.13913,10.17167,0.033419453,0.033141665,0.038946547
t_1195,-85.13913,10.21588,0.02715475,0.028321128,0.033575714
t_1196,-85.22896,10.21588,0.030357923,0.031531934,0.036983848
t_1197,-85.09421,10.08324,0.025490629,0.026071299,0.031716663
t_1198,-85.00438,10.08324,0.028190235,0.027676834,0.033623498
t_1199,-85.00438,10.12746,0.030165533,0.029537687,0.035346217
t_12,-82.84842,8.22088,0.042728998,0.03596445,0.043567054
t_120,-82.98317,8.35422,0.045207776,0.037524603,0.045645725
t_1200,-85.04929,10.12746,0.026554417,0.02669387,0.032469824
t_1201,-85.09421,10.12746,0.025260061,0.025932055,0.03155643
t_1202,-85.00438,10.17167,0.034241635,0.033003207,0.038771734
t_1203,-85.09421,10.17167,0.035828844,0.034459777,0.0406878
t_1204,-85.04929,10.17167,0.033707507,0.032904133,0.038588613
t_1205,-85.04929,10.21588,0.037555665,0.035370827,0.041885205
t_1206,-85.09421,10.21588,0.029607259,0.030044014,0.035442457
t_1207,-85.54337,9.9063,0.020699536,0.025563367,0.02968768
t_1208,-85.54337,9.95055,0.018225392,0.023013854,0.02721559
t_1209,-85.58828,9.95055,0.01583685,0.020721154,0.024923205
t_121,-82.93825,8.35422,0.054666802,0.044409283,0.0523309
t_1210,-85.40862,9.86206,0.018770041,0.022146929,0.026885204
t_1211,-85.40862,9.9063,0.019775843,0.023315819,0.027942432
t_1212,-85.45354,9.9063,0.017939411,0.021754645,0.02633829
t_1213,-85.49845,9.9063,0.016325478,0.02035632,0.02489514
t_1214,-85.45354,9.95055,0.016007109,0.019664846,0.024406003
t_1215,-85.49845,9.95055,0.017885083,0.022190453,0.026592549
t_1216,-85.67811,9.99478,0.01626795,0.022142082,0.02598445
t_1217,-85.67811,10.03902,0.015090056,0.020800471,0.024713665
t_1218,-85.72303,10.03902,0.015667865,0.02191957,0.025638562
t_1219,-85.6332,9.95055,0.014388591,0.019378154,0.023551125
t_122,-82.89334,8.35422,0.06960761,0.05270831,0.0631723
t_1220,-85.58828,9.99478,0.02296903,0.027795,0.032403246
t_1221,-85.6332,9.99478,0.012489135,0.017127067,0.021476952
t_1222,-85.54337,9.99478,0.0138654,0.018057235,0.02260774
t_1223,-85.54337,10.03902,0.01766954,0.022536382,0.026731163
t_1224,-85.6332,10.03902,0.014944955,0.02019158,0.024282401
t_1225,-85.58828,10.03902,0.014203459,0.01886008,0.023189371
t_1226,-85.54337,10.08324,0.017125832,0.021992156,0.026203286
t_1227,-85.6332,10.08324,0.014615165,0.019855555,0.023953285
t_1228,-85.58828,10.08324,0.012701347,0.017160172,0.02159959
t_1229,-85.40862,9.95055,0.015439024,0.018711729,0.023680817
t_123,-82.98317,8.39866,0.05724476,0.045556795,0.053411435
t_1230,-85.49845,9.99478,0.017179374,0.021460373,0.025896894
t_1231,-85.45354,9.99478,0.019950816,0.02406785,0.02848015
t_1232,-85.40862,9.99478,0.015783824,0.019127114,0.024046384
t_1233,-85.40862,10.03902,0.020377109,0.024142848,0.028682645
t_1234,-85.49845,10.03902,0.020607414,0.025239239,0.029463178
t_1235,-85.45354,10.03902,0.01801643,0.02203538,0.02656009
t_1236,-85.45354,10.08324,0.017670197,0.021721726,0.026247261
t_1237,-85.49845,10.08324,0.016154608,0.020418786,0.024891755
t_1238,-85.40862,10.08324,0.018750703,0.022473212,0.027100319
t_1239,-85.67811,10.08324,0.014169022,0.019720707,0.023698911
t_124,-82.89334,8.39866,0.07771947,0.055506967,0.06742105
t_1240,-85.72303,10.08324,0.0156067135,0.021916928,0.025619889
t_1241,-85.76795,10.12746,0.014315908,0.020821558,0.024454152
t_1242,-85.67811,10.12746,0.015316831,0.021224542,0.02507011
t_1243,-85.72303,10.12746,0.0140550975,0.020073516,0.023879038
t_1244,-85.76795,10.17167,0.013716152,0.02012975,0.023792047
t_1245,-85.58828,10.12746,0.014743936,0.019661408,0.023887988
t_1246,-85.54337,10.12746,0.016787974,0.021678086,0.025890118
t_1247,-85.6332,10.12746,0.01436155,0.01961243,0.023709048
t_1248,-85.58828,10.17167,0.015827179,0.02105905,0.025156138
t_1249,-85.6332,10.17167,0.013767398,0.018934894,0.023064079
t_125,-82.93825,8.39866,0.069423825,0.052695837,0.06160414
t_1250,-85.54337,10.17167,0.014016064,0.01847051,0.022901086
t_1251,-85.58828,10.21588,0.016927421,0.02242644,0.026411457
t_1252,-85.54337,10.21588,0.0149849085,0.019682525,0.023999883
t_1253,-85.6332,10.21588,0.013812808,0.01906881,0.023165708
t_1254,-85.6332,10.26008,0.015919298,0.02175392,0.025629148
t_1255,-77.9526,7.28628,0.00076400203,0.008129644,0.009351927
t_1256,-77.90769,7.28628,0.0006741513,0.0074375477,0.008729311
t_1257,-77.90769,7.33083,0.0007271065,0.007882572,0.009125809
t_1258,-77.86277,7.33083,0.00090731925,0.0098133385,0.010762042
t_1259,-77.86277,7.37538,0.0005325706,0.006328283,0.007511969
t_126,-82.89334,8.44309,0.08510579,0.0580886,0.07086647
t_1260,-77.90769,7.37538,0.0009312861,0.009704571,0.010701218
t_1261,-77.99752,7.33083,0.0006200792,0.006513685,0.00796281
t_1262,-77.9526,7.33083,0.0007661329,0.0080579985,0.009300298
t_1263,-78.04243,7.37538,0.0008242691,0.008090702,0.009385708
t_1264,-77.99752,7.37538,0.0007408202,0.0075272904,0.00887143
t_1265,-77.9526,7.37538,0.0010333576,0.010337522,0.011278666
t_1266,-77.9526,7.41992,0.000818461,0.008370579,0.00958997
t_1267,-78.04243,7.41992,0.0009466306,0.009066141,0.010236657
t_1268,-77.99752,7.41992,0.00082602026,0.00822655,0.009489695
t_1269,-78.08735,7.41992,0.0008692614,0.008185835,0.009502764
t_127,-82.98317,8.44309,0.078201056,0.056988366,0.06712411
t_1270,-78.2221,7.55352,0.00101932,0.008483772,0.0098696975
t_1271,-80.42297,7.28628,0.009395032,0.0200253,0.023655968
t_1272,-80.60263,7.28628,0.0073491866,0.016835555,0.019221613
t_1273,-80.64755,7.28628,0.005648184,0.013114742,0.015898611
t_1274,-80.46789,7.28628,0.0069397674,0.016808536,0.0190588
t_1275,-80.5128,7.28628,0.0047833514,0.011920231,0.014667809
t_1276,-80.87213,7.24173,0.0056006988,0.012233144,0.015290076
t_1277,-80.82721,7.24173,0.0072559495,0.015666071,0.018352931
t_1278,-80.7823,7.24173,0.006784586,0.014992271,0.017693168
t_1279,-80.73738,7.24173,0.007635966,0.016874285,0.01935366
t_128,-83.02808,8.30978,0.042374928,0.035681568,0.043552943
t_1280,-80.73738,7.28628,0.006341853,0.014083422,0.016877398
t_1281,-80.7823,7.28628,0.00704848,0.01524503,0.017977543
t_1282,-80.87213,7.28628,0.007594776,0.01578284,0.01857109
t_1283,-80.82721,7.28628,0.0065939403,0.014106975,0.01700363
t_1284,-80.87213,7.33083,0.00960798,0.01893624,0.021568911
t_1285,-80.82721,7.33083,0.008633033,0.017607532,0.020244945
t_1286,-80.73738,7.33083,0.0061290027,0.013412021,0.01632286
t_1287,-80.91704,7.33083,0.0074683516,0.015025035,0.018002894
t_1288,-80.91704,7.37538,0.016017184,0.022089893,0.03034605
t_1289,-80.7823,7.33083,0.0051784753,0.011752593,0.0145231495
t_129,-83.11792,8.30978,0.044796646,0.038023453,0.045413055
t_1290,-80.73738,7.37538,0.005235745,0.01175495,0.014623862
t_1291,-80.7823,7.37538,0.010135484,0.019907387,0.022555225
t_1292,-80.87213,7.37538,0.01534691,0.022029992,0.02968357
t_1293,-80.82721,7.37538,0.012387343,0.021983398,0.02565634
t_1294,-80.73738,7.41992,0.00784617,0.016213382,0.01896744
t_1295,-80.7823,7.41992,0.00888626,0.017761242,0.020445365
t_1296,-80.82721,7.41992,0.009102392,0.017856667,0.020590201
t_1297,-80.87213,7.41992,0.008106995,0.015888339,0.018850751
t_1298,-80.82721,7.46446,0.0077667474,0.015274594,0.018296253
t_1299,-80.91704,7.41992,0.010908686,0.02008378,0.022864949
t_13,-81.59078,8.04302,0.026866062,0.029231256,0.03409025
t_130,-83.11792,8.35422,0.05432743,0.045422062,0.052640002
t_1300,-80.91704,7.46446,0.01025019,0.01887529,0.02171965
t_1301,-80.91704,7.50899,0.010798592,0.019419529,0.022298852
t_1302,-80.96196,7.50899,0.012952575,0.02193497,0.025024196
t_1303,-80.96196,7.55352,0.014230126,0.022993937,0.026467025
t_1304,-80.91704,7.55352,0.012206158,0.02106848,0.02402218
t_1305,-80.87213,7.46446,0.010221027,0.019089064,0.021870123
t_1306,-80.73738,7.46446,0.0054263696,0.012018811,0.014718666
t_1307,-80.7823,7.46446,0.0077505903,0.015511076,0.018449603
t_1308,-80.7823,7.50899,0.007663039,0.015094263,0.018131144
t_1309,-80.82721,7.50899,0.0085638035,0.0164143,0.019389477
t_131,-83.073,8.35422,0.051047616,0.04273811,0.05010754
t_1310,-80.87213,7.50899,0.0073228935,0.014010506,0.017266884
t_1311,-80.73738,7.50899,0.0059411437,0.012256285,0.015475592
t_1312,-80.73738,7.55352,0.0058698296,0.012287926,0.015238275
t_1313,-80.82721,7.55352,0.007214773,0.013835103,0.01710523
t_1314,-80.87213,7.55352,0.009986886,0.018198,0.02114628
t_1315,-80.28822,7.41992,0.0097877905,0.01999846,0.02447059
t_1316,-77.86277,7.41992,0.0006186583,0.0068453057,0.008214828
t_1317,-77.90769,7.41992,0.0005603982,0.0064000436,0.007593778
t_1318,-77.90769,7.46446,0.00060663867,0.006503904,0.007939069
t_1319,-77.86277,7.46446,0.0006858269,0.0074200146,0.008729127
t_132,-83.02808,8.35422,0.053174004,0.044042576,0.051533625
t_1320,-77.86277,7.50899,0.0007996253,0.008449336,0.009629313
t_1321,-77.81786,7.50899,0.00082952314,0.008951627,0.01003558
t_1322,-77.90769,7.50899,0.00061338156,0.0065026213,0.007946206
t_1323,-77.81786,7.55352,0.0007195881,0.0077992952,0.00905456
t_1324,-77.86277,7.55352,0.00078992115,0.008272958,0.009486982
t_1325,-77.99752,7.46446,0.0012185641,0.011303809,0.012207095
t_1326,-78.04243,7.46446,0.00089630956,0.008543143,0.009797586
t_1327,-77.9526,7.46446,0.000866073,0.008714603,0.009895665
t_1328,-77.99752,7.50899,0.0007809,0.0076457933,0.009004126
t_1329,-77.9526,7.50899,0.0006549464,0.0067169648,0.008160062
t_133,-83.11792,8.39866,0.052329626,0.044180065,0.051319733
t_1330,-78.04243,7.50899,0.0011188665,0.010256801,0.011286235
t_1331,-77.9526,7.55352,0.00062072586,0.0065158317,0.007837378
t_1332,-77.99752,7.55352,0.0008230418,0.007940487,0.009271044
t_1333,-78.04243,7.55352,0.0007806438,0.007380828,0.008803835
t_1334,-78.04243,7.59804,0.00069683156,0.0066462304,0.008136586
t_1335,-77.90769,7.55352,0.0006865343,0.0071014576,0.00848893
t_1336,-77.81786,7.59804,0.0011510135,0.011442799,0.012300174
t_1337,-77.86277,7.59804,0.0010597231,0.010545101,0.011464381
t_1338,-77.90769,7.59804,0.00081460475,0.008206295,0.009462668
