# 19910422_M7.6_Limon median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2014,AkkarEtAlRjb2014,CauzziEtAl2014
t_1176,-85.04929,10.08324,0.024418022,0.024888089,0.041072413
t_1177,-85.31879,10.08324,0.01509448,0.01803324,0.030938653
t_1178,-85.3637,10.08324,0.020508101,0.024130313,0.038448885
t_1179,-85.27387,10.08324,0.020195493,0.022969794,0.03737299
t_118,-82.93825,8.30978,0.053021252,0.042914063,0.06855367
t_1180,-85.3637,10.12746,0.018082425,0.021671815,0.03526633
t_1181,-85.31879,10.12746,0.023284268,0.026409773,0.041727543
t_1182,-85.27387,10.12746,0.029154625,0.030141162,0.048655476
t_1183,-85.3637,10.17167,0.015134229,0.018512812,0.031265713
t_1184,-85.27387,10.17167,0.020391501,0.023319654,0.03775064
t_1185,-85.31879,10.17167,0.016636603,0.01975048,0.03302801
t_1186,-85.3637,10.21588,0.017927777,0.021654304,0.03517813
t_1187,-85.22896,10.08324,0.028810412,0.029979402,0.047689926
t_1188,-85.18404,10.08324,0.02106668,0.022974448,0.037853315
t_1189,-85.18404,10.12746,0.02087842,0.02285883,0.037670903
t_119,-82.98317,8.30978,0.04529782,0.037498094,0.06092225
t_1190,-85.22896,10.12746,0.019891435,0.02228975,0.03671116
t_1191,-85.13913,10.12746,0.02192175,0.023457253,0.038679432
t_1192,-85.18404,10.17167,0.026539749,0.028192533,0.044707455
t_1193,-85.22896,10.17167,0.0197132,0.022180947,0.03653719
t_1194,-85.13913,10.17167,0.03054093,0.030824248,0.04907554
t_1195,-85.13913,10.21588,0.024776433,0.026344622,0.04231008
t_1196,-85.22896,10.21588,0.027749162,0.029369123,0.046632312
t_1197,-85.09421,10.08324,0.02323655,0.024216078,0.039942935
t_1198,-85.00438,10.08324,0.02566979,0.025597857,0.04226413
t_1199,-85.00438,10.12746,0.02747732,0.027321488,0.044429414
t_12,-82.84842,8.22088,0.0391479,0.0334556,0.05497719
t_120,-82.98317,8.35422,0.042007346,0.034600418,0.057656717
t_1200,-85.04929,10.12746,0.024194926,0.024752416,0.040859513
t_1201,-85.09421,10.12746,0.023025878,0.024087626,0.03974098
t_1202,-85.00438,10.17167,0.031219464,0.030537073,0.04874007
t_1203,-85.09421,10.17167,0.032745354,0.032013174,0.051242735
t_1204,-85.04929,10.17167,0.03075911,0.030517463,0.048562367
t_1205,-85.04929,10.21588,0.03431759,0.032816518,0.052717526
t_1206,-85.09421,10.21588,0.027013378,0.027917158,0.044640247
t_1207,-85.54337,9.9063,0.018902684,0.023837179,0.037452247
t_1208,-85.54337,9.95055,0.016634792,0.021459702,0.034333497
t_1209,-85.58828,9.95055,0.014450666,0.019322397,0.031441953
t_121,-82.93825,8.35422,0.05066581,0.04103248,0.066077895
t_1210,-85.40862,9.86206,0.01712551,0.020648262,0.03391472
t_1211,-85.40862,9.9063,0.018046219,0.021737577,0.03524798
t_1212,-85.45354,9.9063,0.016368145,0.020283706,0.03322554
t_1213,-85.49845,9.9063,0.01489423,0.018980995,0.031405747
t_1214,-85.45354,9.95055,0.014603533,0.01833498,0.030787773
t_1215,-85.49845,9.95055,0.016320903,0.020691037,0.033546917
t_1216,-85.67811,9.99478,0.0148490155,0.0206481,0.032781217
t_1217,-85.67811,10.03902,0.013771101,0.019396992,0.031178018
t_1218,-85.72303,10.03902,0.014301681,0.0204408,0.032344986
t_1219,-85.6332,9.95055,0.013127754,0.018070426,0.029711254
t_122,-82.89334,8.35422,0.06455925,0.048792016,0.07974527
t_1220,-85.58828,9.99478,0.02099688,0.025918657,0.040878356
t_1221,-85.6332,9.99478,0.011394394,0.015971221,0.02709452
t_1222,-85.54337,9.99478,0.012649873,0.016837735,0.02852045
t_1223,-85.54337,10.03902,0.01612652,0.021014322,0.033722233
t_1224,-85.6332,10.03902,0.013636903,0.018828897,0.030633746
t_1225,-85.58828,10.03902,0.012958372,0.017586866,0.029254545
t_1226,-85.54337,10.08324,0.015629128,0.020506825,0.033056263
t_1227,-85.6332,10.08324,0.013335542,0.018515538,0.03021853
t_1228,-85.58828,10.08324,0.011587927,0.016001703,0.027248936
t_1229,-85.40862,9.95055,0.014084996,0.01744481,0.029871875
t_123,-82.98317,8.39866,0.053570498,0.041835293,0.06748465
t_1230,-85.49845,9.99478,0.015675463,0.020010158,0.032669216
t_1231,-85.45354,9.99478,0.018210238,0.022440007,0.03592705
t_1232,-85.40862,9.99478,0.014399468,0.017831814,0.030332776
t_1233,-85.40862,10.03902,0.018597977,0.022507666,0.03618088
t_1234,-85.49845,10.03902,0.018816182,0.02353356,0.037168026
t_1235,-85.45354,10.03902,0.016439466,0.020544872,0.03350481
t_1236,-85.45354,10.08324,0.016123,0.020252377,0.033110112
t_1237,-85.49845,10.08324,0.01473875,0.01903884,0.031401094
t_1238,-85.40862,10.08324,0.017109225,0.020951025,0.034184784
t_1239,-85.67811,10.08324,0.01292885,0.018390076,0.029897824
t_124,-82.89334,8.39866,0.07239514,0.05126667,0.08511283
t_1240,-85.72303,10.08324,0.014246005,0.02043833,0.03232142
t_1241,-85.76795,10.12746,0.0130661465,0.019417005,0.030850856
t_1242,-85.67811,10.12746,0.013979187,0.019792441,0.031627685
t_1243,-85.72303,10.12746,0.012826145,0.018719282,0.030125204
t_1244,-85.76795,10.17167,0.012517575,0.018771868,0.030015558
t_1245,-85.58828,10.12746,0.013452183,0.018334087,0.030135853
t_1246,-85.54337,10.12746,0.015320243,0.020213975,0.032661177
t_1247,-85.6332,10.12746,0.013103863,0.018288823,0.029910406
t_1248,-85.58828,10.17167,0.014443193,0.0196374,0.031735696
t_1249,-85.6332,10.17167,0.012560898,0.017657027,0.029096743
t_125,-82.93825,8.39866,0.06478403,0.048538826,0.07779759
t_1250,-85.54337,10.17167,0.012787284,0.017223068,0.028890435
t_1251,-85.58828,10.21588,0.01545068,0.020912528,0.03331937
t_1252,-85.54337,10.21588,0.0136716,0.018353289,0.030276636
t_1253,-85.6332,10.21588,0.01260261,0.017781932,0.029224968
t_1254,-85.6332,10.26008,0.01452991,0.02028588,0.032332774
t_1255,-77.9526,7.28628,0.0006970458,0.0075813746,0.011798286
t_1256,-77.90769,7.28628,0.0006150648,0.006935954,0.011012801
t_1257,-77.90769,7.33083,0.0006633816,0.007350965,0.011513019
t_1258,-77.86277,7.33083,0.00082783273,0.00915152,0.013577272
t_1259,-77.86277,7.37538,0.00048589308,0.0059014987,0.0094770165
t_126,-82.89334,8.44309,0.079607055,0.05350685,0.08945933
t_1260,-77.90769,7.37538,0.00084969687,0.009050088,0.013500537
t_1261,-77.99752,7.33083,0.00056573196,0.0060743974,0.010045792
t_1262,-77.9526,7.33083,0.0006989889,0.007514561,0.011733152
t_1263,-78.04243,7.37538,0.00075202895,0.007545059,0.011840903
t_1264,-77.99752,7.37538,0.0006758905,0.007019644,0.011192096
t_1265,-77.9526,7.37538,0.0009428431,0.009640352,0.014229038
t_1266,-77.9526,7.41992,0.0007467343,0.0078060613,0.012098599
t_1267,-78.04243,7.41992,0.00086368195,0.008454714,0.012914452
t_1268,-77.99752,7.41992,0.0007536287,0.007671746,0.011972092
t_1269,-78.08735,7.41992,0.0007930783,0.0076337764,0.01198858
t_127,-82.98317,8.44309,0.074025996,0.05205895,0.08482748
t_1270,-78.2221,7.55352,0.0009299864,0.007911621,0.012451501
t_1271,-80.42297,7.28628,0.008583427,0.01867478,0.029844103
t_1272,-80.60263,7.28628,0.0067071654,0.015700152,0.024249772
t_1273,-80.64755,7.28628,0.0051531447,0.012230274,0.02005751
t_1274,-80.46789,7.28628,0.006333724,0.015674956,0.024044368
t_1275,-80.5128,7.28628,0.004364111,0.011116322,0.018504744
t_1276,-80.87213,7.24173,0.0051098214,0.011408131,0.019289788
t_1277,-80.82721,7.24173,0.0066209454,0.014609541,0.02315385
t_1278,-80.7823,7.24173,0.0061905347,0.01398118,0.022321502
t_1279,-80.73738,7.24173,0.006968754,0.01573627,0.024416361
t_128,-83.02808,8.30978,0.0392824,0.0329589,0.055012386
t_1280,-80.73738,7.28628,0.0057861707,0.0131336255,0.021292336
t_1281,-80.7823,7.28628,0.0064313873,0.014216893,0.022680268
t_1282,-80.87213,7.28628,0.006930031,0.014718434,0.023429079
t_1283,-80.82721,7.28628,0.006016063,0.013155591,0.021451587
t_1284,-80.87213,7.33083,0.008770386,0.017659165,0.027211098
t_1285,-80.82721,7.33083,0.007878987,0.016420068,0.025540795
t_1286,-80.73738,7.33083,0.005591822,0.012507504,0.020592736
t_1287,-80.91704,7.33083,0.006814072,0.014011735,0.02271225
t_1288,-80.91704,7.37538,0.014664559,0.020600135,0.03828424
t_1289,-80.7823,7.33083,0.004724604,0.010959989,0.018322242
t_129,-83.11792,8.30978,0.041694473,0.035051446,0.05738505
t_1290,-80.73738,7.37538,0.0047768545,0.010962186,0.018449299
t_1291,-80.7823,7.37538,0.009253923,0.018564818,0.02845542
t_1292,-80.87213,7.37538,0.014046975,0.020544272,0.03744846
t_1293,-80.82721,7.37538,0.0113189025,0.02050082,0.03236775
t_1294,-80.73738,7.41992,0.0071597057,0.015119938,0.02392911
t_1295,-80.7823,7.41992,0.008110126,0.01656341,0.025793646
t_1296,-80.82721,7.41992,0.008307351,0.0166524,0.025976367
t_1297,-80.87213,7.41992,0.0073971953,0.014816817,0.023781898
t_1298,-80.82721,7.46446,0.0070863664,0.014244464,0.02308235
t_1299,-80.91704,7.41992,0.009959156,0.018729314,0.028846163
t_13,-81.59078,8.04302,0.024545709,0.027259873,0.04300788
t_130,-83.11792,8.35422,0.0510599,0.041662868,0.066563085
t_1300,-80.91704,7.46446,0.009355734,0.017602326,0.027401265
t_1301,-80.91704,7.50899,0.009856918,0.01810986,0.028131982
t_1302,-80.96196,7.50899,0.011829482,0.020455658,0.031570245
t_1303,-80.96196,7.55352,0.0130008515,0.021443209,0.033390503
t_1304,-80.91704,7.55352,0.011145094,0.019647606,0.030306114
t_1305,-80.87213,7.46446,0.0093296245,0.017801683,0.027591102
t_1306,-80.73738,7.46446,0.0049507716,0.011208253,0.018568903
t_1307,-80.7823,7.46446,0.0070718527,0.014464998,0.023275811
t_1308,-80.7823,7.50899,0.0069916463,0.014076294,0.022874048
t_1309,-80.82721,7.50899,0.007814283,0.015307306,0.024461547
t_131,-83.073,8.35422,0.04781915,0.039254423,0.06334254
t_1310,-80.87213,7.50899,0.006681073,0.013065627,0.021783708
t_1311,-80.73738,7.50899,0.005420428,0.011429712,0.019523833
t_1312,-80.73738,7.55352,0.005355364,0.011459219,0.019224437
t_1313,-80.82721,7.55352,0.0065824287,0.012902053,0.021579765
t_1314,-80.87213,7.55352,0.009114353,0.016970715,0.026677912
t_1315,-80.28822,7.41992,0.008944907,0.018649748,0.030871822
t_1316,-77.86277,7.41992,0.0005644356,0.0063836533,0.010363735
t_1317,-77.90769,7.41992,0.00051128166,0.00596842,0.009580226
t_1318,-77.90769,7.46446,0.0005534694,0.0060652755,0.010015841
t_1319,-77.86277,7.46446,0.0006257171,0.0069196033,0.011012569
t_132,-83.02808,8.35422,0.04964915,0.04052705,0.06511992
t_1320,-77.86277,7.50899,0.0007295509,0.007879507,0.012148233
t_1321,-77.81786,7.50899,0.0007568364,0.008347922,0.012660775
t_1322,-77.90769,7.50899,0.0005596213,0.0060640797,0.010024845
t_1323,-77.81786,7.55352,0.0006565213,0.0072733047,0.011423131
t_1324,-77.86277,7.55352,0.0007206948,0.007715023,0.0119686695
t_1325,-77.99752,7.46446,0.0011118684,0.010541471,0.015400333
t_1326,-78.04243,7.46446,0.0008177614,0.007966987,0.012360525
t_1327,-77.9526,7.46446,0.0007901785,0.008126884,0.012484259
t_1328,-77.99752,7.50899,0.00071245746,0.0071301553,0.011359505
t_1329,-77.9526,7.50899,0.00059754314,0.0062639676,0.010294643
t_133,-83.11792,8.39866,0.04974102,0.040235724,0.06495652
t_1330,-78.04243,7.50899,0.0010208572,0.009565075,0.014238588
t_1331,-77.9526,7.55352,0.0005663219,0.0060763992,0.009887548
t_1332,-77.99752,7.55352,0.00075090706,0.007404975,0.0116962455
t_1333,-78.04243,7.55352,0.0007122237,0.006883059,0.01110682
t_1334,-78.04243,7.59804,0.0006357573,0.0061980034,0.010265025
t_1335,-77.90769,7.55352,0.0006263625,0.00662253,0.010709538
t_1336,-77.81786,7.59804,0.0010502422,0.010671088,0.015517762
t_1337,-77.86277,7.59804,0.000966906,0.009833932,0.014463334
t_1338,-77.90769,7.59804,0.0007432136,0.007652856,0.011937995
t_1339,-77.90769,7.64256,0.0006437743,0.0066569163,0.010772072
t_134,-83.02808,8.39866,0.05047757,0.04006411,0.06490936
t_1340,-77.81786,7.64256,0.0012551039,0.011714815,0.017344324
t_1341,-77.86277,7.64256,0.00065430487,0.0069241114,0.011061432
t_1342,-77.90769,7.68708,0.00091195456,0.0090019405,0.013530153
t_1343,-77.81786,7.68708,0.0009409018,0.0096795885,0.01426852
t_1344,-77.86277,7.68708,0.00076200854,0.007882224,0.012197354
t_1345,-77.99752,7.59804,0.0010316685,0.009693233,0.014384363
t_1346,-77.9526,7.59804,0.0006571268,0.00667374,0.01081003
t_1347,-77.9526,7.64256,0.00061338255,0.006228896,0.010283593
t_1348,-78.04243,7.64256,0.00066596555,0.0063704364,0.010511924
t_1349,-77.99752,7.64256,0.00069937756,0.0068114335,0.0110147465
t_135,-83.073,8.39866,0.052950203,0.04221296,0.06768399
t_1350,-77.9526,7.68708,0.00065478653,0.006531727,0.010660931
t_1351,-78.04243,7.68708,0.00083359674,0.007702748,0.012113704
t_1352,-77.99752,7.68708,0.0010660755,0.009788392,0.014521902
t_1353,-77.99752,7.73159,0.0010344111,0.009467792,0.0141534135
t_1354,-78.04243,7.73159,0.0007974718,0.0073240567,0.011678064
t_1355,-77.77294,7.64256,0.00056108454,0.0063611786,0.010334921
t_1356,-77.77294,7.68708,0.0008671483,0.009265606,0.013745143
t_1357,-77.77294,7.73159,0.00069564575,0.007578273,0.01179289
t_1358,-77.68311,7.73159,0.0008010911,0.009019819,0.013406078
t_1359,-77.72802,7.73159,0.00059089233,0.0067068255,0.01073857
t_136,-83.11792,8.44309,0.051386654,0.039677627,0.064679526
t_1360,-77.77294,7.77609,0.00056767167,0.0062618884,0.01024348
