# 19910422_M7.6_Limon median gmf, Stations:None, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2014,AkkarEtAlRjb2014,CauzziEtAl2014
t_1023,-82.4891,9.24196,0.12872756,0.07271117,0.11295935
t_1024,-82.53401,9.24196,0.10286044,0.058562763,0.09272859
t_1025,-82.4891,9.28629,0.09709095,0.056453638,0.091017365
t_1026,-82.53401,9.28629,0.126963,0.072368965,0.11127507
t_1027,-82.44418,9.28629,0.11424064,0.06514382,0.10158981
t_1028,-82.44418,9.33061,0.15368025,0.08692514,0.13481767
t_1029,-82.4891,9.33061,0.13268545,0.07619677,0.115993716
t_103,-82.93825,8.22088,0.036621988,0.02924901,0.04613823
t_1030,-82.53401,9.33061,0.13275214,0.07612492,0.1160072
t_1031,-82.44418,9.37493,0.1774309,0.09060756,0.17298666
t_1032,-82.71367,9.28629,0.08974611,0.052104954,0.08491276
t_1033,-82.62384,9.33061,0.11832961,0.06761122,0.10468884
t_1034,-82.66876,9.33061,0.12217978,0.069821626,0.10754048
t_1035,-82.71367,9.33061,0.096021354,0.05584562,0.09012215
t_1036,-82.57893,9.33061,0.12157028,0.06956047,0.10722647
t_1037,-82.57893,9.37493,0.14422902,0.083173186,0.12552987
t_1038,-82.62384,9.37493,0.1320514,0.076047726,0.115577616
t_1039,-82.71367,9.37493,0.13135381,0.075409226,0.11489997
t_104,-82.89334,8.22088,0.0355751,0.028557643,0.04506539
t_1040,-82.66876,9.37493,0.13110146,0.075377695,0.11475893
t_1041,-82.71367,9.41924,0.13702835,0.07930361,0.11961599
t_1042,-82.84842,9.33061,0.09159621,0.05319951,0.086440995
t_1043,-82.80351,9.37493,0.105661385,0.06112644,0.09673429
t_1044,-82.75859,9.37493,0.10125897,0.05910143,0.09452591
t_1045,-82.84842,9.37493,0.10677348,0.061509002,0.09700545
t_1046,-82.75859,9.41924,0.10869576,0.06393793,0.10086417
t_1047,-82.84842,9.41924,0.11598155,0.06708315,0.10422294
t_1048,-82.80351,9.41924,0.12057509,0.0696076,0.107379004
t_1049,-82.80351,9.46355,0.1505198,0.08657588,0.12904517
t_105,-82.93825,8.26533,0.03211522,0.025918752,0.041570682
t_1050,-82.84842,9.46355,0.13551316,0.07796663,0.11774956
t_1051,-82.75859,9.46355,0.13391122,0.07686927,0.116329476
t_1052,-82.53401,9.37493,0.1588974,0.090584956,0.1393366
t_1053,-82.4891,9.37493,0.15524787,0.08924778,0.13461024
t_1054,-82.53401,9.41924,0.18442792,0.09830195,0.16910587
t_1055,-82.44418,9.41924,0.18618931,0.10316003,0.16165301
t_1056,-82.4891,9.41924,0.18826672,0.09920969,0.1747059
t_1057,-82.53401,9.46355,0.19933462,0.10691387,0.17956589
t_1058,-82.44418,9.46355,0.16852282,0.095266946,0.13787954
t_1059,-82.4891,9.46355,0.20340969,0.10732142,0.1879993
t_106,-82.89334,8.26533,0.03310354,0.026520671,0.042406864
t_1060,-82.53401,9.50785,0.21570717,0.11751514,0.19000557
t_1061,-82.4891,9.50785,0.21633579,0.121114045,0.18210384
t_1062,-82.66876,9.41924,0.15144326,0.08730688,0.13085634
t_1063,-82.62384,9.41924,0.15110725,0.08694827,0.12977718
t_1064,-82.57893,9.41924,0.17010413,0.096295245,0.14697263
t_1065,-82.57893,9.46355,0.19499049,0.105460696,0.17393535
t_1066,-82.66876,9.46355,0.15564762,0.08883007,0.13113663
t_1067,-82.71367,9.46355,0.13172083,0.075887986,0.11520957
t_1068,-82.62384,9.46355,0.18912673,0.1040471,0.16562569
t_1069,-82.62384,9.50785,0.20823506,0.1105961,0.19086517
t_107,-82.98317,8.26533,0.026152616,0.02155774,0.035990406
t_1070,-82.57893,9.50785,0.21160205,0.1150212,0.18681395
t_1071,-82.66876,9.50785,0.20443371,0.10786722,0.18917704
t_1072,-82.75859,9.50785,0.16575819,0.0943414,0.13762149
t_1073,-82.84842,9.50785,0.16031753,0.09154391,0.1346919
t_1074,-82.80351,9.50785,0.13977014,0.08011596,0.120115854
t_1075,-82.84842,9.55215,0.14185137,0.08169645,0.12200313
t_1076,-82.80351,9.55215,0.15304491,0.087540016,0.1283886
t_1077,-82.75859,9.55215,0.14651681,0.08456035,0.12512656
t_1078,-82.75859,9.59644,0.21710505,0.12462727,0.17417167
t_1079,-82.80351,9.59644,0.2067058,0.11840872,0.16526917
t_108,-82.89334,8.30978,0.035843316,0.027978247,0.04455562
t_1080,-82.84842,9.59644,0.20021302,0.114413604,0.16059014
t_1081,-82.75859,9.64072,0.23442966,0.13728032,0.1831992
t_1082,-85.13913,9.59644,0.022776347,0.021057999,0.034226548
t_1083,-85.13913,9.64072,0.027047861,0.024397995,0.038569555
t_1084,-85.09421,9.59644,0.025741287,0.023078905,0.03697513
t_1085,-85.27387,9.77354,0.019805035,0.019364078,0.031698816
t_1086,-85.09421,9.64072,0.02709218,0.024030725,0.03825219
t_1087,-85.04929,9.64072,0.024352109,0.021415412,0.035127353
t_1088,-85.00438,9.685,0.025813518,0.022062706,0.03620614
t_1089,-85.09421,9.685,0.031367872,0.026965102,0.04240246
t_109,-83.16283,8.35422,0.029786833,0.023819633,0.039099835
t_1090,-85.04929,9.685,0.02834096,0.024470463,0.03905662
t_1091,-85.09421,9.72927,0.024392214,0.021694617,0.03535933
t_1092,-85.04929,9.72927,0.024718154,0.021524992,0.03535823
t_1093,-85.00438,9.72927,0.026074862,0.02217791,0.036398128
t_1094,-85.04929,9.77354,0.02740426,0.023586845,0.037998803
t_1095,-85.00438,9.77354,0.031665906,0.02631247,0.041762266
t_1096,-84.55522,9.59644,0.04338467,0.030301254,0.04914222
t_1097,-84.55522,9.64072,0.040999927,0.0285706,0.047037955
t_1098,-84.64505,9.64072,0.047145855,0.03327339,0.05284518
t_1099,-84.60014,9.64072,0.032683145,0.023674235,0.040546734
t_11,-82.84842,8.17642,0.026550766,0.022399865,0.03674706
t_110,-83.20775,8.35422,0.029456563,0.023675285,0.038861115
t_1100,-84.95946,9.77354,0.03538269,0.02840645,0.04486825
t_1101,-84.64505,9.685,0.038459916,0.027661677,0.045355983
t_1102,-84.55522,9.685,0.04284873,0.029640721,0.048502535
t_1103,-84.60014,9.685,0.04240954,0.029825486,0.048425548
t_1104,-84.64505,9.72927,0.043276343,0.030719433,0.04938141
t_1105,-84.55522,9.72927,0.045478266,0.031208009,0.050606996
t_1106,-84.60014,9.72927,0.036683124,0.025988203,0.04363346
t_1107,-84.64505,9.77354,0.039037935,0.027816879,0.04570633
t_1108,-84.60014,9.77354,0.040819578,0.028530292,0.046933003
t_1109,-84.55522,9.77354,0.035857275,0.025080701,0.042929333
t_111,-83.25266,8.35422,0.029130854,0.023532772,0.038625408
t_1110,-84.60014,9.8178,0.044408776,0.030781219,0.04988274
t_1111,-84.68997,9.8178,0.037480243,0.027141852,0.044601426
t_1112,-84.68997,9.86206,0.048333004,0.033881824,0.05380116
t_1113,-85.13913,9.685,0.027513923,0.024660654,0.038959425
t_1114,-85.18404,9.685,0.025796844,0.023749236,0.037576705
t_1115,-85.18404,9.72927,0.024167923,0.022368835,0.035816543
t_1116,-85.22896,9.72927,0.028988423,0.02624153,0.04118842
t_1117,-85.13913,9.72927,0.024443472,0.02217013,0.035755638
t_1118,-85.22896,9.77354,0.022243034,0.021102296,0.034058284
t_1119,-85.18404,9.77354,0.027395127,0.024813628,0.0390786
t_112,-83.16283,8.39866,0.031275462,0.024468571,0.040172543
t_1120,-85.31879,9.8178,0.021466766,0.021207385,0.03385937
t_1121,-85.27387,9.8178,0.018087752,0.017782353,0.02974694
t_1122,-85.31879,9.86206,0.020704448,0.020487128,0.03296989
t_1123,-85.3637,9.86206,0.02183618,0.021883281,0.034585554
t_1124,-85.27387,9.86206,0.019690817,0.019152926,0.031482585
t_1125,-85.27387,9.9063,0.020802049,0.020112494,0.032698475
t_1126,-85.3637,9.9063,0.01627552,0.016778735,0.028184457
t_1127,-85.13913,9.77354,0.021071082,0.019276613,0.032159675
t_1128,-85.18404,9.8178,0.023214322,0.02144028,0.03470196
t_1129,-85.13913,9.8178,0.019109735,0.017653162,0.030158985
t_113,-83.20775,8.39866,0.030926263,0.02431638,0.039921366
t_1130,-85.22896,9.8178,0.026426174,0.024418047,0.038413767
t_1131,-85.22896,9.86206,0.025848238,0.023936544,0.03776998
t_1132,-85.18404,9.86206,0.025483496,0.023245776,0.03702483
t_1133,-85.13913,9.86206,0.02222028,0.020111924,0.033263072
t_1134,-85.18404,9.9063,0.022396069,0.020647474,0.033751965
t_1135,-85.13913,9.9063,0.028012278,0.024733871,0.03917977
t_1136,-85.22896,9.9063,0.01864805,0.01784818,0.03005714
t_1137,-85.09421,9.77354,0.021923661,0.019603483,0.03277302
t_1138,-85.04929,9.8178,0.028653655,0.024474114,0.03917034
t_1139,-85.09421,9.8178,0.02473962,0.02183473,0.03560485
t_114,-83.25266,8.39866,0.03058194,0.024166174,0.039673433
t_1140,-85.00438,9.8178,0.02613936,0.022075146,0.036347855
t_1141,-85.04929,9.86206,0.026635649,0.022856377,0.037135806
t_1142,-85.09421,9.86206,0.02229389,0.019793054,0.033070363
t_1143,-85.00438,9.86206,0.027000584,0.022693748,0.0371569
t_1144,-85.09421,9.9063,0.0239604,0.021091305,0.034722183
t_1145,-85.04929,9.9063,0.026816804,0.02295113,0.037279263
t_1146,-85.00438,9.9063,0.029310787,0.024422385,0.039371014
t_1147,-85.31879,9.9063,0.019710464,0.019548755,0.031812575
t_1148,-85.3637,9.95055,0.018787479,0.019080378,0.031065553
t_1149,-85.27387,9.95055,0.022324031,0.021411605,0.034344442
t_115,-83.25266,8.44309,0.032116365,0.024834076,0.040776357
t_1150,-85.31879,9.95055,0.016936667,0.017016495,0.028666954
t_1151,-85.3637,9.99478,0.01996192,0.020145051,0.03240433
t_1152,-85.27387,9.99478,0.016771927,0.016541343,0.028259208
t_1153,-85.31879,9.99478,0.02167689,0.0212517,0.033973303
t_1154,-85.27387,10.03902,0.02266247,0.021665316,0.03468116
t_1155,-85.3637,10.03902,0.017264832,0.017618056,0.029256616
t_1156,-85.31879,10.03902,0.020039743,0.019784415,0.0321344
t_1157,-85.13913,9.95055,0.024220258,0.021711376,0.03530563
t_1158,-85.18404,9.95055,0.021080043,0.019486368,0.03231426
t_1159,-85.22896,9.95055,0.017541463,0.016899347,0.028883046
t_116,-83.20775,8.44309,0.0324806,0.024992613,0.04103747
t_1160,-85.13913,9.99478,0.033144336,0.028026653,0.04420774
t_1161,-85.22896,9.99478,0.019407969,0.018440027,0.03081902
t_1162,-85.18404,9.99478,0.029414915,0.026047584,0.040919628
t_1163,-85.18404,10.03902,0.022305857,0.020499656,0.033599727
t_1164,-85.22896,10.03902,0.028383207,0.025669204,0.040273085
t_1165,-85.13913,10.03902,0.023399888,0.020990208,0.034419183
t_1166,-85.13913,10.08324,0.028467244,0.024999622,0.03956724
t_1167,-85.00438,9.95055,0.026940482,0.0225585,0.03703218
t_1168,-85.09421,9.95055,0.024719901,0.021679224,0.035477187
t_1169,-85.04929,9.95055,0.021347182,0.018665148,0.031918164
t_117,-83.16283,8.44309,0.032850057,0.0251533,0.041302077
t_1170,-85.00438,9.99478,0.04271906,0.03163713,0.052141935
t_1171,-85.04929,9.99478,0.02573319,0.022026537,0.036147077
t_1172,-85.09421,9.99478,0.024516512,0.021487715,0.03524918
t_1173,-85.04929,10.03902,0.02577451,0.022044713,0.036177464
t_1174,-85.09421,10.03902,0.024554847,0.021504674,0.03527757
t_1175,-85.00438,10.03902,0.027062925,0.022612143,0.03712165
t_1176,-85.04929,10.08324,0.025784878,0.022049228,0.036185086
t_1177,-85.31879,10.08324,0.016027903,0.016192418,0.027650675
t_1178,-85.3637,10.08324,0.021780133,0.021735225,0.03443234
t_1179,-85.27387,10.08324,0.021424573,0.020592958,0.033330612
t_118,-82.93825,8.30978,0.03691184,0.028773224,0.045607664
t_1180,-85.3637,10.12746,0.019366706,0.019588996,0.03171284
t_1181,-85.31879,10.12746,0.024903188,0.023874374,0.037450258
t_1182,-85.27387,10.12746,0.031117683,0.027346134,0.043579463
t_1183,-85.3637,10.17167,0.016330017,0.016791226,0.028219303
t_1184,-85.27387,10.17167,0.021966517,0.021086605,0.033941712
t_1185,-85.31879,10.17167,0.017939894,0.017882833,0.029753985
t_1186,-85.3637,10.21588,0.019462226,0.019714411,0.031854115
t_1187,-85.22896,10.08324,0.030498067,0.026959551,0.042437557
t_1188,-85.18404,10.08324,0.022314483,0.020503484,0.033606213
t_1189,-85.18404,10.12746,0.022298591,0.020496286,0.033594258
t_119,-82.98317,8.30978,0.031246617,0.024942525,0.040499922
t_1190,-85.22896,10.12746,0.021262102,0.020028166,0.032811422
t_1191,-85.13913,10.12746,0.023391727,0.020986456,0.03441309
t_1192,-85.18404,10.17167,0.028521257,0.025440698,0.04002752
t_1193,-85.22896,10.17167,0.021224875,0.020011248,0.032783177
t_1194,-85.13913,10.17167,0.032767005,0.027824897,0.043838963
t_1195,-85.13913,10.21588,0.026782215,0.023775209,0.037927844
t_1196,-85.22896,10.21588,0.030008148,0.026707565,0.041983522
t_1197,-85.09421,10.08324,0.024564587,0.02150894,0.035284784
t_1198,-85.00438,10.08324,0.027073976,0.02261693,0.037129723
t_1199,-85.00438,10.12746,0.029218141,0.024276169,0.039223228
t_12,-82.84842,8.22088,0.027855659,0.02297371,0.037699685
t_120,-82.98317,8.35422,0.028693566,0.022642009,0.037849557
t_1200,-85.04929,10.12746,0.025764257,0.022040064,0.036169924
t_1201,-85.09421,10.12746,0.024545696,0.021500496,0.035270795
t_1202,-85.00438,10.17167,0.03341534,0.027299505,0.043212887
t_1203,-85.09421,10.17167,0.03508797,0.028862508,0.045666058
t_1204,-85.04929,10.17167,0.03295425,0.027364884,0.043169107
t_1205,-85.04929,10.21588,0.036948666,0.02963877,0.047031894
t_1206,-85.09421,10.21588,0.029164493,0.025151132,0.03992356
t_1207,-85.54337,9.9063,0.019326774,0.021196874,0.03314776
t_1208,-85.54337,9.95055,0.017202774,0.01918131,0.030549362
t_1209,-85.58828,9.95055,0.01495452,0.017275864,0.028030362
t_121,-82.93825,8.35422,0.034854654,0.02696985,0.043398682
t_1210,-85.40862,9.86206,0.017255079,0.018090043,0.029636573
t_1211,-85.40862,9.9063,0.018409345,0.019165158,0.030989528
t_1212,-85.45354,9.9063,0.016712721,0.017921528,0.029279195
t_1213,-85.49845,9.9063,0.015220487,0.01680643,0.027737059
t_1214,-85.45354,9.95055,0.015084207,0.01630935,0.027282612
t_1215,-85.49845,9.95055,0.0168685,0.018451149,0.029789744
t_1216,-85.67811,9.99478,0.015538513,0.0186487,0.029466655
t_1217,-85.67811,10.03902,0.014549148,0.01758953,0.028146388
t_1218,-85.72303,10.03902,0.015112468,0.01857237,0.029244633
t_1219,-85.6332,9.95055,0.013593441,0.016183985,0.02653645
t_122,-82.89334,8.35422,0.045093462,0.032920677,0.052490156
t_1220,-85.58828,9.99478,0.021936093,0.023446556,0.036619537
t_1221,-85.6332,9.99478,0.011921315,0.0143881785,0.024314124
t_1222,-85.54337,9.99478,0.013221931,0.015116039,0.025502786
t_1223,-85.54337,10.03902,0.017015912,0.018967627,0.030292459
t_1224,-85.6332,10.03902,0.014403267,0.017044617,0.027611092
t_1225,-85.58828,10.03902,0.013682269,0.015891202,0.026324406
t_1226,-85.54337,10.08324,0.016638003,0.01858774,0.029819245
t_1227,-85.6332,10.08324,0.014209161,0.01683025,0.027347166
t_1228,-85.58828,10.08324,0.012343559,0.014520033,0.024620919
t_1229,-85.40862,9.95055,0.0145375,0.01548416,0.026413398
t_123,-82.98317,8.39866,0.03549366,0.027066596,0.043715857
t_1230,-85.49845,9.99478,0.016373983,0.017936016,0.029157422
t_1231,-85.45354,9.99478,0.019006943,0.02008666,0.03200197
t_1232,-85.40862,9.99478,0.015022887,0.015916076,0.026963424
t_1233,-85.40862,10.03902,0.019590879,0.02020733,0.032319408
t_1234,-85.49845,10.03902,0.01983872,0.021225134,0.033328038
t_1235,-85.45354,10.03902,0.01733014,0.018472461,0.029987268
t_1236,-85.45354,10.08324,0.017149365,0.018291691,0.029763909
t_1237,-85.49845,10.08324,0.015685989,0.017222814,0.02827785
t_1238,-85.40862,10.08324,0.018187864,0.018890068,0.030673023
t_1239,-85.67811,10.08324,0.013780017,0.01674119,0.027097961
t_124,-82.89334,8.39866,0.04866413,0.034325175,0.05525515
t_1240,-85.72303,10.08324,0.015184172,0.018644612,0.029337365
t_1241,-85.76795,10.12746,0.014041623,0.017796041,0.028140645
t_1242,-85.67811,10.12746,0.01501583,0.018091114,0.028770164
t_1243,-85.72303,10.12746,0.013782249,0.017129738,0.02744177
t_1244,-85.76795,10.17167,0.013549815,0.017257728,0.02746652
t_1245,-85.58828,10.12746,0.014443995,0.016703526,0.027332025
t_1246,-85.54337,10.12746,0.016440755,0.018393654,0.029575886
t_1247,-85.6332,10.12746,0.014074346,0.016687017,0.027168555
t_1248,-85.58828,10.17167,0.015617606,0.017957583,0.028881107
t_1249,-85.6332,10.17167,0.013589388,0.01616467,0.026518157
t_125,-82.93825,8.39866,0.043167274,0.031836048,0.050404724
t_1250,-85.54337,10.17167,0.013824805,0.015721355,0.026251916
t_1251,-85.58828,10.21588,0.016810484,0.019189805,0.030414782
t_1252,-85.54337,10.21588,0.014875269,0.016807837,0.027596524
t_1253,-85.6332,10.21588,0.013722011,0.016329251,0.026715167
t_1254,-85.6332,10.26008,0.01590384,0.018688304,0.029634822
t_1255,-77.9526,7.28628,0.0010885485,0.007849518,0.012237894
t_1256,-77.90769,7.28628,0.0009625596,0.007183027,0.011425845
t_1257,-77.90769,7.33083,0.0010426394,0.0076207304,0.011958187
t_1258,-77.86277,7.33083,0.001303394,0.009486483,0.014105214
t_1259,-77.86277,7.37538,0.0007685375,0.0061258576,0.009856501
t_126,-82.89334,8.44309,0.051416226,0.035380997,0.057231843
t_1260,-77.90769,7.37538,0.0013409848,0.0093900515,0.014038409
t_1261,-77.99752,7.33083,0.0008855338,0.006294937,0.010429481
t_1262,-77.9526,7.33083,0.0010963532,0.0077887354,0.012184135
t_1263,-78.04243,7.37538,0.0011798576,0.00782575,0.012304608
t_1264,-77.99752,7.37538,0.0010626443,0.007282458,0.011633072
t_1265,-77.9526,7.37538,0.0014848405,0.00999903,0.014792893
t_1266,-77.9526,7.41992,0.0011815422,0.008108363,0.012592596
t_1267,-78.04243,7.41992,0.0013609575,0.008778403,0.013436182
t_1268,-77.99752,7.41992,0.0011900841,0.0079675475,0.012458415
t_1269,-78.08735,7.41992,0.0012472373,0.007925092,0.0124700805
t_127,-82.98317,8.44309,0.047803182,0.033997025,0.054182753
t_1270,-78.2221,7.55352,0.0014736324,0.008238049,0.012991852
t_1271,-80.42297,7.28628,0.010813165,0.018402362,0.02931202
t_1272,-80.60263,7.28628,0.008250252,0.015300191,0.023578579
t_1273,-80.64755,7.28628,0.0062987697,0.011884112,0.019449187
t_1274,-80.46789,7.28628,0.007950752,0.01538781,0.023559142
t_1275,-80.5128,7.28628,0.00544703,0.010883859,0.018086446
t_1276,-80.87213,7.24173,0.0059840186,0.010911964,0.01840018
t_1277,-80.82721,7.24173,0.007811786,0.014018517,0.022155164
t_1278,-80.7823,7.24173,0.0073603885,0.013453922,0.021423701
t_1279,-80.73738,7.24173,0.008344185,0.015189566,0.0235036
t_128,-83.02808,8.30978,0.027003903,0.021895133,0.036599904
t_1280,-80.73738,7.28628,0.006969313,0.012692513,0.020528791
t_1281,-80.7823,7.28628,0.007687043,0.013700971,0.021801589
t_1282,-80.87213,7.28628,0.00815544,0.014099922,0.02238091
t_1283,-80.82721,7.28628,0.007137116,0.012639732,0.020557038
t_1284,-80.87213,7.33083,0.010368154,0.016952276,0.02603375
t_1285,-80.82721,7.33083,0.009391275,0.015805941,0.024514599
t_1286,-80.73738,7.33083,0.006772794,0.012106392,0.019887483
t_1287,-80.91704,7.33083,0.007998511,0.013398679,0.021657571
t_1288,-80.91704,7.37538,0.01719006,0.01989068,0.036564287
t_1289,-80.7823,7.33083,0.0056791375,0.010577585,0.017641155
t_129,-83.11792,8.30978,0.028695637,0.023342667,0.038309995
t_1290,-80.73738,7.37538,0.005818605,0.01062852,0.017848928
t_1291,-80.7823,7.37538,0.011167557,0.01796598,0.027444996
t_1292,-80.87213,7.37538,0.016603729,0.019882752,0.035886824
t_1293,-80.82721,7.37538,0.013531092,0.019821161,0.031119602
t_1294,-80.73738,7.41992,0.008768535,0.014687973,0.023193585
t_1295,-80.7823,7.41992,0.009852697,0.016045319,0.024923205
t_1296,-80.82721,7.41992,0.0100137,0.016082078,0.02501928
t_1297,-80.87213,7.41992,0.008849987,0.014260351,0.022829806
t_1298,-80.82721,7.46446,0.008597981,0.013777595,0.022273954
t_1299,-80.91704,7.41992,0.011804636,0.017982475,0.02759671
t_13,-81.59078,8.04302,0.027150264,0.024982627,0.039193064
t_130,-83.11792,8.35422,0.035070065,0.027520759,0.0439098
t_1300,-80.91704,7.46446,0.011158731,0.016921135,0.026261479
t_1301,-80.91704,7.50899,0.01182483,0.01744199,0.027013298
t_1302,-80.96196,7.50899,0.014055913,0.019654531,0.030204631
t_1303,-80.96196,7.55352,0.015529141,0.020656709,0.032009296
t_1304,-80.91704,7.55352,0.013443243,0.0189684,0.029160058
t_1305,-80.87213,7.46446,0.011217995,0.017171059,0.026535425
t_1306,-80.73738,7.46446,0.0061023836,0.01090713,0.018033553
t_1307,-80.7823,7.46446,0.008647859,0.014034912,0.022533797
t_1308,-80.7823,7.50899,0.008603481,0.013684148,0.022190047
t_1309,-80.82721,7.50899,0.009537128,0.014834931,0.02365213
t_131,-83.073,8.35422,0.032743987,0.025787774,0.041708533
t_1310,-80.87213,7.50899,0.008090528,0.012619632,0.020991277
t_1311,-80.73738,7.50899,0.0067228335,0.011144834,0.01900029
t_1312,-80.73738,7.55352,0.0066846977,0.01119713,0.018749839
t_1313,-80.82721,7.55352,0.0080870455,0.012528046,0.02090993
t_1314,-80.87213,7.55352,0.011098138,0.01642843,0.02576086
t_1315,-80.28822,7.41992,0.01166949,0.018578054,0.030704992
t_1316,-77.86277,7.41992,0.0008966474,0.006633404,0.010790862
t_1317,-77.90769,7.41992,0.0008106397,0.0062009534,0.009973285
t_1318,-77.90769,7.46446,0.0008813946,0.0063084634,0.010438796
t_1319,-77.86277,7.46446,0.000998341,0.007197999,0.011479472
t_132,-83.02808,8.35422,0.03402071,0.026592804,0.042798933
t_1320,-77.86277,7.50899,0.001169024,0.008204871,0.012677811
t_1321,-77.81786,7.50899,0.0012148801,0.008693014,0.013214473
t_1322,-77.90769,7.50899,0.00089513895,0.006314171,0.010460341
t_1323,-77.81786,7.55352,0.0010586063,0.00758304,0.011936301
t_1324,-77.86277,7.55352,0.0011599567,0.008042533,0.012504877
t_1325,-77.99752,7.46446,0.0017626637,0.010951139,0.016044933
t_1326,-78.04243,7.46446,0.0012945032,0.008281884,0.0128753595
t_1327,-77.9526,7.46446,0.0012557877,0.0084506925,0.0130092045
t_1328,-77.99752,7.50899,0.0011352508,0.007422059,0.011849155
t_1329,-77.9526,7.50899,0.0009539857,0.006521423,0.010740187
t_133,-83.11792,8.39866,0.033683274,0.026108986,0.04231163
t_1330,-78.04243,7.50899,0.0016229022,0.00995168,0.014849682
t_1331,-77.9526,7.55352,0.00090820156,0.0063332887,0.010327772
t_1332,-77.99752,7.55352,0.0012019237,0.0077168625,0.012215174
t_1333,-78.04243,7.55352,0.0011378188,0.0071721324,0.011597732
t_1334,-78.04243,7.59804,0.001020325,0.006465894,0.010732019
t_1335,-77.90769,7.55352,0.0010063563,0.006903324,0.011187906
t_1336,-77.81786,7.59804,0.0016997422,0.011123729,0.016233522
t_1337,-77.86277,7.59804,0.0015625517,0.010257308,0.015128943
t_1338,-77.90769,7.59804,0.0011993825,0.007985902,0.012486014
t_1339,-77.90769,7.64256,0.0010436339,0.0069548176,0.011280032
t_134,-83.02808,8.39866,0.033631306,0.025859172,0.04211306
t_1340,-77.81786,7.64256,0.0020389564,0.012199883,0.018165367
t_1341,-77.86277,7.64256,0.0010625587,0.007234463,0.011584102
t_1342,-77.90769,7.68708,0.0014846909,0.009413099,0.014185241
t_1343,-77.81786,7.68708,0.0015367573,0.010119788,0.01496142
t_1344,-77.86277,7.68708,0.0012429069,0.008244203,0.012788853
t_1345,-77.99752,7.59804,0.0016582186,0.010109101,0.0150409
t_1346,-77.9526,7.59804,0.0010585815,0.0069638095,0.011304908
t_1347,-77.9526,7.64256,0.0009925968,0.006507102,0.010767421
t_1348,-78.04243,7.64256,0.001073743,0.0066536614,0.011003901
t_1349,-77.99752,7.64256,0.0011297037,0.007114997,0.011531678
t_135,-83.073,8.39866,0.035640843,0.027376728,0.044001315
t_1350,-77.9526,7.68708,0.0010644302,0.006831369,0.011176172
t_1351,-78.04243,7.68708,0.0013502127,0.008054537,0.012696658
t_1352,-77.99752,7.68708,0.0017292363,0.0102318805,0.015222326
t_1353,-77.99752,7.73159,0.0016857571,0.009909658,0.014854653
t_1354,-78.04243,7.73159,0.0012977684,0.0076679797,0.012255635
t_1355,-77.77294,7.64256,0.000914269,0.0066471463,0.010824949
t_1356,-77.77294,7.68708,0.0014187499,0.009688796,0.014413426
t_1357,-77.77294,7.73159,0.0011434894,0.0079358285,0.0123805795
t_1358,-77.68311,7.73159,0.0013206145,0.009442716,0.014074874
t_1359,-77.72802,7.73159,0.0009728756,0.0070237448,0.011274049
t_136,-83.11792,8.44309,0.033224665,0.025316104,0.04157013
t_1360,-77.77294,7.77609,0.00093731564,0.006564937,0.010766496
t_1361,-77.81786,7.73159,0.0015837329,0.010260329,0.015147439
