# 20090930_M7.6_Padang median gmf, Stations:None, gmlt:GEM, Rupture:JMA
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,KuehnEtAl2020SSlab,ParkerEtAl2020SSlab,ZhaoEtAl2006SSlab
t_1020,102.56195000000002,0.35796,0.025985464,0.028894525,0.024669481,0.00739242
t_1021,102.20262000000002,0.35796,0.030474953,0.03566342,0.030528754,0.010341843
t_1022,102.38227999999998,0.35796,0.028521338,0.032659583,0.027827896,0.009327374
t_1023,102.29245000000003,0.35796,0.028425973,0.03259307,0.028092492,0.0095066745
t_1024,102.20262000000002,0.44779,0.030379439,0.035504285,0.030224346,0.010522986
t_1025,102.29245000000003,0.44779,0.02472202,0.027339628,0.024256181,0.008979427
t_1026,102.47210999999999,0.44779,0.0269163,0.030271456,0.02575962,0.008215013
t_1027,101.93313,0.44779,0.030512014,0.035914354,0.031724535,0.012635856
t_1028,102.02296000000001,0.44779,0.033836495,0.040839456,0.034518674,0.01241505
t_1029,102.38227999999998,0.44779,0.028154248,0.03211582,0.027303863,0.008920862
t_103,99.41784000000001,2.69259,0.019781228,0.01818486,0.015913652,0.0048745307
t_1030,102.56195000000002,0.44779,0.02449516,0.026805919,0.023067197,0.00708986
t_1031,102.11279000000002,0.44779,0.028689908,0.033101954,0.028961558,0.010710602
t_1032,101.93313,0.53761,0.033972345,0.04106802,0.034803037,0.012766954
t_1033,102.47210999999999,0.53761,0.026948322,0.030302433,0.025661122,0.007854657
t_1034,102.38227999999998,0.53761,0.026873088,0.030256206,0.02585576,0.00798127
t_1035,102.56195000000002,0.53761,0.024429707,0.026698098,0.022874225,0.006788146
t_1036,102.11279000000002,0.53761,0.02945759,0.034183193,0.02945947,0.010177351
t_1037,102.29245000000003,0.53761,0.027195796,0.03078172,0.02649056,0.008654927
t_1038,102.20262000000002,0.53761,0.03036274,0.03545734,0.030009499,0.01001581
t_1039,102.02296000000001,0.53761,0.03091525,0.036395714,0.031316172,0.011035101
t_104,99.05851999999999,2.69259,0.015392564,0.013037748,0.01182095,0.004716093
t_1040,101.93313,0.62744,0.029673243,0.03457972,0.030225618,0.011308214
t_1041,102.47210999999999,0.62744,0.02435699,0.026638782,0.022923015,0.0070259837
t_1042,102.02296000000001,0.62744,0.027576705,0.03148662,0.027743418,0.010449906
t_1043,102.38227999999998,0.62744,0.02592141,0.028881699,0.024742538,0.007607664
t_1044,102.20262000000002,0.62744,0.028487097,0.032671705,0.027905867,0.008918315
t_1045,102.11279000000002,0.62744,0.029923279,0.034829915,0.029682035,0.010302977
t_1046,102.56195000000002,0.62744,0.023403946,0.025269462,0.021733342,0.006488746
t_1047,102.29245000000003,0.62744,0.026983272,0.030447988,0.026090138,0.00823725
t_1048,102.47210999999999,0.71727,0.024326954,0.026567832,0.022746226,0.006696496
t_1049,102.38227999999998,0.71727,0.02529671,0.027973536,0.023957128,0.0072403504
t_105,99.23818,2.69259,0.018177267,0.016196523,0.014381665,0.004788141
t_1050,102.02296000000001,0.71727,0.028368944,0.032570757,0.028236672,0.00988058
t_1051,102.11279000000002,0.71727,0.027684707,0.03152955,0.027210196,0.009144551
t_1052,102.20262000000002,0.71727,0.026776722,0.030175805,0.025990123,0.008461291
t_1053,102.29245000000003,0.71727,0.02697769,0.03040599,0.02590286,0.008353296
t_1054,102.56195000000002,0.71727,0.023742411,0.025705071,0.021938154,0.0066089816
t_1055,101.93313,0.71727,0.030425314,0.03562702,0.030644981,0.010672603
t_1056,102.47210999999999,0.80709,0.020045435,0.020812504,0.018432552,0.006303517
t_1057,102.11279000000002,0.80709,0.024867741,0.027509034,0.024199173,0.008649109
t_1058,102.29245000000003,0.80709,0.024667963,0.027118104,0.023422541,0.0074275937
t_1059,102.02296000000001,0.80709,0.027947677,0.03190814,0.027548088,0.009329093
t_106,99.50767000000002,2.69259,0.018946834,0.01731129,0.015251704,0.0048227203
t_1060,101.93313,0.80709,0.027666977,0.03155619,0.027620293,0.010058717
t_1061,102.38227999999998,0.80709,0.023211507,0.025065264,0.021738915,0.006880811
t_1062,102.56195000000002,0.80709,0.020723172,0.021633243,0.018863453,0.0059023313
t_1063,102.20262000000002,0.80709,0.025326096,0.028088538,0.024346411,0.008016154
t_1064,102.29245000000003,0.89691,0.02224182,0.023773273,0.020868108,0.007038482
t_1065,102.02296000000001,0.89691,0.02500838,0.027699456,0.024395308,0.008796865
t_1066,102.11279000000002,0.89691,0.025915796,0.02891446,0.024989525,0.008169645
t_1067,102.56195000000002,0.89691,0.022239676,0.02360436,0.020199526,0.005617567
t_1068,102.38227999999998,0.89691,0.01587011,0.015602416,0.01435093,0.006458785
t_1069,102.47210999999999,0.89691,0.021036543,0.02206435,0.019239368,0.0060573057
t_107,99.32801,2.69259,0.018431144,0.01656269,0.0146725355,0.004809646
t_1070,102.20262000000002,0.89691,0.024334142,0.026664784,0.02316341,0.007584234
t_1071,101.93313,0.89691,0.028648736,0.03290401,0.028289126,0.009467985
t_1072,102.56195000000002,0.98673,0.020421298,0.021165458,0.018306233,0.005339657
t_1073,102.38227999999998,0.98673,0.02146735,0.022643004,0.019713812,0.0061895973
t_1074,102.02296000000001,0.98673,0.023119224,0.025052661,0.02228899,0.008194371
t_1075,102.20262000000002,0.98673,0.023373863,0.025299432,0.022020554,0.007166626
t_1076,102.11279000000002,0.98673,0.023021894,0.024872655,0.02192969,0.007707275
t_1077,101.93313,0.98673,0.027200624,0.030756837,0.02657504,0.008901473
t_1078,102.29245000000003,0.98673,0.0160457,0.015823135,0.014564827,0.0065884525
t_1079,102.47210999999999,0.98673,0.014824183,0.014264664,0.013059054,0.0056867497
t_108,98.96868,2.69259,0.012909631,0.010438377,0.009561628,0.0036962985
t_1080,102.38227999999998,1.07655,0.021647802,0.022834618,0.019727252,0.0058597424
t_1081,100.13648999999998,0.26813,0.055099033,0.07473038,0.07901579,0.052802984
t_1082,99.95682999999997,0.26813,0.06993696,0.09804622,0.10256276,0.07323517
t_1083,100.31615999999997,0.26813,0.052751236,0.071708634,0.07530015,0.04702402
t_1084,100.22633000000002,0.26813,0.064077064,0.09035909,0.09244913,0.06305758
t_1085,99.77717000000001,0.26813,0.069597065,0.09502905,0.101862624,0.062088344
t_1086,99.59751,0.35796,0.07627486,0.102376066,0.104722835,0.07162974
t_1087,99.95682999999997,0.35796,0.07382234,0.10392471,0.10125344,0.06495608
t_1088,99.68734,0.35796,0.07352252,0.0994673,0.102341026,0.070643514
t_1089,100.22633000000002,0.35796,0.049440365,0.06538124,0.06829491,0.04476123
t_109,98.87885,2.69259,0.014827715,0.012314626,0.011190569,0.004607422
t_1090,100.04665999999997,0.35796,0.054543704,0.07259496,0.07636145,0.049393266
t_1091,99.86700000000002,0.35796,0.069854885,0.09606491,0.09836296,0.06725032
t_1092,99.77717000000001,0.35796,0.07002468,0.095102385,0.098621294,0.069166824
t_1093,100.31615999999997,0.35796,0.047822703,0.063125156,0.06565318,0.042298943
t_1094,100.13648999999998,0.35796,0.058536295,0.0797729,0.08297542,0.04714351
t_1095,99.59751,0.44779,0.07186704,0.094869666,0.095410906,0.06319134
t_1096,99.95682999999997,0.44779,0.065716036,0.08959757,0.089139335,0.05771214
t_1097,99.86700000000002,0.44779,0.06299704,0.08414791,0.086456135,0.059603885
t_1098,100.22633000000002,0.44779,0.052063048,0.0691077,0.07125131,0.04013786
t_1099,100.04665999999997,0.44779,0.073726624,0.10415628,0.093858674,0.0561699
t_11,97.53138000000001,2.87204,0.011622937,0.008470003,0.0075643854,0.0026705721
t_110,99.50767000000002,2.78232,0.016963797,0.015045493,0.013361867,0.0044122357
t_1100,100.31615999999997,0.44779,0.063918024,0.089329034,0.08253409,0.04804837
t_1101,99.77717000000001,0.44779,0.057204824,0.0738518,0.07775896,0.048462063
t_1102,99.68734,0.44779,0.061526738,0.07960839,0.083689906,0.04941941
t_1103,100.13648999999998,0.44779,0.048082422,0.062280606,0.06477489,0.042134184
t_1104,99.59751,0.53761,0.052824687,0.06480646,0.067641005,0.044272635
t_1105,100.31615999999997,0.53761,0.05102789,0.06736863,0.06727597,0.043257643
t_1106,100.22633000000002,0.53761,0.057575703,0.07765293,0.07507557,0.045473337
t_1107,99.86700000000002,0.53761,0.05440676,0.069921285,0.07258157,0.04193124
t_1108,99.95682999999997,0.53761,0.051062386,0.06539523,0.06804283,0.040689416
t_1109,100.04665999999997,0.53761,0.070234366,0.09764978,0.08682694,0.050118912
t_111,99.32801,2.78232,0.019644016,0.017909655,0.015552715,0.004449312
t_1110,99.77717000000001,0.53761,0.050627664,0.06325866,0.06588324,0.04296053
t_1111,100.13648999999998,0.53761,0.05130443,0.06694586,0.06850544,0.037700158
t_1112,99.68734,0.53761,0.051795784,0.064189106,0.066939354,0.043748654
t_1113,99.86700000000002,0.62744,0.05352772,0.06818541,0.06935972,0.037310522
t_1114,100.31615999999997,0.62744,0.047818568,0.061830316,0.061446056,0.038968716
t_1115,99.77717000000001,0.62744,0.049419213,0.061112426,0.06322228,0.03816476
t_1116,100.04665999999997,0.62744,0.04539458,0.056804553,0.058395736,0.035088133
t_1117,100.13648999999998,0.62744,0.048436202,0.062001653,0.062864974,0.033772428
t_1118,100.22633000000002,0.62744,0.05883133,0.07931573,0.072936915,0.04084684
t_1119,99.95682999999997,0.62744,0.05452437,0.0704733,0.07060211,0.045794845
t_112,98.87885,2.78232,0.01644691,0.013983238,0.012463896,0.004221062
t_1120,99.68734,0.62744,0.049424637,0.060355145,0.062422715,0.038817164
t_1121,99.95682999999997,0.71727,0.041756514,0.050533812,0.05161633,0.032396752
t_1122,99.68734,0.71727,0.06437486,0.08344038,0.07673361,0.043573525
t_1123,99.77717000000001,0.71727,0.043793328,0.052467782,0.053762373,0.03397405
t_1124,100.31615999999997,0.71727,0.051635697,0.067597546,0.06324935,0.035130367
t_1125,100.22633000000002,0.71727,0.05072701,0.06572569,0.063061394,0.036726702
t_1126,99.86700000000002,0.71727,0.0499451,0.062335297,0.06293098,0.033261597
t_1127,100.04665999999997,0.71727,0.042902775,0.052701533,0.053796347,0.03139934
t_1128,100.13648999999998,0.71727,0.05419865,0.0708227,0.066913605,0.03823857
t_1129,99.68734,0.80709,0.047185715,0.056644734,0.057250697,0.03075719
t_113,98.96868,2.78232,0.015432481,0.012988503,0.011675409,0.00427324
t_1130,99.95682999999997,0.80709,0.044078887,0.05373687,0.054154642,0.028979713
t_1131,99.77717000000001,0.80709,0.054248847,0.06807255,0.0653262,0.03825424
t_1132,100.04665999999997,0.80709,0.045398172,0.05620552,0.055858694,0.03552247
t_1133,99.86700000000002,0.80709,0.04772275,0.05869881,0.05850472,0.03750062
t_1134,100.31615999999997,0.80709,0.04513046,0.056959216,0.05485714,0.031695336
t_1135,100.22633000000002,0.80709,0.046097912,0.05811771,0.05627464,0.033055913
t_1136,100.13648999999998,0.80709,0.046594422,0.058487255,0.05710233,0.034339197
t_1137,99.95682999999997,0.89691,0.04244112,0.051069077,0.050836395,0.025964243
t_1138,99.86700000000002,0.89691,0.037361797,0.043267045,0.043631025,0.026577111
t_1139,99.68734,0.89691,0.03878982,0.044385374,0.044851553,0.0274609
t_114,99.05851999999999,2.78232,0.01605757,0.013715215,0.012276786,0.0043176073
t_1140,100.04665999999997,0.89691,0.052319475,0.06674264,0.060777415,0.031879336
t_1141,100.31615999999997,0.89691,0.05268203,0.06876102,0.059688017,0.028936455
t_1142,100.22633000000002,0.89691,0.056405272,0.07445903,0.063150376,0.0301121
t_1143,99.77717000000001,0.89691,0.038384058,0.044282798,0.04469783,0.027079536
t_1144,100.13648999999998,0.89691,0.053667724,0.06943687,0.06148267,0.031216832
t_1145,99.95682999999997,0.98673,0.0517306,0.06508942,0.058355894,0.029736489
t_1146,99.86700000000002,0.98673,0.041917004,0.049663793,0.048846282,0.030066365
t_1147,99.68734,0.98673,0.037619244,0.042619284,0.042775434,0.024563547
t_1148,100.31615999999997,0.98673,0.052545737,0.06836045,0.05779405,0.0261511
t_1149,100.13648999999998,0.98673,0.05488928,0.071276076,0.060395535,0.02810198
t_115,99.41784000000001,2.78232,0.020760365,0.019296365,0.016595848,0.0044596787
t_1150,100.22633000000002,0.98673,0.050582405,0.06473188,0.056564793,0.02715853
t_1151,102.65178000000003,0.26813,0.024373688,0.026584972,0.022901557,0.0070694988
t_1152,103.19076999999999,0.26813,0.018855982,0.01889149,0.01622947,0.004282392
t_1153,102.74160999999998,0.26813,0.023601426,0.02545629,0.02187139,0.0064976127
t_1154,103.10093999999998,0.26813,0.019802624,0.02015929,0.017308371,0.0046517104
t_1155,102.92126999999999,0.26813,0.018359583,0.018467333,0.016348075,0.0054340493
t_1156,103.28059999999999,0.26813,0.018639075,0.018555695,0.015858522,0.0039437036
t_1157,102.83143999999999,0.26813,0.021965934,0.02318681,0.020027565,0.005973887
t_1158,103.0111,0.26813,0.022269733,0.023456516,0.019896118,0.0053940644
t_1159,102.65178000000003,0.35796,0.023747612,0.025721882,0.022179041,0.006800847
t_116,99.14835,2.78232,0.016924435,0.014716453,0.013084857,0.0043538073
t_1160,103.19076999999999,0.35796,0.020129623,0.020515038,0.017401682,0.0044242325
t_1161,103.10093999999998,0.35796,0.018214237,0.018147098,0.015749346,0.004499166
t_1162,102.92126999999999,0.35796,0.018335862,0.018429805,0.01625233,0.0052453578
t_1163,103.0111,0.35796,0.0136374,0.012726719,0.011583911,0.0048306533
t_1164,102.74160999999998,0.35796,0.022483317,0.02394193,0.020685239,0.0062581515
t_1165,102.83143999999999,0.35796,0.02238756,0.023744432,0.02035398,0.005760247
t_1166,103.28059999999999,0.35796,0.01901013,0.0190216,0.016169047,0.004077932
t_1167,102.65178000000003,0.44779,0.022826463,0.024461268,0.021166556,0.0065308707
t_1168,103.19076999999999,0.44779,0.017866904,0.01764463,0.015194426,0.004007167
t_1169,102.83143999999999,0.44779,0.02024033,0.020908829,0.01819389,0.0055447584
t_117,99.23818,2.78232,0.020373657,0.01866272,0.016111113,0.0044300216
t_1170,103.10093999999998,0.44779,0.012818632,0.011732939,0.010636792,0.004297028
t_1171,102.74160999999998,0.44779,0.023423994,0.025202587,0.021509789,0.006421151
t_1172,102.92126999999999,0.44779,0.02081548,0.021589963,0.018534787,0.0051106187
t_1173,103.0111,0.44779,0.018860733,0.019013517,0.016476016,0.0047115204
t_1174,102.65178000000003,0.53761,0.022567777,0.02409599,0.020798046,0.0062610996
t_1175,102.83143999999999,0.53761,0.022032995,0.023250146,0.019836444,0.005686487
t_1176,102.74160999999998,0.53761,0.021966463,0.02322566,0.01998103,0.0057756696
t_1177,102.92126999999999,0.53761,0.020253375,0.020846052,0.017914174,0.004916947
t_1178,103.0111,0.53761,0.019677876,0.02004128,0.017179793,0.004537852
t_1179,103.10093999999998,0.53761,0.012568523,0.01144004,0.010358601,0.0041428898
t_118,98.96868,2.87204,0.015840273,0.013393569,0.011904674,0.0039159297
t_1180,102.65178000000003,0.62744,0.022648923,0.024183877,0.020760238,0.0059928433
t_1181,102.74160999999998,0.62744,0.021968067,0.023208795,0.019879928,0.0055351728
t_1182,103.0111,0.62744,0.012830853,0.011769101,0.0106711695,0.0043161605
t_1183,102.92126999999999,0.62744,0.020864176,0.021626461,0.018425029,0.0050404957
t_1184,102.83143999999999,0.62744,0.020652013,0.021410177,0.018402858,0.005112877
t_1185,102.65178000000003,0.71727,0.02017327,0.020888744,0.018247912,0.005727365
t_1186,102.92126999999999,0.71727,0.013077398,0.012078935,0.0109659815,0.0044809803
t_1187,102.74160999999998,0.71727,0.022111561,0.02337852,0.019919872,0.005652416
t_1188,102.83143999999999,0.71727,0.019633427,0.020070257,0.017331962,0.004898542
t_1189,102.65178000000003,0.80709,0.020607753,0.021423137,0.018543424,0.0054657897
t_119,99.41784000000001,2.87204,0.017660089,0.015712084,0.013754114,0.0040382957
t_1190,102.74160999999998,0.80709,0.02032245,0.02099303,0.018075673,0.0050612553
t_1191,102.83143999999999,0.80709,0.021093177,0.0219444,0.01864957,0.005001279
t_1192,102.65178000000003,0.89691,0.018825684,0.019099634,0.016722955,0.005209046
t_1193,102.83143999999999,0.89691,0.01972144,0.020130606,0.017225165,0.0044776346
t_1194,102.74160999999998,0.89691,0.019480383,0.01987683,0.017162915,0.0048297043
t_1195,102.65178000000003,0.98673,0.01958853,0.020036167,0.017328527,0.00495796
t_1196,102.74160999999998,0.98673,0.018646698,0.018784143,0.016264768,0.004602805
t_1197,101.5738,-0.18103,0.04561342,0.060068414,0.05326174,0.025744732
t_1198,101.21447,-0.18103,0.055593494,0.07761413,0.07006512,0.037849005
t_1199,101.84329000000002,-0.0912,0.035342578,0.043389812,0.03941541,0.01826861
t_12,97.80087000000003,2.87204,0.014283616,0.0110102575,0.009714022,0.0029276921
t_120,99.23818,2.87204,0.016256703,0.014038274,0.012444698,0.0040122345
t_1200,101.48397,-0.0912,0.043674525,0.05709608,0.052359343,0.026741238
t_1201,101.66363000000001,-0.0912,0.041535184,0.053341616,0.04752795,0.022325428
t_1202,101.39414,-0.0912,0.04803733,0.06441534,0.058026534,0.02944558
t_1203,101.21447,-0.0912,0.057343177,0.08057693,0.06985934,0.036126103
t_1204,101.75346000000002,-0.0912,0.04002464,0.050800618,0.04492774,0.020301472
t_1205,101.12464,-0.0912,0.061825458,0.08860115,0.07569794,0.039801702
t_1206,101.30430000000001,-0.0912,0.051346373,0.070132576,0.06284934,0.03279211
t_1207,101.5738,-0.0912,0.04243308,0.054930937,0.04970689,0.024294425
t_1208,101.12464,-0.00137,0.04751687,0.06403542,0.062088396,0.03692862
t_1209,101.30430000000001,-0.00137,0.049090326,0.0662866,0.059737746,0.03061477
t_121,99.50767000000002,2.87204,0.018981319,0.017279163,0.014946155,0.0040841694
t_1210,101.21447,-0.00137,0.057965677,0.08159162,0.068846986,0.033998426
t_1211,101.48397,-0.00137,0.04537051,0.059831165,0.053082343,0.025658593
t_1212,101.39414,-0.00137,0.047845636,0.06405926,0.05685297,0.028180344
t_1213,101.66363000000001,-0.00137,0.042471517,0.054852676,0.04780258,0.021286042
t_1214,101.75346000000002,-0.00137,0.037975777,0.0475899,0.04252192,0.01939681
t_1215,101.5738,-0.00137,0.04391754,0.057322238,0.050364837,0.02336709
t_1216,101.84329000000002,-0.00137,0.04029057,0.051130775,0.043727633,0.017682014
t_1217,101.5738,0.08846,0.04723223,0.062786095,0.052672207,0.02365796
t_1218,101.30430000000001,0.08846,0.0542893,0.07503885,0.06283261,0.029136471
t_1219,101.39414,0.08846,0.049200308,0.06626866,0.057002816,0.026600607
t_122,98.87885,2.87204,0.015455044,0.012924088,0.01151578,0.0038694998
t_1220,101.21447,0.08846,0.047439955,0.06359725,0.058879364,0.031557944
t_1221,101.75346000000002,0.08846,0.040378414,0.051379234,0.044286594,0.018483907
t_1222,101.84329000000002,0.08846,0.040073127,0.050800048,0.043136593,0.016883522
t_1223,101.48397,0.08846,0.04770841,0.06366756,0.054297175,0.024283685
t_1224,101.12464,0.08846,0.049396947,0.06698847,0.06255942,0.03454605
t_1225,101.66363000000001,0.08846,0.041727267,0.053645045,0.04653882,0.020240942
t_1226,101.5738,0.1783,0.038336355,0.048337474,0.043813903,0.020750534
t_1227,101.21447,0.1783,0.049006987,0.06605849,0.058936886,0.029869786
t_1228,101.12464,0.1783,0.050847046,0.06923837,0.062279735,0.032238204
t_1229,101.30430000000001,0.1783,0.047981776,0.0642515,0.05644184,0.027357398
t_123,99.05851999999999,2.87204,0.015755912,0.013371667,0.011898722,0.0039553894
t_1230,101.75346000000002,0.1783,0.036737707,0.045629118,0.040366527,0.01757095
t_1231,101.84329000000002,0.1783,0.0337846,0.04100249,0.03670203,0.01590634
t_1232,101.39414,0.1783,0.046917453,0.062389325,0.054073162,0.02504625
t_1233,101.48397,0.1783,0.04489204,0.058955103,0.0510014,0.022924744
t_1234,101.66363000000001,0.1783,0.041208215,0.052786905,0.045483805,0.01919957
t_1235,101.30430000000001,0.26813,0.05052596,0.06842839,0.05753224,0.025629668
t_1236,101.12464,0.26813,0.054114524,0.074617594,0.06337513,0.030352669
t_1237,101.39414,0.26813,0.047738586,0.06368119,0.053880934,0.023529483
t_1238,101.48397,0.26813,0.040577315,0.05190726,0.046286657,0.021592699
t_1239,101.75346000000002,0.26813,0.03749777,0.04677846,0.040600684,0.016665466
t_124,99.32801,2.87204,0.016847057,0.0147456,0.013004349,0.004029187
t_1240,101.84329000000002,0.26813,0.03586161,0.04414872,0.038290787,0.015284863
t_1241,101.5738,0.26813,0.040863186,0.052274972,0.045516375,0.01980963
t_1242,101.66363000000001,0.26813,0.04088167,0.05222751,0.0446224,0.018170496
t_1243,101.21447,0.26813,0.046188466,0.061246388,0.055194367,0.027596261
t_1244,101.84329000000002,0.35796,0.032216813,0.03857084,0.03435403,0.014496825
t_1245,101.21447,0.35796,0.051318686,0.06968509,0.058389958,0.027759548
t_1246,101.39414,0.35796,0.042236045,0.054546714,0.04806586,0.022059625
t_1247,101.30430000000001,0.35796,0.047973674,0.064018756,0.054300923,0.023963256
t_1248,101.75346000000002,0.35796,0.039424554,0.049793433,0.042007487,0.016833035
t_1249,101.48397,0.35796,0.042017404,0.0541308,0.046846002,0.020296115
t_125,99.14835,2.87204,0.016783979,0.014537872,0.012828855,0.0039875717
t_1250,101.66363000000001,0.35796,0.03889733,0.049012363,0.04220091,0.017160708
t_1251,101.12464,0.35796,0.05355107,0.07349515,0.061544508,0.028212402
t_1252,101.5738,0.35796,0.040214635,0.051173534,0.044261742,0.01866562
t_1253,101.48397,0.44779,0.038059935,0.047749955,0.042431094,0.01904191
t_1254,101.12464,0.44779,0.051048785,0.069064826,0.058168747,0.026181076
t_1255,101.84329000000002,0.44779,0.032484993,0.038921833,0.034212194,0.013722995
t_1256,101.30430000000001,0.44779,0.04363617,0.05674177,0.049468044,0.022365704
t_1257,101.75346000000002,0.44779,0.03427421,0.041699618,0.036564652,0.014900991
t_1258,101.39414,0.44779,0.042575818,0.054987613,0.047522604,0.020643987
t_1259,101.21447,0.44779,0.044050068,0.057444472,0.050923575,0.02421052
t_126,99.41784000000001,2.96175,0.017042909,0.014994095,0.013085382,0.0037405577
t_1260,101.66363000000001,0.44779,0.035030186,0.042925596,0.037973452,0.016176106
t_1261,101.5738,0.44779,0.037053615,0.04611612,0.040656354,0.017554447
t_1262,101.48397,0.53761,0.03722414,0.046344824,0.04094241,0.017835496
t_1263,101.75346000000002,0.53761,0.034448236,0.04190281,0.036280047,0.014051889
t_1264,101.21447,0.53761,0.045032732,0.05889487,0.05072703,0.022500332
t_1265,101.30430000000001,0.53761,0.04094047,0.05227176,0.04608251,0.020842409
t_1266,101.12464,0.53761,0.047564477,0.06305089,0.05396084,0.024262853
t_1267,99.50767000000002,-0.00137,0.10297531,0.14711678,0.16116028,0.12267944
t_1268,99.41784000000001,0.08846,0.096074514,0.13140354,0.14218974,0.10677653
t_1269,99.50767000000002,0.08846,0.09428599,0.13156138,0.14237879,0.10693459
t_127,99.50767000000002,2.96175,0.016704042,0.01468512,0.012847682,0.0037006994
t_1270,99.50767000000002,0.1783,0.10421674,0.1480902,0.13868831,0.09349058
t_1271,99.41784000000001,0.1783,0.09030583,0.12163704,0.12876427,0.09336454
t_1272,99.32801,0.1783,0.0891193,0.11690021,0.12495695,0.09241075
t_1273,99.23818,0.26813,0.10260105,0.13672903,0.12324331,0.08059013
t_1274,99.41784000000001,0.26813,0.107108526,0.15040104,0.12602966,0.08278374
t_1275,99.50767000000002,0.26813,0.102647796,0.14527053,0.1261722,0.082886145
t_1276,99.32801,0.26813,0.10379556,0.14167367,0.12510931,0.08200809
t_1277,99.50767000000002,0.35796,0.0843856,0.113923974,0.11078441,0.07209033
t_1278,99.23818,0.35796,0.083760254,0.10649517,0.106167704,0.070248514
t_1279,99.32801,0.35796,0.08287884,0.10724945,0.107309245,0.07138687
t_128,99.32801,2.96175,0.017529333,0.015463906,0.013442776,0.0037323649
t_1280,99.41784000000001,0.35796,0.093552165,0.12718734,0.11425097,0.0728048
t_1281,99.41784000000001,0.44779,0.08992408,0.12136346,0.105116636,0.06420238
t_1282,99.50767000000002,0.44779,0.07274163,0.09472982,0.0955405,0.06356685
t_1283,100.58564999999999,-0.36069,0.07705531,0.11927901,0.12502666,0.089247994
t_1284,100.40598999999997,-0.36069,0.087320305,0.13976507,0.14968769,0.11029217
t_1285,100.49581999999998,-0.27086,0.08207061,0.12837026,0.1312736,0.09124406
t_1286,100.94497999999999,-0.27086,0.050740026,0.070396,0.07340682,0.043193553
t_1287,100.58564999999999,-0.27086,0.09323347,0.14831837,0.1267263,0.08339014
t_1288,100.67548,-0.27086,0.065626115,0.097489744,0.1026343,0.058972284
t_1289,100.85514999999998,-0.27086,0.054984488,0.07798742,0.081742644,0.04793116
t_129,99.05851999999999,2.96175,0.01596269,0.0135650225,0.011951446,0.0036258528
t_1290,101.03481,-0.27086,0.06611887,0.09664081,0.086140126,0.049684938
t_1291,100.76531999999997,-0.27086,0.0623417,0.09121172,0.094871655,0.06713228
t_1292,100.40598999999997,-0.27086,0.10243181,0.16651107,0.14653236,0.10184378
t_1293,100.94497999999999,-0.18103,0.054090086,0.075901024,0.07681171,0.051122718
t_1294,100.85514999999998,-0.18103,0.047941413,0.06582679,0.068747096,0.04475687
t_1295,100.67548,-0.18103,0.087827004,0.13722728,0.1123252,0.06964233
t_1296,100.58564999999999,-0.18103,0.08933318,0.14037758,0.11958246,0.0767605
t_1297,101.03481,-0.18103,0.04992961,0.06857625,0.06936141,0.04624596
