# 20100112_M7.0_Haiti median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2014,AkkarEtAlRjb2014,CauzziEtAl2014
t_1029,-71.82437,19.60435,0.025335684,0.024389556,0.028696695
t_103,-71.42952,18.01777,0.033736303,0.02923225,0.03559265
t_1030,-71.72825,19.64775,0.026610747,0.02467833,0.029796045
t_1031,-71.77587,19.64861,0.02612149,0.024674332,0.029356742
t_1032,-71.82349,19.64946,0.024989061,0.02414364,0.028409453
t_1033,-71.72733,19.69287,0.022002839,0.022183372,0.025965245
t_1034,-71.77496,19.69373,0.02259734,0.022574972,0.026450468
t_1035,-71.8226,19.69458,0.023782117,0.023352565,0.02742626
t_1036,-72.11006,19.60916,0.01920954,0.018868528,0.023732375
t_1037,-72.01399,19.65273,0.027670642,0.025893386,0.03060238
t_1038,-72.06162,19.65352,0.027078046,0.025561078,0.030132199
t_1039,-72.10925,19.65429,0.024049804,0.023306562,0.027707038
t_104,-71.47666,18.01863,0.023268206,0.021500686,0.027332036
t_1040,-72.01315,19.69785,0.018044157,0.018348742,0.022591017
t_1041,-72.06079,19.69864,0.02819773,0.026014695,0.031032613
t_1042,-72.10844,19.69942,0.028296288,0.026142647,0.031109864
t_1043,-72.01231,19.74298,0.017030356,0.017625988,0.021688743
t_1044,-72.05997,19.74377,0.017337339,0.017845115,0.021961961
t_1045,-72.10763,19.74454,0.017615847,0.018044196,0.022209823
t_1046,-71.96636,19.65193,0.028077768,0.026040688,0.030931136
t_1047,-71.87023,19.69542,0.024390992,0.023750437,0.027922312
t_1048,-71.91787,19.69624,0.026262565,0.024842767,0.029459974
t_1049,-71.96551,19.69705,0.026990542,0.025280494,0.030051874
t_105,-71.52381,18.01949,0.025643837,0.023299286,0.029414056
t_1050,-71.86935,19.74053,0.015969006,0.016870342,0.02074378
t_1051,-71.917,19.74136,0.016343018,0.01713633,0.02107687
t_1052,-71.96466,19.74218,0.01669784,0.017388953,0.021392768
t_1053,-73.15872,19.57778,0.02144761,0.020809487,0.025624936
t_1054,-73.11054,19.62244,0.020357933,0.020019049,0.02465213
t_1055,-73.1582,19.62294,0.02014985,0.019868674,0.024466556
t_1056,-73.20586,19.62342,0.019897204,0.019686328,0.024241311
t_1057,-73.11001,19.6676,0.022576313,0.022200748,0.026472213
t_1058,-73.15769,19.6681,0.020956872,0.020833965,0.025119301
t_1059,-73.20536,19.66858,0.019512003,0.019574478,0.02388205
t_106,-71.38145,18.062,0.02084469,0.019764926,0.025157845
t_1060,-73.10948,19.71276,0.020613102,0.020716222,0.024806498
t_1061,-73.15717,19.71326,0.023034904,0.022759285,0.026812252
t_1062,-72.82461,19.61922,0.02221139,0.021521881,0.026263038
t_1063,-72.87226,19.61978,0.019572502,0.01918388,0.024029318
t_1064,-72.91991,19.62034,0.027189592,0.025639955,0.030287024
t_1065,-72.77634,19.66378,0.018901061,0.018730957,0.023395516
t_1066,-72.824,19.66437,0.01724055,0.017298197,0.02201939
t_1067,-72.87166,19.66494,0.020557234,0.020300241,0.024807028
t_1068,-72.91933,19.6655,0.022932326,0.02241158,0.02678778
t_1069,-72.77571,19.70893,0.021343159,0.021177804,0.025443012
t_107,-71.4286,18.06287,0.021615379,0.020230977,0.02592453
t_1070,-72.82339,19.70952,0.016512595,0.016815305,0.0213088
t_1071,-72.87107,19.71009,0.016265888,0.016614826,0.02109156
t_1072,-72.91875,19.71065,0.021302529,0.021218058,0.025397085
t_1073,-72.77509,19.75409,0.022103474,0.02201909,0.026045458
t_1074,-72.82278,19.75467,0.019314276,0.01962072,0.023697006
t_1075,-72.87047,19.75525,0.019369803,0.019699182,0.023743406
t_1076,-72.91816,19.75581,0.018788548,0.019195208,0.023240833
t_1077,-72.77446,19.79924,0.016561149,0.017247036,0.021268338
t_1078,-72.82216,19.79982,0.025416978,0.024306728,0.028778208
t_1079,-72.86987,19.8004,0.017867247,0.0185539,0.022437157
t_108,-71.47576,18.06374,0.022851566,0.021083891,0.02708617
t_1080,-72.91758,19.80096,0.017981648,0.018689448,0.022538394
t_1081,-72.77383,19.84439,0.013074826,0.01415762,0.01815709
t_1082,-73.0618,19.71226,0.020539569,0.02062524,0.024747318
t_1083,-72.96586,19.75636,0.017646743,0.018154481,0.022237863
t_1084,-73.01355,19.75689,0.021232355,0.02140059,0.025312552
t_1085,-73.06125,19.75741,0.016460873,0.017075663,0.021174887
t_1086,-72.96528,19.80151,0.017727468,0.018480482,0.022316234
t_1087,-73.01299,19.80205,0.019773196,0.020351835,0.024081564
t_1088,-73.0607,19.80257,0.01751251,0.018335657,0.02212941
t_1089,-72.96471,19.84667,0.017555347,0.018558836,0.022178566
t_109,-71.52292,18.0646,0.025029486,0.022684703,0.028996427
t_1090,-73.01243,19.84721,0.016997276,0.018064613,0.021688418
t_1091,-73.06016,19.84773,0.016912619,0.018012708,0.021615813
t_1092,-73.20486,19.71374,0.01746289,0.017901443,0.02207351
t_1093,-73.10895,19.75792,0.015648771,0.016337816,0.020456105
t_1094,-73.15665,19.75842,0.0144305155,0.015243616,0.019398807
t_1095,-73.20435,19.75891,0.015497473,0.016260685,0.020311039
t_1096,-73.10842,19.80308,0.018091176,0.018902112,0.022638014
t_1097,-73.15613,19.80358,0.013591221,0.014635387,0.018614542
t_1098,-73.20385,19.80407,0.014270472,0.015307295,0.019205714
t_1099,-73.10788,19.84824,0.016082413,0.017245583,0.020873671
t_11,-71.57616,17.74965,0.021877352,0.020719916,0.026009114
t_110,-71.38052,18.1071,0.019909613,0.01892141,0.024467854
t_1100,-73.15561,19.84874,0.014689236,0.015900007,0.019592645
t_1101,-73.20334,19.84923,0.016724383,0.017936213,0.021458732
t_1102,-72.82155,19.84498,0.016458841,0.017432952,0.021196038
t_1103,-72.86927,19.84555,0.018505907,0.019371806,0.023001915
t_1104,-72.91699,19.84612,0.017803226,0.018760422,0.022393603
t_1105,-72.86866,19.8907,0.015839241,0.017112091,0.020665329
t_1106,-72.9164,19.89127,0.017022902,0.018268645,0.02172937
t_1107,-72.96413,19.89182,0.017392898,0.018635832,0.02205855
t_1108,-73.01187,19.89236,0.018860396,0.019941643,0.023337407
t_1109,-73.05961,19.89289,0.017967487,0.019199956,0.022568552
t_111,-71.42769,18.10798,0.025307026,0.023283971,0.028998801
t_1110,-73.10735,19.8934,0.016177308,0.017581763,0.020990157
t_1111,-73.15509,19.8939,0.014296829,0.015757194,0.019263405
t_1112,-73.20283,19.89439,0.014487258,0.0159923,0.019450184
t_1113,-72.44275,19.65935,0.019913005,0.01949301,0.024301149
t_1114,-72.34671,19.7031,0.021790436,0.021430675,0.025841706
t_1115,-72.39437,19.7038,0.023978613,0.02327047,0.027643582
t_1116,-72.44203,19.70448,0.021037014,0.020750709,0.025211455
t_1117,-72.34596,19.74824,0.019616352,0.019717647,0.023967946
t_1118,-72.39363,19.74894,0.019152962,0.019279942,0.023568032
t_1119,-72.44131,19.74962,0.023041476,0.022670574,0.02683561
t_112,-71.47486,18.10885,0.021301925,0.019777203,0.025979204
t_1120,-72.34521,19.79337,0.017387033,0.017883854,0.022006188
t_1121,-72.3929,19.79407,0.026112495,0.024803292,0.029332725
t_1122,-72.44059,19.79476,0.017668305,0.018138526,0.022256665
t_1123,-72.53805,19.66068,0.026873307,0.025409363,0.030030511
t_1124,-72.5857,19.66132,0.017187567,0.017166216,0.022054166
t_1125,-72.48969,19.70516,0.017048651,0.017163707,0.021833532
t_1126,-72.53736,19.70582,0.019278422,0.01916871,0.023697805
t_1127,-72.58503,19.70647,0.019153237,0.019078791,0.023585744
t_1128,-72.48899,19.7503,0.016812917,0.017123673,0.021538531
t_1129,-72.53667,19.75096,0.016225021,0.016607983,0.021040427
t_113,-71.66527,18.02198,0.040646356,0.034232065,0.041784294
t_1130,-72.58435,19.75161,0.015711684,0.01616502,0.020600004
t_1131,-72.48828,19.79544,0.014420113,0.015133924,0.019431632
t_1132,-72.53597,19.7961,0.014366301,0.015095203,0.019380676
t_1133,-72.68037,19.70773,0.019515587,0.019474529,0.023894541
t_1134,-72.72804,19.70834,0.019689335,0.019664291,0.024041923
t_1135,-72.63203,19.75225,0.019896545,0.020036068,0.024203217
t_1136,-72.67971,19.75287,0.016037535,0.016498959,0.02085461
t_1137,-72.7274,19.75349,0.019454075,0.019691497,0.023820212
t_1138,-72.63136,19.7974,0.018480489,0.018979467,0.022971984
t_1139,-72.67906,19.79802,0.014893772,0.015633048,0.019811025
t_114,-71.57008,18.06544,0.025207989,0.022700818,0.02940437
t_1140,-72.72676,19.79863,0.015806628,0.016494215,0.02059047
t_1141,-72.63069,19.84254,0.013486277,0.014482416,0.018538147
t_1142,-72.6784,19.84317,0.017093321,0.017952181,0.021758338
t_1143,-72.15449,19.79044,0.016830536,0.01748537,0.021510886
t_1144,-72.20217,19.79119,0.017021133,0.01762154,0.021680534
t_1145,-72.24985,19.79193,0.017178493,0.017734136,0.02182059
t_1146,-72.29753,19.79266,0.017300852,0.017821865,0.021929488
t_1147,-72.58367,19.79676,0.017164363,0.017706456,0.02180751
t_1148,-72.48757,19.84058,0.01639742,0.01718095,0.02112531
t_1149,-72.53528,19.84125,0.015466757,0.016291682,0.02028035
t_115,-71.61725,18.06627,0.035012744,0.030352877,0.03733117
t_1150,-72.58298,19.8419,0.013449058,0.014428577,0.01851183
t_1151,-72.43987,19.8399,0.016421946,0.017197877,0.021147147
t_1152,-72.72612,19.84378,0.013701665,0.014724042,0.018715618
t_1153,-71.79511,18.65606,0.042813968,0.03648103,0.046172388
t_1154,-71.69957,18.69953,0.03548233,0.030752933,0.03904494
t_1155,-71.74692,18.70036,0.03483316,0.03040679,0.03931256
t_1156,-71.79426,18.70118,0.037697326,0.03281349,0.042229567
t_1157,-71.6987,18.74465,0.03145124,0.027798852,0.035911124
t_1158,-71.74605,18.74548,0.034524348,0.0302864,0.038815375
t_1159,-71.79341,18.7463,0.036572047,0.032071475,0.041079603
t_116,-71.66441,18.0671,0.033602357,0.029120494,0.036503702
t_1160,-71.69782,18.78976,0.037353672,0.03253789,0.040097326
t_1161,-71.74519,18.79059,0.034320857,0.03021835,0.038373787
t_1162,-71.79256,18.79141,0.04907988,0.041853413,0.050159685
t_1163,-71.51022,18.6961,0.034738597,0.030432498,0.036966447
t_1164,-71.41461,18.73942,0.02256316,0.021028629,0.026860306
t_1165,-71.46195,18.74032,0.02529532,0.023115056,0.029215075
t_1166,-71.5093,18.74121,0.02524595,0.022970302,0.029463535
t_1167,-71.41366,18.78452,0.020363498,0.019313278,0.025079917
t_1168,-71.46101,18.78542,0.02172813,0.020326674,0.02638855
t_1169,-71.50837,18.78631,0.028995842,0.026172707,0.03233163
t_117,-71.5692,18.11055,0.027446838,0.024402436,0.03123495
t_1170,-71.4127,18.82962,0.027263245,0.025218429,0.030572383
t_1171,-71.46007,18.83052,0.030391792,0.027558766,0.033189192
t_1172,-71.50744,18.83142,0.032989413,0.029453875,0.03539743
t_1173,-71.27162,18.78173,0.024912136,0.0237156,0.028429866
t_1174,-71.31896,18.78267,0.02506321,0.023666376,0.028626876
t_1175,-71.36631,18.7836,0.022853753,0.021560773,0.026895896
t_1176,-71.22327,18.82587,0.026526302,0.025011389,0.029670985
t_1177,-71.27062,18.82682,0.027921397,0.025935259,0.030825268
t_1178,-71.31798,18.82777,0.028142564,0.026097355,0.031060109
t_1179,-71.36534,18.8287,0.02700052,0.025159504,0.03024507
t_118,-71.61638,18.11139,0.027454626,0.02431133,0.031593934
t_1180,-71.22226,18.87096,0.01982307,0.019794038,0.024145573
t_1181,-71.26962,18.87192,0.02441129,0.023492359,0.027989976
t_1182,-71.31699,18.87286,0.023180569,0.022301843,0.027045138
t_1183,-71.60309,18.78806,0.026569124,0.02402156,0.031083414
t_1184,-71.65045,18.78892,0.028478809,0.025527485,0.032960285
t_1185,-71.55481,18.8323,0.035107814,0.031001406,0.037259255
t_1186,-71.60218,18.83317,0.04191254,0.035647836,0.042764086
t_1187,-71.64956,18.83403,0.040437095,0.03497922,0.041938294
t_1188,-71.55389,18.87741,0.03438746,0.03054875,0.03660382
t_1189,-71.60127,18.87828,0.036359377,0.032014225,0.0383661
t_119,-71.66356,18.11221,0.0366665,0.03145342,0.03905144
t_1190,-71.64866,18.87914,0.038685057,0.033773154,0.040438835
t_1191,-71.55296,18.92251,0.03757453,0.03265522,0.038970705
t_1192,-71.60036,18.92339,0.036276408,0.031997558,0.03817794
t_1193,-71.69694,18.83488,0.035755564,0.031383824,0.038669992
t_1194,-71.74432,18.83571,0.03394796,0.029999249,0.03779895
t_1195,-71.7917,18.83653,0.045262188,0.039059017,0.04693752
t_1196,-71.69605,18.87999,0.041144628,0.035674386,0.042658273
t_1197,-71.74345,18.88083,0.050110467,0.04166139,0.049958773
t_1198,-71.79084,18.88165,0.045705166,0.039410274,0.046984974
t_1199,-71.69517,18.9251,0.039153982,0.034249548,0.040941276
t_12,-71.62324,17.75047,0.022983916,0.021485107,0.026999936
t_120,-71.56832,18.15566,0.032263473,0.028247528,0.035158083
t_1200,-71.74257,18.92594,0.040707428,0.035515502,0.042476237
t_1201,-71.78998,18.92677,0.042127017,0.03672408,0.04395556
t_1202,-71.69428,18.97022,0.039722104,0.034644753,0.041191358
t_1203,-71.36437,18.8738,0.025706295,0.024223002,0.02917581
t_1204,-71.22124,18.91605,0.01607036,0.016447928,0.020885725
t_1205,-71.26862,18.91701,0.026949903,0.025362961,0.030020917
t_1206,-71.31601,18.91796,0.025363827,0.024187688,0.028794004
t_1207,-71.36339,18.91889,0.023827782,0.022765279,0.027619645
t_1208,-71.22023,18.96114,0.014672588,0.015269245,0.019670706
t_1209,-71.26762,18.9621,0.01807027,0.018158339,0.022621641
t_121,-71.61551,18.1565,0.030177932,0.02637187,0.03378377
t_1210,-71.31502,18.96305,0.020316146,0.02000253,0.024601478
t_1211,-71.36241,18.96399,0.022062322,0.021347476,0.02612742
t_1212,-71.21921,19.00623,0.015116424,0.015748138,0.020020979
t_1213,-71.41174,18.87472,0.029216703,0.026840726,0.032071043
t_1214,-71.45912,18.87563,0.032559536,0.029202277,0.034818444
t_1215,-71.5065,18.87652,0.034145407,0.030339962,0.036214206
t_1216,-71.41078,18.91982,0.025917573,0.024336755,0.029404646
t_1217,-71.45817,18.92073,0.032498114,0.029180987,0.034711458
t_1218,-71.50556,18.92163,0.035688553,0.03129801,0.037339117
t_1219,-71.40981,18.96492,0.024064723,0.022889588,0.027857931
t_122,-71.6627,18.15733,0.030784901,0.026776785,0.03468147
t_1220,-71.45722,18.96583,0.029744316,0.02730917,0.03249971
t_1221,-71.50462,18.96673,0.033098616,0.029665882,0.035248946
t_1222,-71.40885,19.01001,0.018975498,0.018555518,0.02360914
t_1223,-71.64776,18.92425,0.038153287,0.0334208,0.03987628
t_1224,-71.55203,18.96762,0.035573747,0.031387407,0.037325777
t_1225,-71.59945,18.9685,0.03554434,0.031497747,0.037491664
t_1226,-71.64686,18.96936,0.03605865,0.031927966,0.038113616
t_1227,-71.5511,19.01273,0.03172469,0.028755588,0.034247436
t_1228,-71.59853,19.01361,0.03383507,0.030297978,0.036054097
t_1229,-71.64596,19.01447,0.032907538,0.029581927,0.035532434
t_123,-71.52203,18.10971,0.025172602,0.022740636,0.029215232
t_1230,-71.55017,19.05783,0.023377841,0.021983443,0.027478542
t_1231,-71.59761,19.05871,0.022010408,0.020774674,0.026628619
t_1232,-71.64505,19.05958,0.0369203,0.032448076,0.038497906
t_1233,-71.7417,18.97106,0.040620223,0.03544383,0.042181004
t_1234,-71.78912,18.97189,0.042470053,0.036959577,0.043941658
t_1235,-71.69338,19.01533,0.033381302,0.029903375,0.03612323
t_1236,-71.74082,19.01617,0.038053386,0.033539306,0.03999546
t_1237,-71.78825,19.017,0.039550625,0.034750048,0.0414426
t_1238,-71.69249,19.06044,0.036219437,0.03211088,0.03815459
t_1239,-71.73994,19.06129,0.03874946,0.03400028,0.040326614
t_124,-71.3796,18.1522,0.0215577,0.02022966,0.025829203
t_1240,-71.78738,19.06212,0.039437287,0.03462236,0.0411102
t_1241,-71.69159,19.10555,0.036382135,0.032164425,0.038124356
t_1242,-71.73905,19.1064,0.0383794,0.033637468,0.03985497
t_1243,-71.26661,19.00719,0.018310528,0.018501643,0.02282811
t_1244,-71.31402,19.00815,0.01707171,0.017185964,0.021822236
t_1245,-71.36143,19.00909,0.021667225,0.021119516,0.025771212
t_1246,-71.21819,19.05132,0.014494911,0.01526182,0.019460188
t_1247,-71.26561,19.05229,0.01731662,0.017682651,0.021943277
t_1248,-71.31303,19.05324,0.016846914,0.017074777,0.02159201
t_1249,-71.36045,19.05418,0.016498497,0.016627498,0.02140046
t_125,-71.42677,18.15308,0.023474414,0.021634199,0.027528444
t_1250,-71.21716,19.09641,0.013659112,0.014573049,0.01870766
t_1251,-71.26459,19.09738,0.0143672675,0.015078523,0.01938159
t_1252,-71.31203,19.09833,0.015164575,0.01565932,0.020136587
t_1253,-72.21974,18.75312,0.09494818,0.09361739,0.09844852
t_1254,-72.26713,18.75382,0.09360478,0.09721392,0.09948271
t_1255,-72.17161,18.79755,0.09018951,0.08348084,0.09113753
t_1256,-72.219,18.79826,0.09837639,0.093166895,0.099499956
t_1257,-72.2664,18.79896,0.091130845,0.09096824,0.09457226
t_1258,-72.17086,18.84268,0.08709068,0.07864616,0.0870992
t_1259,-72.21826,18.84339,0.07285543,0.06948439,0.07658436
t_126,-71.47395,18.15395,0.021802489,0.020135866,0.02646003
t_1260,-72.26567,18.8441,0.067782156,0.06732558,0.07454728
t_1261,-72.1701,18.88781,0.064012885,0.05887633,0.06696539
t_1262,-72.21752,18.88853,0.094485976,0.080828175,0.09352975
t_1263,-71.93387,18.83893,0.05985474,0.05129283,0.060177002
t_1264,-71.98126,18.8397,0.045456223,0.040770516,0.05029101
t_1265,-71.83824,18.88246,0.05264975,0.044624086,0.052834246
t_1266,-71.88564,18.88326,0.05586989,0.04741761,0.05589991
t_1267,-71.93305,18.88405,0.061682224,0.051934578,0.061096154
t_1268,-71.98045,18.88483,0.054368515,0.047627453,0.056079853
t_1269,-71.83739,18.92758,0.046516668,0.040240478,0.047764465
t_127,-71.52114,18.15481,0.024834009,0.022425594,0.029068286
t_1270,-71.88481,18.92839,0.05593198,0.04696556,0.05554122
t_1271,-71.93222,18.92918,0.06274602,0.05146582,0.061520915
t_1272,-71.97964,18.92995,0.053235814,0.046503916,0.0545909
t_1273,-72.02786,18.88559,0.046309847,0.041833304,0.05105073
t_1274,-72.07527,18.88635,0.06923088,0.060723513,0.06935711
t_1275,-72.12268,18.88709,0.07587361,0.06682196,0.07559464
t_1276,-72.02706,18.93072,0.05791276,0.050696302,0.05887095
t_1277,-72.07449,18.93148,0.046087775,0.041871436,0.050826054
t_1278,-72.12191,18.93222,0.06910987,0.0607588,0.069095775
t_1279,-72.02626,18.97585,0.0533546,0.046761606,0.054653835
t_128,-71.37866,18.1973,0.021439847,0.020087322,0.025787162
t_1280,-72.0737,18.9766,0.054202978,0.04790903,0.05587626
t_1281,-72.12114,18.97735,0.05066456,0.04546277,0.053748056
t_1282,-72.02546,19.02098,0.05021785,0.04397606,0.051616162
t_1283,-72.26494,18.88923,0.0807838,0.07588651,0.08212492
t_1284,-72.16934,18.93295,0.07269267,0.06455823,0.0726839
t_1285,-72.21677,18.93367,0.08000872,0.07075307,0.079384565
t_1286,-72.2642,18.93437,0.06597121,0.061297085,0.06861801
t_1287,-72.16858,18.97808,0.047082253,0.043245845,0.0520082
t_1288,-72.21602,18.9788,0.05668292,0.051488135,0.059490476
t_1289,-72.26346,18.97951,0.05577708,0.05145403,0.059506174
t_129,-71.42585,18.19819,0.028114194,0.025453217,0.031344995
t_1290,-72.16781,19.02321,0.043520126,0.03967959,0.04825849
t_1291,-72.21527,19.02394,0.045287173,0.041496426,0.050087612
t_1292,-72.26273,19.02465,0.046706945,0.043032605,0.051611044
t_1293,-71.83654,18.9727,0.046480935,0.040080577,0.04740158
t_1294,-71.88397,18.97351,0.047060493,0.0408256,0.04827654
t_1295,-71.9314,18.9743,0.057824593,0.048238326,0.057109352
t_1296,-71.97883,18.97508,0.054292668,0.04692439,0.054828897
t_1297,-71.83569,19.01782,0.041911464,0.036655165,0.043585468
t_1298,-71.88313,19.01863,0.047829717,0.041135192,0.048490148
t_1299,-71.93057,19.01942,0.049961053,0.04299878,0.05052946
t_13,-71.43493,17.74714,0.022075433,0.021491643,0.026048342
t_130,-71.47305,18.19906,0.022918485,0.020988604,0.02740559
t_1300,-71.97801,19.02021,0.056844655,0.047830496,0.056312844
t_1301,-71.83483,19.06294,0.044844355,0.038510237,0.045542467
t_1302,-71.88228,19.06375,0.05066137,0.042233583,0.050372627
t_1303,-72.07291,19.02173,0.053089686,0.046577796,0.05430377
t_1304,-72.12036,19.02248,0.05733226,0.050270583,0.058067832
t_1305,-72.02466,19.0661,0.035458677,0.031985704,0.039946802
t_1306,-72.07212,19.06686,0.04594668,0.040551905,0.048147436
t_1307,-72.11958,19.06761,0.04456536,0.039593723,0.04745072
t_1308,-72.02385,19.11123,0.050835345,0.04347553,0.05104453
t_1309,-72.07132,19.11199,0.052009333,0.044666152,0.052267835
t_131,-71.52024,18.19992,0.04014822,0.033592116,0.041102454
t_1310,-72.1188,19.11274,0.0454773,0.040101696,0.047550667
t_1311,-72.02304,19.15636,0.054540653,0.044191256,0.053636152
t_1312,-72.07053,19.15712,0.05259702,0.044168044,0.052260727
t_1313,-71.92974,19.06455,0.048892304,0.0418795,0.049300678
t_1314,-71.9772,19.06533,0.05334224,0.04508349,0.05310855
t_1315,-71.88144,19.10887,0.050418817,0.04125305,0.049942505
t_1316,-71.92891,19.10967,0.05450586,0.043441564,0.05350797
t_1317,-71.97638,19.11046,0.050684538,0.042867903,0.05062823
t_1318,-71.88059,19.15399,0.038521066,0.03398907,0.04040466
t_1319,-71.92807,19.15479,0.0383927,0.033949573,0.040543843
t_132,-71.37773,18.2424,0.029635848,0.026750132,0.032434464
t_1320,-71.97555,19.15558,0.04706117,0.04018058,0.0474497
t_1321,-71.87974,19.19911,0.03244557,0.029195294,0.03544084
t_1322,-71.92723,19.19991,0.0340702,0.030486388,0.036901247
t_1323,-72.16705,19.06835,0.042612676,0.03836961,0.046546753
t_1324,-72.21451,19.06907,0.04500118,0.04054589,0.04869448
t_1325,-72.26199,19.06978,0.042948622,0.03920182,0.04766111
t_1326,-72.16628,19.11348,0.04620042,0.04083919,0.048403427
t_1327,-72.21376,19.1142,0.039756265,0.035857953,0.043972697
t_1328,-72.26124,19.11492,0.044230513,0.039545357,0.04746372
t_1329,-72.16551,19.15861,0.054978687,0.046464503,0.054599594
t_133,-71.56744,18.20077,0.030645976,0.026867442,0.03395954
t_1330,-72.213,19.15934,0.04758565,0.04175057,0.0491065
t_1331,-72.2605,19.16005,0.03793435,0.03413386,0.04206884
t_1332,-72.16473,19.20374,0.058764953,0.04605889,0.05736846
t_1333,-71.78651,19.10724,0.039669074,0.03467496,0.041062944
t_1334,-71.83397,19.10806,0.046266783,0.038828917,0.046410084
t_1335,-71.69069,19.15067,0.02667451,0.024622198,0.03035766
t_1336,-71.73817,19.15152,0.03232809,0.029210394,0.035011765
t_1337,-71.78564,19.15235,0.031753287,0.028682899,0.03473738
t_1338,-71.83311,19.15318,0.029550182,0.026761515,0.0331794
t_1339,-71.68979,19.19578,0.026442878,0.024553943,0.030062685
t_134,-71.61464,18.20161,0.031012846,0.026983049,0.034556933
t_1340,-71.73728,19.19663,0.02830231,0.026006846,0.031685427
t_1341,-71.78476,19.19747,0.030700115,0.02790173,0.033735737
t_1342,-71.83225,19.1983,0.031491738,0.028474582,0.034518663
t_1343,-72.11802,19.15787,0.050074793,0.043121796,0.050541837
t_1344,-72.02223,19.20148,0.046205692,0.039491836,0.046668485
t_1345,-72.06973,19.20225,0.053738616,0.043334026,0.052866377
t_1346,-72.11723,19.203,0.05115646,0.042971786,0.050926976
t_1347,-72.02141,19.24661,0.04267743,0.036895502,0.043621257
t_1348,-72.06893,19.24738,0.043842673,0.037836447,0.044688914
t_1349,-72.11644,19.24813,0.042894192,0.037364703,0.044131592
t_135,-71.66185,18.20244,0.03091989,0.026864337,0.03497961
t_1350,-72.0206,19.29173,0.03509599,0.03134098,0.037503377
t_1351,-72.06812,19.2925,0.039639544,0.03475041,0.041139998
t_1352,-72.11565,19.29326,0.04755447,0.039377935,0.04743598
t_1353,-70.75102,18.7706,0.009612033,0.011819991,0.014880779
t_1354,-70.79833,18.77167,0.011288633,0.013431816,0.016533332
t_1355,-70.84564,18.77273,0.011705136,0.013639801,0.016889043
t_1356,-70.89296,18.77378,0.012301632,0.014031421,0.017424686
t_1357,-70.79721,18.81674,0.009323787,0.011380505,0.014574138
t_1358,-70.84454,18.8178,0.00985053,0.01176027,0.015082232
t_1359,-70.89187,18.81885,0.011812743,0.013585277,0.01695538
t_136,-71.56656,18.24589,0.033869773,0.029407168,0.03658909
t_1360,-70.79608,18.86181,0.009443274,0.011557403,0.014697455
t_1361,-70.84342,18.86287,0.009721523,0.0116783595,0.014958012
t_1362,-70.89077,18.86393,0.013864163,0.015807232,0.018966654
t_1363,-71.03493,18.77685,0.014390789,0.015433589,0.019307766
