STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,REFERENCES,STATION_TYPE,SOIL_TYPE,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,VS30,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE
CHHC,CHHC,-43.536,172.628,Stations_GeoNet,seismic, ,0.15863823,0.125716775,0.112194947,0.072633049,0.151256441,0.585608656,0.462017926,0.288181051,0.205920814,0.449993602,0.506977751,0.403297135,0.205920814,0.585608656,0.506977751,0.403297135,0.0,0.0,0.0,0.0,,,,,,,,
CACS,CACS,-43.483,172.53,Stations_GeoNet,seismic, ,0.298026019,0.17859471,0.157358148,0.068005478,0.191502955,0.567643549,0.277123002,0.161211591,0.189778917,0.572753744,0.177671507,0.149442208,0.191502955,0.572753744,0.277123002,0.161211591,0.0,0.0,0.0,0.0,,,,,,,,
CBGS,CBGS,-43.529,172.62,Stations_GeoNet,seismic, ,0.121266592,0.161065128,0.107639891,0.074753428,0.175794561,0.332355172,0.48396859,0.351191244,0.15497938,0.487265256,0.246408029,0.212172084,0.175794561,0.487265256,0.48396859,0.351191244,0.0,0.0,0.0,0.0,,,,,,,,
ASHS,ASHS,-43.274,172.596,Stations_GeoNet,seismic, ,0.155775773,0.12480749,0.083382599,0.080565786,0.138690773,0.3114428,0.132113206,0.098709147,0.166321736,0.356786754,0.204022945,0.127869263,0.166321736,0.356786754,0.204022945,0.127869263,0.0,0.0,0.0,0.0,,,,,,,,
SPFS,SPFS,-43.338,171.929,Stations_GeoNet,seismic, ,0.103196444,0.327430954,0.115565556,0.099365043,0.159986814,0.379439697,0.429946197,0.373421987,0.162616138,0.350673849,0.373516473,0.307565818,0.162616138,0.379439697,0.429946197,0.373421987,0.0,0.0,0.0,0.0,,,,,,,,
WAKC,WAKC,-42.963,172.705,Stations_GeoNet,seismic, ,0.065446337,0.127108593,0.133565442,0.09691926,0.126217119,0.28925871,0.248568028,0.223211749,0.15410197,0.428051092,0.709865356,0.211216342,0.15410197,0.428051092,0.709865356,0.223211749,0.0,0.0,0.0,0.0,,,,,,,,
OXZ,OXZ,-43.326,172.038,Stations_GeoNet,seismic, ,0.127123535,0.215970064,0.297472232,0.075455862,0.140783631,0.260351945,0.331898347,0.213586201,0.144844804,0.258484205,0.226087391,0.179598129,0.144844804,0.260351945,0.331898347,0.213586201,0.0,0.0,0.0,0.0,,,,,,,,
FDCS,FDCS,-44.099,170.829,Stations_GeoNet,seismic, ,0.05254099,0.124609283,0.14847949,0.154297786,0.12479882,0.330603818,0.22598092,0.153307396,0.102591053,0.197092032,0.263209526,0.253987441,0.12479882,0.330603818,0.263209526,0.253987441,0.0,0.0,0.0,0.0,,,,,,,,
CSHS,CSHS,-43.227,171.724,Stations_GeoNet,seismic, ,0.070012023,0.145123397,0.131425866,0.141256387,0.117394671,0.308060033,0.229506032,0.15597392,0.089761205,0.256770973,0.216870222,0.199582343,0.117394671,0.308060033,0.229506032,0.199582343,0.0,0.0,0.0,0.0,,,,,,,,
ADCS,ADCS,-43.902,171.748,Stations_GeoNet,seismic, ,0.055571276,0.113443646,0.03386456,0.031455615,0.111860019,0.421182769,0.172599452,0.111038672,0.077552095,0.203613696,0.111146399,0.07423843,0.111860019,0.421182769,0.172599452,0.111038672,0.0,0.0,0.0,0.0,,,,,,,,
LSRC,LSRC,-42.87,172.543,Stations_GeoNet,seismic, ,0.049887948,0.118897683,0.062412333,0.055627937,0.098635856,0.215892034,0.270441727,0.110029215,0.077861256,0.159821847,0.190633927,0.179115039,0.098635856,0.215892034,0.270441727,0.179115039,0.0,0.0,0.0,0.0,,,,,,,,
DORC,DORC,-43.897,172.094,Stations_GeoNet,seismic, ,0.077303512,0.111378968,0.065863246,0.047527353,0.081988115,0.231576313,0.118475774,0.095003083,0.085068636,0.152961548,0.141679446,0.077171484,0.085068636,0.231576313,0.141679446,0.095003083,0.0,0.0,0.0,0.0,,,,,,,,
APPS,APPS,-42.949,171.568,Stations_GeoNet,seismic, ,0.026425856,0.111244803,0.024212245,0.022084752,0.076938192,0.223644069,0.087651648,0.031671427,0.080114633,0.184311806,0.131385843,0.037665376,0.080114633,0.223644069,0.131385843,0.037665376,0.0,0.0,0.0,0.0,,,,,,,,
TRCS,TRCS,-44.403,171.244,Stations_GeoNet,seismic, ,0.036543483,0.060294109,0.066303974,0.055390988,0.068108411,0.131701086,0.113631534,0.066481069,0.076787752,0.144813124,0.134038343,0.130182634,0.076787752,0.144813124,0.134038343,0.130182634,0.0,0.0,0.0,0.0,,,,,,,,
KOKS,KOKS,-42.892,171.136,Stations_GeoNet,seismic, ,0.0370484,0.06724853,0.136335645,0.082830083,0.044390243,0.102849088,0.10657797,0.098694286,0.053082353,0.101550145,0.145309399,0.08967522,0.053082353,0.102849088,0.145309399,0.098694286,0.0,0.0,0.0,0.0,,,,,,,,
RPZ,RPZ,-43.715,171.054,Stations_GeoNet,seismic, ,0.046231902,0.074392017,0.082268745,0.051882497,0.047893541,0.091950468,0.087427679,0.044945431,0.0496893,0.092490172,0.128572236,0.064140143,0.0496893,0.092490172,0.128572236,0.064140143,0.0,0.0,0.0,0.0,,,,,,,,
DKHS,DKHS,-45.902,170.493,Stations_GeoNet,seismic, ,0.012142153,0.038991834,0.018188706,0.014814761,0.040745687,0.108203867,0.141732612,0.037916521,0.033047513,0.093848036,0.130606146,0.029431528,0.040745687,0.108203867,0.141732612,0.037916521,0.0,0.0,0.0,0.0,,,,,,,,
IFPS,IFPS,-42.727,171.473,Stations_GeoNet,seismic, ,0.017072242,0.041660437,0.057614012,0.02525811,0.040416761,0.074137995,0.153770285,0.064082369,0.026511702,0.071459399,0.117139035,0.083718252,0.040416761,0.074137995,0.153770285,0.083718252,0.0,0.0,0.0,0.0,,,,,,,,
CECS,CECS,-42.813,173.275,Stations_GeoNet,seismic, ,0.019241061,0.049534211,0.037958309,0.034421393,0.036725502,0.137041335,0.109455183,0.053978647,0.040084892,0.096177313,0.080044372,0.043156705,0.040084892,0.137041335,0.109455183,0.053978647,0.0,0.0,0.0,0.0,,,,,,,,
WVAS,WVAS,-43.072,170.737,Stations_GeoNet,seismic, ,0.025139708,0.04039115,0.05370186,0.0633317,0.032748411,0.058250505,0.052687785,0.086677475,0.031363147,0.08170788,0.090793294,0.091723069,0.032748411,0.08170788,0.090793294,0.091723069,0.0,0.0,0.0,0.0,,,,,,,,
LTZ,LTZ,-42.782,172.271,Stations_GeoNet,seismic, ,0.019595665,0.046686081,0.030844833,0.03216798,0.02950192,0.046210806,0.052054728,0.06714675,0.022505395,0.051563691,0.047628622,0.055397399,0.02950192,0.051563691,0.052054728,0.06714675,0.0,0.0,0.0,0.0,,,,,,,,
FGPS,FGPS,-43.463,170.02,Stations_GeoNet,seismic, ,0.013128158,0.022370446,0.038973021,0.024003007,0.0222718,0.064013091,0.051281032,0.045980133,0.024252149,0.041239781,0.082362014,0.050491571,0.024252149,0.064013091,0.082362014,0.050491571,0.0,0.0,0.0,0.0,,,,,,,,
FJDS,FJDS,-43.389,170.184,Stations_GeoNet,seismic, ,0.014020042,0.028224114,0.033463963,0.040040357,0.015871459,0.033938876,0.046902753,0.038747641,0.021159313,0.058962835,0.062879108,0.046303131,0.021159313,0.058962835,0.062879108,0.046303131,0.0,0.0,0.0,0.0,,,,,,,,
ARPS,ARPS,-42.524,171.408,Stations_GeoNet,seismic, ,0.01515576,0.025004123,0.03041736,0.02137695,0.015841327,0.034561538,0.046378885,0.027613324,0.017911756,0.039443401,0.030256255,0.040442222,0.017911756,0.039443401,0.046378885,0.040442222,0.0,0.0,0.0,0.0,,,,,,,,
AVIS,AVIS,-44.655,170.357,Stations_GeoNet,seismic, ,0.008367462,0.019451773,0.016240059,0.024511988,0.01700107,0.02576128,0.032069421,0.067541871,0.010800154,0.017414984,0.021611218,0.03210624,0.01700107,0.02576128,0.032069421,0.067541871,0.0,0.0,0.0,0.0,,,,,,,,
DUNS,DUNS,-45.905,170.471,Stations_GeoNet,seismic, ,0.0076425,0.016207739,0.018015182,0.012143853,0.015924789,0.048728053,0.01931958,0.016629232,0.014450665,0.029292057,0.031180084,0.014582581,0.015924789,0.048728053,0.031180084,0.016629232,0.0,0.0,0.0,0.0,,,,,,,,
WVZ,WVZ,-43.074,170.737,Stations_GeoNet,seismic, ,0.010063468,0.01856904,0.034107063,0.020680274,0.014317886,0.030699963,0.030296035,0.026165591,0.015175384,0.034215052,0.030752369,0.054878625,0.015175384,0.034215052,0.030752369,0.054878625,0.0,0.0,0.0,0.0,,,,,,,,
BENS,BENS,-44.563,170.193,Stations_GeoNet,seismic, ,0.00799221,0.016248551,0.021862987,0.010012862,0.014327079,0.02883668,0.026832241,0.022785271,0.009871543,0.025053981,0.019508205,0.024743013,0.014327079,0.02883668,0.026832241,0.024743013,0.0,0.0,0.0,0.0,,,,,,,,
EBPS,EBPS,-41.289,174.9,Stations_GeoNet,seismic, ,0.004572187,0.007312788,0.007081738,0.007153625,0.011905021,0.018694787,0.018575472,0.017170271,0.0052881,0.007836284,0.007037223,0.007465299,0.011905021,0.018694787,0.018575472,0.017170271,0.0,0.0,0.0,0.0,,,,,,,,
DCDS,DCDS,-45.874,170.502,Stations_GeoNet,seismic, ,0.007964261,0.027671784,0.01553678,0.01083163,0.011194569,0.024498793,0.02291644,0.017998204,0.011236246,0.042848973,0.031193131,0.022470488,0.011236246,0.042848973,0.031193131,0.022470488,0.0,0.0,0.0,0.0,,,,,,,,
BDCS,BDCS,-46.249,169.719,Stations_GeoNet,seismic, ,0.007087993,0.010786877,0.010359567,0.009085752,0.01106311,0.016435692,0.016351052,0.016746543,0.008953247,0.012531037,0.01321371,0.013031235,0.01106311,0.016435692,0.016351052,0.016746543,0.0,0.0,0.0,0.0,,,,,,,,
FTPS,FTPS,-41.119,175.327,Stations_GeoNet,seismic, ,0.010632847,0.015983652,0.015172465,0.014361912,0.007043379,0.010402115,0.009979522,0.010357636,0.010696669,0.017448561,0.016004181,0.016912546,0.010696669,0.017448561,0.016004181,0.016912546,0.0,0.0,0.0,0.0,,,,,,,,
DGNS,DGNS,-45.863,170.514,Stations_GeoNet,seismic, ,0.004547077,0.015091806,0.015724043,0.009054994,0.009503446,0.021149249,0.022859359,0.013501366,0.009468021,0.019371001,0.023174815,0.014578993,0.009503446,0.021149249,0.023174815,0.014578993,0.0,0.0,0.0,0.0,,,,,,,,
ARKS,ARKS,-41.242,174.944,Stations_GeoNet,seismic, ,0.003096063,0.006634687,0.00493288,0.004802731,0.006520915,0.026458768,0.004337161,0.003586868,0.008533948,0.039983053,0.0064218,0.002326411,0.008533948,0.039983053,0.0064218,0.003586868,0.0,0.0,0.0,0.0,,,,,,,,
BTWS,BTWS,-41.389,173.129,Stations_GeoNet,seismic, ,0.002810171,0.003786403,0.006018016,0.007646722,0.006772757,0.010587417,0.011460631,0.013029906,0.005722777,0.008709716,0.012176469,0.00987961,0.006772757,0.010587417,0.012176469,0.013029906,0.0,0.0,0.0,0.0,,,,,,,,
KHZ,KHZ,-42.416,173.539,Stations_GeoNet,seismic, ,0.003474672,0.005838637,0.00670807,0.008521435,0.005812066,0.010732566,0.009083977,0.012338411,0.00457054,0.008781287,0.008912066,0.007752674,0.005812066,0.010732566,0.009083977,0.012338411,0.0,0.0,0.0,0.0,,,,,,,,
WNHS,WNHS,-41.301,174.776,Stations_GeoNet,seismic, ,0.002463066,0.0052441,0.001853648,0.001727598,0.003465838,0.006646894,0.003694,0.003654754,0.00491996,0.010262214,0.004549721,0.002814402,0.00491996,0.010262214,0.004549721,0.003654754,0.0,0.0,0.0,0.0,,,,,,,,
THZ,THZ,-41.762,172.905,Stations_GeoNet,seismic, ,0.002915245,0.00539736,0.007076246,0.00443085,0.004558326,0.010588213,0.011215435,0.008384721,0.003889703,0.008438539,0.008825649,0.011727394,0.004558326,0.010588213,0.011215435,0.011727394,0.0,0.0,0.0,0.0,,,,,,,,
FXBS,FXBS,-40.461,175.226,Stations_GeoNet,seismic, ,0.002170872,0.003695873,0.002488456,0.003705687,0.00452055,0.013766572,0.007111005,0.006077745,0.003822793,0.009026191,0.006518849,0.007234615,0.00452055,0.013766572,0.007111005,0.007234615,0.0,0.0,0.0,0.0,,,,,,,,
FAHS,FAHS,-40.214,175.573,Stations_GeoNet,seismic, ,0.003656249,0.006481719,0.006204432,0.006018705,0.004478722,0.006563603,0.006202527,0.005154289,0.002646128,0.003041693,0.003023314,0.005202989,0.004478722,0.006563603,0.006202527,0.005202989,0.0,0.0,0.0,0.0,,,,,,,,
EKTS,EKTS,-40.649,175.709,Stations_GeoNet,seismic, ,0.005907395,0.008023713,0.008142023,0.008101755,0.003226207,0.004352451,0.00467776,0.004062957,0.003021169,0.005542662,0.003439688,0.004922735,0.003226207,0.005542662,0.00467776,0.004922735,0.0,0.0,0.0,0.0,,,,,,,,
FKPS,FKPS,-41.288,174.779,Stations_GeoNet,seismic, ,0.001583558,0.002436758,0.003134468,0.001478964,0.002911283,0.008666662,0.005490033,0.003873347,0.002928824,0.008209914,0.005270008,0.003313101,0.002928824,0.008666662,0.005490033,0.003873347,0.0,0.0,0.0,0.0,,,,,,,,
DVHS,DVHS,-40.202,176.101,Stations_GeoNet,seismic, ,0.000891696,0.001244804,0.001760863,0.002579761,0.002506198,0.002632468,0.003487472,0.005136759,0.001753687,0.001920124,0.002633339,0.004912019,0.002506198,0.002632468,0.003487472,0.005136759,0.0,0.0,0.0,0.0,,,,,,,,
GDLC,GDLC,-43.58806,172.08944,Stations_USGS,seismic,,,,,,,,,,,,,,0.752018,,,,0.0,,,,274.33,8.8,0.63,0.0,94.515,,,inferred
HVSC,HVSC,-43.58111,172.70917,Stations_USGS,seismic,,,,,,,,,,,,,,0.618318,,,,0.0,,,,900.0,,,0.0,18.762,,,inferred
UTM:(59G 061 517 10000),,-43.5691,172.4241,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.611941,0.901968,,0.442855,0.8059,1.0131,,1.0822,264.04,7.6,0.3,0.875,40.2189,1.4737,0.082283,inferred
UTM:(59G 059 518 10000),,-43.4819,172.1747,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.540325,0.807015,,0.37783,0.8059,1.0131,,1.0822,282.52,7.4,0.3,0.875,34.7648,1.4737,0.070609,inferred
OBS_6,"""Darfield::Canterbury::New Zealand"" 18 responses 7 km (Intensity VII)",-43.48,172.12,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.477091,0.722059,,0.322352,0.8059,1.0131,,1.0822,285.05,7.2,0.3,0.875,30.0503,1.4737,0.060592,inferred
OBS_25,"""Rolleston::Canterbury::New Zealand"" 11 responses 22 km (Intensity VII)",-43.58,172.38,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.477091,0.722059,,0.322352,0.8059,1.0131,,1.0822,263.52,7.2,0.3,0.875,30.0503,1.4737,0.060592,inferred
HORC,HORC,-43.54139,171.95972,Stations_USGS,seismic,,,,,,,,,,,,,,0.461305,,,,0.0,,,,297.28,8.6,0.63,0.0,73.603,,,inferred
DFHS,DFHS,-43.49139,172.10194,Stations_USGS,seismic,,,,,,,,,,,,,,0.458379,,,,0.0,,,,283.42,,,0.0,34.016,,,inferred
OBS_13,"""Leeston::Canterbury::New Zealand"" 3 responses 29 km (Intensity VII)",-43.76,172.3,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.430723,0.716343,,0.434153,0.8059,1.0131,,1.0822,249.54,7.4,0.3,0.875,34.7648,1.4737,0.082508,inferred
LINC,LINC,-43.62472,172.46778,Stations_USGS,seismic,,,,,,,,,,,,,,0.410255,,,,0.0,,,,249.78,7.7,0.63,0.0,43.077,,,inferred
UTM:(59G 061 516 10000),,-43.6591,172.4262,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.406856,0.634339,,0.280947,0.8059,1.0131,,1.0822,238.25,7.0,0.3,0.875,25.9751,1.4737,0.053254,inferred
ROLC,ROLC,-43.59444,172.38083,Stations_USGS,seismic,,,,,,,,,,,,,,0.38157,,,,0.0,,,,264.95,,,0.0,58.207,,,inferred
OBS_16,"""Lyttelton::Canterbury::New Zealand"" 4 responses 49 km (Intensity VII)",-43.6,172.72,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.377492,0.623971,,0.330836,0.8059,1.0131,,1.0822,787.88,7.1,0.3,0.875,27.9385,1.4737,0.063166,inferred
OBS_14,"""Lincoln::Canterbury::New Zealand"" 6 responses 32 km (Intensity VII)",-43.65,172.48,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.371957,0.578035,,0.234639,0.8059,1.0131,,1.0822,251.91,6.8,0.3,0.875,22.4526,1.4737,0.04462,inferred
OBS_5,"""Christchurch::Canterbury::New Zealand"" 253 responses 42 km (Intensity VII)",-43.53,172.64,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.345041,0.543073,,0.218447,0.8059,1.0131,,1.0822,210.52,6.7,0.3,0.875,20.8747,1.4737,0.041701,inferred
KPOC,KPOC,-43.37806,172.66361,Stations_USGS,seismic,,,,,,,,,,,,,,0.34371,,,,0.0,,,,203.19,7.2,0.63,0.0,30.877,,,inferred
LPCC,LPCC,-43.60556,172.72222,Stations_USGS,seismic,,,,,,,,,,,,,,0.332304,,,,0.0,,,,787.88,6.4,0.63,0.0,18.558,,,inferred
UTM:(59G 063 520 10000),,-43.2957,172.6642,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.30215,0.530205,,0.299762,0.8059,1.0131,,1.0822,243.0,6.9,0.3,0.875,24.1497,1.4737,0.057986,inferred
OBS_11,"""Kaiapoi::Canterbury::New Zealand"" 5 responses 49 km (Intensity VII)",-43.36,172.68,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.301529,0.51764,,0.266855,0.8059,1.0131,,1.0822,211.33,6.8,0.3,0.875,22.4526,1.4737,0.051541,inferred
UTM:(59G 063 517 10000),,-43.5657,172.6716,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.299867,0.49303,,0.211666,0.8059,1.0131,,1.0822,618.6,6.6,0.3,0.875,19.4077,1.4737,0.040759,inferred
TPLC,TPLC,-43.55167,172.47194,Stations_USGS,seismic,,,,,,,,,,,,,,0.297686,,,,0.0,,,,258.54,7.3,0.63,0.0,31.43,,,inferred
UTM:(59G 063 519 10000),,-43.3857,172.6667,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.27702,0.472911,,0.222201,0.8059,1.0131,,1.0822,203.19,6.6,0.3,0.875,19.4077,1.4737,0.043039,inferred
OBS_32,"""Woodend::Canterbury::New Zealand"" 4 responses 50 km (Intensity VII)",-43.32,172.67,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.256262,0.453938,,0.233066,0.8059,1.0131,,1.0822,234.85,6.6,0.3,0.875,19.4077,1.4737,0.045405,inferred
DSLC,DSLC,-43.66917,172.19778,Stations_USGS,seismic,,,,,,,,,,,,,,0.250245,,,,0.0,,,,255.14,6.8,0.63,0.0,22.832,,,inferred
CMHS,CMHS,-43.56722,172.62417,Stations_USGS,seismic,,,,,,,,,,,,,,0.248267,,,,0.0,,,,295.65,7.4,0.63,0.0,18.409,,,inferred
REHS,REHS,-43.52361,172.635,Stations_USGS,seismic,,,,,,,,,,,,,,0.2463,,,,0.0,,,,231.64,7.6,0.63,0.0,40.94,,,inferred
PRPC,PRPC,-43.5275,172.68278,Stations_USGS,seismic,,,,,,,,,,,,,,0.231733,,,,0.0,,,,215.09,,,0.0,45.06,,,inferred
CCCC,CCCC,-43.53944,172.64639,Stations_USGS,seismic,,,,,,,,,,,,,,0.202171,,,,0.0,,,,234.72,8.1,0.63,0.0,57.045,,,inferred
CACS,CACS,-43.48472,172.53,Stations_USGS,seismic,,,,,,,,,,,,,,0.200489,,,,0.0,,,,259.29,6.7,0.63,0.0,20.201,,,inferred
OBS_21,"""Oxford::Canterbury::New Zealand"" 4 responses 26 km (Intensity VI)",-43.3,172.18,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.199714,0.355095,,0.15087,0.8059,1.0131,,1.0822,281.75,6.1,0.3,0.875,13.4818,1.4737,0.029685,inferred
CHHC,CHHC,-43.53556,172.62611,Stations_USGS,seismic,,,,,,,,,,,,,,0.197808,,,,0.0,,,,210.52,7.9,0.63,0.0,50.188,,,inferred
OBS_24,"""Rangiora::Canterbury::New Zealand"" 18 responses 44 km (Intensity VI)",-43.31,172.57,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.195464,0.351102,,0.152872,0.8059,1.0131,,1.0822,270.05,6.1,0.3,0.875,13.4818,1.4737,0.030127,inferred
RKAC,RKAC,-43.75306,172.02306,Stations_USGS,seismic,,,,,,,,,,,,,,0.193303,,,,0.0,,,,265.15,5.8,0.63,0.0,12.493,,,inferred
NNBS,NNBS,-43.49722,172.71778,Stations_USGS,seismic,,,,,,,,,,,,,,0.18737,,,,0.0,,,,210.87,,,0.0,36.255,,,inferred
UTM:(59G 062 520 10000),,-43.2974,172.541,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.183814,0.332243,,0.141136,0.8059,1.0131,,1.0822,270.43,6.0,0.3,0.875,12.5343,1.4737,0.027893,inferred
SHLC,SHLC,-43.50694,172.66333,Stations_USGS,seismic,,,,,,,,,,,,,,0.179399,,,,0.0,,,,191.22,,,0.0,33.72,,,inferred
CBGS,CBGS,-43.53111,172.61972,Stations_USGS,seismic,,,,,,,,,,,,,,0.174302,,,,0.0,,,,199.51,6.8,0.63,0.0,38.225,,,inferred
PPHS,PPHS,-43.49444,172.60667,Stations_USGS,seismic,,,,,,,,,,,,,,0.173119,,,,0.0,,,,225.56,,,0.0,45.53,,,inferred
ASHS,ASHS,-43.27611,172.59583,Stations_USGS,seismic,,,,,,,,,,,,,,0.162691,,,,0.0,,,,267.02,5.4,0.63,0.0,8.039,,,inferred
SPFS,SPFS,-43.33972,171.92889,Stations_USGS,seismic,,,,,,,,,,,,,,0.160499,,,,0.0,,,,303.75,6.7,0.63,0.0,20.475,,,inferred
OBS_17,"""Methven::Canterbury::New Zealand"" 3 responses 39 km (Intensity VI)",-43.63,171.65,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.159318,0.294381,,0.12179,0.8059,1.0131,,1.0822,289.09,5.8,0.3,0.875,10.8345,1.4737,0.024243,inferred
UTM:(59G 055 516 10000),,-43.666,171.6821,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.158035,0.293132,,0.122395,0.8059,1.0131,,1.0822,284.71,5.8,0.3,0.875,10.8345,1.4737,0.024378,inferred
WAKC,WAKC,-42.96472,172.705,Stations_USGS,seismic,,,,,,,,,,,,,,0.150693,,,,0.0,,,,436.63,6.1,0.63,0.0,16.921,,,inferred
OXZ,OXZ,-43.3275,172.03806,Stations_USGS,seismic,,,,,,,,,,,,,,0.146809,,,,0.0,,,,393.28,5.7,0.63,0.0,10.384,,,inferred
SBRC,SBRC,-43.81028,172.25222,Stations_USGS,seismic,,,,,,,,,,,,,,0.1437,,,,0.0,,,,246.61,,,0.0,15.336,,,inferred
FDCS,FDCS,-44.10194,170.82861,Stations_USGS,seismic,,,,,,,,,,,,,,0.124281,,,,0.0,,,,331.89,6.0,0.63,0.0,9.632,,,inferred
