# 20090930_M7.6_Padang median gmf, Stations:None, gmlt:GEM, Rupture:SCARDEC
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,KuehnEtAl2020SSlab,ParkerEtAl2020SSlab,ZhaoEtAl2006SSlab
t_1030,102.56195000000002,0.44779,0.049264483,0.054462496,0.045236126,0.022754734
t_1031,102.11279000000002,0.44779,0.060872924,0.071800575,0.06097583,0.036874607
t_1032,101.93313,0.53761,0.07178493,0.08926961,0.07162841,0.0453694
t_1033,102.47210999999999,0.53761,0.054023486,0.06168578,0.049848665,0.025656274
t_1034,102.38227999999998,0.53761,0.054707997,0.06265579,0.05132771,0.026414528
t_1035,102.56195000000002,0.53761,0.04901925,0.05425456,0.04476175,0.021892138
t_1036,102.11279000000002,0.53761,0.061892703,0.07356109,0.06089602,0.035117302
t_1037,102.29245000000003,0.53761,0.056098837,0.06472462,0.053585496,0.029034274
t_1038,102.20262000000002,0.53761,0.06239179,0.07445388,0.059843697,0.03407028
t_1039,102.02296000000001,0.53761,0.06547347,0.07913843,0.06525621,0.03863658
t_104,99.05851999999999,2.69259,0.024870776,0.018966882,0.016944122,0.009357444
t_1040,101.93313,0.62744,0.06385702,0.07670759,0.064985305,0.04014535
t_1041,102.47210999999999,0.62744,0.049389035,0.054917425,0.045607757,0.023023926
t_1042,102.02296000000001,0.62744,0.059072405,0.069362074,0.059654433,0.036585353
t_1043,102.38227999999998,0.62744,0.052828874,0.059982315,0.04937451,0.025246961
t_1044,102.20262000000002,0.62744,0.058891382,0.06913084,0.05646403,0.030382749
t_1045,102.11279000000002,0.62744,0.062275596,0.07435426,0.0604164,0.03557815
t_1046,102.56195000000002,0.62744,0.047072414,0.051565222,0.042842437,0.021003684
t_1047,102.29245000000003,0.62744,0.055449523,0.06389807,0.052546367,0.027692836
t_1048,102.47210999999999,0.71727,0.04912571,0.054644503,0.045025945,0.021990364
t_1049,102.38227999999998,0.71727,0.051486142,0.05810562,0.047837887,0.02406521
t_105,99.23818,2.69259,0.029863141,0.024214195,0.021089058,0.0099106105
t_1050,102.02296000000001,0.71727,0.060073122,0.07098063,0.059378754,0.03454266
t_1051,102.11279000000002,0.71727,0.05798872,0.06781922,0.05635365,0.031560306
t_1052,102.20262000000002,0.71727,0.055567898,0.06416992,0.05320419,0.028832288
t_1053,102.29245000000003,0.71727,0.055122133,0.06354448,0.051778883,0.02810897
t_1054,102.56195000000002,0.71727,0.04748362,0.05226625,0.042898558,0.0214484
t_1055,101.93313,0.71727,0.06463666,0.078049526,0.06433312,0.03779786
t_1056,102.47210999999999,0.80709,0.04113847,0.043503232,0.037998054,0.0207217
t_1057,102.11279000000002,0.80709,0.052488588,0.059661184,0.051296443,0.029798452
t_1058,102.29245000000003,0.80709,0.05077362,0.057129566,0.04769394,0.02498906
t_1059,102.02296000000001,0.80709,0.058842055,0.069173336,0.05749604,0.032528628
t_106,99.50767000000002,2.69259,0.032021113,0.027004655,0.023304535,0.010619606
t_1060,101.93313,0.80709,0.059168134,0.06962932,0.05921772,0.03549458
t_1061,102.38227999999998,0.80709,0.04752904,0.052419204,0.044126,0.022880768
t_1062,102.56195000000002,0.80709,0.041924,0.04450745,0.037898358,0.019185428
t_1063,102.20262000000002,0.80709,0.05263374,0.059865054,0.050220724,0.027290095
t_1064,102.29245000000003,0.89691,0.046056405,0.050399583,0.043299597,0.02365136
t_1065,102.02296000000001,0.89691,0.053031947,0.06048832,0.052104138,0.030559568
t_1066,102.11279000000002,0.89691,0.054006062,0.061943937,0.05168503,0.028068114
t_1067,102.56195000000002,0.89691,0.044456147,0.048081692,0.039698713,0.018271744
t_1068,102.38227999999998,0.89691,0.033221353,0.03333051,0.031008827,0.021466149
t_1069,102.47210999999999,0.89691,0.04279761,0.045786034,0.038973372,0.01991421
t_107,99.32801,2.69259,0.030578718,0.025122235,0.021822732,0.01016531
t_1070,102.20262000000002,0.89691,0.050491516,0.056768067,0.047844667,0.025769057
t_1071,101.93313,0.89691,0.060366042,0.071521506,0.05899772,0.033253595
t_1072,102.56195000000002,0.98673,0.04100907,0.043320984,0.03644049,0.017364379
t_1073,102.38227999999998,0.98673,0.043845065,0.047290698,0.040136866,0.0205424
t_1074,102.02296000000001,0.98673,0.049046,0.05471485,0.048017845,0.028335366
t_1075,102.20262000000002,0.98673,0.048392892,0.0537538,0.04549795,0.024280155
t_1076,102.11279000000002,0.98673,0.048301496,0.053634696,0.046376016,0.02638145
t_1077,101.93313,0.98673,0.057236634,0.0667435,0.055586852,0.031089254
t_1078,102.29245000000003,0.98673,0.033753823,0.034051403,0.031725083,0.022092378
t_1079,102.47210999999999,0.98673,0.030668711,0.030070141,0.027786503,0.018681422
t_108,98.96868,2.69259,0.020689461,0.01497985,0.013528552,0.007179706
t_1080,102.38227999999998,1.07655,0.043907393,0.04738996,0.039726403,0.019404657
t_1081,100.13648999999998,0.26813,0.15015881,0.19333357,0.21666017,0.19202228
t_1082,99.95682999999997,0.26813,0.17702694,0.2191379,0.2418918,0.23156756
t_1083,100.31615999999997,0.26813,0.14632936,0.19996858,0.22535156,0.18902364
t_1084,100.22633000000002,0.26813,0.17056157,0.23390196,0.2556447,0.2423772
t_1085,99.77717000000001,0.26813,0.16750032,0.18796436,0.20980775,0.1660901
t_1086,99.59751,0.35796,0.16277362,0.17616098,0.18366317,0.16632064
t_1087,99.95682999999997,0.35796,0.17667472,0.22201142,0.22273783,0.20395866
t_1088,99.68734,0.35796,0.16399376,0.18148321,0.19173868,0.17588936
t_1089,100.22633000000002,0.35796,0.13332227,0.17260003,0.19123015,0.16836512
t_109,98.87885,2.69259,0.023441711,0.017381677,0.0155462185,0.008761111
t_1090,100.04665999999997,0.35796,0.14234352,0.17480478,0.19352312,0.1660605
t_1091,99.86700000000002,0.35796,0.16695134,0.19860233,0.21156135,0.19593325
t_1092,99.77717000000001,0.35796,0.16299921,0.18551187,0.19930065,0.18606324
t_1093,100.31615999999997,0.35796,0.13010892,0.17229408,0.19060476,0.16600889
t_1094,100.13648999999998,0.35796,0.15272279,0.19761069,0.21885784,0.16838276
t_1095,99.59751,0.44779,0.15142857,0.16338107,0.16680728,0.14775418
t_1096,99.95682999999997,0.44779,0.15691052,0.19260615,0.19841859,0.17944773
t_1097,99.86700000000002,0.44779,0.14904544,0.1741932,0.18616714,0.17301843
t_1098,100.22633000000002,0.44779,0.13501273,0.1747671,0.19172554,0.14755584
t_1099,100.04665999999997,0.44779,0.17066954,0.22253992,0.19990778,0.18599921
t_11,97.53138000000001,2.87204,0.015693678,0.010458041,0.009117527,0.0042295684
t_110,99.50767000000002,2.78232,0.028616363,0.023434822,0.020455454,0.009692025
t_1100,100.31615999999997,0.44779,0.1570319,0.2163162,0.20245746,0.1839127
t_1101,99.77717000000001,0.44779,0.13402824,0.14681327,0.16006662,0.13073994
t_1102,99.68734,0.44779,0.13818243,0.14787479,0.16022332,0.12372745
t_1103,100.13648999999998,0.44779,0.12488345,0.15416436,0.16886683,0.14756982
t_1104,99.59751,0.53761,0.113950305,0.11477964,0.12206733,0.10410048
t_1105,100.31615999999997,0.53761,0.12885407,0.16858175,0.17715521,0.16143957
t_1106,100.22633000000002,0.53761,0.14111048,0.18455407,0.18421675,0.16331719
t_1107,99.86700000000002,0.53761,0.12807901,0.14530665,0.15707296,0.12097103
t_1108,99.95682999999997,0.53761,0.12390067,0.14378743,0.15663646,0.1250603
t_1109,100.04665999999997,0.53761,0.15915929,0.20521957,0.18008102,0.16326688
t_111,99.32801,2.78232,0.032294776,0.027020806,0.022872584,0.00939431
t_1110,99.77717000000001,0.53761,0.116990685,0.12557313,0.13474262,0.11586245
t_1111,100.13648999999998,0.53761,0.12807049,0.15911336,0.17168196,0.1293834
t_1112,99.68734,0.53761,0.115825444,0.12019319,0.12840916,0.10998371
t_1113,99.86700000000002,0.62744,0.12270123,0.13916683,0.14653957,0.10679914
t_1114,100.31615999999997,0.62744,0.11840478,0.15127985,0.15748183,0.14183947
t_1115,99.77717000000001,0.62744,0.111815095,0.120112814,0.12819101,0.102657534
t_1116,100.04665999999997,0.62744,0.11037138,0.12876576,0.13839394,0.11238479
t_1117,100.13648999999998,0.62744,0.118224114,0.14412802,0.15328828,0.11355671
t_1118,100.22633000000002,0.62744,0.13820808,0.18017693,0.16610615,0.14334069
t_1119,99.95682999999997,0.62744,0.12697607,0.14956811,0.15508705,0.13898021
t_112,98.87885,2.78232,0.02585882,0.019710332,0.017224265,0.008047354
t_1120,99.68734,0.62744,0.108728565,0.11267524,0.11935463,0.097848795
t_1121,99.95682999999997,0.71727,0.09777617,0.108227864,0.114436105,0.09702664
t_1122,99.68734,0.71727,0.13183035,0.14810656,0.13480476,0.109895825
t_1123,99.77717000000001,0.71727,0.09774027,0.10259832,0.107919574,0.09099221
t_1124,100.31615999999997,0.71727,0.12187814,0.15674418,0.14833333,0.124788366
t_1125,100.22633000000002,0.71727,0.11988722,0.1503768,0.14772049,0.12599483
t_1126,99.86700000000002,0.71727,0.11252297,0.12587656,0.13112786,0.09436131
t_1127,100.04665999999997,0.71727,0.10202785,0.11706548,0.12463096,0.09887258
t_1128,100.13648999999998,0.71727,0.1253554,0.15580028,0.14913464,0.12600382
t_1129,99.68734,0.80709,0.09981924,0.10400044,0.10742525,0.077481724
t_113,98.96868,2.78232,0.024569884,0.018596215,0.016431458,0.008316133
t_1130,99.95682999999997,0.80709,0.1001466,0.11210993,0.11692304,0.08563453
t_1131,99.77717000000001,0.80709,0.11499053,0.12798315,0.1237853,0.10189522
t_1132,100.04665999999997,0.80709,0.10429854,0.12080551,0.12410301,0.10999063
t_1133,99.86700000000002,0.80709,0.10540652,0.116889924,0.11960969,0.10536873
t_1134,100.31615999999997,0.80709,0.10636101,0.13175604,0.13029468,0.10996916
t_1135,100.22633000000002,0.80709,0.10771489,0.13135792,0.13067362,0.110944085
t_1136,100.13648999999998,0.80709,0.107826985,0.12884213,0.12941572,0.11095134
t_1137,99.95682999999997,0.89691,0.094438106,0.104677744,0.107283294,0.07570351
t_1138,99.86700000000002,0.89691,0.08253834,0.08644641,0.08944933,0.07393427
t_1139,99.68734,0.89691,0.08175076,0.08170651,0.08409835,0.06901053
t_114,99.05851999999999,2.78232,0.025813581,0.019915579,0.017515505,0.008576918
t_1140,100.04665999999997,0.89691,0.113692954,0.13602959,0.12256364,0.09710315
t_1141,100.31615999999997,0.89691,0.11590217,0.14774784,0.123657465,0.09815954
t_1142,100.22633000000002,0.89691,0.12093407,0.15396199,0.12436027,0.098960504
t_1143,99.77717000000001,0.89691,0.08291618,0.085006885,0.08772936,0.07167751
t_1144,100.13648999999998,0.89691,0.11670872,0.1437428,0.1241556,0.098966464
t_1145,99.95682999999997,0.98673,0.108332224,0.12631328,0.110978544,0.08556765
t_1146,99.86700000000002,0.98673,0.08971516,0.096683554,0.09706169,0.08279853
t_1147,99.68734,0.98673,0.078082584,0.07784129,0.07953969,0.06152297
t_1148,100.31615999999997,0.98673,0.11201258,0.1421076,0.113948524,0.08682465
t_1149,100.13648999999998,0.98673,0.11468731,0.14193158,0.11445965,0.08748397
t_115,99.41784000000001,2.78232,0.034336206,0.029454863,0.024617251,0.009605735
t_1150,100.22633000000002,0.98673,0.10907337,0.13462585,0.11378072,0.0874791
t_1151,102.65178000000003,0.26813,0.04851288,0.053036578,0.044144403,0.02209458
t_1152,103.19076999999999,0.26813,0.035826072,0.035603836,0.029721232,0.012503042
t_1153,102.74160999999998,0.26813,0.04652186,0.050201997,0.041659042,0.020053709
t_1154,103.10093999999998,0.26813,0.037870623,0.03830337,0.03190862,0.013720591
t_1155,102.92126999999999,0.26813,0.036119852,0.03614718,0.031564467,0.016380018
t_1156,103.28059999999999,0.26813,0.035078574,0.03460791,0.028689068,0.0114019755
t_1157,102.83143999999999,0.26813,0.043087125,0.04540141,0.038050707,0.018216528
t_1158,103.0111,0.26813,0.042540707,0.0446461,0.036443204,0.016080296
t_1159,102.65178000000003,0.35796,0.04737592,0.05158589,0.043024357,0.021416496
t_116,99.14835,2.78232,0.027449662,0.021663075,0.018900167,0.008827713
t_1160,103.19076999999999,0.35796,0.03802348,0.038601592,0.031604588,0.013021316
t_1161,103.10093999999998,0.35796,0.03510101,0.03481158,0.029514324,0.013377402
t_1162,102.92126999999999,0.35796,0.03609679,0.036209896,0.031441763,0.015936898
t_1163,103.0111,0.35796,0.026928885,0.024991533,0.022826247,0.014516012
t_1164,102.74160999999998,0.35796,0.04454359,0.04758147,0.039865084,0.019464318
t_1165,102.83143999999999,0.35796,0.043811377,0.046545792,0.038549025,0.017703174
t_1166,103.28059999999999,0.35796,0.035736963,0.03555742,0.029242273,0.011885148
t_1167,102.65178000000003,0.44779,0.045682274,0.0493354,0.04141097,0.020697158
t_1168,103.19076999999999,0.44779,0.034134842,0.033607773,0.02818506,0.011878604
t_1169,102.83143999999999,0.44779,0.039989527,0.04144916,0.035197515,0.017156146
t_117,99.23818,2.78232,0.03309714,0.027728729,0.02328713,0.009166862
t_1170,103.10093999999998,0.44779,0.025132021,0.022896493,0.02080263,0.012867346
t_1171,102.74160999999998,0.44779,0.046123073,0.04995227,0.04104225,0.02010273
t_1172,102.92126999999999,0.44779,0.04053483,0.042142995,0.035048325,0.015634816
t_1173,103.0111,0.44779,0.0366453,0.0369367,0.031222027,0.014257516
t_1174,102.65178000000003,0.53761,0.04513189,0.048682913,0.040716097,0.019945085
t_1175,102.83143999999999,0.53761,0.04309325,0.045796543,0.037676822,0.017695094
t_1176,102.74160999999998,0.53761,0.04351172,0.046392847,0.038638923,0.018180769
t_1177,102.92126999999999,0.53761,0.03951001,0.040855374,0.034050535,0.015131235
t_1178,103.0111,0.53761,0.03806488,0.038886838,0.032318927,0.013815491
t_1179,103.10093999999998,0.53761,0.024665019,0.022399662,0.020324796,0.012482991
t_118,98.96868,2.87204,0.025112668,0.019154212,0.016695157,0.007633606
t_1180,102.65178000000003,0.62744,0.04515564,0.04882395,0.040489778,0.019168297
t_1181,102.74160999999998,0.62744,0.04341571,0.046361756,0.038360324,0.017500577
t_1182,103.0111,0.62744,0.02539759,0.023334768,0.021224814,0.01320856
t_1183,102.92126999999999,0.62744,0.040508293,0.042303942,0.034788836,0.015588333
t_1184,102.83143999999999,0.62744,0.040607512,0.0424602,0.035377026,0.015984984
t_1185,102.65178000000003,0.71727,0.040582575,0.04258574,0.036389,0.018374668
t_1186,102.92126999999999,0.71727,0.026094757,0.024233084,0.022092061,0.013914086
t_1187,102.74160999999998,0.71727,0.043538827,0.046630524,0.03827452,0.017932285
t_1188,102.83143999999999,0.71727,0.038709924,0.039970074,0.033579614,0.015372354
t_1189,102.65178000000003,0.80709,0.041238558,0.043526612,0.036648735,0.017571567
t_119,99.41784000000001,2.87204,0.029287014,0.024021141,0.020568365,0.008683029
t_1190,102.74160999999998,0.80709,0.04026798,0.042166863,0.035235364,0.016096663
t_1191,102.83143999999999,0.80709,0.041157566,0.04337402,0.035523005,0.015739601
t_1192,102.65178000000003,0.89691,0.03783401,0.038993854,0.033495042,0.01676557
t_1193,102.83143999999999,0.89691,0.03864339,0.039984334,0.03313263,0.01412009
t_1194,102.74160999999998,0.89691,0.038625117,0.03999326,0.033599064,0.015385002
t_1195,102.65178000000003,0.98673,0.039076895,0.0406671,0.034243792,0.01596269
t_1196,102.74160999999998,0.98673,0.036978576,0.037832007,0.03195398,0.014674046
t_1197,101.5738,-0.18103,0.10320295,0.13707463,0.11866423,0.09314124
t_1198,101.21447,-0.18103,0.13423578,0.19157623,0.17220128,0.15083858
t_1199,101.84329000000002,-0.0912,0.07823543,0.09679458,0.08721654,0.063094854
t_12,97.80087000000003,2.87204,0.019802446,0.013814735,0.011888191,0.0047478233
t_120,99.23818,2.87204,0.026541274,0.02092776,0.018205732,0.008299301
t_1200,101.48397,-0.0912,0.102385454,0.13691883,0.12556797,0.10070789
t_1201,101.66363000000001,-0.0912,0.09343281,0.12162332,0.106085435,0.08036973
t_1202,101.39414,-0.0912,0.11312157,0.15547685,0.13855767,0.11355631
t_1203,101.21447,-0.0912,0.1354995,0.19534272,0.16414313,0.1463055
t_1204,101.75346000000002,-0.0912,0.08855224,0.11351064,0.09774773,0.07155055
t_1205,101.12464,-0.0912,0.14640617,0.21512319,0.17715536,0.16518945
t_1206,101.30430000000001,-0.0912,0.12221842,0.17156883,0.15187402,0.12957476
t_1207,101.5738,-0.0912,0.097481675,0.12848069,0.11510121,0.08941424
t_1208,101.12464,-0.00137,0.121426634,0.17230919,0.17462495,0.15462925
t_1209,101.30430000000001,-0.00137,0.11742205,0.1642227,0.14667936,0.12233515
t_121,99.50767000000002,2.87204,0.031641535,0.02670431,0.022506896,0.008949815
t_1210,101.21447,-0.00137,0.13440087,0.19460414,0.15609062,0.13909449
t_1211,101.48397,-0.00137,0.10480344,0.14193699,0.12307907,0.09786463
t_1212,101.39414,-0.00137,0.111983865,0.15450643,0.1342298,0.10999402
t_1213,101.66363000000001,-0.00137,0.09467053,0.12455493,0.104631595,0.077670395
t_1214,101.75346000000002,-0.00137,0.08476051,0.108007014,0.09466358,0.069307856
t_1215,101.5738,-0.00137,0.09960398,0.13295043,0.113299444,0.08714129
t_1216,101.84329000000002,-0.00137,0.08662897,0.111204416,0.09050514,0.06192198
t_1217,101.5738,0.08846,0.103832275,0.14127335,0.11128331,0.089063406
t_1218,101.30430000000001,0.08846,0.12350294,0.17594697,0.13869856,0.11717081
t_1219,101.39414,0.08846,0.11295688,0.15705533,0.1292879,0.10462016
t_122,98.87885,2.87204,0.024264503,0.018229825,0.01593025,0.0073944596
t_1220,101.21447,0.08846,0.116576724,0.16379425,0.15337121,0.12974079
t_1221,101.75346000000002,0.08846,0.08849712,0.11487999,0.094695814,0.066751115
t_1222,101.84329000000002,0.08846,0.08591313,0.11068989,0.0889927,0.05978057
t_1223,101.48397,0.08846,0.107556455,0.14759941,0.11960697,0.09342249
t_1224,101.12464,0.08846,0.12348491,0.17622651,0.16778073,0.14510526
t_1225,101.66363000000001,0.08846,0.09292022,0.12230207,0.10192545,0.07460707
t_1226,101.5738,0.1783,0.08853,0.11553223,0.103893235,0.0785904
t_1227,101.21447,0.1783,0.11767481,0.16601232,0.14580399,0.1228346
t_1228,101.12464,0.1783,0.12404586,0.17734453,0.1582582,0.13517125
t_1229,101.30430000000001,0.1783,0.11284952,0.15744913,0.13442037,0.11024448
t_123,99.05851999999999,2.87204,0.025240386,0.019396126,0.0169388,0.007865273
t_1230,101.75346000000002,0.1783,0.08183115,0.10429295,0.089906305,0.06394491
t_1231,101.84329000000002,0.1783,0.07483458,0.09293018,0.08178941,0.056791283
t_1232,101.39414,0.1783,0.10815181,0.14919515,0.124298394,0.098863564
t_1233,101.48397,0.1783,0.102169044,0.13876747,0.11513757,0.08862996
t_1234,101.66363000000001,0.1783,0.09140683,0.120329514,0.09909631,0.07126197
t_1235,101.30430000000001,0.26813,0.11475467,0.16134289,0.12765738,0.103113316
t_1236,101.12464,0.26813,0.12643263,0.1817244,0.14681365,0.12652376
t_1237,101.39414,0.26813,0.10785822,0.14922069,0.11920147,0.09288693
t_1238,101.48397,0.26813,0.09386409,0.12491558,0.10921559,0.083616525
t_1239,101.75346000000002,0.26813,0.08260266,0.10599118,0.08840737,0.060954627
t_124,99.32801,2.87204,0.02773498,0.022268733,0.019250061,0.00849829
t_1240,101.84329000000002,0.26813,0.07811558,0.09861473,0.082196794,0.054890838
t_1241,101.5738,0.26813,0.092197604,0.12207677,0.10235563,0.075248
t_1242,101.66363000000001,0.26813,0.09008473,0.118585914,0.09623028,0.0677171
t_1243,101.21447,0.26813,0.111087926,0.15467577,0.13809542,0.11307493
t_1244,101.84329000000002,0.35796,0.071148545,0.08768569,0.07658475,0.05224459
t_1245,101.21447,0.35796,0.116777584,0.16496475,0.12978764,0.112967476
t_1246,101.39414,0.35796,0.0977696,0.1318109,0.11289603,0.086831935
t_1247,101.30430000000001,0.35796,0.10927333,0.1518223,0.12179552,0.09595023
t_1248,101.75346000000002,0.35796,0.0849662,0.11046434,0.08774945,0.061726324
t_1249,101.48397,0.35796,0.09519554,0.12748449,0.10575759,0.078497574
t_125,99.14835,2.87204,0.027103934,0.021360414,0.018464487,0.00808773
t_1250,101.66363000000001,0.35796,0.08602824,0.1120456,0.09214038,0.06404834
t_1251,101.12464,0.35796,0.122877106,0.17549151,0.13816896,0.11653272
t_1252,101.5738,0.35796,0.09014062,0.11892469,0.09855166,0.070917115
t_1253,101.48397,0.44779,0.087250434,0.11417578,0.099216096,0.07337305
t_1254,101.12464,0.44779,0.11689123,0.16472778,0.13074411,0.10688181
t_1255,101.84329000000002,0.44779,0.07113788,0.08787737,0.07503172,0.04952738
t_1256,101.30430000000001,0.44779,0.10080524,0.13702002,0.115190454,0.08889644
t_1257,101.75346000000002,0.44779,0.07570329,0.09521917,0.080897726,0.054662913
t_1258,101.39414,0.44779,0.09690319,0.13048819,0.10798951,0.08081796
t_1259,101.21447,0.44779,0.10371359,0.14181449,0.12284358,0.09759692
t_126,99.41784000000001,2.96175,0.028141465,0.022858758,0.019504033,0.00802888
t_1260,101.66363000000001,0.44779,0.07852897,0.09980807,0.086083576,0.06032443
t_1261,101.5738,0.44779,0.08374112,0.10836895,0.092872865,0.06655006
t_1262,101.48397,0.53761,0.08464049,0.10989482,0.09452462,0.06832592
t_1263,101.75346000000002,0.53761,0.075294346,0.094745815,0.07875399,0.051468715
t_1264,101.21447,0.53761,0.10334849,0.14113332,0.116170436,0.089664154
t_1265,101.30430000000001,0.53761,0.09461539,0.12636575,0.10829976,0.08206147
t_1266,101.12464,0.53761,0.10943944,0.15133558,0.12330062,0.09770344
t_1267,99.50767000000002,-0.00137,0.21324629,0.23396736,0.2616262,0.25334263
t_1268,99.41784000000001,0.08846,0.18816124,0.2026853,0.22263849,0.21283987
t_1269,99.50767000000002,0.08846,0.19616975,0.21217752,0.23437855,0.22501163
t_127,99.50767000000002,2.96175,0.027845345,0.022685876,0.019426893,0.008090307
t_1270,99.50767000000002,0.1783,0.20378752,0.23079012,0.21571371,0.19967215
t_1271,99.41784000000001,0.1783,0.17688349,0.18883616,0.20262259,0.18883789
t_1272,99.32801,0.1783,0.16579774,0.17552796,0.18951908,0.17862488
t_1273,99.23818,0.26813,0.17237748,0.19307305,0.17101099,0.15174025
t_1274,99.41784000000001,0.26813,0.19073425,0.21997999,0.17939384,0.169449
t_1275,99.50767000000002,0.26813,0.19447586,0.22338673,0.19031835,0.17914477
t_1276,99.32801,0.26813,0.18124382,0.20430261,0.17696394,0.16032486
t_1277,99.50767000000002,0.35796,0.16859032,0.18358271,0.17907453,0.15732218
t_1278,99.23818,0.35796,0.14727591,0.1551909,0.15440445,0.13343129
t_1279,99.32801,0.35796,0.1529444,0.16118367,0.16151649,0.14090948
t_128,99.32801,2.96175,0.02865187,0.023254847,0.019734675,0.0078636175
t_1280,99.41784000000001,0.35796,0.1731555,0.19228414,0.16987418,0.15050937
t_1281,99.41784000000001,0.44779,0.16417325,0.18289791,0.15428574,0.13384163
t_1282,99.50767000000002,0.44779,0.14743154,0.15557559,0.15861772,0.13982627
t_1283,100.58564999999999,-0.36069,0.21984768,0.33706048,0.38626108,0.38019755
t_1284,100.40598999999997,-0.36069,0.25478435,0.38508275,0.4522759,0.45188433
t_1285,100.49581999999998,-0.27086,0.23288237,0.36129922,0.40287364,0.39960167
t_1286,100.94497999999999,-0.27086,0.13913932,0.20084772,0.22640847,0.18113303
t_1287,100.58564999999999,-0.27086,0.23212467,0.36022234,0.31110868,0.36861554
t_1288,100.67548,-0.27086,0.18807395,0.2882371,0.33212897,0.25998896
t_1289,100.85514999999998,-0.27086,0.15350452,0.22676373,0.25816274,0.20532325
t_129,99.05851999999999,2.96175,0.025459012,0.01964361,0.016947245,0.007216105
t_1290,101.03481,-0.27086,0.16190788,0.23924431,0.21261762,0.2034973
t_1291,100.76531999999997,-0.27086,0.17495832,0.26505074,0.30014107,0.29261783
t_1292,100.40598999999997,-0.27086,0.26106364,0.39989823,0.36444455,0.43511188
t_1293,100.94497999999999,-0.18103,0.14558919,0.21408778,0.2325778,0.21923403
t_1294,100.85514999999998,-0.18103,0.13584052,0.1981593,0.22242247,0.19600555
t_1295,100.67548,-0.18103,0.21021023,0.32603586,0.26090673,0.31367716
t_1296,100.58564999999999,-0.18103,0.22268607,0.34679806,0.29672882,0.3466378
t_1297,101.03481,-0.18103,0.13240422,0.19015914,0.205824,0.1937314
t_1298,100.76531999999997,-0.18103,0.14673272,0.21777841,0.24695924,0.22022854
