# 19881016_M5.88_Elia median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,"BCHydroESHM20SInter
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SInter
sigma_mu_epsilon = -1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SInter
sigma_mu_epsilon = 1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SInter
theta_6_adjustment = -0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SInter
theta_6_adjustment = 0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00"
s_129,20.721000000000004,38.16,0.031312604,0.029782522,0.032921292,0.031312604,0.031312604
s_13,21.247000000000014,37.845,0.08669524,0.085179955,0.08823748,0.08669524,0.08669524
s_130,21.860000000000014,37.288,0.0062820395,0.0058646672,0.0067291157,0.0062820395,0.0062820395
s_131,21.495000000000005,38.837,0.004391758,0.0040974678,0.0047071846,0.004391758,0.004391758
s_132,21.936000000000007,37.1,0.0041201473,0.003843142,0.0044171186,0.0041201473,0.0041201473
s_133,20.542,38.111,0.022548743,0.021896193,0.02322074,0.022548743,0.022548743
s_134,20.521000000000015,38.11,0.020646032,0.020095404,0.021211747,0.020646032,0.020646032
s_135,20.595,38.23,0.016556969,0.015934546,0.017203705,0.016556969,0.016556969
s_136,20.52000000000001,38.189,0.014724001,0.014506432,0.014944834,0.014724001,0.014724001
s_137,20.715000000000003,38.331,0.020307314,0.019152002,0.021532318,0.020307314,0.020307314
s_138,21.38300000000001,38.179,0.021083418,0.019946601,0.022285027,0.021083418,0.021083418
s_139,21.450999999999993,38.171,0.021672636,0.020556662,0.022849193,0.021672636,0.021672636
s_14,21.307999999999993,37.873,0.082693055,0.08102397,0.08439652,0.082693055,0.082693055
s_140,20.421999999999997,38.205,0.014397041,0.014053817,0.014748648,0.014397041,0.014397041
s_141,21.560000000000002,38.003,0.021082764,0.020037876,0.022182137,0.021082764,0.021082764
s_142,20.37299999999999,38.18,0.014054636,0.013590784,0.014534318,0.014054636,0.014054636
s_143,20.377999999999986,38.192,0.011785091,0.011402255,0.01218078,0.011785091,0.011785091
s_144,21.185000000000002,38.403,0.020497067,0.01918854,0.021894826,0.020497067,0.020497067
s_145,21.199000000000012,38.459,0.016086876,0.015046221,0.017199507,0.016086876,0.016086876
s_146,21.679000000000002,38.045,0.011972646,0.011380455,0.012595652,0.011972646,0.011972646
s_147,21.701999999999998,37.835,0.0126787685,0.011989775,0.013407354,0.0126787685,0.0126787685
s_148,21.47200000000001,38.39,0.013078345,0.012322341,0.0138807325,0.013078345,0.013078345
s_149,21.70599999999999,37.817,0.015266767,0.014436026,0.016145313,0.015266767,0.015266767
s_15,21.361999999999995,37.906,0.051388793,0.04988781,0.052934933,0.051388793,0.051388793
s_150,21.726,37.921,0.0116089955,0.010963764,0.0122922,0.0116089955,0.0116089955
s_151,21.13300000000001,37.933,0.029388,0.029388,0.029388,0.029388,0.029388
s_152,21.74000000000001,37.865,0.0112776235,0.010640366,0.011953046,0.0112776235,0.0112776235
s_153,21.287000000000006,38.526,0.012688823,0.011863049,0.013572078,0.012688823,0.012688823
s_154,21.704000000000008,38.172,0.012563135,0.012211636,0.01292475,0.012563135,0.012563135
s_155,21.35300000000001,38.508,0.00901092,0.008432145,0.009629421,0.00901092,0.00901092
s_156,21.760999999999996,37.848,0.010386194,0.009789147,0.0110196555,0.010386194,0.010386194
s_157,21.072000000000003,38.598,0.00912475,0.008519192,0.009773353,0.00912475,0.00912475
s_158,21.75800000000001,38.094,0.012179014,0.011630325,0.01275359,0.012179014,0.012179014
s_159,21.75399999999999,38.13,0.009525637,0.009157548,0.009908522,0.009525637,0.009525637
s_16,20.85300000000001,37.795,0.12423695,0.12214766,0.12636198,0.12423695,0.12423695
s_160,21.43100000000001,38.516,0.00784981,0.007351431,0.008381975,0.00784981,0.00784981
s_161,21.288999999999987,38.578,0.01162146,0.010857949,0.012438661,0.01162146,0.01162146
s_162,21.448000000000008,38.526,0.008802402,0.00824318,0.00939956,0.008802402,0.008802402
s_163,21.855999999999995,38.055,0.007841848,0.007421002,0.008286561,0.007841848,0.007841848
s_164,20.77000000000001,38.67,0.009242954,0.00862809,0.009901635,0.009242954,0.009242954
s_165,21.5,38.534,0.009592374,0.008986951,0.010238582,0.009592374,0.009592374
s_166,20.698000000000008,38.665,0.00865891,0.008084148,0.009274537,0.00865891,0.00865891
s_167,21.151999999999987,38.67,0.009500502,0.008866815,0.010179477,0.009500502,0.009500502
s_168,21.78200000000001,38.293,0.010902129,0.010601032,0.011211778,0.010902129,0.010902129
s_169,20.63300000000001,38.658,0.009128518,0.008523984,0.009775927,0.009128518,0.009128518
s_17,20.88900000000001,37.738,0.110676266,0.1084258,0.112973444,0.110676266,0.110676266
s_170,20.929000000000002,38.696,0.0072817784,0.0067951363,0.007803272,0.0072817784,0.0072817784
s_171,21.829000000000008,38.262,0.00743414,0.0071956613,0.0076805223,0.00743414,0.00743414
s_172,20.641999999999996,38.688,0.006854173,0.006398434,0.0073423726,0.006854173,0.006854173
s_173,21.864000000000004,38.279,0.0067382553,0.0064673754,0.007020481,0.0067382553,0.0067382553
s_174,21.556999999999988,38.59,0.006840042,0.0064012073,0.0073089604,0.006840042,0.006840042
s_175,21.64500000000001,38.537,0.006882514,0.0064578215,0.007335136,0.006882514,0.006882514
s_176,21.716000000000008,38.487,0.0062303385,0.0058665867,0.0066166446,0.0062303385,0.0062303385
s_177,21.867999999999995,38.323,0.0064137094,0.0061240983,0.0067170165,0.0064137094,0.0064137094
s_178,21.824000000000012,38.392,0.0064739888,0.0061479583,0.006817309,0.0064739888,0.0064739888
s_179,21.812999999999988,38.421,0.0059333877,0.005616872,0.006267739,0.0059333877,0.0059333877
s_18,20.841000000000008,37.737,0.0886711,0.08621554,0.091196604,0.0886711,0.0886711
s_180,22.010999999999996,37.887,0.006134079,0.005742567,0.0065522827,0.006134079,0.006134079
s_181,20.709000000000003,38.775,0.006898453,0.006436289,0.0073938034,0.006898453,0.006898453
s_182,21.937999999999988,38.303,0.0063364413,0.006011757,0.0066786604,0.0063364413,0.0063364413
s_183,20.703000000000003,38.795,0.0062185684,0.0058015618,0.0066655492,0.0062185684,0.0062185684
s_184,21.046999999999997,38.812,0.0060039023,0.0056005777,0.0064362725,0.0060039023,0.0060039023
s_185,21.329000000000008,38.766,0.0062864753,0.005865934,0.006737166,0.0062864753,0.0062864753
s_186,20.790999999999997,38.817,0.005855082,0.005461931,0.0062765325,0.005855082,0.005855082
s_187,22.045000000000016,37.813,0.006308963,0.0058991797,0.0067472123,0.006308963,0.006308963
s_188,22.018,38.189,0.005487814,0.005174252,0.0058203777,0.005487814,0.005487814
s_189,21.997000000000014,38.297,0.0060817334,0.005741215,0.0064424486,0.0060817334,0.0060817334
s_19,20.841999999999985,37.726,0.09010298,0.087397344,0.09289237,0.09010298,0.09010298
s_190,20.691000000000003,38.831,0.006780362,0.0063250526,0.007268447,0.006780362,0.006780362
s_191,21.673000000000002,37.239,0.0051542055,0.0048137615,0.0055187265,0.0051542055,0.0051542055
s_192,21.960000000000008,37.509,0.0050104638,0.0046818666,0.0053621233,0.0050104638,0.0050104638
s_193,22.014999999999986,38.297,0.0061944267,0.00584007,0.0065702843,0.0061944267,0.0061944267
s_194,20.986999999999995,38.865,0.0052060173,0.004855849,0.0055814376,0.0052060173,0.0052060173
s_195,21.057999999999993,38.866,0.005184468,0.0048357546,0.0055583273,0.005184468,0.005184468
s_196,22.049000000000007,38.267,0.0058738114,0.0055283965,0.0062408084,0.0058738114,0.0058738114
s_197,20.873999999999995,38.891,0.0050817244,0.0047397884,0.0054483283,0.0050817244,0.0050817244
s_198,20.787000000000006,38.889,0.0057770885,0.00538844,0.0061937687,0.0057770885,0.0057770885
s_199,21.75399999999999,38.649,0.0040615816,0.0037973635,0.0043441835,0.0040615816,0.0040615816
s_2,21.43270000000001,37.6714,0.029512,0.029512,0.029512,0.029512,0.029512
s_20,21.281000000000006,37.947,0.05640215,0.05476867,0.05808435,0.05640215,0.05640215
s_200,21.613,37.128,0.004986923,0.004653986,0.005343679,0.004986923,0.004986923
s_201,22.117999999999995,38.217,0.005055482,0.0047428855,0.0053886813,0.005055482,0.005055482
s_202,22.119,38.235,0.0063205753,0.0059296605,0.006737261,0.0063205753,0.0063205753
s_203,21.232,38.895,0.004418866,0.0041216305,0.004737537,0.004418866,0.004418866
s_204,22.13499999999999,38.223,0.005911428,0.0055425484,0.0063048587,0.005911428,0.005911428
s_205,21.893,37.275,0.0050826473,0.004743941,0.005445536,0.0050826473,0.0050826473
s_206,22.187000000000012,38.149,0.0037470032,0.0035069087,0.004003535,0.0037470032,0.0037470032
s_207,21.233000000000004,38.926,0.0046484675,0.0043356153,0.004983895,0.0046484675,0.0046484675
s_208,21.393,38.898,0.0037148942,0.0034651975,0.0039825835,0.0037148942,0.0037148942
s_209,22.238,38.13,0.003465929,0.003240404,0.0037071505,0.003465929,0.003465929
s_21,21.284999999999997,37.82,0.10803899,0.106580555,0.10951738,0.10803899,0.10803899
s_210,22.271000000000015,37.979,0.0036899722,0.0034459939,0.003951224,0.0036899722,0.0036899722
s_211,21.896000000000015,37.205,0.004084469,0.0038110693,0.004377482,0.004084469,0.004084469
s_212,21.965000000000003,37.251,0.0058606556,0.0054683443,0.0062811123,0.0058606556,0.0058606556
s_213,22.117999999999995,37.416,0.0050377934,0.0047007115,0.0053990474,0.0050377934,0.0050377934
s_214,21.997000000000014,37.25,0.004955815,0.0046237176,0.0053117657,0.004955815,0.004955815
s_215,21.771000000000015,37.075,0.0037042056,0.003455522,0.003970786,0.0037042056,0.0037042056
s_216,22.317000000000007,38.1,0.0030027502,0.0028043713,0.003215162,0.0030027502,0.0030027502
s_217,21.723000000000013,36.991,0.0039770915,0.0037095798,0.004263894,0.0039770915,0.0039770915
s_218,22.353999999999985,38.134,0.0033831117,0.003158853,0.0036232914,0.0033831117,0.0033831117
s_219,20.931999999999988,39.078,0.0052254144,0.004873157,0.005603134,0.0052254144,0.0052254144
s_22,21.339,38.059,0.041077722,0.03915396,0.043096002,0.041077722,0.041077722
s_220,22.004999999999995,37.142,0.0045492225,0.0042433715,0.0048771184,0.0045492225,0.0045492225
s_221,21.974999999999994,37.111,0.0043044775,0.0040150094,0.004614815,0.0043044775,0.0043044775
s_222,22.405,38.127,0.0028166564,0.0026290263,0.0030176775,0.0028166564,0.0028166564
s_223,22.042,37.082,0.0036482415,0.0034026299,0.003911582,0.0036482415,0.0036482415
s_224,22.00200000000001,37.04,0.0036717046,0.0034244598,0.0039368,0.0036717046,0.0036717046
s_225,21.913999999999987,36.932,0.0026192411,0.002442756,0.0028084768,0.0026192411,0.0026192411
s_226,22.427999999999997,38.443,0.0025148084,0.0023466006,0.0026950734,0.0025148084,0.0025148084
s_227,20.92500000000001,39.252,0.002107732,0.001965581,0.0022601634,0.002107732,0.002107732
s_228,21.938999999999993,36.793,0.0024301277,0.0022662662,0.0026058373,0.0024301277,0.0024301277
s_229,22.74600000000001,38.004,0.0020747283,0.0019349514,0.0022246025,0.0020747283,0.0020747283
s_23,21.34299999999999,37.8,0.15099896,0.15079613,0.15120208,0.15099896,0.15099896
s_230,22.708,37.626,0.0018968985,0.0017690196,0.0020340213,0.0018968985,0.0018968985
s_231,22.299000000000007,38.92,0.0016114119,0.0015028556,0.0017278097,0.0016114119,0.0016114119
s_232,22.744,37.592,0.0026224647,0.0024456445,0.002812069,0.0026224647,0.0026224647
s_233,22.429000000000002,37.053,0.0023666199,0.0022070268,0.0025377534,0.0023666199,0.0023666199
s_234,22.681999999999988,37.398,0.0016237556,0.001514262,0.0017411662,0.0016237556,0.0016237556
s_235,22.837999999999994,37.919,0.0018282885,0.001705036,0.0019604506,0.0018282885,0.0018282885
s_236,22.438999999999993,36.952,0.0014643916,0.0013656277,0.0015702982,0.0014643916,0.0014643916
s_237,22.932999999999993,37.828,0.0013433659,0.001252775,0.0014405076,0.0013433659,0.0013433659
s_238,23.051999999999992,37.79,0.0010746749,0.0010021924,0.0011523995,0.0010746749,0.0010746749
s_239,20.865999999999985,39.636,0.0014359002,0.0013390438,0.0015397626,0.0014359002,0.0014359002
s_24,21.341999999999985,37.761,0.09649925,0.095774084,0.09722991,0.09649925,0.09649925
s_240,20.483000000000004,38.167,0.012449,0.012449,0.012449,0.012449,0.012449
s_25,21.311000000000007,37.648,0.036291823,0.035304554,0.037306704,0.036291823,0.036291823
s_26,21.349999999999994,37.8,0.156122,0.156122,0.156122,0.156122,0.156122
s_27,20.900000000000006,37.785,0.15102,0.15102,0.15102,0.15102,0.15102
s_28,21.363,37.873,0.070738964,0.069123045,0.072392665,0.070738964,0.070738964
s_29,21.37700000000001,38.02,0.035102066,0.033533305,0.03674422,0.035102066,0.035102066
s_3,21.733299999999986,38.2434,0.013857,0.013857,0.013857,0.013857,0.013857
s_30,21.409999999999997,37.738,0.047879323,0.047377586,0.04838637,0.047879323,0.047879323
s_31,21.465000000000003,37.848,0.041575678,0.040295575,0.042896442,0.041575678,0.041575678
s_32,21.47,37.762,0.035070095,0.034321796,0.035834707,0.035070095,0.035070095
s_33,21.51599999999999,37.831,0.033328436,0.032126237,0.034575623,0.033328436,0.033328436
s_34,21.483000000000004,38.153,0.024488185,0.023266168,0.025774386,0.024488185,0.024488185
s_35,21.587999999999994,37.873,0.021821307,0.020796036,0.022897124,0.021821307,0.021821307
s_36,21.58699999999999,38.101,0.01891394,0.01803274,0.019838197,0.01891394,0.01891394
s_37,21.595,37.766,0.018368933,0.017586105,0.019186608,0.018368933,0.018368933
s_38,20.831999999999994,37.802,0.10039493,0.09806655,0.10277859,0.10039493,0.10039493
s_39,20.683999999999997,37.823,0.05194861,0.0494416,0.05458274,0.05194861,0.05194861
s_4,21.726499999999987,38.2386,0.013682,0.013682,0.013682,0.013682,0.013682
s_40,21.283999999999992,37.92,0.06273155,0.061125692,0.064379595,0.06273155,0.06273155
s_41,21.312999999999988,37.835,0.10904374,0.10762582,0.11048034,0.10904374,0.10904374
s_42,21.36500000000001,38.06,0.03838965,0.036560085,0.040310767,0.03838965,0.03838965
s_43,21.389999999999986,38.116,0.033094786,0.03139556,0.034885984,0.033094786,0.033094786
s_44,21.345,37.679,0.04834071,0.047511693,0.049184192,0.04834071,0.04834071
s_45,21.483000000000004,37.969,0.02941028,0.028072868,0.030811407,0.02941028,0.02941028
s_46,21.453000000000003,38.12,0.028775636,0.027316922,0.030312246,0.028775636,0.028775636
s_47,21.51599999999999,37.848,0.034565926,0.033262387,0.035920545,0.034565926,0.034565926
s_48,21.533000000000015,37.747,0.028010208,0.027120356,0.028929258,0.028010208,0.028010208
s_49,21.510999999999996,37.705,0.020710032,0.020196574,0.021236544,0.020710032,0.020710032
s_5,20.478800000000007,38.177,0.01316,0.01316,0.01316,0.01316,0.01316
s_50,21.607,37.901,0.021000773,0.019960968,0.022094743,0.021000773,0.021000773
s_51,21.591999999999985,37.788,0.021069378,0.020160068,0.022019701,0.021069378,0.021069378
s_52,21.55600000000001,37.657,0.020050244,0.019324893,0.020802822,0.020050244,0.020050244
s_53,21.60900000000001,37.72,0.016112747,0.015412193,0.016845144,0.016112747,0.016112747
s_54,21.36699999999999,38.633,0.009777504,0.009132883,0.010467624,0.009777504,0.009777504
s_55,20.677999999999997,37.895,0.049142003,0.04672604,0.051682882,0.049142003,0.049142003
s_56,21.704000000000008,38.521,0.0065228073,0.0061275023,0.006943614,0.0065228073,0.0065228073
s_57,20.72200000000001,37.757,0.049341094,0.047105223,0.05168309,0.049341094,0.049341094
s_58,21.34700000000001,38.003,0.037489064,0.03593424,0.039111163,0.037489064,0.037489064
s_59,21.370000000000005,37.727,0.05241403,0.051887497,0.052945904,0.05241403,0.05241403
s_6,21.13300000000001,37.927,0.031310942,0.031252556,0.031369437,0.031310942,0.031310942
s_60,21.437000000000012,38.035,0.029728523,0.028308183,0.031220127,0.029728523,0.029728523
s_61,21.443000000000012,38.071,0.02868141,0.02726164,0.030175122,0.02868141,0.02868141
s_62,21.495000000000005,38.06,0.018556617,0.017640775,0.019520005,0.018556617,0.018556617
s_63,21.432999999999993,37.696,0.031185757,0.030987289,0.031385496,0.031185757,0.031185757
s_64,21.51400000000001,38.078,0.019420002,0.018462328,0.020427352,0.019420002,0.019420002
s_65,21.507000000000005,37.757,0.02701593,0.026267363,0.027785832,0.02701593,0.02701593
s_66,21.558999999999997,37.855,0.027563134,0.026371649,0.028808452,0.027563134,0.027563134
s_67,21.542,38.132,0.021815004,0.020786274,0.022894647,0.021815004,0.021815004
s_68,21.562999999999988,37.786,0.023938563,0.023001203,0.02491412,0.023938563,0.023938563
s_69,21.631,38.034,0.014905811,0.014162261,0.0156884,0.014905811,0.014905811
s_7,21.198000000000008,37.853,0.06411107,0.062989496,0.06525262,0.06411107,0.06411107
s_70,21.566000000000003,37.682,0.020229043,0.019485869,0.021000562,0.020229043,0.020229043
s_71,21.318000000000012,38.428,0.015398519,0.014428158,0.01643414,0.015398519,0.015398519
s_72,21.589,37.673,0.01759685,0.016874585,0.018350028,0.01759685,0.01759685
s_73,21.673000000000002,37.98,0.013638932,0.012920798,0.01439698,0.013638932,0.013638932
s_74,21.266999999999996,38.47,0.014557241,0.013619873,0.015559123,0.014557241,0.014557241
s_75,21.650000000000006,37.678,0.013309145,0.012655565,0.013996479,0.013309145,0.013309145
s_76,21.62100000000001,37.617,0.012823246,0.012200308,0.013477992,0.012823246,0.012823246
s_77,21.22200000000001,38.542,0.012057663,0.011266476,0.01290441,0.012057663,0.012057663
s_78,21.754999999999995,37.953,0.009851915,0.009301097,0.010435353,0.009851915,0.009851915
s_79,21.712999999999994,37.705,0.0123972315,0.011720617,0.013112905,0.0123972315,0.0123972315
s_8,21.14500000000001,37.886,0.0500675,0.0494756,0.05066648,0.0500675,0.0500675
s_80,21.781000000000006,38.021,0.009822004,0.009297689,0.010375884,0.009822004,0.009822004
s_81,21.238,38.583,0.009585545,0.008953333,0.0102624,0.009585545,0.009585545
s_82,21.334000000000003,38.55,0.008678606,0.008113723,0.009282816,0.008678606,0.008678606
s_83,21.771000000000015,37.69,0.009300918,0.008757286,0.009878297,0.009300918,0.009300918
s_84,21.78200000000001,37.67,0.010344936,0.009732054,0.010996414,0.010344936,0.010344936
s_85,21.771000000000015,37.61,0.009028698,0.008489202,0.009602481,0.009028698,0.009028698
s_86,21.716000000000008,38.353,0.009325376,0.008950116,0.009716368,0.009325376,0.009325376
s_87,21.829000000000008,38.188,0.0077194003,0.0074461475,0.008002681,0.0077194003,0.0077194003
s_88,21.900000000000006,37.919,0.007187631,0.0067490456,0.0076547177,0.007187631,0.007187631
s_89,21.451999999999998,38.607,0.008323777,0.0077813026,0.008904069,0.008323777,0.008323777
s_9,21.162000000000006,37.92,0.03641262,0.03611526,0.036712423,0.03641262,0.03641262
s_90,21.480999999999995,38.62,0.0073824315,0.0069009517,0.007897505,0.0073824315,0.0073824315
s_91,21.525000000000006,38.622,0.005596708,0.005232772,0.005985956,0.005596708,0.005596708
s_92,21.601,38.581,0.0066506504,0.006227443,0.007102618,0.0066506504,0.0066506504
s_93,21.269000000000005,38.726,0.006629365,0.0061864816,0.0071039544,0.006629365,0.006629365
s_94,21.85900000000001,37.546,0.006795518,0.0063628163,0.0072576455,0.006795518,0.006795518
s_95,21.306999999999988,38.72,0.0067962264,0.0063427673,0.007282104,0.0067962264,0.0067962264
s_96,21.563999999999993,38.624,0.0054383883,0.005085544,0.005815713,0.0054383883,0.0054383883
s_97,22.016999999999996,38.068,0.006479704,0.006089367,0.0068950625,0.006479704,0.006479704
s_98,22.018,38.275,0.0058154427,0.005483884,0.006167048,0.0058154427,0.0058154427
s_99,21.787000000000006,38.591,0.004355295,0.0040779235,0.0046515334,0.004355295,0.004355295
t_0,21.029020000000003,38.50107,0.0134232305,0.012543621,0.014364523,0.0134232305,0.0134232305
t_1,21.101730000000003,38.43494,0.015016779,0.0140456995,0.016054997,0.015016779,0.015016779
t_10,20.88336000000001,38.63319,0.008915178,0.0083227735,0.009549748,0.008915178,0.008915178
t_100,20.86652000000001,39.31397,0.0019962068,0.0018615688,0.0021405828,0.0019962068,0.0019962068
t_1000,23.755799999999994,38.20062,0.00024588685,0.00022930084,0.0002636726,0.00024588685,0.00024588685
t_1001,22.74911,37.99101,0.0021343313,0.0019905316,0.0022885196,0.0021343313,0.0021343313
t_1002,22.671099999999996,37.99622,0.0019887355,0.0018548451,0.0021322905,0.0019887355,0.0019887355
t_1003,22.713390000000004,38.02449,0.0019135561,0.0017846801,0.0020517386,0.0019135561,0.0019135561
t_1004,22.677660000000003,38.05795,0.002092339,0.0019514919,0.002243352,0.002092339,0.002092339
t_1005,22.593079999999986,38.00139,0.0022359975,0.0020856427,0.0023971915,0.0022359975,0.0022359975
t_1006,22.515050000000002,38.00653,0.0023852466,0.0022251704,0.0025568383,0.0023852466,0.0023852466
t_1007,22.63535999999999,38.02968,0.0018821215,0.0017554885,0.0020178894,0.0018821215,0.0018821215
t_1008,22.55731,38.03484,0.0019978434,0.0018636419,0.002141709,0.0019978434,0.0019978434
t_1009,22.47926000000001,38.03996,0.0027144959,0.002532634,0.0029094168,0.0027144959,0.0027144959
t_101,20.787509999999997,39.31834,0.001821816,0.0016989394,0.0019535795,0.001821816,0.001821816
t_1010,22.59960000000001,38.06312,0.0024607119,0.0022952852,0.0026380608,0.0024607119,0.0024607119
t_1011,22.521529999999984,38.06826,0.002092499,0.0019521292,0.0022429621,0.002092499,0.002092499
t_1012,22.443449999999984,38.07337,0.0024981876,0.0023311924,0.0026771456,0.0024981876,0.0024981876
t_1013,22.56380999999999,38.09656,0.0021466278,0.0020024688,0.002301165,0.0021466278,0.0021466278
t_1014,22.989840000000015,38.03691,0.0011445822,0.0010673971,0.0012273486,0.0011445822,0.0011445822
t_1015,22.9118,38.04222,0.0011971296,0.0011164157,0.0012836789,0.0011971296,0.0011971296
t_1016,23.110270000000014,38.05974,0.00076588814,0.00071423285,0.0008212793,0.00076588814,0.00076588814
t_1017,23.03223,38.0651,0.0010253781,0.00095622754,0.0010995293,0.0010253781,0.0010253781
t_1018,22.954180000000008,38.07043,0.001320534,0.0012314912,0.0014160151,0.001320534,0.001320534
t_1019,23.386840000000007,38.07155,0.0005013966,0.00046757614,0.0005376633,0.0005013966,0.0005013966
t_102,20.829830000000015,39.34685,0.0016583914,0.0015465352,0.0017783378,0.0016583914,0.0016583914
t_1020,23.30879999999999,38.07703,0.00048846373,0.00045551613,0.0005237944,0.00048846373,0.00048846373
t_1021,23.230760000000004,38.08248,0.00071916543,0.0006706579,0.0007711814,0.00071916543,0.00071916543
t_1022,23.42935,38.09964,0.0004906056,0.00045751286,0.00052609196,0.0004906056,0.0004906056
t_1023,23.351290000000006,38.10514,0.00048203274,0.00044951864,0.0005168986,0.00048203274,0.00048203274
t_1024,23.273230000000012,38.1106,0.0005176304,0.00048271587,0.0005550703,0.0005176304,0.0005176304
t_1025,23.3938,38.13323,0.00048685487,0.0004540153,0.00052206975,0.00048685487,0.00048685487
t_1026,23.31572,38.13871,0.00053195225,0.0004960713,0.0005704285,0.00053195225,0.00053195225
t_1027,22.485720000000015,38.10168,0.0022001627,0.0020528294,0.0023580703,0.0022001627,0.0022001627
t_1028,23.04576,38.18847,0.0009261653,0.00086370547,0.000993142,0.0009261653,0.0009261653
t_1029,23.08823000000001,38.21662,0.0007443446,0.000694144,0.0007981757,0.0007443446,0.0007443446
t_103,20.98218,39.27667,0.0019389647,0.0018081922,0.0020791949,0.0019389647,0.0019389647
t_1030,22.85374999999999,38.23256,0.0011255862,0.0010497182,0.0012069376,0.0011255862,0.0011255862
t_1031,22.775569999999988,38.23781,0.001383193,0.0012900071,0.0014831101,0.001383193,0.001383193
t_1032,22.81799000000001,38.26602,0.0011968246,0.00111617,0.0012833074,0.0011968246,0.0011968246
