# 19881016_M5.88_Elia median gmf, Stations:None, gmlt:USGS, Rupture:EFEHR
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,LinLee2008SInter,ZhaoEtAl2016SInter
t_1163,22.29593,38.54839,0.0038490498,0.0015207318,0.007430595,0.009743615
t_1164,22.416769999999985,38.57162,0.003260625,0.0013125318,0.006612559,0.008663309
t_1165,22.338339999999988,38.57667,0.003741143,0.0022008494,0.0070438315,0.00922709
t_1166,22.259899999999988,38.58169,0.0037146078,0.0015389749,0.0075101336,0.009837908
t_1167,22.380769999999984,38.60493,0.0032935445,0.0013295114,0.006686095,0.008751738
t_1168,22.30232000000001,38.60996,0.003570912,0.001437108,0.0071147922,0.009310689
t_1169,22.42322999999999,38.63318,0.0031299796,0.0012454393,0.0063545452,0.008313236
t_117,20.31862000000001,39.4052,0.002715078,0.0010124778,0.0053822864,0.007087621
t_1170,22.344760000000008,38.63823,0.0033506209,0.0013437817,0.0067495164,0.008826007
t_1171,22.266279999999995,38.64325,0.003794972,0.0022457847,0.007173795,0.009377512
t_1172,22.573610000000002,38.56142,0.0030640806,0.0011216871,0.0058458676,0.007664371
t_1173,22.495190000000008,38.56654,0.0042720786,0.0018786882,0.006214027,0.011134871
t_1174,22.616089999999986,38.58963,0.0028144226,0.0010551603,0.005579079,0.0073135565
t_1175,22.53765999999999,38.59476,0.0030185163,0.0011390749,0.0059202053,0.007755815
t_1176,22.459219999999988,38.59986,0.0037598645,0.0019055734,0.0062885424,0.011259055
t_1177,22.580150000000003,38.62298,0.0027850873,0.0010707474,0.005646326,0.0073958915
t_1178,22.501689999999996,38.62809,0.003179167,0.0017882421,0.0059874044,0.0078373095
t_1179,22.622659999999996,38.65117,0.0034180568,0.0015604468,0.005390763,0.009655167
t_118,20.23952,39.40933,0.0031794484,0.0015179338,0.005248755,0.0094558885
t_1180,22.544190000000015,38.65631,0.0030670865,0.0016799078,0.0057070586,0.0074692
t_1181,22.4657,38.66141,0.0031023554,0.0011680678,0.0060468805,0.007908082
t_1182,22.181460000000015,38.58667,0.003937432,0.0016670481,0.008013552,0.010498501
t_1183,22.103010000000012,38.59162,0.0045993845,0.0027966104,0.008555845,0.011211023
t_1184,22.223860000000002,38.61496,0.003723092,0.0015536038,0.007576429,0.009913482
t_1185,22.145389999999992,38.61993,0.0041885693,0.0016793604,0.0080724675,0.010561891
t_1186,22.066910000000007,38.62486,0.004586895,0.002810463,0.008603923,0.011256931
t_1187,22.187790000000007,38.64823,0.003844819,0.0015644145,0.007628671,0.00996931
t_1188,22.10929999999999,38.65318,0.0039821975,0.0016871582,0.008114835,0.010602028
t_1189,22.23021,38.67652,0.0035438456,0.0014595396,0.0072203246,0.009426937
t_119,20.360860000000002,39.4338,0.0029416564,0.0015279612,0.0052792183,0.006949933
t_1190,22.151700000000005,38.68148,0.003791373,0.0015712698,0.0076662605,0.010004703
t_1191,22.073180000000008,38.68642,0.0039812117,0.0016903423,0.008140159,0.010618416
t_1192,22.782209999999992,38.29946,0.0026764486,0.0010165164,0.005399783,0.0071090297
t_1193,22.824639999999988,38.32766,0.002798031,0.001490019,0.005179985,0.006819649
t_1194,22.746399999999994,38.33289,0.0029531932,0.0016181952,0.0055159116,0.0072587514
t_1195,22.867109999999997,38.35584,0.002928819,0.0014108175,0.004972103,0.008951709
t_1196,22.788849999999996,38.36109,0.002766238,0.0009876727,0.0052861627,0.006955979
t_1197,22.710579999999993,38.3663,0.0028660765,0.0010723998,0.005629349,0.0074046147
t_1198,22.831310000000002,38.38928,0.0029551666,0.0014469031,0.0050694253,0.006671266
t_1199,22.753029999999995,38.39451,0.0030829834,0.0015684243,0.0053897332,0.0070885853
t_12,20.96755999999999,38.69035,0.010679404,0.0060084863,0.016090535,0.029721703
t_120,20.28173000000001,39.43795,0.0025888958,0.00095720513,0.005157534,0.00679392
t_1200,23.05932999999999,38.31176,0.002151677,0.0007574069,0.0043326574,0.005718938
t_1201,22.98111,38.31709,0.0025579657,0.0012687142,0.0045911726,0.0060537294
t_1202,22.90288000000001,38.32239,0.0028924425,0.0013739676,0.004872731,0.0087775085
t_1203,23.10184000000001,38.33989,0.0024015296,0.0011154274,0.0041762907,0.005515724
t_1204,23.023599999999988,38.34524,0.002870462,0.0012047805,0.0044196867,0.007971903
t_1205,22.945359999999994,38.35056,0.0023191154,0.0008412186,0.004684159,0.0061727725
t_1206,23.14437000000001,38.36801,0.0027349435,0.0010609537,0.004027441,0.007277939
t_1207,23.066120000000012,38.37338,0.0024284937,0.0011444862,0.0042567383,0.0056182807
t_1208,22.987860000000012,38.37871,0.0022485955,0.0007980461,0.0045054033,0.005939591
t_1209,22.90959000000001,38.38401,0.00254697,0.0013364886,0.004775517,0.0062894924
t_121,20.207889999999992,39.5034,0.0027857134,0.0013274059,0.0047460627,0.0085567925
t_1210,23.421699999999987,38.37976,0.0018532606,0.00081204594,0.003327917,0.0044238768
t_1211,23.34344999999999,38.38524,0.0023549213,0.0008722888,0.0035001088,0.0063504577
t_1212,23.26518999999999,38.3907,0.002274834,0.0009379069,0.003685592,0.006675649
t_1213,23.18692999999999,38.39611,0.0023686544,0.0010094715,0.0038856913,0.007027028
t_1214,23.386059999999986,38.4133,0.0019410999,0.00083203503,0.0033858672,0.0044972766
t_1215,23.30779000000001,38.41877,0.0021888542,0.000893686,0.0035615123,0.006456841
t_1216,23.229510000000005,38.4242,0.0023576668,0.00096081255,0.0037506798,0.006788465
t_1217,23.151219999999995,38.42961,0.003675694,0.0011601485,0.005417983,0.006567532
t_1218,23.428699999999992,38.44134,0.0016352335,0.0005125512,0.0032766382,0.00435683
t_1219,23.350400000000008,38.44683,0.0021277065,0.0008518163,0.0034431096,0.006248343
t_122,20.323970000000003,39.46655,0.0031286515,0.0014460841,0.005063299,0.009118049
t_1220,22.67473000000001,38.39971,0.0029153656,0.0010991552,0.0057394644,0.0075457254
t_1221,22.87379999999999,38.41745,0.0025278172,0.0008841004,0.00486479,0.0064032595
t_1222,22.79549,38.4227,0.0025559545,0.0009568564,0.0051641515,0.006792063
t_1223,22.717189999999988,38.42792,0.0028556609,0.0010368191,0.0054900404,0.007216556
t_1224,22.837980000000016,38.45088,0.0028689606,0.0014011739,0.0049515464,0.0065134764
t_1225,22.759659999999997,38.45611,0.002868213,0.0015158424,0.00525568,0.0069083488
t_1226,22.68132,38.46131,0.0030156062,0.0016417335,0.00558651,0.007339089
t_1227,22.88049000000001,38.47904,0.0030121242,0.0013255674,0.0047510886,0.008548063
t_1228,22.80215000000001,38.48429,0.0032761176,0.0014318571,0.005035242,0.009050988
t_1229,22.72380000000001,38.48951,0.002759733,0.0009996268,0.005343529,0.0070194523
t_123,20.244820000000004,39.47068,0.0026113668,0.0009054836,0.0049457713,0.00651781
t_1230,23.108659999999986,38.4015,0.0037241024,0.0012203355,0.0056185382,0.005393993
t_1231,23.030380000000008,38.40685,0.0038538636,0.0013162353,0.0059372173,0.0056943404
t_1232,22.95209,38.41217,0.0029788308,0.0012666904,0.004589492,0.008267889
t_1233,23.07292000000001,38.43498,0.0037950056,0.001249757,0.005718171,0.0054864027
t_1234,22.994619999999998,38.44031,0.0041056485,0.0013476687,0.0060427105,0.007309704
t_1235,22.916300000000007,38.44561,0.002968837,0.0012965966,0.004671531,0.008410353
t_1236,23.11547999999999,38.46309,0.003390609,0.0011871489,0.005510212,0.005289455
t_1237,23.03716,38.46844,0.0038432213,0.0012785237,0.005815559,0.005576525
t_1238,22.958830000000006,38.47376,0.0039548674,0.0013782813,0.0061454778,0.0058874195
t_1239,23.079730000000012,38.49655,0.0024591135,0.0010815298,0.004088427,0.0073778233
t_124,20.287059999999997,39.49929,0.0025125865,0.00088409043,0.004859434,0.006403206
t_1240,22.482220000000012,38.44336,0.0033463847,0.0013287896,0.006657811,0.00874798
t_1241,22.602980000000002,38.46648,0.0033153424,0.0017800368,0.0059467186,0.007809484
t_1242,22.524630000000002,38.47161,0.003218588,0.0012474826,0.006339407,0.008323914
t_1243,22.44628,38.47671,0.0042651366,0.002099418,0.006767792,0.012151409
t_1244,22.645440000000008,38.49469,0.0028074766,0.0010819737,0.0056783822,0.0074551376
t_1245,22.56707,38.49984,0.002988055,0.0011722666,0.006042411,0.007930112
t_1246,22.488699999999994,38.50496,0.0033103565,0.0012712978,0.0064383983,0.00844829
t_1247,22.609530000000007,38.52806,0.0033521582,0.0017077342,0.0057650856,0.0075639063
t_1248,22.531139999999994,38.5332,0.0032397944,0.0011935609,0.006131745,0.00804176
t_1249,22.45275000000001,38.5383,0.003235482,0.001293049,0.006529699,0.008561764
t_125,20.329319999999996,39.52788,0.0026405838,0.0013353394,0.004770655,0.0062855044
t_1250,23.00138000000001,38.50189,0.0038045193,0.0013064822,0.0059102457,0.0056639058
t_1251,22.92303000000001,38.50719,0.0025723483,0.0012547731,0.0045619016,0.006005085
t_1252,23.122320000000002,38.52465,0.0025112713,0.0010270046,0.003938489,0.0071126446
t_1253,23.043949999999995,38.53001,0.0025319757,0.0011043237,0.0041525746,0.0074882233
t_1254,22.96557999999999,38.53533,0.0027170982,0.0011884634,0.004383288,0.007893639
t_1255,22.887200000000007,38.54061,0.0026050503,0.0012801078,0.004632214,0.006093446
t_1256,23.086540000000014,38.55811,0.0025349534,0.0010478864,0.0039977618,0.0072143897
t_1257,23.00815,38.56345,0.0021286379,0.0007272035,0.004214514,0.005554147
t_1258,22.929759999999987,38.56875,0.002834023,0.0012115303,0.0044478625,0.008004246
t_1259,23.129160000000013,38.5862,0.0024607743,0.0009948254,0.0038510363,0.006955373
t_126,20.250139999999988,39.53202,0.003191179,0.0012972469,0.0046668514,0.008413448
t_1260,22.844660000000005,38.51246,0.0039737476,0.0015185652,0.0066067143,0.0063208626
t_1261,22.766289999999998,38.5177,0.0032746338,0.0014611664,0.00511542,0.009189081
t_1262,22.68791999999999,38.5229,0.0026823275,0.0010194406,0.0054270816,0.007124527
t_1263,22.808809999999994,38.54587,0.0032107597,0.0013799794,0.004901018,0.008805957
t_1264,22.73042000000001,38.55108,0.0028811074,0.0014888836,0.005191553,0.006815747
t_1265,22.652019999999993,38.55627,0.0027478586,0.0010380013,0.0055057816,0.007222812
t_1266,22.851349999999996,38.57402,0.002761706,0.0013042248,0.004699349,0.008446641
t_1267,22.772940000000006,38.57926,0.0038611118,0.001576504,0.006800975,0.008924521
t_1268,22.69452000000001,38.58446,0.0032448904,0.0015148062,0.0052631544,0.009441211
t_1269,22.815480000000008,38.60742,0.0035201842,0.0014888766,0.006518511,0.008554689
t_127,20.292399999999986,39.56061,0.002747583,0.0012662967,0.004585296,0.008266011
t_1270,23.050749999999994,38.59156,0.0025943413,0.001067982,0.0040548793,0.0073120818
t_1271,22.97233,38.59688,0.0021296793,0.0007407878,0.004273926,0.0056283525
t_1272,22.893910000000005,38.60216,0.002310699,0.00079639436,0.004509466,0.0059306454
t_1273,23.093369999999993,38.61965,0.001954476,0.0006541997,0.0039038167,0.0051526157
t_1274,23.014929999999993,38.62499,0.0020269903,0.000701959,0.0041096355,0.005415841
t_1275,22.936489999999992,38.63029,0.002662344,0.0011673226,0.004330515,0.0077920714
t_1276,23.135999999999996,38.64773,0.002242261,0.00096181454,0.0037607725,0.0067933924
t_1277,23.057549999999992,38.65309,0.002856257,0.0010308207,0.0039543435,0.0071312566
t_1278,22.97909999999999,38.65841,0.0023912177,0.0011054218,0.0041616852,0.0054803444
t_1279,22.900630000000007,38.6637,0.002713912,0.001186103,0.00438394,0.007882308
