# 19881016_M5.88_Elia median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,"BCHydroESHM20SInter
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SInter
sigma_mu_epsilon = -1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SInter
sigma_mu_epsilon = 1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SInter
theta_6_adjustment = -0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SInter
theta_6_adjustment = 0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00"
s_129,20.721000000000004,38.16,0.031467497,0.029929848,0.033084147,0.031467497,0.031467497
s_13,21.247000000000014,37.845,0.090753414,0.0891672,0.09236784,0.090753414,0.090753414
s_130,21.860000000000014,37.288,0.006606046,0.006167147,0.0070761805,0.006606046,0.006606046
s_131,21.495000000000005,38.837,0.004335108,0.0040446143,0.004646466,0.004335108,0.004335108
s_132,21.936000000000007,37.1,0.004296252,0.004007407,0.004605917,0.004296252,0.004296252
s_133,20.542,38.111,0.022295773,0.021650543,0.02296023,0.022295773,0.022295773
s_134,20.521000000000015,38.11,0.020387921,0.019844178,0.020946564,0.020387921,0.020387921
s_135,20.595,38.23,0.01625483,0.015643764,0.016889764,0.01625483,0.01625483
s_136,20.52000000000001,38.189,0.01461043,0.014394539,0.014829559,0.01461043,0.01461043
s_137,20.715000000000003,38.331,0.019759133,0.018635008,0.02095107,0.019759133,0.019759133
s_138,21.38300000000001,38.179,0.021714572,0.02054372,0.02295215,0.021714572,0.021714572
s_139,21.450999999999993,38.171,0.022363873,0.021212308,0.023577956,0.022363873,0.022363873
s_14,21.307999999999993,37.873,0.08595109,0.084216245,0.087721676,0.08595109,0.08595109
s_140,20.421999999999997,38.205,0.01404731,0.013712423,0.0143903745,0.01404731,0.01404731
s_141,21.560000000000002,38.003,0.022262095,0.021158759,0.023422966,0.022262095,0.022262095
s_142,20.37299999999999,38.18,0.013581813,0.013133567,0.014045358,0.013581813,0.013581813
s_143,20.377999999999986,38.192,0.011400153,0.011029822,0.011782917,0.011400153,0.011400153
s_144,21.185000000000002,38.403,0.020396773,0.01909465,0.021787692,0.020396773,0.020396773
s_145,21.199000000000012,38.459,0.015940681,0.014909483,0.0170432,0.015940681,0.015940681
s_146,21.679000000000002,38.045,0.012559465,0.011938249,0.013213006,0.012559465,0.012559465
s_147,21.701999999999998,37.835,0.01346648,0.01273468,0.014240332,0.01346648,0.01346648
s_148,21.47200000000001,38.39,0.013076571,0.012320669,0.013878849,0.013076571,0.013076571
s_149,21.70599999999999,37.817,0.016198494,0.0153170535,0.017130658,0.016198494,0.016198494
s_15,21.361999999999995,37.906,0.053995676,0.05241855,0.055620253,0.053995676,0.053995676
s_150,21.726,37.921,0.0122998925,0.011616261,0.013023757,0.0122998925,0.0122998925
s_151,21.13300000000001,37.933,0.029388,0.029388,0.029388,0.029388,0.029388
s_152,21.74000000000001,37.865,0.011971446,0.011294983,0.012688422,0.011971446,0.011971446
s_153,21.287000000000006,38.526,0.012539818,0.011723741,0.013412701,0.012539818,0.012539818
s_154,21.704000000000008,38.172,0.012840674,0.012481411,0.013210279,0.012840674,0.012840674
s_155,21.35300000000001,38.508,0.008905895,0.0083338665,0.009517187,0.008905895,0.008905895
s_156,21.760999999999996,37.848,0.011027487,0.010393575,0.011700061,0.011027487,0.011027487
s_157,21.072000000000003,38.598,0.008904305,0.008313376,0.009537238,0.008904305,0.008904305
s_158,21.75800000000001,38.094,0.0126423845,0.012072819,0.013238821,0.0126423845,0.0126423845
s_159,21.75399999999999,38.13,0.009829903,0.009450057,0.010225018,0.009829903,0.009829903
s_16,20.85300000000001,37.795,0.12468709,0.12259022,0.12681982,0.12468709,0.12468709
s_160,21.43100000000001,38.516,0.007746852,0.0072550103,0.008272038,0.007746852,0.007746852
s_161,21.288999999999987,38.578,0.011446733,0.010694701,0.012251646,0.011446733,0.011446733
s_162,21.448000000000008,38.526,0.008683282,0.008131628,0.00927236,0.008683282,0.008683282
s_163,21.855999999999995,38.055,0.008182261,0.0077431453,0.008646279,0.008182261,0.008182261
s_164,20.77000000000001,38.67,0.008851924,0.008263072,0.0094827395,0.008851924,0.008851924
s_165,21.5,38.534,0.009478033,0.008879826,0.010116539,0.009478033,0.009478033
s_166,20.698000000000008,38.665,0.008265456,0.0077168113,0.008853109,0.008265456,0.008265456
s_167,21.151999999999987,38.67,0.009265553,0.008647537,0.009927737,0.009265553,0.009265553
s_168,21.78200000000001,38.293,0.01097741,0.010674234,0.011289197,0.01097741,0.01097741
s_169,20.63300000000001,38.658,0.0086875865,0.008112253,0.009303723,0.0086875865,0.0086875865
s_17,20.88900000000001,37.738,0.11181859,0.109544896,0.114139475,0.11181859,0.11181859
s_170,20.929000000000002,38.696,0.007026103,0.0065565477,0.007529286,0.007026103,0.007026103
s_171,21.829000000000008,38.262,0.007531123,0.007289533,0.007780719,0.007531123,0.007531123
s_172,20.641999999999996,38.688,0.006526297,0.006092359,0.0069911433,0.006526297,0.006526297
s_173,21.864000000000004,38.279,0.00683897,0.006564041,0.0071254135,0.00683897,0.00683897
s_174,21.556999999999988,38.59,0.006755137,0.0063217496,0.0072182347,0.006755137,0.006755137
s_175,21.64500000000001,38.537,0.006847387,0.0064248624,0.007297699,0.006847387,0.006847387
s_176,21.716000000000008,38.487,0.0062338337,0.0058698775,0.0066203563,0.0062338337,0.0062338337
s_177,21.867999999999995,38.323,0.006496461,0.006203113,0.006803681,0.006496461,0.006496461
s_178,21.824000000000012,38.392,0.0065272916,0.0061985767,0.006873439,0.0065272916,0.0065272916
s_179,21.812999999999988,38.421,0.005973602,0.0056549413,0.00631022,0.005973602,0.005973602
s_18,20.841000000000008,37.737,0.08861702,0.086162955,0.09114098,0.08861702,0.08861702
s_180,22.010999999999996,37.887,0.0064522265,0.0060404087,0.0068921205,0.0064522265,0.0064522265
s_181,20.709000000000003,38.775,0.006582772,0.0061417567,0.0070554544,0.006582772,0.006582772
s_182,21.937999999999988,38.303,0.006446861,0.0061165197,0.006795044,0.006446861,0.006446861
s_183,20.703000000000003,38.795,0.0059327623,0.0055349213,0.0063591995,0.0059327623,0.0059327623
s_184,21.046999999999997,38.812,0.0058055064,0.0054155095,0.0062235887,0.0058055064,0.0058055064
s_185,21.329000000000008,38.766,0.0061696297,0.005756905,0.0066119437,0.0061696297,0.0061696297
s_186,20.790999999999997,38.817,0.0056043174,0.0052280044,0.0060077175,0.0056043174,0.0056043174
s_187,22.045000000000016,37.813,0.006644588,0.0062130042,0.007106151,0.006644588,0.006644588
s_188,22.018,38.189,0.005665907,0.005342169,0.0060092635,0.005665907,0.005665907
s_189,21.997000000000014,38.297,0.006253047,0.0059029367,0.006623923,0.006253047,0.006253047
s_19,20.841999999999985,37.726,0.08998824,0.087286055,0.09277408,0.08998824,0.08998824
s_190,20.691000000000003,38.831,0.0064630313,0.0060290312,0.006928273,0.0064630313,0.0064630313
s_191,21.673000000000002,37.239,0.0054220594,0.005063923,0.005805524,0.0054220594,0.0054220594
s_192,21.960000000000008,37.509,0.005297534,0.0049501103,0.005669342,0.005297534,0.005297534
s_193,22.014999999999986,38.297,0.006371961,0.006007449,0.006758591,0.006371961,0.006371961
s_194,20.986999999999995,38.865,0.0050207223,0.0046830173,0.0053827805,0.0050207223,0.0050207223
s_195,21.057999999999993,38.866,0.0050159837,0.004678603,0.005377694,0.0050159837,0.0050159837
s_196,22.049000000000007,38.267,0.0060592215,0.005702903,0.0064378027,0.0060592215,0.0060592215
s_197,20.873999999999995,38.891,0.0048767347,0.004548592,0.00522855,0.0048767347,0.0048767347
s_198,20.787000000000006,38.889,0.0055252453,0.0051535396,0.0059237606,0.0055252453,0.0055252453
s_199,21.75399999999999,38.649,0.0040651606,0.0038007097,0.0043480117,0.0040651606,0.0040651606
s_2,21.43270000000001,37.6714,0.029512,0.029512,0.029512,0.029512,0.029512
s_20,21.281000000000006,37.947,0.058738217,0.05703708,0.060490087,0.058738217,0.058738217
s_200,21.613,37.128,0.0052116113,0.0048636734,0.00558444,0.0052116113,0.0052116113
s_201,22.117999999999995,38.217,0.0052369805,0.0049131615,0.0055821417,0.0052369805,0.0052369805
s_202,22.119,38.235,0.0065369983,0.0061326986,0.006967952,0.0065369983,0.0065369983
s_203,21.232,38.895,0.0043096426,0.004019754,0.0046204366,0.0043096426,0.0043096426
s_204,22.13499999999999,38.223,0.006119735,0.0057378565,0.0065270294,0.006119735,0.006119735
s_205,21.893,37.275,0.005341365,0.004985418,0.005722726,0.005341365,0.005341365
s_206,22.187000000000012,38.149,0.0038969123,0.0036472124,0.0041637076,0.0038969123,0.0038969123
s_207,21.233000000000004,38.926,0.0045319404,0.0042269304,0.0048589595,0.0045319404,0.0045319404
s_208,21.393,38.898,0.0036485891,0.003403349,0.003911501,0.0036485891,0.0036485891
s_209,22.238,38.13,0.0036064275,0.00337176,0.003857427,0.0036064275,0.0036064275
s_21,21.284999999999997,37.82,0.111845866,0.11033604,0.11337636,0.111845866,0.111845866
s_210,22.271000000000015,37.979,0.0038576291,0.0036025657,0.0041307514,0.0038576291,0.0038576291
s_211,21.896000000000015,37.205,0.0042805737,0.003994047,0.004587655,0.0042805737,0.0042805737
s_212,21.965000000000003,37.251,0.006141366,0.0057302644,0.0065819616,0.006141366,0.006141366
s_213,22.117999999999995,37.416,0.0052886037,0.00493474,0.0056678425,0.0052886037,0.0052886037
s_214,21.997000000000014,37.25,0.0051923906,0.0048444397,0.005565333,0.0051923906,0.0051923906
s_215,21.771000000000015,37.075,0.0038622508,0.0036029567,0.004140205,0.0038622508,0.0038622508
s_216,22.317000000000007,38.1,0.0031254906,0.002919003,0.0033465852,0.0031254906,0.0031254906
s_217,21.723000000000013,36.991,0.004128791,0.0038510757,0.0044265334,0.004128791,0.004128791
s_218,22.353999999999985,38.134,0.0035154433,0.0032824127,0.0037650177,0.0035154433,0.0035154433
s_219,20.931999999999988,39.078,0.0050287764,0.004689775,0.0053922827,0.0050287764,0.0050287764
s_22,21.339,38.059,0.042753242,0.04075101,0.044853847,0.042753242,0.042753242
s_220,22.004999999999995,37.142,0.004746858,0.00442772,0.005088999,0.004746858,0.004746858
s_221,21.974999999999994,37.111,0.0044882637,0.0041864365,0.004811852,0.0044882637,0.0044882637
s_222,22.405,38.127,0.0029264789,0.002731533,0.0031353377,0.0029264789,0.0029264789
s_223,22.042,37.082,0.0037982394,0.0035425294,0.0040724073,0.0037982394,0.0037982394
s_224,22.00200000000001,37.04,0.0038181052,0.0035610022,0.004093771,0.0038181052,0.0038181052
s_225,21.913999999999987,36.932,0.0027145527,0.0025316456,0.0029106745,0.0027145527,0.0027145527
s_226,22.427999999999997,38.443,0.0025919126,0.0024185476,0.0027777045,0.0025919126,0.0025919126
s_227,20.92500000000001,39.252,0.0020300078,0.0018930986,0.0021768182,0.0020300078,0.0020300078
s_228,21.938999999999993,36.793,0.002506455,0.0023374467,0.0026876833,0.002506455,0.002506455
s_229,22.74600000000001,38.004,0.0021534928,0.0020084092,0.0023090565,0.0021534928,0.0021534928
s_23,21.34299999999999,37.8,0.15156993,0.15136632,0.15177381,0.15156993,0.15156993
s_230,22.708,37.626,0.0019730441,0.001840032,0.0021156715,0.0019730441,0.0019730441
s_231,22.299000000000007,38.92,0.0016214385,0.0015122067,0.0017385605,0.0016214385,0.0016214385
s_232,22.744,37.592,0.002725093,0.002541353,0.0029221172,0.002725093,0.002725093
s_233,22.429000000000002,37.053,0.0024520806,0.0022867245,0.0026293937,0.0024520806,0.0024520806
s_234,22.681999999999988,37.398,0.0016867572,0.0015730154,0.0018087234,0.0016867572,0.0016867572
s_235,22.837999999999994,37.919,0.0018978266,0.0017698862,0.0020350153,0.0018978266,0.0018978266
s_236,22.438999999999993,36.952,0.0015146298,0.0014124777,0.0016241698,0.0015146298,0.0015146298
s_237,22.932999999999993,37.828,0.0013944833,0.0013004453,0.0014953214,0.0013944833,0.0013944833
s_238,23.051999999999992,37.79,0.0011151856,0.0010399709,0.0011958401,0.0011151856,0.0011151856
s_239,20.865999999999985,39.636,0.0013811087,0.0012879481,0.0014810078,0.0013811087,0.0013811087
s_24,21.341999999999985,37.761,0.09830251,0.097563796,0.09904683,0.09830251,0.09830251
s_240,20.483000000000004,38.167,0.012449,0.012449,0.012449,0.012449,0.012449
s_25,21.311000000000007,37.648,0.038122497,0.037085425,0.03918857,0.038122497,0.038122497
s_26,21.349999999999994,37.8,0.156122,0.156122,0.156122,0.156122,0.156122
s_27,20.900000000000006,37.785,0.15102,0.15102,0.15102,0.15102,0.15102
s_28,21.363,37.873,0.073561095,0.071880706,0.07528076,0.073561095,0.073561095
s_29,21.37700000000001,38.02,0.036947194,0.03529597,0.038675666,0.036947194,0.036947194
s_3,21.733299999999986,38.2434,0.013857,0.013857,0.013857,0.013857,0.013857
s_30,21.409999999999997,37.738,0.048827186,0.04831552,0.049344275,0.048827186,0.048827186
s_31,21.465000000000003,37.848,0.043439753,0.04210226,0.04481974,0.043439753,0.043439753
s_32,21.47,37.762,0.03618229,0.035410263,0.036971156,0.03618229,0.03618229
s_33,21.51599999999999,37.831,0.034941923,0.03368152,0.03624949,0.034941923,0.034941923
s_34,21.483000000000004,38.153,0.025300924,0.02403835,0.026629813,0.025300924,0.025300924
s_35,21.587999999999994,37.873,0.023103874,0.022018341,0.024242925,0.023103874,0.023103874
s_36,21.58699999999999,38.101,0.019698339,0.018780597,0.020660928,0.019698339,0.019698339
s_37,21.595,37.766,0.019360164,0.018535092,0.020221965,0.019360164,0.019360164
s_38,20.831999999999994,37.802,0.10193764,0.09957348,0.10435793,0.10193764,0.10193764
s_39,20.683999999999997,37.823,0.053104132,0.050541356,0.055796858,0.053104132,0.053104132
s_4,21.726499999999987,38.2386,0.013682,0.013682,0.013682,0.013682,0.013682
s_40,21.283999999999992,37.92,0.06540237,0.063728146,0.06712059,0.06540237,0.06540237
s_41,21.312999999999988,37.835,0.11219863,0.11073969,0.113676794,0.11219863,0.11219863
s_42,21.36500000000001,38.06,0.040051892,0.03814311,0.04205619,0.040051892,0.040051892
s_43,21.389999999999986,38.116,0.034292635,0.032531902,0.036148664,0.034292635,0.034292635
s_44,21.345,37.679,0.04983936,0.04898464,0.05070899,0.04983936,0.04983936
s_45,21.483000000000004,37.969,0.031101301,0.029686991,0.03258299,0.031101301,0.031101301
s_46,21.453000000000003,38.12,0.029860325,0.028346624,0.031454857,0.029860325,0.029860325
s_47,21.51599999999999,37.848,0.03629123,0.03492263,0.037713468,0.03629123,0.03629123
s_48,21.533000000000015,37.747,0.029147713,0.028221723,0.030104086,0.029147713,0.029147713
s_49,21.510999999999996,37.705,0.02141271,0.020881832,0.021957086,0.02141271,0.02141271
s_5,20.478800000000007,38.177,0.01316,0.01316,0.01316,0.01316,0.01316
s_50,21.607,37.901,0.02224871,0.021147115,0.023407687,0.02224871,0.02224871
s_51,21.591999999999985,37.788,0.022212926,0.021254264,0.023214828,0.022212926,0.022212926
s_52,21.55600000000001,37.657,0.02090917,0.020152744,0.021693986,0.02090917,0.02090917
s_53,21.60900000000001,37.72,0.016975459,0.016237395,0.01774707,0.016975459,0.016975459
s_54,21.36699999999999,38.633,0.009621912,0.008987549,0.010301051,0.009621912,0.009621912
s_55,20.677999999999997,37.895,0.050650563,0.048160434,0.053269442,0.050650563,0.050650563
s_56,21.704000000000008,38.521,0.0065106833,0.0061161136,0.006930708,0.0065106833,0.0065106833
s_57,20.72200000000001,37.757,0.050086938,0.047817267,0.052464336,0.050086938,0.050086938
s_58,21.34700000000001,38.003,0.039481435,0.03784398,0.04118974,0.039481435,0.039481435
s_59,21.370000000000005,37.727,0.0536589,0.05311986,0.054203406,0.0536589,0.0536589
s_6,21.13300000000001,37.927,0.03158677,0.031527866,0.03164578,0.03158677,0.03158677
s_60,21.437000000000012,38.035,0.031293407,0.029798301,0.032863528,0.031293407,0.031293407
s_61,21.443000000000012,38.071,0.030040864,0.028553799,0.031605374,0.030040864,0.030040864
s_62,21.495000000000005,38.06,0.019528886,0.01856506,0.020542752,0.019528886,0.019528886
s_63,21.432999999999993,37.696,0.031559166,0.03135832,0.031761296,0.031559166,0.031559166
s_64,21.51400000000001,38.078,0.020364564,0.01936031,0.021420911,0.020364564,0.020364564
s_65,21.507000000000005,37.757,0.028062303,0.027284741,0.028862024,0.028062303,0.028062303
s_66,21.558999999999997,37.855,0.029076923,0.02782,0.030390635,0.029076923,0.029076923
s_67,21.542,38.132,0.022610558,0.021544313,0.023729572,0.022610558,0.022610558
s_68,21.562999999999988,37.786,0.025149342,0.024164572,0.026174242,0.025149342,0.025149342
s_69,21.631,38.034,0.015676323,0.014894337,0.016499367,0.015676323,0.015676323
s_7,21.198000000000008,37.853,0.06813874,0.06694671,0.069352,0.06813874,0.06813874
s_70,21.566000000000003,37.682,0.021125386,0.02034928,0.02193109,0.021125386,0.021125386
s_71,21.318000000000012,38.428,0.015252462,0.014291305,0.016278261,0.015252462,0.015252462
s_72,21.589,37.673,0.01846175,0.017703988,0.019251948,0.01846175,0.01846175
s_73,21.673000000000002,37.98,0.014408746,0.013650077,0.01520958,0.014408746,0.014408746
s_74,21.266999999999996,38.47,0.014423633,0.013494868,0.015416319,0.014423633,0.014423633
s_75,21.650000000000006,37.678,0.014074631,0.01338346,0.014801498,0.014074631,0.014074631
s_76,21.62100000000001,37.617,0.01354411,0.012886152,0.014235662,0.01354411,0.01354411
s_77,21.22200000000001,38.542,0.011881955,0.011102298,0.012716364,0.011881955,0.011881955
s_78,21.754999999999995,37.953,0.010411893,0.009829767,0.011028494,0.010411893,0.010411893
s_79,21.712999999999994,37.705,0.013155257,0.012437272,0.013914691,0.013155257,0.013155257
s_8,21.14500000000001,37.886,0.052525386,0.05190443,0.053153776,0.052525386,0.052525386
s_80,21.781000000000006,38.021,0.010304193,0.009754139,0.010885266,0.010304193,0.010304193
s_81,21.238,38.583,0.009428822,0.008806946,0.01009461,0.009428822,0.009428822
s_82,21.334000000000003,38.55,0.008571143,0.008013256,0.009167872,0.008571143,0.008571143
s_83,21.771000000000015,37.69,0.009884839,0.009307077,0.010498467,0.009884839,0.009884839
s_84,21.78200000000001,37.67,0.010988031,0.010337048,0.011680008,0.010988031,0.010988031
s_85,21.771000000000015,37.61,0.009591566,0.009018436,0.010201119,0.009591566,0.009591566
s_86,21.716000000000008,38.353,0.009378576,0.009001175,0.009771799,0.009378576,0.009378576
s_87,21.829000000000008,38.188,0.007892733,0.0076133455,0.008182375,0.007892733,0.007892733
s_88,21.900000000000006,37.919,0.007578845,0.0071163885,0.008071355,0.007578845,0.007578845
s_89,21.451999999999998,38.607,0.008190672,0.0076568727,0.008761685,0.008190672,0.008190672
s_9,21.162000000000006,37.92,0.037358485,0.037053403,0.03766608,0.037358485,0.037358485
s_90,21.480999999999995,38.62,0.007262102,0.00678847,0.007768779,0.007262102,0.007262102
s_91,21.525000000000006,38.622,0.005509375,0.0051511177,0.0058925496,0.005509375,0.005509375
s_92,21.601,38.581,0.0065862522,0.0061671427,0.0070338435,0.0065862522,0.0065862522
s_93,21.269000000000005,38.726,0.006481894,0.0060488624,0.0069459253,0.006481894,0.006481894
s_94,21.85900000000001,37.546,0.007207655,0.0067487108,0.00769781,0.007207655,0.007207655
s_95,21.306999999999988,38.72,0.0066552735,0.0062112194,0.007131074,0.0066552735,0.0066552735
s_96,21.563999999999993,38.624,0.005363679,0.005015682,0.0057358206,0.005363679,0.005363679
s_97,22.016999999999996,38.068,0.0067360317,0.006330253,0.007167821,0.0067360317,0.0067360317
s_98,22.018,38.275,0.005991883,0.005650264,0.006354156,0.005991883,0.005991883
s_99,21.787000000000006,38.591,0.004378295,0.0040994585,0.0046760975,0.004378295,0.004378295
t_0,21.029020000000003,38.50107,0.013152005,0.012290169,0.014074278,0.013152005,0.013152005
t_1,21.101730000000003,38.43494,0.014868182,0.013906712,0.015896127,0.014868182,0.014868182
t_10,20.88336000000001,38.63319,0.008598495,0.008027134,0.009210525,0.008598495,0.008598495
t_100,20.86652000000001,39.31397,0.0019197582,0.0017902763,0.002058605,0.0019197582,0.0019197582
t_1000,23.755799999999994,38.20062,0.00025381605,0.00023669517,0.00027217533,0.00025381605,0.00025381605
t_1001,22.74911,37.99101,0.002215381,0.0020661205,0.0023754244,0.002215381,0.002215381
t_1002,22.671099999999996,37.99622,0.0020657044,0.0019266321,0.0022148155,0.0020657044,0.0020657044
t_1003,22.713390000000004,38.02449,0.001986599,0.0018528037,0.0021300563,0.001986599,0.001986599
t_1004,22.677660000000003,38.05795,0.0021721257,0.0020259076,0.002328897,0.0021721257,0.0021721257
t_1005,22.593079999999986,38.00139,0.002324281,0.00216799,0.0024918395,0.002324281,0.002324281
t_1006,22.515050000000002,38.00653,0.0024818422,0.0023152833,0.0026603828,0.0024818422,0.0024818422
t_1007,22.63535999999999,38.02968,0.0019550975,0.0018235545,0.0020961296,0.0019550975,0.0019550975
t_1008,22.55731,38.03484,0.0020767665,0.0019372634,0.0022263154,0.0020767665,0.0020767665
t_1009,22.47926000000001,38.03996,0.0028238292,0.0026346422,0.003026601,0.0028238292,0.0028238292
t_101,20.787509999999997,39.31834,0.0017491748,0.0016311978,0.0018756846,0.0017491748,0.0017491748
t_1010,22.59960000000001,38.06312,0.0025554886,0.0023836906,0.0027396686,0.0025554886,0.0025554886
t_1011,22.521529999999984,38.06826,0.0021747677,0.0020288792,0.0023311465,0.0021747677,0.0021747677
t_1012,22.443449999999984,38.07337,0.0025982906,0.0024246038,0.0027844196,0.0025982906,0.0025982906
t_1013,22.56380999999999,38.09656,0.0022292119,0.0020795069,0.002389694,0.0022292119,0.0022292119
t_1014,22.989840000000015,38.03691,0.0011880883,0.0011079694,0.0012740007,0.0011880883,0.0011880883
t_1015,22.9118,38.04222,0.0012424972,0.0011587244,0.0013323266,0.0012424972,0.0012424972
t_1016,23.110270000000014,38.05974,0.0007949079,0.0007412954,0.0008523979,0.0007949079,0.0007949079
t_1017,23.03223,38.0651,0.0010642558,0.0009924835,0.0011412187,0.0010642558,0.0010642558
t_1018,22.954180000000008,38.07043,0.0013704118,0.0012780058,0.0014694993,0.0013704118,0.0013704118
t_1019,23.386840000000007,38.07155,0.0005196476,0.0004845961,0.00055723445,0.0005196476,0.0005196476
t_102,20.829830000000015,39.34685,0.001593708,0.0014862146,0.001708976,0.001593708,0.001593708
t_1020,23.30879999999999,38.07703,0.0005064344,0.0004722747,0.00054306496,0.0005064344,0.0005064344
t_1021,23.230760000000004,38.08248,0.00074583414,0.0006955278,0.000799779,0.00074583414,0.00074583414
t_1022,23.42935,38.09964,0.00050815364,0.00047387724,0.00054490933,0.00050815364,0.00050815364
t_1023,23.351290000000006,38.10514,0.0004994637,0.00046577383,0.00053559034,0.0004994637,0.0004994637
t_1024,23.273230000000012,38.1106,0.0005365325,0.000500343,0.00057533954,0.0005365325,0.0005365325
t_1025,23.3938,38.13323,0.00050413643,0.0004701312,0.0005406014,0.00050413643,0.00050413643
t_1026,23.31572,38.13871,0.0005510228,0.00051385554,0.0005908785,0.0005510228,0.0005510228
t_1027,22.485720000000015,38.10168,0.0022859606,0.002132882,0.002450026,0.0022859606,0.0022859606
t_1028,23.04576,38.18847,0.0009597791,0.00089505233,0.0010291866,0.0009597791,0.0009597791
t_1029,23.08823000000001,38.21662,0.0007708457,0.0007188578,0.00082659343,0.0007708457,0.0007708457
t_103,20.98218,39.27667,0.0018698967,0.0017437824,0.0020051317,0.0018698967,0.0018698967
t_1030,22.85374999999999,38.23256,0.0011667947,0.001088149,0.0012511243,0.0011667947,0.0011667947
t_1031,22.775569999999988,38.23781,0.0014340264,0.001337416,0.0015376158,0.0014340264,0.0014340264
t_1032,22.81799000000001,38.26602,0.0012400628,0.0011564943,0.00132967,0.0012400628,0.0012400628
