# 19881016_M5.88_Elia median gmf, Stations:None, gmlt:USGS, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,LinLee2008SInter,ZhaoEtAl2016SInter
t_1197,22.710579999999993,38.3663,0.0025053017,0.0008236799,0.0051665897,0.0065086875
t_1198,22.831310000000002,38.38928,0.0025843123,0.0011092013,0.0046500447,0.0058691553
t_1199,22.753029999999995,38.39451,0.0026949511,0.0012033607,0.004945483,0.0062318696
t_12,20.96755999999999,38.69035,0.009341298,0.0047285287,0.014884177,0.025985982
t_120,20.28173000000001,39.43795,0.002269164,0.00073643785,0.0047312975,0.0059904777
t_1200,23.05932999999999,38.31176,0.0018842247,0.00057975645,0.0039710607,0.0050423094
t_1201,22.98111,38.31709,0.0022395693,0.0009720454,0.0042092064,0.0053347065
t_1202,22.90288000000001,38.32239,0.002531795,0.0010536623,0.004468696,0.0077305543
t_1203,23.10184000000001,38.33989,0.002102871,0.000852941,0.0038270657,0.004863319
t_1204,23.023599999999988,38.34524,0.0025131253,0.00092210947,0.004051221,0.007025435
t_1205,22.945359999999994,38.35056,0.002029485,0.0006444307,0.0042948914,0.005436879
t_1206,23.14437000000001,38.36801,0.0023948106,0.0008104864,0.00369003,0.006417389
t_1207,23.066120000000012,38.37338,0.0021256856,0.0008750797,0.0039011436,0.0049515334
t_1208,22.987860000000012,38.37871,0.0019675472,0.00061072985,0.0041301837,0.0052319043
t_1209,22.90959000000001,38.38401,0.0022279986,0.001023682,0.0043790885,0.0055368585
t_121,20.207889999999992,39.5034,0.0024428396,0.0010199078,0.0043519414,0.007550661
t_1210,23.421699999999987,38.37976,0.0016231613,0.00061810773,0.003046519,0.0039056945
t_1211,23.34344999999999,38.38524,0.0020624883,0.0006645484,0.0032048447,0.0056045433
t_1212,23.26518999999999,38.3907,0.0019918864,0.00071516907,0.0033754495,0.0058891755
t_1213,23.18692999999999,38.39611,0.002073618,0.0007704148,0.0035595635,0.006196455
t_1214,23.386059999999986,38.4133,0.0016996486,0.0006333078,0.0030997968,0.003969153
t_1215,23.30779000000001,38.41877,0.0019163509,0.0006808205,0.0032613163,0.0056963847
t_1216,23.229510000000005,38.4242,0.0020637945,0.0007325879,0.0034353302,0.005986417
t_1217,23.151219999999995,38.42961,0.0032186597,0.0008853314,0.005039316,0.005788934
t_1218,23.428699999999992,38.44134,0.0014315695,0.00038978524,0.0029993795,0.0038453361
t_1219,23.350400000000008,38.44683,0.0018625975,0.00064833683,0.0031524298,0.0055126976
t_122,20.323970000000003,39.46655,0.0027414837,0.0011114588,0.004644396,0.008037107
t_1220,22.67473000000001,38.39971,0.0025470187,0.0008439953,0.005268227,0.0066285674
t_1221,22.87379999999999,38.41745,0.0022102445,0.00067705166,0.004461376,0.0056341
t_1222,22.79549,38.4227,0.0022339302,0.0007333677,0.0047374004,0.0059721316
t_1223,22.717189999999988,38.42792,0.0024948104,0.0007952818,0.005038032,0.006340635
t_1224,22.837980000000016,38.45088,0.0025075993,0.0010728056,0.004541356,0.005728093
t_1225,22.759659999999997,38.45611,0.0025057814,0.0011615043,0.0048218197,0.00607101
t_1226,22.68132,38.46131,0.0026332696,0.001258908,0.005127054,0.0064444845
t_1227,22.88049000000001,38.47904,0.0026328003,0.0010139007,0.004356574,0.0075185765
t_1228,22.80215000000001,38.48429,0.002862504,0.0010960391,0.004618524,0.007955494
t_1229,22.72380000000001,38.48951,0.002409764,0.0007657461,0.004902857,0.0061652213
t_123,20.244820000000004,39.47068,0.002289366,0.00069618155,0.0045360317,0.0057492564
t_1230,23.108659999999986,38.4015,0.0032613017,0.00093215704,0.0052266177,0.0047541796
t_1231,23.030380000000008,38.40685,0.0033740087,0.0010062808,0.005524322,0.0050163
t_1232,22.95209,38.41217,0.0026059204,0.00096923014,0.004207658,0.0072792824
t_1233,23.07292000000001,38.43498,0.0033222449,0.0009545219,0.005319682,0.004833543
t_1234,22.994619999999998,38.44031,0.0035935123,0.0010301649,0.005622894,0.006436379
t_1235,22.916300000000007,38.44561,0.0025960554,0.0009919399,0.004283254,0.0074010934
t_1236,23.11547999999999,38.46309,0.0029674186,0.00090583647,0.005125445,0.004660453
t_1237,23.03716,38.46844,0.0033632233,0.0009763592,0.0054106587,0.0049108
t_1238,22.958830000000006,38.47376,0.0034597511,0.0010533894,0.00571893,0.005181608
t_1239,23.079730000000012,38.49655,0.002150573,0.0008251369,0.0037461708,0.00649779
t_124,20.287059999999997,39.49929,0.0022018803,0.0006791064,0.004456439,0.0056464863
t_1240,22.482220000000012,38.44336,0.0029184872,0.0010214652,0.006116503,0.0076655094
t_1241,22.602980000000002,38.46648,0.0028935126,0.0013659298,0.005459568,0.006851635
t_1242,22.524630000000002,38.47161,0.002807145,0.0009579044,0.0058222665,0.0072960556
t_1243,22.44628,38.47671,0.003718232,0.0016130987,0.0062181675,0.01064007
t_1244,22.645440000000008,38.49469,0.0024501558,0.00082941004,0.0052118455,0.006542529
t_1245,22.56707,38.49984,0.002606243,0.00089922134,0.0055479333,0.0069531207
t_1246,22.488699999999994,38.50496,0.0028855314,0.0009757836,0.00591373,0.007400179
t_1247,22.609530000000007,38.52806,0.00292434,0.0013086486,0.0052918773,0.0066341027
t_1248,22.531139999999994,38.5332,0.0028243794,0.00091519684,0.0056304378,0.0070466665
t_1249,22.45275000000001,38.5383,0.0028185947,0.0009920398,0.005998099,0.0074947122
t_125,20.329319999999996,39.52788,0.0023133457,0.0010248257,0.0043746075,0.0055413223
t_1250,23.00138000000001,38.50189,0.003327945,0.0009975507,0.0054991217,0.0049855607
t_1251,22.92303000000001,38.50719,0.0022480846,0.000958812,0.0041822367,0.0052826987
t_1252,23.122320000000002,38.52465,0.0021961208,0.0007828086,0.0036081546,0.006264954
t_1253,23.043949999999995,38.53001,0.0022135307,0.0008423983,0.0038052294,0.006592275
t_1254,22.96557999999999,38.53533,0.0023746523,0.00090727373,0.0040176935,0.006945187
t_1255,22.887200000000007,38.54061,0.0022757454,0.0009779624,0.0042470237,0.0053579337
t_1256,23.086540000000014,38.55811,0.002216074,0.0007986084,0.0036627098,0.00635206
t_1257,23.00815,38.56345,0.0018600436,0.0005546279,0.0038622613,0.004887558
t_1258,22.929759999999987,38.56875,0.0024759609,0.0009246951,0.0040771756,0.007039405
t_1259,23.129160000000013,38.5862,0.0021511198,0.0007574839,0.003527672,0.006124824
t_126,20.250139999999988,39.53202,0.0027977785,0.0009958684,0.004278942,0.0074221306
t_1260,22.844660000000005,38.51246,0.0034731922,0.0011612604,0.0061500827,0.005556867
t_1261,22.766289999999998,38.5177,0.00285987,0.0011181821,0.004692459,0.008072654
t_1262,22.68791999999999,38.5229,0.0023410066,0.00078068866,0.0049799406,0.0062540486
t_1263,22.808809999999994,38.54587,0.0028041403,0.0010550211,0.0044947728,0.007737782
t_1264,22.73042000000001,38.55108,0.002514727,0.0011390686,0.0047626724,0.0059845424
t_1265,22.652019999999993,38.55627,0.002397043,0.0007946439,0.005052557,0.0063368534
t_1266,22.851349999999996,38.57402,0.0024117017,0.0009961529,0.0043088896,0.007423654
t_1267,22.772940000000006,38.57926,0.0033715325,0.0012049427,0.0063317344,0.007838133
t_1268,22.69452000000001,38.58446,0.002831228,0.0011585444,0.0048287143,0.008285584
t_1269,22.815480000000008,38.60742,0.0030736043,0.0011368967,0.006067617,0.0075151543
t_127,20.292399999999986,39.56061,0.0024077417,0.000971277,0.0042037917,0.007290275
t_1270,23.050749999999994,38.59156,0.0022672368,0.00081378844,0.0037152874,0.0064355275
t_1271,22.97233,38.59688,0.0018602734,0.00056487904,0.0039169714,0.004950795
t_1272,22.893910000000005,38.60216,0.0020176778,0.0006077086,0.0041339262,0.005213463
t_1273,23.093369999999993,38.61965,0.0017077329,0.0004980442,0.0035762442,0.004535625
t_1274,23.014929999999993,38.62499,0.001770543,0.0005347848,0.0037656962,0.004764715
t_1275,22.936489999999992,38.63029,0.0023250044,0.00088993873,0.0039690873,0.0068512126
t_1276,23.135999999999996,38.64773,0.001959297,0.00073158817,0.0034446162,0.0059808455
t_1277,23.057549999999992,38.65309,0.0024955217,0.00078462827,0.0036227466,0.006274998
t_1278,22.97909999999999,38.65841,0.0020881228,0.0008419903,0.0038136179,0.0048195748
