STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,VS30,VS30_TYPE,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE
HMBCX,HMBCX,-20.278,-69.888,seismic,Stations_CSN,0.2590253936,0.3757793699,0.6311235713,0.1977202905,0.0,0.0,0.0,0.0,0.2393799647,0.3559760095,0.3319243468,0.1785746939,0.2590253936,0.3757793699,0.6311235713,0.1977202905,0.1726604904,0.4705702215,0.2971507389,0.0750273019,743,inferred,,,,,,
TA01,TA01,-20.566,-70.181,seismic,Stations_CSN,0.1961711284,0.5432838472,0.237387408,0.1289491854,0.0,0.0,0.0,0.0,0.1738277151,0.5432838472,0.2372013911,0.1289491854,0.1961711284,0.3697869743,0.237387408,0.0927093731,0.0759270064,0.1506718764,0.1369793221,0.0660858768,1339,inferred,,,,,,
PSGCX,PSGCX,-19.597,-70.123,seismic,Stations_CSN,0.1874668317,0.486693815,0.301482157,0.1679446005,0.0,0.0,0.0,0.0,0.1865675302,0.2364765439,0.301482157,0.1679446005,0.1874668317,0.486693815,0.141141403,0.087815688,0.1410234804,0.2026336646,0.1202680847,0.0923091698,1639,inferred,,,,,,
AP01,AP01,-18.371,-70.342,seismic,Stations_CSN,0.1690507162,0.5361265198,0.2286909301,0.180325663,0.0,0.0,0.0,0.0,0.1690507162,0.5361265198,0.1934873283,0.180325663,0.0983918408,0.3433049059,0.2286909301,0.1436930114,0.0872673136,0.2223832089,0.0666859847,0.0775850556,355,inferred,,,,,,
PB02,PB02,-21.32,-69.896,seismic,Stations_CSN,0.1684512998,0.3914605973,0.3012620468,0.096672129,0.0,0.0,0.0,0.0,0.1684512998,0.3914605973,0.3012620468,0.081670874,0.0882170561,0.2190857582,0.2421365244,0.096672129,0.1123136182,0.3562098727,0.166323249,0.0769833899,,,,,,,,
PB12,PB12,-18.614,-70.328,seismic,Stations_CSN,0.1095576843,0.2146090745,0.1518397987,0.0778954571,0.0,0.0,0.0,0.0,0.1095576843,0.2141478878,0.1352626446,0.0768126643,0.0993740029,0.2146090745,0.1518397987,0.0778954571,0.0698196474,0.1243551489,0.0828065045,0.0591656695,,,,,,,,
PB01,PB01,-21.043,-69.487,seismic,Stations_CSN,0.1071034509,0.2839515165,0.1503573792,0.1014675073,0.0,0.0,0.0,0.0,0.1071034509,0.2839515165,0.0868766433,0.0778378068,0.1057388349,0.2191518335,0.1503573792,0.1014675073,0.0719362996,0.1571733782,0.0715335714,0.0413906777,,,,,,,,
PB08,PB08,-20.141,-69.153,seismic,Stations_CSN,0.0951732328,0.1905962099,0.076591727,0.0551746329,0.0,0.0,0.0,0.0,0.0826988334,0.1686483626,0.0580771261,0.0550156848,0.0951732328,0.1905962099,0.076591727,0.0551746329,0.0606856322,0.1038553033,0.0488384874,0.030456281,,,,,,,,
PB09,PB09,-21.796,-69.242,seismic,Stations_CSN,0.0800832165,0.2116819598,0.1610870109,0.1929813906,0.0,0.0,0.0,0.0,0.0800832165,0.2116819598,0.1404888445,0.1929813906,0.0687312163,0.109758242,0.1610870109,0.1911594848,0.0456838579,0.1536460178,0.1259456928,0.1114622071,,,,,,,,
PB07,PB07,-21.727,-69.886,seismic,Stations_CSN,0.0638457979,0.1156685551,0.1379756789,0.0637261897,0.0,0.0,0.0,0.0,0.0638457979,0.1156685551,0.1379756789,0.0637261897,0.0394881617,0.0815927806,0.0818403171,0.0551900404,0.0420194181,0.0976282728,0.0946824861,0.0389499458,,,,,,,,
PB15,PB15,-23.208,-69.471,seismic,Stations_CSN,0.0539142325,0.1095352113,0.087901828,0.0446427926,0.0,0.0,0.0,0.0,0.0503556127,0.0871901046,0.087901828,0.0421482522,0.0539142325,0.1095352113,0.0798064815,0.0446427926,0.0253473561,0.0618881106,0.0275164552,0.021902441,,,,,,,,
PB03,PB03,-22.048,-69.753,seismic,Stations_CSN,0.0380266003,0.0777667013,0.04921503,0.0579055942,0.0,0.0,0.0,0.0,0.0380266003,0.0777667013,0.04921503,0.0579055942,0.0297583544,0.0656843715,0.029957665,0.029829754,0.033246614,0.0920532409,0.0594599849,0.0368840676,,,,,,,,
PB16,PB16,-18.335,-69.508,seismic,Stations_CSN,0.0364311743,0.0678131928,0.0592935531,0.0486421635,0.0,0.0,0.0,0.0,0.0299888408,0.0664183767,0.0592935531,0.0376449488,0.0364311743,0.0678131928,0.0408843854,0.0486421635,0.0246770343,0.0667086519,0.0606747363,0.0433474037,,,,,,,,
PB04,PB04,-22.334,-70.149,seismic,Stations_CSN,0.0360541947,0.0788521928,0.0763179115,0.0984958036,0.0,0.0,0.0,0.0,0.0296155956,0.0626600314,0.0698427787,0.0637189077,0.0360541947,0.0788521928,0.0763179115,0.0984958036,0.0241143252,0.0539481894,0.0497962151,0.0568285927,,,,,,,,
UTM:(19K 036 776 20000),,-20.163,-70.244,macroseismic,Stations_USGS,0.941746,1.498545,,1.712308,0.8059,1.0131,,1.0822,,,,,,,,,,,,,600.0,inferred,8.9,0.3,0.875,107.8727,1.4737,0.309274
UTM:(19K 036 782 20000),,-19.6208,-70.2398,macroseismic,Stations_USGS,0.913403,1.441275,,1.551201,0.8059,1.0131,,1.0822,,,,,,,,,,,,,600.0,inferred,8.8,0.3,0.875,100.2919,1.4737,0.280331
UTM:(19K 042 774 20000),,-20.3468,-69.6707,macroseismic,Stations_USGS,0.913376,1.543754,,2.20709,0.8059,1.0131,,1.0822,,,,,,,,,,,,,225.48,inferred,9.1,0.3,0.875,124.7965,1.4737,0.400908
PB11,PB11,-19.76096,-69.65582,seismic,Stations_USGS,0.734546,0.841129,,0.153626,0.0,0.0,,0.0,,,,,,,,,,,,,362.22,inferred,7.1,0.63,0.0,26.3688,0.0,0.026316
UTM:(19K 038 776 20000),,-20.1641,-70.0527,macroseismic,Stations_USGS,0.665133,1.113123,,1.177355,0.8059,1.0131,,1.0822,,,,,,,,,,,,,609.64,inferred,8.4,0.3,0.875,74.9348,1.4737,0.216344
T03A,T03A,-20.23028056,-70.14578889,seismic,Stations_USGS,0.603989,1.066623,,0.143483,0.0,0.0,,0.0,,,,,,,,,,,,,837.03,inferred,7.3,0.63,0.0,19.8885,0.0,0.03685
UTM:(19K 038 774 20000),,-20.3449,-70.0539,macroseismic,Stations_USGS,0.518254,0.911455,,0.964234,0.8059,1.0131,,1.0822,,,,,,,,,,,,,455.54,inferred,8.1,0.3,0.875,60.2208,1.4737,0.179564
MNMCX,MNMCX,-19.13108,-69.59553,seismic,Stations_USGS,0.499175,1.00176,,0.102185,0.0,0.0,,0.0,,,,,,,,,,,,,731.24,inferred,6.3,0.63,0.0,15.9668,0.0,0.028588
UTM:(19K 036 794 20000),,-18.5365,-70.2318,macroseismic,Stations_USGS,0.46846,0.806926,,0.720986,0.8059,1.0131,,1.0822,,,,,,,,,,,,,712.92,inferred,7.8,0.3,0.875,48.3961,1.4737,0.134583
GO01,GO01,-19.6685,-69.1942,seismic,Stations_USGS,0.357726,0.796111,,0.048764,0.0,0.0,,0.0,,,,,,,,,,,,,684.61,inferred,5.8,0.63,0.0,11.4304,0.0,0.011277
T13A,T13A,-20.49666667,-69.337925,seismic,Stations_USGS,0.340673,0.372617,,0.172983,0.0,0.0,,0.0,,,,,,,,,,,,,401.45,inferred,6.4,0.63,0.0,16.4201,0.0,0.034331
T05A,T05A,-20.20975833,-70.15020556,seismic,Stations_USGS,0.302359,0.685453,,0.309405,0.0,0.0,,0.0,,,,,,,,,,,,,600.0,inferred,6.6,0.63,0.0,19.9058,0.0,0.066423
T06A,T06A,-20.23045278,-70.14560278,seismic,Stations_USGS,0.264936,0.521267,,0.432653,0.0,0.0,,0.0,,,,,,,,,,,,,837.03,inferred,6.7,0.63,0.0,21.0001,0.0,0.062655
HMBCX,HMBCX,-20.27822,-69.88791,seismic,Stations_USGS,0.239455,0.355272,,0.178618,0.0,0.0,,0.0,,,,,,,,,,,,,324.22,inferred,6.6,0.63,0.0,20.9045,0.0,0.059642
UTM:(19K 036 800 20000),,-17.9944,-70.2279,macroseismic,Stations_USGS,0.227055,0.448704,,0.390195,0.8059,1.0131,,1.0822,,,,,,,,,,,,,497.51,inferred,6.9,0.3,0.875,25.1189,1.4737,0.075677
PSGCX,PSGCX,-19.59717,-70.12305,seismic,Stations_USGS,0.202097,0.485003,,0.087657,0.0,0.0,,0.0,,,,,,,,,,,,,633.29,inferred,6.0,0.63,0.0,11.6682,0.0,0.026057
TA01,TA01,-20.5656,-70.1807,seismic,Stations_USGS,0.19407,0.368379,,0.092648,0.0,0.0,,0.0,,,,,,,,,,,,,900.0,inferred,5.9,0.63,0.0,8.9213,0.0,0.023068
PB02,PB02,-21.31973,-69.89603,seismic,Stations_USGS,0.166597,0.388758,,0.081859,0.0,0.0,,0.0,,,,,,,,,,,,,567.99,inferred,5.6,0.63,0.0,9.6501,0.0,0.018155
PB12,PB12,-18.61406,-70.32809,seismic,Stations_USGS,0.107997,0.211664,,0.076521,0.0,0.0,,0.0,,,,,,,,,,,,,900.0,inferred,5.2,0.63,0.0,7.2172,0.0,0.022894
PB01,PB01,-21.04323,-69.4874,seismic,Stations_USGS,0.104759,0.217641,,0.101621,0.0,0.0,,0.0,,,,,,,,,,,,,520.15,inferred,5.4,0.63,0.0,8.4465,0.0,0.024441
PB08,PB08,-20.14112,-69.1534,seismic,Stations_USGS,0.095143,0.189031,,0.054925,0.0,0.0,,0.0,,,,,,,,,,,,,560.93,inferred,5.3,0.63,0.0,7.7289,0.0,0.010779
PB09,PB09,-21.79638,-69.24192,seismic,Stations_USGS,0.079976,0.211058,,0.193481,0.0,0.0,,0.0,,,,,,,,,,,,,536.3,inferred,6.4,0.63,0.0,11.4544,0.0,0.0311
PB07,PB07,-21.72667,-69.88618,seismic,Stations_USGS,0.06314,0.11509,,0.063491,0.0,0.0,,0.0,,,,,,,,,,,,,336.75,inferred,4.9,0.63,0.0,6.0109,0.0,0.010648
PB15,PB15,-23.208335,-69.47092,seismic,Stations_USGS,0.0537,0.108994,,0.044619,0.0,0.0,,0.0,,,,,,,,,,,,,538.99,inferred,4.4,0.63,0.0,3.5591,0.0,0.005604
PB03,PB03,-22.04847,-69.7531,seismic,Stations_USGS,0.036841,0.076927,,0.057873,0.0,0.0,,0.0,,,,,,,,,,,,,542.68,inferred,4.5,0.63,0.0,4.4375,0.0,0.006781
PB16,PB16,-18.3351,-69.50767,seismic,Stations_USGS,0.036248,0.067427,,0.048554,0.0,0.0,,0.0,,,,,,,,,,,,,511.42,inferred,5.0,0.63,0.0,6.2206,0.0,0.015948
PB04,PB04,-22.33369,-70.14918,seismic,Stations_USGS,0.035869,0.078627,,0.098606,0.0,0.0,,0.0,,,,,,,,,,,,,398.26,inferred,4.4,0.63,0.0,3.7214,0.0,0.009041
PB06,PB06,-22.7058,-69.57188,seismic,Stations_USGS,0.019484,0.034316,,0.051322,0.0,0.0,,0.0,,,,,,,,,,,,,273.2,inferred,4.1,0.63,0.0,2.7079,0.0,0.007698
PB05,PB05,-22.85283,-70.20235,seismic,Stations_USGS,0.0124,0.024573,,0.027279,0.0,0.0,,0.0,,,,,,,,,,,,,436.11,inferred,4.0,0.63,0.0,1.6671,0.0,0.007697
PB10,PB10,-23.51343,-70.55408,seismic,Stations_USGS,0.003627,0.007377,,0.007603,0.0,0.0,,0.0,,,,,,,,,,,,,900.0,inferred,3.9,0.63,0.0,1.2923,0.0,0.003499
UTM:(19H 034 628 20000),,-33.5191,-70.6153,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,760.0,inferred,2.0,0.3,,,,
UTM:(19K 022 818 20000),,-16.356,-71.5274,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,492.46,inferred,3.6,0.3,,,,
UTM:(19K 058 816 20000),,-16.5503,-68.1565,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,806.26,inferred,3.1,0.3,,,,
