STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,VS30,VS30_TYPE
PB12,PB12,-18.614,-70.328,seismic,Stations_CSN,0.1095576843,0.2146090745,0.1518397987,0.0778954571,0,0,0,0,0.1095576843,0.2141478878,0.1352626446,0.0768126643,0.0993740029,0.2146090745,0.1518397987,0.0778954571,0.0698196474,0.1243551489,0.0828065045,0.0591656695,,
PB15,PB15,-23.208,-69.471,seismic,Stations_CSN,0.0539142325,0.1095352113,0.087901828,0.0446427926,0,0,0,0,0.0503556127,0.0871901046,0.087901828,0.0421482522,0.0539142325,0.1095352113,0.0798064815,0.0446427926,0.0253473561,0.0618881106,0.0275164552,0.021902441,,
PB16,PB16,-18.335,-69.508,seismic,Stations_CSN,0.0364311743,0.0678131928,0.0592935531,0.0486421635,0,0,0,0,0.0299888408,0.0664183767,0.0592935531,0.0376449488,0.0364311743,0.0678131928,0.0408843854,0.0486421635,0.0246770343,0.0667086519,0.0606747363,0.0433474037,,
PSGCX,PSGCX,-19.597,-70.123,seismic,Stations_CSN,0.1874668317,0.486693815,0.301482157,0.1679446005,0,0,0,0,0.1865675302,0.2364765439,0.301482157,0.1679446005,0.1874668317,0.486693815,0.141141403,0.087815688,0.1410234804,0.2026336646,0.1202680847,0.0923091698,1639,inferred
T03A,T03A,-20.23,-70.146,seismic,Stations_CSN,0.6055011038,1.0652411011,0.4549448376,0.2745674922,0,0,0,0,0.5762646919,0.8366900291,0.4549448376,0.2745674922,0.6055011038,1.0652411011,0.2715041534,0.1437033782,0.2179866317,0.3147001798,0.0766226941,0.0399070944,613,inferred
T05A,T05A,-20.21,-70.15,seismic,Stations_CSN,0.3052514638,1.2279421514,0.3935957507,0.3101643965,0,0,0,0,0.3052514638,0.6869040094,0.3935957507,0.3101643965,0.2724136569,1.2279421514,0.2316977387,0.1293579934,0.2548816462,0.4310841426,0.1897938089,0.1841974842,1020,inferred
T06A,T06A,-20.214,-70.138,seismic,Stations_CSN,0.2665246285,0.6682542175,0.5703795988,0.4332789391,0,0,0,0,0.2665246285,0.5224221688,0.5703795988,0.4332789391,0.2169799075,0.6682542175,0.2631559059,0.2033985954,0.1541799082,0.2814879274,0.1254621326,0.0972244175,1263,inferred
T07A,T07A,-20.256,-69.786,seismic,Stations_CSN,0.6130922485,0.9810846117,1.0104417702,0.3107967639,0,0,0,0,0.5187454809,0.9619634053,0.9042525917,0.3107967639,0.6130922485,0.9810846117,1.0104417702,0.1930127519,0.3292205513,0.2956185701,0.1141810692,0.0597731966,326ﾠ,inferred
T08A,T08A,-20.27,-70.094,seismic,Stations_CSN,0.4458848202,0.9895232296,0.5932582267,0.549019641,0,0,0,0,0.4458848202,0.7874485635,0.5932582267,0.549019641,0.3924766734,0.9895232296,0.4916560699,0.1680080116,0.3197414688,0.6823868046,0.2520037875,0.1155080707,987,inferred
T09A,T09A,-19.596,-70.211,seismic,Stations_CSN,0.5755682968,0.5489515318,0.4161510411,0.2382109181,0,0,0,0,0.4088679266,0.5489515318,0.4161510411,0.2382109181,0.5755682968,0.3672369728,0.2481699801,0.1561606933,0.3070626912,0.2343646694,0.1732036138,0.1144550618,1584,inferred
T10A,T10A,-19.995,-69.767,seismic,Stations_CSN,0.7811461949,2.7828600015,1.0427202638,0.5155994722,0,0,0,0,0.6589533317,1.0964195106,0.9252222737,0.5155994722,0.7811461949,2.7828600015,1.0427202638,0.4510496612,1.0457462356,0.9107609545,0.3839452637,0.1844964485,336,inferred
T13A,T13A,-20.496,-69.337,seismic,Stations_CSN,0.3401102991,0.4700203263,0.7151942688,0.173241687,0,0,0,0,0.2727046018,0.4700203263,0.7151942688,0.132642364,0.3401102991,0.372169527,0.6027337617,0.173241687,0.2285880331,0.2948934975,0.1941956784,0.0624571147,378ﾠ,inferred
TA01,TA01,-20.566,-70.181,seismic,Stations_CSN,0.1961711284,0.5432838472,0.237387408,0.1289491854,0,0,0,0,0.1738277151,0.5432838472,0.2372013911,0.1289491854,0.1961711284,0.3697869743,0.237387408,0.0927093731,0.0759270064,0.1506718764,0.1369793221,0.0660858768,1339,inferred
